,Cuba,Jamaica,Puerto Rico,United States of America,South Africa,Israel,Fiji,Australia,Panama,Pakistan,French Guiana,Philippines,Samoa,Belize,Nepal,Ethiopia,Kenya,Guyana,Costa Rica,Bangladesh,Suriname,Brazil,Mozambique,Morocco,Australia & New Zealand,El Salvador,Chile,Honduras,Argentina,Colombia,Timor-Leste,Venezuela (Bolivarian Republic of),India,"China, Taiwan Province of",Ecuador,Réunion,Indonesia,Maldives,Dominica,Trinidad and Tobago,Melanesia,Malaysia,Paraguay,Mexico,Yemen,Haiti,Oman,Democratic Republic of the Congo,Nigeria,Mali,Zimbabwe,Congo,Dominican Republic,Polynesia,Bolivia (Plurinational State of),Iran (Islamic Republic of),Peru,Ghana,Cook Islands,China,"China, mainland",Bahamas,Guinea-Bissau,Côte d'Ivoire,Rwanda,Thailand,Guatemala
1961,130435.0,45625.0,71429.0,297875.0,84892.0,,,135087.0,,,,34766.0,187500.0,,,,103448.0,,314286.0,88235.0,,127500.0,83333.0,,135087.0,,58929.0,,,405405.0,,134782.0,380000.0,203538.0,275000.0,,111111.0,,,,,95000.0,,213602.0,,,,170270.0,71429.0,200000.0,,,80031.0,187531.0,44595.0,,158228.0,,200000.0,203538.0,,,,,,98485.0,
1962,134783.0,46875.0,70455.0,333500.0,86659.0,,,135087.0,,,,33791.0,192683.0,,,,103448.0,,328571.0,88889.0,,127500.0,83333.0,,135087.0,,60714.0,,,418919.0,,136206.0,331429.0,201365.0,273469.0,,111111.0,,,,,83333.0,,214526.0,,,,170667.0,71429.0,200000.0,,,80723.0,192701.0,44737.0,,160494.0,,200000.0,201365.0,,,,,,98485.0,
1963,141800.0,46914.0,70213.0,319800.0,76400.0,,,148521.0,,,,38132.0,192857.0,,,,103448.0,,328571.0,89474.0,,126463.0,83333.0,,148521.0,,60714.0,,,421053.0,,138068.0,337143.0,198623.0,272000.0,,109091.0,,,,,96000.0,,221220.0,,,,171053.0,71429.0,200000.0,,,83000.0,192874.0,44872.0,,161677.0,,200000.0,198623.0,,,,,,98485.0,
1964,128305.0,47531.0,70370.0,343750.0,88356.0,,,133370.0,,,,43333.0,193023.0,,,,103448.0,,300000.0,90000.0,,126488.0,83333.0,,133370.0,,60870.0,,,434211.0,,150170.0,251667.0,201724.0,274510.0,,109091.0,,,,,100000.0,,218725.0,,,,169231.0,71429.0,200000.0,,,85523.0,193039.0,45000.0,,162791.0,,200000.0,201724.0,,,,,,98485.0,
1965,146629.0,47561.0,71429.0,274719.0,81260.0,,,146754.0,,,,58521.0,193182.0,,,,103448.0,,300000.0,86364.0,,129524.0,83333.0,,146754.0,,60870.0,,,435897.0,,153029.0,298333.0,201095.0,266992.0,,107692.0,,,,,100000.0,,235221.0,,,,169620.0,75000.0,200000.0,,,81714.0,193197.0,45122.0,,162921.0,,200000.0,201095.0,,,,,,98485.0,
1966,207141.0,48171.0,71186.0,353042.0,84177.0,,,107643.0,,,,61958.0,195652.0,,,,103448.0,,312500.0,76457.0,,128488.0,83333.0,,107643.0,,61207.0,,,448718.0,,137595.0,257500.0,179187.0,261818.0,,107143.0,,,,,112000.0,,227371.0,,,,170000.0,75000.0,200000.0,,,84243.0,195662.0,44706.0,,167091.0,,200000.0,179187.0,,,,,,98485.0,
1967,177259.0,48171.0,71186.0,323813.0,83783.0,,,166763.0,,,,65766.0,191489.0,,,,103448.0,,312500.0,113747.0,,128466.0,84000.0,,166763.0,,60345.0,,,450000.0,,141860.0,261250.0,210734.0,259739.0,,107143.0,,,,,103333.0,,220743.0,,,,169136.0,75000.0,200000.0,,,83178.0,191507.0,44444.0,,167340.0,,200000.0,210734.0,,,,,,98485.0,
1968,221799.0,48148.0,70313.0,333813.0,90179.0,,,135733.0,,,,62033.0,197917.0,,,,103448.0,,312500.0,93859.0,,128444.0,84615.0,,135733.0,,58621.0,,,462500.0,,139290.0,227778.0,210531.0,225722.0,,100000.0,,,,,97143.0,,260759.0,,,,168675.0,75000.0,200000.0,,,83427.0,197921.0,44444.0,,140332.0,,200000.0,210531.0,,,,,,98485.0,
1969,121051.0,46914.0,70769.0,242361.0,82327.0,,,131164.0,,,,58987.0,193878.0,,,,103448.0,,288889.0,92447.0,,129348.0,86667.0,,131164.0,,58929.0,,,345455.0,,143610.0,246667.0,213682.0,261905.0,,102857.0,,,,,88571.0,,233550.0,,,,169412.0,75000.0,200000.0,,,84816.0,193699.0,42000.0,,143672.0,,150000.0,213682.0,,,,,,98485.0,
1970,72915.0,45342.0,96000.0,283050.0,93242.0,,,129340.0,,,,69979.0,190000.0,,,,103448.0,,288889.0,91213.0,,127500.0,88889.0,,129340.0,,57143.0,,,354545.0,,148062.0,197111.0,203219.0,259067.0,,107143.0,,,,,91429.0,,222434.0,,,,170460.0,77778.0,200000.0,,,86857.0,189841.0,42000.0,,145452.0,,150000.0,203219.0,,,,,,98485.0,
1971,94962.0,85155.0,102000.0,235025.0,86913.0,,,137079.0,,,,64706.0,192308.0,,,,103226.0,,300000.0,87599.0,,126633.0,89189.0,,137079.0,,56364.0,,,363636.0,,148524.0,224125.0,229106.0,264706.0,,100000.0,,,,,100000.0,,237768.0,,,,170000.0,77778.0,200000.0,,,88720.0,192337.0,44000.0,,144745.0,,200000.0,229106.0,,,,,,98485.0,
1972,178646.0,91829.0,70513.0,291825.0,92724.0,,,155728.0,,,,63005.0,188679.0,,,,103226.0,,300000.0,83421.0,,129271.0,89474.0,,155728.0,,55455.0,,,345833.0,,151414.0,189759.0,208907.0,266667.0,,100000.0,,,,,100000.0,,195607.0,,,,167957.0,77778.0,200000.0,,,89718.0,188722.0,44063.0,,149396.0,,200000.0,208907.0,,,,,,98485.0,
1973,159332.0,100518.0,96774.0,261211.0,82732.0,,,146141.0,,,,62188.0,185185.0,,,,103226.0,,309556.0,78032.0,,144421.0,89474.0,,146141.0,,54545.0,,,330000.0,,150038.0,222274.0,258497.0,269231.0,,87500.0,,,,,100000.0,,199549.0,,,,166842.0,77778.0,200000.0,,,88909.0,185240.0,41667.0,,145679.0,,200000.0,258497.0,,,,,,110256.0,
1974,202090.0,107171.0,109091.0,244696.0,85063.0,,,106681.0,,,,72135.0,190909.0,,,,103030.0,,300000.0,76457.0,,124605.0,89474.0,,106681.0,,54630.0,,,316429.0,,143031.0,219069.0,348951.0,280000.0,,52219.0,,,,,100000.0,,170142.0,,,,167732.0,77778.0,200000.0,,,88889.0,190778.0,46429.0,,147065.0,,166667.0,348951.0,,,,,,110256.0,
1975,82242.0,106022.0,116000.0,247890.0,85971.0,,,132889.0,,,,78392.0,184211.0,,,,103030.0,,300000.0,74710.0,,122831.0,89744.0,,132889.0,,54722.0,,,305127.0,,138272.0,207014.0,273471.0,300000.0,,76101.0,,,,,100000.0,,244551.0,,,,168265.0,76000.0,200000.0,,,90110.0,184293.0,45000.0,,156502.0,,200000.0,273471.0,,,,,,110256.0,
1976,112480.0,99617.0,110000.0,294753.0,83375.0,,,146614.0,,,,92475.0,184211.0,,,,103030.0,,300000.0,75747.0,,139601.0,90000.0,,146614.0,,54722.0,,,355091.0,,137510.0,190945.0,293969.0,304211.0,,116208.0,,,,,90909.0,,233851.0,,,,168283.0,76000.0,200000.0,,,92308.0,184321.0,45833.0,,148719.0,,200000.0,293969.0,,,,,,110256.0,
1977,203872.0,101440.0,110000.0,323876.0,82433.0,,,133395.0,,,,113039.0,184211.0,,,,102857.0,,300000.0,77118.0,,145582.0,90000.0,,133395.0,,54722.0,,,346759.0,,142202.0,193671.0,175301.0,297746.0,,122376.0,,,,,92308.0,,258911.0,,,,168300.0,76000.0,200000.0,,,93407.0,184375.0,45833.0,,139982.0,,200000.0,175301.0,,,,,,110256.0,
1978,178052.0,102108.0,107200.0,458427.0,84808.0,,,129849.0,,,,118153.0,184211.0,,,,102857.0,,300000.0,75794.0,,169983.0,90000.0,,129849.0,,50000.0,,,341647.0,,139017.0,159400.0,220338.0,262329.0,,106050.0,,,,,90000.0,,250035.0,,,,157885.0,76000.0,200000.0,,,91667.0,184429.0,46125.0,,134083.0,,200000.0,220338.0,,,,,,110256.0,
1979,68507.0,104965.0,135714.0,305618.0,96673.0,,,122273.0,,,,112900.0,184211.0,,,,102857.0,,310000.0,72799.0,,193523.0,90476.0,,122273.0,,45000.0,,,340632.0,,138551.0,163131.0,302636.0,230587.0,,115500.0,,,,,96000.0,,223094.0,239394.0,,70588.0,170000.0,76000.0,200000.0,,,92708.0,184483.0,43591.0,,128867.0,,200000.0,302636.0,,,,,,110256.0,
1980,124627.0,111518.0,145455.0,414815.0,90638.0,,,110000.0,,74180.0,,112790.0,184211.0,,,,102778.0,,320000.0,73759.0,,202444.0,90476.0,,110000.0,,42857.0,,,365393.0,,139191.0,160982.0,238307.0,224667.0,,103564.0,,,,,83721.0,,228467.0,238715.0,,71373.0,170000.0,72727.0,200000.0,,,92424.0,184589.0,45938.0,,139591.0,,200000.0,238307.0,,,,,,110256.0,
1981,89564.0,120563.0,143750.0,501176.0,98572.0,,,111651.0,,74297.0,,146546.0,178571.0,,,,102632.0,,330000.0,80456.0,,276449.0,90476.0,,111651.0,,44286.0,,,343750.0,,122144.0,92344.0,338762.0,221929.0,,99144.0,,,,,93617.0,,220169.0,239414.0,,71765.0,170000.0,72727.0,200000.0,,,96591.0,179239.0,49710.0,,136207.0,,200000.0,338762.0,,,,,,110256.0,
1982,85655.0,113061.0,138889.0,265169.0,80725.0,,,122403.0,,74307.0,,128033.0,163636.0,,,,102632.0,,340000.0,83738.0,,299487.0,90476.0,,122403.0,,47143.0,,,400000.0,,124161.0,132467.0,275328.0,199821.0,,80205.0,,,,,93750.0,,227172.0,241187.0,,72549.0,170000.0,72727.0,200000.0,,,95652.0,165210.0,63662.0,66667.0,133109.0,,204545.0,275328.0,,,,,,110256.0,
1983,122500.0,115524.0,158500.0,330588.0,81571.0,,,108818.0,,74043.0,,116126.0,157407.0,,,,102632.0,,369000.0,85776.0,,293892.0,95238.0,,108818.0,,50667.0,,,362857.0,,125109.0,120751.0,299876.0,152949.0,,84920.0,,,,,100000.0,,274358.0,236557.0,,73333.0,170000.0,72727.0,200000.0,,,96739.0,159292.0,67107.0,70000.0,109379.0,,200000.0,299876.0,,,,,,114943.0,
1984,101246.0,123663.0,151200.0,345714.0,82338.0,,,113743.0,,75000.0,,133472.0,150943.0,,,,105556.0,,375000.0,81612.0,,411716.0,95238.0,,113743.0,,56000.0,,,379764.0,,124290.0,79375.0,244989.0,160130.0,,92828.0,,,,,83333.0,,340782.0,243414.0,,74510.0,170000.0,72727.0,200000.0,,,97024.0,154399.0,92395.0,73333.0,102882.0,,222222.0,244989.0,,,,,,114943.0,
1985,95897.0,118182.0,155938.0,249541.0,96833.0,,50000.0,119547.0,,77113.0,,145806.0,150000.0,,,,102564.0,,375000.0,82956.0,,400631.0,95238.0,,119547.0,86207.0,57692.0,,103704.0,387500.0,,123942.0,77419.0,262427.0,179342.0,90833.0,91060.0,,,,50000.0,83333.0,120833.0,319893.0,190071.0,,74806.0,171026.0,72727.0,200000.0,,,96330.0,151737.0,81644.0,73333.0,138422.0,,185185.0,262427.0,,,75000.0,,,114943.0,
1986,84413.0,128023.0,159900.0,289691.0,96125.0,,140000.0,142651.0,,77320.0,,150822.0,149020.0,,,,102564.0,,375000.0,82235.0,,400047.0,100000.0,,142651.0,89655.0,60000.0,,111111.0,368348.0,,124615.0,84580.0,189180.0,180262.0,90833.0,87449.0,,,,140000.0,83333.0,125000.0,315970.0,208132.0,,75000.0,169244.0,72727.0,200000.0,,,97079.0,152700.0,82780.0,90000.0,189149.0,,222222.0,189180.0,,,75000.0,,,114943.0,
1987,104285.0,119862.0,177478.0,317526.0,103371.0,,148077.0,145151.0,,78751.0,,272198.0,150000.0,,,,102500.0,,375000.0,81336.0,,334008.0,102381.0,,145151.0,89655.0,61538.0,,111111.0,387580.0,,122524.0,83759.0,228162.0,171754.0,106667.0,97273.0,,,,148077.0,100000.0,104658.0,292003.0,234796.0,,73881.0,168917.0,72727.0,200000.0,,,99357.0,149905.0,83556.0,103333.0,173634.0,,148148.0,228162.0,,,80000.0,,,114943.0,
1988,112706.0,115618.0,170050.0,341398.0,109410.0,3846.0,28305.0,127074.0,,77064.0,,269478.0,151020.0,,,,104762.0,,300000.0,100883.0,,390025.0,102381.0,,127074.0,93103.0,75000.0,,111111.0,395583.0,,120862.0,108949.0,277219.0,255916.0,121176.0,98331.0,,,,28305.0,98519.0,99433.0,233219.0,212016.0,,73260.0,165528.0,72727.0,200000.0,,,102253.0,162379.0,92000.0,95000.0,172963.0,,368519.0,277219.0,,,80000.0,,,114943.0,
1989,63592.0,132292.0,170100.0,332376.0,98478.0,3846.0,43929.0,138937.0,376923.0,79481.0,,273627.0,151064.0,252727.0,,,104762.0,,300000.0,73416.0,,332285.0,104762.0,,138937.0,96552.0,64516.0,,111111.0,399580.0,,120222.0,99652.0,243987.0,253693.0,121176.0,122794.0,,,,43929.0,98148.0,103400.0,231343.0,209732.0,,80702.0,164919.0,80323.0,200000.0,,,100000.0,161616.0,95251.0,100333.0,174004.0,,360000.0,243987.0,,,80000.0,,,114943.0,
1990,152967.0,144067.0,167053.0,320309.0,105510.0,5039.0,79574.0,152239.0,391500.0,79359.0,,135898.0,150000.0,132000.0,155294.0,,106299.0,,316077.0,73447.0,210000.0,341115.0,103543.0,,152239.0,96552.0,71857.0,183333.0,117438.0,276315.0,,118235.0,123637.0,277759.0,258663.0,103333.0,125381.0,,,,79574.0,98649.0,103501.0,253809.0,180296.0,200000.0,81667.0,164286.0,79538.0,200000.0,57143.0,166667.0,250000.0,155844.0,97019.0,97500.0,153196.0,,272727.0,250076.0,50000.0,,79095.0,18182.0,,119890.0,473143.0
1991,225119.0,157246.0,159810.0,306098.0,102107.0,3666.0,75500.0,147591.0,377308.0,77558.0,,145604.0,151220.0,638421.0,163429.0,,100451.0,,400000.0,73142.0,210000.0,348049.0,98744.0,,147591.0,100000.0,168648.0,171429.0,133743.0,288774.0,,122026.0,178164.0,337093.0,145241.0,94000.0,143372.0,,,120000.0,75500.0,100000.0,106576.0,245732.0,180174.0,188320.0,90909.0,166477.0,80303.0,205433.0,51212.0,164948.0,250000.0,164292.0,100529.0,18421.0,144495.0,,355714.0,295346.0,41667.0,,69476.0,18105.0,,217465.0,474200.0
1992,111939.0,195070.0,156379.0,330010.0,69419.0,3678.0,128125.0,133614.0,365786.0,81357.0,,144789.0,105263.0,597949.0,151515.0,,129634.0,,300000.0,73286.0,200000.0,346651.0,98801.0,71429.0,133614.0,100000.0,182927.0,171429.0,133152.0,337531.0,,116925.0,169497.0,321661.0,138556.0,88859.0,309027.0,,,166667.0,128125.0,100000.0,106576.0,274449.0,180988.0,184091.0,86667.0,164343.0,80882.0,205878.0,42857.0,165049.0,250000.0,115116.0,99429.0,74000.0,135816.0,,190000.0,281455.0,46154.0,,70536.0,18113.0,,148676.0,457486.0
1993,142522.0,210609.0,126484.0,279439.0,96686.0,3689.0,20000.0,151994.0,374682.0,81663.0,,143437.0,128571.0,647089.0,185747.0,,111367.0,,549640.0,74363.0,200000.0,349091.0,98858.0,74160.0,151994.0,107143.0,177778.0,171622.0,130435.0,281991.0,133976.0,122021.0,226422.0,404395.0,137075.0,80571.0,392893.0,,,166667.0,20000.0,100000.0,107048.0,203743.0,180829.0,179900.0,89130.0,164053.0,80260.0,200000.0,57143.0,165138.0,250000.0,144156.0,101272.0,69333.0,149807.0,,300000.0,343424.0,45455.0,,71596.0,18130.0,,125000.0,466714.0
1994,104837.0,238228.0,229620.0,315600.0,93437.0,3700.0,284286.0,167647.0,385034.0,83601.0,79688.0,147830.0,150000.0,519231.0,256000.0,,99738.0,,550000.0,72762.0,200000.0,345277.0,98915.0,80000.0,167647.0,109375.0,166170.0,171429.0,134319.0,280000.0,138935.0,126606.0,223509.0,340327.0,148929.0,90042.0,303564.0,,,166667.0,284286.0,100000.0,107761.0,264905.0,169900.0,175751.0,108108.0,164787.0,80641.0,200000.0,50662.0,165217.0,250000.0,164384.0,101500.0,53337.0,126979.0,,266667.0,287318.0,71429.0,,72656.0,18152.0,,126667.0,373262.0
1995,110205.0,223056.0,200098.0,233909.0,93613.0,3712.0,220000.0,194531.0,388600.0,80000.0,64833.0,151388.0,151724.0,213542.0,269231.0,,123368.0,,466667.0,72243.0,200000.0,316086.0,98915.0,76923.0,194531.0,111111.0,165178.0,170302.0,134838.0,278261.0,379811.0,132930.0,216488.0,404199.0,157322.0,90903.0,524130.0,,,166667.0,220000.0,100000.0,108127.0,345298.0,162301.0,171645.0,110759.0,165806.0,81000.0,207243.0,49614.0,165289.0,250000.0,170519.0,100488.0,51811.0,126712.0,,267845.0,344311.0,101190.0,,73716.0,17949.0,,137500.0,395167.0
1996,120324.0,227185.0,179035.0,261676.0,99241.0,3723.0,346000.0,181203.0,380375.0,68881.0,64833.0,154541.0,150000.0,342990.0,147820.0,,105203.0,,466667.0,74144.0,200000.0,280649.0,100007.0,75384.0,181203.0,112500.0,166667.0,170668.0,135330.0,272681.0,286341.0,162910.0,203721.0,398012.0,123729.0,91766.0,386134.0,,,166667.0,346000.0,100000.0,103371.0,286831.0,158576.0,167586.0,128571.0,164437.0,81468.0,200000.0,49118.0,165354.0,257005.0,174853.0,102381.0,40667.0,110727.0,40000.0,272775.0,340805.0,107143.0,,74776.0,18366.0,,148571.0,399762.0
1997,135336.0,214434.0,167105.0,213103.0,98848.0,3734.0,872500.0,190280.0,383030.0,57333.0,52333.0,147012.0,156522.0,243179.0,179211.0,,113661.0,,466667.0,72208.0,200000.0,330943.0,102326.0,75000.0,190280.0,108696.0,175676.0,171429.0,135793.0,264955.0,310526.0,156855.0,233148.0,408047.0,138318.0,92632.0,359210.0,,,125000.0,872500.0,100000.0,104253.0,301545.0,166701.0,163573.0,133333.0,168397.0,82317.0,207905.0,48372.0,165414.0,326355.0,200000.0,103934.0,55000.0,109541.0,41429.0,400000.0,351368.0,118523.0,,75836.0,18585.0,,156757.0,328571.0
1998,197301.0,214734.0,225904.0,213412.0,105491.0,3746.0,1036000.0,165969.0,388118.0,53548.0,64833.0,141139.0,150464.0,267045.0,175000.0,60714.0,111573.0,,222970.0,73558.0,200000.0,346851.0,102273.0,76144.0,165969.0,110000.0,169318.0,167541.0,136361.0,255564.0,192500.0,169222.0,233487.0,331049.0,157562.0,93500.0,495598.0,,,100000.0,1036000.0,100000.0,107572.0,292250.0,166180.0,159608.0,118750.0,168403.0,83444.0,208246.0,42857.0,165468.0,258215.0,182668.0,104171.0,53684.0,119239.0,39926.0,274693.0,276452.0,116025.0,,76896.0,18999.0,,156410.0,325286.0
1999,190314.0,231267.0,213333.0,244994.0,90577.0,3757.0,124857.0,236846.0,393657.0,49066.0,64833.0,142629.0,154867.0,113102.0,173333.0,59524.0,102834.0,285714.0,486730.0,70609.0,200000.0,360540.0,102222.0,76617.0,236846.0,111111.0,169441.0,157895.0,140000.0,244027.0,100000.0,173016.0,273978.0,431090.0,196781.0,94369.0,452452.0,,,142857.0,124857.0,100000.0,108666.0,323776.0,166070.0,155688.0,200000.0,166667.0,83281.0,200000.0,57143.0,165517.0,212420.0,167891.0,105634.0,52632.0,123651.0,39713.0,248414.0,337681.0,108080.0,,77957.0,19000.0,,157143.0,340186.0
2000,205737.0,233654.0,196297.0,370749.0,84852.0,3809.0,115252.0,122535.0,399611.0,43478.0,67710.0,143725.0,156522.0,320503.0,164516.0,60000.0,100016.0,285714.0,465040.0,67512.0,200000.0,358119.0,91176.0,77122.0,122535.0,108333.0,173684.0,166667.0,136435.0,250505.0,200000.0,167744.0,255170.0,396456.0,189145.0,95240.0,483015.0,,140000.0,142857.0,115252.0,100000.0,120000.0,391987.0,165560.0,151812.0,236283.0,168406.0,83219.0,210198.0,42857.0,164474.0,443099.0,169138.0,106075.0,33548.0,120670.0,40000.0,237789.0,291205.0,86783.0,,78361.0,19002.0,333333.0,181347.0,343429.0
2001,225702.0,229098.0,188308.0,316198.0,88808.0,3842.0,116714.0,179181.0,366412.0,44599.0,68458.0,151730.0,151416.0,278010.0,175000.0,67438.0,110448.0,312500.0,372117.0,63935.0,200000.0,421917.0,94595.0,76190.0,179181.0,109375.0,174359.0,162500.0,136055.0,250824.0,200000.0,192439.0,351479.0,420731.0,173482.0,96113.0,487934.0,,140000.0,142857.0,116714.0,100000.0,105263.0,392671.0,155952.0,147976.0,160544.0,168399.0,83031.0,210972.0,46435.0,164557.0,448355.0,161379.0,105581.0,38571.0,136181.0,43303.0,220577.0,295924.0,85000.0,,79491.0,19004.0,333333.0,178143.0,339130.0
2002,197532.0,223278.0,179038.0,299784.0,81311.0,3865.0,128900.0,247571.0,356056.0,44540.0,65000.0,145737.0,151275.0,361572.0,163636.0,60000.0,117309.0,312500.0,377432.0,69747.0,200000.0,448465.0,97561.0,78183.0,247571.0,114286.0,174286.0,170000.0,137500.0,233949.0,233333.0,175541.0,315765.0,441576.0,177318.0,96987.0,588710.0,,140000.0,142857.0,128900.0,100000.0,106624.0,428540.0,154729.0,144171.0,171088.0,168406.0,82967.0,200000.0,45942.0,164634.0,449437.0,160181.0,105476.0,57617.0,141289.0,46878.0,207030.0,308252.0,90000.0,,80952.0,18998.0,333333.0,185433.0,328000.0
2003,179575.0,225902.0,164948.0,305261.0,84320.0,3830.0,108850.0,144077.0,356216.0,44271.0,69960.0,147406.0,151230.0,446689.0,173529.0,55690.0,104496.0,300000.0,482558.0,66880.0,200000.0,473069.0,102381.0,77273.0,144077.0,133533.0,173333.0,172991.0,135360.0,224640.0,225000.0,186859.0,290739.0,445482.0,166763.0,99311.0,673485.0,,140000.0,142857.0,108850.0,100000.0,107143.0,363009.0,154323.0,140327.0,179643.0,169744.0,82721.0,209937.0,45350.0,164286.0,451747.0,155286.0,105485.0,43167.0,139718.0,48000.0,175000.0,286439.0,80000.0,,81579.0,18996.0,333333.0,177221.0,323077.0
2004,195466.0,222099.0,165184.0,324780.0,79017.0,3818.0,113000.0,124739.0,356763.0,51197.0,71686.0,149265.0,150997.0,655485.0,140878.0,55597.0,107500.0,300000.0,463855.0,65623.0,200000.0,468093.0,100327.0,80027.0,124739.0,133488.0,172000.0,175462.0,136561.0,232684.0,250000.0,185489.0,343509.0,487131.0,123914.0,103084.0,802070.0,67550.0,140000.0,142857.0,113000.0,100000.0,105833.0,382175.0,154278.0,136432.0,197279.0,168400.0,82673.0,211919.0,44476.0,162944.0,450283.0,149963.0,100000.0,70615.0,144191.0,45455.0,144444.0,274456.0,80000.0,,82575.0,20691.0,333333.0,172870.0,286667.0
