,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Morocco,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,Grenada,New Zealand,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,"China, Taiwan Province of",Puerto Rico,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Honduras,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Sudan,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Marshall Islands,Tunisia,Paraguay,Tuvalu,Cook Islands,Guadeloupe,Tokelau,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),British Virgin Islands,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Guam,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Mauritania,Sierra Leone,Sri Lanka,Pacific Islands Trust Territory,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Ukraine,Liberia
1985,5777774.0,53580.0,26406.0,3360.0,17280.0,0.0,30099.0,3472.0,31251.0,27772.0,107460.0,33274.0,25248.0,29814.0,2080.0,31859.0,15698413.0,,36896.0,1920.0,3565063.0,206629.0,509707.0,609.0,693.0,11641.0,697.0,,0.0,9443.0,20846.0,1404.0,3082.0,,208879.0,209275.0,24060.0,86527.0,436173.0,21679.0,158055.0,333554.0,204549.0,30609.0,86830.0,223234.0,919.0,,13266.0,,28868.0,271.0,67742.0,588.0,449.0,,1296.0,32111.0,126983.0,113112.0,5320.0,9356.0,246215.0,718753.0,4160.0,,66644.0,6.0,0.0,20556.0,,35705.0,14082.0,327295.0,1260.0,61852.0,39703.0,,98111.0,194.0,8000.0,,50985.0,23451.0,,160.0,1143.0,5590.0,,,,,4274.0,1092231.0,202.0,760.0,219.0,168.0,61992.0,267550.0,529624.0,,528173.0,527480.0,1754.0,1439564.0,514411.0,232.0,,3615.0,6550.0,46819.0,1508.0,,1788.0,200.0,108480.0,22316.0,340850.0,,,1040.0,65411.0,0.0,69557.0,2047598.0,660824.0,90852.0,84.0,203347.0,,179958.0,788113.0,1672134.0,228578.0,233057.0,597030.0,11873.0,231.0,4825.0,,98610.0,49181198.0,20091048.0,8720.0,7612032.0,16950.0,129378.0,22888.0,65916.0,128.0,7256.0,617755.0,,7560.0,721391.0,14500.0,6363.0,8273.0,14300.0,,,1080.0,240925.0,426570.0,8400.0,89096.0,6.0,,20158790.0,87625.0,,400370.0,4.0,62.0,37117.0,201961.0,,4936.0,13112.0,213297.0,912.0,2720.0,2476.0,505800.0,7335264.0,0.0,537410.0,,59433.0,196699.0,120.0,948877.0,76051.0,1887.0,368.0,11.0,1173106.0,50648.0,2326.0,25803.0,176909.0,14400.0,129633.0,29703.0,,208001.0,,7440.0
1986,5822571.0,74340.0,28140.0,3520.0,20817.0,36.0,28862.0,3776.0,41381.0,27229.0,101540.0,26142.0,26048.0,35529.0,2192.0,30698.0,11553929.0,,24637.0,2000.0,3825314.0,257065.0,496961.0,593.0,4713.0,15073.0,754.0,,0.0,9642.0,21970.0,1042.0,3151.0,,281286.0,225849.0,24248.0,102525.0,545427.0,25453.0,148310.0,476662.0,207110.0,43447.0,106434.0,224796.0,575.0,,11039.0,,27886.0,187.0,66635.0,566.0,436.0,,1104.0,34814.0,167778.0,111499.0,5320.0,8488.0,228709.0,855991.0,4272.0,,69875.0,6.0,0.0,15851.0,,85103.0,13080.0,371157.0,1486.0,76225.0,43914.0,,76089.0,229.0,8800.0,,53730.0,24104.0,,160.0,1095.0,9052.0,,,,,4572.0,754511.0,192.0,640.0,219.0,176.0,78390.0,250404.0,512918.0,,463812.0,459099.0,1726.0,1558563.0,541713.0,240.0,,3320.0,6611.0,44557.0,1139.0,,1723.0,184.0,112746.0,25655.0,347400.0,,,1040.0,81210.0,0.0,87443.0,2451982.0,792458.0,85350.0,59.0,194765.0,,178766.0,850046.0,1636884.0,208542.0,240033.0,728900.0,11835.0,243.0,6265.0,,103939.0,45017460.0,20020364.0,8800.0,7101371.0,22470.0,134786.0,15269.0,61944.0,128.0,7455.0,742047.0,,6342.0,937083.0,17576.0,7432.0,8907.0,15340.0,,,920.0,332023.0,881942.0,3600.0,93454.0,4.0,,20086999.0,116970.0,,422650.0,4.0,10.0,66777.0,175371.0,,6269.0,16561.0,230861.0,917.0,2720.0,2417.0,487646.0,8078411.0,243.0,575930.0,,47296.0,212249.0,219.0,1071068.0,127634.0,2006.0,376.0,11.0,934484.0,49212.0,2386.0,30164.0,195267.0,14400.0,126865.0,32133.0,,282772.0,,6996.0
1987,6298590.0,53820.0,27718.0,3680.0,15218.0,0.0,30638.0,3533.0,77513.0,17905.0,101780.0,27583.0,27008.0,37257.0,2200.0,23435.0,14209236.0,,18390.0,2240.0,3871357.0,225942.0,561384.0,649.0,4700.0,16412.0,594.0,,0.0,13182.0,21940.0,2677.0,2751.0,,268425.0,249666.0,22309.0,100400.0,515607.0,24916.0,133001.0,477934.0,174284.0,46825.0,107203.0,150120.0,426.0,,11849.0,,22517.0,187.0,72166.0,533.0,406.0,,1120.0,27729.0,183681.0,117929.0,5320.0,8390.0,215450.0,997514.0,3728.0,,49272.0,6.0,0.0,20911.0,,76991.0,12693.0,333968.0,1964.0,69504.0,51847.0,,62259.0,272.0,9600.0,,44761.0,29458.0,,168.0,825.0,8999.0,,,,,4870.0,1134704.0,160.0,400.0,219.0,192.0,69247.0,312887.0,499585.0,,387350.0,382650.0,1720.0,1684899.0,530619.0,240.0,,2714.0,9949.0,43124.0,1039.0,,1515.0,176.0,117860.0,17288.0,359098.0,,,960.0,68185.0,0.0,140949.0,2380470.0,722739.0,91566.0,59.0,203218.0,,163581.0,820181.0,3067151.0,216795.0,245947.0,673700.0,12291.0,161.0,4246.0,,74553.0,45734222.0,21801123.0,9200.0,7178130.0,17050.0,133410.0,22499.0,55416.0,128.0,7641.0,676243.0,,6584.0,877831.0,17486.0,5733.0,9086.0,13660.0,,,800.0,380599.0,1497776.0,9600.0,90127.0,3.0,,21873289.0,95565.0,,507720.0,4.0,12.0,76104.0,209778.0,,6627.0,53182.0,263728.0,765.0,2880.0,1991.0,439870.0,7003237.0,546.0,819020.0,,48424.0,232785.0,153.0,1211453.0,104856.0,1883.0,380.0,11.0,1147186.0,45729.0,2446.0,28404.0,147841.0,14400.0,133679.0,28582.0,,229814.0,,6988.0
1988,6732275.0,72660.0,24966.0,2880.0,13925.0,0.0,31917.0,3451.0,110219.0,18369.0,92020.0,27762.0,24988.0,36651.0,2200.0,21321.0,15307985.0,,18497.0,1840.0,3767905.0,234944.0,659641.0,641.0,3902.0,17037.0,594.0,,0.0,12668.0,19882.0,1987.0,3058.0,,269746.0,279281.0,21147.0,142971.0,486011.0,25470.0,174149.0,385326.0,217112.0,38978.0,122072.0,172200.0,537.0,,11230.0,,33382.0,183.0,59201.0,506.0,208.0,,1240.0,28851.0,154629.0,133200.0,5396.0,10379.0,221072.0,1013017.0,3848.0,,68149.0,6.0,0.0,19582.0,,97835.0,13453.0,302619.0,2180.0,64070.0,46700.0,,63767.0,308.0,10700.0,,45482.0,31521.0,,176.0,798.0,5624.0,,,,,5260.0,1296242.0,126.0,640.0,219.0,200.0,108508.0,424294.0,457044.0,,452907.0,449005.0,1695.0,1648148.0,688958.0,256.0,,1787.0,10121.0,57250.0,1139.0,,1229.0,160.0,118146.0,6338.0,362080.0,,,1000.0,73097.0,0.0,128076.0,2567449.0,731026.0,98038.0,54.0,215163.0,,150280.0,906918.0,2754158.0,248585.0,253308.0,946840.0,12689.0,161.0,3168.0,,96153.0,37309111.0,20077763.0,7440.0,10179569.0,14469.0,152130.0,17960.0,74674.0,128.0,7737.0,609261.0,,5443.0,670984.0,18356.0,10583.0,8948.0,12860.0,,,640.0,289560.0,1386102.0,7200.0,100639.0,2.0,,20136964.0,111650.0,,542430.0,4.0,65.0,74492.0,284884.0,,7874.0,85819.0,244032.0,816.0,2960.0,2108.0,423408.0,9927569.0,392.0,642270.0,,40610.0,224089.0,153.0,1244688.0,129722.0,1803.0,392.0,10.0,738397.0,39827.0,2446.0,27114.0,125451.0,11200.0,138381.0,25162.0,,197650.0,,6780.0
1989,7239245.0,75180.0,19993.0,2400.0,15633.0,0.0,37903.0,3699.0,65840.0,18407.0,79740.0,28443.0,21068.0,38888.0,2200.0,26309.0,19829068.0,,19445.0,2080.0,3324603.0,265681.0,526382.0,633.0,1582.0,7862.0,594.0,,0.0,14466.0,20352.0,1891.0,2687.0,,295335.0,297132.0,20227.0,127361.0,513448.0,28560.0,160930.0,411339.0,215171.0,51320.0,112623.0,253260.0,649.0,,10992.0,,26401.0,176.0,46022.0,533.0,160.0,,1240.0,32610.0,124990.0,137472.0,5434.0,8150.0,216786.0,1154714.0,3960.0,,64787.0,6.0,0.0,26062.0,,84008.0,13323.0,393188.0,2358.0,36689.0,54900.0,,54739.0,312.0,6700.0,,41766.0,34336.0,,184.0,748.0,8536.0,,,,,5595.0,1483854.0,138.0,400.0,205.0,208.0,134943.0,407278.0,362331.0,,473580.0,471998.0,1665.0,1705264.0,814433.0,182.0,,1804.0,11709.0,51694.0,1253.0,,1407.0,160.0,120160.0,11682.0,340368.0,,,1040.0,78401.0,0.0,153693.0,2757006.0,966167.0,122090.0,43.0,230268.0,,134813.0,1066907.0,2422077.0,252342.0,271029.0,1030520.0,13077.0,107.0,3046.0,,106675.0,44739845.0,18636462.0,7200.0,10994467.0,15156.0,125734.0,18648.0,67269.0,128.0,7652.0,596581.0,,5940.0,664078.0,25242.0,12930.0,8435.0,12780.0,,,560.0,332708.0,1531847.0,6000.0,111938.0,1.0,,18682484.0,97158.0,,327276.0,3.0,12.0,56745.0,253750.0,,7735.0,94344.0,239005.0,1030.0,3040.0,2135.0,370675.0,7203154.0,332.0,590220.0,,38282.0,230381.0,153.0,1261645.0,215218.0,1729.0,400.0,10.0,1161076.0,46057.0,3170.0,25876.0,157868.0,11200.0,148682.0,24516.0,,247909.0,,6624.0
1990,6730650.0,70200.0,29228.0,3200.0,20208.0,0.0,40963.0,3667.0,100930.0,17027.0,77862.0,25782.0,19386.0,50896.0,2182.0,17498.0,16583673.0,,18094.0,2400.0,3713554.0,317451.0,736784.0,625.0,1499.0,6923.0,693.0,,-1.0,18408.0,23117.0,2323.0,2525.0,,226043.0,294544.0,18874.0,151415.0,457557.0,27330.0,168558.0,372552.0,242418.0,30175.0,79090.0,253200.0,800.0,,17441.0,,34558.0,152.0,45064.0,468.0,72.0,,904.0,29222.0,150367.0,135060.0,5472.0,10310.0,224053.0,1308059.0,5384.0,,77043.0,7.0,-1.0,27572.0,,46191.0,13049.0,475937.0,2952.0,26169.0,42759.0,,55660.0,323.0,4700.0,,38611.0,27992.0,,176.0,851.0,7449.0,,,,,6057.0,1635167.0,128.0,344.0,10.0,216.0,129699.0,501686.0,382443.0,,424773.0,423274.0,1650.0,1883746.0,709879.0,639.0,,1790.0,11872.0,49925.0,1398.0,,1308.0,80.0,112664.0,7921.0,368630.0,,,1120.0,70937.0,-1.0,163527.0,2996799.0,746863.0,108314.0,43.0,242378.0,,145444.0,1099885.0,2582469.0,231092.0,286512.0,1049229.0,13338.0,108.0,2608.0,,80794.0,45449498.0,21472803.0,8400.0,11157047.0,14617.0,129832.0,21659.0,78575.0,131.0,6745.0,402506.0,,5595.0,987198.0,46167.0,15190.0,7931.0,11101.0,,,536.0,283322.0,1657955.0,12000.0,162548.0,0.0,,21517867.0,114166.0,,234570.0,2.0,52.0,45262.0,230010.0,,8468.0,103413.0,197992.0,1016.0,3104.0,2206.0,390118.0,10978206.0,792.0,798900.0,,38684.0,231726.0,154.0,1115620.0,196889.0,1657.0,392.0,10.0,859334.0,54912.0,2683.0,24210.0,161580.0,11451.0,142850.0,23445.0,,211751.0,,5711.0
1991,5953272.0,56940.0,21593.0,3360.0,16300.0,0.0,45679.0,4080.0,69435.0,18756.0,75762.0,20476.0,11452.0,40086.0,2054.0,4567.0,12718790.0,,17111.0,2000.0,4222415.0,319160.0,573596.0,617.0,1572.0,8613.0,469.0,,-1.0,23457.0,24167.0,2349.0,2122.0,,212990.0,375252.0,16718.0,152025.0,528561.0,26420.0,199922.0,398184.0,201826.0,33942.0,65814.0,173400.0,191.0,,16880.0,,23279.0,149.0,53437.0,410.0,40.0,,1060.0,27198.0,189232.0,126634.0,5510.0,10490.0,227797.0,1857673.0,5340.0,,88673.0,8.0,-1.0,39472.0,,51000.0,8768.0,435689.0,3560.0,38936.0,36803.0,,40734.0,331.0,6300.0,,50705.0,33156.0,,178.0,700.0,6548.0,,,,1840.0,6496.0,1314091.0,240.0,320.0,16.0,224.0,86360.0,490250.0,396097.0,,606805.0,605233.0,1679.0,2433848.0,640281.0,837.0,,988.0,12742.0,53265.0,1387.0,,1332.0,160.0,121190.0,19201.0,357290.0,,,1200.0,59261.0,-1.0,164484.0,3057190.0,637384.0,155104.0,35.0,246585.0,,133611.0,1063552.0,2786657.0,188144.0,287041.0,1088580.0,13695.0,97.0,2570.0,,59807.0,47767002.0,21983106.0,6800.0,11552460.0,13475.0,135658.0,20298.0,81083.0,144.0,6671.0,452198.0,-1.0,3523.0,935661.0,21930.0,14574.0,8653.0,8074.0,,,344.0,293736.0,1326903.0,13800.0,176830.0,0.0,,22036543.0,98527.0,,251440.0,2.0,55.0,44687.0,235630.0,,8277.0,145635.0,180239.0,948.0,3168.0,2428.0,403662.0,11122181.0,416.0,886167.0,,39212.0,253593.0,154.0,977429.0,337223.0,1898.0,402.0,9.0,933854.0,67452.0,2608.0,25367.0,139334.0,,143810.0,18967.0,,238413.0,,7275.0
1992,,79560.0,21469.0,3440.0,19572.0,0.0,38361.0,4188.0,89630.0,20326.0,93485.0,10102.0,12447.0,48240.0,2010.0,3109.0,16042718.0,,16277.0,1600.0,3793629.0,205561.0,719429.0,625.0,1635.0,12351.0,400.0,98951.0,-1.0,14824.0,26380.0,2678.0,1908.0,19787.0,241950.0,329666.0,13862.0,142160.0,448279.0,19232.0,251912.0,,211405.0,23039.0,82035.0,169800.0,477.0,202971.0,29140.0,9938.0,35984.0,146.0,50440.0,386.0,30.0,419389.0,1085.0,22631.0,198623.0,119612.0,5320.0,10676.0,240996.0,1701672.0,5433.0,2565.0,81876.0,8.0,-1.0,42622.0,38.0,50558.0,13608.0,244051.0,3812.0,16663.0,25414.0,,49752.0,334.0,6500.0,37634.0,52963.0,30527.0,,181.0,628.0,9737.0,3762.0,6745.0,2038458.0,2560.0,6590.0,1418208.0,151.0,280.0,21.0,232.0,60296.0,208282.0,335134.0,,609664.0,608029.0,1678.0,1793087.0,660399.0,650.0,,1046.0,14517.0,22341.0,1036.0,52417.0,1219.0,170.0,114619.0,24062.0,326540.0,3147.0,,1120.0,64243.0,-1.0,137860.0,3424478.0,462722.0,135475.0,36.0,225071.0,1386.0,155972.0,1116429.0,2183212.0,185175.0,293395.0,1105729.0,14057.0,91.0,2868.0,,38351.0,51476747.0,21333680.0,6880.0,13478824.0,13153.0,134497.0,11148.0,86508.0,147.0,5573.0,479871.0,-1.0,4591.0,967704.0,37504.0,4235.0,8120.0,10323.0,,,280.0,236783.0,1038556.0,10800.0,180799.0,0.0,1263205.0,21384120.0,112922.0,240929.0,426780.0,2.0,118.0,46526.0,98183.0,20922.0,7929.0,189659.0,172469.0,1109.0,3240.0,3029.0,398833.0,11191344.0,357.0,869550.0,99726.0,32047.0,257628.0,156.0,1031279.0,301605.0,2137.0,376.0,9.0,665115.0,80998.0,2548.0,25009.0,144632.0,,124990.0,21461.0,68658.0,305345.0,1192120.0,7452.0
1993,,76440.0,21446.0,3200.0,16070.0,-1.0,41782.0,4761.0,38866.0,20782.0,100600.0,14660.0,11970.0,47282.0,1928.0,1381.0,18428973.0,,16202.0,1920.0,5307921.0,187040.0,652166.0,633.0,2178.0,14620.0,429.0,98551.0,-1.0,15800.0,25921.0,2619.0,1962.0,9592.0,252464.0,,13515.0,129257.0,382068.0,16424.0,246021.0,,219852.0,31843.0,100586.0,216600.0,667.0,149468.0,12520.0,8230.0,45186.0,146.0,54737.0,354.0,24.0,367710.0,1210.0,28342.0,155040.0,126258.0,5434.0,11452.0,255831.0,1836381.0,5270.0,3237.0,113005.0,9.0,-1.0,41682.0,-1.0,19938.0,15169.0,250437.0,3887.0,40809.0,22281.0,70890.0,49832.0,332.0,6500.0,28773.0,52099.0,33007.0,,184.0,510.0,10545.0,1580.0,2877.0,1838398.0,2000.0,7087.0,1566785.0,144.0,400.0,21.0,240.0,53350.0,291655.0,396754.0,11137.0,564269.0,562091.0,1800.0,1608276.0,692206.0,777.0,111382.0,1078.0,14285.0,56711.0,1075.0,160748.0,1361.0,180.0,115245.0,12993.0,311420.0,2500.0,,1172.0,61572.0,-1.0,138521.0,3366393.0,365124.0,117057.0,36.0,,1305.0,160070.0,1327589.0,1861476.0,167908.0,313215.0,1131377.0,14532.0,91.0,3732.0,,35128.0,44550459.0,24851075.0,6800.0,13641527.0,14616.0,137890.0,9310.0,68299.0,150.0,6302.0,424228.0,-1.0,9060.0,969120.0,54935.0,6471.0,9003.0,10478.0,,248675.0,296.0,250340.0,654638.0,5400.0,197393.0,0.0,1305884.0,24905812.0,112812.0,244840.0,395250.0,2.0,154.0,41347.0,199423.0,19421.0,8129.0,224785.0,98178.0,1018.0,3320.0,2956.0,469346.0,10463941.0,609.0,771990.0,84340.0,25865.0,292293.0,155.0,935927.0,416803.0,2301.0,419.0,10.0,592781.0,82311.0,2308.0,26072.0,137197.0,,136897.0,22577.0,76376.0,222443.0,1071648.0,7629.0
1994,,64740.0,21465.0,2400.0,15291.0,12.0,46104.0,5634.0,40190.0,21175.0,89052.0,14474.0,12367.0,60605.0,1884.0,636.0,20335385.0,,11819.0,1440.0,6963593.0,179423.0,530942.0,643.0,3141.0,15272.0,417.0,73276.0,-1.0,19399.0,27707.0,2443.0,1947.0,9390.0,313290.0,,13789.0,167491.0,376182.0,18408.0,202153.0,,342560.0,33215.0,113021.0,128400.0,685.0,153331.0,11777.0,5049.0,30809.0,151.0,56003.0,376.0,23.0,423300.0,1120.0,25690.0,142688.0,142798.0,5510.0,12014.0,234365.0,1911204.0,4429.0,2391.0,112324.0,12.0,-1.0,28215.0,-1.0,18085.0,26588.0,222691.0,4024.0,20548.0,19307.0,88358.0,43538.0,407.0,6500.0,27183.0,51510.0,24609.0,,185.0,569.0,9911.0,3741.0,10357.0,1673967.0,2120.0,8241.0,1573605.0,120.0,280.0,21.0,245.0,43683.0,319064.0,378685.0,14368.0,535838.0,532697.0,1637.0,1719315.0,709148.0,646.0,115574.0,1072.0,15126.0,48316.0,1338.0,162197.0,1198.0,184.0,110435.0,29273.0,327900.0,3262.0,,1192.0,70763.0,-1.0,179207.0,3319203.0,468183.0,134740.0,36.0,,1395.0,148175.0,1288112.0,2277771.0,158728.0,317074.0,1215466.0,14948.0,91.0,3670.0,,61701.0,59649933.0,26957708.0,6880.0,13775663.0,14655.0,157717.0,8760.0,60033.0,153.0,6468.0,444322.0,-1.0,7879.0,979652.0,45484.0,5345.0,6222.0,10480.0,,299149.0,256.0,270095.0,893766.0,10200.0,197493.0,0.0,1229047.0,27013710.0,132433.0,207275.0,511080.0,2.0,113.0,44000.0,200104.0,24419.0,7778.0,260351.0,105714.0,950.0,3594.0,2858.0,359732.0,11548583.0,884.0,805020.0,87261.0,46453.0,313718.0,145.0,929022.0,592881.0,864.0,433.0,10.0,680655.0,81745.0,2428.0,33506.0,165116.0,,135545.0,22475.0,64329.0,300708.0,790984.0,7875.0
1995,,76740.0,22670.0,1600.0,15695.0,18.0,46786.0,6768.0,13001.0,25968.0,81809.0,16518.0,17070.0,53661.0,1838.0,997.0,20951691.0,,13137.0,1320.0,6543528.0,171691.0,340484.0,601.0,3384.0,14693.0,412.0,111287.0,-1.0,22467.0,23829.0,2562.0,1894.0,11203.0,392777.0,,13628.0,169451.0,458325.0,16633.0,218276.0,,249375.0,30975.0,109339.0,121062.0,446.0,151601.0,9596.0,3830.0,25979.0,138.0,58273.0,392.0,21.0,397800.0,1064.0,26374.0,188169.0,147202.0,5700.0,13064.0,240188.0,1948764.0,5943.0,1556.0,149922.0,15.0,-1.0,23499.0,-1.0,20212.0,22638.0,188402.0,3726.0,40124.0,20264.0,134539.0,56473.0,349.0,6500.0,36447.0,48831.0,31336.0,,186.0,539.0,11319.0,3467.0,15725.0,2350536.0,3360.0,8648.0,1924224.0,143.0,320.0,17.0,251.0,43376.0,369993.0,489659.0,17234.0,690296.0,686912.0,1610.0,2090808.0,658658.0,698.0,130752.0,1097.0,18816.0,42235.0,1604.0,123928.0,1169.0,186.0,122549.0,48343.0,318300.0,686.0,,1210.0,77014.0,-1.0,96927.0,3460037.0,841279.0,171193.0,28.0,,4341.0,147351.0,1394424.0,2854991.0,166974.0,242415.0,1402194.0,13876.0,92.0,3677.0,,79875.0,51677577.0,26902278.0,7440.0,14842121.0,14633.0,148697.0,7780.0,58059.0,157.0,6347.0,532450.0,3200.0,7800.0,1055439.0,44544.0,4943.0,7282.0,12081.0,,430952.0,288.0,313994.0,943481.0,7800.0,201550.0,0.0,1233399.0,26960551.0,114965.0,229936.0,636920.0,2.0,26.0,70061.0,134014.0,33974.0,8050.0,217530.0,120830.0,950.0,3853.0,2782.0,355024.0,12839837.0,666.0,791430.0,75175.0,40670.0,340387.0,175.0,1182754.0,729731.0,661.0,444.0,11.0,540515.0,85135.0,2706.0,30738.0,174245.0,,125509.0,24729.0,59241.0,387567.0,1406496.0,8157.0
1996,,53640.0,23552.0,1600.0,17304.0,18.0,52154.0,9670.0,36644.0,26594.0,109923.0,15454.0,18370.0,66934.0,1897.0,1073.0,18811678.0,,12491.0,1200.0,5447738.0,157324.0,700955.0,555.0,3407.0,16138.0,400.0,150532.0,-1.0,23684.0,25410.0,2579.0,2047.0,12426.0,296912.0,,13476.0,175718.0,536190.0,16715.0,268906.0,,272937.0,19465.0,111381.0,85977.0,495.0,108283.0,5352.0,5094.0,33605.0,152.0,54445.0,430.0,16.0,133416.0,1102.0,29666.0,198968.0,153924.0,5814.0,13609.0,237948.0,1286042.0,6101.0,1873.0,177294.0,14.0,241.0,33502.0,-1.0,23110.0,22221.0,151945.0,3204.0,51908.0,20234.0,139725.0,67103.0,349.0,8000.0,31754.0,48051.0,30854.0,,187.0,439.0,13045.0,2681.0,16446.0,1667617.0,2840.0,9448.0,2043113.0,143.0,360.0,21.0,257.0,54152.0,555093.0,585613.0,12399.0,785671.0,782264.0,1583.0,1908799.0,598422.0,574.0,192038.0,1113.0,16675.0,69084.0,3033.0,90973.0,991.0,200.0,131230.0,79217.0,327220.0,292.0,,1264.0,81594.0,-1.0,89003.0,3448988.0,282691.0,192899.0,28.0,,6027.0,178637.0,1446980.0,2897385.0,161773.0,231830.0,1733572.0,12730.0,91.0,3809.0,,98554.0,56153360.0,25946521.0,7008.0,15862791.0,14337.0,175686.0,5641.0,64769.0,160.0,6554.0,610359.0,3221.0,7800.0,983992.0,51576.0,9420.0,5640.0,12883.0,,341369.0,304.0,261699.0,986509.0,6000.0,207370.0,0.0,1057917.0,26000966.0,144969.0,317183.0,677554.0,3.0,102.0,65871.0,229392.0,41486.0,8103.0,121629.0,146228.0,1113.0,4150.0,2890.0,420856.0,13108969.0,832.0,903810.0,74458.0,43081.0,350356.0,133.0,1077004.0,735254.0,675.0,454.0,13.0,535062.0,86776.0,2699.0,31231.0,159585.0,,128098.0,25300.0,48802.0,268791.0,1034339.0,8388.0
1997,,55740.0,29625.0,1600.0,17558.0,18.0,47762.0,10329.0,53496.0,27403.0,103955.0,15894.0,18173.0,68739.0,1858.0,1462.0,21388282.0,,12649.0,1760.0,6735207.0,162591.0,763916.0,565.0,3570.0,15485.0,400.0,96769.0,-1.0,23416.0,25819.0,2637.0,2066.0,8959.0,324489.0,,14297.0,180011.0,385224.0,15635.0,352099.0,,275017.0,32091.0,112007.0,80286.0,514.0,113568.0,7274.0,7012.0,30692.0,165.0,52329.0,452.0,10.0,193290.0,976.0,32297.0,197010.0,157598.0,6080.0,15164.0,242922.0,1840690.0,6109.0,1355.0,164808.0,14.0,512.0,56262.0,-1.0,20774.0,20170.0,176524.0,3310.0,44478.0,19928.0,155028.0,63246.0,264.0,8000.0,29779.0,48401.0,36288.0,,188.0,480.0,14998.0,16270.0,24379.0,1667217.0,2640.0,9135.0,2190212.0,131.0,400.0,21.0,262.0,59862.0,403558.0,561398.0,11457.0,1105023.0,1101453.0,1888.0,1922028.0,557388.0,877.0,124291.0,1047.0,16293.0,64614.0,3326.0,104367.0,899.0,200.0,142007.0,37668.0,294498.0,97.0,,1320.0,86448.0,-1.0,40500.0,3339257.0,367562.0,231066.0,28.0,,5830.0,179860.0,1515593.0,3286862.0,160339.0,232218.0,1880633.0,12504.0,91.0,4008.0,,61318.0,62838793.0,27425919.0,6960.0,15803477.0,15693.0,141615.0,4529.0,63144.0,163.0,6928.0,512597.0,3220.0,8400.0,1121502.0,36622.0,11299.0,6074.0,11791.0,,367540.0,280.0,224142.0,1213912.0,7200.0,203880.0,1.0,1145080.0,27478249.0,164370.0,248573.0,689320.0,3.0,71.0,66196.0,247334.0,39588.0,7495.0,132142.0,126386.0,1114.0,4150.0,2593.0,404873.0,11705887.0,881.0,982980.0,39075.0,44789.0,324545.0,154.0,1114432.0,855409.0,712.0,467.0,13.0,590001.0,93750.0,2560.0,32686.0,165815.0,,140746.0,24408.0,54924.0,224780.0,1136598.0,10060.0
