,"China, Taiwan Province of",Niue,Zambia,Bulgaria,Syrian Arab Republic,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Mongolia,Guatemala,Latvia,American Samoa,Madagascar,Ukraine,Botswana,Saudi Arabia,Fiji,Pacific Islands Trust Territory,Switzerland,Sri Lanka,Azerbaijan,Brunei Darussalam,Bosnia and Herzegovina,China,Colombia,Libya,United Republic of Tanzania,Guinea-Bissau,Montenegro,Kazakhstan,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Costa Rica,Seychelles,Melanesia,Georgia,Cameroon,Grenada,Dominican Republic,El Salvador,Cook Islands,Pakistan,Spain,Afghanistan,Iraq,New Zealand,Belize,Czechoslovakia,Nigeria,Czechia,Democratic People's Republic of Korea,Cuba,Cabo Verde,Bahrain,Morocco,Ethiopia PDR,Gabon,USSR,Romania,Ecuador,Jordan,Mexico,British Virgin Islands,Albania,Slovakia,Trinidad and Tobago,Polynesia,Montserrat,Thailand,Oman,Angola,Guam,Turkey,Burundi,"China, Hong Kong SAR",Mozambique,Myanmar,Burkina Faso,Philippines,Viet Nam,Lao People's Democratic Republic,Maldives,Ireland,Zimbabwe,Yugoslav SFR,Republic of Korea,Kyrgyzstan,Papua New Guinea,Rwanda,Australia & New Zealand,Barbados,French Polynesia,Algeria,Senegal,Saint Lucia,Uganda,Dominica,Chad,Wallis and Futuna Islands,Lesotho,United Arab Emirates,Comoros,Uruguay,Italy,Egypt,Sudan (former),Réunion,Armenia,Lebanon,Uzbekistan,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Portugal,Micronesia,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Haiti,India,Bolivia (Plurinational State of),Peru,Yemen,Vanuatu,Malaysia,Israel,Malta,South Sudan,Namibia,Benin,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Tonga,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Kuwait,French Guiana,Cambodia,Paraguay,Tajikistan,Niger,Bhutan,Congo,Qatar,Honduras,Puerto Rico,Tunisia,Côte d'Ivoire,Gambia,Solomon Islands,South Africa,Singapore,Panama,Sierra Leone,Somalia,Sudan,Ghana,Mauritania,Swaziland,Republic of Moldova
1985,88476.0,11111.0,50667.0,30338.0,53294.0,81667.0,-1.0,59524.0,-1.0,44100.0,40862.0,58000.0,-1.0,51429.0,-1.0,56053.0,-1.0,50000.0,56842.0,-1.0,48780.0,222910.0,89474.0,72857.0,86538.0,55000.0,-1.0,60000.0,-1.0,25043.0,54737.0,61111.0,59048.0,59091.0,-1.0,-1.0,68571.0,-1.0,-1.0,-1.0,52857.0,50000.0,58252.0,61111.0,81092.0,-1.0,52023.0,25974.0,49412.0,63704.0,25352.0,51471.0,42712.0,83793.0,61803.0,266667.0,44094.0,76190.0,65041.0,-1.0,64912.0,-1.0,46358.0,71429.0,56000.0,158333.0,11538.0,29091.0,60000.0,57315.0,25224.0,106039.0,57143.0,-1.0,-1.0,63158.0,24951.0,60000.0,87500.0,62500.0,43077.0,65000.0,66347.0,46012.0,115000.0,51230.0,38355.0,50485.0,86310.0,105000.0,43956.0,114925.0,66667.0,40000.0,-1.0,65940.0,-1.0,80952.0,52809.0,266667.0,-1.0,79143.0,52019.0,56000.0,52500.0,60870.0,36563.0,45045.0,71429.0,59016.0,47421.0,42241.0,62222.0,30961.0,134694.0,63158.0,57895.0,-1.0,148148.0,-1.0,-1.0,-1.0,62500.0,32529.0,66170.0,59804.0,72727.0,20000.0,-1.0,47222.0,47170.0,72500.0,40000.0,62676.0,45000.0,117241.0,63380.0,90698.0,56250.0,-1.0,66667.0,43233.0,53571.0,99044.0,51402.0,-1.0,9500.0,131147.0,122091.0,64286.0,85714.0,36235.0,55814.0,69444.0,-1.0,48611.0,47500.0,41026.0,46263.0,48611.0,76190.0,49844.0,61000.0,48000.0,117703.0,101852.0,39875.0,54217.0,50000.0,100000.0,-1.0,29167.0,42000.0,56923.0,-1.0
1986,83553.0,11333.0,53333.0,38766.0,57765.0,85647.0,-1.0,59302.0,-1.0,47364.0,39236.0,58667.0,-1.0,30913.0,6250.0,50789.0,-1.0,50000.0,57895.0,-1.0,48780.0,240397.0,90000.0,74286.0,92885.0,56000.0,-1.0,62000.0,-1.0,22903.0,56842.0,62222.0,59683.0,63636.0,-1.0,-1.0,68571.0,-1.0,-1.0,-1.0,54286.0,50000.0,60194.0,66667.0,80567.0,-1.0,52601.0,45455.0,52941.0,64444.0,25524.0,53208.0,57430.0,79883.0,64378.0,250667.0,44882.0,77143.0,66327.0,-1.0,68421.0,-1.0,46358.0,71429.0,58000.0,157534.0,12308.0,28333.0,57778.0,56897.0,34286.0,88704.0,60000.0,-1.0,-1.0,63158.0,18155.0,60000.0,87209.0,62500.0,44615.0,70000.0,63354.0,47239.0,120000.0,52049.0,39243.0,51456.0,84270.0,97500.0,48352.0,114706.0,66667.0,43333.0,-1.0,60287.0,-1.0,81040.0,59213.0,250667.0,25000.0,47133.0,48562.0,56000.0,59091.0,62319.0,53438.0,45045.0,71429.0,59016.0,46154.0,43103.0,64444.0,34092.0,85699.0,63793.0,63158.0,-1.0,146667.0,-1.0,-1.0,-1.0,65625.0,34459.0,70638.0,60784.0,72727.0,20000.0,-1.0,47222.0,47170.0,77471.0,35833.0,63917.0,43962.0,118644.0,64789.0,80233.0,59375.0,-1.0,66667.0,43609.0,53571.0,97189.0,56075.0,-1.0,9091.0,163602.0,110673.0,64706.0,87143.0,39294.0,58915.0,69444.0,-1.0,48611.0,47500.0,41026.0,42117.0,50000.0,83810.0,53594.0,60000.0,48000.0,114286.0,111111.0,40125.0,65026.0,50000.0,100000.0,-1.0,30000.0,44000.0,58462.0,-1.0
1987,96480.0,11304.0,56000.0,30606.0,79186.0,85028.0,-1.0,57778.0,-1.0,55128.0,38203.0,58667.0,-1.0,29067.0,7500.0,55276.0,-1.0,50000.0,58947.0,-1.0,42105.0,236909.0,90000.0,75714.0,75577.0,56000.0,-1.0,64000.0,-1.0,23635.0,57895.0,63333.0,60317.0,68182.0,-1.0,-1.0,69048.0,-1.0,-1.0,-1.0,57143.0,50000.0,60194.0,64444.0,80565.0,-1.0,53179.0,64935.0,50000.0,64444.0,25694.0,53535.0,61818.0,94048.0,64378.0,247678.0,45669.0,70476.0,65657.0,-1.0,71930.0,-1.0,47682.0,72857.0,60000.0,156757.0,12576.0,30000.0,54444.0,46521.0,29465.0,81575.0,60000.0,-1.0,-1.0,64444.0,17575.0,60000.0,90000.0,62500.0,46154.0,65000.0,73001.0,49080.0,123684.0,53279.0,39837.0,52427.0,93023.0,97059.0,52747.0,114493.0,53333.0,43333.0,-1.0,74709.0,-1.0,80960.0,60112.0,247678.0,50000.0,43333.0,60351.0,52000.0,60417.0,63768.0,59688.0,45045.0,71429.0,59016.0,56323.0,44828.0,66667.0,27882.0,95964.0,62500.0,68421.0,-1.0,145000.0,-1.0,-1.0,-1.0,60000.0,35706.0,66596.0,60784.0,55556.0,20909.0,-1.0,50000.0,48113.0,76098.0,39167.0,59865.0,43269.0,117241.0,66197.0,77326.0,60938.0,-1.0,66667.0,43985.0,55357.0,98339.0,56075.0,-1.0,9292.0,153754.0,115446.0,65882.0,97143.0,41412.0,60465.0,69444.0,-1.0,49167.0,50000.0,41026.0,42721.0,51389.0,80000.0,55000.0,60000.0,48000.0,117143.0,114815.0,40278.0,62678.0,50000.0,99524.0,-1.0,30000.0,44000.0,58462.0,-1.0
1988,96321.0,11277.0,58667.0,33036.0,95114.0,86522.0,-1.0,58889.0,-1.0,52231.0,34909.0,59667.0,-1.0,29831.0,5714.0,60163.0,-1.0,50000.0,60000.0,-1.0,42105.0,244686.0,90000.0,77143.0,87538.0,58000.0,-1.0,64000.0,-1.0,17019.0,63158.0,64444.0,60952.0,68182.0,-1.0,-1.0,69048.0,-1.0,-1.0,-1.0,57143.0,50000.0,65049.0,53333.0,80702.0,-1.0,53757.0,45455.0,46970.0,65185.0,25862.0,56030.0,65909.0,81312.0,64807.0,250660.0,45669.0,67619.0,66667.0,-1.0,72807.0,-1.0,49007.0,72222.0,62800.0,156000.0,12687.0,36190.0,55333.0,38546.0,32879.0,75292.0,62857.0,-1.0,-1.0,66667.0,17758.0,62000.0,88235.0,62500.0,46154.0,67500.0,68845.0,50307.0,101000.0,54098.0,39128.0,52381.0,93407.0,97656.0,57143.0,114286.0,53333.0,50000.0,-1.0,76027.0,-1.0,80882.0,60674.0,250660.0,57143.0,46667.0,53181.0,48000.0,60417.0,65217.0,53750.0,46667.0,71429.0,59016.0,51859.0,45690.0,68889.0,32048.0,93235.0,61667.0,73684.0,-1.0,136000.0,-1.0,-1.0,-1.0,60000.0,34706.0,68936.0,61765.0,66667.0,15246.0,-1.0,50000.0,48113.0,73030.0,41667.0,63973.0,52610.0,116667.0,70423.0,87791.0,62500.0,-1.0,66667.0,43985.0,57143.0,97514.0,63636.0,-1.0,9244.0,153428.0,110358.0,67059.0,83000.0,47059.0,62016.0,69444.0,-1.0,49444.0,50000.0,41026.0,46667.0,52778.0,77924.0,55200.0,60000.0,48000.0,118182.0,116667.0,40244.0,63452.0,52500.0,100000.0,-1.0,30000.0,44000.0,58462.0,-1.0
1989,83911.0,11368.0,61333.0,36291.0,72556.0,87257.0,-1.0,58696.0,-1.0,66944.0,39608.0,60000.0,-1.0,30529.0,6667.0,62602.0,-1.0,50000.0,61053.0,-1.0,47727.0,239143.0,90000.0,78571.0,80597.0,60000.0,-1.0,62000.0,-1.0,16573.0,83333.0,65556.0,61587.0,68182.0,-1.0,-1.0,69048.0,-1.0,-1.0,-1.0,57143.0,50000.0,62992.0,55556.0,81066.0,-1.0,54335.0,36364.0,42424.0,66667.0,26027.0,57545.0,78446.0,74510.0,65236.0,223097.0,47244.0,81810.0,66667.0,-1.0,75088.0,-1.0,49351.0,73611.0,64800.0,155263.0,13235.0,34783.0,57333.0,41529.0,40662.0,79603.0,60000.0,-1.0,-1.0,66667.0,17206.0,62000.0,88235.0,65625.0,43077.0,70000.0,71264.0,48555.0,152500.0,54508.0,39877.0,53333.0,133846.0,97458.0,61538.0,114286.0,53333.0,50000.0,55556.0,77898.0,-1.0,81159.0,61798.0,223097.0,85714.0,43667.0,46630.0,43478.0,62500.0,65714.0,63500.0,46667.0,71429.0,59016.0,73283.0,46379.0,71111.0,34168.0,119831.0,58871.0,73684.0,-1.0,140000.0,-1.0,-1.0,-1.0,60000.0,37412.0,71277.0,62328.0,55556.0,14851.0,-1.0,52778.0,47170.0,75000.0,37692.0,62451.0,54580.0,120000.0,73239.0,87209.0,65625.0,-1.0,66667.0,43985.0,57143.0,101537.0,63636.0,-1.0,9274.0,162903.0,101014.0,68235.0,92909.0,53931.0,63566.0,69444.0,-1.0,50139.0,50000.0,43590.0,28723.0,54167.0,94171.0,56533.0,56364.0,48000.0,127273.0,118519.0,39608.0,64661.0,55100.0,100000.0,-1.0,30000.0,46000.0,58462.0,-1.0
1990,93957.0,6250.0,61856.0,32576.0,61782.0,-1.0,-1.0,68750.0,-1.0,57524.0,37873.0,58306.0,-1.0,22500.0,8000.0,64901.0,-1.0,52949.0,60020.0,-1.0,47826.0,228287.0,88372.0,77778.0,80149.0,61905.0,-1.0,61450.0,-1.0,25445.0,86364.0,63627.0,60132.0,69662.0,-1.0,-1.0,71569.0,-1.0,80200.0,-1.0,58376.0,50955.0,50903.0,57778.0,81544.0,-1.0,54286.0,36232.0,46970.0,67407.0,26014.0,60448.0,74255.0,69135.0,65371.0,230041.0,47244.0,75363.0,65873.0,-1.0,72727.0,17347.0,48785.0,72973.0,61636.0,154545.0,13703.0,35833.0,58103.0,43583.0,68240.0,88819.0,53333.0,-1.0,-1.0,61605.0,15695.0,64000.0,90000.0,64706.0,40742.0,74536.0,72027.0,48042.0,143667.0,53074.0,39000.0,61113.0,95263.0,97368.0,62854.0,111111.0,61475.0,45678.0,58824.0,98159.0,-1.0,81006.0,64132.0,230041.0,63636.0,42131.0,55952.0,44723.0,54545.0,65278.0,64727.0,44181.0,73571.0,57967.0,75680.0,44553.0,67245.0,35743.0,122804.0,47857.0,54285.0,-1.0,157143.0,-1.0,-1.0,-1.0,65508.0,38034.0,75043.0,58320.0,71429.0,24211.0,-1.0,47460.0,54615.0,78452.0,36923.0,57177.0,54705.0,119874.0,63670.0,98125.0,61377.0,-1.0,65506.0,43774.0,58020.0,101795.0,58333.0,-1.0,9231.0,156548.0,98136.0,65512.0,83333.0,52174.0,61429.0,69684.0,-1.0,50274.0,50117.0,40000.0,34184.0,54772.0,84882.0,55594.0,53333.0,49054.0,130631.0,116473.0,38974.0,63636.0,56287.0,100000.0,-1.0,32699.0,47005.0,57435.0,-1.0
1991,93889.0,5958.0,63697.0,24954.0,61842.0,94785.0,-1.0,81820.0,-1.0,32683.0,37354.0,51111.0,-1.0,23488.0,10000.0,63236.0,-1.0,49875.0,67780.0,-1.0,46806.0,227679.0,90909.0,-1.0,79162.0,61397.0,-1.0,59705.0,-1.0,28040.0,91667.0,62227.0,62967.0,68201.0,-1.0,-1.0,64743.0,-1.0,53623.0,-1.0,53013.0,48687.0,67089.0,62000.0,81665.0,-1.0,54361.0,49701.0,45455.0,67629.0,26000.0,61482.0,84467.0,70891.0,63954.0,209974.0,47244.0,77527.0,63324.0,-1.0,71854.0,17347.0,48447.0,73684.0,63480.0,153846.0,14704.0,34545.0,57368.0,52637.0,66903.0,67953.0,56412.0,26304.0,-1.0,69388.0,15726.0,69228.0,89980.0,65797.0,44446.0,69900.0,73617.0,48106.0,140559.0,55696.0,39000.0,52727.0,92708.0,98165.0,67832.0,111628.0,99410.0,52673.0,58824.0,69264.0,-1.0,81081.0,61354.0,209974.0,36364.0,43930.0,51042.0,44450.0,62500.0,66315.0,68692.0,45082.0,84423.0,48285.0,83648.0,45712.0,67199.0,58592.0,129110.0,59048.0,76190.0,-1.0,156171.0,-1.0,-1.0,-1.0,52128.0,34594.0,69900.0,99567.0,64087.0,26842.0,-1.0,50000.0,44278.0,75732.0,39231.0,58371.0,50637.0,128775.0,67500.0,83333.0,62857.0,-1.0,63138.0,43519.0,57358.0,118791.0,62400.0,-1.0,9259.0,174451.0,100913.0,71707.0,51812.0,45223.0,62367.0,68113.0,-1.0,50955.0,51060.0,42819.0,15959.0,51572.0,75217.0,65526.0,54164.0,50164.0,134529.0,105561.0,36364.0,63684.0,39549.0,91667.0,-1.0,31155.0,47705.0,50474.0,-1.0
1992,90251.0,5907.0,63028.0,11945.0,66259.0,83667.0,-1.0,81633.0,-1.0,32883.0,36897.0,51111.0,-1.0,24514.0,6667.0,62312.0,-1.0,55750.0,67820.0,7174.0,42105.0,208712.0,90909.0,-1.0,75366.0,61335.0,109571.0,59509.0,50000.0,25174.0,105089.0,62254.0,63022.0,68108.0,-1.0,-1.0,64946.0,-1.0,47913.0,-1.0,53221.0,48716.0,67442.0,60000.0,81548.0,61000.0,54536.0,50594.0,45455.0,67835.0,25325.0,64287.0,84162.0,71296.0,63290.0,215739.0,47244.0,39655.0,61927.0,-1.0,71227.0,30773.0,48485.0,75000.0,63956.0,153165.0,14470.0,-1.0,34000.0,56946.0,75693.0,60324.0,57612.0,30000.0,-1.0,69387.0,15625.0,71320.0,88000.0,66667.0,44510.0,75144.0,70168.0,48242.0,139797.0,54839.0,39001.0,53158.0,90979.0,101504.0,70213.0,106818.0,100307.0,52780.0,-1.0,39814.0,37143.0,81046.0,60635.0,215739.0,45455.0,44516.0,55050.0,42857.0,60870.0,66381.0,70105.0,45211.0,85554.0,48195.0,88902.0,46013.0,66706.0,50818.0,125000.0,58594.0,82353.0,12143.0,155789.0,31250.0,-1.0,-1.0,52309.0,34598.0,75144.0,129634.0,59091.0,24211.0,41905.0,50000.0,44444.0,81308.0,45000.0,58566.0,52711.0,128737.0,69512.0,98885.0,62500.0,-1.0,61538.0,43332.0,57143.0,122080.0,58400.0,-1.0,8571.0,194032.0,115143.0,71180.0,33333.0,43211.0,62923.0,69589.0,31875.0,51378.0,51082.0,43529.0,15525.0,51761.0,90482.0,65504.0,54400.0,50164.0,136607.0,107143.0,33333.0,65385.0,39995.0,95268.0,-1.0,31520.0,47504.0,50954.0,28571.0
1993,96245.0,5856.0,62359.0,2594.0,85506.0,89569.0,155600.0,97660.0,-1.0,33083.0,37056.0,51111.0,107143.0,24367.0,7200.0,62253.0,-1.0,54875.0,67859.0,10883.0,47619.0,196398.0,90909.0,-1.0,77920.0,61273.0,108833.0,60520.0,47619.0,25295.0,106518.0,62282.0,63077.0,68085.0,-1.0,-1.0,65150.0,-1.0,42567.0,-1.0,53430.0,48745.0,67497.0,56000.0,81520.0,60000.0,54706.0,49866.0,42169.0,68044.0,26667.0,54958.0,86316.0,74660.0,62627.0,213343.0,47244.0,-1.0,62618.0,75567.0,70313.0,17550.0,48810.0,75212.0,64416.0,-1.0,14058.0,-1.0,71409.0,58791.0,103039.0,58031.0,58439.0,30000.0,75548.0,69366.0,17315.0,72775.0,100000.0,67286.0,44575.0,72891.0,75237.0,48379.0,133871.0,53983.0,39000.0,53323.0,90355.0,107576.0,70000.0,102439.0,101204.0,53233.0,-1.0,51050.0,27692.0,81081.0,60599.0,213343.0,63636.0,52886.0,60456.0,46889.0,59935.0,66449.0,73238.0,45135.0,86685.0,48105.0,102519.0,46308.0,60997.0,45436.0,132000.0,58333.0,81250.0,4615.0,156863.0,35000.0,-1.0,-1.0,52489.0,34602.0,72891.0,111367.0,60000.0,24335.0,38000.0,50000.0,44211.0,87451.0,40000.0,63397.0,47392.0,128700.0,72289.0,112400.0,64399.0,-1.0,64286.0,43077.0,57926.0,125350.0,63200.0,-1.0,8462.0,229770.0,160184.0,74688.0,38462.0,41277.0,63492.0,70270.0,23380.0,51797.0,48247.0,44227.0,15691.0,52216.0,77750.0,65227.0,54169.0,50164.0,127273.0,104300.0,33333.0,66176.0,40441.0,96000.0,-1.0,31885.0,47302.0,51433.0,31579.0
1994,101053.0,5805.0,61691.0,18340.0,92330.0,141131.0,154239.0,114000.0,-1.0,33282.0,37157.0,51111.0,125000.0,24331.0,6000.0,61879.0,-1.0,56875.0,67899.0,13889.0,47826.0,188860.0,90909.0,-1.0,77981.0,61210.0,107909.0,60673.0,40000.0,26959.0,105513.0,62310.0,63132.0,67929.0,-1.0,-1.0,65354.0,-1.0,37735.0,-1.0,53638.0,48773.0,68293.0,60000.0,81493.0,72857.0,54873.0,50000.0,54217.0,68257.0,24517.0,60200.0,84361.0,76361.0,61963.0,211241.0,47244.0,-1.0,62734.0,74503.0,70289.0,19829.0,48837.0,75243.0,64859.0,-1.0,14000.0,-1.0,93426.0,54192.0,102828.0,64093.0,59105.0,24600.0,75000.0,69349.0,17726.0,73943.0,110345.0,67983.0,44640.0,73410.0,79085.0,48515.0,152571.0,53126.0,39737.0,53488.0,93717.0,111111.0,67273.0,102410.0,102101.0,54348.0,-1.0,43829.0,29333.0,81013.0,60561.0,211241.0,63636.0,57573.0,65375.0,48355.0,60369.0,66521.0,68966.0,45113.0,87816.0,48014.0,114727.0,46644.0,61404.0,41002.0,128846.0,60484.0,81499.0,10667.0,158491.0,37500.0,-1.0,179579.0,52669.0,34606.0,73410.0,83333.0,58782.0,26027.0,23730.0,50000.0,45000.0,88347.0,39172.0,59634.0,45500.0,130265.0,75000.0,140984.0,66667.0,-1.0,68750.0,43153.0,59017.0,128589.0,36667.0,-1.0,8258.0,267667.0,175404.0,74419.0,36842.0,38971.0,64865.0,70367.0,17553.0,52222.0,50000.0,44911.0,15000.0,54267.0,50154.0,65366.0,55385.0,50164.0,127734.0,104061.0,33333.0,58750.0,40886.0,95912.0,-1.0,32250.0,47613.0,51913.0,28571.0
1995,90796.0,5754.0,61998.0,3454.0,94161.0,143237.0,152632.0,108333.0,-1.0,33482.0,37371.0,51111.0,118421.0,24615.0,7455.0,61529.0,-1.0,54125.0,67939.0,1202.0,45000.0,185223.0,90909.0,-1.0,80000.0,61147.0,109545.0,63636.0,25000.0,21230.0,102300.0,62337.0,63225.0,67969.0,-1.0,10000.0,65001.0,-1.0,30958.0,-1.0,53846.0,48802.0,71895.0,65000.0,81696.0,55000.0,55556.0,50000.0,42169.0,68475.0,23992.0,63027.0,84486.0,78098.0,61975.0,209354.0,47244.0,-1.0,62850.0,73250.0,70023.0,36459.0,48864.0,77108.0,65286.0,-1.0,14403.0,-1.0,91100.0,46854.0,88644.0,46439.0,59708.0,30000.0,75758.0,69337.0,17595.0,74997.0,106061.0,68664.0,44705.0,69495.0,72583.0,48586.0,139300.0,51949.0,41089.0,53654.0,80250.0,109375.0,63977.0,103529.0,102998.0,54030.0,-1.0,62659.0,4615.0,81250.0,60519.0,209354.0,82358.0,62026.0,62935.0,55172.0,61702.0,66597.0,68821.0,44988.0,88947.0,48679.0,105931.0,47656.0,63333.0,41667.0,126792.0,59683.0,81694.0,11176.0,163636.0,50000.0,79730.0,216109.0,52849.0,34610.0,70980.0,123368.0,58005.0,20656.0,25625.0,50000.0,45128.0,89336.0,39077.0,60906.0,55842.0,132868.0,74133.0,219531.0,70423.0,-1.0,64286.0,43137.0,60134.0,131790.0,52174.0,-1.0,8060.0,245545.0,178580.0,74713.0,40909.0,35588.0,64460.0,70667.0,20625.0,52651.0,54485.0,45578.0,15385.0,56318.0,70474.0,64785.0,54815.0,50164.0,126087.0,103823.0,33130.0,62000.0,41332.0,96046.0,-1.0,32615.0,47697.0,51963.0,28571.0
1996,137014.0,5703.0,60392.0,2980.0,120710.0,89614.0,151948.0,123810.0,-1.0,33682.0,37947.0,51111.0,114286.0,24475.0,7350.0,61223.0,-1.0,57875.0,67979.0,2692.0,47826.0,186350.0,90909.0,-1.0,77761.0,61084.0,107083.0,60084.0,25895.0,16992.0,106717.0,62520.0,63135.0,68000.0,-1.0,12703.0,63688.0,-1.0,28741.0,-1.0,54054.0,48831.0,72222.0,70000.0,81178.0,60000.0,55151.0,49021.0,42169.0,68700.0,23454.0,60406.0,84804.0,79815.0,61085.0,207603.0,47244.0,-1.0,62966.0,71787.0,69931.0,32995.0,48889.0,76677.0,65720.0,-1.0,14514.0,-1.0,116431.0,52249.0,61298.0,70368.0,60286.0,30000.0,75000.0,69331.0,18028.0,76009.0,123529.0,69335.0,44770.0,73348.0,75155.0,48812.0,138258.0,52599.0,42692.0,53821.0,100000.0,109340.0,58333.0,102222.0,103895.0,54167.0,-1.0,53467.0,4615.0,80723.0,60472.0,207603.0,108333.0,67494.0,69435.0,50085.0,61630.0,66680.0,68640.0,44908.0,90078.0,49199.0,120315.0,47692.0,70313.0,43785.0,125185.0,59375.0,82030.0,14286.0,167119.0,54286.0,72004.0,175839.0,53029.0,34614.0,73156.0,105116.0,57000.0,16303.0,36533.0,47619.0,45455.0,90909.0,39286.0,62592.0,55168.0,131250.0,75294.0,178947.0,70175.0,-1.0,66667.0,43200.0,60606.0,135383.0,43478.0,-1.0,7861.0,245545.0,174752.0,72119.0,33625.0,35588.0,64554.0,70270.0,16250.0,53157.0,56142.0,46229.0,16162.0,58369.0,71450.0,64778.0,54286.0,50164.0,125000.0,103584.0,32854.0,72917.0,41778.0,96136.0,-1.0,32981.0,48077.0,52101.0,40000.0
1997,134178.0,5652.0,59459.0,8689.0,107781.0,101272.0,151589.0,130769.0,-1.0,33882.0,38112.0,51111.0,125000.0,24786.0,7530.0,60063.0,-1.0,58875.0,67960.0,3636.0,45455.0,179266.0,90909.0,-1.0,77190.0,61021.0,93923.0,56000.0,20000.0,20849.0,104559.0,62534.0,62903.0,68004.0,-1.0,12972.0,65000.0,-1.0,13667.0,-1.0,54263.0,48859.0,71500.0,80000.0,81659.0,80000.0,55238.0,50000.0,42169.0,68932.0,22902.0,63696.0,85032.0,81812.0,60870.0,205908.0,47244.0,-1.0,63082.0,69814.0,70034.0,37337.0,48913.0,76753.0,67857.0,-1.0,14631.0,-1.0,95474.0,47772.0,109400.0,73240.0,60856.0,24374.0,75000.0,69626.0,18682.0,77007.0,131667.0,70270.0,44750.0,70815.0,70937.0,49143.0,135618.0,52800.0,39929.0,53988.0,74571.0,109091.0,60251.0,115152.0,104792.0,54776.0,-1.0,43548.0,21429.0,81176.0,60397.0,205908.0,108333.0,71429.0,62472.0,50367.0,62500.0,66769.0,68470.0,45139.0,91209.0,50000.0,120098.0,46269.0,71429.0,43680.0,121429.0,59528.0,84311.0,15000.0,128056.0,42857.0,70390.0,166095.0,53209.0,34618.0,70754.0,106756.0,44072.0,20167.0,48132.0,47619.0,44856.0,89474.0,40000.0,138464.0,58986.0,128571.0,74659.0,187037.0,71429.0,-1.0,68750.0,43348.0,60317.0,136938.0,43478.0,-1.0,7660.0,247440.0,156009.0,69892.0,24889.0,35588.0,65000.0,71845.0,21273.0,53562.0,57288.0,46880.0,16098.0,60421.0,72147.0,65258.0,53793.0,50164.0,127732.0,103347.0,32565.0,64286.0,42180.0,95902.0,-1.0,32997.0,47273.0,52381.0,7857.0
1998,118722.0,5601.0,59719.0,9742.0,127031.0,94904.0,151282.0,121286.0,-1.0,34082.0,38078.0,51111.0,122222.0,24133.0,7588.0,60702.0,-1.0,59875.0,67994.0,10753.0,42105.0,189138.0,91837.0,-1.0,76609.0,61067.0,88082.0,58966.0,25134.0,22244.0,99805.0,62500.0,63462.0,67996.0,-1.0,15000.0,66667.0,-1.0,31721.0,-1.0,54471.0,48888.0,70870.0,90909.0,81519.0,76333.0,55676.0,47921.0,42169.0,69173.0,22334.0,63178.0,85714.0,83601.0,62661.0,204190.0,47244.0,-1.0,63198.0,68186.0,70000.0,65614.0,47880.0,77083.0,66342.0,-1.0,14752.0,-1.0,107330.0,49992.0,56962.0,70588.0,61424.0,25860.0,75269.0,69578.0,18996.0,78002.0,148571.0,70636.0,43983.0,69339.0,74534.0,50000.0,133552.0,52549.0,40086.0,54155.0,71770.0,108824.0,60094.0,112500.0,105689.0,53191.0,-1.0,49001.0,25333.0,81143.0,60332.0,204190.0,108333.0,72100.0,51489.0,50631.0,62483.0,67123.0,68600.0,45000.0,92340.0,48587.0,120864.0,46868.0,70175.0,43564.0,117931.0,58462.0,81453.0,28750.0,104390.0,33333.0,68792.0,174706.0,53389.0,34622.0,69260.0,111592.0,32765.0,21595.0,34632.0,47500.0,44477.0,102949.0,38060.0,144458.0,66390.0,128456.0,74889.0,167480.0,70531.0,-1.0,64286.0,43485.0,60606.0,140212.0,57609.0,-1.0,7458.0,230662.0,144926.0,67442.0,23214.0,35588.0,62353.0,73333.0,16964.0,54667.0,58256.0,47611.0,16190.0,62472.0,68382.0,64949.0,53333.0,50164.0,128000.0,103109.0,32264.0,70370.0,36328.0,95833.0,-1.0,33603.0,45000.0,53125.0,-1.0
