,Kenya,Bolivia (Plurinational State of),Peru,Belize,Cameroon,Grenada,Tonga,Dominican Republic,Guadeloupe,Lao People's Democratic Republic,Pacific Islands Trust Territory,Liberia,Uganda,Malawi,Venezuela (Bolivarian Republic of),Melanesia,New Caledonia,Rwanda,Democratic Republic of the Congo,Bahamas,Guatemala,Nigeria,French Guiana,Myanmar,Haiti,Costa Rica,Guinea,Cuba,El Salvador,Dominica,Equatorial Guinea,Congo,Gabon,Ecuador,Honduras,Panama,Puerto Rico,Sri Lanka,Suriname,Côte d'Ivoire,Colombia,Trinidad and Tobago,Jamaica,United Republic of Tanzania,Micronesia (Federated States of),Guinea-Bissau,Saint Lucia,Central African Republic,Sierra Leone,Saint Vincent and the Grenadines,Martinique,Micronesia,Ghana,Polynesia,Nicaragua,Guyana
1971,1000.0,6500.0,68163.0,-1.0,184688.0,-1.0,280.0,60500.0,100.0,-1,600.0,15000.0,905000.0,24200.0,61394.0,800.0,800.0,152660.0,256900.0,-1.0,7000.0,180000.0,210.0,38850.0,39000.0,5500.0,55000.0,5427.0,1012.0,-1.0,-1.0,4500.0,23500.0,36698.0,6618.0,-1.0,4716.0,48000.0,163.0,400000.0,324900.0,540.0,2279.0,138000.0,-1.0,8000.0,-1.0,20000.0,4000.0,5.0,145.0,600.0,150000.0,280.0,5200.0,7517.0
1972,1000.0,6800.0,61388.0,-1.0,167516.0,-1.0,280.0,59100.0,100.0,-1,600.0,15000.0,916500.0,24300.0,59641.0,800.0,800.0,152778.0,265400.0,-1.0,7000.0,180000.0,210.0,38850.0,39000.0,6000.0,60000.0,7969.0,1200.0,-1.0,-1.0,5000.0,23500.0,36023.0,6947.0,-1.0,4323.0,49835.0,151.0,415000.0,324800.0,500.0,2626.0,120000.0,-1.0,8300.0,-1.0,20000.0,4000.0,7.0,150.0,600.0,155000.0,280.0,5300.0,7365.0
1973,1000.0,7400.0,62007.0,-1.0,187192.0,-1.0,270.0,60200.0,400.0,-1,600.0,15000.0,974600.0,24500.0,57810.0,800.0,800.0,156050.0,269600.0,-1.0,7500.0,180000.0,140.0,38850.0,39000.0,6429.0,55000.0,9555.0,1400.0,-1.0,-1.0,5000.0,24500.0,35283.0,6837.0,-1.0,4323.0,22843.0,254.0,400000.0,326700.0,465.0,2781.0,114000.0,-1.0,8300.0,-1.0,20000.0,4000.0,12.0,150.0,600.0,170000.0,270.0,5500.0,7487.0
1974,1000.0,7850.0,62937.0,-1.0,206525.0,-1.0,260.0,59800.0,400.0,-1,600.0,15000.0,1063400.0,26000.0,59869.0,800.0,800.0,181078.0,275500.0,-1.0,7500.0,180000.0,140.0,39642.0,39000.0,5000.0,50000.0,9501.0,1500.0,-1.0,-1.0,5000.0,24500.0,57895.0,7629.0,-1.0,4323.0,28259.0,139.0,430000.0,327900.0,405.0,2556.0,133500.0,-1.0,8300.0,-1.0,19427.0,4000.0,19.0,155.0,600.0,180000.0,260.0,6000.0,3000.0
1975,1000.0,9425.0,63433.0,-1.0,190000.0,-1.0,250.0,58000.0,400.0,-1,600.0,15000.0,1097200.0,27000.0,57542.0,800.0,800.0,190358.0,279600.0,-1.0,7000.0,180000.0,140.0,40672.0,39000.0,4285.0,50000.0,7781.0,1776.0,-1.0,-1.0,5500.0,25000.0,75420.0,7934.0,-1.0,5048.0,29366.0,124.0,475000.0,341000.0,384.0,2000.0,140000.0,-1.0,8500.0,-1.0,19500.0,4000.0,27.0,160.0,600.0,229900.0,250.0,7000.0,4800.0
1976,1000.0,9800.0,65163.0,-1.0,160000.0,-1.0,250.0,62600.0,400.0,-1,600.0,15000.0,1180100.0,29000.0,55786.0,800.0,800.0,200261.0,285100.0,-1.0,7000.0,180000.0,140.0,43113.0,40000.0,4208.0,60000.0,6660.0,2601.0,350.0,-1.0,5500.0,25500.0,72855.0,8263.0,-1.0,4716.0,33913.0,201.0,475000.0,340100.0,400.0,1700.0,220000.0,-1.0,8500.0,-1.0,19500.0,4200.0,35.0,155.0,600.0,211000.0,250.0,7000.0,4600.0
1977,1000.0,10200.0,67628.0,-1.0,170000.0,-1.0,250.0,59000.0,300.0,-1,600.0,15000.0,1239600.0,30500.0,56211.0,800.0,800.0,208187.0,291700.0,-1.0,7800.0,180000.0,140.0,41593.0,41453.0,4300.0,55000.0,9390.0,3080.0,400.0,-1.0,5500.0,28000.0,97900.0,8592.0,-1.0,5000.0,29606.0,250.0,475000.0,386300.0,470.0,2000.0,229000.0,-1.0,9000.0,-1.0,20000.0,4300.0,55.0,170.0,600.0,168000.0,250.0,7500.0,6500.0
1978,1000.0,11435.0,67904.0,-1.0,190000.0,-1.0,250.0,64200.0,300.0,-1,600.0,15000.0,1287000.0,31500.0,59024.0,800.0,800.0,202053.0,299100.0,-1.0,7800.0,180000.0,140.0,42186.0,41443.0,4900.0,50000.0,7776.0,2660.0,400.0,-1.0,6000.0,30500.0,72404.0,8921.0,-1.0,5200.0,29362.0,400.0,475000.0,400100.0,470.0,2674.0,225500.0,-1.0,8500.0,440.0,19500.0,4400.0,105.0,250.0,600.0,161000.0,250.0,7500.0,6500.0
1979,1000.0,11000.0,69724.0,-1.0,190000.0,-1.0,250.0,61100.0,350.0,-1,600.0,15000.0,1290000.0,33000.0,58679.0,800.0,800.0,198100.0,299200.0,-1.0,6670.0,180000.0,140.0,40389.0,46884.0,5250.0,70000.0,10700.0,3150.0,300.0,-1.0,6000.0,33000.0,64650.0,9014.0,-1.0,5400.0,26920.0,272.0,395000.0,412100.0,700.0,2651.0,224500.0,-1.0,9000.0,290.0,19000.0,4500.0,140.0,250.0,600.0,139000.0,250.0,7500.0,3800.0
1980,1600.0,12100.0,61902.0,-1.0,195000.0,-1.0,250.0,63200.0,400.0,-1,600.0,15000.0,1173000.0,34500.0,57663.0,800.0,800.0,224600.0,312500.0,-1.0,6900.0,180000.0,140.0,39589.0,46000.0,6000.0,70000.0,8900.0,2800.0,200.0,-1.0,7320.0,35000.0,69749.0,6642.0,-1.0,5896.0,31143.0,284.0,305000.0,432600.0,1000.0,2115.0,227500.0,-1.0,10000.0,320.0,20000.0,4800.0,185.0,250.0,600.0,123000.0,250.0,7400.0,3800.0
1981,1600.0,12330.0,58488.0,-1.0,195000.0,-1.0,250.0,66000.0,730.0,-1,600.0,15000.0,1180000.0,36000.0,55851.0,800.0,800.0,242800.0,330800.0,-1.0,6900.0,180000.0,140.0,37767.0,43000.0,4000.0,65000.0,15200.0,2500.0,200.0,-1.0,7500.0,31000.0,66910.0,7900.0,-1.0,6100.0,29600.0,600.0,315000.0,433000.0,950.0,2087.0,231000.0,-1.0,9300.0,370.0,20000.0,4800.0,260.0,300.0,600.0,128000.0,250.0,7300.0,3800.0
1982,1600.0,10710.0,60874.0,-1.0,192000.0,-1.0,250.0,63200.0,730.0,-1,600.0,15000.0,1199000.0,38000.0,57060.0,800.0,800.0,248900.0,340600.0,-1.0,6900.0,180000.0,140.0,38552.0,43000.0,5000.0,60000.0,17300.0,2300.0,210.0,-1.0,7500.0,36000.0,66166.0,15200.0,-1.0,6200.0,30307.0,337.0,325000.0,358200.0,922.0,2438.0,230000.0,-1.0,9300.0,400.0,22000.0,5200.0,250.0,660.0,600.0,141000.0,250.0,7200.0,5000.0
1983,1600.0,10850.0,59061.0,-1.0,462478.0,-1.0,250.0,63700.0,730.0,-1,500.0,15000.0,1209000.0,40000.0,57993.0,872.0,872.0,247000.0,349600.0,-1.0,7100.0,180000.0,140.0,40488.0,44000.0,6000.0,65000.0,20900.0,2000.0,230.0,-1.0,7500.0,40000.0,63087.0,14940.0,-1.0,6400.0,30850.0,326.0,285000.0,359800.0,970.0,2222.0,234000.0,-1.0,9300.0,460.0,24000.0,5200.0,250.0,660.0,500.0,143000.0,250.0,7100.0,5300.0
1984,1600.0,9021.0,62012.0,-1.0,370000.0,-1.0,225.0,64700.0,670.0,-1,500.0,15000.0,1209000.0,40000.0,59420.0,800.0,800.0,253500.0,349800.0,-1.0,7100.0,181000.0,140.0,39550.0,42000.0,4000.0,70000.0,24400.0,1685.0,230.0,-1.0,7500.0,44000.0,64607.0,10190.0,-1.0,6450.0,35880.0,452.0,305000.0,351680.0,970.0,2434.0,237000.0,-1.0,9700.0,470.0,24000.0,5200.0,450.0,700.0,500.0,235000.0,225.0,7000.0,6000.0
1985,1600.0,14795.0,63458.0,-1.0,402000.0,50.0,226.0,63200.0,670.0,-1,500.0,15000.0,1209569.0,40300.0,60040.0,700.0,700.0,253100.0,372980.0,-1.0,7100.0,185500.0,140.0,39428.0,44000.0,4000.0,70000.0,21600.0,1700.0,230.0,-1.0,7500.0,44000.0,68453.0,10531.0,3000.0,6200.0,35200.0,341.0,305000.0,357860.0,970.0,2419.0,238000.0,-1.0,9700.0,450.0,24000.0,5300.0,450.0,700.0,500.0,266000.0,226.0,6900.0,6800.0
1986,1600.0,11634.0,63475.0,-1.0,430000.0,80.0,270.0,65000.0,670.0,-1,500.0,13000.0,1210091.0,40300.0,57989.0,600.0,600.0,240695.0,382410.0,-1.0,7100.0,187200.0,150.0,40200.0,44000.0,4000.0,70000.0,25100.0,1939.0,240.0,-1.0,7806.0,44000.0,78166.0,10791.0,3000.0,6400.0,42866.0,265.0,305000.0,351100.0,1000.0,2339.0,239000.0,-1.0,9700.0,490.0,24000.0,5400.0,500.0,910.0,500.0,190800.0,270.0,6800.0,6000.0
1987,1600.0,10000.0,68824.0,-1.0,197000.0,80.0,330.0,61000.0,690.0,-1,500.0,11000.0,1271000.0,41500.0,59250.0,500.0,500.0,204400.0,384450.0,-1.0,6020.0,143000.0,150.0,37325.0,45000.0,4000.0,70000.0,24200.0,2000.0,250.0,-1.0,8125.0,44000.0,81000.0,12000.0,3000.0,6500.0,39367.0,314.0,315000.0,364980.0,1000.0,2150.0,244000.0,-1.0,10000.0,490.0,24000.0,5450.0,300.0,910.0,500.0,189000.0,330.0,6700.0,6200.0
1988,1400.0,17256.0,70720.0,-1.0,170000.0,80.0,335.0,59000.0,710.0,-1,500.0,10000.0,1302000.0,42500.0,62101.0,400.0,400.0,320000.0,395830.0,-1.0,6020.0,118000.0,375.0,38556.0,44000.0,4000.0,70000.0,28200.0,2000.0,600.0,-1.0,8100.0,44000.0,83191.0,15000.0,3000.0,6500.0,40884.0,322.0,330000.0,368770.0,1000.0,2000.0,250000.0,-1.0,10000.0,500.0,25000.0,5480.0,340.0,1000.0,500.0,211000.0,335.0,6600.0,6200.0
1989,1600.0,16601.0,72551.0,115.0,200000.0,80.0,345.0,64000.0,480.0,-1,500.0,11000.0,1321895.0,43800.0,64838.0,350.0,350.0,408300.0,400410.0,-1.0,6020.0,189000.0,615.0,38933.0,40000.0,4000.0,73000.0,30000.0,2000.0,600.0,-1.0,8000.0,43500.0,83481.0,10563.0,5000.0,6000.0,41920.0,352.0,330000.0,379300.0,1050.0,2000.0,229000.0,-1.0,11000.0,500.0,25000.0,5500.0,220.0,650.0,500.0,182400.0,345.0,6500.0,6200.0
1990,1800.0,32300.0,57861.0,81.0,170000.0,80.0,347.0,31547.0,560.0,-1,513.0,10000.0,1388000.0,44800.0,65097.0,300.0,300.0,-1.0,430326.0,-1.0,6020.0,162000.0,668.0,43671.0,42000.0,4200.0,75000.0,34000.0,5600.0,538.0,-1.0,8700.0,46750.0,90000.0,11001.0,6800.0,4050.0,36700.0,375.0,340000.0,351803.0,941.0,1987.0,253000.0,-1.0,8622.0,448.0,26000.0,5150.0,150.0,650.0,513.0,129100.0,347.0,6400.0,4000.0
1991,1800.0,32308.0,62416.0,141.0,180000.0,83.0,348.0,35425.0,530.0,-1,-1.0,10019.0,1430000.0,47500.0,65820.0,286.0,286.0,-1.0,428271.0,-1.0,6020.0,178000.0,545.0,46031.0,40000.0,6800.0,76276.0,37127.0,5600.0,602.0,5200.0,8900.0,46000.0,92190.0,11001.0,9000.0,6100.0,38223.0,663.0,350000.0,354035.0,1080.0,1967.0,230000.0,-1.0,10843.0,358.0,26375.0,5267.0,160.0,700.0,-1.0,173500.0,348.0,5500.0,3906.0
1992,2000.0,32724.0,66381.0,227.0,190000.0,83.0,390.0,41243.0,550.0,-1,-1.0,12000.0,1459000.0,47000.0,68784.0,280.0,280.0,-1.0,435073.0,-1.0,6020.0,188000.0,620.0,43183.0,41054.0,7000.0,78000.0,61531.0,6160.0,660.0,5291.0,9400.0,43000.0,95970.0,11538.0,9426.0,6130.0,37687.0,622.0,365000.0,379678.0,1096.0,1834.0,245000.0,-1.0,11100.0,350.0,27000.0,5273.0,150.0,750.0,-1.0,157100.0,390.0,5300.0,3912.0
1993,1700.0,32323.0,66444.0,272.0,200000.0,84.0,659.0,39434.0,580.0,-1,-1.0,12527.0,1488000.0,50649.0,63897.0,250.0,250.0,-1.0,458244.0,-1.0,6020.0,230000.0,700.0,45908.0,41000.0,7500.0,78799.0,55255.0,6100.0,700.0,5400.0,9515.0,40181.0,88550.0,12429.0,9505.0,7884.0,40000.0,800.0,350000.0,394270.0,1106.0,2092.0,247000.0,-1.0,11400.0,334.0,27433.0,5253.0,190.0,720.0,-1.0,164300.0,659.0,4000.0,3995.0
1994,1600.0,34938.0,69401.0,222.0,220000.0,85.0,250.0,39783.0,550.0,-1,-1.0,13000.0,1499999.0,50698.0,62396.0,290.0,290.0,-1.0,474589.0,-1.0,6020.0,246000.0,630.0,45875.0,45000.0,6500.0,80000.0,65266.0,6440.0,659.0,5500.0,9600.0,41632.0,88930.0,11514.0,10077.0,6288.0,42000.0,981.0,385000.0,388153.0,1100.0,2079.0,225040.0,-1.0,11600.0,383.0,28000.0,5285.0,180.0,600.0,-1.0,183500.0,250.0,3500.0,6000.0
1995,1200.0,35497.0,83551.0,590.0,230000.0,119.0,336.0,35594.0,330.0,-1,-1.0,15000.0,1512000.0,52697.0,62120.0,350.0,350.0,-1.0,295780.0,-1.0,6300.0,250000.0,480.0,46130.0,41887.0,6500.0,82000.0,68068.0,6370.0,660.0,5600.0,9500.0,40770.0,82430.0,11500.0,9413.0,4650.0,44000.0,1000.0,390000.0,398015.0,1125.0,2024.0,198560.0,500.0,11900.0,380.0,28412.0,4914.0,210.0,700.0,500.0,212500.0,336.0,4000.0,6200.0
1996,1300.0,36130.0,114126.0,850.0,232000.0,93.0,328.0,38750.0,540.0,-1,-1.0,15500.0,1524000.0,53572.0,63280.0,50.0,50.0,-1.0,307930.0,-1.0,6440.0,256000.0,460.0,44920.0,41921.0,7000.0,83000.0,70479.0,6370.0,675.0,5700.0,9431.0,45000.0,88530.0,12400.0,9606.0,5400.0,46554.0,526.0,377003.0,398291.0,1135.0,2031.0,192800.0,519.0,12200.0,290.0,28378.0,5016.0,220.0,600.0,519.0,228751.0,328.0,4000.0,5700.0
1997,2200.0,37458.0,105773.0,289.0,235000.0,82.0,321.0,39948.0,547.0,-1,-1.0,16000.0,1538000.0,51238.0,61304.0,30.0,30.0,-1.0,259050.0,-1.0,6580.0,260000.0,460.0,45300.0,41474.0,7500.0,82294.0,76960.0,1960.0,701.0,5800.0,9639.0,46000.0,90200.0,14000.0,9500.0,6169.0,50450.0,511.0,400000.0,391068.0,1147.0,1635.0,193120.0,519.0,12400.0,370.0,28619.0,5072.0,135.0,650.0,519.0,224800.0,321.0,3900.0,4000.0
1998,2300.0,37473.0,117792.0,346.0,200000.0,82.0,316.0,33525.0,560.0,-1,-1.0,16500.0,1553000.0,47080.0,65126.0,150.0,150.0,-1.0,257560.0,-1.0,6720.0,268000.0,460.0,45700.0,41328.0,8000.0,82008.0,67769.0,2170.0,770.0,5900.0,9057.0,47500.0,50000.0,13200.0,10000.0,11234.0,51000.0,616.0,429470.0,379965.0,1137.0,1375.0,267760.0,519.0,12684.0,330.0,29000.0,5200.0,133.0,750.0,519.0,245900.0,316.0,3800.0,3000.0
1999,2200.0,37476.0,120045.0,258.0,189333.0,76.0,224.0,23563.0,840.0,-1,-1.0,17000.0,1570000.0,42000.0,63020.0,55.0,55.0,-1.0,258890.0,-1.0,6720.0,385000.0,460.0,44500.0,41075.0,10047.0,82054.0,70105.0,2135.0,780.0,6000.0,8727.0,48000.0,70000.0,7400.0,8833.0,5000.0,52000.0,460.0,457558.0,355100.0,1160.0,1624.0,202400.0,519.0,13200.0,200.0,28857.0,5300.0,159.0,780.0,519.0,252600.0,224.0,3900.0,1923.0
2000,2100.0,37041.0,131935.0,728.0,189773.0,76.0,272.0,35242.0,667.0,-1,-1.0,18000.0,1598000.0,38000.0,65092.0,110.0,110.0,-1.0,263116.0,-1.0,6790.0,386000.0,415.0,45300.0,40951.0,8347.0,81716.0,81182.0,2100.0,790.0,6100.0,9209.0,50000.0,55905.0,5300.0,9858.0,6900.0,51000.0,496.0,445373.0,390794.0,1150.0,1315.0,242800.0,519.0,13239.0,192.0,28987.0,5493.0,180.0,716.0,519.0,244400.0,272.0,4000.0,5000.0
2001,2300.0,40109.0,129566.0,812.0,191247.0,70.0,250.0,39676.0,752.0,-1,-1.0,18196.0,1622000.0,35000.0,67125.0,140.0,140.0,-1.0,270480.0,-1.0,6790.0,408000.0,407.0,49400.0,42000.0,9504.0,82261.0,81479.0,2380.0,751.0,6160.0,9349.0,49771.0,90000.0,6300.0,9100.0,7010.0,50546.0,536.0,433177.0,395695.0,1200.0,1202.0,307922.0,519.0,13490.0,195.0,28548.0,5700.0,185.0,680.0,519.0,265100.0,250.0,4000.0,4500.0
2002,2300.0,41160.0,127206.0,750.0,232483.0,70.0,284.0,41051.0,844.0,-1,-1.0,18567.0,1648000.0,32000.0,47547.0,80.0,80.0,-1.0,263336.0,-1.0,6800.0,426000.0,456.0,52600.0,42500.0,11800.0,82521.0,81320.0,2520.0,760.0,6249.0,8000.0,49712.0,128779.0,6948.0,9206.0,7200.0,50000.0,482.0,421969.0,392355.0,1250.0,1179.0,308000.0,519.0,13723.0,202.0,28000.0,5973.0,290.0,880.0,519.0,276900.0,284.0,4000.0,2500.0
2003,2000.0,41732.0,135351.0,628.0,239458.0,63.0,279.0,42619.0,762.0,-1,-1.0,19000.0,1661000.0,30000.0,46333.0,30.0,30.0,-1.0,265792.0,-1.0,11929.0,435000.0,411.0,55444.0,43000.0,10550.0,82741.0,93648.0,2425.0,755.0,6351.0,7800.0,49878.0,136566.0,6875.0,10477.0,6933.0,49680.0,443.0,410732.0,386607.0,1300.0,1135.0,273894.0,521.0,13500.0,197.0,27000.0,6300.0,280.0,867.0,521.0,286500.0,279.0,4100.0,1500.0
2004,2100.0,41221.0,139827.0,725.0,246642.0,63.0,274.0,36183.0,775.0,-1,-1.0,19177.0,1670000.0,30000.0,45785.0,140.0,140.0,-1.0,266958.0,-1.0,11970.0,440000.0,410.0,59025.0,44000.0,10500.0,83016.0,89025.0,2425.0,775.0,6461.0,8200.0,50303.0,125904.0,6802.0,9400.0,6954.0,50380.0,381.0,401449.0,391340.0,1350.0,1032.0,271124.0,524.0,14069.0,255.0,27762.0,6700.0,190.0,792.0,524.0,281192.0,274.0,4300.0,1461.0
2005,2100.0,41792.0,141866.0,370.0,252453.0,6.0,269.0,39833.0,786.0,-1,-1.0,19432.0,1675000.0,32000.0,55459.0,160.0,160.0,-1.0,265603.0,-1.0,12600.0,447000.0,423.0,59100.0,42439.0,6990.0,83252.0,76781.0,2499.0,779.0,6572.0,8600.0,50698.0,116361.0,6729.0,9490.0,4296.0,51150.0,309.0,392302.0,386252.0,1400.0,520.0,279095.0,527.0,14189.0,200.0,28000.0,7000.0,200.0,805.0,527.0,290000.0,269.0,4800.0,1200.0
2006,2300.0,41920.0,144415.0,424.0,272406.0,28.0,260.0,44489.0,800.0,-1,-1.0,19681.0,1677000.0,34000.0,47831.0,230.0,230.0,-1.0,267769.0,-1.0,12600.0,457000.0,451.0,61500.0,41000.0,10500.0,83500.0,74342.0,2652.0,781.0,6681.0,9300.0,51744.0,103463.0,7900.0,9500.0,4300.0,48860.0,252.0,383820.0,385217.0,1385.0,1256.0,277203.0,531.0,14311.0,188.0,28212.0,7100.0,200.0,761.0,531.0,299000.0,260.0,5500.0,1295.0
2007,2100.0,41991.0,147817.0,132.0,193836.0,24.0,270.0,46823.0,622.0,-1,-1.0,19500.0,1678000.0,35000.0,45180.0,240.0,240.0,-1.0,268178.0,-1.0,11878.0,474000.0,227.0,66400.0,37000.0,9600.0,84000.0,74097.0,2840.0,800.0,6809.0,9800.0,52579.0,106314.0,7955.0,9300.0,4500.0,49420.0,402.0,375974.0,394655.0,1500.0,1098.0,278519.0,550.0,14000.0,254.0,28200.0,7200.0,205.0,739.0,550.0,305290.0,270.0,5800.0,1354.0
2008,2500.0,42092.0,149975.0,208.0,208387.0,15.0,260.0,37063.0,595.0,-1,-1.0,20172.0,1680000.0,35686.0,51459.0,85.0,85.0,-1.0,268587.0,-1.0,11878.0,462000.0,227.0,66000.0,31000.0,6500.0,84891.0,60217.0,3095.0,786.0,6902.0,10500.0,52151.0,111073.0,8082.0,9253.0,5024.0,47680.0,332.0,386727.0,414129.0,1300.0,875.0,283274.0,542.0,15000.0,377.0,28748.0,7200.0,205.0,729.0,542.0,311820.0,260.0,5900.0,1200.0
2009,2600.0,35555.0,156483.0,173.0,230545.0,29.0,258.0,41968.0,561.0,-1,-1.0,20456.0,1682000.0,35751.0,50000.0,85.0,85.0,-1.0,270000.0,-1.0,12577.0,450000.0,306.0,66929.0,38000.0,6900.0,85937.0,73385.0,3092.0,784.0,7007.0,10800.0,52822.0,110693.0,7857.0,8589.0,5018.0,48040.0,424.0,397788.0,349875.0,1300.0,1325.0,287422.0,549.0,15161.0,430.0,29000.0,7400.0,200.0,700.0,549.0,324870.0,258.0,6100.0,3600.0
