,Burkina Faso,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,South Africa,United Arab Emirates,Lao People's Democratic Republic,Somalia,Suriname,Brazil,Paraguay,Niger,Australia & New Zealand,El Salvador,Saint Lucia,Chad,Colombia,New Caledonia,Central African Republic,Bahamas,Jamaica,Ecuador,Cabo Verde,Indonesia,Seychelles,Argentina,Antigua and Barbuda,South Sudan,Egypt,Melanesia,Togo,Malaysia,Mexico,Yemen,Haiti,Timor-Leste,Democratic Republic of the Congo,Nigeria,Mali,Congo,Martinique,Dominican Republic,Iran (Islamic Republic of),Peru,Gambia,Ghana,"China, mainland",India,Guinea-Bissau,Rwanda,Cameroon,Guatemala,Cuba,Puerto Rico,United States of America,Bhutan,Micronesia (Federated States of),Dominica,Madagascar,Swaziland,United Republic of Tanzania,Philippines,Samoa,Nepal,Cook Islands,Costa Rica,Bangladesh,Italy,Senegal,Benin,Mozambique,Montserrat,Occupied Palestinian Territory,Cambodia,Sudan (former),Morocco,Sierra Leone,Honduras,Zimbabwe,Malawi,"China, Taiwan Province of",Israel,Réunion,Japan,Maldives,Trinidad and Tobago,Namibia,Grenada,Wallis and Futuna Islands,Oman,Viet Nam,Micronesia,Bolivia (Plurinational State of),Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Guinea,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Myanmar,China
1971,-1.0,5.0,380.0,-1.0,55443.0,50.0,70000.0,-1.0,,800.0,-1.0,1000.0,50.0,150.0,110.0,-1.0,45274.0,-1.0,-1.0,380.0,-1.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1.0,-1.0,499.0,50.0,41000.0,7.0,-1.0,-1.0,,10922.0,5.0,,1100.0,25984.0,,-1.0,-1.0,8700.0,60000.0,960.0,-1.0,-1.0,-1.0,,5194.0,-1.0,500.0,50000.0,862000.0,,-1.0,-1.0,-1.0,911.0,400.0,570.0,-1.0,,-1.0,8500.0,-1.0,9000.0,40500.0,120.0,-1.0,60.0,,41700.0,,5000.0,-1.0,4800.0,-1.0,-1.0,4450.0,5461.0,-1.0,-1.0,-1.0,-1.0,5000.0,2054.0,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,380.0,3000.0,,300.0,,-1.0,5499.0,12000.0,-1.0,5000.0,6500.0,182.0,-1.0,52054.0
1972,-1.0,5.0,405.0,-1.0,55928.0,50.0,70000.0,-1.0,,1000.0,-1.0,2000.0,60.0,150.0,110.0,-1.0,46609.0,-1.0,-1.0,405.0,-1.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1.0,-1.0,487.0,50.0,58000.0,7.0,-1.0,-1.0,,10502.0,5.0,,1300.0,24954.0,,-1.0,-1.0,8900.0,60000.0,1000.0,-1.0,-1.0,-1.0,,5775.0,-1.0,500.0,44000.0,874100.0,,-1.0,-1.0,-1.0,343.0,400.0,570.0,-1.0,,-1.0,8500.0,-1.0,10000.0,40790.0,125.0,-1.0,63.0,,41044.0,,5000.0,-1.0,4800.0,-1.0,-1.0,3150.0,6091.0,-1.0,-1.0,-1.0,-1.0,5000.0,2474.0,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,390.0,3000.0,,310.0,,-1.0,5200.0,12000.0,-1.0,5746.0,6500.0,190.0,-1.0,46474.0
1973,-1.0,5.0,460.0,-1.0,57102.0,50.0,80000.0,-1.0,,1300.0,-1.0,1500.0,80.0,150.0,100.0,-1.0,38402.0,-1.0,-1.0,460.0,-1.0,-1.0,-1.0,1130.0,-1.0,-1.0,-1.0,-1.0,447.0,50.0,47000.0,7.0,-1.0,-1.0,,10502.0,5.0,,1700.0,29353.0,,-1.0,-1.0,9100.0,60000.0,1000.0,-1.0,-1.0,-1.0,,6032.0,-1.0,500.0,40000.0,874100.0,,-1.0,-1.0,-1.0,1400.0,400.0,570.0,-1.0,,-1.0,8600.0,-1.0,11000.0,43550.0,130.0,-1.0,63.0,,41410.0,,5000.0,-1.0,4800.0,-1.0,-1.0,3000.0,6511.0,-1.0,-1.0,-1.0,-1.0,5100.0,4011.0,280.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,395.0,4000.0,,330.0,,-1.0,5190.0,12000.0,-1.0,4825.0,6500.0,195.0,-1.0,44011.0
1974,-1.0,5.0,415.0,-1.0,58254.0,50.0,80000.0,-1.0,,1500.0,-1.0,1000.0,100.0,150.0,100.0,-1.0,41837.0,-1.0,-1.0,415.0,-1.0,-1.0,-1.0,1130.0,-1.0,-1.0,-1.0,-1.0,1498.0,50.0,59000.0,7.0,-1.0,-1.0,,10082.0,5.0,,1950.0,29431.0,,-1.0,-1.0,9200.0,60000.0,1000.0,-1.0,-1.0,-1.0,,6294.0,-1.0,500.0,53000.0,886200.0,,-1.0,-1.0,-1.0,1718.0,380.0,550.0,-1.0,,-1.0,10560.0,-1.0,11000.0,43500.0,130.0,-1.0,63.0,,41600.0,,4000.0,-1.0,4800.0,-1.0,-1.0,2900.0,6500.0,-1.0,-1.0,-1.0,-1.0,5100.0,5535.0,300.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,395.0,4000.0,,360.0,,-1.0,5453.0,12000.0,-1.0,5787.0,7000.0,195.0,-1.0,58535.0
1975,-1.0,5.0,420.0,-1.0,59325.0,50.0,80000.0,-1.0,,1500.0,-1.0,500.0,110.0,150.0,100.0,-1.0,42080.0,-1.0,-1.0,420.0,-1.0,-1.0,-1.0,1150.0,-1.0,-1.0,-1.0,-1.0,1449.0,50.0,58800.0,7.0,-1.0,-1.0,,9662.0,5.0,,2200.0,40483.0,,-1.0,-1.0,9400.0,70000.0,1000.0,-1.0,-1.0,-1.0,,6877.0,-1.0,500.0,50000.0,886200.0,,-1.0,-1.0,-1.0,1194.0,290.0,670.0,-1.0,,-1.0,11675.0,-1.0,11000.0,46620.0,140.0,-1.0,65.0,,40924.0,,5000.0,-1.0,4800.0,-1.0,-1.0,2800.0,6000.0,-1.0,-1.0,-1.0,-1.0,5100.0,6376.0,350.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,400.0,4000.0,,360.0,,-1.0,5889.0,12000.0,-1.0,5811.0,7000.0,207.0,-1.0,56376.0
1976,-1.0,5.0,360.0,-1.0,53999.0,50.0,80000.0,-1.0,,1900.0,-1.0,1500.0,120.0,150.0,100.0,-1.0,40766.0,-1.0,-1.0,360.0,-1.0,-1.0,-1.0,1126.0,-1.0,-1.0,-1.0,-1.0,1862.0,50.0,93800.0,7.0,-1.0,-1.0,,11132.0,5.0,,2300.0,43184.0,,-1.0,-1.0,9500.0,70000.0,1000.0,-1.0,-1.0,-1.0,,7189.0,-1.0,500.0,55000.0,898400.0,,-1.0,-1.0,-1.0,2998.0,290.0,690.0,-1.0,,-1.0,14210.0,-1.0,12000.0,35800.0,140.0,-1.0,66.0,,42820.0,,5000.0,-1.0,4800.0,-1.0,-1.0,2500.0,6000.0,-1.0,-1.0,-1.0,-1.0,5500.0,6943.0,390.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,410.0,4000.0,,360.0,,-1.0,6300.0,12000.0,-1.0,5975.0,7000.0,208.0,-1.0,61943.0
1977,-1.0,6.0,405.0,-1.0,57157.0,50.0,80000.0,-1.0,,2300.0,-1.0,1000.0,134.0,150.0,100.0,-1.0,41001.0,-1.0,-1.0,405.0,-1.0,-1.0,-1.0,1320.0,-1.0,-1.0,-1.0,-1.0,1123.0,50.0,72000.0,7.0,-1.0,-1.0,,11203.0,6.0,,2650.0,45718.0,,-1.0,-1.0,9800.0,70000.0,1100.0,-1.0,-1.0,-1.0,,7617.0,-1.0,500.0,50000.0,905350.0,,-1.0,-1.0,-1.0,3928.0,270.0,670.0,-1.0,,-1.0,12550.0,-1.0,12000.0,36190.0,140.0,-1.0,67.0,,43042.0,,6000.0,-1.0,4800.0,-1.0,-1.0,2000.0,6000.0,-1.0,-1.0,-1.0,-1.0,5500.0,8057.0,410.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2747.0,4000.0,,360.0,,-1.0,7659.0,12000.0,-1.0,6430.0,7000.0,209.0,-1.0,58057.0
1978,-1.0,6.0,430.0,-1.0,62250.0,50.0,80000.0,-1.0,,2500.0,-1.0,2000.0,192.0,150.0,100.0,-1.0,40815.0,-1.0,-1.0,430.0,-1.0,-1.0,-1.0,1350.0,-1.0,-1.0,-1.0,-1.0,1384.0,50.0,44000.0,7.0,-1.0,-1.0,,11706.0,6.0,,3900.0,51409.0,,-1.0,-1.0,9900.0,70000.0,1200.0,-1.0,-1.0,-1.0,,7585.0,-1.0,500.0,51000.0,925480.0,20.0,-1.0,-1.0,-1.0,2233.0,270.0,670.0,-1.0,,-1.0,12540.0,-1.0,13000.0,35400.0,140.0,-1.0,70.0,,43292.0,,6000.0,-1.0,4800.0,-1.0,-1.0,1700.0,5800.0,-1.0,-1.0,-1.0,-1.0,5500.0,8879.0,500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2747.0,4000.0,,340.0,,-1.0,7354.0,12000.0,-1.0,6446.0,7500.0,212.0,-1.0,59879.0
1979,-1.0,11.0,515.0,-1.0,59300.0,50.0,90000.0,-1.0,,2800.0,-1.0,2000.0,400.0,150.0,110.0,-1.0,38422.0,-1.0,-1.0,515.0,-1.0,-1.0,-1.0,1355.0,-1.0,-1.0,-1.0,-1.0,1398.0,50.0,80625.0,7.0,-1.0,-1.0,,11350.0,11.0,,4400.0,59748.0,1047.0,-1.0,-1.0,10000.0,70000.0,1100.0,-1.0,-1.0,-1.0,,7645.0,-1.0,500.0,35000.0,942560.0,30.0,-1.0,-1.0,-1.0,2041.0,270.0,590.0,-1.0,,-1.0,11635.0,-1.0,14000.0,38600.0,140.0,-1.0,74.0,,43213.0,,6000.0,-1.0,4800.0,-1.0,-1.0,1200.0,6000.0,-1.0,-1.0,-1.0,-1.0,5600.0,10106.0,630.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2930.0,4000.0,,340.0,,-1.0,6905.0,12000.0,-1.0,6860.0,7500.0,216.0,-1.0,45106.0
1980,-1.0,11.0,545.0,-1.0,73686.0,50.0,106500.0,-1.0,,3000.0,-1.0,1500.0,445.0,150.0,110.0,-1.0,37732.0,-1.0,-1.0,545.0,-1.0,-1.0,-1.0,1360.0,-1.0,-1.0,-1.0,-1.0,1402.0,50.0,76753.0,7.0,-1.0,-1.0,,11868.0,11.0,,8700.0,63736.0,1097.0,-1.0,-1.0,10200.0,80000.0,1200.0,-1.0,-1.0,-1.0,,7709.0,-1.0,500.0,36000.0,958430.0,50.0,-1.0,-1.0,-1.0,1247.0,280.0,590.0,-1.0,,-1.0,12600.0,-1.0,15000.0,39180.0,140.0,-1.0,77.0,,43280.0,,6000.0,-1.0,4800.0,-1.0,-1.0,1300.0,6800.0,-1.0,-1.0,-1.0,-1.0,5700.0,11104.0,233.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,3021.0,8000.0,,395.0,,-1.0,6970.0,12000.0,-1.0,7706.0,7500.0,219.0,-1.0,47104.0
1981,-1.0,14.0,875.0,-1.0,74415.0,50.0,107700.0,-1.0,,3500.0,-1.0,1500.0,453.0,150.0,100.0,-1.0,36462.0,-1.0,-1.0,875.0,-1.0,-1.0,-1.0,1430.0,-1.0,-1.0,-1.0,-1.0,1392.0,50.0,73742.0,7.0,-1.0,-1.0,,11996.0,14.0,,8600.0,65628.0,997.0,-1.0,-1.0,10500.0,80000.0,1200.0,-1.0,-1.0,-1.0,7.0,7623.0,-1.0,500.0,35000.0,979640.0,80.0,-1.0,-1.0,-1.0,1376.0,280.0,590.0,-1.0,,-1.0,13450.0,-1.0,16000.0,48817.0,140.0,-1.0,80.0,,43682.0,,6000.0,-1.0,4800.0,-1.0,-1.0,1300.0,6205.0,-1.0,-1.0,-1.0,-1.0,5700.0,12438.0,220.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,3131.0,8000.0,,395.0,,-1.0,7120.0,14000.0,-1.0,8130.0,7500.0,222.0,-1.0,47438.0
1982,-1.0,14.0,860.0,-1.0,92600.0,50.0,109800.0,-1.0,,4200.0,-1.0,800.0,432.0,150.0,100.0,-1.0,35372.0,-1.0,-1.0,860.0,-1.0,-1.0,-1.0,1490.0,-1.0,-1.0,-1.0,-1.0,1403.0,60.0,99000.0,7.0,-1.0,-1.0,,12600.0,14.0,,8400.0,72018.0,1031.0,-1.0,-1.0,10800.0,80000.0,1200.0,-1.0,-1.0,-1.0,14.0,7344.0,-1.0,550.0,43000.0,1001540.0,150.0,-1.0,-1.0,-1.0,1400.0,250.0,610.0,-1.0,,-1.0,14035.0,-1.0,17000.0,51195.0,140.0,-1.0,83.0,,45423.0,,6000.0,-1.0,4800.0,-1.0,-1.0,1500.0,6329.0,-1.0,-1.0,-1.0,-1.0,5700.0,13256.0,300.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2957.0,8000.0,,425.0,,-1.0,7196.0,14000.0,-1.0,8075.0,8000.0,225.0,-1.0,56256.0
1983,-1.0,17.0,2255.0,-1.0,102203.0,50.0,111600.0,-1.0,,4200.0,-1.0,1500.0,508.0,200.0,100.0,-1.0,35555.0,-1.0,-1.0,2255.0,-1.0,-1.0,-1.0,1437.0,-1.0,-1.0,-1.0,-1.0,1364.0,75.0,85103.0,7.0,-1.0,-1.0,,12600.0,17.0,,8900.0,70060.0,1031.0,-1.0,-1.0,11200.0,80000.0,1200.0,-1.0,-1.0,-1.0,15.0,7112.0,-1.0,500.0,45000.0,1022220.0,250.0,-1.0,-1.0,-1.0,1700.0,240.0,610.0,-1.0,,-1.0,14595.0,-1.0,18000.0,51978.0,150.0,-1.0,86.0,,45854.0,,6000.0,-1.0,4800.0,-1.0,-1.0,1600.0,7000.0,-1.0,-1.0,-1.0,-1.0,5700.0,13070.0,300.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2957.0,8000.0,,425.0,,-1.0,7105.0,16000.0,-1.0,8360.0,8000.0,238.0,-1.0,58070.0
1984,-1.0,17.0,3500.0,-1.0,107904.0,51.0,113100.0,-1.0,,5500.0,-1.0,2000.0,540.0,200.0,100.0,-1.0,36492.0,-1.0,-1.0,3500.0,-1.0,-1.0,-1.0,1492.0,-1.0,-1.0,-1.0,-1.0,1260.0,85.0,89326.0,7.0,-1.0,-1.0,,13020.0,17.0,,8800.0,77922.0,1035.0,-1.0,-1.0,11500.0,80000.0,1000.0,-1.0,-1.0,-1.0,72.0,7883.0,-1.0,510.0,55000.0,1042660.0,300.0,-1.0,-1.0,-1.0,1942.0,200.0,690.0,-1.0,,-1.0,15180.0,-1.0,18200.0,52745.0,150.0,-1.0,89.0,,44846.0,,6000.0,-1.0,4800.0,-1.0,-1.0,1600.0,7000.0,-1.0,-1.0,-1.0,-1.0,5700.0,13619.0,420.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2957.0,8000.0,,456.0,,-1.0,7013.0,16000.0,-1.0,9580.0,8000.0,241.0,-1.0,68619.0
1985,1000.0,15.0,2580.0,600.0,111699.0,51.0,113100.0,170.0,,6000.0,510.0,2000.0,553.0,215.0,100.0,-1.0,37569.0,4400.0,-1.0,2580.0,2500.0,3400.0,6500.0,1631.0,-1.0,1500.0,-1.0,670.0,1400.0,100.0,87831.0,7.0,210.0,180.0,,13440.0,15.0,,9500.0,105301.0,1065.0,45400.0,-1.0,11700.0,80000.0,1500.0,-1.0,85.0,25500.0,78.0,7507.0,-1.0,510.0,52000.0,795000.0,330.0,-1.0,15.0,-1.0,1700.0,505.0,730.0,-1.0,,3300.0,15400.0,-1.0,18500.0,53736.0,150.0,-1.0,92.0,2500.0,45261.0,,6500.0,2300.0,4850.0,17.0,-1.0,1700.0,7000.0,-1.0,910.0,1160.0,-1.0,5800.0,14128.0,460.0,400.0,-1.0,-1.0,65.0,-1.0,160.0,2.0,3000.0,10000.0,,510.0,,360.0,7295.0,18000.0,1600.0,9890.0,10000.0,244.0,-1.0,66128.0
