,Kenya,"China, Taiwan Province of",Niue,Saudi Arabia,Philippines,Syrian Arab Republic,Martinique,Nepal,Ethiopia,Pacific Islands Trust Territory,Greece,Zimbabwe,Republic of Korea,Australia & New Zealand,Guatemala,French Polynesia,Algeria,American Samoa,Mauritius,Guinea,Israel,Zambia,Wallis and Futuna Islands,United Arab Emirates,Grenada,Azerbaijan,Uzbekistan,China,Colombia,United Republic of Tanzania,Micronesia (Federated States of),Occupied Palestinian Territory,Kazakhstan,South Africa,Portugal,Micronesia,"China, mainland",Nicaragua,Peru,Yemen,Cameroon,Malaysia,India,Malta,Pakistan,Japan,Afghanistan,Cyprus,Spain,New Zealand,Guyana,France,United States of America,Iran (Islamic Republic of),Nigeria,Egypt,Kyrgyzstan,French Guiana,Suriname,Georgia,Cuba,Cayman Islands,Morocco,Bhutan,Malawi,Gabon,Qatar,Ecuador,Honduras,Jordan,Mexico,Tunisia,Côte d'Ivoire,Albania,Trinidad and Tobago,Italy,Polynesia,Sierra Leone,Samoa,Australia,Thailand,Ghana,Angola,Swaziland,Guam,Turkey
1993,163295.0,36463.0,-1.0,52106.0,151650.0,165944.0,180.0,1040.0,3000.0,-1.0,2836.0,200.0,1772.0,7800.0,5000.0,445.0,323.0,25.0,200.0,210000.0,7000.0,-1,55.0,5617.0,940.0,700.0,988.0,372463.0,-1.0,35000.0,-1,-1.0,-1.0,7974.0,100.0,75.0,336000.0,1000.0,11962.0,72.0,27.0,2977.0,90000.0,1500.0,-1,261400.0,5935.0,1763.0,4568.0,6500.0,-1.0,-1,-1.0,96235.0,2972000.0,2600.0,100.0,60.0,2300.0,-1,3200.0,56.0,6164.0,-1.0,2300.0,882.0,520.0,33843.0,400.0,2581.0,3648.0,57000.0,28156.0,-1.0,3654.0,23134.0,1125.0,75000.0,600.0,1300.0,410.0,-1,78000.0,-1.0,75.0,4100.0
1994,163000.0,39675.0,-1.0,59193.0,155805.0,193385.0,180.0,1100.0,4000.0,-1.0,2819.0,230.0,1725.0,12000.0,5000.0,492.0,330.0,24.0,175.0,225000.0,7000.0,-1,57.0,6078.0,945.0,650.0,994.0,390175.0,-1.0,36000.0,-1,2934.0,-1.0,8173.0,-1.0,74.0,350500.0,1100.0,16000.0,72.0,24.0,2800.0,95000.0,1400.0,-1,292900.0,6058.0,1300.0,5971.0,7500.0,-1.0,-1,-1.0,134731.0,2651000.0,2500.0,100.0,64.0,2900.0,-1,3000.0,49.0,6463.0,-1.0,2200.0,900.0,516.0,30870.0,401.0,2217.0,4048.0,46900.0,28300.0,-1.0,3654.0,11934.0,1181.0,75143.0,608.0,4500.0,1400.0,-1,79000.0,-1.0,74.0,3900.0
1995,163101.0,45850.0,-1.0,74925.0,161454.0,191735.0,243.0,1200.0,3710.0,-1.0,2704.0,200.0,1686.0,11506.0,3000.0,516.0,337.0,25.0,225.0,210000.0,6000.0,-1,54.0,6005.0,950.0,700.0,1000.0,473850.0,-1.0,36325.0,-1,3781.0,-1.0,8327.0,-1.0,74.0,428000.0,1200.0,19086.0,80.0,20.0,3146.0,104000.0,1600.0,-1,248000.0,6181.0,1320.0,7009.0,7786.0,-1.0,-1,-1.0,92203.0,2720000.0,2775.0,500.0,52.0,2566.0,-1,2500.0,49.0,6500.0,-1.0,2400.0,914.0,555.0,24212.0,419.0,2254.0,5777.0,40900.0,28025.0,-1.0,3659.0,14100.0,1220.0,75678.0,625.0,3719.0,1240.0,-1,80000.0,-1.0,74.0,3650.0
1996,139344.0,56895.0,-1.0,76631.0,164996.0,223443.0,219.0,735.0,3590.0,-1.0,2630.0,250.0,1652.0,11847.0,4000.0,459.0,350.0,25.0,190.0,205000.0,10000.0,-1,58.0,6055.0,960.0,800.0,1005.0,486895.0,-1.0,37000.0,-1,3378.0,-1.0,8465.0,-1.0,74.0,430000.0,1300.0,19657.0,90.0,25.0,3161.0,112000.0,1000.0,-1,275000.0,6304.0,900.0,4846.0,7847.0,-1.0,-1,-1.0,69651.0,2863000.0,2800.0,600.0,34.0,2076.0,-1,2700.0,49.0,7000.0,-1.0,2500.0,931.0,681.0,31836.0,408.0,0.0,5115.0,44700.0,29000.0,-1.0,3548.0,14100.0,1176.0,76308.0,634.0,4000.0,2000.0,-1,82000.0,-1.0,74.0,3790.0
1997,143315.0,58217.0,-1.0,87493.0,155479.0,241200.0,215.0,856.0,3500.0,-1.0,2300.0,277.0,1624.0,13034.0,5524.0,554.0,356.0,25.0,273.0,215000.0,9000.0,-1,59.0,6364.0,960.0,1000.0,1011.0,560217.0,-1.0,36000.0,-1,1668.0,-1.0,8598.0,-1.0,76.0,502000.0,1400.0,20928.0,100.0,25.0,2953.0,115000.0,1142.0,-1,281000.0,6427.0,911.0,9291.0,8034.0,1500.0,-1,6350.0,107666.0,2992000.0,2950.0,800.0,16.0,2159.0,-1,2600.0,50.0,7500.0,-1.0,2300.0,950.0,732.0,71257.0,398.0,0.0,4035.0,55400.0,29030.0,-1.0,3607.0,15000.0,1288.0,77051.0,650.0,5000.0,3800.0,-1,80000.0,50.0,76.0,3000.0
1998,144682.0,48639.0,-1.0,110775.0,169387.0,209692.0,246.0,840.0,3000.0,-1.0,2096.0,300.0,1600.0,11244.0,7162.0,439.0,370.0,26.0,428.0,214872.0,10000.0,-1,60.0,6850.0,960.0,1000.0,1000.0,692639.0,-1.0,37000.0,-1,1597.0,-1.0,8729.0,-1.0,77.0,644000.0,1300.0,27331.0,110.0,28.0,3000.0,120000.0,1062.0,-1,280000.0,6549.0,350.0,6984.0,8244.0,1807.0,-1,1810.0,69605.0,3150000.0,3000.0,1300.0,0.0,2098.0,-1,2700.0,50.0,8000.0,-1.0,2400.0,972.0,750.0,18797.0,380.0,0.0,11000.0,52800.0,29083.0,-1.0,3656.0,9078.0,1176.0,77000.0,651.0,3000.0,4200.0,-1,82000.0,85.0,77.0,3475.0
1999,151313.0,45585.0,-1.0,119000.0,178005.0,252196.0,239.0,885.0,2769.0,-1.0,3535.0,310.0,1580.0,9500.0,9985.0,409.0,372.0,26.0,400.0,215081.0,30800.0,-1,63.0,6027.0,980.0,1000.0,1000.0,876085.0,660000.0,38000.0,-1,2742.0,-1.0,8860.0,-1.0,80.0,830500.0,1300.0,27704.0,120.0,30.0,4000.0,134000.0,1056.0,-1,258000.0,6676.0,358.0,7298.0,8500.0,1857.0,-1,3630.0,65966.0,3240000.0,3100.0,800.0,0.0,2607.0,-1,2100.0,51.0,8500.0,31000.0,2500.0,1000.0,780.0,13226.0,390.0,211.0,22000.0,51000.0,30421.0,-1.0,3713.0,27473.0,1155.0,80000.0,657.0,1000.0,5500.0,-1,75000.0,350.0,80.0,3400.0
2000,140926.0,56508.0,-1.0,124690.0,180844.0,278550.0,240.0,895.0,2000.0,-1.0,3373.0,380.0,1562.0,9128.0,15000.0,450.0,380.0,26.0,410.0,210000.0,24200.0,-1,68.0,5975.0,980.0,1000.0,1000.0,732508.0,670000.0,39000.0,-1,1261.0,200.0,8991.0,-1.0,83.0,676000.0,1200.0,28662.0,123.0,30.0,5000.0,120000.0,986.0,-1,256000.0,6796.0,360.0,10660.0,8258.0,1997.0,-1,4540.0,60346.0,3250000.0,3100.0,500.0,0.0,1948.0,-1,2200.0,51.0,9000.0,30945.0,2400.0,1009.0,800.0,15000.0,388.0,159.0,35000.0,55000.0,31074.0,-1.0,3800.0,16442.0,1191.0,80522.0,647.0,869.0,5193.0,-1,78000.0,300.0,83.0,2200.0
2001,140422.0,58632.0,-1.0,137258.0,181747.0,260190.0,160.0,1050.0,2288.0,-1.0,3320.0,371.0,1547.0,9200.0,25000.0,500.0,382.0,27.0,409.0,215867.0,19600.0,-1,72.0,5748.0,980.0,900.0,1000.0,954632.0,690000.0,39131.0,-1,168.0,100.0,9123.0,-1.0,87.0,896000.0,1200.0,39761.0,130.0,30.0,5462.0,90000.0,944.0,-1,246000.0,6915.0,361.0,9371.0,8000.0,2389.0,-1,1810.0,65991.0,3245371.0,2169.0,400.0,3.0,2192.0,-1,2350.0,51.0,9500.0,30713.0,2422.0,1018.0,880.0,17945.0,380.0,110.0,45000.0,65700.0,31880.0,-1.0,3900.0,26318.0,1262.0,81984.0,663.0,1200.0,5800.0,-1,97216.0,250.0,87.0,3000.0
2002,116336.0,51831.0,-1.0,140206.0,180999.0,187280.0,240.0,1450.0,2180.0,-1.0,3009.0,381.0,1533.0,9706.0,25936.0,550.0,386.0,27.0,424.0,216496.0,18700.0,-1,74.0,5934.0,1010.0,1000.0,1000.0,956831.0,700000.0,39645.0,-1,125.0,100.0,9255.0,-1.0,90.0,905000.0,1100.0,43739.0,135.0,33.0,6000.0,100000.0,795.0,-1,201600.0,7034.0,364.0,18200.0,8500.0,1800.0,-1,910.0,66000.0,3246316.0,2400.0,300.0,2.0,2537.0,-1,3500.0,52.0,10000.0,30456.0,2428.0,1027.0,1020.0,17026.0,380.0,64.0,76100.0,67900.0,32550.0,-1.0,3950.0,26385.0,1314.0,83607.0,663.0,1206.0,6243.0,-1,103232.0,200.0,90.0,3000.0
2003,129532.0,46754.0,-1.0,150640.0,180923.0,145840.0,226.0,1100.0,2378.0,-1.0,3054.0,400.0,1520.0,9685.0,25000.0,592.0,390.0,27.0,437.0,217166.0,8160.0,-1,70.0,4915.0,1010.0,900.0,1000.0,996754.0,705135.0,40156.0,-1,127.0,100.0,9388.0,100.0,95.0,950000.0,1100.0,45000.0,142.0,35.0,6828.0,120000.0,789.0,-1,181600.0,7715.0,310.0,10900.0,8422.0,1600.0,-1,35000.0,68000.0,3261333.0,2400.0,100.0,1.0,3014.0,-1,3500.0,52.0,10000.0,30432.0,2433.0,1036.0,1205.0,19787.0,385.0,38.0,80000.0,71200.0,37000.0,-1.0,3980.0,23912.0,1363.0,85000.0,674.0,1264.0,5900.0,-1,109893.0,203.0,95.0,2650.0
2004,135000.0,54337.0,-1.0,172440.0,179020.0,189680.0,224.0,1036.0,2452.0,-1.0,2194.0,392.0,1506.0,9637.0,25000.0,535.0,396.0,27.0,450.0,217873.0,9280.0,-1,76.0,4950.0,1010.0,1000.0,1200.0,1084337.0,715741.0,40665.0,-1,2250.0,100.0,9521.0,159.0,100.0,1030000.0,1000.0,47000.0,152.0,36.0,7909.0,120000.0,782.0,-1,188800.0,6150.0,370.0,10000.0,8437.0,1500.0,-1,57141.0,70000.0,3270099.0,2500.0,100.0,0.0,2930.0,-1,3500.0,55.0,10000.0,31915.0,2453.0,1043.0,1220.0,17218.0,385.0,32.0,84000.0,69900.0,36390.0,-1.0,4000.0,29188.0,1316.0,87000.0,678.0,1200.0,10000.0,-1,116145.0,205.0,100.0,2500.0
2005,135000.0,44937.0,-1.0,175047.0,200808.0,187280.0,224.0,1048.0,2544.0,-1.0,1095.0,393.0,1491.0,9906.0,26000.0,624.0,400.0,28.0,469.0,215000.0,13310.0,-1,80.0,5283.0,1010.0,300.0,1300.0,1108437.0,746306.0,40733.0,-1,2259.0,200.0,9656.0,165.0,104.0,1063500.0,1000.0,49000.0,159.0,38.0,10000.0,125000.0,737.0,-1,159400.0,5700.0,350.0,13248.0,8406.0,1493.0,-1,26303.0,75000.0,3274810.0,2800.0,100.0,0.0,2960.0,-1,3500.0,55.0,16800.0,31000.0,2463.0,1043.0,1124.0,21705.0,390.0,32.0,88000.0,80500.0,36360.0,-1.0,4200.0,29207.0,1413.0,90000.0,681.0,1500.0,6500.0,-1,112493.0,206.0,104.0,3000.0
2006,111688.0,58589.0,-1.0,160129.0,196595.0,187200.0,226.0,1051.0,2664.0,-1.0,1193.0,450.0,1100.0,10100.0,36000.0,503.0,390.0,28.0,483.0,219866.0,13511.0,-1,55.0,8887.0,1000.0,500.0,1300.0,1161589.0,740000.0,41160.0,-1,2192.0,400.0,9790.0,150.0,107.0,1103000.0,900.0,52000.0,167.0,37.0,13500.0,384600.0,675.0,-1,135100.0,4000.0,410.0,20917.0,8400.0,1400.0,-1,29030.0,75800.0,3300000.0,3200.0,130.0,0.0,2953.0,-1,2500.0,53.0,15900.0,29101.0,2447.0,1052.0,1048.0,21710.0,390.0,0.0,63000.0,80900.0,36657.0,-1.0,4391.0,36749.0,1271.0,92000.0,685.0,1700.0,9500.0,-1,121421.0,210.0,107.0,2985.0
2007,87400.0,55903.0,-1.0,169093.0,201619.0,186640.0,227.0,1027.0,2792.0,-1.0,1113.0,455.0,1335.0,10291.0,60000.0,492.0,399.0,30.0,496.0,218000.0,12865.0,-1,49.0,8840.0,1125.0,1000.0,1400.0,3552304.0,750000.0,41564.0,-1,1882.0,500.0,9926.0,100.0,110.0,3496401.0,900.0,50000.0,174.0,37.0,16000.0,389900.0,622.0,-1,117270.0,1600.0,420.0,12921.0,8500.0,1345.0,-1,50800.0,80000.0,3325000.0,3800.0,120.0,0.0,3205.0,-1,2500.0,53.0,21840.0,32319.0,2465.0,1050.0,967.0,22250.0,400.0,43.0,108000.0,83200.0,36843.0,-1.0,4587.0,15450.0,1261.0,94000.0,690.0,1791.0,9343.0,-1,91406.0,214.0,110.0,2972.0
2008,66477.0,57726.0,-1.0,150387.0,199675.0,201120.0,228.0,3522.0,2800.0,-1.0,1100.0,471.0,1312.0,10258.0,80000.0,435.0,400.0,28.0,508.0,223655.0,12763.0,-1,55.0,5587.0,1100.0,3000.0,1500.0,3994641.0,695439.0,42015.0,-1,2251.0,451.0,10062.0,500.0,112.0,3936915.0,800.0,51000.0,174.0,37.0,6000.0,453000.0,545.0,-1,116000.0,1600.0,341.0,4816.0,8600.0,1253.0,-1,61690.0,77166.0,3400000.0,4972.0,700.0,0.0,2393.0,-1,2549.0,53.0,16860.0,13775.0,2484.0,1081.0,800.0,22500.0,597.0,75.0,129474.0,83600.0,36697.0,200.0,4896.0,26900.0,1209.0,95000.0,690.0,1658.0,10252.0,-1,106419.0,215.0,112.0,3090.0
2009,126908.0,61061.0,-1.0,143685.0,192187.0,205824.0,230.0,4286.0,3151.0,-1.0,1300.0,500.0,1288.0,10309.0,80000.0,397.0,441.0,28.0,520.0,226481.0,13974.0,-1,52.0,3200.0,1100.0,3000.0,1700.0,4694468.0,645574.0,42443.0,-1,2802.0,600.0,10199.0,130.0,106.0,4633407.0,800.0,53000.0,194.0,30.0,6000.0,634200.0,450.0,-1,106000.0,2000.0,402.0,23796.0,8700.0,1168.0,-1,47174.0,74671.0,3800000.0,5333.0,160.0,0.0,2387.0,-1,2587.0,54.0,18000.0,14295.0,2400.0,1100.0,500.0,25500.0,800.0,79.0,144511.0,95400.0,37676.0,200.0,5127.0,26182.0,1170.0,98000.0,693.0,1609.0,10395.0,-1,232345.0,217.0,106.0,2901.0
2010,123936.0,70588.0,-1.0,105317.0,188340.0,194157.0,231.0,4285.0,3326.0,-1.0,1370.0,800.0,1263.0,10076.0,81000.0,419.0,487.0,28.0,533.0,229267.0,7010.0,-1,50.0,2830.0,1127.0,3500.0,1900.0,4888588.0,586214.0,43000.0,-1,3784.0,400.0,10337.0,209.0,106.0,4818000.0,700.0,54491.0,205.0,35.0,6000.0,781800.0,500.0,-1,93449.0,2000.0,356.0,16007.0,8518.0,1083.0,-1,37195.0,74603.0,3800000.0,4723.0,100.0,0.0,2494.0,-1,2564.0,54.0,13365.0,18587.0,2500.0,1200.0,355.0,20776.0,700.0,79.0,159400.0,104200.0,37922.0,200.0,5358.0,26808.0,1192.0,99225.0,695.0,1559.0,10852.0,-1,247599.0,215.0,106.0,2346.0
2011,123689.0,74243.0,-1.0,106292.0,182550.0,201164.0,233.0,4534.0,3467.0,-1.0,1029.0,800.0,1237.0,9866.0,81000.0,489.0,550.0,28.0,548.0,238000.0,9148.0,-1,48.0,3190.0,1143.0,3500.0,2550.0,3952770.0,465114.0,43321.0,-1,3901.0,400.0,10476.0,213.0,107.0,3878527.0,700.0,58385.0,217.0,112.0,6000.0,589000.0,470.0,-1,86210.0,2000.0,412.0,15761.0,8466.0,999.0,-1,34200.0,74561.0,3800000.0,5785.0,110.0,0.0,1928.0,-1,2561.0,54.0,15560.0,20000.0,2650.0,1250.0,283.0,19482.0,600.0,79.0,145200.0,121200.0,39283.0,200.0,5589.0,32549.0,1263.0,100680.0,697.0,1400.0,11380.0,-1,266938.0,225.0,107.0,2170.0
2012,123443.0,69668.0,-1.0,108014.0,178549.0,178260.0,234.0,3965.0,3800.0,-1.0,925.0,380.0,1100.0,9700.0,70000.0,570.0,550.0,29.0,550.0,240000.0,6000.0,-1,57.0,1655.0,1200.0,3500.0,1980.0,4870018.0,688235.0,44000.0,-1,2910.0,1200.0,11000.0,220.0,108.0,4800350.0,725.0,59663.0,235.0,88.0,0.0,967000.0,480.0,-1,71915.0,2000.0,430.0,6091.0,8200.0,700.0,-1,45000.0,74519.0,3900000.0,5160.0,115.0,0.0,1195.0,-1,2550.0,54.0,14632.0,19000.0,2700.0,1300.0,225.0,20105.0,750.0,79.0,147000.0,117100.0,40050.0,240.0,6000.0,41178.0,1356.0,102000.0,700.0,1500.0,12000.0,-1,199988.0,230.0,108.0,2136.0
2013,123196.0,60805.0,-1.0,99019.0,164091.0,222860.0,236.0,5714.0,3700.0,-1.0,888.0,380.0,1179.0,10045.0,71000.0,610.0,550.0,29.0,600.0,234459.0,7171.0,-1,57.0,1820.0,1173.0,3700.0,1200.0,4843205.0,764698.0,44000.0,-1,3174.0,700.0,10675.0,223.0,110.0,4782400.0,722.0,61251.0,240.0,57.0,2081.0,855000.0,356.0,-1,60368.0,3000.0,420.0,6060.0,8410.0,868.0,-1,40823.0,74478.0,3800000.0,5335.0,120.0,0.0,2436.0,-1,2550.0,55.0,16984.0,18000.0,2608.0,1327.0,212.0,19810.0,847.0,79.0,151986.0,126761.0,40804.0,263.0,6061.0,41993.0,1396.0,103065.0,700.0,1634.0,12000.0,-1,304407.0,236.0,110.0,2592.0
2014,122949.0,66982.0,-1.0,91251.0,160740.0,227978.0,237.0,7367.0,3539.0,-1.0,851.0,506.0,1276.0,10533.0,70000.0,608.0,547.0,29.0,615.0,231538.0,12200.0,-1,57.0,1857.0,1177.0,4000.0,1600.0,5097282.0,728315.0,44531.0,-1,3325.0,800.0,10586.0,227.0,111.0,5030300.0,583.0,62840.0,245.0,56.0,6094.0,745500.0,311.0,-1,48058.0,3000.0,400.0,12050.0,8715.0,955.0,-1,36287.0,74436.0,3783826.0,5837.0,120.0,0.0,3609.0,-1,2500.0,55.0,17746.0,16878.0,2604.0,1305.0,200.0,19516.0,696.0,79.0,168274.0,140412.0,42200.0,41.0,5690.0,44013.0,1405.0,105246.0,710.0,1818.0,12827.0,-1,268935.0,239.0,111.0,2158.0
