,Cuba,United States of America,Bhutan,Nicaragua,Micronesia (Federated States of),Israel,Australia & New Zealand,Australia,New Zealand,Pakistan,French Guiana,United Republic of Tanzania,Philippines,Samoa,Nepal,Ethiopia,Kenya,Guyana,South Africa,Italy,United Arab Emirates,Qatar,Zambia,Mauritius,Saudi Arabia,Yemen,Suriname,Albania,Niue,China,Morocco,Uzbekistan,Honduras,Colombia,Spain,Grenada,Kyrgyzstan,Gabon,Malawi,India,Malta,"China, Taiwan Province of",Ecuador,Swaziland,Japan,Turkey,Jordan,Afghanistan,Angola,Trinidad and Tobago,Egypt,Malaysia,Georgia,Greece,Azerbaijan,France,Republic of Korea,Nigeria,Micronesia,Zimbabwe,Martinique,Syrian Arab Republic,Tunisia,Occupied Palestinian Territory,Iran (Islamic Republic of),Kazakhstan,Ghana,Mexico,Guinea,"China, mainland",French Polynesia,Sierra Leone,Algeria,Peru,Côte d'Ivoire,Polynesia,Portugal,Thailand,Guatemala,Cyprus
2002,430.0,81.0,3519.0,350.0,,924.0,899.0,99.0,800.0,,0.0,8365.0,19781.0,134.0,124.0,353.0,15051.0,360.0,314.0,1534.0,386.0,180.0,,105.0,10366.0,30.0,312.0,-1.0,-1.0,65983.0,1100.0,100.0,125.0,42000.0,1100.0,135.0,3.0,225.0,601.0,7577.0,90.0,3983.0,3550.0,40.0,10970.0,203.0,6.0,936.0,14965.0,480.0,163.0,1100.0,-1.0,130.0,250.0,-1.0,237.0,725183.0,,87.0,27.0,6400.0,6900.0,7.0,5083.0,11.0,,15100.0,41857.0,62000.0,27.0,14682.0,385.0,2466.0,2650.0,160.0,-1.0,1640.0,5408.0,40.0
2003,450.0,1000.0,3529.0,350.0,,1096.0,901.0,106.0,795.0,,0.0,8748.0,19947.0,136.0,127.0,384.0,19335.0,320.0,312.0,1533.0,369.0,180.0,,110.0,11025.0,30.0,405.0,-1.0,-1.0,73725.0,1106.0,100.0,120.0,42278.0,650.0,135.0,5.0,226.0,584.0,9600.0,90.0,3725.0,3600.0,40.0,10530.0,203.0,4.0,1009.0,15409.0,490.0,163.0,1278.0,-1.0,120.0,300.0,-1.0,235.0,725452.0,,88.0,24.0,5600.0,7200.0,6.0,5148.0,12.0,,15800.0,41933.0,70000.0,30.0,15000.0,382.0,2500.0,2850.0,166.0,,1600.0,5153.0,35.0
2004,500.0,1377.0,3500.0,300.0,,964.0,905.0,100.0,805.0,,0.0,9154.0,20013.0,137.0,131.0,397.0,20000.0,300.0,309.0,1463.0,370.0,143.0,,115.0,11206.0,31.0,430.0,-1.0,-1.0,75705.0,1113.0,100.0,120.0,40677.0,2500.0,135.0,5.0,228.0,571.0,9600.0,90.0,3705.0,5393.0,40.0,9930.0,200.0,3.0,770.0,15668.0,500.0,168.0,1512.0,-1.0,111.0,200.0,-1.0,233.0,725190.0,,88.0,24.0,6000.0,7100.0,87.0,5226.0,12.0,,16600.0,41961.0,72000.0,25.0,15500.0,391.0,2600.0,2811.0,162.0,,2700.0,5125.0,42.0
2005,500.0,1175.0,3640.0,300.0,,868.0,929.0,120.0,809.0,,0.0,9481.0,20209.0,138.0,131.0,411.0,18180.0,312.0,307.0,1462.0,507.0,89.0,,122.0,12139.0,31.0,455.0,-1.0,-1.0,78807.0,1900.0,100.0,125.0,42423.0,3726.0,135.0,5.0,229.0,557.0,10000.0,86.0,3807.0,6754.0,40.0,9520.0,210.0,3.0,706.0,16118.0,520.0,190.0,2000.0,-1.0,109.0,200.0,-1.0,230.0,731000.0,,88.0,24.0,6000.0,8200.0,142.0,5500.0,40.0,,17400.0,41500.0,75000.0,30.0,16000.0,459.0,2700.0,2869.0,168.0,,1700.0,5301.0,40.0
2006,500.0,1012.0,3444.0,290.0,,619.0,951.0,135.0,816.0,,0.0,9914.0,20253.0,139.0,132.0,431.0,13901.0,280.0,305.0,1567.0,622.0,87.0,,128.0,13498.0,31.0,410.0,-1.0,-1.0,84050.0,1800.0,100.0,125.0,42000.0,4663.0,135.0,5.0,230.0,537.0,31000.0,79.0,4050.0,6750.0,42.0,8990.0,203.0,0.0,500.0,15823.0,528.0,220.0,2800.0,,109.0,250.0,-1.0,170.0,727142.0,,100.0,24.0,6200.0,8221.0,188.0,5544.0,45.0,,12500.0,42163.0,80000.0,25.0,16200.0,400.0,2800.0,2934.0,164.0,,2500.0,7200.0,41.0
2007,500.0,2226.0,3600.0,290.0,,650.0,975.0,146.0,829.0,,0.0,10367.0,20545.0,140.0,129.0,456.0,10925.0,294.0,302.0,1535.0,508.0,89.0,,134.0,14315.0,31.0,435.0,-1.0,-1.0,178239.0,2500.0,102.0,130.0,43000.0,3794.0,150.0,5.0,230.0,535.0,31000.0,74.0,4239.0,6800.0,41.0,6205.0,180.0,4.0,200.0,11746.0,539.0,250.0,3500.0,,105.0,350.0,-1.0,206.0,732000.0,,102.0,24.0,6600.0,8500.0,165.0,5871.0,50.0,,21400.0,41700.0,174000.0,25.0,16400.0,370.0,2750.0,2940.0,165.0,,2384.0,12000.0,42.0
2008,500.0,2104.0,2300.0,250.0,,726.0,990.0,140.0,850.0,,0.0,10858.0,20956.0,141.0,565.0,475.0,8437.0,292.0,300.0,1500.0,483.0,90.0,,140.0,14884.0,30.0,219.0,20.0,-1.0,150206.0,1900.0,100.0,196.0,40586.0,2242.0,150.0,5.0,230.0,535.0,36200.0,65.0,4206.0,6900.0,41.0,6000.0,170.0,7.0,200.0,8967.0,553.0,308.0,1000.0,,100.0,800.0,,203.0,721118.0,,106.0,25.0,6600.0,8600.0,207.0,5754.0,39.0,,25799.0,42607.0,146000.0,22.0,16500.0,361.0,2800.0,2920.0,163.0,,2594.0,16000.0,35.0
2009,477.0,2104.0,2500.0,250.0,,749.0,1019.0,139.0,880.0,,0.0,11372.0,20912.0,141.0,685.0,489.0,23896.0,289.0,298.0,1533.0,200.0,87.0,,146.0,15216.0,32.0,231.0,20.0,-1.0,184379.0,2000.0,100.0,260.0,38454.0,3623.0,151.0,8.0,230.0,500.0,50700.0,60.0,4379.0,7700.0,42.0,5900.0,180.0,7.0,200.0,19490.0,561.0,322.0,1000.0,,140.0,800.0,,199.0,780000.0,,120.0,25.0,6791.0,9800.0,206.0,5568.0,40.0,,29097.0,43011.0,180000.0,20.0,17000.0,389.0,3000.0,2989.0,161.0,,2527.0,16000.0,41.0
2010,468.0,1902.0,2634.0,240.0,,750.0,1012.0,138.0,874.0,,0.0,12000.0,20987.0,142.0,685.0,499.0,31247.0,289.0,296.0,1533.0,160.0,111.0,,153.0,13015.0,33.0,210.0,20.0,-1.0,190390.0,1500.0,100.0,230.0,35557.0,2624.0,154.0,5.0,232.0,492.0,63000.0,65.0,4390.0,6463.0,40.0,5094.0,157.0,7.0,200.0,21027.0,567.0,335.0,1000.0,,176.0,500.0,,195.0,790000.0,,180.0,25.0,6751.0,10270.0,260.0,5563.0,40.0,,31600.0,43382.0,186000.0,21.0,17353.0,421.0,3038.0,3000.0,163.0,,2583.0,16200.0,36.0
2011,461.0,1700.0,2736.0,240.0,,837.0,1012.0,130.0,882.0,,0.0,12472.0,21141.0,143.0,789.0,504.0,31279.0,292.0,294.0,1667.0,200.0,101.0,,160.0,12172.0,34.0,125.0,20.0,-1.0,174468.0,1754.0,153.0,200.0,28851.0,2718.0,156.0,5.0,235.0,500.0,47000.0,62.0,4468.0,6345.0,43.0,4670.0,153.0,7.0,200.0,21196.0,573.0,346.0,1000.0,,175.0,800.0,,191.0,795000.0,,180.0,25.0,7246.0,11330.0,269.0,5559.0,40.0,,28800.0,44600.0,170000.0,24.0,17646.0,450.0,3226.0,3099.0,167.0,,2655.0,16200.0,40.0
2012,460.0,1578.0,2400.0,240.0,,937.0,1005.0,135.0,870.0,,0.0,13000.0,80843.0,145.0,679.0,515.0,31311.0,310.0,270.0,1851.0,206.0,95.0,,170.0,12029.0,35.0,95.0,11.0,-1.0,177371.0,1650.0,194.0,300.0,43545.0,1368.0,164.0,5.0,240.0,500.0,77000.0,55.0,4371.0,6815.0,42.0,3906.0,153.0,7.0,200.0,27644.0,580.0,421.0,0.0,,200.0,800.0,,170.0,800000.0,,80.0,25.0,7560.0,11050.0,205.0,5556.0,80.0,,29000.0,45000.0,173000.0,28.0,18000.0,450.0,3328.0,3150.0,173.0,,2700.0,13000.0,42.0
2013,460.0,1578.0,2300.0,234.0,,1554.0,1047.0,144.0,903.0,,0.0,13000.0,20262.0,144.0,832.0,500.0,31344.0,322.0,293.0,1851.0,284.0,90.0,,180.0,11029.0,35.0,145.0,13.0,-1.0,185536.0,1919.0,187.0,330.0,46257.0,1377.0,161.0,5.0,241.0,473.0,68000.0,43.0,3936.0,7058.0,45.0,3284.0,47.0,6.0,300.0,37570.0,590.0,389.0,357.0,,228.0,800.0,,182.0,795000.0,,80.0,25.0,7669.0,12066.0,228.0,5553.0,50.0,,32504.0,44059.0,181600.0,30.0,18138.0,450.0,3414.0,3200.0,174.0,,2700.0,13500.0,41.0
2014,450.0,1457.0,2361.0,190.0,,2171.0,1094.0,156.0,938.0,,0.0,13204.0,20065.0,146.0,934.0,485.0,31376.0,290.0,299.0,1851.0,221.0,82.0,,190.0,10556.0,35.0,353.0,12.0,-1.0,182595.0,2008.0,200.0,245.0,46672.0,2583.0,162.0,5.0,233.0,456.0,57000.0,37.0,3945.0,7327.0,45.0,2619.0,46.0,6.0,300.0,27514.0,636.0,407.0,1035.0,,256.0,800.0,,197.0,791524.0,,111.0,25.0,7747.0,13500.0,244.0,5550.0,50.0,,36094.0,43538.0,178650.0,30.0,18446.0,445.0,3501.0,3300.0,176.0,,2894.0,13200.0,42.0
