,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Morocco,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,Slovakia,Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Grenada,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Tuvalu,Cook Islands,Guadeloupe,Tokelau,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,United States Virgin Islands,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Saint Pierre and Miquelon,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),British Virgin Islands,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1974,3339000.0,2013.0,505.0,7411.0,1179.0,715.0,60622.0,5352.0,77202.0,982.0,103140.0,17980.0,1935.0,1250.0,3600.0,13000.0,981924.0,,9564.0,6800.0,72680.0,373190.0,2175845.0,14152.0,44761.0,30821.0,980.0,,0.0,10241.0,54000.0,68443.0,490.0,,345250.0,30138.0,69000.0,,22140.0,210330.0,82900.0,148523.0,247139.0,13307.0,472205.0,0.0,240000.0,3600.0,83895.0,,181078.0,,442987.0,0.0,,985.0,32.0,2638.0,,5000.0,126843.0,238784.0,0.0,8672.0,52655.0,128012.0,112328.0,3700.0,,5040.0,32.0,0.0,17900.0,,157131.0,995.0,0.0,51386.0,72360.0,437020.0,96710.0,66180.0,202.0,825.0,,127250.0,24282.0,4500.0,602.0,554.0,37775.0,,,,98913.0,13850.0,0.0,2830.0,7100.0,3.0,156291.0,212870.0,188163.0,,2072.0,161125.0,146973.0,21000.0,179755.0,495733.0,3975.0,,6830.0,1853.0,10450.0,10870.0,,1680.0,,3874.0,677.0,58700.0,1800.0,350.0,48500.0,,,1690.0,31397.0,545.0,250473.0,634500.0,50996.0,0.0,30.0,15665.0,,107496.0,44350.0,1423293.0,77543.0,398700.0,946000.0,15125.0,,10625.0,3650.0,,154874.0,1208659.0,1407600.0,332.0,1945826.0,8300.0,228155.0,102.0,49380.0,0.0,22206.0,3000.0,297652.0,,1996.0,550683.0,35000.0,12661.0,213000.0,8876.0,,,109.0,6800.0,,1835893.0,1420.0,1169800.0,2.0,,1504660.0,0.0,,88360.0,29.0,10355.0,22000.0,20040.0,,31340.0,50687.0,390730.0,640.0,2900.0,140226.0,322000.0,1200.0,58200.0,,19782.0,18295.0,193500.0,90.0,1121148.0,48010.0,3019.0,400.0,688.0,518181.0,131600.0,33.0,4125.0,4000.0,45137.0,125.0,467610.0,17370.0,,274289.0,,,24620.0
1975,3440600.0,1983.0,565.0,7390.0,1328.0,890.0,61342.0,7253.0,75887.0,987.0,104455.0,18000.0,2041.0,1250.0,3600.0,14000.0,1077986.0,,10774.0,3664.0,83320.0,382356.0,2225973.0,14387.0,52111.0,30668.0,960.0,,0.0,10746.0,53000.0,64148.0,750.0,,339750.0,31472.0,69000.0,,22160.0,206216.0,81160.0,151379.0,246974.0,14748.0,491407.0,0.0,283400.0,3600.0,72468.0,,190358.0,,447519.0,0.0,,985.0,32.0,2609.0,,5000.0,129260.0,246065.0,0.0,8180.0,55970.0,129314.0,114970.0,3700.0,,5135.0,33.0,0.0,16800.0,,157203.0,1026.0,0.0,52080.0,74860.0,443190.0,92797.0,62880.0,122.0,856.0,,127100.0,26228.0,6000.0,602.0,498.0,40568.0,,,,100515.0,10500.0,0.0,2450.0,6900.0,3.0,154364.0,211450.0,191217.0,,2725.0,157046.0,142659.0,21500.0,195621.0,463355.0,4197.0,,6990.0,2577.0,9850.0,11520.0,,1790.0,,4097.0,817.0,57100.0,1860.0,210.0,65000.0,,,1620.0,31970.0,548.0,230054.0,636200.0,53372.0,0.0,10.0,15765.0,,108955.0,42070.0,1394273.0,77165.0,405100.0,964000.0,16229.0,,10650.0,3660.0,,154042.0,1220568.0,1483900.0,385.0,1954664.0,8500.0,214600.0,97.0,45830.0,0.0,21319.0,3000.0,295723.0,,2057.0,530992.0,35000.0,12526.0,213500.0,7902.0,,,109.0,8543.0,,1840150.0,1420.0,1203700.0,2.0,,1576907.0,0.0,,85160.0,30.0,11031.0,23000.0,20590.0,,31840.0,45472.0,385060.0,660.0,2950.0,141904.0,342200.0,1200.0,53250.0,,20882.0,18400.0,189300.0,90.0,1122299.0,52105.0,3027.0,400.0,708.0,542893.0,132300.0,31.0,4125.0,4000.0,47817.0,200.0,513622.0,16219.0,,266180.0,,,24970.0
1976,3356000.0,2105.0,625.0,7460.0,1197.0,902.0,62552.0,6945.0,78487.0,992.0,106870.0,17800.0,1977.0,1300.0,3600.0,14800.0,1108811.0,,10908.0,5100.0,74500.0,391461.0,2231931.0,15081.0,54863.0,30307.0,1030.0,,0.0,11452.0,53500.0,71592.0,760.0,,337050.0,31907.0,71000.0,,22310.0,199843.0,85760.0,171501.0,245836.0,13885.0,510957.0,0.0,252500.0,3700.0,73407.0,,200261.0,,450969.0,0.0,,985.0,26.0,3190.0,,5450.0,150570.0,348345.0,0.0,9120.0,58525.0,133033.0,108896.0,3800.0,,5135.0,31.0,0.0,17500.0,,157538.0,971.0,0.0,49090.0,78770.0,426620.0,92764.0,60800.0,122.0,887.0,,126350.0,25204.0,6000.0,602.0,509.0,41672.0,,,,104910.0,11590.0,0.0,2455.0,6900.0,3.0,152164.0,220660.0,200113.0,,3532.0,152706.0,137625.0,21500.0,193999.0,483960.0,4610.0,,7140.0,3010.0,10000.0,12050.0,,1800.0,,3903.0,770.0,57700.0,1930.0,320.0,70000.0,,,1670.0,32500.0,550.0,229398.0,517247.0,55383.0,0.0,20.0,16115.0,,111354.0,44950.0,1424970.0,90253.0,411800.0,972000.0,16772.0,,10480.0,3540.0,,156681.0,1242755.0,1581300.0,397.0,2000370.0,8500.0,185600.0,80.0,49440.0,0.0,22280.0,3000.0,298200.0,,2089.0,595177.0,35000.0,12738.0,214000.0,7921.0,,,109.0,8775.0,,1845438.0,1420.0,1286600.0,2.0,,1674384.0,0.0,,83710.0,30.0,7062.0,23000.0,20565.0,,32340.0,45472.0,377720.0,680.0,2950.0,155635.0,347600.0,1300.0,53800.0,,21482.0,19210.0,192416.0,90.0,1115684.0,52900.0,4435.0,350.0,717.0,532339.0,143000.0,32.0,2650.0,4200.0,52872.0,105.0,513952.0,16038.0,,258731.0,,,24980.0
1977,3371000.0,2057.0,685.0,7130.0,1257.0,848.0,63782.0,9185.0,84287.0,997.0,106275.0,18300.0,2073.0,1320.0,3600.0,15600.0,1164109.0,,12030.0,5500.0,74640.0,439670.0,2214162.0,15817.0,56392.0,29721.0,1100.0,,0.0,12200.0,54000.0,64867.0,760.0,,342400.0,33199.0,72953.0,,22460.0,191798.0,82160.0,173042.0,246000.0,13774.0,531007.0,0.0,201400.0,3800.0,73497.0,,208187.0,,451758.0,0.0,,985.0,20.0,3889.0,,5400.0,126220.0,358026.0,0.0,11027.0,53970.0,134119.0,106730.0,4000.0,,5235.0,31.0,0.0,18000.0,,155436.0,954.0,0.0,51760.0,80770.0,409430.0,95457.0,59500.0,763.0,898.0,,125600.0,24918.0,6000.0,602.0,480.0,43764.0,,,,105030.0,13000.0,0.0,1513.0,7600.0,3.0,160260.0,208820.0,195780.0,,4380.0,152269.0,136452.0,21500.0,214355.0,500210.0,4070.0,,7250.0,4558.0,10160.0,11930.0,,1910.0,,3957.0,870.0,57800.0,1930.0,234.0,75000.0,,,1730.0,33500.0,550.0,251309.0,487290.0,53011.0,0.0,9.0,16115.0,,110944.0,43875.0,1398439.0,99205.0,419100.0,977000.0,16826.0,,10760.0,3610.0,,158398.0,1234583.0,1674850.0,399.0,2046378.0,9050.0,197900.0,70.0,51580.0,0.0,27355.0,3000.0,290600.0,,2141.0,599538.0,32000.0,12812.0,214500.0,7421.0,,,110.0,9950.0,203.0,1839388.0,1420.0,1346100.0,2.0,,1770541.0,50.0,,83010.0,31.0,14219.0,16000.0,21650.0,,35160.0,48098.0,370384.0,700.0,2900.0,160560.0,349768.0,1300.0,50450.0,,22570.0,24147.0,199600.0,90.0,1107934.0,55665.0,4155.0,350.0,758.0,566257.0,137400.0,46.0,4380.0,4300.0,48842.0,190.0,513960.0,14768.0,,254436.0,,,25080.0
1978,3345000.0,1985.0,745.0,6780.0,1319.0,780.0,64852.0,9145.0,82187.0,1007.0,107865.0,18300.0,2194.0,1350.0,3600.0,16500.0,1193315.0,,11978.0,7040.0,81880.0,449300.0,2205890.0,17727.0,58871.0,30814.0,1150.0,,0.0,12200.0,53500.0,69226.0,770.0,,330600.0,34185.0,72943.0,,22560.0,185703.0,87460.0,176685.0,247000.0,13952.0,531507.0,0.0,189500.0,3900.0,50880.0,,202053.0,,467331.0,0.0,,985.0,20.0,2130.0,,6400.0,128205.0,355006.0,0.0,9425.0,42982.0,134450.0,118917.0,4200.0,,5235.0,31.0,0.0,15700.0,,154489.0,964.0,0.0,53360.0,82280.0,400950.0,96871.0,60158.0,764.0,904.0,,125927.0,24678.0,6202.0,732.0,479.0,42511.0,,,,107230.0,13125.0,0.0,1464.0,7600.0,3.0,161966.0,231620.0,197587.0,,4508.0,152411.0,134684.0,21500.0,212784.0,504950.0,4250.0,,7530.0,6531.0,9900.0,11930.0,,2020.0,,3572.0,920.0,57800.0,2000.0,200.0,78000.0,,,1760.0,33500.0,551.0,198584.0,494294.0,56000.0,0.0,20.0,16165.0,,112696.0,42790.0,1370445.0,99906.0,429700.0,980000.0,16750.0,,11040.0,3430.0,,156394.0,1226093.0,1657450.0,390.0,2096638.0,8615.0,225800.0,60.0,53390.0,0.0,25670.0,3000.0,289670.0,,2142.0,595015.0,30000.0,13470.0,205000.0,7421.0,,,113.0,10050.0,906.0,1842515.0,1620.0,1393600.0,3.0,,1754521.0,50.0,,81710.0,32.0,14776.0,12000.0,21605.0,,37660.0,49775.0,366347.0,710.0,2800.0,164248.0,350020.0,1300.0,52800.0,,23110.0,25747.0,211000.0,90.0,1142239.0,61780.0,4705.0,350.0,759.0,594247.0,133408.0,47.0,4700.0,4400.0,47942.0,305.0,515760.0,14710.0,,255636.0,,,25190.0
1979,3326000.0,1954.0,805.0,6710.0,1318.0,720.0,90230.0,6335.0,73307.0,1017.0,108910.0,19510.0,2201.0,1350.0,3600.0,17100.0,1248233.0,,12307.0,6290.0,77970.0,462160.0,2173194.0,20496.0,51995.0,28696.0,1150.0,,0.0,12200.0,53500.0,74223.0,770.0,,322950.0,35585.0,82492.0,,22560.0,173829.0,83310.0,181645.0,246000.0,14328.0,529007.0,0.0,167600.0,4000.0,51099.0,,198100.0,,461259.0,0.0,,985.0,21.0,1770.0,,4300.0,115010.0,354887.0,0.0,10940.0,43531.0,136641.0,117592.0,4200.0,,5225.0,30.0,0.0,11200.0,,170461.0,953.0,0.0,54110.0,84380.0,400920.0,102668.0,60659.0,767.0,910.0,,120000.0,25321.0,6330.0,732.0,432.0,42605.0,,,,109656.0,12505.0,0.0,1223.0,7650.0,3.0,160741.0,229300.0,195389.0,,4509.0,156987.0,136491.0,21500.0,279351.0,538465.0,3650.0,,7590.0,6985.0,10550.0,12720.0,,2020.0,,3852.0,920.0,58500.0,2030.0,92.0,80000.0,,,1700.0,33520.0,550.0,181739.0,547332.0,58000.0,0.0,12.0,16265.0,,113750.0,44850.0,1358941.0,104131.0,431600.0,1087000.0,16150.0,,10290.0,3890.0,,158483.0,1212934.0,1757450.0,405.0,2142595.0,9210.0,226100.0,50.0,47710.0,0.0,32597.0,3000.0,256496.0,,2162.0,631428.0,28000.0,14470.0,215100.0,7121.0,,,117.0,10050.0,1034.0,1791570.0,1620.0,1398600.0,4.0,,1860210.0,50.0,,84010.0,33.0,9006.0,16000.0,22310.0,,40160.0,49940.0,364061.0,720.0,2850.0,161468.0,324055.0,1300.0,54400.0,,22909.0,27050.0,221900.0,90.0,1205832.0,64850.0,4240.0,350.0,789.0,594091.0,154202.0,47.0,4920.0,4500.0,44950.0,306.0,435620.0,14644.0,,258826.0,,,25300.0
1980,3299000.0,2139.0,865.0,7226.0,1305.0,720.0,91330.0,6345.0,70327.0,1028.0,109130.0,16410.0,2004.0,1370.0,3600.0,17366.0,1388819.0,,12089.0,5220.0,92590.0,477660.0,2207102.0,25023.0,56705.0,30431.0,1170.0,,0.0,12200.0,53500.0,71976.0,780.0,,314148.0,36715.0,80500.0,,24760.0,167744.0,86160.0,189808.0,247000.0,13543.0,538123.0,0.0,172700.0,4100.0,51608.0,,224600.0,,432687.0,0.0,,985.0,20.0,1510.0,,2500.0,122940.0,361168.0,0.0,11540.0,45122.0,138474.0,116485.0,4200.0,,5325.0,31.0,0.0,13300.0,,172850.0,946.0,0.0,55110.0,86000.0,391240.0,105523.0,63275.0,767.0,916.0,,119350.0,23833.0,6300.0,732.0,387.0,44311.0,,,,110250.0,10770.0,0.0,1274.0,7700.0,4.0,160484.0,236350.0,198682.0,,4509.0,162189.0,137166.0,22000.0,307187.0,595150.0,6465.0,,7670.0,7707.0,12400.0,13510.0,,2120.0,,3840.0,870.0,58300.0,2100.0,307.0,95000.0,,,1905.0,34730.0,550.0,192826.0,519315.0,66604.0,0.0,34.0,16870.0,,114233.0,51181.0,1306061.0,109675.0,447700.0,1105000.0,17170.0,,8720.0,4450.0,,152513.0,1222960.0,1783700.0,382.0,2206514.0,10350.0,233800.0,45.0,47123.0,0.0,29977.0,3000.0,259206.0,,2215.0,663337.0,25000.0,13427.0,235700.0,7111.0,,,117.0,10150.0,1210.0,1838702.0,1420.0,1281700.0,6.0,,1889530.0,50.0,,86282.0,34.0,7278.0,12000.0,22945.0,,42680.0,55248.0,360556.0,750.0,2850.0,171405.0,573393.0,1300.0,54050.0,,23047.0,27147.0,244491.0,91.0,1184552.0,68215.0,4285.0,350.0,768.0,658161.0,154388.0,47.0,4920.0,4800.0,49773.0,103.0,345167.0,15173.0,,254572.0,,,25430.0
1981,3313500.0,3216.0,925.0,6930.0,1371.0,594.0,92507.0,6445.0,74931.0,1038.0,112840.0,17000.0,2113.0,1400.0,3600.0,17800.0,1420633.0,,11720.0,5270.0,72111.0,477690.0,2206623.0,28833.0,60100.0,29021.0,1170.0,,0.0,12200.0,53400.0,72733.0,780.0,,316021.0,37462.0,78000.0,,24860.0,161282.0,89380.0,193717.0,249000.0,14304.0,550930.0,0.0,176000.0,4000.0,51501.0,,242800.0,,422591.0,0.0,,985.0,18.0,1280.0,,3200.0,126008.0,367448.0,0.0,14520.0,44275.0,142553.0,109007.0,4300.0,,5325.0,31.0,0.0,14300.0,,187310.0,917.0,0.0,56655.0,87600.0,384770.0,113283.0,63106.0,1461.0,922.0,,115700.0,22397.0,5870.0,732.0,395.0,40564.0,,,,106790.0,9785.0,0.0,1252.0,9180.0,4.0,162443.0,218090.0,197886.0,,2210.0,167086.0,138253.0,22500.0,353476.0,556390.0,6220.0,,7700.0,8353.0,13000.0,14010.0,,2120.0,,4694.0,920.0,58600.0,2100.0,390.0,106000.0,,,1915.0,34850.0,555.0,184032.0,557672.0,57500.0,0.0,36.0,16970.0,,118089.0,52755.0,1285470.0,107930.0,470000.0,1108000.0,17850.0,,8255.0,5500.0,,150452.0,1224698.0,1797350.0,381.0,2268140.0,9765.0,236370.0,53.0,48884.0,0.0,36343.0,3000.0,256919.0,,2661.0,669726.0,25000.0,13425.0,181000.0,6944.0,,,117.0,10280.0,1287.0,1821355.0,1220.0,1288700.0,6.0,,1911023.0,50.0,,87160.0,35.0,8568.0,20000.0,24110.0,,38680.0,56325.0,356717.0,760.0,2750.0,173170.0,575907.0,1400.0,50400.0,,22998.0,27320.0,265000.0,90.0,1167139.0,69010.0,5260.0,350.0,829.0,696710.0,152108.0,43.0,4500.0,4800.0,48920.0,206.0,352267.0,16083.0,,267759.0,,,25550.0
1982,3342600.0,3209.0,985.0,6497.0,1378.0,547.0,93877.0,7660.0,79351.0,1048.0,113490.0,17200.0,2121.0,1400.0,3700.0,18000.0,1478588.0,,11620.0,5300.0,81140.0,402149.0,2211564.0,32386.0,62130.0,29775.0,970.0,,0.0,13000.0,53400.0,77535.0,780.0,,311891.0,38367.0,78000.0,,24900.0,159257.0,86220.0,198462.0,246000.0,14103.0,591447.0,0.0,187050.0,3900.0,51173.0,,248900.0,,421463.0,0.0,,985.0,16.0,1450.0,,3210.0,128279.0,367929.0,0.0,13950.0,44728.0,147481.0,117422.0,4800.0,,5325.0,31.0,0.0,15500.0,,187670.0,566.0,0.0,56755.0,90700.0,346510.0,113161.0,64215.0,1470.0,928.0,,111700.0,23315.0,5580.0,732.0,463.0,41232.0,,,,107385.0,10315.0,0.0,1250.0,9380.0,5.0,163448.0,215780.0,199798.0,,1713.0,171587.0,139201.0,23000.0,381317.0,555975.0,6330.0,,8005.0,8772.0,14500.0,14210.0,,2180.0,,3780.0,820.0,58600.0,2140.0,450.0,115000.0,,,1990.0,36950.0,560.0,184376.0,613443.0,57500.0,0.0,45.0,17170.0,,118891.0,50606.0,1270223.0,109080.0,483400.0,1115000.0,18000.0,,8670.0,3610.0,,155281.0,1236962.0,1954250.0,388.0,2344240.0,9920.0,235950.0,50.0,50771.0,0.0,40600.0,3000.0,254674.0,,2705.0,709519.0,24000.0,12690.0,235300.0,6786.0,,,120.0,10380.0,1203.0,1807418.0,1400.0,1307800.0,7.0,,2067861.0,100.0,,88133.0,36.0,8688.0,18099.0,24740.0,,43680.0,56784.0,350944.0,780.0,2650.0,183994.0,578420.0,1400.0,52000.0,,23146.0,27430.0,263500.0,90.0,1029671.0,66375.0,4750.0,350.0,817.0,717684.0,147835.0,37.0,4000.0,5200.0,49609.0,208.0,362067.0,13941.0,,263530.0,,,25730.0
1983,3377100.0,3400.0,1045.0,6740.0,1409.0,602.0,94017.0,7975.0,78571.0,1058.0,113335.0,17500.0,2024.0,1450.0,3700.0,19000.0,1528603.0,,11365.0,5360.0,84430.0,408696.0,2199547.0,37680.0,57565.0,29571.0,985.0,,0.0,12900.0,53400.0,69822.0,980.0,,312427.0,38136.0,79000.0,,25100.0,156656.0,87120.0,205401.0,242000.0,14433.0,607308.0,0.0,181300.0,3950.0,51283.0,,247000.0,,421299.0,0.0,,885.0,15.0,1320.0,,3730.0,130925.0,374310.0,0.0,12980.0,43331.0,146000.0,118372.0,5000.0,,5320.0,31.0,0.0,16600.0,,189095.0,754.0,0.0,57280.0,92810.0,340960.0,116461.0,62691.0,1405.0,934.0,,107500.0,21865.0,5500.0,732.0,456.0,41790.0,,,,116680.0,9490.0,0.0,839.0,9380.0,4.0,162366.0,214890.0,205330.0,,1714.0,176888.0,139208.0,23000.0,411777.0,559678.0,4070.0,,8350.0,9275.0,15580.0,14960.0,,2180.0,,3710.0,910.0,59100.0,2170.0,390.0,126000.0,,,2636.0,39950.0,565.0,173737.0,607250.0,57500.0,0.0,5.0,17320.0,,119483.0,45896.0,1246003.0,111846.0,496400.0,1165000.0,18050.0,,8400.0,4680.0,,154223.0,1234237.0,2014970.0,392.0,2397410.0,10110.0,502378.0,50.0,47152.0,0.0,45810.0,3050.0,255629.0,,2742.0,721674.0,22000.0,13218.0,235500.0,6628.0,,,126.0,10380.0,1261.0,1595750.0,1201.0,1317800.0,10.0,,2131821.0,100.0,,89160.0,38.0,8598.0,18098.0,25385.0,,48190.0,57512.0,346007.0,800.0,2600.0,197819.0,576015.0,1400.0,52900.0,,22950.0,27430.0,253500.0,90.0,1046976.0,67820.0,4250.0,350.0,831.0,727951.0,155568.0,31.0,4200.0,5200.0,49700.0,205.0,320363.0,14535.0,,241891.0,,,25850.0
1984,3323300.0,2983.0,1105.0,6750.0,1460.0,738.0,95697.0,9595.0,78901.0,1068.0,113795.0,18100.0,2031.0,1450.0,3800.0,19000.0,1634946.0,,11245.0,7470.0,79900.0,404626.0,2148910.0,40806.0,45034.0,29675.0,997.0,,0.0,12827.0,53400.0,72611.0,1280.0,,312768.0,39070.0,77000.0,,24950.0,154741.0,88050.0,210401.0,238331.0,14264.0,644359.0,0.0,272610.0,4000.0,51309.0,,253500.0,,421325.0,0.0,,885.0,14.0,1200.0,,3293.0,132735.0,379190.0,0.0,13360.0,41585.0,144862.0,122195.0,5000.0,,5320.0,33.0,0.0,17600.0,,183755.0,734.0,0.0,56660.0,94020.0,330400.0,122086.0,65204.0,1305.0,940.0,,102465.0,21725.0,5500.0,732.0,478.0,45422.0,,,,125130.0,10140.0,0.0,813.0,9070.0,4.0,167866.0,214460.0,207992.0,,1714.0,180363.0,139557.0,23000.0,431769.0,543397.0,4870.0,,9413.0,8202.0,16160.0,15160.0,,2180.0,,4143.0,840.0,59100.0,2200.0,200.0,138500.0,,,2785.0,40060.0,570.0,172369.0,657014.0,57500.0,0.0,8.0,17570.0,,120213.0,50652.0,1226367.0,111778.0,500200.0,1166000.0,18300.0,,8230.0,5705.0,,162274.0,1212843.0,2217950.0,421.0,2591140.0,10680.0,410873.0,15544.0,45432.0,0.0,50112.0,3050.0,252546.0,,2838.0,729695.0,22000.0,13186.0,235500.0,6532.0,,,129.0,10380.0,1380.0,1593385.0,1315.0,1317900.0,10.0,,2340236.0,160.0,,86360.0,38.0,7213.0,17000.0,25808.0,,52200.0,56317.0,340743.0,810.0,2500.0,206240.0,563791.0,1500.0,52200.0,,24539.0,27430.0,271500.0,90.0,1023647.0,78004.0,3055.0,350.0,849.0,706875.0,161316.0,27.0,4000.0,5200.0,55630.0,206.0,342140.0,15397.0,,238965.0,,,25950.0
1985,3245000.0,4173.0,1170.0,9100.0,1500.0,683.0,96917.0,11785.0,224697.0,1085.0,116130.0,17900.0,2105.0,7700.0,3800.0,46471.0,1786449.0,,18435.0,12662.0,81740.0,420071.0,2164045.0,44250.0,56657.0,40012.0,1105.0,,0.0,13368.0,53400.0,75126.0,1280.0,,360265.0,156945.0,156370.0,,27450.0,297034.0,149532.0,199670.0,573408.0,16511.0,676539.0,750.0,300660.0,19830.0,44734.0,,262000.0,,438290.0,200.0,,920.0,13.0,970.0,,9667.0,134075.0,381071.0,42000.0,46805.0,45167.0,147590.0,425800.0,5580.0,,34580.0,100.0,0.0,36145.0,,187443.0,2305.0,6615.0,59505.0,94430.0,350180.0,127686.0,67674.0,4279.0,936.0,,99015.0,32722.0,6975.0,1311.0,497.0,46192.0,,,,145275.0,42288.0,45.0,787.0,10990.0,4.0,180333.0,213088.0,208897.0,,1915.0,187464.0,143214.0,32090.0,455634.0,571622.0,5805.0,,8000.0,8882.0,17905.0,15420.0,,2180.0,,4148.0,900.0,58050.0,9400.0,100.0,151100.0,,,2865.0,46520.0,1150.0,188153.0,617856.0,383770.0,25200.0,1296.0,17720.0,,122750.0,86496.0,1241094.0,113345.0,527180.0,1170000.0,18350.0,,9052.0,5736.0,,160601.0,1180750.0,2735900.0,577.0,2353615.0,13285.0,468023.0,24565.0,53581.0,40.0,130920.0,3050.0,493224.0,,16979.0,744651.0,206310.0,13146.0,266300.0,6342.0,,,132.0,14730.0,1432.0,1571089.0,2327.0,1320469.0,13.0,,2863686.0,12560.0,,89880.0,75.0,15088.0,39070.0,26634.0,,52200.0,103588.0,339813.0,820.0,2450.0,216542.0,560481.0,1500.0,50050.0,,28360.0,29252.0,254033.0,395.0,1027637.0,85609.0,4200.0,430.0,860.0,714681.0,169771.0,210.0,4500.0,29210.0,65650.0,209.0,347575.0,16132.0,,233259.0,,,26050.0
1986,3166700.0,4699.0,1260.0,9050.0,1460.0,1082.0,99502.0,11435.0,234590.0,1090.0,118865.0,21900.0,2114.0,7765.0,3900.0,46280.0,1889811.0,,18844.0,14032.0,62010.0,423765.0,2143311.0,43114.0,56497.0,38137.0,1055.0,,400.0,13354.0,53400.0,78237.0,1680.0,,358729.0,155630.0,156370.0,,27650.0,296114.0,161161.0,208091.0,570712.0,16761.0,722783.0,775.0,225600.0,19710.0,44265.0,,249595.0,,451242.0,200.0,,920.0,12.0,945.0,,11160.0,138540.0,382952.0,42500.0,49185.0,49018.0,149828.0,386734.0,6580.0,,34580.0,100.0,0.0,37255.0,,188530.0,2310.0,6495.0,62710.0,94680.0,323470.0,138249.0,67431.0,4292.0,937.0,,92315.0,32843.0,5970.0,1311.0,544.0,47377.0,,,,147680.0,42193.0,45.0,746.0,10870.0,4.0,179975.0,206310.0,210933.0,,1916.0,186635.0,143521.0,32220.0,477800.0,578588.0,6705.0,,8700.0,8927.0,17965.0,15430.0,,2180.0,,4060.0,900.0,58050.0,9400.0,170.0,151100.0,,,2965.0,46840.0,1150.0,237563.0,647500.0,321400.0,25200.0,1296.0,17870.0,,125640.0,87591.0,1242455.0,116962.0,537810.0,1183200.0,18606.0,,10425.0,7880.0,,163158.0,1151155.0,3668400.0,525.0,2452204.0,13500.0,498405.0,25185.0,55475.0,40.0,137980.0,3050.0,478850.0,,15920.0,725441.0,226200.0,13197.0,276300.0,6200.0,,,136.0,15230.0,1524.0,1561565.0,2322.0,1322091.0,14.0,,3806819.0,12560.0,,91800.0,77.0,15193.0,39170.0,26806.0,,52290.0,104661.0,334490.0,830.0,2450.0,267233.0,544789.0,1500.0,49180.0,,28600.0,30770.0,274700.0,395.0,1005875.0,90152.0,4251.0,430.0,840.0,738237.0,169200.0,348.0,4500.0,29310.0,76956.0,217.0,349059.0,18041.0,,222072.0,,,24150.0
