,USSR,Bahrain,Fiji,Australia,Panama,Pakistan,Slovakia,Thailand,Belize,Uruguay,Kenya,Guyana,South Africa,Serbia,Lao People's Democratic Republic,Solomon Islands,Lebanon,Somalia,Suriname,Albania,Brazil,Paraguay,Niger,Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Montenegro,Argentina,Colombia,New Caledonia,Tajikistan,India,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Republic of Moldova,Canada,Turkey,Jordan,South Sudan,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Dominica,France,Republic of Korea,Tunisia,Sudan,Mali,United Arab Emirates,Hungary,Syrian Arab Republic,Tonga,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,Spain,"China, mainland",French Polynesia,Cyprus,Kazakhstan,Bosnia and Herzegovina,Portugal,Guatemala,Saint Kitts and Nevis,Cuba,Austria,Puerto Rico,Romania,Turkmenistan,Philippines,Iraq,New Zealand,Senegal,United Republic of Tanzania,Libya,Costa Rica,Italy,Qatar,Saint Lucia,Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Chile,Honduras,Kyrgyzstan,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Afghanistan,Trinidad and Tobago,Namibia,Saudi Arabia,Georgia,Azerbaijan,Yemen,Oman,Viet Nam,Mauritania,Russian Federation,Cameroon,Bolivia (Plurinational State of),Grenada,Venezuela (Bolivarian Republic of),Brunei Darussalam,Mexico,Cook Islands,Ukraine,Kuwait,Guadeloupe,Polynesia,Croatia,Bulgaria,China
1985,395000.0,9.0,-1.0,2772.0,360.0,12355.0,,26641.0,-1.0,1800.0,-1.0,-1.0,4000.0,,-1.0,26.0,1800.0,900.0,162.0,-1.0,74612.0,27500.0,-1.0,4200.0,2922.0,3916.0,,8500.0,1300.0,-1.0,,14300.0,-1.0,255.0,2065.0,-1.0,-1.0,,-1.0,130000.0,3801.0,,55030.0,26.0,,2200.0,18425.0,-1.0,300.0,21208.0,16000.0,,6100.0,1614.0,9275.0,94891.0,128.0,36066.0,240202.0,2321.0,83000.0,27957.0,708000.0,160.0,803.0,,,300.0,1349.0,-1.0,-1.0,-1.0,-1.0,-1.0,,4070.0,53575.0,150.0,-1.0,-1.0,10000.0,-1.0,22732.0,93.0,-1.0,,-1.0,,,3700.0,12000.0,6383.0,650.0,,40740.0,19575.0,5740.0,-1.0,26400.0,,9700.0,45.0,-1.0,17984.0,,,5400.0,600.0,14000.0,760.0,,-1.0,1349.0,-1.0,4584.0,-1.0,34617.0,40.0,,52.0,35.0,328.0,,23243.0,727575.0
1986,397000.0,16.0,-1.0,2945.0,450.0,15440.0,,26500.0,-1.0,1900.0,-1.0,-1.0,4000.0,,-1.0,26.0,1900.0,1000.0,162.0,-1.0,72488.0,28500.0,-1.0,4500.0,3062.0,4270.0,,8500.0,1096.0,-1.0,,14700.0,-1.0,176.0,2084.0,-1.0,-1.0,,-1.0,130000.0,2030.0,,65110.0,26.0,,2100.0,17700.0,-1.0,200.0,22625.0,17000.0,,6300.0,1200.0,9604.0,84200.0,128.0,35820.0,260434.0,2540.0,83000.0,25800.0,734000.0,160.0,803.0,,,300.0,1590.0,-1.0,-1.0,-1.0,-1.0,-1.0,,4250.0,44450.0,117.0,-1.0,-1.0,10000.0,-1.0,22181.0,155.0,-1.0,,-1.0,,,3800.0,13000.0,6000.0,660.0,,40040.0,24166.0,5700.0,-1.0,25900.0,,8500.0,50.0,-1.0,18600.0,,,6412.0,800.0,15000.0,750.0,,-1.0,1445.0,-1.0,4779.0,-1.0,32217.0,40.0,,43.0,35.0,328.0,,24523.0,758166.0
1987,460000.0,14.0,-1.0,2779.0,400.0,16655.0,,26500.0,-1.0,2000.0,-1.0,-1.0,4000.0,,-1.0,27.0,1950.0,1100.0,259.0,-1.0,73749.0,19000.0,-1.0,4800.0,2935.0,4235.0,,8900.0,1320.0,-1.0,,15000.0,-1.0,244.0,3217.0,10.0,-1.0,,-1.0,130000.0,3180.0,,61330.0,27.0,,4000.0,19100.0,-1.0,200.0,21479.0,15000.0,,6500.0,1086.0,15978.0,73375.0,130.0,34289.0,252900.0,2814.0,82000.0,27400.0,818000.0,140.0,736.0,,,300.0,1875.0,-1.0,-1.0,-1.0,-1.0,-1.0,,3990.0,41650.0,156.0,2500.0,-1.0,10700.0,-1.0,21023.0,165.0,-1.0,,-1.0,,,3850.0,14700.0,5623.0,1000.0,,35060.0,22954.0,6410.0,-1.0,25500.0,,8500.0,100.0,-1.0,16750.0,,,7323.0,1000.0,15000.0,740.0,,-1.0,1480.0,-1.0,4745.0,-1.0,35536.0,35.0,,53.0,35.0,305.0,,25316.0,840954.0
1988,501000.0,17.0,-1.0,3082.0,188.0,19160.0,,26500.0,-1.0,1900.0,-1.0,-1.0,4400.0,,-1.0,27.0,2000.0,900.0,352.0,-1.0,72927.0,20000.0,-1.0,5000.0,3284.0,4550.0,,8900.0,1120.0,-1.0,,15500.0,-1.0,244.0,5610.0,10.0,-1.0,,-1.0,125000.0,3720.0,,60492.0,27.0,,2600.0,18800.0,-1.0,300.0,22762.0,12000.0,,6700.0,714.0,14314.0,62000.0,140.0,34902.0,121790.0,2553.0,82000.0,27500.0,833000.0,120.0,736.0,,,300.0,1753.0,-1.0,-1.0,-1.0,-1.0,-1.0,,4100.0,37475.0,202.0,3000.0,-1.0,11200.0,-1.0,20462.0,188.0,-1.0,,-1.0,,,3800.0,15200.0,5231.0,850.0,,32570.0,23614.0,7210.0,-1.0,24300.0,,8300.0,110.0,-1.0,18713.0,,,7720.0,1250.0,15000.0,700.0,,-1.0,694.0,-1.0,4718.0,-1.0,34618.0,32.0,,63.0,30.0,292.0,,24637.0,856614.0
1989,510000.0,16.0,-1.0,3196.0,268.0,20648.0,,26500.0,74.0,2000.0,-1.0,-1.0,4000.0,,-1.0,28.0,2300.0,1100.0,212.0,-1.0,67046.0,20500.0,-1.0,5000.0,3395.0,4970.0,,8500.0,2100.0,-1.0,,15700.0,-1.0,277.0,4330.0,11.0,-1.0,,-1.0,122240.0,2309.0,,50830.0,28.0,,2350.0,17800.0,-1.0,311.0,23122.0,20200.0,,6750.0,494.0,16227.0,31100.0,150.0,35371.0,166058.0,2414.0,82000.0,29500.0,700000.0,100.0,780.0,,,450.0,4200.0,-1.0,-1.0,-1.0,-1.0,-1.0,,4765.0,46275.0,199.0,3500.0,-1.0,11800.0,900.0,20842.0,232.0,-1.0,,-1.0,,,4000.0,15741.0,3743.0,500.0,,31160.0,21364.0,7850.0,38.0,23200.0,,7800.0,180.0,-1.0,22368.0,,,9776.0,1250.0,16000.0,1250.0,,-1.0,1675.0,-1.0,4771.0,-1.0,38183.0,30.0,,46.0,55.0,280.0,,23792.0,721364.0
1990,466000.0,7.0,-1.0,3376.0,627.0,21930.0,,25209.0,32.0,713.0,-1.0,-1.0,3643.0,,260.0,30.0,2500.0,1200.0,231.0,3100.0,67986.0,21000.0,-1.0,4966.0,3631.0,4900.0,,9000.0,1842.0,-1.0,,16000.0,-1.0,372.0,3310.0,11.0,10000.0,,-1.0,102845.0,3028.0,,49150.0,30.0,,3200.0,19430.0,-1.0,433.0,25681.0,31700.0,,6800.0,307.0,7681.0,28800.0,160.0,34594.0,136275.0,2372.0,84028.0,30800.0,555000.0,100.0,760.0,,,300.0,4200.0,-1.0,3700.0,-1.0,-1.0,-1.0,,6364.0,42775.0,255.0,4000.0,280.0,12500.0,1100.0,19772.0,256.0,-1.0,,-1.0,,,4000.0,17046.0,4311.0,400.0,,31980.0,19045.0,9340.0,107.0,22500.0,,8200.0,80.0,-1.0,21970.0,,,9304.0,1300.0,16913.0,650.0,,330.0,1710.0,-1.0,4741.0,2.0,29705.0,32.0,,35.0,50.0,292.0,,20994.0,574045.0
1991,480000.0,8.0,-1.0,4039.0,650.0,18458.0,,27000.0,115.0,800.0,-1.0,-1.0,3478.0,,257.0,36.0,2707.0,1100.0,375.0,2500.0,71413.0,21184.0,-1.0,5063.0,4299.0,2800.0,,9100.0,5215.0,-1.0,,16194.0,-1.0,303.0,4250.0,7.0,10856.0,,-1.0,128653.0,3098.0,,43049.0,36.0,,3000.0,15200.0,-1.0,619.0,30233.0,32600.0,,6638.0,299.0,4939.0,31461.0,162.0,34200.0,125372.0,2454.0,98905.0,27300.0,588000.0,89.0,730.0,,,300.0,4200.0,-1.0,3700.0,-1.0,-1.0,-1.0,,7297.0,31750.0,260.0,4500.0,250.0,13000.0,1400.0,20528.0,223.0,-1.0,,-1.0,,,4100.0,16248.0,3941.0,600.0,,35700.0,21549.0,14126.0,109.0,22100.0,,7800.0,100.0,-1.0,20764.0,,,8342.0,1350.0,16877.0,900.0,,430.0,1820.0,-1.0,7039.0,2.0,31787.0,30.0,,10.0,48.0,280.0,,26537.0,609549.0
1992,,9.0,-1.0,3633.0,545.0,19425.0,,27528.0,117.0,900.0,214.0,-1.0,3783.0,,284.0,35.0,2730.0,1000.0,541.0,3800.0,67907.0,21373.0,-1.0,5200.0,3903.0,2940.0,,9200.0,4707.0,-1.0,8630.0,16300.0,-1.0,437.0,3280.0,19.0,12000.0,6500.0,-1.0,153173.0,3000.0,,30474.0,35.0,9809.0,4500.0,16900.0,-1.0,482.0,35082.0,31100.0,,7000.0,242.0,4873.0,34751.0,170.0,,138166.0,2444.0,92890.0,26200.0,700000.0,82.0,700.0,33500.0,218.0,287.0,4200.0,-1.0,3701.0,-1.0,-1.0,-1.0,25831.0,7422.0,38000.0,270.0,5000.0,240.0,12000.0,1600.0,21592.0,167.0,-1.0,73800.0,-1.0,19214.0,3400.0,4150.0,12580.0,4460.0,1800.0,2900.0,38890.0,20198.0,14460.0,123.0,21400.0,-1.0,8160.0,130.0,-1.0,21381.0,6000.0,7700.0,7927.0,1300.0,17000.0,870.0,115000.0,500.0,1845.0,-1.0,7024.0,2.0,41805.0,30.0,76610.0,21.0,40.0,282.0,682.0,28411.0,720198.0
1993,,10.0,100.0,3724.0,660.0,22533.0,1380.0,27200.0,121.0,1000.0,330.0,-1.0,5000.0,,309.0,35.0,2800.0,1600.0,485.0,3900.0,67392.0,21500.0,-1.0,5000.0,3996.0,2900.0,,9300.0,4710.0,-1.0,9000.0,16500.0,-1.0,490.0,3200.0,11.0,13374.0,6200.0,-1.0,114616.0,2735.0,,32000.0,135.0,9128.0,5000.0,17000.0,-1.0,367.0,36572.0,23200.0,,7100.0,353.0,5556.0,28100.0,60.0,,132312.0,2197.0,81640.0,23200.0,870000.0,130.0,700.0,23000.0,150.0,275.0,4340.0,5.0,3767.0,-1.0,-1.0,-1.0,24726.0,7414.0,39000.0,272.0,5500.0,340.0,11500.0,1900.0,20682.0,177.0,-1.0,48100.0,-1.0,18156.0,2300.0,4000.0,12600.0,4525.0,2549.0,1500.0,35260.0,20537.0,15920.0,123.0,20600.0,-1.0,8267.0,110.0,-1.0,21637.0,5000.0,5400.0,7920.0,1200.0,17500.0,900.0,77600.0,550.0,1910.0,-1.0,10458.0,3.0,28498.0,20.0,75000.0,25.0,50.0,210.0,767.0,24000.0,890537.0
1994,,9.0,123.0,3891.0,670.0,22001.0,1463.0,28000.0,25.0,1000.0,280.0,-1.0,4000.0,,280.0,40.0,3000.0,2100.0,430.0,5300.0,72213.0,21800.0,-1.0,5100.0,4141.0,2850.0,,9400.0,4700.0,-1.0,9732.0,16800.0,-1.0,613.0,2830.0,10.0,13000.0,4500.0,-1.0,135000.0,3310.0,,40000.0,163.0,8785.0,6500.0,13800.0,-1.0,342.0,34535.0,27766.0,,7300.0,236.0,5875.0,27753.0,80.0,,101000.0,2426.0,84140.0,22300.0,851000.0,60.0,530.0,22400.0,158.0,262.0,4480.0,5.0,2979.0,-1.0,-1.0,-1.0,25000.0,6664.0,37000.0,250.0,6246.0,369.0,11000.0,2200.0,18005.0,130.0,-1.0,48500.0,389.0,17574.0,2700.0,4100.0,14480.0,5395.0,1500.0,2600.0,34910.0,18851.0,16760.0,150.0,19400.0,-1.0,8749.0,200.0,-1.0,22582.0,1978.0,6300.0,7571.0,1150.0,18000.0,1074.0,73800.0,620.0,1930.0,-1.0,13618.0,4.0,29097.0,15.0,51000.0,17.0,55.0,155.0,1141.0,32239.0,869851.0
1995,,8.0,140.0,3963.0,1000.0,23000.0,1500.0,27500.0,78.0,963.0,243.0,-1.0,4074.0,,437.0,40.0,3200.0,2075.0,420.0,5400.0,79347.0,19900.0,-1.0,6000.0,4243.0,2800.0,,9500.0,4606.0,-1.0,9848.0,17000.0,-1.0,590.0,3400.0,8.0,15632.0,13960.0,-1.0,131984.0,2900.0,,51418.0,180.0,8805.0,6000.0,16200.0,-1.0,331.0,45207.0,24770.0,,7417.0,200.0,6929.0,26200.0,77.0,,109000.0,3306.0,80320.0,21800.0,864760.0,80.0,750.0,24000.0,114.0,248.0,4550.0,4.0,6179.0,-1.0,-1.0,-1.0,20000.0,6066.0,38100.0,280.0,14148.0,383.0,13170.0,2400.0,18353.0,170.0,-1.0,43000.0,435.0,19120.0,3300.0,4200.0,10350.0,4418.0,1500.0,3580.0,34920.0,18363.0,16765.0,147.0,19000.0,-1.0,9276.0,250.0,-1.0,25267.0,2150.0,5800.0,7408.0,1100.0,18500.0,1089.0,94000.0,680.0,1966.0,-1.0,16533.0,4.0,30816.0,10.0,81700.0,29.0,50.0,167.0,1382.0,35697.0,883123.0
1996,,9.0,150.0,4228.0,1200.0,25000.0,1548.0,26000.0,90.0,1100.0,393.0,-1.0,3805.0,,571.0,35.0,3448.0,2221.0,190.0,8300.0,75261.0,20000.0,-1.0,5448.0,4528.0,2028.0,,9427.0,4500.0,-1.0,7648.0,17300.0,-1.0,786.0,2634.0,5.0,16866.0,10000.0,75.0,146000.0,2750.0,,42042.0,185.0,9150.0,6500.0,17500.0,-1.0,340.0,39270.0,27000.0,,7500.0,197.0,6152.0,25870.0,67.0,,124971.0,3293.0,80640.0,20100.0,960670.0,83.0,690.0,28300.0,119.0,234.0,4620.0,6.0,4081.0,-1.0,-1.0,-1.0,22000.0,5523.0,36631.0,300.0,10977.0,384.0,11000.0,2500.0,18000.0,162.0,-1.0,37400.0,290.0,22238.0,3800.0,4500.0,12700.0,4000.0,1500.0,4880.0,36280.0,19429.0,13350.0,161.0,19100.0,-1.0,9829.0,180.0,-1.0,25676.0,2800.0,8605.0,7232.0,1050.0,19661.0,786.0,98000.0,700.0,2200.0,-1.0,17732.0,5.0,31588.0,7.0,70000.0,31.0,55.0,157.0,1867.0,21000.0,980099.0
1997,,14.0,130.0,4346.0,1500.0,27000.0,1574.0,26875.0,113.0,1200.0,206.0,13.0,4200.0,,290.0,40.0,4299.0,2302.0,174.0,7300.0,81675.0,20300.0,-1.0,5393.0,4596.0,1750.0,,9242.0,3818.0,50.0,9500.0,19000.0,-1.0,800.0,2500.0,11.0,15000.0,6326.0,90.0,143000.0,2331.0,,62867.0,220.0,7949.0,6000.0,18000.0,-1.0,300.0,40204.0,27000.0,,7904.0,338.0,5538.0,22970.0,56.0,,113468.0,3613.0,72560.0,20218.0,1054380.0,72.0,700.0,28900.0,200.0,221.0,4620.0,6.0,5990.0,-1.0,-1.0,-1.0,15000.0,5221.0,41000.0,250.0,14151.0,385.0,12500.0,2568.0,17442.0,203.0,-1.0,38600.0,661.0,22149.0,3600.0,4700.0,13350.0,3779.0,1600.0,3165.0,29950.0,18735.0,15550.0,177.0,18500.0,-1.0,10578.0,130.0,120.0,27511.0,2880.0,8447.0,7139.0,1000.0,19000.0,786.0,112000.0,760.0,2220.0,-1.0,14124.0,5.0,38064.0,5.0,69400.0,22.0,55.0,134.0,1847.0,23198.0,1073115.0
1998,,14.0,176.0,3984.0,1400.0,28954.0,1700.0,27000.0,114.0,1150.0,241.0,10.0,3859.0,,891.0,45.0,3200.0,2280.0,163.0,7313.0,77022.0,20500.0,-1.0,5200.0,4234.0,2098.0,,9160.0,2700.0,48.0,11700.0,19068.0,100.0,838.0,2700.0,5.0,24608.0,4153.0,70.0,135000.0,2279.0,,54484.0,269.0,8271.0,9000.0,18600.0,-1.0,275.0,33533.0,25000.0,,8000.0,424.0,6727.0,24000.0,40.0,,125360.0,3548.0,68550.0,19700.0,1314760.0,78.0,710.0,39400.0,1000.0,210.0,4620.0,6.0,7324.0,-1.0,-1.0,-1.0,23000.0,4436.0,42000.0,250.0,20882.0,397.0,13000.0,2600.0,17445.0,138.0,-1.0,47500.0,838.0,22281.0,3271.0,4800.0,12470.0,3862.0,1100.0,3791.0,33080.0,19034.0,16575.0,196.0,18200.0,-1.0,11073.0,220.0,153.0,26522.0,8404.0,11991.0,7295.0,750.0,19000.0,1300.0,95000.0,880.0,2220.0,-1.0,14923.0,5.0,32631.0,15.0,48600.0,16.0,57.0,133.0,2599.0,28212.0,1333794.0
1999,,16.0,200.0,4175.0,825.0,28613.0,2300.0,27500.0,78.0,1250.0,442.0,9.0,5000.0,,1046.0,45.0,3500.0,1877.0,119.0,7520.0,80196.0,21000.0,-1.0,6000.0,4425.0,2170.0,,9000.0,2880.0,48.0,11800.0,19567.0,103.0,677.0,1457.0,5.0,21038.0,5400.0,110.0,140000.0,3167.0,,67369.0,293.0,7877.0,6000.0,18100.0,-1.0,274.0,34499.0,24098.0,,8500.0,601.0,7255.0,11575.0,33.0,,102477.0,3570.0,70850.0,18600.0,1421170.0,73.0,710.0,38000.0,2000.0,204.0,4760.0,9.0,10800.0,-1.0,-1.0,45100.0,21000.0,4292.0,49000.0,250.0,20226.0,420.0,13100.0,2750.0,13974.0,141.0,-1.0,44100.0,322.0,21000.0,4200.0,4900.0,10875.0,3927.0,650.0,4186.0,35180.0,19420.0,14230.0,217.0,17700.0,-1.0,12966.0,150.0,157.0,14044.0,8210.0,22413.0,6180.0,650.0,19000.0,10280.0,137000.0,1013.0,2240.0,-1.0,13771.0,5.0,40757.0,9.0,77000.0,21.0,58.0,115.0,2890.0,29673.0,1440590.0
2000,,5.0,206.0,4846.0,876.0,26518.0,2100.0,27879.0,72.0,1070.0,293.0,7.0,4329.0,,300.0,35.0,2050.0,1520.0,140.0,8300.0,80509.0,21414.0,200.0,5300.0,5096.0,3745.0,,9094.0,5531.0,47.0,10300.0,20000.0,103.0,546.0,1694.0,75.0,22433.0,6498.0,120.0,141321.0,1065.0,,67890.0,288.0,8422.0,7737.0,17700.0,-1.0,207.0,30451.0,24500.0,,8764.0,811.0,7864.0,13602.0,63.0,,83073.0,3190.0,66500.0,18300.0,1617190.0,79.0,700.0,34300.0,4000.0,59.0,4760.0,6.0,8230.0,-1.0,-1.0,41700.0,23000.0,4046.0,53000.0,250.0,8752.0,470.0,13500.0,3009.0,14842.0,137.0,-1.0,36900.0,269.0,19432.0,3386.0,5000.0,9640.0,4611.0,700.0,3983.0,28980.0,17355.0,13360.0,241.0,16900.0,-1.0,12991.0,65.0,162.0,14425.0,8198.0,26732.0,6161.0,849.0,19000.0,8416.0,126000.0,1018.0,2250.0,-1.0,9351.0,6.0,46139.0,12.0,72600.0,11.0,63.0,154.0,3069.0,29088.0,1634545.0
2001,,5.0,215.0,4950.0,1500.0,21679.0,1100.0,26526.0,76.0,1100.0,309.0,55.0,4000.0,,320.0,45.0,2127.0,1510.0,211.0,9600.0,77321.0,22000.0,300.0,5498.0,5163.0,3045.0,,9119.0,5484.0,49.0,10640.0,20682.0,102.0,845.0,1601.0,78.0,26176.0,5977.0,105.0,145000.0,1565.0,,56614.0,309.0,7400.0,5253.0,17540.0,-1.0,186.0,28451.0,24500.0,,9000.0,198.0,8290.0,13160.0,65.0,,90438.0,3049.0,65080.0,17658.0,1822300.0,85.0,710.0,41000.0,5389.0,59.0,4759.0,8.0,6333.0,-1.0,-1.0,34900.0,22000.0,3690.0,53000.0,213.0,9811.0,495.0,12489.0,3020.0,14959.0,27.0,-1.0,35600.0,373.0,17970.0,3300.0,5100.0,10965.0,4800.0,1500.0,5159.0,31900.0,16842.0,13710.0,268.0,16500.0,-1.0,12940.0,200.0,166.0,15409.0,7518.0,28871.0,6358.0,846.0,19000.0,3647.0,113000.0,1035.0,2255.0,-1.0,10057.0,7.0,44045.0,8.0,50600.0,28.0,58.0,158.0,3204.0,11590.0,1839142.0
2002,,6.0,212.0,4470.0,1556.0,23652.0,553.0,29221.0,92.0,660.0,364.0,115.0,3689.0,,4918.0,45.0,2700.0,1510.0,189.0,9700.0,75389.0,22500.0,500.0,5500.0,4705.0,3500.0,,9200.0,6417.0,40.0,9778.0,21345.0,110.0,503.0,1951.0,80.0,25567.0,5053.0,180.0,165000.0,1640.0,,72037.0,297.0,7975.0,6495.0,17800.0,-1.0,199.0,25873.0,21400.0,,9372.0,206.0,9509.0,23202.0,64.0,,97000.0,2592.0,61720.0,15677.0,1883920.0,120.0,730.0,16607.0,3700.0,77.0,4729.0,7.0,7260.0,-1.0,-1.0,39000.0,24000.0,4879.0,33250.0,235.0,17274.0,530.0,15000.0,2599.0,15469.0,27.0,-1.0,37300.0,336.0,19654.0,3853.0,5100.0,12450.0,5000.0,3050.0,2273.0,32000.0,19757.0,15530.0,575.0,15900.0,-1.0,12807.0,70.0,149.0,15904.0,6724.0,30271.0,6544.0,846.0,23568.0,652.0,106760.0,1619.0,2265.0,-1.0,12533.0,7.0,38375.0,6.0,62100.0,12.0,59.0,190.0,3458.0,10865.0,1903677.0
2003,,2.0,189.0,4335.0,2400.0,23047.0,659.0,70941.0,93.0,700.0,684.0,126.0,4500.0,,4537.0,45.0,2436.0,1230.0,154.0,6800.0,82285.0,22184.0,700.0,5560.0,4570.0,2765.0,,9143.0,6953.0,50.0,10600.0,22012.0,140.0,709.0,2001.0,82.0,32223.0,7883.0,200.0,153000.0,2577.0,,70199.0,284.0,6934.0,6200.0,18000.0,-1.0,202.0,23508.0,28000.0,,9500.0,94.0,11192.0,24800.0,65.0,,98529.0,2133.0,60500.0,16022.0,1836300.0,150.0,660.0,41789.0,2021.0,82.0,4771.0,9.0,8379.0,14.0,9.0,37419.0,27000.0,5316.0,37000.0,235.0,28447.0,560.0,15000.0,2329.0,14815.0,28.0,-1.0,41100.0,370.0,19153.0,4058.0,12700.0,14500.0,4500.0,3124.0,4455.0,34550.0,15727.0,14850.0,251.0,15000.0,-1.0,11200.0,80.0,168.0,16415.0,8801.0,31763.0,6591.0,750.0,25986.0,645.0,122000.0,1781.0,2268.0,-1.0,10855.0,8.0,42559.0,5.0,59400.0,15.0,60.0,220.0,3112.0,15110.0,1852027.0
2004,,3.0,249.0,3736.0,2700.0,25751.0,688.0,70348.0,78.0,684.0,900.0,134.0,4377.0,,5035.0,50.0,2380.0,810.0,155.0,7000.0,80889.0,22330.0,900.0,5500.0,3976.0,2411.0,,9133.0,7445.0,60.0,10600.0,22663.0,143.0,443.0,2976.0,80.0,28725.0,6386.0,231.0,138000.0,1286.0,,63508.0,359.0,6438.0,6300.0,17866.0,-1.0,162.0,21654.0,32000.0,,10346.0,100.0,11914.0,33216.0,66.0,,108282.0,2711.0,57340.0,17209.0,1660000.0,100.0,582.0,43526.0,2000.0,140.0,4790.0,9.0,9769.0,14.0,10.0,34849.0,26000.0,5779.0,45750.0,240.0,23465.0,562.0,16000.0,2000.0,14516.0,27.0,7.0,34710.0,359.0,18912.0,4030.0,20240.0,19600.0,4200.0,3250.0,4554.0,39506.0,14700.0,10760.0,262.0,13900.0,-1.0,6300.0,95.0,160.0,17187.0,7231.0,30515.0,11291.0,800.0,27000.0,430.0,113400.0,1959.0,1800.0,-1.0,15105.0,5.0,41909.0,2.0,47700.0,10.0,63.0,168.0,900.0,8542.0,1674700.0
2005,,4.0,212.0,4043.0,4350.0,22770.0,672.0,42723.0,63.0,700.0,1300.0,140.0,4312.0,,5100.0,55.0,2100.0,715.0,147.0,7000.0,85461.0,22440.0,1100.0,5600.0,4286.0,2446.0,,9120.0,7483.0,40.0,9200.0,23432.0,130.0,613.0,3010.0,87.0,31499.0,3638.0,190.0,143000.0,1392.0,,70980.0,307.0,6453.0,6300.0,17452.0,-1.0,173.0,23179.0,24100.0,,9830.0,297.0,10167.0,22343.0,67.0,,131455.0,2159.0,55890.0,16235.0,1707500.0,160.0,542.0,43200.0,1800.0,198.0,4819.0,7.0,8977.0,14.0,6.0,32520.0,25000.0,6545.0,47750.0,243.0,22139.0,534.0,15067.0,1004.0,14193.0,30.0,5.0,35800.0,306.0,18456.0,3860.0,21840.0,12963.0,4000.0,3550.0,4513.0,42644.0,12302.0,12570.0,275.0,13400.0,-1.0,12326.0,100.0,240.0,18148.0,9555.0,30017.0,11468.0,678.0,28000.0,750.0,102660.0,2137.0,1300.0,12.0,15637.0,7.0,41966.0,2.0,40100.0,15.0,64.0,229.0,900.0,7069.0,1719802.0
2006,,9.0,194.0,4664.0,5600.0,26928.0,502.0,52706.0,88.0,750.0,1642.0,115.0,4300.0,16237.0,5200.0,60.0,1820.0,720.0,141.0,7576.0,92996.0,22568.0,1300.0,6000.0,4909.0,3082.0,1416.0,9150.0,7720.0,50.0,9100.0,24109.0,132.0,760.0,3500.0,85.0,31843.0,8215.0,400.0,137000.0,2115.0,,69100.0,304.0,6466.0,8270.0,16653.0,-1.0,176.0,20553.0,25000.0,,7822.0,130.0,6647.0,28770.0,68.0,,119096.0,2550.0,57910.0,16174.0,1785100.0,95.0,530.0,41300.0,1300.0,241.0,4800.0,11.0,7967.0,10.0,7.0,30689.0,25000.0,6910.0,50000.0,245.0,16274.0,549.0,16000.0,1004.0,12773.0,55.0,11.0,37350.0,355.0,,4000.0,14280.0,18835.0,3500.0,3700.0,5051.0,43290.0,12346.0,11450.0,285.0,13000.0,-1.0,20000.0,94.0,320.0,18522.0,3100.0,28763.0,11641.0,407.0,28500.0,1200.0,117410.0,2200.0,850.0,15.0,8678.0,7.0,43298.0,2.0,65200.0,50.0,66.0,165.0,1000.0,10069.0,1797446.0
2007,,9.0,186.0,4421.0,7300.0,27573.0,393.0,63886.0,71.0,700.0,1612.0,121.0,4282.0,15758.0,5240.0,60.0,1550.0,850.0,132.0,7600.0,96556.0,23000.0,1500.0,7000.0,4671.0,3149.0,1240.0,9200.0,7591.0,40.0,11100.0,24787.0,126.0,646.0,3500.0,90.0,32326.0,6491.0,450.0,138613.0,1760.0,,64000.0,286.0,6152.0,9241.0,17108.0,-1.0,182.0,19028.0,21000.0,,14961.0,109.0,7900.0,33531.0,70.0,,146686.0,2720.0,52210.0,16861.0,1734700.0,115.0,456.0,38800.0,1000.0,350.0,5000.0,8.0,6758.0,10.0,7.0,25224.0,26000.0,7234.0,43500.0,250.0,11942.0,600.0,16000.0,1020.0,11141.0,787.0,12.0,38100.0,400.0,,5884.0,14600.0,15732.0,2906.0,3415.0,5932.0,43664.0,13483.0,11000.0,294.0,12600.0,-1.0,20000.0,39.0,410.0,19455.0,4800.0,32449.0,12628.0,557.0,29000.0,750.0,107344.0,1800.0,549.0,15.0,11152.0,7.0,47038.0,3.0,61800.0,50.0,67.0,188.0,1200.0,4572.0,1748183.0
