,Ukraine,Germany,Peru,"China, Taiwan Province of",Morocco,Switzerland,Mexico,USSR,Romania,Italy,China,Denmark,Canada,Japan,Latvia,Portugal,Uzbekistan,Sweden,Hungary,Spain,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Australia,France,Lithuania,Slovenia,Poland,Netherlands,Russian Federation,Kyrgyzstan,Norway
1961,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,2800.0,-1,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,223.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1962,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,2750.0,-1,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,219.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1963,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,3900.0,-1,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,247.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1964,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,3260.0,-1,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,251.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1965,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,2840.0,-1,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,254.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1966,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,6100.0,-1,-1.0,-1,-1.0,3000.0,-1,-1,-1.0,-1.0,-1.0,263.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1967,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,4900.0,-1,-1.0,-1,-1.0,3000.0,-1,-1,-1.0,-1.0,-1.0,263.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1968,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,2860.0,-1,-1.0,-1,-1.0,3050.0,-1,-1,-1.0,-1.0,-1.0,263.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1969,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,4650.0,-1,-1.0,-1,-1.0,3100.0,-1,-1,-1.0,-1.0,-1.0,13300.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1970,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,4470.0,-1,-1.0,-1,-1.0,3150.0,-1,-1,-1.0,-1.0,-1.0,13300.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1971,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,3500.0,-1,-1.0,-1,-1.0,3200.0,-1,-1,-1.0,-1.0,-1.0,17000.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1972,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,4100.0,-1,-1.0,-1,-1.0,3500.0,-1,-1,2.0,-1.0,2.0,14000.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1973,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,5830.0,-1,-1.0,-1,-1.0,3500.0,-1,-1,2.0,-1.0,2.0,18700.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1974,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,3050.0,-1,-1.0,-1,-1.0,3600.0,-1,-1,2.0,-1.0,2.0,16000.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
