,Lesotho,United States of America,Romania,Syrian Arab Republic,Israel,Norway,Australia,Iraq,Mexico,The former Yugoslav Republic of Macedonia,Slovakia,Belgium,Ethiopia,Kenya,Luxembourg,Czechia,Switzerland,Republic of Moldova,Italy,Morocco,USSR,Germany,Tajikistan,Portugal,Slovenia,Albania,Serbia,Brazil,Finland,Serbia and Montenegro,Armenia,Australia & New Zealand,Democratic People's Republic of Korea,Lithuania,Mongolia,Uzbekistan,Chile,Montenegro,Argentina,Belgium-Luxembourg,Spain,Ireland,Uruguay,New Zealand,Cyprus,Austria,Ecuador,Japan,Poland,Canada,Sweden,Belarus,Denmark,Ethiopia PDR,Estonia,Georgia,Greece,Azerbaijan,France,Zimbabwe,Democratic Republic of the Congo,Tunisia,Croatia,Hungary,Lebanon,Russian Federation,Kyrgyzstan,Bolivia (Plurinational State of),Yugoslav SFR,South Africa,Kazakhstan,Ghana,Latvia,Ukraine,"China, mainland",Czechoslovakia,Turkey,Algeria,Peru,United Kingdom,Colombia,Bosnia and Herzegovina,Bulgaria,Netherlands,China
2005,14996.0,22598.0,17707.0,,3316.0,37619.0,18151.0,16071.0,16611.0,15527.0,19962.0,51443.0,12558.0,10499.0,45601.0,29236.0,51864.0,11994.0,24551.0,6133.0,,45908.0,11007.0,4693.0,27935.0,17381.0,,14199.0,31074.0,19779.0,11649.0,18321.0,14875.0,19144.0,5119.0,,46603.0,,15308.0,,11840.0,67143.0,15000.0,50000.0,9505.0,42502.0,7485.0,20000.0,24557.0,25822.0,37292.0,26621.0,45520.0,,24958.0,11099.0,20818.0,17419.0,45490.0,20532.0,,2676.0,23351.0,25209.0,12667.0,14353.0,21546.0,9829.0,,14714.0,11773.0,7335.0,21034.0,17571.0,31818.0,,20317.0,12658.0,10683.0,58462.0,13333.0,22547.0,16400.0,55718.0,31818.0
2006,15789.0,21447.0,17741.0,10000.0,3406.0,33595.0,7463.0,20000.0,20007.0,17466.0,21180.0,50262.0,9046.0,10120.0,44274.0,26848.0,49546.0,13791.0,24537.0,9279.0,,45177.0,14323.0,16220.0,25435.0,16897.0,19854.0,12520.0,29095.0,,10884.0,7699.0,14811.0,10590.0,14760.0,,48236.0,20878.0,17603.0,,18082.0,71176.0,15600.0,45362.0,19167.0,37318.0,7143.0,20000.0,19194.0,25066.0,31741.0,22876.0,39496.0,,19526.0,10833.0,20144.0,17818.0,43364.0,20643.0,,2764.0,26744.0,25453.0,11163.0,14650.0,22172.0,9879.0,,15536.0,11782.0,7403.0,14563.0,15605.0,14403.0,,20860.0,11861.0,10333.0,60165.0,13226.0,23836.0,18540.0,56056.0,14403.0
2007,15854.0,21565.0,12040.0,16000.0,3254.0,38129.0,12137.0,35000.0,17244.0,13504.0,17932.0,47829.0,11050.0,9875.0,39044.0,27011.0,45373.0,2676.0,23375.0,2879.0,,40934.0,11158.0,13468.0,23786.0,16212.0,19354.0,17363.0,35118.0,,21304.0,12302.0,14748.0,19368.0,8402.0,,41717.0,10860.0,21067.0,,24640.0,74695.0,15180.0,47689.0,16280.0,31791.0,7333.0,18957.0,25102.0,25865.0,43725.0,26828.0,47573.0,,27093.0,20000.0,19465.0,15983.0,38356.0,22857.0,,2850.0,20077.0,20870.0,11111.0,16258.0,19508.0,9926.0,,15849.0,13525.0,6579.0,20865.0,15292.0,23815.0,,20280.0,11235.0,10000.0,55194.0,13438.0,25395.0,10282.0,40000.0,23815.0
2008,14706.0,22836.0,19101.0,17143.0,3264.0,42147.0,13329.0,30000.0,14688.0,18545.0,20564.0,59726.0,11973.0,9775.0,49833.0,31778.0,50887.0,14101.0,24242.0,7113.0,,44192.0,6065.0,16739.0,26428.0,15683.0,24109.0,20376.0,34228.0,,18950.0,13541.0,14684.0,20706.0,10949.0,,39241.0,23710.0,13717.0,,23507.0,75983.0,12583.0,49356.0,24191.0,40666.0,5533.0,16667.0,22927.0,29499.0,36854.0,33513.0,38483.0,,22661.0,16111.0,20142.0,22433.0,47037.0,20890.0,,2933.0,32873.0,29694.0,11351.0,17114.0,16875.0,9976.0,,15882.0,9405.0,7656.0,21375.0,21203.0,26087.0,,21787.0,6301.0,10960.0,58033.0,13333.0,26532.0,21911.0,48612.0,26087.0
2009,14706.0,24210.0,14658.0,14545.0,3273.0,34119.0,13642.0,18826.0,18121.0,18195.0,21735.0,61989.0,13748.0,9687.0,52001.0,33185.0,55029.0,7567.0,23532.0,9684.0,,50776.0,11663.0,12106.0,24027.0,19231.0,20805.0,18838.0,34618.0,,19919.0,13912.0,14621.0,22335.0,10678.0,,34046.0,24700.0,13058.0,,16463.0,71569.0,17279.0,45391.0,19322.0,41197.0,7692.0,17986.0,26945.0,29642.0,39989.0,33530.0,47115.0,,23940.0,14483.0,16923.0,20961.0,49041.0,20809.0,,3015.0,29806.0,21280.0,11579.0,17881.0,26880.0,9280.0,,16087.0,13670.0,7838.0,23333.0,17578.0,29000.0,,23552.0,12498.0,11151.0,57674.0,13438.0,26558.0,15365.0,61389.0,29000.0
2010,15063.0,23057.0,16801.0,20889.0,3282.0,39276.0,16163.0,22733.0,16647.0,20077.0,16622.0,50923.0,15414.0,8889.0,42157.0,26436.0,49927.0,10735.0,22217.0,12459.0,,42574.0,11568.0,10713.0,29148.0,19500.0,19777.0,22776.0,29095.0,,18125.0,16550.0,14557.0,16246.0,12791.0,,50196.0,25590.0,23200.0,,20039.0,75127.0,16469.0,53558.0,15254.0,36838.0,7388.0,19215.0,24757.0,27365.0,35332.0,24657.0,48140.0,,17987.0,6610.0,20958.0,16730.0,45318.0,20724.0,,3094.0,24995.0,23205.0,11233.0,14453.0,24931.0,9203.0,,15956.0,8219.0,8020.0,17743.0,14752.0,29494.0,,23262.0,10828.0,10941.0,55242.0,13070.0,19927.0,17391.0,46625.0,29494.0
2011,15097.0,21774.0,20322.0,23599.0,3292.0,32304.0,13652.0,26389.0,9792.0,18813.0,23674.0,50342.0,16138.0,8974.0,35931.0,36320.0,51825.0,17423.0,23530.0,17651.0,,43752.0,7873.0,9317.0,31585.0,23107.0,22570.0,21671.0,33845.0,,23926.0,13894.0,14494.0,20332.0,12306.0,,53370.0,25150.0,21158.0,,22017.0,78505.0,16169.0,46896.0,20027.0,43872.0,7388.0,19170.0,25295.0,29109.0,39408.0,28456.0,48034.0,,22113.0,9594.0,20452.0,20190.0,41169.0,20641.0,,3171.0,30470.0,24121.0,11141.0,18153.0,21922.0,9659.0,,15865.0,18013.0,8199.0,20845.0,18064.0,43529.0,,25429.0,11340.0,11153.0,56239.0,12901.0,26987.0,19758.0,57675.0,43529.0
2012,15000.0,23349.0,17454.0,16759.0,3301.0,33502.0,17261.0,28830.0,17935.0,14889.0,21381.0,56429.0,16457.0,10000.0,51676.0,33874.0,53380.0,9039.0,24361.0,11829.0,,52029.0,10509.0,10849.0,31782.0,21600.0,22360.0,20650.0,34197.0,,25014.0,17416.0,14430.0,23093.0,17852.0,,40635.0,16053.0,19057.0,,15580.0,66245.0,16388.0,46636.0,18998.0,37702.0,7434.0,19107.0,28569.0,28559.0,38203.0,32198.0,51798.0,,24654.0,12614.0,20550.0,20604.0,48410.0,20000.0,,3505.0,33156.0,25877.0,11286.0,14120.0,17580.0,9020.0,,15731.0,8897.0,9000.0,22910.0,20913.0,31625.0,,23652.0,12869.0,11984.0,51393.0,13083.0,26086.0,18523.0,59689.0,31625.0
2013,15000.0,22978.0,20539.0,14839.0,3311.0,32579.0,16039.0,31343.0,18448.0,18752.0,22032.0,54800.0,17309.0,10000.0,48982.0,31938.0,47367.0,15911.0,23547.0,14354.0,,47734.0,11760.0,12478.0,25827.0,19853.0,26350.0,22861.0,34760.0,,23609.0,16316.0,14367.0,22378.0,13352.0,,53644.0,28234.0,19673.0,,21546.0,72097.0,18094.0,51846.0,24131.0,37457.0,7392.0,19087.0,27432.0,34673.0,43664.0,26391.0,48634.0,,24511.0,14783.0,20673.0,19151.0,46163.0,20000.0,,3505.0,27788.0,25688.0,11233.0,16451.0,21810.0,9293.0,,15847.0,13823.0,9000.0,21821.0,19365.0,30000.0,,25417.0,13499.0,11713.0,54463.0,13041.0,28582.0,19888.0,55754.0,30000.0
2014,15235.0,24338.0,21285.0,14286.0,3320.0,39318.0,17555.0,41600.0,17687.0,20999.0,25200.0,69677.0,18210.0,9679.0,46474.0,35998.0,53107.0,15666.0,23290.0,8753.0,,50654.0,7309.0,13344.0,32610.0,21317.0,24383.0,18122.0,34099.0,,30103.0,17875.0,14303.0,24216.0,17882.0,,44736.0,22667.0,23370.0,,15085.0,80645.0,16429.0,52148.0,8603.0,45451.0,7349.0,19067.0,30479.0,31851.0,41731.0,34505.0,49072.0,,23810.0,13333.0,10009.0,16308.0,44685.0,20470.0,,3433.0,26745.0,26660.0,11181.0,17063.0,14281.0,9007.0,,15963.0,11754.0,8889.0,23716.0,25142.0,25000.0,,22434.0,8731.0,11793.0,59854.0,12998.0,20696.0,18059.0,56682.0,25000.0
