,USSR,Syrian Arab Republic,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Slovakia,Democratic Republic of the Congo,Belize,Ethiopia,Kenya,Romania,United Arab Emirates,Lebanon,Tajikistan,Tunisia,Albania,Paraguay,Niger,Serbia,Slovenia,Hungary,Argentina,Colombia,Iceland,India,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Canada,Turkey,Antigua and Barbuda,Belgium-Luxembourg,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,Nigeria,Sudan,Congo,Martinique,Dominican Republic,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Spain,"China, mainland",French Polynesia,Madagascar,Cyprus,Peru,Rwanda,Lithuania,Portugal,Netherlands,Guatemala,Saint Kitts and Nevis,Austria,Bermuda,Bhutan,Turkmenistan,Trinidad and Tobago,Norway,Dominica,Iraq,Czechia,Senegal,Philippines,Belgium,Luxembourg,Libya,Costa Rica,Republic of Moldova,Italy,Qatar,Saint Lucia,Germany,Latvia,Sweden,Montserrat,Uzbekistan,China,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Jordan,Chile,Honduras,Uruguay,Ireland,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Denmark,Switzerland,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Bosnia and Herzegovina,Yemen,Oman,New Zealand,Barbados,Russian Federation,Bolivia (Plurinational State of),Grenada,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Mexico,Ukraine,Kuwait,South Africa,Guadeloupe,Sri Lanka,Mongolia,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
1987,176871.0,,153846.0,318173.0,313423.0,83154.0,164948.0,,66038.0,,,,,193939.0,168326.0,,74407.0,,86291.0,,,,136405.0,207254.0,233976.0,325000.0,136842.0,,96785.0,99869.0,200000.0,113113.0,273307.0,371993.0,214286.0,42286.0,342400.0,,,313236.0,248697.0,315119.0,189836.0,276190.0,75000.0,,,56000.0,121226.0,,84544.0,,,323175.0,286801.0,207895.0,125000.0,42727.0,531915.0,74976.0,,,270000.0,668462.0,,,315701.0,170000.0,,,,318896.0,93000.0,93000.0,,,,,,36923.0,,,352509.0,101600.0,,388670.0,,426900.0,64286.0,,214470.0,193151.0,,,,197606.0,161512.0,281990.0,,61364.0,392000.0,101331.0,356751.0,608333.0,40370.0,281218.0,,541673.0,348464.0,,169010.0,,385200.0,,178571.0,,103374.0,,340000.0,66996.0,,90000.0,70833.0,44667.0,144068.0,237910.0,,,266667.0,137600.0,107042.0,,125000.0,,84461.0,
1988,170000.0,,160667.0,322521.0,312737.0,80889.0,165659.0,,66038.0,,,,,79055.0,162502.0,,76522.0,,77725.0,,,,124800.0,224706.0,247805.0,280000.0,139487.0,,99120.0,133464.0,200000.0,125355.0,255835.0,345652.0,238421.0,42143.0,513462.0,,,314000.0,203156.0,328266.0,193451.0,248677.0,75000.0,,,50000.0,74524.0,,79556.0,,,297188.0,339119.0,208974.0,148000.0,45455.0,550000.0,79283.0,,,266667.0,582200.0,,,427975.0,250000.0,,,,429974.0,83800.0,116800.0,,,,,,35294.0,,,310999.0,99219.0,,289994.0,,543597.0,64286.0,,213722.0,316727.0,,,,168919.0,263810.0,281250.0,,60000.0,381818.0,97968.0,340945.0,565630.0,41233.0,276980.0,,553846.0,511146.0,,141502.0,,427522.0,,154167.0,,103753.0,,364964.0,61333.0,,92000.0,74167.0,99388.0,145366.0,222417.0,,,296667.0,136727.0,92549.0,,148000.0,,127878.0,
1989,152632.0,,148571.0,336735.0,325936.0,77118.0,171814.0,,66038.0,,,,,206488.0,161298.0,,70417.0,,85534.0,,,,124729.0,184112.0,253000.0,254000.0,139594.0,,106051.0,89299.0,300000.0,135548.0,245902.0,351435.0,273678.0,40000.0,387083.0,,,298000.0,237117.0,293155.0,208318.0,279762.0,79048.0,,,50000.0,69652.0,,89637.0,,,318822.0,371497.0,209756.0,155333.0,41833.0,659574.0,83459.0,,,273333.0,591500.0,,,336933.0,266667.0,,,,381850.0,79600.0,92632.0,,,,,,35507.0,,,393990.0,101266.0,,305924.0,,526758.0,63333.0,,215305.0,351631.0,,,,203318.0,218824.0,250000.0,,79412.0,360909.0,111509.0,359213.0,606220.0,40348.0,285500.0,,544000.0,470481.0,,126108.0,,375187.0,,165323.0,,107885.0,,380068.0,68038.0,,88701.0,73333.0,99744.0,146111.0,238450.0,,198701.0,300000.0,139091.0,110339.0,,155333.0,,161849.0,
1990,153841.0,,148462.0,365272.0,354722.0,85868.0,176732.0,,70400.0,,,,,211159.0,168919.0,,72727.0,150000.0,79581.0,80645.0,,,183394.0,182609.0,253000.0,231250.0,140000.0,,106152.0,59468.0,250000.0,118204.0,264053.0,441694.0,270270.0,40816.0,376667.0,,,343923.0,213008.0,316571.0,201888.0,252769.0,78636.0,,,41667.0,133333.0,,73329.0,250000.0,,353646.0,414644.0,212584.0,178571.0,39231.0,666667.0,75854.0,,,276667.0,619365.0,,56250.0,356559.0,250000.0,,,,399563.0,84815.0,116279.0,,,114682.0,,,35714.0,352941.0,,470587.0,100405.0,,302912.0,,410363.0,50667.0,,217127.0,299340.0,,,,222156.0,146500.0,250000.0,110400.0,107001.0,358182.0,72302.0,346574.0,677562.0,41743.0,278553.0,,538462.0,442555.0,,185384.0,,353590.0,,180328.0,,99903.0,,401606.0,57880.0,,89242.0,75000.0,98462.0,148230.0,244224.0,,210000.0,276894.0,140000.0,103299.0,,178571.0,,137020.0,
1991,133688.0,,152222.0,350146.0,338429.0,71433.0,169133.0,,67922.0,,,,,272621.0,183968.0,,78333.0,150000.0,112328.0,80000.0,,,182213.0,182353.0,257773.0,216000.0,142616.0,,99705.0,75380.0,220000.0,128920.0,259220.0,403315.0,268741.0,42308.0,418240.0,,,357000.0,196285.0,333470.0,202248.0,243916.0,78466.0,,,50000.0,130769.0,,83994.0,262510.0,,326778.0,430583.0,216771.0,138800.0,38344.0,625000.0,75688.0,,,276667.0,579710.0,,63210.0,396345.0,268835.0,,,,396943.0,96471.0,105333.0,,,103251.0,,,36620.0,347826.0,,454443.0,120128.0,,334053.0,,362002.0,62500.0,,222511.0,335420.0,,,,215030.0,260000.0,250000.0,113920.0,106250.0,375000.0,80787.0,392495.0,597688.0,41056.0,276234.0,,483366.0,398127.0,,61726.0,,373058.0,,157759.0,,95432.0,,392308.0,59500.0,,92863.0,66154.0,104762.0,164059.0,246950.0,,400000.0,278027.0,96154.0,128030.0,,138800.0,,100877.0,
1992,,,152500.0,352870.0,347494.0,74978.0,178559.0,,68243.0,,,129708.0,,256552.0,187393.0,230500.0,72701.0,153333.0,109798.0,80000.0,,131047.0,157392.0,204762.0,266701.0,200000.0,142927.0,,112689.0,73209.0,220000.0,140899.0,210982.0,401929.0,276807.0,48148.0,435926.0,88154.0,68812.0,342500.0,167330.0,315355.0,226436.0,260592.0,78514.0,,,50000.0,120000.0,97000.0,,263977.0,60000.0,343830.0,452497.0,226316.0,162235.0,38207.0,600000.0,127195.0,,82258.0,276667.0,719746.0,,66667.0,274537.0,269231.0,,117647.0,,332855.0,96563.0,105263.0,,,102629.0,,,35714.0,344828.0,88235.0,407128.0,119457.0,,328109.0,163324.0,392866.0,61836.0,226500.0,231207.0,263977.0,86182.0,214286.0,,174847.0,170489.0,250000.0,114826.0,106061.0,398889.0,108435.0,397990.0,623610.0,43827.0,292542.0,89091.0,464343.0,449806.0,,81443.0,60000.0,404662.0,100000.0,158228.0,38345.0,98389.0,,379000.0,52600.0,215246.0,86137.0,64205.0,100000.0,154204.0,254819.0,107557.0,420000.0,292819.0,96000.0,137875.0,43478.0,162235.0,60191.0,83333.0,
1993,,,161667.0,339955.0,346590.0,73452.0,179216.0,210551.0,68565.0,,89286.0,128019.0,,247763.0,193548.0,249394.0,74468.0,148571.0,110820.0,80000.0,,136109.0,159903.0,250000.0,288030.0,248000.0,143204.0,,129670.0,79550.0,220000.0,126400.0,274087.0,378598.0,194787.0,43753.0,476429.0,77976.0,68510.0,357500.0,,343667.0,236273.0,259176.0,77222.0,,,50000.0,125000.0,94800.0,,265412.0,50000.0,342382.0,461780.0,225000.0,141200.0,38060.0,500000.0,95355.0,,162500.0,276667.0,545714.0,231095.0,65000.0,362255.0,271429.0,,100000.0,,343089.0,96656.0,105000.0,175707.0,,99969.0,,,38333.0,352941.0,76600.0,406573.0,120156.0,,426401.0,180952.0,355686.0,61765.0,218889.0,229332.0,288466.0,69557.0,120000.0,,186424.0,179808.0,250000.0,115488.0,105882.0,367085.0,102851.0,394747.0,686246.0,40824.0,301787.0,103333.0,441521.0,421103.0,,100124.0,66000.0,490676.0,120000.0,188621.0,38462.0,97796.0,,312340.0,46123.0,208197.0,92813.0,63309.0,98633.0,182568.0,276531.0,133548.0,423077.0,283411.0,80484.0,125810.0,87500.0,141200.0,70045.0,80000.0,
1994,,,148571.0,351027.0,358423.0,78281.0,182977.0,164276.0,68324.0,,89552.0,116906.0,,231048.0,203113.0,218947.0,75510.0,159459.0,123541.0,80000.0,,134892.0,139216.0,246988.0,254000.0,332000.0,143520.0,,135619.0,63570.0,220000.0,136738.0,221162.0,427218.0,204545.0,43136.0,431000.0,80103.0,76123.0,387273.0,,336625.0,236569.0,270661.0,80417.0,,,49195.0,133333.0,68000.0,,266808.0,37500.0,389775.0,449127.0,227586.0,234000.0,37900.0,307692.0,92171.0,,105000.0,297337.0,456410.0,251905.0,67647.0,318863.0,290714.0,,130000.0,,406806.0,96748.0,105263.0,199227.0,,98167.0,,,40000.0,349206.0,21519.0,415307.0,120469.0,,375378.0,150000.0,413793.0,61111.0,226471.0,231410.0,379425.0,70833.0,140000.0,,189205.0,92857.0,250000.0,118644.0,110588.0,362166.0,130446.0,410633.0,625000.0,40830.0,284978.0,101333.0,441912.0,398614.0,,101415.0,100000.0,447768.0,120000.0,186099.0,38636.0,92901.0,,321637.0,33000.0,152350.0,86137.0,58571.0,100000.0,177834.0,254910.0,112759.0,448000.0,293939.0,88077.0,117157.0,75000.0,234000.0,73521.0,108907.0,403947.0
1995,,,162000.0,344175.0,346361.0,78714.0,184307.0,202361.0,68588.0,80000.0,89744.0,132079.0,,82583.0,200000.0,225405.0,76000.0,156757.0,122845.0,80000.0,,189345.0,137895.0,246988.0,280702.0,395000.0,144231.0,,135098.0,83824.0,220000.0,134989.0,247240.0,335709.0,208333.0,40385.0,383800.0,130468.0,87612.0,312500.0,,365866.0,269430.0,275646.0,81540.0,,,48980.0,137274.0,57818.0,,268324.0,57143.0,363953.0,441374.0,225806.0,216105.0,37778.0,366667.0,189823.0,,139667.0,317750.0,439167.0,276000.0,65882.0,368215.0,290714.0,,145000.0,,382161.0,96840.0,106000.0,206851.0,,100260.0,,,38798.0,352941.0,46424.0,421210.0,120435.0,,394235.0,140000.0,446111.0,61291.0,220625.0,230732.0,342551.0,75342.0,170000.0,,247618.0,210345.0,260000.0,118644.0,110588.0,359313.0,118813.0,451384.0,587127.0,55363.0,295796.0,101500.0,442857.0,337533.0,,101424.0,100000.0,349459.0,140000.0,175899.0,39000.0,93116.0,,337911.0,60412.0,167195.0,92813.0,52000.0,100000.0,271330.0,235780.0,121217.0,425926.0,264000.0,90000.0,118825.0,92500.0,216105.0,82123.0,115504.0,387000.0
1996,,,146667.0,341355.0,330415.0,75775.0,185374.0,227805.0,69767.0,83333.0,89888.0,124786.0,,219257.0,212500.0,198529.0,75387.0,160000.0,118168.0,80000.0,,225449.0,320666.0,250000.0,284483.0,345000.0,145455.0,,139624.0,66171.0,240000.0,138364.0,274966.0,358871.0,200000.0,42104.0,475357.0,129176.0,74182.0,303333.0,,374780.0,314699.0,256328.0,82697.0,,62000.0,48757.0,93841.0,81000.0,,271062.0,97500.0,362234.0,455019.0,227027.0,222069.0,37143.0,350000.0,166476.0,,127170.0,348600.0,421687.0,238462.0,63000.0,372511.0,242857.0,,318750.0,,356493.0,96932.0,105102.0,229767.0,,111924.0,,,38434.0,352941.0,80000.0,358741.0,120328.0,,422725.0,111111.0,474457.0,61155.0,216000.0,231617.0,303777.0,78562.0,172599.0,,216490.0,209677.0,270000.0,118333.0,110588.0,354245.0,117071.0,446642.0,630543.0,55363.0,302963.0,73973.0,446969.0,431254.0,,99973.0,100000.0,453971.0,141848.0,167074.0,50000.0,91828.0,,375833.0,58870.0,171833.0,92900.0,59305.0,98096.0,261579.0,232521.0,104459.0,435000.0,257500.0,94684.0,112258.0,81081.0,222069.0,71159.0,125000.0,246308.0
1997,,,152000.0,368326.0,365321.0,66660.0,182270.0,175636.0,69048.0,27500.0,90000.0,142443.0,,167368.0,279221.0,175000.0,71698.0,157895.0,118637.0,80000.0,,233580.0,214776.0,296289.0,283333.0,208000.0,144681.0,,127069.0,85811.0,240000.0,130435.0,269649.0,327261.0,200000.0,41834.0,504000.0,122546.0,64171.0,310000.0,,397561.0,365055.0,267965.0,84000.0,,62622.0,48527.0,134179.0,100000.0,,271369.0,90944.0,418875.0,527733.0,197727.0,272400.0,37345.0,363636.0,159893.0,,133261.0,330060.0,522388.0,230000.0,66667.0,428306.0,253294.0,,345000.0,,365380.0,97024.0,100000.0,205871.0,,110782.0,,,38329.0,351351.0,92500.0,474189.0,119351.0,,402475.0,149118.0,478804.0,61027.0,221429.0,200805.0,346586.0,78085.0,142857.0,,210857.0,205204.0,280153.0,118333.0,113122.0,318571.0,125805.0,427513.0,624800.0,100000.0,308664.0,163125.0,426667.0,409084.0,,101462.0,118000.0,493000.0,86290.0,180000.0,73889.0,85180.0,,384615.0,60620.0,188754.0,94444.0,58788.0,100000.0,292466.0,242896.0,120699.0,430333.0,264666.0,96751.0,101862.0,80000.0,272400.0,68158.0,133333.0,321720.0
1998,,,152000.0,377405.0,372666.0,76375.0,184239.0,161105.0,70000.0,57500.0,90909.0,122704.0,,133684.0,215714.0,148421.0,70000.0,157895.0,121204.0,80000.0,,215915.0,258526.0,287102.0,286885.0,177778.0,145298.0,292308.0,139477.0,80000.0,224352.0,158914.0,296957.0,365155.0,210909.0,41545.0,451034.0,128176.0,86393.0,314167.0,,421629.0,259019.0,262045.0,86538.0,,62673.0,48294.0,100454.0,159165.0,,300000.0,114578.0,387034.0,512692.0,176000.0,230000.0,37243.0,380000.0,165689.0,,141087.0,321724.0,337805.0,240952.0,66667.0,314049.0,248863.0,,305556.0,,356634.0,97116.0,100000.0,205680.0,,105633.0,,,38793.0,350000.0,108750.0,480993.0,119615.0,,443960.0,91111.0,536957.0,60904.0,175728.0,178129.0,316390.0,77742.0,171429.0,,224070.0,366515.0,270020.0,117241.0,114280.0,357142.0,137301.0,332403.0,734114.0,200000.0,289330.0,164593.0,426667.0,404051.0,,138211.0,83333.0,496689.0,82754.0,146217.0,66740.0,86534.0,,400000.0,90000.0,164573.0,92394.0,58270.0,98059.0,299242.0,230129.0,115410.0,383721.0,264349.0,98758.0,114781.0,90000.0,230000.0,90084.0,129444.0,330536.0
1999,,258726.0,152500.0,383613.0,393933.0,81467.0,178146.0,175742.0,70342.0,97000.0,90000.0,95003.0,311429.0,137320.0,232857.0,136250.0,75410.0,159459.0,107194.0,80122.0,,250584.0,255327.0,280820.0,291366.0,82000.0,145751.0,292829.0,148299.0,53459.0,223494.0,159319.0,277609.0,343953.0,199167.0,41291.0,564218.0,127047.0,86111.0,310000.0,,417391.0,275232.0,271967.0,85556.0,,62723.0,48057.0,156024.0,170890.0,,266667.0,128200.0,378474.0,542179.0,173333.0,185333.0,37164.0,355769.0,189893.0,,110233.0,321724.0,481720.0,236085.0,68182.0,566931.0,244456.0,,361250.0,,377893.0,97208.0,96880.0,218090.0,,105613.0,,,38333.0,351648.0,68241.0,415830.0,120000.0,,447364.0,104640.0,480068.0,60783.0,222857.0,176963.0,361002.0,74359.0,226099.0,,227798.0,347893.0,272753.0,117241.0,115338.0,380655.0,121686.0,431978.0,538525.0,125000.0,299425.0,141986.0,426667.0,417713.0,,216019.0,72727.0,488650.0,83410.0,142821.0,62091.0,87108.0,,350000.0,122222.0,174027.0,95890.0,57758.0,100000.0,297713.0,230637.0,101504.0,506190.0,264166.0,100741.0,111590.0,75714.0,185333.0,90265.0,175000.0,278191.0
2000,,250000.0,124286.0,379707.0,403050.0,100800.0,180257.0,128647.0,70432.0,83158.0,101185.0,98290.0,320374.0,136741.0,229050.0,138571.0,79440.0,167568.0,99511.0,94170.0,,236387.0,304838.0,260931.0,296140.0,179000.0,145833.0,292583.0,141662.0,78927.0,221296.0,164101.0,274384.0,326973.0,198612.0,40000.0,,136590.0,86111.0,312727.0,,399234.0,353952.0,279516.0,85110.0,,62773.0,48213.0,162463.0,168054.0,,270465.0,146089.0,385621.0,582123.0,176101.0,166667.0,37105.0,343636.0,182004.0,58824.0,151860.0,333333.0,469512.0,233651.0,63333.0,467134.0,237253.0,,361000.0,,347053.0,97300.0,86957.0,185901.0,155733.0,101347.0,480000.0,255000.0,36923.0,351648.0,76413.0,475886.0,121087.0,,460310.0,82505.0,560806.0,60664.0,252719.0,178629.0,375935.0,75000.0,82888.0,,205806.0,228000.0,260613.0,118644.0,111111.0,357254.0,137245.0,419025.0,590837.0,130435.0,305695.0,123333.0,416833.0,376617.0,250000.0,210875.0,62500.0,739569.0,79278.0,168544.0,58824.0,86708.0,,313008.0,153333.0,180177.0,97297.0,56162.0,85714.0,262264.0,232967.0,121098.0,507222.0,263322.0,102716.0,112338.0,84286.0,166667.0,71377.0,133333.0,251667.0
2001,,250000.0,150000.0,380442.0,401537.0,93333.0,177823.0,122575.0,70750.0,95000.0,105233.0,136406.0,323333.0,135912.0,246014.0,157427.0,80484.0,171053.0,96218.0,96300.0,,160420.0,319136.0,313937.0,288260.0,148000.0,146747.0,293373.0,144803.0,63229.0,218182.0,162918.0,278868.0,342015.0,197801.0,40659.0,,170779.0,84211.0,297273.0,,388357.0,356922.0,281680.0,85222.0,,62823.0,47874.0,227794.0,177682.0,,300000.0,144793.0,392609.0,500145.0,176471.0,176108.0,37059.0,338182.0,187919.0,60606.0,154000.0,330681.0,466667.0,236000.0,66667.0,478747.0,245032.0,,355556.0,,347943.0,98190.0,68421.0,207145.0,180033.0,98207.0,464865.0,237500.0,37329.0,352941.0,66025.0,429718.0,121579.0,,500561.0,119829.0,475199.0,60544.0,281491.0,178237.0,375300.0,81894.0,167030.0,,221148.0,147756.0,261333.0,117241.0,110811.0,374415.0,135774.0,384296.0,617730.0,140000.0,318571.0,121429.0,387500.0,395656.0,240000.0,162715.0,66667.0,678045.0,106158.0,167316.0,50802.0,86417.0,109091.0,313008.0,162000.0,184889.0,97057.0,61870.0,88889.0,268018.0,242160.0,126712.0,508636.0,261771.0,104691.0,111016.0,82000.0,176108.0,81269.0,130769.0,276774.0
2002,,250000.0,154111.0,408756.0,431607.0,89332.0,175643.0,148446.0,69000.0,80769.0,173010.0,135685.0,165000.0,152000.0,397245.0,204358.0,78525.0,167500.0,109908.0,100000.0,,217344.0,298032.0,263158.0,287887.0,151000.0,147274.0,291857.0,140341.0,63796.0,217329.0,140401.0,249243.0,346763.0,196115.0,40335.0,,169066.0,84250.0,305455.0,,441131.0,361992.0,282167.0,85455.0,,62874.0,47523.0,229471.0,205953.0,,285714.0,166113.0,381052.0,577003.0,189189.0,177062.0,37020.0,336364.0,200749.0,60606.0,128684.0,334463.0,527500.0,236000.0,66667.0,541459.0,242573.0,,320000.0,,356085.0,98972.0,67778.0,287330.0,180033.0,97602.0,563415.0,228571.0,37728.0,351852.0,67577.0,401690.0,117368.0,,463073.0,97899.0,465934.0,60419.0,270400.0,190942.0,365925.0,77977.0,172500.0,,259322.0,276109.0,260582.0,115788.0,119915.0,328530.0,127335.0,402150.0,695238.0,148571.0,314000.0,142857.0,387500.0,530383.0,241379.0,149162.0,66875.0,679587.0,78955.0,169941.0,70737.0,85359.0,107692.0,313009.0,166667.0,174388.0,96997.0,62248.0,90909.0,270425.0,247464.0,122700.0,487826.0,248327.0,106669.0,110866.0,62500.0,177062.0,90181.0,109704.0,242195.0
2003,,250000.0,150000.0,404351.0,414917.0,89580.0,175604.0,136941.0,71524.0,108571.0,91118.0,105333.0,135234.0,147237.0,311272.0,217491.0,79692.0,175000.0,96359.0,98951.0,,172917.0,195509.0,259074.0,296753.0,173500.0,147800.0,290000.0,146444.0,61748.0,218182.0,165482.0,275662.0,328384.0,192857.0,40517.0,,258068.0,85649.0,307143.0,,433736.0,372680.0,282630.0,85478.0,,62933.0,50000.0,243258.0,218413.0,,300976.0,170335.0,408618.0,545702.0,200000.0,176000.0,36981.0,303030.0,180110.0,60000.0,201115.0,329155.0,514286.0,236000.0,66667.0,541119.0,239987.0,33478.0,310000.0,,358363.0,100000.0,112000.0,274913.0,150283.0,98904.0,537333.0,121429.0,37933.0,351852.0,69617.0,417239.0,118182.0,,460333.0,157066.0,514164.0,60288.0,318705.0,201060.0,363221.0,58679.0,133007.0,,288878.0,294118.0,261214.0,115655.0,130069.0,331412.0,139635.0,369215.0,566882.0,160000.0,317184.0,208606.0,458631.0,424157.0,242424.0,157037.0,82000.0,549882.0,85633.0,157750.0,58056.0,85214.0,110000.0,361111.0,168667.0,195073.0,63391.0,62551.0,86349.0,275108.0,264511.0,136521.0,508148.0,265887.0,109146.0,109277.0,99000.0,176000.0,57881.0,201413.0,250962.0
2004,,262093.0,158333.0,406802.0,420514.0,91167.0,175687.0,136476.0,72391.0,107500.0,161507.0,115023.0,144991.0,153846.0,130435.0,246889.0,88218.0,190000.0,106747.0,99792.0,,210560.0,275846.0,258668.0,296330.0,187000.0,148365.0,287069.0,141163.0,69045.0,216071.0,175324.0,305407.0,333420.0,190870.0,40000.0,,204232.0,72733.0,372345.0,,441963.0,369178.0,273742.0,85590.0,,63000.0,50000.0,236636.0,215272.0,,73689.0,178368.0,412288.0,297818.0,195238.0,159333.0,36938.0,312881.0,176256.0,59701.0,165044.0,323186.0,550877.0,236000.0,62500.0,578662.0,239382.0,37193.0,331250.0,,325818.0,99322.0,101818.0,284523.0,150283.0,100460.0,792237.0,196429.0,37692.0,350877.0,88365.0,443397.0,119500.0,100000.0,527732.0,130880.0,533495.0,60147.0,361163.0,196369.0,335612.0,92106.0,153654.0,94828.0,277709.0,285925.0,261842.0,115892.0,180845.0,403458.0,152665.0,391420.0,616561.0,162963.0,310789.0,203882.0,479511.0,367064.0,236842.0,175998.0,54545.0,619435.0,111597.0,154934.0,92778.0,101596.0,105442.0,353194.0,187955.0,197538.0,64067.0,63548.0,100000.0,262304.0,255029.0,161847.0,500000.0,271261.0,112126.0,119236.0,85333.0,159333.0,80433.0,238783.0,281333.0
2005,,312581.0,150000.0,451957.0,483920.0,90783.0,174991.0,138346.0,73160.0,104762.0,39529.0,140000.0,127498.0,159259.0,135000.0,260000.0,90947.0,160000.0,108122.0,100000.0,,221532.0,260953.0,254905.0,301453.0,154545.0,149028.0,298000.0,136613.0,65020.0,214035.0,178478.0,279672.0,373813.0,195150.0,38907.0,,275735.0,76610.0,286022.0,,449338.0,387511.0,295405.0,85586.0,,63068.0,37500.0,252386.0,207118.0,,289936.0,190840.0,421108.0,326813.0,220930.0,156500.0,36884.0,318333.0,176200.0,69930.0,172437.0,327330.0,610276.0,236000.0,67778.0,579468.0,233924.0,49431.0,322222.0,,347799.0,99090.0,107692.0,332602.0,149798.0,98795.0,598500.0,395556.0,38256.0,350877.0,113251.0,452694.0,116667.0,127818.0,523764.0,123269.0,557197.0,59996.0,328622.0,221881.0,386998.0,83362.0,185800.0,95238.0,230182.0,254987.0,297059.0,115759.0,128826.0,360231.0,121956.0,380918.0,638478.0,181818.0,310469.0,220415.0,435920.0,390788.0,238095.0,164307.0,23077.0,646937.0,112124.0,150153.0,113074.0,99708.0,117846.0,342105.0,172963.0,204087.0,64447.0,64558.0,96643.0,273277.0,263873.0,162544.0,500000.0,281422.0,115098.0,119129.0,99296.0,156500.0,185015.0,122281.0,263441.0
2006,,245283.0,280000.0,424988.0,419640.0,92186.0,175930.0,135487.0,73990.0,54000.0,62502.0,140094.0,138569.0,90745.0,89231.0,252041.0,79710.0,222456.0,108859.0,104553.0,86996.0,182222.0,236931.0,239688.0,288956.0,442222.0,149565.0,319500.0,145964.0,64881.0,214841.0,169652.0,256249.0,343705.0,199002.0,38511.0,,234745.0,78557.0,293595.0,,260284.0,399152.0,290522.0,85714.0,,60000.0,41667.0,268909.0,222893.0,,313789.0,201902.0,400140.0,354364.0,243678.0,159333.0,36813.0,300000.0,199762.0,60000.0,128348.0,320000.0,601111.0,291535.0,71000.0,541761.0,233333.0,41198.0,333333.0,,312651.0,98904.0,110000.0,274011.0,150327.0,102540.0,589000.0,320000.0,37692.0,350000.0,107753.0,442643.0,121064.0,140000.0,502003.0,136792.0,619225.0,59831.0,384906.0,244489.0,356289.0,,160460.0,95522.0,286649.0,197571.0,351351.0,115625.0,128826.0,345821.0,148990.0,391564.0,566621.0,200000.0,320298.0,218547.0,435950.0,369499.0,244444.0,167936.0,15000.0,660257.0,120584.0,156340.0,104447.0,100085.0,100000.0,448276.0,159000.0,211694.0,64860.0,64989.0,100000.0,278044.0,246262.0,170498.0,490000.0,277143.0,118077.0,122466.0,127503.0,159333.0,200000.0,205464.0,123882.0
2007,,270000.0,280000.0,464870.0,475003.0,92780.0,178796.0,123898.0,74644.0,97619.0,184900.0,140000.0,115771.0,90745.0,122414.0,249444.0,87338.0,200000.0,100000.0,106558.0,74681.0,179433.0,340571.0,238144.0,283438.0,584444.0,150100.0,290000.0,143551.0,62500.0,216547.0,148205.0,298685.0,341082.0,200610.0,40000.0,,342862.0,78049.0,306744.0,,236989.0,367129.0,283055.0,85263.0,,70000.0,42000.0,282145.0,221361.0,,310517.0,219744.0,380711.0,536888.0,272727.0,167895.0,36720.0,313167.0,194172.0,60870.0,231154.0,333333.0,617045.0,292059.0,66667.0,499973.0,211111.0,48406.0,340000.0,,326960.0,100000.0,111807.0,320081.0,181395.0,132756.0,627442.0,507500.0,37692.0,355556.0,74514.0,444838.0,120143.0,160000.0,550353.0,135568.0,470526.0,60000.0,415816.0,273334.0,412997.0,,282531.0,96774.0,273554.0,488462.0,404594.0,114286.0,124638.0,396246.0,173335.0,396822.0,614852.0,200000.0,348639.0,231391.0,437500.0,371477.0,243400.0,172090.0,35000.0,669405.0,120551.0,159342.0,126903.0,101501.0,102899.0,426265.0,169444.0,211457.0,64035.0,65103.0,91429.0,281869.0,265436.0,150025.0,490000.0,279809.0,121064.0,117262.0,117192.0,167895.0,153020.0,127145.0,247605.0
