,Burundi,"China, Taiwan Province of",Mozambique,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Bangladesh,Malawi,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,El Salvador,Senegal,Madagascar,Tajikistan,Haiti,Guinea,Botswana,Zambia,Chad,Sri Lanka,Grenada,Uruguay,Azerbaijan,Montserrat,Sudan (former),China,Uzbekistan,Colombia,United Republic of Tanzania,Guinea-Bissau,Kazakhstan,Saint Vincent and the Grenadines,Togo,Kenya,"China, mainland",Mali,Uganda,Italy,Costa Rica,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Yemen,Gambia,Cameroon,Cuba,Dominican Republic,Namibia,Benin,Pakistan,Spain,Afghanistan,Australia,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Thailand,Nigeria,Egypt,Kyrgyzstan,Argentina,Cambodia,Paraguay,Democratic People's Republic of Korea,India,Guadeloupe,Niger,Morocco,Ethiopia PDR,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Israel,Viet Nam,Tunisia,Côte d'Ivoire,Nicaragua,Albania,Turkmenistan,South Africa,Central African Republic,Somalia,Sudan,Ghana,Iraq,Angola,Swaziland,Turkey
1986,12437.0,11184.0,2542.0,4983.0,13341.0,11196.0,29016.0,7325.0,18488.0,-1.0,-1.0,8263.0,-1.0,27571.0,13373.0,9132.0,6980.0,-1.0,36684.0,8984.0,21599.0,6100.0,17701.0,10545.0,11682.0,-1.0,4598.0,4892.0,27273.0,6415.0,7205.0,10000.0,2500.0,8955.0,-1.0,9000.0,12320.0,24663.0,-1.0,17811.0,4696.0,30667.0,-1.0,-1.0,9235.0,1829.0,24663.0,13283.0,1600.0,10000.0,16195.0,8750.0,9985.0,18334.0,8889.0,6956.0,12997.0,-1.0,9560.0,-1.0,12926.0,15802.0,32705.0,9380.0,36684.0,19639.0,-1.0,1889.0,12458.0,16245.0,19095.0,4154.0,11727.0,3509.0,25272.0,-1.0,11116.0,20000.0,8924.0,11250.0,5279.0,-1.0,8638.0,18861.0,11434.0,10384.0,24926.0,23692.0,5926.0,14898.0,21915.0,38706.0,3566.0,-1.0,12369.0,17782.0,16667.0,-1.0,9215.0,3981.0,3408.0,-1.0,9017.0,12247.0,12000.0,11067.0,23911.0
1987,12228.0,13500.0,2528.0,4983.0,8693.0,9797.0,27269.0,8478.0,24595.0,-1.0,-1.0,7883.0,-1.0,26455.0,9875.0,17138.0,6074.0,-1.0,35359.0,7705.0,24955.0,6100.0,23105.0,13441.0,12245.0,-1.0,4630.0,8533.0,27273.0,5282.0,8637.0,10000.0,2500.0,7000.0,-1.0,9000.0,15698.0,26290.0,-1.0,18396.0,5244.0,30667.0,-1.0,-1.0,12876.0,2380.0,26290.0,13301.0,1343.0,7063.0,12274.0,8750.0,8197.0,16886.0,8889.0,7039.0,11968.0,-1.0,9549.0,-1.0,10199.0,17153.0,31193.0,10000.0,35359.0,10601.0,-1.0,1889.0,14451.0,20812.0,17761.0,4091.0,11714.0,4688.0,23829.0,-1.0,11813.0,18750.0,8732.0,13875.0,5248.0,-1.0,5000.0,21826.0,11434.0,9274.0,33545.0,22935.0,5938.0,8011.0,20314.0,36987.0,3253.0,-1.0,13408.0,25488.0,16429.0,-1.0,9159.0,4587.0,4054.0,-1.0,8583.0,12303.0,12000.0,11532.0,24752.0
1988,10401.0,10952.0,1626.0,4703.0,8581.0,7563.0,27627.0,9912.0,19534.0,-1.0,-1.0,6202.0,-1.0,27269.0,11894.0,20997.0,6711.0,-1.0,28782.0,6684.0,32800.0,6100.0,19039.0,10037.0,11604.0,-1.0,4630.0,9417.0,27273.0,7510.0,6894.0,10000.0,2308.0,7027.0,-1.0,9000.0,13447.0,22512.0,-1.0,16408.0,4527.0,12052.0,-1.0,-1.0,9912.0,4130.0,22512.0,13154.0,1638.0,8276.0,29776.0,8750.0,11029.0,21159.0,8100.0,6845.0,14771.0,-1.0,9558.0,-1.0,11140.0,16332.0,25675.0,10000.0,28782.0,12205.0,-1.0,1824.0,10872.0,18312.0,19802.0,4013.0,14972.0,5111.0,20706.0,-1.0,17261.0,4286.0,13492.0,15000.0,6326.0,-1.0,5714.0,16475.0,17189.0,9720.0,27073.0,25647.0,8052.0,9058.0,19568.0,34376.0,3426.0,12544.0,14179.0,17028.0,9333.0,-1.0,10772.0,3734.0,5050.0,-1.0,6982.0,15226.0,12000.0,9843.0,23716.0
1989,10394.0,13333.0,2528.0,3732.0,9397.0,10886.0,27278.0,8732.0,18542.0,-1.0,-1.0,10248.0,-1.0,29553.0,10556.0,21055.0,7353.0,-1.0,36698.0,7244.0,26991.0,6100.0,19391.0,12117.0,14305.0,-1.0,4630.0,10272.0,27273.0,5903.0,8165.0,12727.0,2308.0,8050.0,-1.0,9000.0,15469.0,21840.0,-1.0,15757.0,3191.0,20072.0,-1.0,-1.0,10637.0,4403.0,21840.0,12270.0,1462.0,19231.0,8762.0,8750.0,15200.0,18829.0,8260.0,7411.0,12022.0,-1.0,9367.0,-1.0,11447.0,16807.0,28038.0,6545.0,36698.0,13580.0,-1.0,1667.0,11386.0,17868.0,17323.0,4000.0,13629.0,5297.0,19410.0,-1.0,12350.0,15000.0,14378.0,15750.0,7885.0,-1.0,4950.0,19805.0,15571.0,9750.0,26259.0,25384.0,9000.0,11106.0,16062.0,34776.0,3587.0,14148.0,13619.0,17813.0,14167.0,-1.0,10793.0,6594.0,3788.0,-1.0,7869.0,12730.0,12000.0,9000.0,22982.0
1990,8565.0,10000.0,3723.0,4432.0,11399.0,11846.0,28210.0,10094.0,21464.0,8000.0,-1.0,5684.0,-1.0,25869.0,8226.0,25375.0,6807.0,-1.0,33290.0,5917.0,28405.0,6061.0,14065.0,10319.0,11889.0,-1.0,4069.0,10794.0,26344.0,4789.0,7749.0,20000.0,2308.0,6211.0,-1.0,9091.0,13835.0,24200.0,-1.0,15666.0,3831.0,13426.0,-1.0,-1.0,12450.0,4136.0,24200.0,13443.0,2768.0,21277.0,10837.0,8000.0,16940.0,17275.0,7564.0,5313.0,12075.0,-1.0,9457.0,8353.0,11923.0,18454.0,30918.0,10357.0,33290.0,11810.0,-1.0,1667.0,8770.0,18512.0,19751.0,4000.0,13596.0,4800.0,20084.0,-1.0,16938.0,3333.0,12631.0,15882.0,7027.0,-1.0,1964.0,16197.0,16000.0,9818.0,25178.0,26190.0,9680.0,11947.0,26111.0,41837.0,3924.0,13029.0,12001.0,18980.0,10000.0,-1.0,12153.0,7923.0,3788.0,-1.0,9127.0,14541.0,12000.0,14399.0,27570.0
1991,10387.0,12500.0,5331.0,4315.0,9979.0,10372.0,32569.0,11294.0,17749.0,7222.0,-1.0,6593.0,-1.0,25277.0,7825.0,22442.0,7289.0,-1.0,40609.0,8750.0,28399.0,5257.0,15865.0,11452.0,12066.0,-1.0,4197.0,12788.0,26278.0,6582.0,6157.0,-1.0,2308.0,10000.0,-1.0,9139.0,12555.0,26038.0,-1.0,16489.0,5329.0,10107.0,-1.0,-1.0,11908.0,5072.0,26038.0,12656.0,1985.0,-1.0,14360.0,7600.0,15725.0,14993.0,7719.0,6269.0,12728.0,-1.0,9459.0,8889.0,11705.0,23075.0,33157.0,11333.0,40609.0,13967.0,-1.0,1538.0,11946.0,19291.0,20071.0,4067.0,13149.0,4806.0,22758.0,-1.0,14659.0,15000.0,15234.0,15833.0,6736.0,-1.0,2083.0,17504.0,9100.0,9600.0,22466.0,25926.0,5000.0,11171.0,28901.0,43569.0,5155.0,15482.0,13155.0,18406.0,5000.0,-1.0,12760.0,5059.0,3788.0,-1.0,9958.0,14349.0,12000.0,14778.0,25232.0
1992,9384.0,10000.0,5794.0,4103.0,9965.0,10742.0,32500.0,10041.0,20336.0,7031.0,-1.0,6198.0,10400.0,25455.0,2651.0,23526.0,2339.0,-1.0,41779.0,-1.0,29592.0,5160.0,25964.0,10617.0,10224.0,18051.0,4600.0,12824.0,26431.0,4344.0,6281.0,-1.0,2308.0,12143.0,14433.0,9167.0,14649.0,19786.0,24772.0,15365.0,7051.0,8552.0,22122.0,-1.0,12488.0,3000.0,19786.0,12960.0,1270.0,-1.0,11756.0,7500.0,11429.0,12522.0,8950.0,7458.0,12743.0,-1.0,9436.0,9867.0,12011.0,16291.0,27764.0,11333.0,41779.0,13540.0,-1.0,1567.0,6231.0,20361.0,19286.0,4044.0,13898.0,5329.0,27559.0,23818.0,12322.0,15000.0,8949.0,18235.0,8032.0,-1.0,10000.0,20000.0,7575.0,9750.0,19831.0,-1.0,2500.0,9247.0,25092.0,45867.0,6667.0,17875.0,10173.0,18768.0,7692.0,22751.0,11005.0,6000.0,3636.0,-1.0,10138.0,16000.0,12000.0,4450.0,24093.0
1993,10779.0,10000.0,6104.0,4328.0,9569.0,9018.0,32523.0,10711.0,22617.0,7374.0,11375.0,6862.0,9375.0,28815.0,8555.0,24139.0,8444.0,-1.0,32755.0,-1.0,26257.0,5062.0,21775.0,8862.0,13377.0,19062.0,4082.0,13808.0,26585.0,6256.0,6136.0,-1.0,2308.0,-1.0,12701.0,9156.0,11368.0,22502.0,24983.0,15687.0,3137.0,12500.0,18066.0,-1.0,12400.0,2629.0,22502.0,11990.0,2975.0,-1.0,9603.0,7500.0,15294.0,14696.0,8497.0,9360.0,12294.0,-1.0,9614.0,10000.0,17884.0,14630.0,28344.0,11333.0,32755.0,12590.0,-1.0,1567.0,6843.0,17912.0,19476.0,4044.0,13485.0,5304.0,29156.0,24236.0,14273.0,13174.0,17871.0,18333.0,7794.0,-1.0,11600.0,11833.0,-1.0,-1.0,19123.0,-1.0,2600.0,10028.0,30303.0,45878.0,4522.0,17000.0,11548.0,16088.0,10000.0,23161.0,9079.0,6580.0,4040.0,-1.0,9875.0,13600.0,12000.0,9500.0,27485.0
1994,11956.0,10000.0,6584.0,3518.0,8910.0,9150.0,28267.0,11573.0,24733.0,9142.0,10488.0,7000.0,13636.0,33261.0,7849.0,11297.0,4505.0,-1.0,28333.0,-1.0,26212.0,4965.0,15441.0,8444.0,12741.0,18703.0,4000.0,11799.0,26738.0,6532.0,7704.0,-1.0,2593.0,-1.0,13257.0,9160.0,12066.0,23558.0,25569.0,20084.0,3810.0,12941.0,18990.0,-1.0,13868.0,3640.0,23558.0,10878.0,3289.0,-1.0,10000.0,6481.0,17584.0,17229.0,9031.0,5871.0,10833.0,-1.0,9565.0,10000.0,13939.0,16729.0,34529.0,11333.0,28333.0,12630.0,-1.0,1567.0,7377.0,20735.0,20908.0,4044.0,14126.0,5304.0,22432.0,20189.0,14583.0,15000.0,9966.0,18919.0,8024.0,-1.0,11786.0,17333.0,-1.0,-1.0,20139.0,-1.0,16000.0,11769.0,30303.0,40197.0,6591.0,20000.0,11780.0,20116.0,9500.0,22952.0,10102.0,6620.0,4000.0,-1.0,8405.0,12747.0,10909.0,8769.0,28169.0
1995,7938.0,-1.0,5988.0,4862.0,10346.0,10545.0,29373.0,12179.0,27399.0,7182.0,10833.0,3643.0,10000.0,31571.0,4594.0,11685.0,8974.0,-1.0,34496.0,-1.0,23622.0,4867.0,21500.0,8957.0,10688.0,15215.0,4000.0,11800.0,27170.0,4710.0,7590.0,-1.0,2593.0,-1.0,11602.0,9163.0,14076.0,26381.0,26355.0,17776.0,6819.0,12143.0,20766.0,-1.0,10591.0,4880.0,26381.0,12073.0,3291.0,-1.0,10043.0,5714.0,17078.0,17535.0,9612.0,4241.0,10349.0,-1.0,-1.0,10909.0,13297.0,18037.0,32540.0,11333.0,34496.0,8506.0,-1.0,1455.0,12140.0,15607.0,19225.0,4030.0,14702.0,5824.0,21439.0,22454.0,16508.0,15000.0,13881.0,16667.0,7562.0,-1.0,11667.0,12833.0,-1.0,-1.0,22767.0,-1.0,7000.0,10658.0,30303.0,46103.0,10229.0,16988.0,10274.0,18868.0,9667.0,21301.0,11793.0,7639.0,4133.0,-1.0,9306.0,12203.0,10909.0,9400.0,29990.0
1996,6624.0,-1.0,6776.0,5137.0,10093.0,6853.0,34624.0,12529.0,22198.0,7201.0,10833.0,3671.0,13333.0,30600.0,9163.0,11718.0,10445.0,-1.0,33432.0,-1.0,26307.0,4770.0,20000.0,7633.0,11084.0,13709.0,4086.0,11548.0,26087.0,5599.0,7889.0,-1.0,2593.0,-1.0,12856.0,9164.0,12408.0,26702.0,22525.0,17643.0,5759.0,12164.0,17727.0,-1.0,13556.0,10019.0,26702.0,10754.0,4500.0,-1.0,9785.0,6923.0,16025.0,19592.0,10137.0,4746.0,11686.0,-1.0,-1.0,11706.0,11993.0,15192.0,35925.0,11333.0,33432.0,13057.0,-1.0,1455.0,9178.0,20689.0,18662.0,4030.0,14630.0,6660.0,24810.0,23206.0,13901.0,13889.0,10754.0,17838.0,8289.0,-1.0,11522.0,19000.0,-1.0,-1.0,24928.0,-1.0,8000.0,11583.0,20000.0,53049.0,7467.0,16105.0,8808.0,19363.0,9600.0,8391.0,12597.0,7312.0,4000.0,-1.0,8531.0,17143.0,10909.0,14133.0,28003.0
1997,7148.0,-1.0,4386.0,5618.0,12390.0,6801.0,41794.0,13002.0,29126.0,6846.0,10833.0,3324.0,13333.0,27751.0,10190.0,11865.0,6379.0,-1.0,37117.0,-1.0,22619.0,4672.0,-1.0,7481.0,17238.0,16160.0,4071.0,12876.0,25000.0,14305.0,6821.0,20000.0,2500.0,-1.0,5883.0,9166.0,10247.0,30748.0,24047.0,17787.0,4695.0,12143.0,19300.0,-1.0,9726.0,5843.0,30748.0,10507.0,2846.0,-1.0,9000.0,4615.0,12870.0,15972.0,9711.0,4433.0,11205.0,-1.0,-1.0,11765.0,10057.0,15833.0,32704.0,11333.0,37117.0,12325.0,-1.0,1455.0,6340.0,19137.0,18914.0,4075.0,14489.0,8081.0,25484.0,24955.0,11599.0,13450.0,12565.0,18008.0,6501.0,-1.0,11429.0,20000.0,-1.0,9701.0,30530.0,-1.0,8800.0,12556.0,35000.0,48121.0,9211.0,15000.0,10750.0,19359.0,9750.0,10952.0,8726.0,7262.0,4667.0,-1.0,8209.0,14769.0,10909.0,7903.0,29166.0
1998,9965.0,-1.0,4598.0,6391.0,9695.0,7459.0,37067.0,14075.0,31099.0,3034.0,10833.0,2795.0,-1.0,28595.0,9249.0,26357.0,8071.0,-1.0,36673.0,-1.0,25000.0,4575.0,17500.0,2410.0,18381.0,15513.0,4111.0,12876.0,25556.0,13241.0,5449.0,20000.0,2500.0,-1.0,7259.0,9167.0,13401.0,30281.0,20934.0,20367.0,4635.0,12128.0,14096.0,-1.0,8890.0,6016.0,30281.0,10278.0,2577.0,-1.0,9000.0,3333.0,11146.0,12938.0,10129.0,3046.0,11285.0,-1.0,-1.0,12800.0,9650.0,15346.0,34032.0,11333.0,36673.0,11580.0,-1.0,1455.0,7010.0,18265.0,20040.0,4308.0,14046.0,7250.0,18939.0,24644.0,11241.0,13784.0,10990.0,17632.0,6987.0,-1.0,7244.0,16667.0,-1.0,9701.0,28759.0,-1.0,7500.0,24247.0,14240.0,45568.0,9244.0,14544.0,13798.0,19913.0,9545.0,12190.0,11772.0,7016.0,4000.0,-1.0,7993.0,13206.0,10909.0,7758.0,30460.0
1999,9315.0,-1.0,4789.0,5453.0,12132.0,7823.0,37980.0,21052.0,28914.0,5364.0,10581.0,2302.0,14486.0,30000.0,9169.0,29925.0,9648.0,-1.0,30791.0,-1.0,20000.0,4477.0,17500.0,6837.0,16476.0,12747.0,4221.0,12500.0,25263.0,13262.0,5870.0,20000.0,2500.0,-1.0,10257.0,9168.0,12313.0,30833.0,23725.0,21323.0,5374.0,12121.0,17650.0,-1.0,8718.0,6000.0,30833.0,9533.0,2640.0,-1.0,8710.0,3636.0,10000.0,17124.0,10379.0,7290.0,10884.0,-1.0,-1.0,14391.0,10139.0,19226.0,35764.0,11333.0,30791.0,12509.0,-1.0,1455.0,11971.0,17409.0,20417.0,4318.0,13595.0,7412.0,22766.0,25153.0,9656.0,13684.0,12171.0,18173.0,7032.0,-1.0,10000.0,20000.0,-1.0,9702.0,29705.0,-1.0,9000.0,13861.0,20000.0,40484.0,10472.0,14033.0,13450.0,15909.0,9432.0,23723.0,12910.0,3872.0,4000.0,-1.0,8473.0,15048.0,10000.0,6551.0,28167.0
2000,6710.0,-1.0,3294.0,5450.0,10164.0,4394.0,40027.0,25079.0,29362.0,6054.0,10581.0,3277.0,14269.0,31481.0,8839.0,25019.0,9048.0,-1.0,38482.0,-1.0,21429.0,4379.0,19702.0,9167.0,9608.0,14058.0,4286.0,12514.0,27273.0,11286.0,6429.0,19999.0,2500.0,-1.0,9045.0,9171.0,8577.0,32791.0,20781.0,23039.0,5785.0,12426.0,18916.0,-1.0,8306.0,5000.0,32791.0,10657.0,3040.0,-1.0,8788.0,3333.0,5000.0,17232.0,10442.0,5096.0,10274.0,-1.0,-1.0,15754.0,10645.0,18706.0,32142.0,11400.0,38482.0,11572.0,-1.0,1333.0,6995.0,18138.0,20203.0,4265.0,14243.0,7416.0,25433.0,26029.0,12577.0,13684.0,12661.0,18421.0,5979.0,-1.0,10000.0,23000.0,-1.0,9702.0,28983.0,-1.0,-1.0,22363.0,12270.0,39354.0,10108.0,13529.0,13805.0,17097.0,9495.0,17929.0,13681.0,5506.0,4040.0,-1.0,7101.0,16709.0,9900.0,4011.0,34563.0
2001,6821.0,-1.0,4475.0,5082.0,11431.0,7732.0,39283.0,30239.0,28903.0,4044.0,10341.0,6591.0,14782.0,33887.0,7287.0,26475.0,7949.0,-1.0,37152.0,-1.0,22831.0,4281.0,24406.0,10869.0,9355.0,17591.0,3429.0,12222.0,28904.0,11500.0,6302.0,20000.0,2500.0,-1.0,10032.0,9174.0,13670.0,33204.0,22483.0,21366.0,5786.0,12857.0,22678.0,-1.0,11223.0,4900.0,33204.0,10736.0,2400.0,-1.0,8625.0,3333.0,10000.0,19266.0,10639.0,4000.0,10420.0,-1.0,-1.0,10951.0,11017.0,17381.0,34788.0,11400.0,37152.0,9345.0,-1.0,1417.0,6897.0,19980.0,20704.0,4286.0,14515.0,7417.0,27099.0,25864.0,13124.0,13684.0,9885.0,20000.0,5836.0,-1.0,10000.0,20000.0,-1.0,9703.0,31268.0,-1.0,-1.0,13068.0,19000.0,36621.0,12130.0,13031.0,11550.0,19417.0,9524.0,21359.0,16022.0,8454.0,4000.0,-1.0,5002.0,16149.0,13500.0,9479.0,34440.0
2002,8458.0,-1.0,4812.0,5335.0,10658.0,10908.0,40155.0,28250.0,26526.0,14706.0,13636.0,6890.0,15295.0,34144.0,4832.0,27944.0,8550.0,-1.0,42954.0,-1.0,22771.0,4183.0,20076.0,11057.0,6744.0,19149.0,3889.0,11429.0,30714.0,12000.0,7143.0,20000.0,2500.0,-1.0,13193.0,9177.0,11974.0,35247.0,21973.0,21021.0,3788.0,12867.0,21490.0,-1.0,11662.0,4762.0,35247.0,9790.0,3611.0,-1.0,8481.0,3333.0,10442.0,17580.0,10330.0,3558.0,9479.0,-1.0,-1.0,4458.0,11744.0,18651.0,35284.0,11400.0,42954.0,11528.0,-1.0,1385.0,15940.0,18620.0,22848.0,4286.0,13242.0,7005.0,25795.0,26526.0,13243.0,13684.0,7289.0,18947.0,5974.0,-1.0,10000.0,16750.0,-1.0,9703.0,31132.0,-1.0,-1.0,12062.0,18095.0,41332.0,11730.0,12540.0,14017.0,19000.0,9524.0,13725.0,12392.0,8000.0,4200.0,-1.0,9538.0,17037.0,14911.0,5607.0,35253.0
2003,7467.0,-1.0,4657.0,5696.0,10636.0,11189.0,39493.0,30671.0,27219.0,5169.0,8933.0,5411.0,15777.0,29212.0,8176.0,28398.0,9254.0,-1.0,41555.0,-1.0,22945.0,4087.0,12994.0,11907.0,7626.0,18897.0,3836.0,11474.0,33407.0,12099.0,5490.0,20001.0,2500.0,-1.0,14914.0,9178.0,15190.0,28525.0,20266.0,20809.0,5365.0,12937.0,20491.0,-1.0,8876.0,4444.0,28525.0,12030.0,3545.0,-1.0,8340.0,3333.0,10349.0,20149.0,10284.0,3846.0,12917.0,-1.0,-1.0,4055.0,11200.0,17152.0,31171.0,11000.0,41555.0,12527.0,-1.0,1357.0,13246.0,20628.0,25111.0,4286.0,18995.0,7558.0,24275.0,26137.0,13828.0,13632.0,9268.0,18754.0,9600.0,-1.0,10000.0,8235.0,-1.0,9713.0,34573.0,-1.0,8603.0,12070.0,17273.0,35299.0,12626.0,12174.0,14697.0,19355.0,9500.0,14869.0,19576.0,7692.0,4200.0,-1.0,8125.0,17022.0,15779.0,5286.0,36810.0
2004,6583.0,-1.0,4712.0,6438.0,10267.0,14458.0,43950.0,33054.0,27285.0,8125.0,8933.0,4089.0,16226.0,31350.0,10981.0,23019.0,8445.0,-1.0,42544.0,-1.0,23162.0,3992.0,22185.0,9107.0,8121.0,18971.0,3784.0,11548.0,35323.0,11500.0,7767.0,20001.0,2500.0,-1.0,17423.0,9196.0,14493.0,33323.0,24287.0,23353.0,6700.0,13006.0,21252.0,-1.0,8650.0,4000.0,33323.0,10439.0,4333.0,-1.0,8245.0,3333.0,10504.0,21111.0,11328.0,4031.0,13872.0,-1.0,-1.0,24903.0,11039.0,22801.0,39449.0,10980.0,42544.0,13270.0,-1.0,1357.0,11503.0,23731.0,25213.0,4247.0,19769.0,7706.0,26145.0,26308.0,13879.0,13684.0,10313.0,18701.0,9933.0,-1.0,10000.0,15385.0,-1.0,9733.0,35322.0,-1.0,8687.0,13626.0,17273.0,44583.0,9214.0,11681.0,6994.0,19375.0,9528.0,19048.0,21202.0,7143.0,4000.0,-1.0,7480.0,18500.0,16558.0,17500.0,38435.0
2005,6636.0,-1.0,4720.0,6316.0,11463.0,8658.0,42983.0,29037.0,28846.0,6000.0,7647.0,3746.0,16675.0,33789.0,6677.0,29789.0,5688.0,-1.0,48532.0,-1.0,23370.0,3896.0,9184.0,11770.0,13242.0,15517.0,3977.0,11494.0,36932.0,10963.0,7023.0,20000.0,2500.0,-1.0,17529.0,9217.0,15556.0,33865.0,26121.0,19662.0,6783.0,13037.0,23123.0,-1.0,5028.0,4444.0,33865.0,9702.0,5727.0,-1.0,7663.0,3333.0,9916.0,22232.0,11683.0,3911.0,13578.0,-1.0,-1.0,20200.0,11000.0,21412.0,39946.0,11000.0,48532.0,13487.0,-1.0,1357.0,11488.0,23052.0,22784.0,4257.0,12186.0,7906.0,20364.0,26172.0,11965.0,13684.0,8800.0,18590.0,11326.0,-1.0,10000.0,18249.0,-1.0,9752.0,31266.0,-1.0,8771.0,13064.0,17273.0,37460.0,12984.0,11186.0,11245.0,19394.0,9537.0,16667.0,21068.0,7143.0,4000.0,-1.0,8080.0,10741.0,17340.0,9740.0,41051.0
2006,6406.0,-1.0,4706.0,6400.0,13334.0,9085.0,31799.0,32287.0,27734.0,9661.0,8455.0,2598.0,17124.0,27829.0,7814.0,52623.0,9411.0,-1.0,42963.0,-1.0,23465.0,3801.0,6766.0,11886.0,6338.0,17003.0,3944.0,11549.0,38162.0,11843.0,7143.0,-1.0,2500.0,-1.0,12962.0,9241.0,14641.0,34799.0,24860.0,19336.0,6529.0,13189.0,22169.0,-1.0,5332.0,2869.0,34799.0,9001.0,8791.0,-1.0,7663.0,3333.0,9702.0,23250.0,12330.0,3819.0,13793.0,-1.0,-1.0,47000.0,10954.0,20332.0,23202.0,10016.0,42963.0,9795.0,-1.0,1357.0,10435.0,22619.0,24337.0,4267.0,11609.0,8304.0,26222.0,25692.0,13725.0,13000.0,7347.0,18556.0,13151.0,-1.0,10000.0,20762.0,-1.0,-1.0,38424.0,-1.0,-1.0,13132.0,17273.0,41259.0,13684.0,10624.0,8952.0,19412.0,9259.0,11667.0,21679.0,7115.0,4000.0,-1.0,7912.0,11236.0,18200.0,16667.0,43327.0
2007,9852.0,-1.0,4722.0,6400.0,9969.0,9537.0,36905.0,36532.0,25273.0,9000.0,8843.0,9295.0,17574.0,28657.0,6424.0,37627.0,10431.0,-1.0,47994.0,-1.0,21333.0,3706.0,10930.0,10459.0,7205.0,16638.0,3959.0,11667.0,50000.0,18831.0,5556.0,19999.0,2500.0,-1.0,13394.0,9200.0,13462.0,38595.0,25651.0,23041.0,4459.0,13750.0,22096.0,-1.0,6507.0,2873.0,38595.0,8720.0,4000.0,-1.0,7670.0,3333.0,9504.0,24091.0,12604.0,3714.0,16369.0,-1.0,-1.0,14000.0,9626.0,18588.0,19492.0,10015.0,47994.0,12409.0,-1.0,1357.0,9882.0,23933.0,25141.0,4267.0,11473.0,10392.0,25620.0,27353.0,13877.0,13000.0,9545.0,18548.0,14613.0,-1.0,10000.0,20762.0,-1.0,9791.0,34848.0,-1.0,8938.0,13148.0,17273.0,43091.0,13306.0,10160.0,8996.0,19429.0,9474.0,14778.0,26609.0,2693.0,4000.0,-1.0,11000.0,17572.0,18000.0,6111.0,42937.0
2008,6267.0,-1.0,4725.0,6600.0,13462.0,13717.0,39558.0,37442.0,26154.0,9200.0,8622.0,3289.0,18023.0,36480.0,8094.0,27670.0,10993.0,-1.0,51132.0,-1.0,24449.0,3611.0,22714.0,11936.0,7822.0,14893.0,3429.0,11616.0,36381.0,15061.0,7778.0,20000.0,2500.0,42390.0,11484.0,9303.0,10977.0,39061.0,26076.0,17418.0,6414.0,14103.0,18186.0,-1.0,6202.0,3507.0,39061.0,10133.0,6000.0,-1.0,7671.0,3333.0,9311.0,23742.0,12628.0,3599.0,12585.0,-1.0,-1.0,-1.0,10093.0,20463.0,10587.0,10000.0,51132.0,11964.0,-1.0,1357.0,9830.0,21846.0,23763.0,4276.0,11875.0,11522.0,24227.0,29123.0,16270.0,13000.0,9623.0,18057.0,12576.0,-1.0,10000.0,20762.0,-1.0,9811.0,36636.0,-1.0,9022.0,13103.0,18031.0,43714.0,13793.0,9685.0,8934.0,19429.0,9459.0,17563.0,28713.0,3122.0,4000.0,-1.0,8000.0,15307.0,17500.0,6111.0,36776.0
2009,6121.0,-1.0,4725.0,8583.0,11910.0,4097.0,39830.0,35698.0,27327.0,5900.0,6914.0,2492.0,18472.0,35495.0,7262.0,35411.0,8657.0,-1.0,48476.0,-1.0,25129.0,3516.0,20606.0,9713.0,6944.0,17524.0,4290.0,11493.0,33315.0,14000.0,8125.0,20000.0,2500.0,44326.0,15452.0,9337.0,13084.0,38634.0,25386.0,17716.0,5141.0,13846.0,19637.0,-1.0,6559.0,3725.0,38634.0,12070.0,7571.0,-1.0,7667.0,3079.0,8806.0,23615.0,12660.0,3650.0,10769.0,-1.0,-1.0,-1.0,10515.0,20397.0,13507.0,12992.0,48476.0,6565.0,-1.0,1357.0,9838.0,21062.0,24068.0,4233.0,11574.0,9704.0,23538.0,29106.0,13407.0,13000.0,6000.0,18293.0,12377.0,-1.0,10000.0,20762.0,-1.0,9830.0,38658.0,-1.0,9106.0,13347.0,18533.0,46310.0,12604.0,9209.0,8847.0,18437.0,9936.0,10988.0,33337.0,5323.0,4000.0,-1.0,8000.0,17990.0,18000.0,6389.0,41084.0
