,USSR,Cambodia,Eritrea,Fiji,Australia,Panama,Pakistan,Slovakia,Thailand,Belize,Ethiopia,Kenya,Guyana,Yemen,Romania,Serbia,Lao People's Democratic Republic,Zambia,Nigeria,Botswana,Papua New Guinea,Peru,Suriname,Togo,Tunisia,Albania,Tonga,Brazil,Chad,Mozambique,Niger,Australia & New Zealand,Democratic People's Republic of Korea,Slovenia,El Salvador,Hungary,Canada,Colombia,Spain,Central African Republic,Tajikistan,India,Syrian Arab Republic,Ecuador,Cabo Verde,Indonesia,Poland,Argentina,Turkey,Antigua and Barbuda,Belgium-Luxembourg,Angola,Ethiopia PDR,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,New Zealand,Paraguay,Mali,Congo,Republic of Moldova,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",Madagascar,Cyprus,Sri Lanka,Guinea-Bissau,Rwanda,Bosnia and Herzegovina,Cameroon,Netherlands,Guatemala,South Sudan,Saint Kitts and Nevis,Cuba,Austria,United States of America,Bhutan,Turkmenistan,Norway,Philippines,Iraq,Libya,Swaziland,United Republic of Tanzania,Burundi,Belgium,Nepal,France,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Senegal,Germany,Uganda,Comoros,Benin,Sweden,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Chile,Honduras,Uruguay,Afghanistan,Zimbabwe,Lebanon,Gabon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Sudan,Belarus,Denmark,Switzerland,Somalia,Namibia,Georgia,United Kingdom,Azerbaijan,Mauritius,Nicaragua,Polynesia,Viet Nam,Lithuania,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Latvia,Guinea,Ukraine,South Africa,Mauritania,Guadeloupe,Ireland,Côte d'Ivoire,Timor-Leste,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory,Liberia,Sierra Leone
1961,420039.0,1336.0,,1.0,2069.0,2.0,34822.0,,4499.0,0.0,,968.0,0.0,558.0,3379.0,,228.0,3025.0,60512.0,23.0,60.0,6013.0,21.0,1809.0,66.0,1794.0,25.0,74826.0,16001.0,12246.0,7448.0,2349.0,19898.0,,1348.0,2088.0,27729.0,3735.0,10066.0,4393.0,,306262.0,11717.0,808.0,61.0,33173.0,19160.0,47454.0,23684.0,6.0,3090.0,1736.0,7767.0,17160.0,61.0,,68.0,17373.0,1303.0,274.0,12507.0,12264.0,280.0,1236.0,7103.0,1067.0,,955.0,,18822.0,2083.0,5887.0,,2052.0,1824.0,977511.0,1584.0,17.0,226.0,2660.0,76.0,,8286.0,1091.0,928.0,,0.0,1155.0,15.0,889587.0,7.0,,4.0,4405.0,799.0,152.0,183.0,4846.0,434.0,,1200.0,3147.0,,,33.0,3616.0,1761.0,24792.0,4122.0,13465.0,0.0,2523.0,286.0,,982006.0,3627.0,,10860.0,940.0,31.0,755.0,61.0,6047.0,2881.0,5219.0,64.0,74.0,6216.0,408.0,4495.0,629.0,11.0,11940.0,,,863.0,0.0,777.0,0.0,,6.0,,5.0,1007.0,25.0,2935.0,,,46.0,173.0,5.0,23.0,669.0,,1948.0,,7127.0,37.0,4.0,0.0,2015.0,51.0,,7540.0,21511.0,0.0,214.0,516.0
1962,413840.0,922.0,,1.0,2649.0,2.0,37616.0,,4575.0,0.0,,937.0,0.0,763.0,3699.0,,225.0,3033.0,73562.0,44.0,67.0,6107.0,24.0,1991.0,61.0,1877.0,25.0,74981.0,14101.0,11786.0,7383.0,2988.0,20530.0,,1523.0,3303.0,20527.0,3526.0,8506.0,4254.0,,302188.0,11305.0,856.0,77.0,31562.0,15247.0,47423.0,23018.0,7.0,3205.0,1769.0,8033.0,19746.0,68.0,,65.0,14691.0,1362.0,231.0,11824.0,12240.0,338.0,1504.0,7673.0,749.0,,947.0,,19908.0,2205.0,6052.0,,2280.0,1854.0,1024527.0,1591.0,17.0,260.0,2660.0,121.0,,9334.0,1207.0,1162.0,,0.0,980.0,21.0,911863.0,7.0,,6.0,5623.0,638.0,213.0,220.0,5506.0,509.0,,1219.0,3795.0,,,38.0,3541.0,1506.0,22957.0,3878.0,14491.0,0.0,2527.0,266.0,,1028694.0,3213.0,,11041.0,1134.0,28.0,805.0,89.0,6595.0,3423.0,4855.0,76.0,74.0,6489.0,331.0,4168.0,629.0,11.0,10878.0,,,552.0,0.0,512.0,0.0,,9.0,,5.0,1241.0,25.0,2822.0,,,69.0,185.0,5.0,9.0,611.0,,1986.0,,9097.0,43.0,2.0,0.0,2324.0,51.0,,6996.0,23648.0,0.0,181.0,516.0
1963,427410.0,1285.0,,2.0,3282.0,2.0,37519.0,,4702.0,0.0,,1080.0,0.0,650.0,3527.0,,245.0,3044.0,74515.0,40.0,71.0,5853.0,25.0,2082.0,47.0,1901.0,26.0,78302.0,14852.0,12911.0,6829.0,3632.0,21162.0,,1963.0,3259.0,23634.0,3824.0,6971.0,4113.0,,315215.0,11200.0,985.0,65.0,31592.0,18185.0,48342.0,25280.0,4.0,3703.0,1769.0,8064.0,23820.0,73.0,,93.0,9009.0,1348.0,221.0,11734.0,11225.0,350.0,1825.0,6853.0,724.0,,878.0,,19366.0,2246.0,6050.0,,2280.0,1961.0,1090843.0,1613.0,19.0,244.0,2660.0,358.0,,8998.0,1382.0,1257.0,,0.0,590.0,24.0,938088.0,7.0,,8.0,6339.0,924.0,152.0,235.0,5689.0,479.0,,1209.0,4095.0,,,71.0,3249.0,1364.0,24762.0,4033.0,15201.0,0.0,2127.0,280.0,,1095009.0,4036.0,,10826.0,1219.0,22.0,886.0,113.0,5483.0,3423.0,5295.0,73.0,74.0,6026.0,367.0,4166.0,629.0,11.0,10018.0,,,829.0,0.0,560.0,0.0,,9.0,,5.0,1523.0,26.0,3063.0,,,38.0,213.0,2.0,12.0,700.0,,2005.0,,9856.0,43.0,2.0,0.0,2325.0,51.0,,6407.0,23633.0,0.0,181.0,516.0
1964,431923.0,1334.0,,2.0,1549.0,2.0,40139.0,,4968.0,0.0,,1087.0,0.0,1042.0,3659.0,,245.0,2394.0,80427.0,17.0,58.0,5663.0,24.0,1996.0,44.0,1903.0,27.0,82493.0,15377.0,14031.0,7952.0,1746.0,21794.0,,1936.0,3087.0,28337.0,4248.0,6850.0,3964.0,,315754.0,11269.0,1128.0,64.0,32352.0,20269.0,48233.0,25446.0,6.0,2553.0,1872.0,8219.0,24956.0,59.0,,89.0,8571.0,1041.0,231.0,12845.0,11488.0,197.0,2127.0,6651.0,698.0,,878.0,,19757.0,2380.0,6055.0,,2280.0,945.0,977093.0,1579.0,8.0,248.0,2660.0,260.0,,10476.0,995.0,1286.0,,0.0,620.0,25.0,1024588.0,7.0,,14.0,5969.0,1056.0,152.0,253.0,6893.0,533.0,,1234.0,3393.0,,,105.0,3161.0,1264.0,27440.0,3877.0,15786.0,0.0,2587.0,164.0,,981229.0,4067.0,,11036.0,1473.0,22.0,873.0,180.0,4734.0,2700.0,5427.0,58.0,74.0,6588.0,322.0,4135.0,629.0,7.0,10654.0,,,875.0,0.0,593.0,0.0,,9.0,,10.0,1763.0,27.0,3320.0,,,53.0,217.0,2.0,14.0,813.0,,2062.0,,7508.0,43.0,2.0,0.0,2303.0,51.0,,6935.0,22609.0,0.0,181.0,521.0
1965,431872.0,1287.0,,2.0,2242.0,2.0,41693.0,,7784.0,0.0,,1071.0,0.0,509.0,5337.0,,249.0,3401.0,81415.0,16.0,47.0,4870.0,27.0,2105.0,41.0,1903.0,27.0,83383.0,13802.0,14124.0,8270.0,2383.0,16928.0,,1528.0,2829.0,33110.0,4783.0,8357.0,4208.0,,312111.0,10068.0,1066.0,70.0,32382.0,19962.0,44800.0,26849.0,12.0,2226.0,1777.0,8394.0,24530.0,48.0,,79.0,8447.0,896.0,220.0,11512.0,11959.0,141.0,2354.0,5452.0,566.0,,794.0,,21146.0,2246.0,5640.0,,2280.0,986.0,962107.0,1636.0,7.0,226.0,2394.0,182.0,,11343.0,852.0,1087.0,,0.0,556.0,28.0,1048529.0,7.0,,18.0,5839.0,1028.0,182.0,286.0,6955.0,521.0,,1181.0,3391.0,,,87.0,3536.0,1147.0,28611.0,3759.0,15911.0,0.0,2602.0,27.0,,964349.0,4340.0,,11090.0,1604.0,13.0,921.0,187.0,3296.0,2112.0,5478.0,59.0,74.0,6887.0,344.0,2242.0,629.0,9.0,9675.0,,,681.0,0.0,728.0,0.0,,19.0,,9.0,1928.0,27.0,3276.0,,,64.0,237.0,2.0,14.0,680.0,,2112.0,,7915.0,43.0,5.0,0.0,2121.0,51.0,,7244.0,22202.0,0.0,181.0,462.0
1966,419251.0,1240.0,,9.0,2697.0,2.0,45441.0,,6451.0,0.0,,1048.0,0.0,425.0,9892.0,,254.0,3396.0,78974.0,44.0,52.0,4341.0,22.0,2223.0,35.0,1996.0,27.0,82591.0,13840.0,14557.0,8305.0,2843.0,17117.0,,975.0,2534.0,29622.0,5298.0,7368.0,4613.0,,316196.0,9537.0,957.0,58.0,33112.0,22896.0,37222.0,27043.0,12.0,1324.0,1884.0,8710.0,24094.0,61.0,,87.0,8685.0,865.0,209.0,12905.0,12505.0,146.0,1971.0,6060.0,567.0,,718.0,,19379.0,2159.0,4933.0,,2006.0,1415.0,972498.0,1668.0,7.0,245.0,2394.0,638.0,,12415.0,465.0,1171.0,,0.0,517.0,29.0,1036732.0,7.0,,27.0,6568.0,1150.0,192.0,303.0,6158.0,599.0,,1258.0,3195.0,,,100.0,4112.0,877.0,29467.0,3751.0,15820.0,0.0,2916.0,20.0,,979605.0,4526.0,,13073.0,1247.0,6.0,762.0,182.0,3234.0,2198.0,5575.0,79.0,74.0,7555.0,299.0,7108.0,620.0,9.0,8692.0,,,658.0,0.0,774.0,0.0,,48.0,,10.0,2051.0,27.0,3079.0,,,69.0,237.0,2.0,12.0,803.0,,2133.0,,8340.0,43.0,9.0,0.0,1929.0,56.0,,7443.0,19558.0,0.0,201.0,462.0
1967,419960.0,1182.0,,24.0,2515.0,2.0,45531.0,,6680.0,0.0,,1255.0,0.0,321.0,9986.0,,264.0,3448.0,70806.0,70.0,54.0,3982.0,19.0,2107.0,38.0,2021.0,28.0,90641.0,14406.0,14574.0,10032.0,2663.0,17370.0,,732.0,2496.0,22598.0,6556.0,6308.0,5006.0,,295162.0,11096.0,959.0,50.0,34752.0,25300.0,31451.0,27513.0,6.0,1382.0,2031.0,8969.0,25918.0,78.0,,121.0,8920.0,980.0,190.0,13025.0,14173.0,148.0,1723.0,8573.0,568.0,,731.0,,21757.0,1810.0,5606.0,,2006.0,1849.0,945425.0,1682.0,6.0,301.0,2394.0,450.0,,12458.0,514.0,1264.0,,0.0,517.0,28.0,1137222.0,7.0,,33.0,5628.0,1213.0,192.0,291.0,5929.0,631.0,,1272.0,2232.0,,,75.0,4478.0,586.0,29528.0,4150.0,14981.0,0.0,3228.0,10.0,,953823.0,4806.0,,12879.0,1152.0,6.0,755.0,147.0,2439.0,2214.0,5998.0,106.0,74.0,7084.0,312.0,8398.0,619.0,9.0,6973.0,,,494.0,0.0,878.0,0.0,,41.0,,8.0,1999.0,28.0,2991.0,,,19.0,344.0,2.0,9.0,770.0,,2154.0,,9849.0,45.0,8.0,0.0,2185.0,54.0,,7123.0,21242.0,0.0,201.0,462.0
1968,415247.0,1527.0,,24.0,3333.0,1.0,45151.0,,5762.0,0.0,,1230.0,0.0,652.0,10857.0,,282.0,3657.0,70839.0,73.0,54.0,4033.0,10.0,1499.0,53.0,2099.0,29.0,105877.0,14773.0,14573.0,7516.0,3547.0,17623.0,,906.0,2213.0,26073.0,7303.0,4100.0,4870.0,,306714.0,11838.0,781.0,33.0,36268.0,12040.0,36800.0,25941.0,5.0,1472.0,2670.0,9270.0,26684.0,78.0,,101.0,9893.0,992.0,191.0,12776.0,15840.0,214.0,2173.0,8016.0,587.0,,1151.0,,20529.0,2091.0,6513.0,,1938.0,2266.0,937924.0,1760.0,7.0,279.0,2394.0,231.0,,12380.0,448.0,1103.0,,0.0,428.0,15.0,1176959.0,8.0,,22.0,5501.0,1289.0,152.0,247.0,6641.0,607.0,,1361.0,2837.0,,,32.0,4471.0,449.0,29198.0,4159.0,14820.0,0.0,3066.0,7.0,,946827.0,4595.0,,13134.0,1357.0,2.0,781.0,134.0,3448.0,2237.0,7124.0,137.0,74.0,7582.0,319.0,8902.0,628.0,9.0,6153.0,,,392.0,0.0,901.0,0.0,,57.0,,12.0,1803.0,29.0,2933.0,,,32.0,327.0,2.0,10.0,814.0,,2176.0,,10317.0,51.0,8.0,0.0,2706.0,63.0,,7165.0,23167.0,0.0,201.0,462.0
1969,415012.0,1116.0,,18.0,3669.0,1.0,44731.0,,5553.0,0.0,,1486.0,0.0,464.0,14681.0,,295.0,3637.0,72006.0,71.0,59.0,3429.0,11.0,1573.0,38.0,2085.0,29.0,125970.0,14245.0,14494.0,8355.0,3883.0,17876.0,,1006.0,2271.0,36824.0,7986.0,3319.0,5218.0,,304831.0,9939.0,454.0,40.0,31556.0,20886.0,37716.0,23627.0,6.0,775.0,2913.0,9530.0,27924.0,78.0,,108.0,9060.0,815.0,202.0,12399.0,17827.0,214.0,2542.0,11076.0,529.0,,1032.0,,18552.0,2033.0,5835.0,,1984.0,2998.0,914018.0,1715.0,9.0,255.0,2394.0,258.0,,13750.0,294.0,975.0,,0.0,428.0,14.0,1155747.0,8.0,,10.0,4886.0,1392.0,142.0,258.0,6893.0,584.0,,1394.0,2975.0,,,7.0,4061.0,333.0,27840.0,4274.0,15249.0,0.0,3214.0,5.0,,923922.0,4654.0,,14585.0,1537.0,4.0,689.0,58.0,5762.0,2225.0,6949.0,133.0,74.0,7531.0,299.0,9905.0,689.0,9.0,5324.0,,,404.0,0.0,962.0,0.0,,31.0,,13.0,1494.0,29.0,2769.0,,,41.0,366.0,2.0,10.0,776.0,,2199.0,,11699.0,160.0,8.0,0.0,2451.0,63.0,,7261.0,23655.0,0.0,201.0,376.0
1970,407248.0,855.0,,15.0,3350.0,1.0,50315.0,,6048.0,0.0,,1124.0,6.0,597.0,23690.0,,313.0,3899.0,71802.0,100.0,64.0,3262.0,9.0,1679.0,53.0,2140.0,29.0,127831.0,14332.0,14634.0,9196.0,3615.0,18065.0,,1097.0,2426.0,49663.0,8293.0,3828.0,5493.0,,320732.0,10054.0,568.0,15.0,36645.0,24778.0,39711.0,28774.0,7.0,1177.0,3356.0,9699.0,27491.0,79.0,,98.0,8892.0,724.0,193.0,11558.0,17829.0,265.0,3289.0,10333.0,649.0,,1126.0,,22400.0,1924.0,5489.0,,2166.0,3019.0,902086.0,1711.0,9.0,215.0,2128.0,284.0,,13933.0,405.0,944.0,,0.0,428.0,13.0,1171361.0,8.0,,6.0,5251.0,1149.0,169.0,218.0,6213.0,604.0,,1482.0,3073.0,,,7.0,4046.0,305.0,42444.0,4685.0,18005.0,0.0,3266.0,4.0,,911529.0,4685.0,,15240.0,1381.0,7.0,684.0,47.0,3670.0,2235.0,5998.0,156.0,74.0,8348.0,338.0,9443.0,749.0,9.0,6032.0,,,764.0,0.0,973.0,0.0,,41.0,,12.0,1328.0,29.0,2854.0,,,37.0,471.0,1.0,10.0,861.0,,2222.0,,10366.0,106.0,3.0,0.0,2387.0,63.0,,7377.0,27303.0,0.0,223.0,377.0
1971,405169.0,808.0,,9.0,3679.0,1.0,51239.0,,6840.0,0.0,,1096.0,2.0,751.0,18653.0,,329.0,3890.0,75391.0,84.0,64.0,3051.0,9.0,926.0,53.0,2200.0,29.0,148385.0,13523.0,14109.0,9671.0,3944.0,18318.0,,1284.0,2489.0,36429.0,7838.0,4561.0,5706.0,,309027.0,9779.0,750.0,8.0,35854.0,19498.0,37405.0,32326.0,9.0,761.0,2224.0,9890.0,29204.0,73.0,,163.0,10959.0,720.0,195.0,11782.0,17828.0,265.0,4353.0,10176.0,636.0,,1225.0,,23841.0,1686.0,6565.0,,1938.0,2857.0,894543.0,2051.0,15.0,316.0,2128.0,298.0,,14534.0,400.0,928.0,,0.0,428.0,13.0,1172454.0,8.0,,6.0,6597.0,1131.0,181.0,236.0,6159.0,575.0,,1553.0,2708.0,,,3.0,3668.0,338.0,45450.0,5132.0,18892.0,0.0,3062.0,3.0,,903551.0,3638.0,,16717.0,1740.0,8.0,663.0,52.0,3226.0,2206.0,6233.0,154.0,49.0,8298.0,255.0,9008.0,776.0,7.0,5907.0,,,921.0,0.0,746.0,0.0,,54.0,,15.0,1541.0,29.0,2764.0,,,1675.0,880.0,1.0,5.0,856.0,,2245.0,,10321.0,53.0,3.0,0.0,2591.0,63.0,,7129.0,26548.0,0.0,223.0,355.0
1972,414466.0,739.0,,11.0,3783.0,1.0,47913.0,,7590.0,0.0,,1140.0,4.0,881.0,28456.0,,328.0,4015.0,79457.0,85.0,46.0,3219.0,12.0,924.0,32.0,2321.0,30.0,184212.0,13363.0,14206.0,8387.0,4048.0,18571.0,,1520.0,3567.0,31337.0,7855.0,5642.0,5894.0,,308164.0,8225.0,1092.0,4.0,35148.0,21298.0,46257.0,29417.0,9.0,628.0,3570.0,10187.0,29404.0,56.0,,199.0,9685.0,889.0,255.0,12943.0,18533.0,265.0,4731.0,8508.0,704.0,,1095.0,,24758.0,2082.0,6511.0,,2390.0,2491.0,880093.0,1654.0,12.0,353.0,2128.0,320.0,,14843.0,355.0,1178.0,,1.0,428.0,7.0,1234863.0,8.0,,11.0,8047.0,972.0,167.0,230.0,6297.0,576.0,,1560.0,2781.0,,,12.0,3692.0,331.0,50742.0,5393.0,17133.0,0.0,2689.0,2.0,,886197.0,5245.0,,15305.0,1714.0,4.0,403.0,84.0,2498.0,2698.0,6355.0,156.0,49.0,8102.0,289.0,6104.0,752.0,7.0,5017.0,,,1381.0,0.0,556.0,0.0,,107.0,,17.0,2059.0,30.0,2735.0,,,1947.0,1267.0,1.0,5.0,944.0,,2267.0,,8147.0,45.0,3.0,0.0,2957.0,78.0,,6816.0,25119.0,0.0,225.0,355.0
1973,412128.0,735.0,,11.0,5163.0,1.0,52507.0,,8172.0,0.0,,1209.0,4.0,900.0,36191.0,,303.0,3578.0,79241.0,94.0,46.0,3557.0,13.0,1001.0,33.0,2370.0,30.0,227376.0,13755.0,13653.0,5993.0,5282.0,18792.0,,1699.0,3732.0,31927.0,7193.0,7595.0,5987.0,,311824.0,8529.0,1886.0,4.0,38763.0,17834.0,52503.0,33460.0,6.0,857.0,3528.0,8666.0,29823.0,56.0,,199.0,9631.0,978.0,305.0,11993.0,18640.0,119.0,6616.0,9508.0,750.0,,1001.0,,26804.0,1899.0,7941.0,,2389.0,3465.0,871354.0,1789.0,16.0,462.0,2128.0,391.0,,14291.0,447.0,1371.0,,1.0,428.0,7.0,1456389.0,8.0,,10.0,7063.0,869.0,210.0,231.0,6347.0,528.0,,1563.0,3257.0,,,14.0,3701.0,350.0,51852.0,5412.0,12019.0,0.0,2429.0,6.0,,877308.0,5518.0,,15725.0,1972.0,5.0,362.0,125.0,2295.0,3815.0,8360.0,124.0,86.0,8132.0,236.0,5955.0,847.0,7.0,4969.0,,,1490.0,0.0,470.0,0.0,,193.0,,14.0,2511.0,30.0,2703.0,,,1319.0,1346.0,1.0,2.0,1049.0,,2290.0,,11198.0,53.0,2.0,0.0,3102.0,80.0,,7304.0,26812.0,0.0,228.0,369.0
