,USSR,Australia & New Zealand,Australia,Pakistan,Ethiopia,Kenya,Romania,Democratic People's Republic of Korea,Lebanon,Yemen,Albania,Brazil,Paraguay,Serbia,Slovenia,Montenegro,Argentina,Colombia,Spain,India,Ecuador,Madagascar,Republic of Moldova,Canada,Russian Federation,Switzerland,Belgium-Luxembourg,Egypt,The former Yugoslav Republic of Macedonia,Greece,Tajikistan,France,Republic of Korea,Bolivia (Plurinational State of),Hungary,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,China,"China, mainland",Cyprus,Peru,Uruguay,New Zealand,Portugal,Netherlands,Guatemala,Slovakia,Bhutan,Turkmenistan,Iraq,Czechia,Nepal,Libya,Poland,Italy,Germany,Croatia,Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Armenia,Morocco,Jordan,Chile,Malta,Zimbabwe,Syrian Arab Republic,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Afghanistan,Austria,Georgia,Azerbaijan,Bosnia and Herzegovina,Turkey,Cameroon,Tunisia,Venezuela (Bolivarian Republic of),Mexico,Czechoslovakia,South Africa,Bulgaria,Ukraine
1971,412000.0,142045.0,115489.0,8700.0,,-1.0,27800.0,40000.0,12376.0,,2000.0,116263.0,3240.0,,,,277700.0,-1.0,279200.0,44000.0,2599.0,8169.0,,57086.0,,-1.0,,14000.0,,207513.0,,713680.0,66039.0,22500.0,118114.0,,61588.0,39000.0,,1371022.0,355235.0,350000.0,3556.0,29343.0,25000.0,26556.0,42800.0,204.0,-1.0,,-1.0,,3219.0,,-1.0,1540.0,-1.0,1249100.0,45524.0,,,-1.0,,,15000.0,464.0,97000.0,-1.0,300.0,6318.0,8785.0,5235.0,22200.0,,262400.0,17200.0,5527.0,,,,84000.0,,10200.0,3380.0,225614.0,8447.0,155986.0,122881.0,
1972,305000.0,150773.0,126550.0,8700.0,,-1.0,38500.0,40000.0,16676.0,,2000.0,118566.0,3321.0,,,,265300.0,-1.0,331100.0,45000.0,2902.0,10435.0,,38394.0,,-1.0,,10000.0,,273815.0,,585930.0,79718.0,22500.0,131781.0,,68127.0,39000.0,,1154614.0,431486.0,425000.0,3759.0,28577.0,30000.0,24223.0,56060.0,200.0,-1.0,,-1.0,,6000.0,,-1.0,1724.0,-1.0,1273200.0,21636.0,,,-1.0,,,15000.0,570.0,100000.0,-1.0,400.0,10531.0,7990.0,6486.0,27450.0,,248000.0,21300.0,5063.0,,,,140000.0,,6450.0,3863.0,239715.0,11139.0,158892.0,171795.0,
1973,465000.0,151025.0,123881.0,10100.0,,-1.0,44000.0,45000.0,19415.0,,2000.0,139542.0,3407.0,,,,90400.0,-1.0,373400.0,53000.0,3101.0,5250.0,,44533.0,,-1.0,,11000.0,,283750.0,,626720.0,84320.0,22800.0,119471.0,,68414.0,40000.0,,1253677.0,486506.0,480000.0,3352.0,28528.0,15000.0,27144.0,50857.0,100.0,-1.0,,-1.0,,9000.0,,-1.0,2320.0,-1.0,1176300.0,38334.0,,,-1.0,,,16000.0,265.0,110700.0,-1.0,500.0,8315.0,9013.0,6506.0,22800.0,5.0,281400.0,22100.0,7056.0,,,,120000.0,,6800.0,4427.0,243092.0,14210.0,153318.0,135610.0,
1974,443000.0,149157.0,122456.0,9400.0,,-1.0,62000.0,43000.0,7510.0,,3000.0,144209.0,3502.0,,,,265300.0,-1.0,417600.0,47000.0,2838.0,6145.0,,51079.0,,-1.0,,9700.0,,295458.0,,570700.0,88578.0,24120.0,126306.0,,69207.0,41000.0,,1429353.0,491580.0,485000.0,2336.0,29964.0,40000.0,26701.0,52592.0,100.0,-1.0,,-1.0,,12000.0,,-1.0,1263.0,-1.0,1251500.0,36230.0,,,-1.0,,,17000.0,39.0,142500.0,-1.0,600.0,7960.0,13080.0,6580.0,24050.0,10.0,263200.0,22300.0,7254.0,,,,160000.0,,7300.0,5056.0,206584.0,12749.0,166655.0,126478.0,
1975,358000.0,106702.0,86012.0,9791.0,,-1.0,64700.0,45000.0,22000.0,,3000.0,144204.0,3600.0,,,,251900.0,-1.0,284300.0,48000.0,3119.0,4845.0,,59195.0,,-1.0,,10400.0,,328838.0,,117840.0,60964.0,24900.0,78607.0,,63045.0,41000.0,,1388394.0,436796.0,430000.0,2540.0,30720.0,20000.0,20690.0,62898.0,100.0,-1.0,,-1.0,,15000.0,,-1.0,1769.0,-1.0,1140100.0,15814.0,,,-1.0,,,18000.0,291.0,145800.0,-1.0,700.0,16858.0,18620.0,6796.0,23150.0,10.0,270600.0,22300.0,8483.0,,,,200000.0,,8800.0,5889.0,235373.0,8185.0,164500.0,146529.0,
1976,504000.0,120317.0,94139.0,8907.0,,-1.0,65114.0,46000.0,22000.0,,4000.0,141730.0,3708.0,,,,287900.0,-1.0,459000.0,63000.0,4691.0,6470.0,,49009.0,,-1.0,,10169.0,,360344.0,,573680.0,85865.0,25620.0,103643.0,,83177.0,42000.0,,1485961.0,412067.0,400000.0,2743.0,30151.0,18000.0,26178.0,79251.0,100.0,-1.0,,-1.0,,18000.0,,-1.0,2225.0,-1.0,1447500.0,21874.0,,,-1.0,,,19000.0,178.0,122300.0,-1.0,800.0,17662.0,13075.0,12067.0,25300.0,10.0,267100.0,20900.0,8018.0,,,,192000.0,,12500.0,6725.0,177843.0,9700.0,176561.0,99015.0,
1977,469000.0,109145.0,83896.0,10322.0,,-1.0,52795.0,50000.0,20000.0,,4000.0,104419.0,3634.0,,,,283000.0,-1.0,212200.0,66000.0,2500.0,5435.0,,42794.0,,-1.0,,10437.0,,379722.0,,359670.0,84016.0,26350.0,76015.0,,72138.0,43000.0,,1481153.0,403979.0,390000.0,2438.0,27086.0,16000.0,25249.0,32600.0,100.0,-1.0,,-1.0,,22000.0,,-1.0,2800.0,-1.0,1164200.0,15519.0,,,-1.0,,,19000.0,272.0,121000.0,-1.0,850.0,18611.0,14080.0,13979.0,22200.0,10.0,273200.0,12400.0,5182.0,,,,185000.0,,15400.0,7279.0,192544.0,9819.0,175237.0,102947.0,
1978,360000.0,89271.0,70152.0,10889.0,,-1.0,73209.0,56000.0,20000.0,,5000.0,105903.0,3706.0,,,,250000.0,-1.0,429800.0,54000.0,2222.0,5795.0,,42196.0,,-1.0,,11027.0,,405361.0,,433000.0,90705.0,27545.0,98724.0,,63132.0,43000.0,,1337500.0,466905.0,456000.0,1829.0,25566.0,14000.0,19119.0,35701.0,100.0,-1.0,,-1.0,,27670.0,,-1.0,2270.0,-1.0,1176900.0,37647.0,,,-1.0,,,19200.0,381.0,107800.0,-1.0,926.0,20594.0,9262.0,10905.0,23950.0,13.0,276900.0,18100.0,9213.0,,,,230000.0,,17000.0,7978.0,176640.0,16536.0,152561.0,119770.0,
1979,354000.0,87400.0,65955.0,9800.0,,-1.0,40321.0,60000.0,20000.0,2100.0,5000.0,106614.0,3744.0,,,,282000.0,-1.0,408300.0,73000.0,2789.0,6135.0,,33110.0,,-1.0,,9798.0,,272400.0,,438000.0,92425.0,31755.0,72484.0,,66193.0,44000.0,,1494670.0,433528.0,417000.0,2032.0,25372.0,12000.0,21445.0,30554.0,50.0,-1.0,,-1.0,,27800.0,,-1.0,2819.0,-1.0,1389400.0,19951.0,,,-1.0,,,19400.0,340.0,106600.0,-1.0,1293.0,20704.0,9558.0,16528.0,25000.0,15.0,275600.0,17300.0,7119.0,,,,220000.0,,19500.0,7232.0,159397.0,4482.0,164184.0,63786.0,
1980,410000.0,92895.0,72174.0,10115.0,,-1.0,55300.0,63000.0,20000.0,2200.0,4700.0,114367.0,3000.0,,,,238000.0,-1.0,386800.0,78000.0,2979.0,5300.0,,40947.0,,-1.0,,9752.0,,398600.0,,459500.0,88692.0,30935.0,98326.0,,91978.0,45000.0,,1570150.0,450198.0,435000.0,1626.0,24980.0,10089.0,20721.0,33012.0,30.0,-1.0,,-1.0,,28000.0,,-1.0,2367.0,-1.0,1368100.0,32514.0,,,-1.0,,,19600.0,520.0,104600.0,-1.0,876.0,23364.0,11946.0,15198.0,26200.0,18.0,244600.0,17900.0,13854.0,,,,240000.0,,20000.0,7039.0,190633.0,18556.0,211027.0,112908.0,
1981,501000.0,96358.0,73346.0,10300.0,,-1.0,83011.0,68000.0,20000.0,1996.0,3700.0,103559.0,2400.0,,,,222000.0,-1.0,445800.0,76000.0,3153.0,6300.0,,27252.0,,-1.0,,11499.0,,472264.0,,480400.0,88740.0,30885.0,80141.0,,89074.0,47000.0,,1421830.0,474871.0,460000.0,1372.0,26180.0,8500.0,23012.0,30000.0,40.0,-1.0,,-1.0,,28000.0,,-1.0,4000.0,-1.0,1498500.0,11480.0,,,-1.0,,,19800.0,859.0,100700.0,-1.0,1466.0,18645.0,16260.0,14871.0,40200.0,20.0,238800.0,17700.0,8657.0,,,,265000.0,,26000.0,7274.0,191916.0,5771.0,165871.0,106396.0,
1982,420000.0,107916.0,83186.0,11198.0,,-1.0,69847.0,70000.0,21900.0,2092.0,3500.0,102879.0,1886.0,,,,182000.0,-1.0,479100.0,78000.0,3041.0,6450.0,,34257.0,,-1.0,,9000.0,,475535.0,,413600.0,90870.0,30470.0,101159.0,,96673.0,50000.0,,1198210.0,482690.0,470000.0,1626.0,28453.0,7160.0,24730.0,33000.0,40.0,-1.0,,-1.0,,29000.0,,-1.0,6387.0,-1.0,1539300.0,39589.0,,,-1.0,,,20000.0,517.0,128000.0,-1.0,1300.0,28379.0,15970.0,12690.0,30200.0,20.0,227500.0,17100.0,17194.0,,,,265000.0,,21000.0,7339.0,177987.0,18872.0,169566.0,93859.0,
1983,525000.0,93100.0,69500.0,11350.0,,-1.0,85404.0,75000.0,23000.0,2092.0,3300.0,110772.0,1945.0,,,,256000.0,-1.0,490700.0,70000.0,3200.0,6510.0,,38819.0,,-1.0,,11000.0,,495275.0,,471400.0,99199.0,23940.0,88907.0,,101609.0,56000.0,,1009380.0,545506.0,535000.0,1700.0,27727.0,9670.0,23600.0,38280.0,40.0,-1.0,,-1.0,,28000.0,,-1.0,9101.0,-1.0,1620600.0,36377.0,,,-1.0,,,22000.0,924.0,138000.0,-1.0,1175.0,30300.0,17060.0,10506.0,41100.0,70.0,236900.0,16600.0,13390.0,,,,270000.0,,24000.0,7405.0,149432.0,18939.0,163854.0,103877.0,
1984,405000.0,95752.0,68422.0,11700.0,,-1.0,66649.0,83000.0,26000.0,2183.0,3000.0,111591.0,2599.0,,,,241000.0,-1.0,508800.0,60000.0,3047.0,6770.0,,30571.0,,-1.0,,13000.0,,570482.0,,482500.0,98174.0,24058.0,77049.0,,92560.0,65000.0,,1372300.0,615192.0,600000.0,1000.0,28131.0,10100.0,27330.0,26413.0,27.0,-1.0,,-1.0,,30000.0,,-1.0,8726.0,-1.0,1554400.0,38729.0,,,-1.0,,,24000.0,1461.0,142000.0,-1.0,1004.0,28800.0,19642.0,15192.0,29400.0,100.0,215600.0,16000.0,14308.0,,,,235000.0,,27000.0,7499.0,164950.0,16439.0,168545.0,82003.0,
1985,460000.0,78371.0,53371.0,12100.0,,-1.0,62800.0,85000.0,28000.0,2275.0,2600.0,99122.0,2677.0,,,,287400.0,-1.0,547568.0,65000.0,3321.0,6800.0,,42204.0,,600.0,,13000.0,,547607.0,,488100.0,131544.0,20747.0,80916.0,,79348.0,70000.0,,1164500.0,707273.0,690000.0,1200.0,29132.0,9500.0,25000.0,28800.0,12.0,-1.0,,-1.0,,30000.0,,-1.0,9000.0,-1.0,1424900.0,22320.0,,,-1.0,,,25000.0,1223.0,143100.0,-1.0,871.0,36176.0,20190.0,17273.0,29100.0,150.0,205400.0,15300.0,11029.0,,,,200000.0,,25100.0,7909.0,174078.0,5062.0,136324.0,72745.0,
1986,545000.0,95259.0,65259.0,13000.0,,-1.0,83900.0,90000.0,30000.0,2572.0,4900.0,106405.0,2409.0,,,,209000.0,-1.0,549200.0,80000.0,3359.0,6900.0,,33200.0,,600.0,,31000.0,,585927.0,,473100.0,138654.0,26036.0,90093.0,,89532.0,72000.0,,1202300.0,708630.0,690000.0,1000.0,40149.0,3500.0,30000.0,65579.0,22.0,-1.0,,-1.0,,30000.0,,-1.0,9500.0,-1.0,1437900.0,35253.0,,,-1.0,,,26000.0,725.0,148900.0,-1.0,772.0,38600.0,21880.0,18630.0,32200.0,200.0,219200.0,15500.0,13732.0,,,,275000.0,,35600.0,8326.0,133176.0,19371.0,147132.0,56390.0,
1987,410000.0,95000.0,67000.0,15200.0,,-1.0,48000.0,95000.0,32000.0,2993.0,3900.0,107893.0,2156.0,,,,196200.0,-1.0,604000.0,90300.0,3440.0,7000.0,,44865.0,,550.0,,32000.0,,634132.0,,487900.0,137774.0,27360.0,50028.0,,77917.0,68000.0,,1253700.0,771404.0,750000.0,600.0,41093.0,16800.0,28000.0,77471.0,0.0,-1.0,,-1.0,,27670.0,,-1.0,9800.0,-1.0,1513640.0,23549.0,,,-1.0,,,23000.0,1371.0,147000.0,-1.0,841.0,33800.0,29850.0,21404.0,29700.0,250.0,212400.0,13300.0,10090.0,,,,235000.0,400.0,26700.0,8384.0,122345.0,6816.0,169356.0,57976.0,
1988,475000.0,96336.0,67836.0,17900.0,,-1.0,57500.0,98000.0,35000.0,2115.0,3900.0,110307.0,1867.0,,,,260000.0,-1.0,649400.0,63912.0,3824.0,7100.0,,44086.0,,500.0,,33000.0,,656012.0,,451500.0,134613.0,29610.0,59099.0,,77037.0,75000.0,,1367000.0,905916.0,885000.0,1200.0,40301.0,22900.0,28500.0,73060.0,0.0,-1.0,,-1.0,,28000.0,,-1.0,9860.0,-1.0,1442100.0,25657.0,,,-1.0,,,29000.0,4378.0,167400.0,-1.0,774.0,50500.0,23686.0,20916.0,38390.0,328.0,202900.0,13500.0,7368.0,,,,328000.0,400.0,26000.0,8466.0,169904.0,15114.0,154962.0,62523.0,
1989,555000.0,98553.0,73973.0,20400.0,,-1.0,81000.0,100000.0,37000.0,4450.0,4800.0,87151.0,1905.0,,,,249500.0,-1.0,765900.0,67305.0,3189.0,7200.0,,39516.0,,450.0,,33000.0,,658413.0,,525853.0,133009.0,29960.0,79650.0,,91233.0,72486.0,,1268000.0,947877.0,920000.0,1300.0,37444.0,17500.0,24580.0,90123.0,0.0,-1.0,,-1.0,,28200.0,,-1.0,10000.0,-1.0,1611710.0,26856.0,,,-1.0,,,28000.0,8862.0,178400.0,-1.0,906.0,58500.0,32790.0,27877.0,37900.0,357.0,180300.0,13600.0,11801.0,,,,317000.0,400.0,31000.0,8932.0,144846.0,26956.0,170747.0,98623.0,
1990,488000.0,71348.0,60048.0,21800.0,,-1.0,52900.0,105000.0,38000.0,4293.0,4300.0,102791.0,1894.0,,,,220000.0,-1.0,629300.0,70000.0,4323.0,7300.0,,46666.0,,434.0,-1.0,37442.0,,786939.0,,491932.0,114578.0,30333.0,71992.0,,85169.0,70664.0,,1223800.0,1279140.0,1250000.0,1500.0,39958.0,29878.0,11300.0,85116.0,0.0,-1.0,,-1.0,,29000.0,,12050.0,11000.0,-1.0,1719740.0,27312.0,,,-1.0,,,35200.0,9044.0,196000.0,-1.0,1186.0,65600.0,15336.0,29140.0,41200.0,470.0,189900.0,13574.0,11597.0,,,,350000.0,425.0,35000.0,9000.0,161162.0,21782.0,145332.0,79725.0,
1991,400000.0,76833.0,68033.0,29932.0,,-1.0,43600.0,110000.0,41873.0,4526.0,2900.0,96672.0,1884.0,,,,240000.0,-1.0,727900.0,75000.0,6380.0,7200.0,,33850.0,,642.0,-1.0,52381.0,,835061.0,,407470.0,121654.0,33188.0,61027.0,,86629.0,101753.0,,1418000.0,1449085.0,1420000.0,1600.0,36144.0,15000.0,8800.0,95131.0,0.0,-1.0,,-1.0,,24000.0,,13000.0,11500.0,-1.0,1442700.0,11200.0,,,-1.0,,,25000.0,9523.0,200000.0,-1.0,957.0,60800.0,33103.0,29085.0,40600.0,657.0,186200.0,13915.0,11765.0,,,,350000.0,429.0,40000.0,9368.0,132234.0,14562.0,157100.0,72265.0,
1992,,77880.0,70180.0,33538.0,,1005.0,37300.0,105000.0,42816.0,4714.0,2827.0,116612.0,1874.0,,7583.0,,235000.0,-1.0,1023700.0,80000.0,8873.0,7300.0,55000.0,40170.0,27800.0,800.0,-1.0,105000.0,8386.0,1096867.0,23000.0,530081.0,115792.0,30420.0,60628.0,1900.0,,122206.0,18800.0,1426000.0,1642069.0,1615000.0,2000.0,34499.0,17493.0,7700.0,108148.0,-1.0,-1.0,,-1.0,8000.0,20000.0,,13100.0,10000.0,-1.0,1892143.0,1100.0,5764.0,90000.0,-1.0,52002.0,12100.0,33000.0,5523.0,223000.0,-1.0,700.0,68455.0,35631.0,27069.0,51200.0,945.0,187500.0,13800.0,10141.0,16500.0,9000.0,3000.0,370000.0,439.0,56000.0,9596.0,133459.0,22285.0,169792.0,75790.0,66015.0
1993,,84658.0,75958.0,36838.0,-1.0,481.0,49700.0,100000.0,44000.0,5262.0,3000.0,127321.0,1855.0,,8080.0,,250000.0,-1.0,856900.0,83000.0,6322.0,7400.0,67500.0,39130.0,28600.0,226.0,,159000.0,5293.0,1123300.0,18700.0,411118.0,123482.0,33540.0,62366.0,1400.0,,177091.0,8800.0,1385000.0,1998571.0,1970000.0,2100.0,33157.0,18602.0,8700.0,92240.0,-1.0,32000.0,4121.0,-1.0,5000.0,20716.0,11011.0,14500.0,9500.0,-1.0,1641540.0,800.0,6945.0,75000.0,-1.0,45389.0,4400.0,34000.0,5569.0,237000.0,-1.0,800.0,37000.0,41191.0,28571.0,62100.0,931.0,172900.0,13500.0,11113.0,13000.0,7500.0,2000.0,370000.0,450.0,59000.0,9935.0,153071.0,,169314.0,53628.0,48000.0
1994,,86298.0,79098.0,40242.0,-1.0,480.0,20900.0,110000.0,45000.0,3865.0,2500.0,136187.0,1874.0,,7808.0,,243722.0,-1.0,870600.0,85000.0,13525.0,7200.0,72000.0,44160.0,20370.0,183.0,,213000.0,5405.0,1174000.0,18500.0,527458.0,114837.0,35646.0,49779.0,1650.0,,140000.0,8500.0,1358000.0,2447605.0,2410000.0,1900.0,35285.0,26771.0,7200.0,91648.0,-1.0,32471.0,5346.0,-1.0,4000.0,22000.0,8560.0,15000.0,9000.0,-1.0,1790430.0,700.0,7172.0,70000.0,504.0,41262.0,11600.0,36000.0,17224.0,258000.0,-1.0,850.0,36126.0,36217.0,37605.0,29000.0,504.0,174300.0,13700.0,11084.0,11000.0,7000.0,1939.0,375000.0,460.0,66000.0,10529.0,153931.0,,151530.0,56853.0,32000.0
1995,,82979.0,75579.0,44772.0,10.0,400.0,13402.0,100000.0,45500.0,3928.0,2000.0,149867.0,1710.0,,9073.0,,199000.0,-1.0,661200.0,89000.0,13916.0,7300.0,65919.0,47130.0,23000.0,317.0,,267000.0,4333.0,1034421.0,18600.0,529127.0,129640.0,35400.0,42400.0,1400.0,,160000.0,8200.0,1198000.0,2769877.0,2748000.0,2250.0,38010.0,25000.0,7400.0,89731.0,-1.0,32639.0,5986.0,-1.0,3000.0,22500.0,12078.0,16000.0,9117.0,-1.0,1328684.0,700.0,4878.0,67000.0,563.0,41799.0,13200.0,29900.0,8829.0,275000.0,-1.0,750.0,21300.0,38654.0,21877.0,51690.0,504.0,162800.0,14000.0,10997.0,14000.0,7000.0,1800.0,340000.0,471.0,48000.0,9869.0,120186.0,,184737.0,71680.0,24200.0
