,Estonia,Kenya,Bolivia (Plurinational State of),Peru,Belarus,Croatia,United Kingdom,India,Armenia,Ethiopia,Brazil,Nepal,Austria,Denmark,Canada,United States of America,Greece,Afghanistan,Iraq,Cyprus,Netherlands,Japan,Eritrea,Bulgaria,Australia & New Zealand,Bangladesh,Iran (Islamic Republic of),Pakistan,Morocco,Tajikistan,Kyrgyzstan,Argentina,Ukraine,Germany,Belgium,Turkmenistan,Uruguay,Czechoslovakia,Ethiopia PDR,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Spain,Egypt,Bosnia and Herzegovina,China,Tunisia,Uzbekistan,Latvia,Yugoslav SFR,Portugal,Slovakia,Czechia,Azerbaijan,Hungary,Kazakhstan,Chile,Australia,France,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,New Zealand,Italy,Belgium-Luxembourg
2000,65.0,800.0,-1.0,659.0,82000.0,-1,74000.0,593100.0,-1.0,74120.0,5000.0,10000.0,-1.0,5029.0,590900.0,209225.0,-1.0,17525.0,570.0,0.0,4400.0,-1.0,1154.0,150.0,10700.0,4500.0,746.0,7249.0,-1.0,-1,-1.0,67875.0,20000.0,102500.0,13700.0,-1,2728.0,-1.0,-1.0,10660.0,-1.0,160.0,-1.0,1347.0,83.0,20526.0,16000.0,-1,497870.0,2609.0,3000.0,1600.0,-1.0,-1.0,2305.0,10032.0,-1,1008.0,1400.0,1100.0,10200.0,54525.0,8600.0,506.0,497870.0,87630.0,320.0,500.0,3000.0,-1.0
2001,101.0,942.0,-1.0,532.0,80000.0,-1,31000.0,579900.0,-1.0,130520.0,5000.0,12000.0,5200.0,1422.0,661700.0,233911.0,-1.0,16168.0,550.0,0.0,4755.0,-1.0,848.0,200.0,10700.0,4500.0,700.0,4729.0,-1.0,-1,-1.0,28135.0,23000.0,33000.0,17700.0,-1,2550.0,-1.0,-1.0,4437.0,-1.0,660.0,-1.0,1220.0,86.0,11145.0,16000.0,-1,402200.0,2457.0,3000.0,1400.0,-1.0,-1.0,1060.0,9840.0,-1,782.0,1030.0,1102.0,10200.0,67849.0,10200.0,953.0,402200.0,108340.0,290.0,500.0,3000.0,-1.0
2002,107.0,945.0,-1.0,1404.0,68000.0,-1,13000.0,535800.0,-1.0,98596.0,5000.0,12700.0,4200.0,221.0,633400.0,284497.0,-1.0,14900.0,500.0,0.0,4096.0,-1.0,1236.0,196.0,9500.0,4450.0,800.0,6200.0,-1.0,-1,-1.0,19540.0,25000.0,10300.0,16300.0,-1,2707.0,-1.0,-1.0,3191.0,-1.0,1000.0,-1.0,2204.0,85.0,11145.0,8936.0,-1,453000.0,2360.0,3000.0,2100.0,-1.0,-1.0,1119.0,8228.0,-1,397.0,643.0,1110.0,9000.0,67417.0,9500.0,621.0,453000.0,75490.0,250.0,500.0,3000.0,-1.0
2003,109.0,947.0,-1.0,1583.0,72000.0,-1,34000.0,450100.0,-1.0,142500.0,5753.0,16500.0,4684.0,117.0,728400.0,237958.0,-1.0,13690.0,470.0,0.0,4553.0,-1.0,340.0,158.0,8200.0,4450.0,826.0,5946.0,-1.0,-1,179.0,13800.0,28000.0,16200.0,20232.0,-1,2600.0,-1.0,-1.0,3727.0,-1.0,1350.0,-1.0,1561.0,90.0,11145.0,13010.0,-1,449000.0,2273.0,3000.0,1800.0,-1.0,-1.0,1635.0,8673.0,-1,816.0,917.0,1150.0,7000.0,76508.0,9400.0,740.0,449000.0,62800.0,250.0,1200.0,3000.0,-1.0
2004,130.0,949.0,-1.0,1159.0,77081.0,-1,31000.0,476500.0,-1.0,142899.0,11171.0,13000.0,4890.0,120.0,518000.0,206797.0,-1.0,12750.0,472.0,0.0,4485.0,-1.0,655.0,125.0,9200.0,4450.0,834.0,6172.0,-1.0,-1,486.0,28800.0,14000.0,12900.0,20529.0,-1,2715.0,-1.0,-1.0,5764.0,-1.0,2900.0,-1.0,1407.0,95.0,6000.0,17138.0,-1,500000.0,2295.0,3000.0,2100.0,-1.0,-1.0,1615.0,2153.0,-1,1160.0,1068.0,1200.0,8000.0,80526.0,5800.0,774.0,500000.0,74500.0,220.0,1200.0,3000.0,-1.0
2005,163.0,951.0,-1.0,1010.0,72132.0,-1,48000.0,448700.0,-1.0,250702.0,21914.0,13130.0,5367.0,0.0,732600.0,386480.0,-1.0,16588.0,454.0,0.0,4600.0,-1.0,330.0,120.0,11130.0,4769.0,839.0,5448.0,-1.0,-1,521.0,37180.0,25000.0,14000.0,19288.0,-1,2795.0,-1.0,-1.0,9854.0,-1.0,1400.0,-1.0,65.0,100.0,6000.0,15000.0,-1,490000.0,2161.0,3000.0,1600.0,-1.0,-1.0,2850.0,7335.0,-1,2009.0,1100.0,1250.0,10000.0,78644.0,4300.0,1016.0,490000.0,61410.0,176.0,1130.0,3000.0,-1.0
2006,207.0,954.0,-1.0,1500.0,65807.0,-1,36000.0,436800.0,-1.0,215107.0,18679.0,13500.0,4804.0,120.0,785200.0,310397.0,-1.0,1840.0,400.0,0.0,4400.0,-1.0,893.0,170.0,11250.0,13585.0,883.0,5816.0,-1.0,-1,285.0,46690.0,51400.0,13900.0,16168.0,-1,2764.0,-1.0,-1.0,8690.0,-1.0,8500.0,-1.0,290.0,106.0,8476.0,16000.0,-1,485000.0,2028.0,3000.0,600.0,-1.0,-1.0,4474.0,7869.0,-1,1865.0,5100.0,1280.0,10000.0,74641.0,1400.0,1391.0,485000.0,84000.0,146.0,1250.0,3000.0,-1.0
2007,136.0,956.0,-1.0,1600.0,65476.0,-1,12500.0,426000.0,-1.0,174108.0,16223.0,11980.0,2012.0,100.0,524000.0,141237.0,-1.0,2000.0,412.0,0.0,3500.0,-1.0,788.0,157.0,9264.0,14075.0,898.0,5241.0,-1.0,-1,246.0,28400.0,24100.0,6300.0,14297.0,-1,2790.0,-1.0,-1.0,4321.0,-1.0,10300.0,-1.0,473.0,130.0,6250.0,16000.0,-1,339900.0,1896.0,3000.0,500.0,-1.0,-1.0,1726.0,2640.0,-1,1713.0,4500.0,1150.0,8000.0,76200.0,500.0,1759.0,339900.0,74000.0,81.0,1264.0,3000.0,-1.0
2008,200.0,958.0,-1.0,1133.0,74181.0,-1,16078.0,468000.0,-1.0,152129.0,12245.0,9832.0,677.0,586.0,625200.0,137595.0,-1.0,3160.0,392.0,0.0,2618.0,-1.0,258.0,165.0,9355.0,8823.0,912.0,4647.0,-1.0,-1,2.0,9450.0,19100.0,4200.0,11986.0,-1,2700.0,-1.0,-1.0,3500.0,-1.0,7300.0,-1.0,313.0,137.0,5048.0,8443.0,-1,337800.0,2200.0,3000.0,200.0,-1.0,-1.0,880.0,1171.0,-1,673.0,12800.0,1334.0,8000.0,67904.0,200.0,1341.0,337800.0,57380.0,67.0,1355.0,3000.0,-1.0
2009,236.0,960.0,-1.0,1342.0,48086.0,-1,28000.0,407900.0,-1.0,140801.0,13037.0,8618.0,535.0,934.0,623300.0,127070.0,-1.0,1780.0,373.0,0.0,2163.0,-1.0,1612.0,180.0,9337.0,11176.0,931.0,5432.0,-1.0,-1,25.0,17370.0,46800.0,4100.0,11227.0,-1,3259.0,-1.0,-1.0,9900.0,136.0,2600.0,-1.0,838.0,141.0,2637.0,5369.0,-1,336930.0,1578.0,3000.0,200.0,-1.0,-1.0,1444.0,2631.0,-1,910.0,58400.0,1512.0,8000.0,66178.0,200.0,1624.0,336930.0,80700.0,20.0,1337.0,3000.0,-1.0
2010,173.0,962.0,-1.0,1174.0,46762.0,-1,44000.0,342000.0,-1.0,73688.0,16584.0,5464.0,669.0,932.0,353300.0,169160.0,-1.0,1788.0,354.0,0.0,1422.0,-1.0,1148.0,179.0,9409.0,10542.0,949.0,4207.0,-1.0,-1,46.0,25600.0,56300.0,7100.0,14000.0,-1,3655.0,-1.0,-1.0,18960.0,147.0,3600.0,-1.0,1608.0,146.0,33.0,3339.0,-1,324400.0,1397.0,3000.0,800.0,-1.0,-1.0,2114.0,4094.0,-1,354.0,225200.0,1695.0,8000.0,73285.0,400.0,3441.0,324400.0,226500.0,10.0,1409.0,3000.0,-1.0
2011,115.0,964.0,-1.0,1052.0,49981.0,-1,36000.0,338810.0,-1.0,116541.0,11190.0,5134.0,669.0,971.0,273200.0,140021.0,-1.0,3943.0,336.0,0.0,2156.0,-1.0,764.0,127.0,9483.0,10251.0,969.0,3946.0,-1.0,-1,53.0,16630.0,58700.0,4600.0,10160.0,-1,4118.0,-1.0,-1.0,14620.0,154.0,2600.0,-1.0,1447.0,150.0,13.0,3389.0,-1,322100.0,1204.0,3000.0,1300.0,-1.0,-1.0,2116.0,2475.0,-1,527.0,309700.0,1929.0,8000.0,16351.0,500.0,2162.0,322100.0,264700.0,20.0,1483.0,3000.0,-1.0
2012,80.0,1000.0,-1.0,1511.0,35675.0,-1,28000.0,431000.0,-1.0,127883.0,8403.0,2292.0,691.0,1014.0,384400.0,135980.0,-1.0,4000.0,300.0,0.0,2077.0,-1.0,918.0,123.0,8561.0,9740.0,1050.0,3514.0,-1.0,-1,45.0,14600.0,52900.0,4200.0,10581.0,-1,4800.0,-1.0,-1.0,8800.0,160.0,2600.0,-1.0,2953.0,175.0,22.0,4276.0,-1,317860.0,850.0,3000.0,350.0,-1.0,-1.0,1053.0,1683.0,-1,330.0,369600.0,2500.0,7000.0,12077.0,300.0,1234.0,317860.0,494000.0,0.0,1561.0,3000.0,-1.0
2013,77.0,1000.0,264.0,1346.0,29024.0,-1,34000.0,338000.0,-1.0,95582.0,8757.0,14319.0,601.0,1026.0,422100.0,69610.0,-1.0,4000.0,315.0,0.0,1881.0,-1.0,822.0,122.0,8642.0,9300.0,1100.0,3691.0,-1.0,-1,44.0,17900.0,41980.0,3700.0,7900.0,-1,4500.0,-1.0,-1.0,4840.0,201.0,1200.0,-1.0,3042.0,175.0,8.0,1430.0,-1,312890.0,850.0,3000.0,159.0,-1.0,-1.0,978.0,1513.0,-1,700.0,384300.0,2500.0,7000.0,8510.0,200.0,1470.0,312890.0,388000.0,0.0,1642.0,3000.0,-1.0
2014,43.0,958.0,-1.0,1111.0,22395.0,-1,15000.0,284000.0,-1.0,82325.0,8860.0,15564.0,824.0,1029.0,620800.0,122220.0,-1.0,4213.0,294.0,0.0,1983.0,-1.0,814.0,122.0,7727.0,8896.0,1100.0,3302.0,-1.0,-1,42.0,14700.0,37600.0,4200.0,10000.0,-1,4700.0,-1.0,-1.0,6560.0,133.0,2400.0,-1.0,1621.0,160.0,447.0,2893.0,-1,310000.0,900.0,3000.0,400.0,-1.0,-1.0,1302.0,1813.0,-1,640.0,556152.0,2669.0,6000.0,12083.0,300.0,2386.0,310000.0,441475.0,0.0,1727.0,3000.0,-1.0
