,Kenya,"China, Taiwan Province of",Belarus,Croatia,Zambia,Syrian Arab Republic,Brazil,United Republic of Tanzania,Nepal,Uzbekistan,Denmark,The former Yugoslav Republic of Macedonia,Greece,Ireland,Zimbabwe,Republic of Korea,Norway,Yemen,Australia & New Zealand,Yugoslav SFR,Algeria,Slovenia,Madagascar,Latvia,Ukraine,Israel,Belgium,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Saint Vincent and the Grenadines,Portugal,Poland,"China, mainland",Russian Federation,Italy,Luxembourg,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Serbia,Germany,Armenia,United Kingdom,Canada,Japan,Afghanistan,Iraq,Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Djibouti,Pakistan,Czechoslovakia,Czechia,Argentina,Paraguay,Georgia,India,Austria,Morocco,Bhutan,Sweden,USSR,Mexico,Romania,Ecuador,Jordan,Tunisia,Albania,Slovakia,France,South Africa,Australia,Lithuania,Netherlands,Belgium-Luxembourg,Republic of Moldova,Turkey
2003,8455.0,122138.0,42500.0,7797.0,-1,20400.0,19790.0,300.0,32500.0,22000.0,4200.0,5980.0,67000.0,-1.0,253.0,316568.0,510.0,352.0,175815.0,-1.0,116144.0,11326.0,1592.0,1226.0,149500.0,24755.0,176100.0,89715.0,19164.0,36053.0,35441.0,15809.0,9920562.0,80.0,14726.0,1299.0,38700.0,8500.0,138.0,205000.0,18780.0,-1.0,9339.0,341.0,89664.0,77178.0,9798424.0,73500.0,826024.0,1423.0,1700.0,7587.0,132275.0,70823.0,-1.0,53494.0,19900.0,29600.0,15232.0,365800.0,4213.0,25000.0,620.0,728266.0,39896.0,1035.0,842321.0,190000.0,3.0,30679.0,-1.0,1515.0,639029.0,220.0,35620.0,228270.0,175499.0,38500.0,0.0,1972.0,-1.0,28993.0,103758.0,5176.0,1644.0,60000.0,3500.0,4860.0,199484.0,325274.0,135919.0,1526.0,159000.0,-1.0,6000.0,370000.0
2004,8500.0,124873.0,33500.0,11691.0,-1,20500.0,19894.0,500.0,32317.0,32000.0,8494.0,6970.0,76240.0,-1.0,248.0,451861.0,960.0,372.0,178548.0,-1.0,133176.0,14216.0,1595.0,644.0,151700.0,30770.0,231020.0,71980.0,17616.0,27195.0,38192.0,19751.0,10723683.0,90.0,15321.0,1300.0,36700.0,4500.0,123.0,210000.0,18377.0,-1.0,16787.0,279.0,187567.0,87292.0,10598810.0,95000.0,877253.0,1480.0,1718.0,7479.0,134000.0,60647.0,-1.0,78763.0,21270.0,22700.0,14445.0,351900.0,2491.0,11000.0,833.0,609461.0,40000.0,1795.0,796680.0,154721.0,3.0,30474.0,-1.0,2264.0,589429.0,200.0,25394.0,242974.0,124366.0,44990.0,295.0,1900.0,-1.0,32872.0,45931.0,9763.0,3412.0,62000.0,4000.0,2514.0,252301.0,328538.0,138548.0,1272.0,210000.0,-1.0,3712.0,320000.0
2005,10514.0,113183.0,35271.0,6206.0,-1,19767.0,19746.0,750.0,33362.0,36000.0,10617.0,8892.0,78687.0,-1.0,300.0,443265.0,428.0,390.0,183442.0,-1.0,158193.0,8213.0,1598.0,2006.0,177300.0,35590.0,229100.0,64567.0,18449.0,41512.0,38500.0,22505.0,11436697.0,91.0,14770.0,1331.0,36800.0,2500.0,103.0,210000.0,19736.0,-1.0,17000.0,220.0,130390.0,59311.0,11323514.0,74000.0,925905.0,1100.0,1738.0,7590.0,135000.0,48817.0,-1.0,38259.0,30000.0,23400.0,10714.0,394700.0,3122.0,11000.0,1109.0,639809.0,32000.0,750.0,746900.0,166251.0,3.0,28343.0,-1.0,3288.0,748727.0,202.0,35672.0,260558.0,118340.0,41500.0,1402.0,1687.0,-1.0,30308.0,88890.0,10899.0,2484.0,53000.0,4300.0,2227.0,224707.0,316142.0,151442.0,2032.0,195000.0,-1.0,6059.0,360000.0
2006,10206.0,126628.0,61067.0,8917.0,-1,22150.0,18161.0,1000.0,33764.0,53605.0,9024.0,9728.0,81732.0,-1.0,235.0,431464.0,771.0,406.0,172036.0,-1.0,189430.0,11447.0,1650.0,1307.0,81400.0,31813.0,268400.0,60546.0,17711.0,31917.0,36388.0,23034.0,12112628.0,65.0,15178.0,1365.0,35700.0,3200.0,137.0,199000.0,32839.0,1879.0,14420.0,225.0,174941.0,59297.0,11986000.0,66500.0,910428.0,1460.0,1757.0,7366.0,130000.0,-1.0,57717.0,48586.0,34000.0,28400.0,13542.0,319700.0,3540.0,12000.0,1100.0,593858.0,33000.0,572.0,762970.0,149000.0,3.0,28234.0,-1.0,2867.0,750000.0,200.0,22500.0,275499.0,117243.0,35200.0,1422.0,1700.0,-1.0,29958.0,62425.0,10950.0,2564.0,65000.0,4760.0,2423.0,225976.0,324023.0,139036.0,3323.0,222000.0,-1.0,3293.0,317750.0
2007,6370.0,150429.0,44064.0,9872.0,-1,24671.0,17074.0,1400.0,33852.0,55000.0,9000.0,8235.0,71132.0,-1.0,225.0,467426.0,534.0,423.0,169764.0,-1.0,139353.0,11823.0,1750.0,1096.0,139500.0,32637.0,286600.0,83636.0,18697.0,32531.0,50414.0,20696.0,13045434.0,134.0,14956.0,1374.0,33500.0,3100.0,187.0,195000.0,11799.0,2104.0,11070.0,230.0,140441.0,30746.0,12895005.0,96000.0,835700.0,1185.0,1775.0,7072.0,125000.0,-1.0,60523.0,49918.0,27106.0,20643.0,13381.0,322400.0,2145.0,11951.0,1138.0,551848.0,35000.0,965.0,799180.0,132000.0,3.0,24152.0,-1.0,3616.0,720000.0,193.0,19600.0,298405.0,175526.0,43894.0,2203.0,1600.0,-1.0,24739.0,62852.0,11000.0,3546.0,55000.0,4700.0,2210.0,202708.0,345737.0,134764.0,1983.0,260000.0,-1.0,4149.0,356281.0
2008,5084.0,138381.0,52502.0,8849.0,-1,24600.0,17391.0,1900.0,33852.0,61000.0,12500.0,8260.0,73000.0,-1.0,216.0,470745.0,720.0,441.0,162992.0,-1.0,176957.0,9299.0,1621.0,244.0,126300.0,30046.0,170500.0,83235.0,15755.0,37204.0,48908.0,21682.0,13676523.0,89.0,13579.0,1380.0,34000.0,3200.0,183.0,185000.0,22090.0,2038.0,7990.0,240.0,172199.0,72813.0,13538142.0,47000.0,770100.0,940.0,1791.0,5745.0,130846.0,-1.0,61886.0,38076.0,29322.0,19800.0,9564.0,361700.0,3500.0,12508.0,1230.0,538677.0,32500.0,924.0,789110.0,115812.0,3.0,24657.0,-1.0,3075.0,740000.0,193.0,16400.0,309218.0,84735.0,38370.0,1648.0,1600.0,-1.0,21104.0,52576.0,6810.0,2227.0,75000.0,5570.0,2829.0,159865.0,345087.0,130492.0,1769.0,172000.0,-1.0,4269.0,355476.0
2009,5422.0,153450.0,60931.0,9950.0,-1,25521.0,14856.0,2400.0,33871.0,65000.0,17000.0,8313.0,73784.0,-1.0,206.0,418368.0,827.0,456.0,152176.0,-1.0,159997.0,9862.0,1613.0,484.0,145900.0,29133.0,280600.0,67788.0,13272.0,36228.0,54229.0,24784.0,14416430.0,33.0,15258.0,1389.0,35500.0,3500.0,120.0,191000.0,32256.0,2813.0,11310.0,250.0,200040.0,83032.0,14262980.0,59600.0,872368.0,255.0,1878.0,5431.0,135225.0,-1.0,67771.0,52319.0,28247.0,20500.0,8400.0,351500.0,3000.0,12489.0,1300.0,463969.0,31800.0,1442.0,868357.0,153390.0,3.0,20225.0,-1.0,5883.0,700000.0,230.0,11100.0,318760.0,168663.0,36843.0,1109.0,1659.0,-1.0,24871.0,66111.0,7500.0,2773.0,60000.0,7180.0,2241.0,162697.0,340088.0,120376.0,2781.0,295000.0,-1.0,5725.0,384244.0
2010,4484.0,174858.0,73332.0,8715.0,-1,22034.0,16397.0,3000.0,34420.0,72700.0,21770.0,7586.0,68400.0,-1.0,197.0,307820.0,491.0,468.0,126762.0,-1.0,234274.0,10889.0,1605.0,180.0,141700.0,30935.0,307270.0,40062.0,18702.0,35538.0,44713.0,22908.0,15231858.0,85.0,17799.0,1400.0,23888.0,3400.0,94.0,181960.0,24176.0,2358.0,11120.0,271.0,176764.0,46542.0,15057000.0,41000.0,736646.0,258.0,1894.0,4821.0,138538.0,-1.0,47501.0,38895.0,16575.0,32800.0,7830.0,284900.0,2338.0,12789.0,1278.0,476686.0,31651.0,1468.0,738085.0,153390.0,3.0,19291.0,-1.0,4169.0,754908.0,226.0,13700.0,336000.0,120702.0,41062.0,758.0,1830.0,-1.0,24986.0,60375.0,8153.0,2141.0,66000.0,7326.0,2082.0,148532.0,368495.0,95111.0,1258.0,274000.0,-1.0,7640.0,380003.0
2011,4880.0,150013.0,61390.0,8929.0,-1,19715.0,20532.0,3500.0,32565.0,68796.0,28950.0,7460.0,61900.0,-1.0,187.0,290494.0,272.0,477.0,153145.0,-1.0,233147.0,11425.0,1597.0,153.0,153100.0,28527.0,284827.0,59937.0,14796.0,36639.0,48817.0,28284.0,15945013.0,62.0,15048.0,1400.0,18732.0,9000.0,113.0,199215.0,17327.0,2774.0,10930.0,274.0,230447.0,62784.0,15795000.0,53000.0,926542.0,235.0,1918.0,4347.0,143000.0,-1.0,65289.0,46854.0,23039.0,32240.0,8293.0,312800.0,2386.0,12850.0,1150.0,502434.0,29878.0,1974.0,876087.0,106733.0,3.0,19071.0,-1.0,5692.0,812633.0,228.0,17600.0,335000.0,89344.0,36177.0,1376.0,2452.0,-1.0,25160.0,66913.0,8447.0,2536.0,61000.0,8400.0,1148.0,170759.0,350527.0,123267.0,1400.0,336000.0,-1.0,7322.0,386382.0
2012,4338.0,137911.0,17541.0,3454.0,-1,22713.0,21990.0,4000.0,38571.0,74000.0,7200.0,6937.0,67500.0,-1.0,150.0,172599.0,355.0,500.0,152720.0,-1.0,211191.0,6509.0,1500.0,233.0,157500.0,29422.0,236400.0,48229.0,18260.0,39205.0,64664.0,17979.0,17210911.0,73.0,15807.0,1400.0,22251.0,12000.0,141.0,202084.0,14620.0,2414.0,13680.0,302.0,116300.0,64678.0,17073000.0,62200.0,645540.0,162.0,1965.0,4490.0,147000.0,-1.0,48413.0,33898.0,23061.0,25610.0,6465.0,299000.0,3000.0,13314.0,1131.0,407428.0,33446.0,1364.0,778583.0,110000.0,3.0,18789.0,-1.0,5345.0,825115.0,240.0,16100.0,340000.0,71491.0,29902.0,2167.0,1690.0,-1.0,21573.0,54274.0,8207.0,2688.0,62000.0,9420.0,317.0,124166.0,338584.0,119274.0,1900.0,199000.0,-1.0,6983.0,439656.0
2013,4193.0,109105.0,31609.0,6293.0,-1,21387.0,22078.0,4434.0,34579.0,80000.0,7279.0,7265.0,63600.0,-1.0,150.0,282212.0,181.0,450.0,139581.0,-1.0,240709.0,11138.0,1450.0,996.0,169400.0,31680.0,305000.0,44152.0,8749.0,40654.0,58852.0,32629.0,17409857.0,67.0,22954.0,1398.0,19671.0,12000.0,141.0,229950.0,27690.0,199.0,14180.0,350.0,202500.0,75674.0,17300752.0,70000.0,743029.0,233.0,1987.0,4343.0,145000.0,-1.0,82055.0,39520.0,24622.0,22630.0,9560.0,294400.0,2566.0,14326.0,1071.0,425560.0,30375.0,2909.0,795692.0,116000.0,3.0,18726.0,-1.0,7172.0,690000.0,224.0,17000.0,325000.0,66911.0,43852.0,861.0,1620.0,-1.0,24144.0,66849.0,7933.0,2736.0,48000.0,9970.0,984.0,148938.0,364854.0,109206.0,1600.0,327000.0,-1.0,4651.0,461826.0
2014,3193.0,134549.0,17950.0,4303.0,-1,20795.0,19096.0,4888.0,34231.0,87000.0,7477.0,6195.0,73490.0,-1.0,161.0,302731.0,341.0,464.0,123163.0,-1.0,228114.0,10195.0,1570.0,214.0,157690.0,23690.0,374300.0,48570.0,11942.0,39985.0,58344.0,13949.0,18098949.0,21.0,19646.0,1401.0,18012.0,12000.0,142.0,244950.0,20800.0,1096.0,14162.0,354.0,210009.0,73672.0,17964400.0,72000.0,701558.0,282.0,2012.0,4674.0,144531.0,-1.0,63744.0,44972.0,25426.0,25880.0,8342.0,295100.0,5056.0,13686.0,764.0,429548.0,25128.0,2152.0,754415.0,118769.0,3.0,17012.0,-1.0,3729.0,771271.0,212.0,16000.0,316700.0,50702.0,39587.0,1124.0,1810.0,-1.0,24444.0,61292.0,7658.0,2736.0,17000.0,10370.0,353.0,132658.0,404260.0,98035.0,1200.0,349000.0,-1.0,5019.0,462336.0
