,USSR,Burkina Faso,Eritrea,Israel,Paraguay,Iraq,Sri Lanka,Pakistan,Yemen,United Republic of Tanzania,South Sudan,Indonesia,Ethiopia,Kenya,Costa Rica,Bangladesh,Italy,Lao People's Democratic Republic,Senegal,Lebanon,Uganda,Somalia,Thailand,Togo,Benin,Uzbekistan,China,Cambodia,Mozambique,Niger,Sudan (former),Morocco,El Salvador,Brazil,Honduras,Chad,Colombia,Central African Republic,Panama,India,Syrian Arab Republic,"China, Taiwan Province of",Ecuador,Japan,Jordan,Afghanistan,Angola,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Saudi Arabia,Sudan,Greece,Tajikistan,Viet Nam,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Nicaragua,Mali,Congo,Turkey,Dominican Republic,Bulgaria,Bolivia (Plurinational State of),Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Peru,Gambia,United States of America,Mexico,Guinea,"China, mainland",Sierra Leone,Cyprus,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Cameroon,Myanmar,Guatemala
1971,200.0,21980.0,,760.0,-1.0,17000.0,8889.0,41644.0,12047.0,43000.0,,,,8700.0,150.0,47515.0,1648.0,,-1.0,140.0,103000.0,26000.0,28000.0,6000.0,8000.0,,594474.0,9100.0,6000.0,300.0,807394.0,85.0,1300.0,6000.0,1185.0,22200.0,47000.0,46200.0,220.0,2391500.0,10086.0,3474.0,1975.0,660.0,1106.0,33600.0,6000.0,163500.0,17164.0,,3000.0,,14300.0,,7400.0,3300.0,27672.0,11700.0,114000.0,7804.0,-1.0,300.0,64000.0,550.0,3242.0,,800.0,-1.0,7500.0,145.0,-1.0,,281172.0,2000.0,591000.0,1800.0,375.0,169308.0,4000.0,17815.0,793243.0,7700.0
1972,500.0,34000.0,,635.0,-1.0,12000.0,13439.0,29704.0,12128.0,35000.0,,,,9700.0,150.0,47723.0,1544.0,,-1.0,141.0,91000.0,30000.0,27520.0,6000.0,4000.0,,602199.0,10000.0,7000.0,100.0,1195968.0,85.0,1807.0,4500.0,1235.0,20526.0,43200.0,42600.0,250.0,2288400.0,32964.0,3199.0,2982.0,510.0,1246.0,34000.0,6000.0,138000.0,17643.0,,1672.0,,12200.0,,7400.0,5000.0,30539.0,10400.0,117000.0,2823.0,-1.0,300.0,63000.0,550.0,2246.0,,700.0,-1.0,5000.0,175.0,-1.0,,276495.0,2000.0,599000.0,1800.0,401.0,107706.0,4000.0,11250.0,698384.0,8120.0
1973,200.0,30000.0,,510.0,-1.0,13168.0,13413.0,32942.0,12128.0,43000.0,,,,10500.0,150.0,43530.0,1111.0,,-1.0,125.0,96000.0,40000.0,34880.0,6500.0,2500.0,,583895.0,10000.0,7000.0,300.0,935938.0,85.0,2500.0,4500.0,1379.0,28300.0,37000.0,39300.0,250.0,2385800.0,15226.0,2895.0,1000.0,390.0,686.0,36000.0,6000.0,163400.0,15123.0,,656.0,,10280.0,,7200.0,7000.0,35070.0,10300.0,120000.0,4298.0,-1.0,300.0,47000.0,550.0,2286.0,,500.0,-1.0,5500.0,140.0,-1.0,,255166.0,2000.0,581000.0,1800.0,20.0,151037.0,4000.0,10877.0,496694.0,10200.0
1974,100.0,25000.0,,270.0,-1.0,11610.0,19878.0,22744.0,11628.0,40000.0,,,,11750.0,150.0,51062.0,769.0,,-1.0,182.0,97000.0,40000.0,26240.0,7000.0,2500.0,,537973.0,9000.0,7000.0,400.0,914934.0,85.0,2950.0,4500.0,1335.0,25500.0,32200.0,45722.0,170.0,2234300.0,33968.0,2973.0,1933.0,500.0,764.0,35760.0,6000.0,165000.0,11392.0,,3160.0,,5900.0,,7300.0,10000.0,36974.0,11100.0,122000.0,7034.0,-1.0,396.0,46000.0,550.0,2325.0,,400.0,-1.0,6500.0,150.0,-1.0,,240257.0,2000.0,535000.0,2000.0,500.0,174036.0,4000.0,9676.0,794402.0,10000.0
1975,200.0,25000.0,,280.0,-1.0,11675.0,21359.0,28116.0,13128.0,38000.0,,,,13000.0,150.0,54301.0,603.0,,-1.0,140.0,122800.0,57000.0,25760.0,7000.0,2200.0,,535066.0,9000.0,7000.0,700.0,954842.0,120.0,3829.0,4500.0,1385.0,28200.0,41600.0,44154.0,170.0,2170100.0,31184.0,2066.0,3147.0,500.0,302.0,40000.0,6000.0,116000.0,13863.0,,1750.0,,6200.0,,7300.0,11500.0,52166.0,11300.0,125000.0,6542.0,-1.0,434.0,54000.0,570.0,2480.0,,270.0,-1.0,6500.0,155.0,-1.0,,218660.0,2000.0,533000.0,2000.0,669.0,136472.0,4000.0,15000.0,655534.0,11000.0
1976,200.0,25000.0,,210.0,-1.0,12012.0,25786.0,30298.0,13868.0,23000.0,,,,15000.0,150.0,51568.0,471.0,,-1.0,140.0,113488.0,45000.0,28000.0,7000.0,2500.0,,562885.0,8500.0,7000.0,600.0,943500.0,120.0,4213.0,4500.0,1436.0,27000.0,36100.0,47000.0,180.0,2278800.0,42641.0,1585.0,3837.0,500.0,286.0,40000.0,6000.0,100000.0,12936.0,,3809.0,,6000.0,,13560.0,13000.0,65241.0,9500.0,125000.0,7035.0,-1.0,477.0,42800.0,580.0,2719.0,,182.0,-1.0,6500.0,150.0,-1.0,,197959.0,2000.0,561300.0,2000.0,334.0,140199.0,6000.0,28000.0,664237.0,14789.0
1977,140.0,25000.0,,180.0,-1.0,9180.0,24508.0,31623.0,15000.0,40000.0,,,,16000.0,150.0,54838.0,393.0,,-1.0,120.0,133000.0,75000.0,35200.0,7100.0,2400.0,,557864.0,8000.0,7000.0,600.0,993909.0,130.0,6230.0,4500.0,1486.0,27500.0,22000.0,51000.0,180.0,2384300.0,39318.0,1464.0,1455.0,500.0,348.0,40000.0,7000.0,70000.0,16805.0,,3185.0,,3800.0,,18400.0,14000.0,57619.0,7800.0,128000.0,7560.0,-1.0,490.0,31750.0,580.0,2391.0,,277.0,-1.0,6500.0,115.0,-1.0,,204701.0,2000.0,556400.0,2000.0,294.0,151037.0,9500.0,30000.0,598291.0,15138.0
1978,170.0,38740.0,,240.0,-1.0,18072.0,12400.0,45849.0,15200.0,55000.0,,,,17200.0,150.0,80000.0,348.0,,-1.0,100.0,136100.0,75000.0,46256.0,7200.0,2400.0,,639700.0,6000.0,7000.0,550.0,857383.0,130.0,5594.0,5000.0,3000.0,29000.0,26900.0,27428.0,180.0,2389100.0,35723.0,2100.0,800.0,500.0,317.0,40000.0,7000.0,70000.0,9802.0,,1175.0,,2600.0,,26330.0,14000.0,70475.0,8400.0,130000.0,8533.0,-1.0,500.0,35000.0,600.0,1461.0,,248.0,-1.0,6500.0,100.0,-1.0,,243760.0,2000.0,637600.0,2100.0,187.0,141335.0,9000.0,30000.0,605677.0,16000.0
1979,500.0,29445.0,,190.0,-1.0,13325.0,26250.0,46150.0,16200.0,65000.0,,,,19000.0,150.0,95000.0,357.0,,-1.0,100.0,60000.0,80000.0,36480.0,7200.0,2400.0,,845304.0,7000.0,7000.0,640.0,831338.0,150.0,9860.0,5000.0,3000.0,30500.0,27700.0,34711.0,200.0,2377200.0,25560.0,2004.0,1020.0,500.0,100.0,47200.0,7000.0,67000.0,15586.0,,1813.0,,3200.0,,16650.0,13887.0,63594.0,10000.0,130000.0,7988.0,170.0,510.0,45000.0,600.0,1156.0,,196.0,-1.0,6500.0,100.0,-1.0,,307175.0,2000.0,843300.0,2200.0,134.0,58008.0,5600.0,30000.0,957739.0,16000.0
1980,500.0,38469.0,,410.0,-1.0,9125.0,30201.0,44078.0,14000.0,55000.0,,,,20000.0,150.0,90000.0,327.0,,-1.0,100.0,65000.0,83000.0,39200.0,7300.0,2500.0,,776763.0,3360.0,7000.0,650.0,846041.0,150.0,13077.0,5000.0,3700.0,32000.0,24200.0,38684.0,200.0,2471900.0,46445.0,1763.0,950.0,500.0,72.0,47600.0,7000.0,63000.0,16227.0,,1704.0,,4700.0,,21950.0,13500.0,48685.0,10200.0,135000.0,20283.0,183.0,520.0,45000.0,600.0,,,100.0,-1.0,8000.0,93.0,-1.0,,263999.0,2000.0,775000.0,2200.0,107.0,90149.0,5800.0,27000.0,630724.0,13990.0
1981,100.0,22420.0,,380.0,-1.0,10375.0,26080.0,42763.0,14905.0,65000.0,,,,20200.0,150.0,100000.0,281.0,,-1.0,80.0,70000.0,90000.0,41184.0,7300.0,5000.0,,818926.0,6440.0,7000.0,800.0,858643.0,130.0,13100.0,5000.0,3400.0,32000.0,19400.0,38155.0,220.0,2593200.0,36847.0,1926.0,320.0,500.0,152.0,48000.0,7000.0,61000.0,16895.0,,1767.0,,2700.0,,29200.0,14000.0,37513.0,10500.0,140000.0,14955.0,1073.0,530.0,40000.0,600.0,,,100.0,-1.0,11000.0,81.0,-1.0,,143483.0,2000.0,817000.0,2400.0,100.0,75202.0,6000.0,27000.0,712995.0,25770.0
1982,100.0,23047.0,,480.0,-1.0,9825.0,31625.0,28540.0,15106.0,75000.0,,,,4982.0,150.0,100000.0,282.0,,-1.0,80.0,80000.0,90000.0,34176.0,7500.0,11496.0,,966045.0,8440.0,7000.0,950.0,512498.0,130.0,8000.0,5000.0,4100.0,35500.0,12300.0,35720.0,240.0,2216700.0,26748.0,1445.0,300.0,500.0,157.0,49200.0,7000.0,63000.0,19593.0,,2095.0,,1940.0,,28200.0,14000.0,62256.0,10800.0,145000.0,9767.0,683.0,530.0,44250.0,600.0,,,100.0,-1.0,14000.0,68.0,-1.0,,91043.0,2000.0,964600.0,2600.0,107.0,93203.0,6000.0,27000.0,772620.0,15845.0
1983,100.0,19984.0,,350.0,-1.0,10775.0,24800.0,22362.0,15106.0,76000.0,,,,20000.0,150.0,102298.0,257.0,,-1.0,80.0,95000.0,98400.0,31168.0,7600.0,6846.0,,789164.0,10900.0,7000.0,1100.0,914340.0,130.0,4032.0,5000.0,4020.0,39200.0,9000.0,31000.0,240.0,2203600.0,33600.0,664.0,50.0,500.0,90.0,48000.0,7000.0,62000.0,10900.0,,3592.0,,1700.0,,34900.0,14500.0,74678.0,11200.0,100000.0,15400.0,720.0,530.0,60000.0,600.0,,,100.0,-1.0,17000.0,37.0,-1.0,,165529.0,2000.0,788500.0,2800.0,67.0,108297.0,6000.0,27000.0,935562.0,17640.0
1984,100.0,20022.0,,200.0,-1.0,15400.0,14400.0,34161.0,15005.0,79000.0,,,,18000.0,150.0,85566.0,206.0,,-1.0,75.0,86000.0,92000.0,36800.0,7700.0,5944.0,,858668.0,9000.0,7000.0,1250.0,767906.0,130.0,13000.0,5000.0,3500.0,34467.0,8360.0,32000.0,260.0,2117400.0,24200.0,668.0,60.0,417.0,152.0,48000.0,7000.0,60000.0,10920.0,,4064.0,,1100.0,,40000.0,14500.0,72772.0,11500.0,103300.0,15400.0,333.0,530.0,89798.0,600.0,,,112.0,-1.0,20000.0,26.0,-1.0,,132760.0,2000.0,858000.0,3000.0,40.0,73907.0,6000.0,27000.0,769632.0,30310.0
1985,100.0,24000.0,,125.0,-1.0,17500.0,14830.0,37540.0,13000.0,80000.0,,,,19500.0,150.0,92001.0,186.0,,-1.0,80.0,76000.0,109200.0,43600.0,7700.0,7551.0,,1052820.0,11000.0,7000.0,1600.0,1057761.0,250.0,16000.0,5000.0,3300.0,36706.0,27450.0,35719.0,260.0,2217400.0,42447.0,820.0,70.0,457.0,167.0,48000.0,7000.0,60000.0,9240.0,,3338.0,,950.0,,34600.0,15000.0,73355.0,11700.0,116700.0,8197.0,150.0,530.0,87473.0,600.0,,,147.0,-1.0,23000.0,30.0,-1.0,,142031.0,2000.0,1052000.0,3100.0,27.0,93198.0,6000.0,27000.0,1005652.0,30450.0
1986,43.0,31971.0,,115.0,-1.0,15400.0,14328.0,33228.0,12352.0,81000.0,,,,19800.0,150.0,84551.0,55.0,,-1.0,85.0,80444.0,81000.0,50896.0,7800.0,9842.0,,1007795.0,14000.0,7000.0,1900.0,938000.0,500.0,20980.0,5000.0,3000.0,40040.0,29350.0,32768.0,270.0,2163800.0,27300.0,795.0,623.0,419.0,70.0,48000.0,7000.0,60000.0,9250.0,,2647.0,,1000.0,,36600.0,15000.0,88423.0,20800.0,104700.0,7538.0,180.0,530.0,99980.0,600.0,,,140.0,-1.0,26000.0,40.0,-1.0,,111891.0,2000.0,1007000.0,3300.0,27.0,111190.0,6000.0,26000.0,1001106.0,31500.0
1987,100.0,39554.0,,105.0,-1.0,16875.0,12576.0,18028.0,15740.0,81000.0,,,,20000.0,150.0,81987.0,40.0,1700.0,-1.0,100.0,74000.0,104700.0,45312.0,7900.0,3950.0,,869977.0,16000.0,7000.0,2200.0,960000.0,800.0,16870.0,5000.0,2500.0,35881.0,19080.0,39319.0,360.0,2153300.0,33523.0,977.0,200.0,471.0,86.0,46000.0,7000.0,60000.0,12180.0,,4201.0,,968.0,,27510.0,15000.0,94289.0,23300.0,85500.0,7560.0,993.0,530.0,107975.0,600.0,,,200.0,-1.0,28359.0,40.0,-1.0,,96959.0,2000.0,869000.0,3700.0,33.0,144260.0,6000.0,26000.0,798132.0,30170.0
1988,100.0,18437.0,,50.0,-1.0,17600.0,12560.0,24884.0,15555.0,82000.0,,,,20200.0,150.0,81487.0,21.0,1700.0,-1.0,150.0,81000.0,109500.0,50200.0,7900.0,6969.0,,703794.0,11000.0,7000.0,2500.0,1174125.0,1400.0,13357.0,7000.0,2000.0,36651.0,12350.0,31696.0,380.0,2447900.0,25200.0,794.0,4.0,550.0,384.0,44000.0,7000.0,60000.0,12180.0,,3331.0,,814.0,,28700.0,14500.0,78364.0,24100.0,90000.0,7280.0,1667.0,530.0,94000.0,600.0,,,178.0,-1.0,28912.0,50.0,-1.0,,81734.0,2000.0,703000.0,3800.0,20.0,148765.0,6000.0,26000.0,628500.0,35420.0
1989,100.0,14181.0,,40.0,-1.0,21050.0,8350.0,37748.0,21943.0,83000.0,,,,20400.0,150.0,86386.0,15.0,3300.0,-1.0,200.0,92000.0,110000.0,52961.0,7900.0,5942.0,,723209.0,12000.0,7000.0,2800.0,1101450.0,1800.0,15050.0,20000.0,1862.0,37000.0,14255.0,31444.0,370.0,2386500.0,13600.0,542.0,100.0,370.0,160.0,42000.0,7000.0,60000.0,10500.0,,3531.0,,572.0,,44000.0,14500.0,64896.0,24000.0,100000.0,9660.0,3000.0,530.0,97600.0,620.0,,,164.0,-1.0,22951.0,50.0,-1.0,,79032.0,2000.0,722667.0,4200.0,13.0,137621.0,6000.0,26000.0,644095.0,21140.0
1990,98.0,19600.0,,33.0,-1.0,23000.0,8730.0,52863.0,18578.0,84000.0,,,,21500.0,122.0,83088.0,15.0,3167.0,-1.0,220.0,124000.0,100000.0,58400.0,8000.0,7913.0,,669388.0,10000.0,5000.0,3100.0,463740.0,2000.0,22378.0,20000.0,1879.0,35825.0,12450.0,21557.0,400.0,2515500.0,16700.0,455.0,90.0,200.0,157.0,40000.0,7389.0,59000.0,17640.0,,3743.0,,378.0,,40000.0,14000.0,58347.0,20000.0,110000.0,27090.0,0.0,567.0,84819.0,620.0,0.0,0.0,148.0,-1.0,28000.0,40.0,2500.0,0.0,110432.0,2333.0,668933.0,4800.0,10.0,98177.0,5746.0,26305.0,924546.0,30940.0
1991,0.0,17100.0,,33.0,-1.0,22675.0,9510.0,69500.0,16794.0,99922.0,,,,23000.0,160.0,80561.0,5.0,4600.0,-1.0,262.0,130000.0,85000.0,61600.0,6737.0,10027.0,,679872.0,16000.0,4000.0,3700.0,537600.0,2003.0,25970.0,20000.0,1900.0,47460.0,8430.0,28461.0,407.0,2626800.0,22000.0,339.0,80.0,0.0,376.0,36000.0,6904.0,60000.0,23945.0,,1390.0,,458.0,,46000.0,13413.0,57717.0,11000.0,115000.0,35420.0,1049.0,591.0,94000.0,-1.0,0.0,6907.0,65.0,-1.0,37795.0,175.0,4652.0,0.0,72104.0,2118.0,679533.0,4700.0,7.0,106069.0,22203.0,40579.0,993191.0,31430.0
1992,,27498.0,,35.0,-1.0,22900.0,12050.0,82159.0,18683.0,82000.0,,,,25000.0,170.0,82487.0,5.0,8036.0,-1.0,273.0,143000.0,40000.0,59360.0,6494.0,10016.0,3000.0,746790.0,13000.0,3500.0,4300.0,1347195.0,2100.0,18200.0,20000.0,1500.0,54000.0,5855.0,30966.0,407.0,2129000.0,25300.0,490.0,110.0,0.0,601.0,36000.0,6714.0,62000.0,22814.0,50.0,2700.0,,404.0,117.0,43000.0,13000.0,46331.0,12000.0,122100.0,17500.0,3393.0,591.0,82772.0,-1.0,0.0,7263.0,,-1.0,28000.0,177.0,4668.0,0.0,42981.0,2130.0,746300.0,4500.0,8.0,39588.0,21823.0,26117.0,802871.0,33180.0
1993,,26522.0,32900.0,29.0,-1.0,23000.0,9360.0,73125.0,19495.0,83000.0,,,27846.0,28000.0,180.0,65900.0,4.0,8835.0,-1.0,270.0,150000.0,70000.0,60320.0,6257.0,10500.0,3000.0,754157.0,10203.0,4000.0,4900.0,1231250.0,2200.0,16940.0,21000.0,1357.0,45040.0,15389.0,31600.0,410.0,2217000.0,27500.0,557.0,150.0,0.0,500.0,36000.0,6797.0,,24000.0,60.0,2603.0,,419.0,362.0,47000.0,12900.0,46369.0,13000.0,129400.0,27370.0,418.0,587.0,79957.0,-1.0,-1.0,7649.0,,-1.0,30000.0,72.0,4716.0,-1.0,35471.0,2141.0,753600.0,4295.0,10.0,28724.0,21457.0,21000.0,991900.0,33600.0
1994,,6285.0,18400.0,28.0,-1.0,23000.0,8959.0,80150.0,20409.0,82000.0,,-1.0,28826.0,29000.0,190.0,79758.0,0.0,8000.0,3772.0,265.0,158000.0,72400.0,59360.0,5922.0,10915.0,3000.0,690516.0,9000.0,3500.0,5500.0,1346520.0,2128.0,13720.0,22000.0,1800.0,53912.0,14099.0,39000.0,404.0,1971000.0,14108.0,516.0,6.0,0.0,308.0,36000.0,7183.0,,24624.0,60.0,2328.0,,335.0,397.0,49000.0,13000.0,40834.0,14000.0,126700.0,27370.0,4071.0,560.0,85000.0,-1.0,-1.0,8068.0,,-1.0,30000.0,100.0,4632.0,-1.0,18897.0,2153.0,690000.0,4300.0,5.0,21697.0,20512.0,20846.0,946200.0,35000.0
1995,,11886.0,18000.0,27.0,-1.0,23000.0,9000.0,89516.0,23104.0,84000.0,,,31000.0,28000.0,200.0,80086.0,0.0,9000.0,5823.0,255.0,166000.0,73000.0,60960.0,5818.0,14155.0,3000.0,642666.0,8300.0,4000.0,6100.0,1493520.0,2108.0,13860.0,22000.0,1800.0,45440.0,11887.0,33000.0,401.0,1826000.0,18000.0,666.0,12.0,0.0,120.0,36000.0,6500.0,,30161.0,60.0,2605.0,,235.0,428.0,52000.0,13329.0,52263.0,9500.0,133000.0,36960.0,5038.0,580.0,73000.0,-1.0,-1.0,8525.0,,-1.0,30000.0,150.0,4786.0,-1.0,36682.0,2165.0,642000.0,4100.0,5.0,29952.0,19955.0,19463.0,1131900.0,42000.0
1996,,24241.0,15000.0,20.0,-1.0,23000.0,7567.0,99464.0,25914.0,86000.0,,,34000.0,27000.0,220.0,84200.0,0.0,8500.0,6183.0,247.0,172000.0,70000.0,61760.0,5204.0,12783.0,3000.0,594223.0,11700.0,5000.0,6700.0,1860600.0,2054.0,13265.0,22000.0,1100.0,45440.0,11095.0,37000.0,399.0,1992000.0,11354.0,623.0,100.0,0.0,310.0,36000.0,6692.0,,31538.0,60.0,2647.0,,200.0,209.0,50000.0,13489.0,42373.0,8918.0,139000.0,27650.0,6651.0,600.0,74000.0,-1.0,-1.0,9024.0,,1095.0,49038.0,250.0,2844.0,-1.0,80322.0,2176.0,593600.0,4252.0,3.0,41348.0,19372.0,18337.0,990900.0,50260.0
