,USSR,Burkina Faso,Eritrea,Israel,Paraguay,Iraq,Sri Lanka,Pakistan,Yemen,United Republic of Tanzania,South Sudan,Indonesia,Ethiopia,Kenya,Costa Rica,Bangladesh,Italy,Lao People's Democratic Republic,Senegal,Lebanon,Uganda,Somalia,Thailand,Togo,Benin,Uzbekistan,China,Cambodia,Mozambique,Niger,Sudan (former),Morocco,El Salvador,Brazil,Honduras,Chad,Colombia,Central African Republic,Panama,India,Syrian Arab Republic,"China, Taiwan Province of",Ecuador,Japan,Jordan,Afghanistan,Angola,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Saudi Arabia,Sudan,Greece,Tajikistan,Viet Nam,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Nicaragua,Mali,Congo,Turkey,Dominican Republic,Bulgaria,Bolivia (Plurinational State of),Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Peru,Gambia,United States of America,Mexico,Guinea,"China, mainland",Sierra Leone,Cyprus,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Cameroon,Myanmar,Guatemala
1961,4000.0,10000.0,,4340.0,-1.0,8500.0,10471.0,43710.0,10642.0,35000.0,,,,4690.0,200.0,57466.0,1922.0,,-1.0,400.0,109000.0,10000.0,14080.0,5000.0,2000.0,,663845.0,9835.0,4000.0,,412000.0,50.0,1900.0,5200.0,753.0,15000.0,35166.0,27000.0,300.0,2252000.0,7000.0,8845.0,487.0,7870.0,5170.0,33200.0,6000.0,76200.0,11264.0,,1800.0,,21748.0,,7700.0,800.0,7185.0,6000.0,200000.0,10300.0,-1.0,140.0,78000.0,700.0,1736.0,,1000.0,-1.0,10000.0,300.0,-1.0,2480.0,216670.0,2000.0,655000.0,2000.0,401.0,53890.0,4000.0,7760.0,419457.0,1300.0
1962,3690.0,15000.0,,3815.0,-1.0,9000.0,16528.0,29950.0,10642.0,30000.0,,,,4170.0,137.0,53014.0,1687.0,,-1.0,450.0,82959.0,15000.0,17440.0,5000.0,2000.0,,723410.0,17540.0,6000.0,,326000.0,50.0,1500.0,8000.0,648.0,15000.0,41978.0,35000.0,300.0,2552000.0,8300.0,8410.0,560.0,7530.0,5080.0,33200.0,6000.0,76500.0,17454.0,,1800.0,,16978.0,,9600.0,800.0,7990.0,11000.0,210000.0,9100.0,-1.0,140.0,71000.0,600.0,2013.0,,900.0,-1.0,10000.0,340.0,-1.0,900.0,238270.0,2000.0,715000.0,2000.0,468.0,56705.0,4000.0,7430.0,447712.0,2500.0
1963,3110.0,21000.0,,2970.0,-1.0,9000.0,17087.0,26710.0,10237.0,39000.0,,,,3910.0,150.0,52205.0,1647.0,,-1.0,400.0,86966.0,10500.0,17440.0,5000.0,2000.0,,831684.0,19000.0,4000.0,,497000.0,50.0,1100.0,2600.0,711.0,15000.0,45000.0,35000.0,300.0,2412000.0,7487.0,6684.0,596.0,7040.0,4510.0,33200.0,6000.0,77500.0,24779.0,,1900.0,,30000.0,,8500.0,800.0,7618.0,5000.0,185000.0,7000.0,-1.0,140.0,74000.0,600.0,2169.0,,2200.0,-1.0,11500.0,350.0,-1.0,1100.0,250677.0,2000.0,825000.0,2000.0,508.0,61427.0,4000.0,7700.0,464769.0,2400.0
1964,1020.0,30000.0,,2620.0,-1.0,10500.0,15400.0,33590.0,10842.0,40000.0,,,,1041.0,150.0,50991.0,1667.0,,-1.0,150.0,109000.0,12000.0,16160.0,5000.0,2000.0,,798200.0,15000.0,2700.0,,469000.0,50.0,1300.0,5200.0,648.0,17000.0,48000.0,34000.0,300.0,2486000.0,9653.0,5200.0,967.0,6610.0,3572.0,33200.0,7000.0,79000.0,23655.0,,1900.0,,21780.0,,8000.0,800.0,9087.0,6000.0,195000.0,8600.0,-1.0,140.0,60000.0,550.0,2360.0,,1700.0,-1.0,10000.0,150.0,-1.0,750.0,261276.0,2000.0,793000.0,2000.0,535.0,68357.0,4000.0,6522.0,383405.0,1800.0
1965,1350.0,25000.0,,1130.0,-1.0,14000.0,15097.0,28330.0,10842.0,43300.0,,,,2870.0,150.0,50182.0,1670.0,,-1.0,150.0,95000.0,14000.0,24640.0,5000.0,2000.0,,668846.0,12000.0,2700.0,,398026.0,50.0,2100.0,6000.0,295.0,17000.0,50000.0,33000.0,300.0,2509000.0,6914.0,5546.0,2442.0,5960.0,3520.0,33200.0,7000.0,81500.0,21814.0,,2000.0,,11850.0,,8000.0,800.0,10233.0,11000.0,210000.0,8800.0,-1.0,140.0,60000.0,550.0,413.0,,1100.0,-1.0,10000.0,100.0,-1.0,,267234.0,2000.0,663300.0,2000.0,340.0,87074.0,4000.0,5747.0,703119.0,2500.0
1966,810.0,20000.0,,1130.0,-1.0,15000.0,10494.0,30350.0,11366.0,47310.0,,,,2870.0,150.0,50200.0,1743.0,,-1.0,150.0,96000.0,36000.0,29120.0,5500.0,2000.0,,684997.0,14600.0,4000.0,,388574.0,50.0,4500.0,1700.0,934.0,14000.0,35000.0,35000.0,300.0,2793400.0,6400.0,5997.0,2519.0,5510.0,2200.0,33200.0,7000.0,95500.0,12733.0,,2000.0,,16420.0,,7500.0,800.0,11305.0,9000.0,220000.0,8209.0,-1.0,140.0,54000.0,550.0,4175.0,,800.0,-1.0,13000.0,25.0,-1.0,,252109.0,2000.0,679000.0,2000.0,268.0,94637.0,4000.0,4832.0,478727.0,2500.0
1967,800.0,20000.0,,1240.0,-1.0,16000.0,12929.0,31970.0,11406.0,37000.0,,,,7500.0,150.0,52200.0,1676.0,,-1.0,146.0,94000.0,36000.0,33120.0,5500.0,3000.0,,665111.0,7500.0,4000.0,,518333.0,50.0,4400.0,8700.0,984.0,14000.0,20000.0,49000.0,300.0,2654300.0,11800.0,6111.0,1628.0,4700.0,1040.0,33200.0,7000.0,115500.0,9193.0,,2100.0,,16890.0,,7500.0,800.0,13547.0,9000.0,185000.0,9813.0,-1.0,140.0,60000.0,550.0,5724.0,,800.0,-1.0,11500.0,25.0,-1.0,,270764.0,2000.0,659000.0,2000.0,334.0,133256.0,4000.0,10436.0,477889.0,7500.0
1968,500.0,20961.0,,885.0,-1.0,16000.0,13657.0,27520.0,11506.0,41150.0,,,,7500.0,150.0,53000.0,1750.0,,-1.0,138.0,96000.0,36000.0,28480.0,5500.0,4000.0,,626600.0,13800.0,6000.0,,554926.0,50.0,1300.0,1700.0,1034.0,40000.0,19700.0,54700.0,300.0,2422800.0,13033.0,5600.0,2952.0,1700.0,910.0,32800.0,6000.0,126500.0,10082.0,,2253.0,,13090.0,,7500.0,1300.0,13599.0,10000.0,190000.0,10701.0,-1.0,300.0,80000.0,550.0,4736.0,,800.0,-1.0,13000.0,25.0,-1.0,,258991.0,2000.0,621000.0,2000.0,268.0,140032.0,4000.0,11207.0,645912.0,9500.0
1969,2000.0,22000.0,,955.0,-1.0,16000.0,14818.0,22660.0,11647.0,43000.0,,,,7500.0,150.0,50200.0,1845.0,,-1.0,110.0,84000.0,36000.0,25280.0,5500.0,6000.0,,604065.0,15400.0,7000.0,,571729.0,65.0,1400.0,2600.0,1084.0,40000.0,19600.0,52100.0,200.0,2308700.0,9639.0,5065.0,2209.0,590.0,367.0,33200.0,6000.0,140500.0,14702.0,,2500.0,,9810.0,,7500.0,2000.0,17436.0,11000.0,200000.0,11547.0,-1.0,300.0,67000.0,550.0,3396.0,,700.0,-1.0,13000.0,40.0,-1.0,,264070.0,2000.0,599000.0,2000.0,281.0,153353.0,4000.0,14072.0,561703.0,5300.0
1970,800.0,26500.0,,920.0,-1.0,17000.0,11989.0,30760.0,8047.0,43000.0,,,,7500.0,150.0,44900.0,1742.0,,-1.0,134.0,66000.0,48000.0,26560.0,6000.0,6000.0,,557953.0,15600.0,5000.0,,780089.0,85.0,1900.0,7000.0,1134.0,30000.0,27400.0,50100.0,220.0,2433200.0,6219.0,3453.0,2695.0,1000.0,643.0,33200.0,6000.0,153500.0,17223.0,,2700.0,,17800.0,,7500.0,2600.0,25773.0,12500.0,107000.0,9894.0,-1.0,300.0,62000.0,550.0,2588.0,,900.0,-1.0,10000.0,170.0,-1.0,,273768.0,2000.0,554500.0,1793.0,334.0,178072.0,4000.0,14637.0,664096.0,7000.0
