,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Iran (Islamic Republic of),Malawi,Eritrea,Rwanda,Portugal,Australia & New Zealand,Barbados,Mozambique,Guatemala,Algeria,Slovenia,Madagascar,Tajikistan,Ukraine,Haiti,Bhutan,Belgium,Chad,Lesotho,Switzerland,Sri Lanka,Grenada,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,Réunion,China,Malta,Colombia,Latvia,Sudan (former),Sweden,Lebanon,United Republic of Tanzania,Occupied Palestinian Territory,Chile,Hungary,Kazakhstan,South Africa,France,Togo,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Uganda,Paraguay,Bolivia (Plurinational State of),Peru,Yugoslav SFR,Serbia and Montenegro,Cameroon,Serbia,Germany,Armenia,Dominican Republic,South Sudan,Benin,Canada,Japan,Pakistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,Belize,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Thailand,Somalia,Czechoslovakia,Cuba,Czechia,Argentina,Cambodia,Timor-Leste,Costa Rica,Democratic People's Republic of Korea,India,El Salvador,Austria,Niger,Morocco,Ethiopia PDR,Congo,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Viet Nam,Ireland,Côte d'Ivoire,Albania,Slovakia,Jamaica,Italy,Australia,Panama,Lithuania,Netherlands,Mauritania,Angola,Turkey,Swaziland,Belgium-Luxembourg
1981,20300.0,2507.0,-1.0,-1.0,17096.0,1486.0,490.0,237046.0,120.0,525.0,-1.0,16700.0,-1.0,3420.0,0.0,4286.0,6622.0,8750.0,-1.0,7902.0,5952.0,979.0,0.0,0.0,3774.0,45.0,-1.0,3155.0,-1.0,-1.0,3400.0,0.0,-1.0,3500.0,653.0,0.0,625.0,1.0,299.0,-1.0,1939.0,-1.0,13.0,122507.0,17.0,7293.0,-1.0,67.0,300.0,81.0,22500.0,0.0,14582.0,1267.0,-1.0,7100.0,3050.0,1463.0,5000.0,1474.0,120000.0,-1.0,2465.0,18200.0,3006.0,436.0,3468.0,11620.0,-1.0,9360.0,-1.0,446.0,-1.0,2200.0,-1.0,1435.0,3115.0,4987.0,6112.0,302.0,1483.0,34.0,7300.0,125.0,3649.0,56699.0,5920.0,7372.0,29127.0,2160.0,312.0,2000.0,-1.0,16485.0,2000.0,176.0,1539.0,26400.0,260157.0,2557.0,19.0,0.0,435.0,1253.0,124.0,2272.0,74366.0,5640.0,8369.0,1937.0,2196.0,9520.0,0.0,0.0,4200.0,-1.0,15.0,9000.0,979.0,475.0,-1.0,1027.0,0.0,3600.0,10600.0,52.0,521.0
1982,20650.0,2164.0,-1.0,-1.0,16316.0,1410.0,496.0,162561.0,120.0,600.0,-1.0,20900.0,-1.0,3310.0,0.0,4340.0,7895.0,9100.0,-1.0,9168.0,5544.0,1036.0,0.0,0.0,4679.0,69.0,-1.0,3206.0,-1.0,-1.0,3400.0,0.0,-1.0,3250.0,250.0,0.0,921.0,1.0,299.0,-1.0,2840.0,-1.0,20.0,122164.0,17.0,7313.0,-1.0,92.0,200.0,102.0,20966.0,0.0,10369.0,1114.0,-1.0,7900.0,2560.0,1592.0,5600.0,1630.0,120000.0,-1.0,3180.0,19900.0,3126.0,340.0,4275.0,11690.0,-1.0,10463.0,-1.0,426.0,-1.0,2466.0,-1.0,1475.0,1925.0,5054.0,6487.0,192.0,1363.0,35.0,6000.0,110.0,3287.0,51255.0,5772.0,7596.0,29007.0,2160.0,311.0,1935.0,-1.0,16002.0,2000.0,168.0,1540.0,26400.0,273396.0,2592.0,20.0,0.0,435.0,2172.0,120.0,1798.0,66148.0,6240.0,12240.0,1400.0,2181.0,9800.0,0.0,0.0,4000.0,-1.0,18.0,8600.0,1036.0,459.0,-1.0,840.0,0.0,3900.0,12000.0,36.0,482.0
1983,17500.0,1759.0,-1.0,-1.0,18244.0,1420.0,472.0,212806.0,120.0,650.0,-1.0,21000.0,-1.0,3150.0,0.0,4340.0,8284.0,9450.0,-1.0,9096.0,5201.0,1368.0,0.0,0.0,5300.0,88.0,-1.0,3056.0,-1.0,-1.0,3400.0,0.0,-1.0,3000.0,454.0,0.0,1259.0,1.0,306.0,-1.0,800.0,-1.0,20.0,121759.0,21.0,7121.0,-1.0,79.0,200.0,70.0,20102.0,0.0,10145.0,1214.0,-1.0,8600.0,2190.0,1857.0,5000.0,2198.0,120000.0,-1.0,2971.0,19250.0,3258.0,484.0,4607.0,9338.0,-1.0,5873.0,-1.0,435.0,-1.0,2465.0,-1.0,1610.0,2128.0,5128.0,7096.0,188.0,951.0,44.0,6100.0,74.0,3511.0,39915.0,5404.0,7796.0,31485.0,3048.0,272.0,1905.0,-1.0,14700.0,1600.0,168.0,1731.0,26400.0,271878.0,2657.0,21.0,0.0,430.0,2028.0,124.0,1560.0,60849.0,6360.0,12232.0,1684.0,2531.0,10500.0,0.0,0.0,3800.0,-1.0,25.0,8300.0,1368.0,493.0,-1.0,826.0,0.0,4200.0,11200.0,35.0,536.0
1984,21000.0,1530.0,-1.0,-1.0,18760.0,1491.0,552.0,212636.0,97.0,492.0,-1.0,19300.0,-1.0,2949.0,0.0,4410.0,9025.0,9800.0,-1.0,10190.0,4790.0,1845.0,0.0,0.0,7649.0,81.0,-1.0,3233.0,-1.0,-1.0,3400.0,0.0,-1.0,2750.0,389.0,0.0,673.0,2.0,306.0,-1.0,1000.0,-1.0,20.0,113530.0,21.0,8571.0,-1.0,68.0,200.0,105.0,19845.0,0.0,9965.0,1173.0,-1.0,6700.0,2270.0,1742.0,6000.0,2503.0,112000.0,-1.0,2603.0,16722.0,3414.0,648.0,4782.0,9282.0,-1.0,4919.0,-1.0,456.0,-1.0,2788.0,-1.0,1548.0,2548.0,5278.0,7716.0,257.0,1904.0,45.0,5600.0,72.0,3403.0,38100.0,5144.0,8016.0,32889.0,3744.0,256.0,2070.0,-1.0,13524.0,1720.0,147.0,1650.0,26800.0,283740.0,2682.0,21.0,0.0,430.0,2197.0,128.0,1486.0,62391.0,6840.0,3378.0,1510.0,2908.0,10150.0,0.0,0.0,3400.0,-1.0,24.0,7700.0,1845.0,485.0,-1.0,823.0,0.0,4200.0,15000.0,26.0,568.0
1985,21700.0,1207.0,-1.0,-1.0,18504.0,1511.0,320.0,219384.0,90.0,650.0,-1.0,19650.0,-1.0,2810.0,0.0,4480.0,9453.0,9940.0,-1.0,9665.0,1582.0,2607.0,0.0,0.0,7817.0,82.0,-1.0,3705.0,-1.0,-1.0,3000.0,0.0,-1.0,2500.0,729.0,0.0,690.0,1.0,312.0,-1.0,1100.0,-1.0,20.0,113207.0,21.0,8254.0,-1.0,68.0,800.0,109.0,14310.0,0.0,10780.0,1250.0,-1.0,8100.0,2190.0,1792.0,6000.0,2745.0,112000.0,-1.0,3588.0,19844.0,2460.0,610.0,5496.0,13783.0,-1.0,5134.0,-1.0,522.0,-1.0,1726.0,-1.0,1640.0,3059.0,5428.0,7668.0,288.0,1825.0,44.0,6400.0,112.0,2826.0,38100.0,4912.0,8544.0,30454.0,2312.0,323.0,1975.0,-1.0,16443.0,1200.0,126.0,2260.0,27360.0,280800.0,2805.0,22.0,0.0,420.0,2277.0,128.0,1734.0,69636.0,6360.0,3704.0,1604.0,3217.0,11270.0,0.0,0.0,3600.0,-1.0,15.0,7464.0,2607.0,366.0,-1.0,964.0,0.0,4500.0,15300.0,75.0,584.0
1986,22400.0,1079.0,-1.0,-1.0,17256.0,1458.0,524.0,246332.0,152.0,689.0,-1.0,18800.0,-1.0,2509.0,0.0,4550.0,10720.0,10080.0,-1.0,9713.0,1560.0,1631.0,0.0,0.0,7961.0,97.0,-1.0,3342.0,-1.0,-1.0,3360.0,0.0,-1.0,2350.0,710.0,0.0,710.0,1.0,325.0,-1.0,1200.0,-1.0,22.0,113079.0,21.0,7872.0,-1.0,96.0,800.0,120.0,16665.0,0.0,10279.0,1706.0,-1.0,8700.0,2100.0,1718.0,6400.0,2838.0,112000.0,-1.0,2434.0,18650.0,3270.0,560.0,6092.0,10402.0,-1.0,4033.0,-1.0,417.0,-1.0,2527.0,-1.0,1748.0,3969.0,5536.0,6756.0,281.0,1663.0,59.0,6300.0,140.0,2671.0,40822.0,5136.0,7856.0,27839.0,3864.0,287.0,2615.0,-1.0,16800.0,1320.0,126.0,2087.0,27840.0,261756.0,2875.0,22.0,0.0,410.0,2872.0,128.0,2023.0,69714.0,6120.0,3600.0,1604.0,4681.0,11200.0,0.0,0.0,4600.0,-1.0,17.0,7200.0,1631.0,398.0,-1.0,722.0,0.0,4500.0,18000.0,100.0,597.0
1987,21735.0,833.0,-1.0,-1.0,16496.0,1540.0,464.0,239228.0,139.0,716.0,-1.0,21500.0,-1.0,2456.0,0.0,4620.0,8788.0,10220.0,-1.0,9000.0,1490.0,1724.0,0.0,0.0,6459.0,62.0,-1.0,3144.0,-1.0,-1.0,3369.0,0.0,-1.0,1024.0,1202.0,0.0,782.0,1.0,306.0,-1.0,1400.0,-1.0,22.0,104833.0,21.0,8320.0,-1.0,80.0,684.0,128.0,14698.0,0.0,9080.0,2491.0,-1.0,7700.0,2012.0,1605.0,7000.0,2523.0,104000.0,-1.0,3873.0,22250.0,3324.0,623.0,5046.0,8190.0,-1.0,5711.0,-1.0,449.0,-1.0,2721.0,-1.0,1741.0,2975.0,5644.0,7004.0,252.0,1909.0,99.0,5900.0,140.0,2711.0,44905.0,5120.0,8252.0,28459.0,3176.0,250.0,2545.0,-1.0,11967.0,1960.0,126.0,2055.0,28000.0,282711.0,3094.0,21.0,0.0,420.0,3341.0,132.0,1978.0,70339.0,6000.0,4090.0,1748.0,5237.0,11200.0,269.0,0.0,4800.0,-1.0,12.0,6687.0,1724.0,317.0,-1.0,800.0,0.0,3960.0,17600.0,152.0,571.0
1988,17542.0,905.0,-1.0,-1.0,15088.0,1499.0,256.0,224207.0,197.0,663.0,-1.0,23000.0,-1.0,2390.0,40.0,4655.0,11885.0,10150.0,-1.0,7506.0,1541.0,1106.0,0.0,0.0,4466.0,40.0,-1.0,3156.0,-1.0,-1.0,3360.0,0.0,-1.0,1491.0,954.0,0.0,688.0,2.0,319.0,-1.0,2900.0,-1.0,22.0,104905.0,21.0,8606.0,-1.0,80.0,359.0,133.0,19445.0,0.0,7608.0,1187.0,-1.0,8000.0,1849.0,1707.0,7600.0,3030.0,104000.0,-1.0,3805.0,24025.0,3090.0,279.0,4319.0,12824.0,-1.0,4401.0,-1.0,446.0,-1.0,2571.0,-1.0,1818.0,3115.0,5779.0,9176.0,203.0,1366.0,62.0,5600.0,184.0,2786.0,37647.0,5197.0,8364.0,30765.0,3360.0,246.0,2700.0,-1.0,11785.0,1200.0,113.0,2517.0,28000.0,290730.0,2945.0,24.0,0.0,425.0,4664.0,136.0,1696.0,52099.0,5940.0,3950.0,1661.0,7594.0,11200.0,135.0,0.0,4800.0,-1.0,13.0,6800.0,1106.0,290.0,-1.0,620.0,0.0,3960.0,17800.0,140.0,546.0
1989,17542.0,842.0,-1.0,-1.0,19004.0,1537.0,146.0,212171.0,144.0,681.0,-1.0,25121.0,-1.0,2267.0,43.0,4690.0,9850.0,10500.0,-1.0,7877.0,1493.0,1340.0,0.0,0.0,5980.0,30.0,-1.0,3183.0,-1.0,-1.0,3480.0,0.0,-1.0,1283.0,405.0,0.0,762.0,3.0,336.0,-1.0,3250.0,-1.0,21.0,96842.0,21.0,10699.0,-1.0,80.0,360.0,135.0,20503.0,0.0,8227.0,2029.0,-1.0,8700.0,1920.0,1716.0,8445.0,2429.0,96000.0,-1.0,4057.0,24746.0,2760.0,696.0,3865.0,9779.0,-1.0,5204.0,-1.0,351.0,-1.0,2372.0,-1.0,1823.0,3822.0,5815.0,8828.0,163.0,2672.0,62.0,4900.0,158.0,2560.0,47173.0,5057.0,9298.0,26954.0,3440.0,251.0,2493.0,-1.0,14938.0,1120.0,122.0,2546.0,28240.0,293721.0,2882.0,26.0,0.0,436.0,5500.0,140.0,1335.0,68149.0,5748.0,1439.0,1832.0,6995.0,11550.0,111.0,0.0,4400.0,-1.0,15.0,6500.0,1340.0,241.0,-1.0,570.0,0.0,3630.0,17100.0,188.0,538.0
1990,21000.0,606.0,-1.0,-1.0,23228.0,1438.0,117.0,227189.0,129.0,671.0,-1.0,22570.0,-1.0,2343.0,59.0,4725.0,14704.0,10290.0,-1.0,7200.0,1474.0,1448.0,0.0,0.0,6630.0,26.0,-1.0,4901.0,-1.0,-1.0,3760.0,0.0,-1.0,1287.0,443.0,0.0,854.0,3.0,306.0,-1.0,3900.0,-1.0,22.0,56446.0,21.0,8693.0,-1.0,80.0,410.0,136.0,21545.0,0.0,10613.0,672.0,-1.0,10000.0,1870.0,1323.0,8641.0,2624.0,55840.0,-1.0,4047.0,25488.0,2825.0,644.0,3456.0,11340.0,-1.0,6000.0,-1.0,312.0,-1.0,2240.0,-1.0,1939.0,6319.0,4899.0,8208.0,268.0,2589.0,61.0,4200.0,135.0,2311.0,59873.0,4949.0,12000.0,26438.0,3902.0,303.0,2283.0,-1.0,13274.0,1200.0,293.0,2783.0,28400.0,290460.0,3561.0,27.0,8.0,387.0,5309.0,148.0,1394.0,65966.0,5040.0,923.0,1705.0,8052.0,10969.0,100.0,0.0,3158.0,-1.0,16.0,6500.0,1448.0,337.0,-1.0,640.0,0.0,3960.0,17800.0,73.0,569.0
1991,21000.0,559.0,-1.0,-1.0,31792.0,1372.0,421.0,221154.0,154.0,640.0,-1.0,27888.0,-1.0,2245.0,54.0,4200.0,15598.0,10150.0,-1.0,7800.0,1027.0,1710.0,0.0,0.0,6440.0,27.0,-1.0,5255.0,-1.0,-1.0,3880.0,0.0,-1.0,1808.0,389.0,0.0,969.0,3.0,319.0,-1.0,3350.0,-1.0,23.0,52559.0,22.0,8255.0,-1.0,80.0,465.0,142.0,22571.0,0.0,8401.0,801.0,-1.0,7000.0,2030.0,1466.0,8142.0,3115.0,52000.0,-1.0,3626.0,26800.0,2847.0,677.0,3937.0,8504.0,-1.0,6600.0,-1.0,312.0,-1.0,1761.0,-1.0,1984.0,5110.0,4951.0,8400.0,275.0,1396.0,62.0,3557.0,136.0,2282.0,44000.0,4840.0,12400.0,23078.0,3040.0,301.0,4926.0,-1.0,13171.0,1120.0,204.0,2526.0,25134.0,262350.0,3642.0,23.0,12.0,391.0,2681.0,140.0,1180.0,55826.0,5040.0,928.0,1748.0,5676.0,11592.0,180.0,0.0,4102.0,-1.0,17.0,6000.0,1710.0,275.0,-1.0,614.0,0.0,4050.0,16800.0,75.0,502.0
1992,21979.0,481.0,4500.0,477.0,36764.0,1387.0,360.0,187901.0,127.0,649.0,-1.0,26300.0,1200.0,2170.0,60.0,4270.0,10766.0,10430.0,-1.0,6000.0,847.0,1251.0,0.0,0.0,5561.0,29.0,455.0,5334.0,500.0,3000.0,2880.0,0.0,-1.0,1297.0,316.0,0.0,664.0,2.0,325.0,0.0,2600.0,959.0,55.0,96481.0,18.0,8717.0,55.0,120.0,460.0,140.0,23581.0,0.0,5605.0,682.0,3000.0,5700.0,1470.0,2702.0,9257.0,2512.0,96000.0,662.0,4127.0,27600.0,3357.0,500.0,4623.0,-1.0,1896.0,7200.0,-1.0,0.0,300.0,2107.0,-1.0,1827.0,6048.0,2991.0,9295.0,300.0,1344.0,56.0,2197.0,161.0,1762.0,33000.0,4840.0,12720.0,20611.0,3600.0,301.0,5114.0,-1.0,10899.0,841.0,355.0,2361.0,24860.0,256260.0,3420.0,21.0,16.0,280.0,2681.0,134.0,1105.0,64531.0,-1.0,688.0,1807.0,6529.0,12747.0,410.0,0.0,4027.0,-1.0,15.0,6100.0,1251.0,368.0,72.0,560.0,0.0,4140.0,16200.0,88.0,455.0
1993,17500.0,509.0,5000.0,509.0,37928.0,1425.0,152.0,229190.0,102.0,459.0,5377.0,22911.0,1200.0,1987.0,38.0,4511.0,7607.0,11018.0,248.0,1350.0,783.0,1715.0,0.0,0.0,6194.0,30.0,235.0,4542.0,5.0,2500.0,2933.0,0.0,-1.0,1659.0,347.0,0.0,578.0,2.0,416.0,0.0,2700.0,952.0,56.0,112509.0,18.0,9413.0,40.0,336.0,460.0,140.0,24577.0,0.0,5320.0,447.0,4500.0,6900.0,1550.0,1288.0,8743.0,1713.0,112000.0,632.0,4064.0,28700.0,4088.0,554.0,4650.0,-1.0,2058.0,7800.0,-1.0,0.0,300.0,1732.0,-1.0,1973.0,5852.0,3115.0,9377.0,285.0,1182.0,46.0,1932.0,127.0,2422.0,35500.0,4872.0,13000.0,21763.0,4296.0,-1.0,5726.0,48.0,13566.0,1080.0,291.0,2275.0,27200.0,250830.0,3416.0,18.0,28.0,425.0,-1.0,148.0,945.0,71567.0,-1.0,637.0,1843.0,8368.0,13328.0,370.0,0.0,3932.0,169.0,15.0,4800.0,1715.0,185.0,200.0,720.0,0.0,9360.0,16300.0,95.0,511.0
1994,20300.0,500.0,6000.0,492.0,44840.0,1461.0,240.0,214653.0,133.0,630.0,6159.0,20000.0,1100.0,1990.0,41.0,4060.0,8045.0,11200.0,325.0,5400.0,795.0,1850.0,0.0,0.0,5573.0,18.0,103.0,4762.0,3.0,2500.0,1720.0,0.0,-1.0,2195.0,245.0,0.0,362.0,2.0,393.0,0.0,3450.0,952.0,56.0,104500.0,17.0,10856.0,40.0,151.0,468.0,141.0,25557.0,0.0,5589.0,324.0,2500.0,6700.0,1536.0,1937.0,8000.0,3269.0,104000.0,500.0,4965.0,30000.0,4317.0,917.0,5510.0,-1.0,1908.0,8400.0,-1.0,0.0,300.0,2006.0,-1.0,1965.0,7350.0,4164.0,10290.0,288.0,1483.0,46.0,2166.0,155.0,2779.0,36500.0,4808.0,8087.0,21091.0,4400.0,-1.0,4707.0,47.0,16772.0,1023.0,448.0,2253.0,26400.0,235011.0,2789.0,16.0,32.0,605.0,-1.0,144.0,1045.0,70613.0,-1.0,597.0,2443.0,3296.0,12950.0,370.0,0.0,4531.0,143.0,14.0,4600.0,1850.0,259.0,300.0,820.0,0.0,7500.0,17000.0,113.0,513.0
1995,19250.0,562.0,10000.0,509.0,53792.0,1484.0,168.0,179588.0,67.0,638.0,5059.0,16550.0,1700.0,1950.0,63.0,4130.0,11538.0,11900.0,302.0,7500.0,761.0,2372.0,0.0,0.0,5583.0,36.0,164.0,4869.0,90.0,2500.0,2852.0,0.0,-1.0,2195.0,444.0,0.0,365.0,2.0,332.0,0.0,4500.0,798.0,56.0,96562.0,12.0,9057.0,200.0,235.0,200.0,146.0,26524.0,0.0,5922.0,350.0,500.0,6400.0,1478.0,2596.0,8387.0,2374.0,96000.0,400.0,4300.0,30750.0,4230.0,815.0,5496.0,-1.0,1778.0,9000.0,-1.0,0.0,300.0,1951.0,-1.0,1921.0,5999.0,4204.0,9991.0,285.0,1106.0,47.0,1956.0,195.0,2705.0,32500.0,4792.0,8565.0,18987.0,4480.0,-1.0,4853.0,51.0,18565.0,1122.0,362.0,1299.0,25600.0,252492.0,3114.0,11.0,29.0,600.0,-1.0,148.0,885.0,65875.0,-1.0,757.0,2403.0,3870.0,13300.0,370.0,0.0,4760.0,146.0,15.0,4300.0,2372.0,258.0,400.0,900.0,60.0,4694.0,17250.0,110.0,511.0
1996,18760.0,489.0,18000.0,547.0,55216.0,1523.0,172.0,180555.0,80.0,663.0,5225.0,14700.0,1700.0,1945.0,30.0,4200.0,10009.0,11200.0,100.0,7156.0,725.0,1980.0,0.0,0.0,5648.0,42.0,91.0,5246.0,30.0,2500.0,2900.0,0.0,-1.0,2197.0,658.0,0.0,333.0,2.0,319.0,0.0,4600.0,959.0,65.0,85153.0,12.0,8794.0,200.0,252.0,200.0,35.0,27476.0,0.0,4161.0,962.0,500.0,4700.0,1620.0,2536.0,9261.0,3277.0,84664.0,552.0,4842.0,31500.0,4436.0,1066.0,5660.0,-1.0,1974.0,9600.0,-1.0,0.0,250.0,1334.0,-1.0,2083.0,6300.0,4244.0,9773.0,288.0,1166.0,65.0,1500.0,188.0,2481.0,33000.0,4800.0,8769.0,17320.0,4560.0,-1.0,5303.0,47.0,18225.0,1100.0,332.0,1766.0,24800.0,252552.0,3817.0,13.0,31.0,705.0,-1.0,152.0,798.0,69587.0,-1.0,598.0,1306.0,3870.0,14350.0,370.0,0.0,4372.0,112.0,14.0,4200.0,1980.0,238.0,520.0,720.0,100.0,5295.0,17500.0,105.0,584.0
1997,18900.0,462.0,15000.0,605.0,53600.0,1583.0,160.0,155304.0,82.0,676.0,5000.0,16950.0,1889.0,2045.0,28.0,4200.0,11028.0,10943.0,98.0,7048.0,666.0,2430.0,0.0,0.0,6127.0,56.0,98.0,5310.0,20.0,4000.0,2029.0,20.0,-1.0,6447.0,346.0,0.0,350.0,2.0,295.0,0.0,4700.0,757.0,80.0,95702.0,12.0,7873.0,300.0,259.0,200.0,14.0,28414.0,0.0,4643.0,679.0,1200.0,3881.0,1667.0,2256.0,9569.0,3408.0,95240.0,521.0,6790.0,32250.0,3430.0,805.0,4976.0,-1.0,1958.0,10200.0,-1.0,0.0,250.0,1326.0,-1.0,2266.0,6573.0,3244.0,9812.0,300.0,1295.0,25.0,1500.0,219.0,2537.0,35500.0,3367.0,8960.0,18161.0,4400.0,-1.0,5162.0,45.0,20488.0,1007.0,162.0,1485.0,26400.0,221820.0,3590.0,12.0,35.0,850.0,-1.0,193.0,787.0,69243.0,-1.0,584.0,2342.0,3870.0,15505.0,600.0,914.0,4232.0,110.0,13.0,4000.0,2430.0,212.0,520.0,714.0,120.0,6391.0,17200.0,108.0,570.0
1998,16100.0,458.0,12000.0,648.0,68000.0,1650.0,80.0,186810.0,69.0,684.0,9351.0,14900.0,1938.0,2070.0,36.0,4413.0,10889.0,9848.0,248.0,6846.0,370.0,2340.0,0.0,0.0,5780.0,52.0,39.0,4980.0,10.0,4000.0,2040.0,22.0,-1.0,1533.0,498.0,0.0,307.0,2.0,338.0,0.0,4800.0,756.0,120.0,93138.0,12.0,7844.0,250.0,420.0,200.0,14.0,29339.0,0.0,3487.0,823.0,1288.0,6480.0,1553.0,2031.0,11022.0,3189.0,92680.0,671.0,7420.0,33450.0,3455.0,931.0,4802.0,-1.0,2024.0,11919.0,-1.0,0.0,250.0,1218.0,-1.0,2252.0,10493.0,3000.0,9844.0,300.0,1159.0,10.0,1097.0,218.0,2222.0,35000.0,3351.0,8410.0,19315.0,4480.0,-1.0,4623.0,32.0,30181.0,1072.0,210.0,1450.0,25663.0,179109.0,3423.0,14.0,36.0,1373.0,-1.0,168.0,724.0,72176.0,-1.0,562.0,2190.0,4846.0,14028.0,360.0,971.0,4620.0,164.0,24.0,4000.0,2340.0,199.0,380.0,670.0,140.0,5686.0,17400.0,113.0,648.0
1999,14700.0,501.0,12000.0,709.0,72000.0,1666.0,96.0,177657.0,52.0,690.0,10947.0,16963.0,1950.0,2040.0,38.0,4410.0,10409.0,10079.0,658.0,9996.0,322.0,2340.0,30.0,0.0,5860.0,38.0,37.0,5394.0,15.0,4000.0,2040.0,22.0,-1.0,6723.0,628.0,0.0,259.0,2.0,338.0,0.0,4500.0,706.0,126.0,96501.0,12.0,7523.0,100.0,875.0,113.0,4.0,30250.0,0.0,3766.0,770.0,1300.0,7180.0,1100.0,2165.0,8572.0,3544.0,96000.0,989.0,8014.0,34950.0,3270.0,935.0,4870.0,-1.0,2003.0,12283.0,-1.0,0.0,250.0,1632.0,-1.0,2382.0,11550.0,3000.0,10596.0,300.0,957.0,16.0,3000.0,254.0,1997.0,35800.0,3189.0,6765.0,17714.0,4560.0,-1.0,3172.0,24.0,20488.0,980.0,189.0,1233.0,28800.0,175356.0,3635.0,15.0,32.0,1130.0,-1.0,172.0,707.0,63909.0,-1.0,524.0,2182.0,5375.0,14658.0,100.0,1011.0,4600.0,168.0,20.0,4000.0,2340.0,166.0,280.0,470.0,161.0,5846.0,17600.0,117.0,554.0
2000,17500.0,406.0,12700.0,718.0,76000.0,1559.0,96.0,155163.0,94.0,756.0,16845.0,15678.0,1900.0,1920.0,18.0,4480.0,8694.0,15025.0,428.0,10319.0,308.0,2124.0,35.0,0.0,5925.0,35.0,45.0,5394.0,40.0,4800.0,2028.0,22.0,550.0,7925.0,683.0,0.0,221.0,2.0,345.0,0.0,4500.0,694.0,145.0,106806.0,12.0,7511.0,100.0,1225.0,109.0,4.0,31149.0,0.0,4274.0,316.0,900.0,7790.0,1078.0,2142.0,8997.0,3230.0,106400.0,1320.0,8284.0,36550.0,3750.0,945.0,5025.0,-1.0,1888.0,12360.0,-1.0,0.0,250.0,1614.0,-1.0,2318.0,12551.0,3300.0,11760.0,300.0,648.0,6.0,5500.0,298.0,699.0,30800.0,2865.0,6710.0,18163.0,4960.0,-1.0,3097.0,35.0,19240.0,1177.0,210.0,932.0,28800.0,180591.0,3918.0,13.0,32.0,1150.0,-1.0,181.0,676.0,58575.0,-1.0,430.0,1400.0,3741.0,14700.0,140.0,1066.0,3840.0,38.0,18.0,4000.0,2124.0,173.0,440.0,520.0,203.0,6671.0,17500.0,95.0,-1.0
2001,18900.0,405.0,12700.0,716.0,80400.0,1533.0,91.0,172872.0,136.0,780.0,10339.0,17206.0,1600.0,1879.0,4.0,4550.0,10545.0,15246.0,666.0,10740.0,291.0,2210.0,37.0,0.0,6021.0,36.0,40.0,5394.0,30.0,5600.0,2000.0,24.0,550.0,7500.0,440.0,0.0,225.0,2.0,348.0,0.0,6000.0,691.0,146.0,115165.0,12.0,7106.0,100.0,520.0,98.0,29.0,31050.0,0.0,3383.0,290.0,500.0,11000.0,1129.0,2418.0,7212.0,3349.0,114760.0,1889.0,8982.0,38250.0,3958.0,1359.0,4560.0,-1.0,1845.0,12776.0,-1.0,0.0,200.0,1776.0,-1.0,2772.0,15750.0,4000.0,12524.0,240.0,746.0,6.0,5400.0,260.0,530.0,39000.0,2784.0,6297.0,17578.0,5010.0,-1.0,3007.0,24.0,18382.0,1592.0,252.0,884.0,29200.0,235539.0,3827.0,13.0,36.0,1398.0,-1.0,192.0,522.0,66843.0,-1.0,540.0,4765.0,6450.0,14133.0,120.0,1086.0,3618.0,62.0,15.0,4000.0,2210.0,162.0,640.0,484.0,158.0,7188.0,18000.0,63.0,-1.0
2002,18200.0,436.0,5000.0,715.0,82520.0,1496.0,178.0,175128.0,142.0,771.0,9079.0,15593.0,1700.0,1819.0,9.0,4620.0,11004.0,16293.0,732.0,10696.0,284.0,1201.0,40.0,21000.0,6021.0,47.0,49.0,5396.0,40.0,6900.0,2152.0,22.0,550.0,7512.0,556.0,0.0,240.0,2.0,351.0,0.0,8000.0,707.0,143.0,105540.0,12.0,7466.0,87.0,202.0,95.0,13.0,30951.0,0.0,3104.0,300.0,750.0,7000.0,1188.0,2198.0,10651.0,2531.0,105104.0,1317.0,10406.0,39000.0,4392.0,1893.0,4475.0,-1.0,1839.0,13159.0,-1.0,0.0,170.0,1482.0,-1.0,2389.0,11319.0,4000.0,12184.0,240.0,1132.0,0.0,5498.0,247.0,777.0,30500.0,2744.0,5909.0,14592.0,5200.0,-1.0,1600.0,4.0,14429.0,1798.0,255.0,834.0,28000.0,278238.0,3858.0,13.0,37.0,850.0,-1.0,172.0,422.0,61212.0,-1.0,546.0,7845.0,5045.0,14483.0,180.0,1109.0,3580.0,55.0,18.0,4000.0,1201.0,174.0,360.0,580.0,200.0,6972.0,16200.0,69.0,-1.0
