,USSR,Burkina Faso,Australia & New Zealand,Australia,Pakistan,Thailand,Ethiopia,Kenya,Yemen,South Africa,Lao People's Democratic Republic,Zambia,Botswana,Somalia,Togo,Tunisia,Albania,Brazil,Mozambique,Niger,Democratic People's Republic of Korea,El Salvador,Chad,South Sudan,Spain,Central African Republic,India,Ecuador,Swaziland,Indonesia,Argentina,Antigua and Barbuda,Angola,Colombia,Egypt,The former Yugoslav Republic of Macedonia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Sudan,Mali,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Peru,Gambia,Ghana,"China, mainland",Paraguay,Cyprus,Kazakhstan,Rwanda,Cameroon,Guatemala,Saint Kitts and Nevis,Cuba,United States of America,Romania,Turkmenistan,Philippines,Iraq,Madagascar,United Republic of Tanzania,Burundi,Nepal,Costa Rica,Bangladesh,Italy,Senegal,Uganda,Benin,Montserrat,Uzbekistan,China,Cambodia,Armenia,Sudan (former),Morocco,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Ethiopia PDR,Afghanistan,Guinea-Bissau,Namibia,Saudi Arabia,Georgia,Azerbaijan,Nicaragua,Viet Nam,Turkey,Bolivia (Plurinational State of),Grenada,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Mexico,Guinea,Guadeloupe,Sri Lanka,Côte d'Ivoire,Bulgaria,Myanmar
1961,2756000.0,1482.0,4500.0,4500.0,648200.0,23938.0,,5995.0,10290.0,10432.0,3000.0,,1950.0,2400.0,5330.0,435.0,12266.0,804000.0,73767.0,1521.0,6000.0,74800.0,30000.0,,189000.0,17300.0,1796000.0,6436.0,4800.0,1998.0,223016.0,266.0,8672.0,132000.0,658440.0,,189000.0,,2797.0,18571.0,42656.0,102000.0,,9000.0,4587.0,204184.0,4046.0,208175.0,224500.0,,,1600000.0,16150.0,282.0,,184.0,14800.0,36000.0,200.0,9400.0,5423000.0,65.0,,267.0,15356.0,1500.0,64378.0,5459.0,-1.0,2120.0,6096.0,8590.0,300.0,148000.0,1900.0,170.0,,1600925.0,18333.0,,217783.0,3200.0,2200.0,326.0,903.0,,7762.0,1740.0,925.0,23400.0,4200.0,34000.0,,-1.0,-1.0,,,58800.0,2264.0,360000.0,2010.0,205.0,130.0,13578.0,766507.0,,118.0,1998.0,3834.0,14354.0,23327.0
1962,2618000.0,4171.0,3800.0,3800.0,732600.0,25813.0,,3445.0,13414.0,14742.0,3000.0,,1575.0,3000.0,5200.0,342.0,12409.0,1030000.0,85039.0,3126.0,6000.0,101400.0,60500.0,,202300.0,21400.0,2180000.0,6763.0,2688.0,2664.0,198007.0,170.0,13712.0,142000.0,857400.0,,177100.0,,2189.0,11761.0,25654.0,102000.0,,8000.0,4880.0,253832.0,4100.0,168557.0,241766.0,,,1500000.0,20330.0,305.0,,194.0,24000.0,54700.0,160.0,7200.0,5569000.0,8.0,,307.0,16046.0,1500.0,74596.0,2958.0,-1.0,2630.0,6096.0,6490.0,226.0,72000.0,2900.0,140.0,,1501353.0,2400.0,,390161.0,6100.0,6570.0,613.0,390.0,,11510.0,1700.0,1353.0,25600.0,7500.0,52000.0,,-1.0,-1.0,,,99400.0,2198.0,409000.0,2010.0,191.0,260.0,18888.0,824812.0,,158.0,159.0,5654.0,31493.0,32230.0
1963,3178000.0,5070.0,3100.0,3100.0,837000.0,30375.0,,5995.0,17533.0,27216.0,3000.0,410.0,1575.0,1710.0,3480.0,329.0,15405.0,927000.0,57361.0,3600.0,6000.0,119600.0,66500.0,,169600.0,17300.0,2312000.0,5750.0,3874.0,1332.0,237705.0,139.0,9150.0,126000.0,857880.0,,199775.0,,1885.0,7984.0,28261.0,86000.0,,10000.0,6174.0,257126.0,6014.0,224341.0,247216.0,,,2400000.0,24510.0,318.0,,161.0,26400.0,91700.0,110.0,7106.0,5617000.0,,,34.0,9247.0,2400.0,91480.0,2882.0,-1.0,3020.0,6096.0,8780.0,546.0,143299.0,2600.0,160.0,,2401544.0,2400.0,,308374.0,9820.0,8300.0,1220.0,2419.0,,6353.0,1700.0,1544.0,22100.0,4600.0,73300.0,,-1.0,-1.0,,,123700.0,2098.0,418000.0,2680.0,274.0,65.0,17563.0,907652.0,,90.0,1147.0,8346.0,26090.0,36747.0
1964,3224000.0,5528.0,4400.0,4400.0,755200.0,30688.0,,6401.0,11477.0,22680.0,3000.0,1098.0,3958.0,2194.0,5400.0,310.0,15411.0,958000.0,80316.0,4387.0,6000.0,121200.0,61900.0,,133900.0,18600.0,2167000.0,9060.0,3120.0,2158.0,180724.0,80.0,9075.0,114300.0,911864.0,,147300.0,,1824.0,8483.0,26539.0,94000.0,,13000.0,3237.0,294426.0,4935.0,218416.0,240100.0,,,3325400.0,22633.0,95.0,,266.0,25100.0,108200.0,120.0,1767.0,5658000.0,,,44.0,18280.0,3102.0,102156.0,4005.0,-1.0,5720.0,6096.0,7960.0,20.0,151448.0,4500.0,140.0,,3327284.0,3600.0,,203162.0,11000.0,12000.0,1310.0,4511.0,,8901.0,1750.0,1884.0,24500.0,5100.0,52000.0,,-1.0,-1.0,,,158800.0,1998.0,528500.0,3350.0,87.0,100.0,21236.0,932192.0,,90.0,424.0,6041.0,28212.0,35428.0
1965,3454000.0,4702.0,17400.0,17400.0,834000.0,37375.0,,9140.0,20188.0,37648.0,3600.0,1322.0,3930.0,2200.0,5560.0,150.0,16370.0,855000.0,55500.0,4037.0,6000.0,132300.0,54300.0,,148321.0,15400.0,2025000.0,11800.0,4064.0,2158.0,267856.0,100.0,13006.0,114000.0,961000.0,,149300.0,,2128.0,7878.0,12342.0,92000.0,,10000.0,3353.0,295950.0,3686.0,273490.0,217716.0,,,4196000.0,25216.0,284.0,,216.0,32800.0,121300.0,115.0,1635.0,5522000.0,,,37.0,19635.0,3904.0,128705.0,3799.0,-1.0,8450.0,6096.0,7310.0,180.0,174368.0,4900.0,125.0,,4197511.0,4000.0,,288800.0,14700.0,20200.0,819.0,11204.0,,13580.0,1957.0,1511.0,35400.0,6800.0,50000.0,,-1.0,-1.0,,,206600.0,1831.0,527000.0,4020.0,149.0,130.0,24636.0,952880.0,,70.0,642.0,6630.0,24842.0,45415.0
1966,3648000.0,9941.0,35400.0,35400.0,931892.0,55500.0,,9350.0,7740.0,29928.0,3700.0,3338.0,3199.0,2200.0,5400.0,130.0,16420.0,1030000.0,78532.0,4378.0,6000.0,86500.0,76000.0,,158600.0,25000.0,2025000.0,11200.0,5372.0,2158.0,213300.0,180.0,14370.0,125100.0,820163.0,,170300.0,,1824.0,9139.0,13000.0,92000.0,,11800.0,2011.0,233928.0,3967.0,206813.0,200131.0,,,4674000.0,16747.0,224.0,,203.0,31800.0,132368.0,140.0,934.0,3592000.0,,,32.0,18081.0,4016.0,151323.0,3329.0,-1.0,7050.0,5400.0,4210.0,660.0,177406.0,5800.0,55.0,,4675175.0,3600.0,,288870.0,20000.0,19100.0,613.0,17300.0,,8546.0,1361.0,1175.0,40200.0,16500.0,40700.0,,-1.0,-1.0,,,182500.0,1359.0,611190.0,6030.0,79.0,130.0,21095.0,857686.0,,325.0,1200.0,8000.0,44781.0,30822.0
1967,3642000.0,10538.0,32100.0,32100.0,1040736.0,50438.0,,8540.0,9093.0,19985.0,3600.0,1120.0,1682.0,2200.0,6600.0,20.0,14580.0,1066000.0,88332.0,3979.0,6000.0,64900.0,62700.0,,118327.0,30900.0,2334000.0,10020.0,7664.0,2158.0,158200.0,164.0,19664.0,158300.0,758387.0,,186900.0,,1368.0,7904.0,16000.0,105000.0,,16400.0,610.0,202573.0,6867.0,211223.0,161200.0,,,4708000.0,15189.0,366.0,,229.0,28000.0,96316.0,60.0,2013.0,2912000.0,,,26.0,22303.0,6130.0,135994.0,4815.0,-1.0,8080.0,5400.0,3880.0,2400.0,179000.0,8000.0,95.0,,4709154.0,5272.0,,345315.0,11000.0,17300.0,503.0,29700.0,,7915.0,1475.0,1154.0,48000.0,20900.0,46190.0,,-1.0,-1.0,,,187000.0,1332.0,633688.0,5360.0,53.0,100.0,22331.0,810983.0,,642.0,1089.0,14587.0,36297.0,28383.0
1968,3626000.0,20145.0,57300.0,57300.0,1058080.0,73188.0,,9490.0,6651.0,24532.0,5000.0,2540.0,1600.0,2400.0,4600.0,70.0,8400.0,1260000.0,84536.0,4659.0,6000.0,58300.0,91400.0,,135800.0,36400.0,2157000.0,8800.0,5149.0,2158.0,138142.0,106.0,32050.0,200800.0,758133.0,,149100.0,,608.0,8444.0,30000.0,54000.0,,25700.0,1171.0,244000.0,5780.0,288000.0,177100.0,,64.0,4708000.0,17350.0,264.0,,163.0,38800.0,130684.0,35.0,,4209000.0,,,20.0,25365.0,7894.0,98588.0,4704.0,-1.0,6000.0,4600.0,2680.0,6100.0,137630.0,15000.0,100.0,,4709388.0,5400.0,,339090.0,12070.0,14600.0,452.0,37556.0,,7661.0,1639.0,1388.0,52900.0,23500.0,47300.0,,-1.0,-1.0,,,165600.0,1332.0,696451.0,7360.0,78.0,65.0,21922.0,966011.0,,573.0,435.0,20898.0,20701.0,33086.0
1969,3482000.0,22836.0,58500.0,58500.0,1071090.0,27313.0,,11293.0,11132.0,37787.0,5400.0,4488.0,2013.0,2400.0,5800.0,330.0,10080.0,1330000.0,90425.0,6848.0,6000.0,74400.0,71300.0,,107551.0,37100.0,2137000.0,14800.0,3888.0,2094.0,218300.0,105.0,46836.0,213500.0,920760.0,,221300.0,,760.0,9030.0,40000.0,112000.0,,25000.0,1998.0,237700.0,6112.0,300000.0,157900.0,,159.0,4158000.0,25031.0,474.0,,201.0,52200.0,127993.0,30.0,,3690243.0,,,20.0,28122.0,11454.0,133400.0,4633.0,-1.0,2530.0,5400.0,2730.0,6700.0,168800.0,15600.0,30.0,,4159088.0,4600.0,,421730.0,14000.0,13200.0,344.0,104300.0,,11922.0,1603.0,1088.0,61000.0,27400.0,57300.0,,-1.0,-1.0,,,151300.0,1199.0,640000.0,8200.0,62.0,65.0,25042.0,636815.0,,593.0,1336.0,25790.0,27044.0,21970.0
1970,4203000.0,15000.0,48300.0,48300.0,1084968.0,16750.0,,9251.0,10706.0,26416.0,6000.0,3485.0,886.0,2600.0,3000.0,70.0,10200.0,1231000.0,91174.0,6124.0,6000.0,75600.0,57700.0,,95600.0,32100.0,1938000.0,4750.0,4790.0,2065.0,271600.0,125.0,60800.0,213600.0,883560.0,,214900.0,,1064.0,8890.0,46100.0,181165.0,,32700.0,2694.0,233800.0,7920.0,288000.0,152576.0,5.0,252.0,4554000.0,24572.0,135.0,,167.0,37000.0,107954.0,20.0,,3690425.0,,,16.0,30601.0,12220.0,148970.0,5530.0,-1.0,500.0,2400.0,1614.0,7300.0,190080.0,23000.0,45.0,,4555792.0,1400.0,,434420.0,13010.0,5500.0,444.0,64300.0,,14228.0,420.0,1792.0,58600.0,32500.0,50700.0,,-1.0,-1.0,,,112100.0,999.0,640000.0,10800.0,46.0,65.0,22652.0,547543.0,,594.0,978.0,19157.0,24010.0,23032.0
1971,4332000.0,17500.0,31900.0,31900.0,1414968.0,25313.0,,11064.0,17670.0,22889.0,6640.0,7418.0,2169.0,3023.0,3300.0,330.0,9000.0,1356000.0,69703.0,5191.0,6000.0,91394.0,65250.0,,78900.0,27800.0,2555000.0,6900.0,6490.0,1425.0,168800.0,140.0,56828.0,188200.0,899440.0,,235900.0,,1824.0,8032.0,38900.0,71656.0,,40000.0,2155.0,251500.0,6600.0,257000.0,143017.0,20.0,751.0,4210000.0,11000.0,169.0,,200.0,24925.0,94784.0,20.0,,3846460.0,,,12.0,28160.0,12709.0,125470.0,5000.0,-1.0,540.0,3400.0,1790.0,13300.0,168080.0,29000.0,60.0,,4211026.0,100.0,,470399.0,17000.0,3500.0,448.0,90570.0,,14729.0,760.0,1026.0,59000.0,20100.0,42000.0,,-1.0,-1.0,,,126812.0,699.0,835200.0,17900.0,32.0,,27243.0,623500.0,,218.0,1390.0,17600.0,26415.0,28554.0
1972,4451000.0,20000.0,69100.0,69100.0,1403692.0,30875.0,,11207.0,18137.0,22831.0,4400.0,5343.0,1775.0,1890.0,4600.0,0.0,11000.0,1209000.0,89100.0,3337.0,6000.0,110250.0,62500.0,,112000.0,31000.0,2364000.0,7300.0,7059.0,1307.0,172100.0,180.0,30000.0,246100.0,894840.0,,258000.0,,1824.0,7599.0,39900.0,71196.0,,40000.0,2112.0,269000.0,4818.0,336000.0,138000.0,25.0,1157.0,3916000.0,33000.0,68.0,,157.0,26860.0,134826.0,30.0,,4892443.0,,,24.0,34800.0,13409.0,150280.0,3200.0,-1.0,220.0,2800.0,1295.0,14949.0,167200.0,30500.0,20.0,,3916873.0,100.0,,440868.0,17540.0,3700.0,712.0,107476.0,,14484.0,1231.0,873.0,65000.0,23100.0,38700.0,,-1.0,-1.0,,,164818.0,666.0,869686.0,31200.0,30.0,-1.0,30944.0,669784.0,,178.0,1790.0,27202.0,32908.0,28741.0
1973,4675000.0,16839.0,50700.0,50700.0,1316962.0,17752.0,,10667.0,22002.0,26389.0,3800.0,2921.0,1900.0,1002.0,3600.0,,13200.0,1432000.0,66025.0,2218.0,6000.0,113445.0,68000.0,,87500.0,28000.0,2435000.0,12540.0,8387.0,1738.0,244000.0,230.0,52300.0,199000.0,862320.0,,236400.0,,1800.0,7749.0,46300.0,88802.0,,31000.0,2025.0,248300.0,5082.0,344000.0,144000.0,100.0,1060.0,5124000.0,55000.0,7.0,,161.0,15900.0,159908.0,60.0,,4550415.0,975.0,,18.0,30000.0,20216.0,127300.0,2800.0,-1.0,930.0,2254.0,1231.0,21000.0,174680.0,28000.0,15.0,,5124800.0,100.0,,357589.0,11617.0,7250.0,1346.0,84146.0,,10695.0,1310.0,800.0,60000.0,26600.0,72000.0,,-1.0,-1.0,,,177760.0,599.0,820523.0,72850.0,24.0,-1.0,35542.0,595477.0,,178.0,1898.0,30710.0,25259.0,29263.0
1974,5129000.0,19000.0,49800.0,49800.0,1268398.0,35236.0,,9916.0,22962.0,61143.0,4200.0,1233.0,1900.0,800.0,5600.0,,13300.0,1234000.0,70000.0,5057.0,6000.0,124347.0,88000.0,,102700.0,29000.0,2620000.0,26500.0,11700.0,4156.0,237500.0,130.0,69000.0,249300.0,753000.0,,242300.0,,1800.0,6146.0,38500.0,50082.0,,33000.0,1267.0,232700.0,4576.0,400000.0,159000.0,170.0,1149.0,4922000.0,56000.0,,,65.0,22700.0,199681.0,65.0,,4091291.0,2600.0,,34.0,26500.0,21975.0,144270.0,2800.0,-1.0,1050.0,2182.0,1475.0,25599.0,110000.0,19400.0,5.0,,4922581.0,60.0,,395000.0,11300.0,9100.0,548.0,123542.0,,14177.0,521.0,581.0,84000.0,30100.0,96700.0,,-1.0,-1.0,,,234232.0,666.0,957419.0,55500.0,12.0,-1.0,40993.0,826373.0,,158.0,2108.0,33971.0,24834.0,25211.0
1975,4827000.0,32000.0,53800.0,53800.0,1027736.0,17967.0,,10639.0,17820.0,63088.0,3600.0,1648.0,1900.0,2000.0,7000.0,,13500.0,1101000.0,77900.0,6968.0,6000.0,125100.0,105000.0,,87600.0,21000.0,2356000.0,19000.0,13600.0,3431.0,314000.0,190.0,26000.0,235100.0,652000.0,,239000.0,,1800.0,3729.0,35700.0,92971.0,,42600.0,1786.0,272765.0,4078.0,263000.0,167800.0,200.0,5223.0,4762000.0,65000.0,,,155.0,29100.0,177326.0,85.0,,2919305.0,1950.0,,436.0,25600.0,20283.0,82250.0,2394.0,-1.0,380.0,1634.0,1010.0,18400.0,70180.0,14000.0,15.0,,4762160.0,60.0,,418340.0,9900.0,8900.0,392.0,110572.0,,14469.0,629.0,160.0,82000.0,30050.0,106700.0,,-1.0,-1.0,,,197119.0,1465.0,768000.0,40890.0,16.0,-1.0,51630.0,320335.0,,118.0,4134.0,35510.0,21034.0,28615.0
1976,5050000.0,34800.0,40600.0,40600.0,869200.0,16773.0,,10400.0,16640.0,23068.0,4548.0,2446.0,1900.0,2100.0,6300.0,,13800.0,795000.0,56100.0,4570.0,6000.0,97870.0,86000.0,,80600.0,25000.0,2180000.0,16000.0,12158.0,1764.0,259400.0,165.0,26000.0,235000.0,677000.0,,215400.0,,1800.0,3867.0,34500.0,111077.0,,68000.0,2109.0,253900.0,3340.0,286000.0,103600.0,450.0,4600.0,4110000.0,68000.0,13.0,,117.0,28000.0,162952.0,95.0,,3739412.0,65.0,,870.0,22000.0,22925.0,125000.0,1900.0,-1.0,3450.0,1402.0,1010.0,27100.0,54340.0,14200.0,15.0,,4110123.0,1300.0,,204000.0,15000.0,5600.0,390.0,92375.0,,14544.0,417.0,123.0,87000.0,39540.0,106000.0,,-1.0,-1.0,,,176888.0,1498.0,759723.0,21000.0,16.0,-1.0,34595.0,348928.0,,48.0,5288.0,37396.0,2208.0,24836.0
1977,5342000.0,24000.0,46600.0,46600.0,1148900.0,56725.0,,13640.0,9392.0,54341.0,4850.0,5031.0,1900.0,2200.0,4600.0,,14600.0,1216000.0,34050.0,2466.0,6000.0,113431.0,73000.0,,83700.0,17700.0,2503000.0,16000.0,9700.0,1042.0,300000.0,150.0,24000.0,276600.0,689551.0,,250200.0,,2200.0,3594.0,32500.0,156614.0,,70000.0,2652.0,244776.0,1920.0,300000.0,109200.0,700.0,4200.0,4099000.0,143000.0,13.0,,161.0,24000.0,226684.0,60.0,,5008904.0,325.0,,1306.0,17350.0,24469.0,109725.0,3200.0,-1.0,14044.0,1752.0,920.0,22300.0,30360.0,10500.0,15.0,,4099134.0,3330.0,,297000.0,11000.0,11650.0,330.0,93566.0,,18327.0,44.0,134.0,108000.0,41235.0,91000.0,,-1.0,-1.0,,,190992.0,1925.0,919800.0,25940.0,15.0,-1.0,33592.0,658733.0,,0.0,4386.0,42710.0,8717.0,21290.0
1978,5184000.0,37000.0,72100.0,72100.0,946400.0,46511.0,,17945.0,12496.0,79851.0,2470.0,6426.0,1900.0,2200.0,2700.0,,15000.0,1005000.0,48300.0,2880.0,6000.0,134050.0,80000.0,,57500.0,20200.0,2748000.0,16000.0,14900.0,602.0,414200.0,160.0,26000.0,186200.0,742000.0,,266500.0,,3000.0,3795.0,30000.0,75239.0,,75000.0,2040.0,233000.0,1060.0,239000.0,125100.0,500.0,4600.0,4335000.0,178000.0,20.0,,,35000.0,248568.0,36.0,,3872933.0,650.0,,1742.0,9035.0,21837.0,108700.0,3873.0,-1.0,5444.0,2362.0,620.0,20300.0,44440.0,12200.0,18.0,,4335203.0,2330.0,,348000.0,7400.0,20350.0,340.0,107966.0,,20616.0,67.0,203.0,132600.0,36000.0,88000.0,,-1.0,-1.0,,,201300.0,2005.0,760000.0,30640.0,15.0,-1.0,31162.0,575807.0,,,6406.0,58272.0,10595.0,27802.0
1979,5588000.0,47000.0,78500.0,78500.0,1456400.0,89193.0,,18214.0,11072.0,88234.0,5020.0,9397.0,1900.0,2700.0,8200.0,,15000.0,1047000.0,26000.0,1812.0,6000.0,119224.0,53000.0,,72800.0,23200.0,2659000.0,15200.0,10700.0,3465.0,329600.0,100.0,24000.0,160900.0,791962.0,,209600.0,,3400.0,5153.0,12000.0,70309.0,,95000.0,2700.0,215378.0,940.0,166000.0,154900.0,550.0,4500.0,4414000.0,145000.0,17.0,,,49000.0,267844.0,9.0,,5241958.0,780.0,,5226.0,11000.0,18840.0,117800.0,3544.0,-1.0,7476.0,2202.0,600.0,17000.0,13420.0,16800.0,6.0,,4414110.0,240.0,,259000.0,9700.0,15150.0,185.0,94392.0,,23195.0,40.0,110.0,124100.0,36000.0,70000.0,,-1.0,-1.0,,,186490.0,1485.0,761931.0,24705.0,17.0,-1.0,27167.0,553045.0,,,7600.0,65285.0,11661.0,34622.0
1980,5550000.0,38000.0,135800.0,135800.0,1429000.0,120356.0,,25165.0,6600.0,102477.0,9800.0,9450.0,1900.0,2700.0,12000.0,,10400.0,1072000.0,42000.0,1692.0,6000.0,109093.0,49000.0,,99000.0,19400.0,2624000.0,23800.0,15400.0,9338.0,275863.0,32.0,2000.0,216000.0,857531.0,,233100.0,,2400.0,4850.0,18500.0,55075.0,,65000.0,3800.0,205557.0,423.0,115000.0,162800.0,850.0,4200.0,5414000.0,145500.0,10.0,,,51200.0,250897.0,13.0,,4056020.0,130.0,,9144.0,9900.0,14344.0,113475.0,3537.0,-1.0,7600.0,3477.0,730.0,12500.0,9020.0,10400.0,3.0,,5414149.0,200.0,,216000.0,11000.0,14900.0,45.0,102396.0,,15465.0,40.0,149.0,129000.0,54000.0,43300.0,1900.0,-1.0,-1.0,,,33534.0,1405.0,800000.0,12000.0,17.0,-1.0,28647.0,572323.0,,,3186.0,79849.0,7821.0,33132.0
1981,5879000.0,35000.0,161400.0,161400.0,1496000.0,109833.0,,16821.0,13200.0,89372.0,10086.0,10822.0,1900.0,2000.0,15700.0,,13600.0,1107000.0,48000.0,1060.0,6600.0,68384.0,41000.0,,113600.0,15800.0,2721000.0,25180.0,16500.0,10336.0,149728.0,12.0,4000.0,200000.0,803000.0,,252100.0,,3400.0,2800.0,13000.0,52465.0,,58000.0,4500.0,224880.0,580.0,139000.0,179000.0,1600.0,3300.0,5936000.0,217000.0,7.0,,,49100.0,188700.0,23.0,,5803260.0,260.0,,10450.0,8800.0,17366.0,85196.0,4183.0,-1.0,9472.0,19573.0,160.0,25000.0,11220.0,9000.0,21.0,,5936084.0,400.0,,182000.0,12200.0,10219.0,8.0,110886.0,,21739.0,40.0,84.0,156700.0,54000.0,40000.0,2600.0,-1.0,-1.0,,,111130.0,1538.0,780800.0,11500.0,17.0,-1.0,13731.0,507545.0,,,3800.0,76170.0,8476.0,49343.0
1982,5663000.0,46000.0,219100.0,219100.0,1647800.0,76255.0,,16076.0,14160.0,57467.0,10300.0,8055.0,1900.0,3300.0,11000.0,,13800.0,1238000.0,36000.0,1210.0,7000.0,63186.0,63600.0,,84000.0,25000.0,2600000.0,15100.0,9500.0,12987.0,268296.0,8.0,8000.0,84000.0,738000.0,,200000.0,,3200.0,2200.0,45000.0,40912.0,,77000.0,4200.0,253000.0,570.0,201000.0,161400.0,1400.0,2400.0,7196000.0,160000.0,3.0,,,43800.0,115400.0,12.0,,4303680.0,390.0,,9144.0,9400.0,15564.0,82051.0,3592.0,-1.0,3130.0,20519.0,100.0,27000.0,11220.0,18000.0,14.0,,7196068.0,400.0,,289000.0,13300.0,11000.0,7.0,87676.0,,14800.0,40.0,68.0,144300.0,54000.0,30000.0,3000.0,-1.0,-1.0,,,94800.0,2311.0,782400.0,7526.0,18.0,-1.0,9840.0,288996.0,,,3070.0,75825.0,13355.0,63581.0
1983,5625000.0,48000.0,154400.0,154400.0,989178.0,74516.0,,17028.0,14160.0,42341.0,9936.0,13052.0,1900.0,2700.0,15000.0,,10600.0,1025000.0,16000.0,2429.0,7600.0,59987.0,98000.0,,64000.0,23000.0,2205000.0,2490.0,6000.0,13300.0,203075.0,10.0,8000.0,72000.0,655000.0,,264600.0,,3600.0,2000.0,50000.0,38091.0,,85000.0,4440.0,332500.0,465.0,166000.0,66300.0,450.0,2400.0,9274000.0,186000.0,,,,57700.0,90700.0,20.0,,2790500.0,1950.0,,10016.0,7900.0,16092.0,90015.0,2990.0,-1.0,2181.0,16290.0,20.0,18000.0,21560.0,26000.0,12.0,,9274004.0,200.0,,373000.0,17200.0,7700.0,5.0,95239.0,,8800.0,40.0,4.0,153100.0,40000.0,33300.0,1800.0,-1.0,-1.0,,,118690.0,2724.0,835200.0,6000.0,18.0,-1.0,20849.0,355231.0,30.0,,1000.0,87040.0,11349.0,65173.0
