,USSR,Burkina Faso,Syrian Arab Republic,Bahrain,Fiji,Australia,Panama,The former Yugoslav Republic of Macedonia,Slovakia,Thailand,Belize,Ethiopia,Kenya,Guyana,Romania,Serbia,Lao People's Democratic Republic,Lebanon,Yemen,Tunisia,Albania,Paraguay,Niger,Australia & New Zealand,Democratic People's Republic of Korea,Slovenia,El Salvador,Montenegro,Argentina,Colombia,Spain,India,Jamaica,Ecuador,Indonesia,Republic of Moldova,Canada,Jordan,Belgium-Luxembourg,South Sudan,Egypt,Melanesia,Malaysia,Greece,Czechoslovakia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,United Arab Emirates,Hungary,Dominican Republic,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",French Polynesia,Madagascar,Cyprus,Peru,Rwanda,New Zealand,Cameroon,Netherlands,Guatemala,Saint Kitts and Nevis,Cuba,Austria,Puerto Rico,United States of America,Bhutan,Philippines,Iraq,Libya,United Republic of Tanzania,Belgium,Nepal,Czechia,Costa Rica,Italy,Qatar,Senegal,Germany,Benin,Montserrat,Uzbekistan,China,Finland,Serbia and Montenegro,Sudan (former),Morocco,Antigua and Barbuda,Chile,Honduras,Uruguay,Zimbabwe,Ireland,Algeria,"China, Taiwan Province of",Israel,Japan,Maldives,Switzerland,Namibia,Trinidad and Tobago,Georgia,United Kingdom,Azerbaijan,Mauritius,Oman,Bosnia and Herzegovina,Barbados,Turkey,Portugal,Bolivia (Plurinational State of),Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Djibouti,Brunei Darussalam,Mexico,Cook Islands,Ukraine,Kuwait,South Africa,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
1984,133000.0,,52500.0,250.0,-1.0,,822.0,,,9600.0,-1.0,,-1.0,-1.0,336200.0,,-1.0,-1.0,1701.0,120000.0,-1.0,17280.0,-1.0,600.0,45000.0,,1600.0,,77110.0,12750.0,635058.0,34500.0,3132.0,8230.0,313685.0,,12940.0,16174.0,60.0,,173000.0,0.0,-1.0,93181.0,35618.0,29500.0,116910.0,,690000.0,200.0,3487.0,132000.0,17276.0,,316756.0,-1.0,,74000.0,2500000.0,175.0,-1.0,900.0,16052.0,-1.0,600.0,100.0,45000.0,1100.0,-1.0,26862.0,3516.0,6622.0,324320.0,3685.0,3018.0,36600.0,11000.0,-1.0,,-1.0,,-1.0,429570.0,105.0,,-1.0,20000.0,10.0,,2520594.0,-1.0,,3500.0,38000.0,49.0,25500.0,-1.0,4800.0,-1.0,,69448.0,20594.0,48500.0,180300.0,292.0,-1.0,-1.0,650.0,,,,390.0,-1.0,,,665000.0,1000.0,3861.0,,283.0,20885.0,23.0,-1.0,532266.0,,,-1.0,-1.0,360.0,73600.0,21000.0,175.0,,246741.0,-1.0
1985,136000.0,5494.0,64609.0,250.0,-1.0,10402.0,933.0,,,9700.0,-1.0,,-1.0,-1.0,303800.0,,-1.0,-1.0,1818.0,140000.0,-1.0,17635.0,-1.0,11102.0,46000.0,,1600.0,,68400.0,11830.0,670552.0,36000.0,4905.0,6310.0,341564.0,,21780.0,17534.0,,,192000.0,0.0,-1.0,114348.0,38763.0,30900.0,165277.0,,700000.0,300.0,4610.0,196000.0,17812.0,,345080.0,-1.0,,62000.0,2700000.0,146.0,-1.0,800.0,14258.0,-1.0,700.0,100.0,51000.0,1200.0,-1.0,35322.0,2137.0,4763.0,347100.0,4500.0,3210.0,39000.0,12000.0,-1.0,,-1.0,,-1.0,427800.0,103.0,,-1.0,18913.0,10.0,,2722725.0,-1.0,,4000.0,40000.0,27.0,26000.0,-1.0,4800.0,-1.0,,118043.0,22725.0,44900.0,171600.0,311.0,-1.0,-1.0,620.0,,,,440.0,-1.0,,,725000.0,1000.0,4759.0,,276.0,21627.0,25.0,-1.0,663082.0,,,-1.0,-1.0,240.0,98700.0,22000.0,146.0,,222027.0,-1.0
1986,137000.0,5699.0,51600.0,200.0,-1.0,13178.0,1060.0,,,9800.0,-1.0,,-1.0,-1.0,251100.0,,-1.0,-1.0,2122.0,150000.0,-1.0,13966.0,-1.0,14178.0,49000.0,,1700.0,,90960.0,10531.0,692800.0,37800.0,5286.0,6104.0,439000.0,,20040.0,22243.0,,,237000.0,0.0,-1.0,93916.0,41362.0,28100.0,197804.0,,720000.0,403.0,4300.0,186000.0,18507.0,,359369.0,-1.0,,137000.0,2700000.0,158.0,-1.0,1000.0,15759.0,-1.0,1000.0,200.0,59000.0,1200.0,-1.0,31947.0,2036.0,4559.0,389770.0,5700.0,3570.0,38000.0,13000.0,-1.0,,-1.0,,1100.0,421040.0,118.0,,-1.0,12463.0,10.0,,2721218.0,-1.0,,4200.0,45000.0,28.0,28000.0,1000.0,4900.0,-1.0,200.0,133952.0,21218.0,54300.0,177800.0,330.0,-1.0,-1.0,550.0,,,,385.0,-1.0,,,738000.0,1000.0,5875.0,,286.0,22522.0,26.0,-1.0,543851.0,,,-1.0,200.0,70.0,105784.0,23000.0,158.0,,206579.0,-1.0
1987,140000.0,5848.0,60900.0,250.0,-1.0,15258.0,954.0,,,9900.0,-1.0,,-1.0,-1.0,269800.0,,-1.0,-1.0,3631.0,150000.0,-1.0,17540.0,-1.0,16958.0,52000.0,,1700.0,,91000.0,9443.0,700200.0,39000.0,5576.0,8667.0,436189.0,,24430.0,27057.0,,,261000.0,0.0,-1.0,98400.0,51444.0,28100.0,137924.0,,750000.0,425.0,4252.0,212000.0,19580.0,,376000.0,-1.0,,157600.0,2700000.0,114.0,-1.0,1100.0,18998.0,-1.0,1700.0,200.0,66300.0,1100.0,-1.0,50704.0,3825.0,4649.0,416220.0,7800.0,4180.0,26600.0,14500.0,-1.0,,-1.0,,2100.0,387730.0,140.0,,-1.0,7556.0,12.0,,2724160.0,-1.0,,4500.0,48000.0,29.0,30135.0,1000.0,5000.0,-1.0,200.0,170026.0,24160.0,47600.0,172200.0,43.0,-1.0,-1.0,500.0,,,,365.0,-1.0,,,750000.0,1200.0,6085.0,,492.0,23696.0,26.0,-1.0,669759.0,,,-1.0,200.0,65.0,73501.0,23000.0,114.0,,234728.0,-1.0
1988,145000.0,6135.0,62400.0,290.0,-1.0,16739.0,858.0,,,10000.0,-1.0,,-1.0,-1.0,294500.0,,-1.0,4500.0,4041.0,120000.0,-1.0,15682.0,-1.0,17439.0,53500.0,,1800.0,,90900.0,7598.0,724200.0,41400.0,2703.0,8900.0,449000.0,,23680.0,25129.0,750.0,,262000.0,0.0,-1.0,92400.0,55718.0,25000.0,249361.0,,780000.0,600.0,3177.0,201000.0,18650.0,,304751.0,-1.0,,115400.0,2800000.0,121.0,-1.0,1100.0,14570.0,-1.0,700.0,300.0,75600.0,1100.0,-1.0,50261.0,4128.0,4386.0,449280.0,7000.0,3620.0,29700.0,15000.0,-1.0,,-1.0,,2800.0,366340.0,127.0,,-1.0,10146.0,12.0,,2822372.0,-1.0,,4300.0,53000.0,35.0,28860.0,1100.0,4800.0,-1.0,200.0,192695.0,22372.0,40650.0,170400.0,72.0,-1.0,-1.0,420.0,,,,525.0,-1.0,,,730000.0,1200.0,5025.0,,450.0,26650.0,21.0,-1.0,595370.0,,,1157.0,200.0,65.0,82700.0,22192.0,121.0,,245212.0,-1.0
1989,146000.0,6369.0,46400.0,190.0,-1.0,18888.0,1045.0,,,10000.0,114.0,,-1.0,-1.0,253300.0,,-1.0,4200.0,7187.0,110000.0,-1.0,16933.0,-1.0,19788.0,54000.0,,1900.0,,91000.0,6820.0,795400.0,41500.0,2077.0,7738.0,518000.0,,19898.0,35398.0,2800.0,,242000.0,0.0,-1.0,94400.0,51275.0,25600.0,190159.0,,819000.0,939.0,8688.0,142000.0,19142.0,,261215.0,-1.0,,163000.0,2900000.0,114.0,-1.0,1200.0,13950.0,-1.0,900.0,300.0,103000.0,1100.0,-1.0,53249.0,3882.0,4218.0,460120.0,7000.0,3200.0,35200.0,15600.0,-1.0,,-1.0,,3000.0,349720.0,158.0,,-1.0,8936.0,12.0,,2921927.0,-1.0,,3800.0,64400.0,30.0,41010.0,1100.0,4407.0,-1.0,300.0,189417.0,21927.0,42465.0,182400.0,13.0,-1.0,-1.0,428.0,,2700.0,,475.0,-1.0,,,853000.0,1000.0,5030.0,,400.0,29734.0,3.0,-1.0,645498.0,5.0,,2215.0,200.0,70.0,67900.0,15848.0,119.0,,205168.0,-1.0
1990,150000.0,6610.0,40400.0,100.0,-1.0,19826.0,1231.0,,,10000.0,20.0,,-1.0,2300.0,182033.0,,-1.0,3000.0,7726.0,175000.0,28000.0,15367.0,1000.0,22826.0,56000.0,,190.0,,96500.0,7480.0,900500.0,42000.0,2137.0,6848.0,417000.0,,22490.0,21702.0,6200.0,,271000.0,-1.0,19000.0,84418.0,40605.0,27600.0,177339.0,,750000.0,1000.0,9574.0,142206.0,19640.0,,251818.0,50000.0,,146700.0,3100000.0,100.0,60.0,1100.0,12525.0,-1.0,3000.0,2000.0,158100.0,1115.0,-1.0,42630.0,3787.0,4763.0,476500.0,8238.0,2846.0,37900.0,18000.0,3000.0,,-1.0,,2966.0,343720.0,149.0,,-1.0,13191.0,13.0,,3119218.0,-1.0,,3500.0,78735.0,40.0,37635.0,1200.0,4700.0,100.0,342.0,158750.0,19218.0,52900.0,171300.0,350.0,-1.0,-1.0,219.0,,3440.0,,615.0,5700.0,,125.0,900000.0,1000.0,5375.0,,350.0,32555.0,6.0,54.0,633676.0,5.0,,1898.0,300.0,70.0,100000.0,17000.0,105.0,,226934.0,-1.0
1991,51072.0,6800.0,34373.0,140.0,-1.0,20208.0,1348.0,,,12000.0,34.0,,-1.0,1858.0,166840.0,,-1.0,3813.0,10173.0,180000.0,31000.0,15000.0,2000.0,21208.0,58000.0,,2000.0,,92000.0,10672.0,731600.0,42230.0,2551.0,6535.0,425000.0,,25290.0,15096.0,8970.0,,281599.0,-1.0,19000.0,100000.0,47045.0,27000.0,194681.0,,650000.0,1089.0,11642.0,153516.0,19160.0,,304213.0,43146.0,,140000.0,3200000.0,127.0,70.0,1200.0,12383.0,-1.0,1000.0,2100.0,168500.0,1000.0,-1.0,32081.0,4315.0,3855.0,560680.0,7300.0,2574.0,21640.0,18500.0,2900.0,,-1.0,,9000.0,376608.0,256.0,,-1.0,11705.0,13.0,,3224656.0,-1.0,,4100.0,71682.0,50.0,33900.0,1293.0,4900.0,148.0,300.0,157818.0,24656.0,56438.0,155700.0,270.0,-1.0,-1.0,458.0,,3786.0,,605.0,5400.0,,125.0,920000.0,1000.0,6105.0,,325.0,32875.0,7.0,77.0,761217.0,7.0,,200.0,242.0,70.0,99507.0,17753.0,134.0,,235593.0,-1.0
1992,,7000.0,35332.0,150.0,-1.0,23550.0,1477.0,112396.0,,12000.0,65.0,,3844.0,1867.0,181660.0,,-1.0,4000.0,10678.0,190000.0,42000.0,14042.0,4000.0,25502.0,54361.0,863.0,2000.0,,90800.0,9513.0,755300.0,43000.0,3663.0,8502.0,440000.0,28000.0,19920.0,18451.0,11300.0,,234454.0,-1.0,19000.0,104600.0,41600.0,25900.0,248245.0,,600000.0,1079.0,11300.0,125155.0,13335.0,500.0,,43405.0,10000.0,135000.0,3400000.0,141.0,72.0,1200.0,11578.0,-1.0,1952.0,2300.0,199000.0,889.0,-1.0,25000.0,2747.0,4840.0,654440.0,7800.0,2426.0,30000.0,16000.0,3328.0,,-1.0,,8000.0,362886.0,443.0,,-1.0,12297.0,14.0,8300.0,3425187.0,-1.0,153000.0,4150.0,94472.0,80.0,64050.0,1338.0,5100.0,170.0,400.0,159751.0,25187.0,55500.0,166500.0,222.0,-1.0,-1.0,295.0,-1.0,4050.0,-1.0,685.0,5100.0,11000.0,127.0,954000.0,1017.0,5410.0,,330.0,36177.0,7.0,61.0,868036.0,2.0,42038.0,364.0,200.0,94.0,73919.0,18000.0,143.0,17000.0,210982.0,-1.0
1993,,7011.0,36000.0,160.0,170.0,25000.0,1500.0,81030.0,33000.0,14000.0,122.0,70000.0,7539.0,1867.0,176300.0,,-1.0,4500.0,10678.0,180000.0,47000.0,13707.0,7000.0,27434.0,50000.0,1225.0,2100.0,,90000.0,10000.0,733800.0,43500.0,5512.0,8486.0,350000.0,32000.0,28480.0,14116.0,12200.0,,190000.0,170.0,21000.0,89900.0,,26300.0,267214.0,,575000.0,1070.0,8667.0,120233.0,12174.0,500.0,,43642.0,12000.0,120000.0,4300000.0,170.0,80.0,1300.0,21986.0,-1.0,2434.0,2500.0,237000.0,1021.0,11.0,20324.0,4807.0,4777.0,689900.0,8200.0,5000.0,32000.0,15000.0,3800.0,,-1.0,5415.0,8500.0,363066.0,334.0,,-1.0,15000.0,14.0,7300.0,4325744.0,-1.0,128000.0,4100.0,78360.0,66.0,68700.0,3385.0,5295.0,200.0,400.0,169120.0,25744.0,50600.0,156100.0,213.0,-1.0,-1.0,229.0,-1.0,6041.0,-1.0,922.0,6200.0,15704.0,367.0,965000.0,1032.0,5705.0,,350.0,33956.0,7.0,113.0,875527.0,3.0,75000.0,538.0,220.0,100.0,94700.0,20000.0,173.0,20500.0,159885.0,-1.0
1994,,7097.0,39526.0,150.0,310.0,26500.0,1600.0,87323.0,34800.0,15500.0,81.0,69857.0,12469.0,2322.0,163200.0,,-1.0,5000.0,7575.0,165000.0,51000.0,13550.0,9000.0,29001.0,55000.0,1151.0,2200.0,,80000.0,11022.0,742600.0,44000.0,7632.0,7268.0,316915.0,34000.0,32350.0,18700.0,11382.0,,197000.0,310.0,21000.0,104400.0,,27200.0,290398.0,-1.0,593000.0,1061.0,6242.0,117000.0,11752.0,1000.0,,43851.0,10000.0,105000.0,5000000.0,155.0,70.0,1400.0,15852.0,-1.0,2501.0,2700.0,234600.0,1250.0,23.0,3400.0,5532.0,4763.0,697100.0,8500.0,8869.0,31000.0,13000.0,3795.0,,-1.0,5400.0,1000.0,341875.0,359.0,,-1.0,19200.0,15.0,7000.0,5020603.0,8.0,138000.0,4300.0,131720.0,64.0,59976.0,3400.0,6735.0,400.0,400.0,146267.0,20603.0,60200.0,164800.0,205.0,-1.0,-1.0,219.0,-1.0,6192.0,-1.0,690.0,7500.0,14000.0,302.0,1008000.0,1047.0,5730.0,,350.0,43290.0,8.0,121.0,766715.0,1.0,74000.0,1606.0,216.0,105.0,93014.0,19994.0,156.0,25962.0,223078.0,-1.0
1995,,7182.0,35600.0,110.0,400.0,27662.0,1942.0,95570.0,33000.0,14000.0,54.0,70782.0,14950.0,2761.0,195648.0,,-1.0,6000.0,7707.0,150000.0,35000.0,14000.0,12000.0,30673.0,50000.0,1818.0,2300.0,,84000.0,12000.0,790500.0,45500.0,8002.0,6957.0,1589978.0,50101.0,35050.0,20900.0,11148.0,,250551.0,400.0,21000.0,101500.0,,29054.0,316352.0,-1.0,612000.0,1094.0,4612.0,123311.0,13633.0,1000.0,,44139.0,15000.0,100500.0,5470000.0,160.0,100.0,1600.0,16560.0,-1.0,3011.0,2900.0,244300.0,2344.0,25.0,10438.0,6669.0,4264.0,642800.0,7263.0,11297.0,32000.0,12000.0,3809.0,,-1.0,4993.0,660.0,325116.0,530.0,,-1.0,18000.0,15.0,6500.0,5492178.0,9.0,147000.0,4200.0,101335.0,60.0,68000.0,3450.0,7200.0,300.0,100.0,149555.0,22178.0,65218.0,169200.0,200.0,-1.0,-1.0,214.0,-1.0,7500.0,-1.0,955.0,8000.0,18000.0,639.0,1080000.0,1063.0,5704.0,,340.0,53468.0,8.0,150.0,918491.0,1.0,85500.0,1955.0,221.0,110.0,101485.0,20483.0,161.0,26041.0,262866.0,-1.0
1996,,7265.0,35676.0,130.0,500.0,30398.0,2127.0,120813.0,37000.0,12500.0,127.0,71000.0,3820.0,1141.0,186575.0,,-1.0,7000.0,8922.0,190000.0,34000.0,12000.0,15000.0,33710.0,52782.0,2319.0,2300.0,,90000.0,15000.0,867700.0,47000.0,9517.0,7373.0,1043792.0,26000.0,36550.0,17200.0,12660.0,,322545.0,500.0,23000.0,106400.0,,29200.0,332408.0,-1.0,633000.0,1065.0,7589.0,131484.0,14886.0,1000.0,,45910.0,20000.0,265000.0,6500000.0,180.0,94.0,1700.0,31947.0,-1.0,3312.0,3200.0,252600.0,1500.0,25.0,13566.0,5875.0,4128.0,754800.0,6839.0,11771.0,31000.0,12800.0,3907.0,,-1.0,4999.0,654.0,346500.0,744.0,,-1.0,20508.0,16.0,6000.0,6525360.0,45.0,157000.0,4300.0,200260.0,63.0,45000.0,3500.0,7800.0,250.0,100.0,145141.0,25360.0,71584.0,166300.0,194.0,-1.0,-1.0,503.0,-1.0,5900.0,-1.0,1105.0,8400.0,24700.0,600.0,1150000.0,1078.0,5730.0,,375.0,61381.0,8.0,168.0,982447.0,2.0,72100.0,2103.0,232.0,120.0,73611.0,20977.0,182.0,25999.0,214055.0,12659.0
1997,,7346.0,39949.0,130.0,570.0,32221.0,2330.0,99985.0,42000.0,13500.0,186.0,72000.0,2293.0,1224.0,167375.0,,-1.0,8800.0,9356.0,186000.0,37000.0,9575.0,17000.0,36026.0,53340.0,2313.0,2400.0,,99332.0,16000.0,893275.0,48000.0,6997.0,4798.0,801832.0,12800.0,42000.0,19238.0,12134.0,,362712.0,570.0,23000.0,91900.0,,28200.0,322341.0,-1.0,745000.0,800.0,6492.0,141106.0,12393.0,1000.0,,43939.0,22000.0,234900.0,7000000.0,218.0,90.0,1600.0,32348.0,-1.0,3805.0,3500.0,251200.0,1800.0,30.0,14913.0,5757.0,3651.0,678600.0,5704.0,11523.0,30000.0,13000.0,3919.0,,-1.0,4989.0,617.0,357187.0,955.0,,-1.0,23900.0,16.0,5700.0,7033114.0,16.0,209000.0,4500.0,201100.0,64.0,60000.0,3500.0,9100.0,239.0,140.0,190702.0,33114.0,79350.0,168600.0,188.0,-1.0,-1.0,289.0,-1.0,6900.0,-1.0,987.0,10500.0,34900.0,902.0,1130000.0,1093.0,5730.0,,375.0,62009.0,8.0,167.0,1445723.0,2.0,85800.0,4189.0,240.0,130.0,72231.0,21300.0,220.0,25243.0,179509.0,19544.0
1998,,7208.0,38400.0,136.0,642.0,30518.0,2553.0,110676.0,29234.0,14500.0,109.0,73000.0,1768.0,1346.0,191376.0,,6000.0,7000.0,9730.0,189000.0,42000.0,9409.0,20025.0,34818.0,54000.0,3179.0,2800.0,,126505.0,14000.0,890070.0,49000.0,8320.0,16756.0,848524.0,16400.0,43500.0,23903.0,13600.0,,410784.0,642.0,23000.0,103100.0,,26609.0,288102.0,-1.0,709000.0,600.0,5578.0,152326.0,11680.0,7500.0,,40000.0,27000.0,299600.0,7250000.0,164.0,95.0,1800.0,38527.0,-1.0,4300.0,3700.0,250000.0,10000.0,40.0,15261.0,4585.0,5700.0,660250.0,4698.0,10345.0,31500.0,13500.0,4000.0,,2000.0,4500.0,781.0,359830.0,716.0,,-1.0,20070.0,17.0,6000.0,7283127.0,26.0,200000.0,5000.0,203950.0,66.0,71438.0,1824.0,10500.0,220.0,140.0,156967.0,33127.0,95490.0,160000.0,170.0,-1.0,-1.0,395.0,-1.0,7100.0,-1.0,1076.0,9000.0,36800.0,900.0,1400000.0,1109.0,5730.0,,400.0,86577.0,9.0,158.0,1849559.0,2.0,106100.0,4713.0,180.0,140.0,62470.0,22062.0,166.0,28442.0,232775.0,17709.0
1999,,7242.0,33379.0,161.0,700.0,41262.0,2797.0,116468.0,40389.0,14000.0,238.0,74000.0,1848.0,1351.0,212300.0,,11113.0,6400.0,10463.0,185000.0,31000.0,10877.0,10673.0,46262.0,55000.0,5113.0,3088.0,,125700.0,17602.0,924100.0,49401.0,8546.0,9884.0,1007726.0,17500.0,44880.0,22753.0,14407.0,,388095.0,700.0,25000.0,102300.0,,26246.0,436647.0,-1.0,715000.0,498.0,6555.0,171215.0,20954.0,2000.0,,43587.0,32000.0,270000.0,7800000.0,200.0,100.0,1900.0,8142.0,-1.0,5000.0,6133.0,285000.0,18600.0,25.0,27844.0,4619.0,3537.0,705880.0,4374.0,9566.0,24000.0,14000.0,4800.0,,4000.0,4800.0,698.0,341623.0,1174.0,,-1.0,54562.0,17.0,6500.0,7841175.0,53.0,131000.0,5500.0,180830.0,68.0,72000.0,1200.0,12500.0,180.0,120.0,155553.0,41175.0,102300.0,165100.0,117.0,-1.0,-1.0,390.0,-1.0,10200.0,-1.0,795.0,6800.0,36900.0,900.0,1462000.0,1124.0,5800.0,,410.0,87222.0,9.0,175.0,1797197.0,2.0,108500.0,5134.0,400.0,150.0,60030.0,22726.0,202.0,36813.0,196320.0,14824.0
2000,,7256.0,42999.0,218.0,712.0,43530.0,3064.0,116597.0,35400.0,14000.0,163.0,75000.0,2155.0,4878.0,174800.0,,6500.0,6900.0,10862.0,190000.0,33000.0,8266.0,17201.0,48530.0,55340.0,5824.0,3676.0,,120241.0,15856.0,946762.0,50000.0,7877.0,5517.0,727747.0,12100.0,48450.0,22204.0,,,428066.0,712.0,25000.0,103700.0,,20230.0,391298.0,,716045.0,1681.0,17755.0,134202.0,14560.0,1500.0,,37498.0,40000.0,253448.0,9400000.0,220.0,90.0,1800.0,8109.0,-1.0,5000.0,6133.0,285000.0,21600.0,32.0,45845.0,8276.0,4382.0,912990.0,3000.0,9862.0,18000.0,14500.0,4900.0,17770.0,5000.0,4100.0,1096.0,364963.0,1200.0,-1.0,-1.0,33293.0,17.0,16500.0,9436452.0,131.0,130818.0,6000.0,180170.0,70.0,55000.0,1096.0,16000.0,300.0,370.0,174773.0,36452.0,95000.0,171400.0,312.0,-1.0,10.0,448.0,-1.0,10800.0,-1.0,905.0,7700.0,30000.0,930.0,1480000.0,1137.0,5800.0,,425.0,77724.0,9.0,220.0,1734630.0,2.0,108900.0,5494.0,400.0,158.0,55860.0,23418.0,222.0,30778.0,182048.0,12098.0
2001,,7140.0,45261.0,262.0,725.0,41753.0,2606.0,117000.0,36000.0,16000.0,371.0,76000.0,3001.0,3182.0,184815.0,,10041.0,5900.0,11975.0,214000.0,26000.0,13346.0,17000.0,46753.0,57000.0,4617.0,3800.0,,122000.0,45685.0,979151.0,50500.0,8418.0,6465.0,580464.0,22313.0,54020.0,21250.0,,,386687.0,725.0,25000.0,98400.0,,21500.0,411750.0,,717323.0,1869.0,4344.0,134839.0,24631.0,1000.0,,41661.0,55000.0,250428.0,9850000.0,213.0,104.0,1700.0,10599.0,-1.0,5000.0,6138.0,295000.0,22077.0,30.0,59341.0,7889.0,4141.0,857330.0,3122.0,9797.0,20936.0,15000.0,5000.0,16200.0,6528.0,5325.0,1063.0,379700.0,646.0,-1.0,-1.0,29309.0,18.0,17000.0,9883584.0,422.0,132474.0,6500.0,177350.0,75.0,60000.0,1260.0,19000.0,400.0,400.0,159512.0,33584.0,108000.0,159400.0,44.0,-1.0,30.0,487.0,-1.0,11200.0,-1.0,1031.0,8000.0,24315.0,950.0,1560000.0,1153.0,5800.0,,450.0,62232.0,10.0,241.0,1870890.0,1.0,119800.0,6763.0,436.0,158.0,49040.0,24000.0,215.0,38638.0,143740.0,13206.0
2002,,7158.0,40496.0,112.0,732.0,43083.0,2626.0,108050.0,32447.0,15000.0,538.0,113074.0,3152.0,283.0,197442.0,,46454.0,4270.0,12593.0,242000.0,27000.0,9405.0,19096.0,48083.0,56592.0,6778.0,3800.0,,123000.0,53218.0,1056184.0,51321.0,6646.0,5904.0,635089.0,22072.0,40247.0,33160.0,,,476670.0,732.0,27000.0,95500.0,,27770.0,381156.0,,720000.0,1923.0,5263.0,116916.0,28729.0,1000.0,,38000.0,51723.0,248718.0,10500000.0,204.0,118.0,1850.0,11983.0,-1.0,5000.0,7000.0,310000.0,24206.0,30.0,61427.0,8185.0,4189.0,868260.0,3800.0,16791.0,15000.0,16008.0,5500.0,16200.0,7082.0,5149.0,1070.0,326850.0,352.0,-1.0,-1.0,32745.0,18.0,18000.0,10534871.0,688.0,161530.0,7000.0,156240.0,80.0,62000.0,3758.0,13138.0,500.0,300.0,167668.0,34871.0,110910.0,161000.0,40.0,-1.0,50.0,656.0,-1.0,12900.0,-1.0,826.0,7000.0,31676.0,1108.0,1750000.0,1168.0,5000.0,,475.0,69376.0,9.0,240.0,1784540.0,1.0,130600.0,5892.0,457.0,245.0,46350.0,25016.0,205.0,45846.0,166619.0,12578.0
2003,,7197.0,49000.0,17.0,737.0,40810.0,2645.0,111413.0,30155.0,15500.0,426.0,66908.0,5599.0,2176.0,249125.0,,12506.0,3600.0,12998.0,247000.0,44000.0,9771.0,21311.0,45810.0,59000.0,4862.0,11818.0,,125000.0,44530.0,1056181.0,51612.0,9226.0,6523.0,1066722.0,20228.0,37156.0,28054.0,,,496523.0,737.0,27000.0,95000.0,,27457.0,350174.0,,717497.0,3420.0,5448.0,109622.0,36307.0,900.0,,36230.0,58369.0,272882.0,11500000.0,202.0,132.0,1800.0,7232.0,-1.0,5000.0,7942.0,315000.0,26816.0,35.0,68000.0,9469.0,4292.0,932630.0,2800.0,16895.0,18000.0,16903.0,6433.0,16200.0,10868.0,5275.0,1135.0,360621.0,256.0,-1.0,-1.0,25222.0,18.0,28000.0,11528723.0,690.0,158366.0,7700.0,193660.0,90.0,62500.0,4545.0,14410.0,600.0,350.0,208232.0,28723.0,113390.0,151500.0,35.0,-1.0,70.0,680.0,-1.0,13000.0,-1.0,1056.0,10000.0,28371.0,1904.0,1790000.0,1183.0,3500.0,,448.0,74452.0,9.0,260.0,1853610.0,1.0,131800.0,7477.0,500.0,245.0,58690.0,27000.0,203.0,31363.0,213876.0,12627.0
2004,,7227.0,50144.0,112.0,739.0,56319.0,2665.0,105000.0,26969.0,16800.0,316.0,108295.0,5214.0,2005.0,237240.0,,13000.0,7000.0,19143.0,255000.0,45600.0,9397.0,23094.0,61547.0,57485.0,6140.0,10814.0,,125546.0,47555.0,1077025.0,51951.0,7416.0,6811.0,1100514.0,20485.0,36777.0,39102.0,,,467433.0,739.0,27000.0,108062.0,,25314.0,410281.0,,718655.0,3838.0,6000.0,126133.0,29196.0,1000.0,,27383.0,73543.0,269398.0,12000000.0,210.0,142.0,1597.0,5886.0,-1.0,5228.0,8657.0,318000.0,17010.0,42.0,91722.0,9861.0,4317.0,978890.0,4443.0,17493.0,20000.0,17805.0,6500.0,17000.0,11966.0,7900.0,1204.0,362430.0,295.0,-1.0,-1.0,33563.0,19.0,37000.0,12031031.0,790.0,159741.0,8200.0,182340.0,95.0,63000.0,6010.0,12354.0,765.0,360.0,265307.0,31031.0,129100.0,153400.0,104.0,162.0,90.0,725.0,28000.0,13600.0,-1.0,1340.0,11960.0,48178.0,872.0,1700000.0,1198.0,2941.0,,445.0,91407.0,9.0,280.0,1431258.0,1.0,128200.0,7000.0,600.0,152.0,53230.0,25961.0,211.0,24614.0,124907.0,15563.0
