,Paraguay,Bolivia (Plurinational State of),Peru,Yemen,Cameroon,United Kingdom,Israel,Malta,Dominican Republic,South Sudan,Brazil,Belgium,Nepal,Ethiopia,Denmark,Canada,Greece,Iraq,Syrian Arab Republic,Cyprus,Netherlands,Japan,Eritrea,Guyana,Bulgaria,Australia & New Zealand,Iran (Islamic Republic of),Guatemala,Sudan,Algeria,Slovenia,Morocco,Kyrgyzstan,Ukraine,Argentina,Luxembourg,Germany,Austria,Czechoslovakia,Ethiopia PDR,Lebanon,Mexico,Switzerland,Slovakia,Azerbaijan,Spain,Egypt,Sudan (former),China,Tunisia,Uzbekistan,Colombia,Libya,Albania,Portugal,Uruguay,Jamaica,Czechia,Occupied Palestinian Territory,Ecuador,Hungary,Sierra Leone,Australia,France,Jordan,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,Italy,Belgium-Luxembourg
1971,4100.0,5000.0,20113.0,-1.0,-1.0,-1.0,100.0,-1.0,5560.0,-1,100762.0,-1.0,-1.0,-1.0,38000.0,-1.0,16672.0,18495.0,10102.0,3048.0,0.0,7300.0,-1.0,-1.0,20.0,110.0,-1,7098.0,-1.0,25304.0,-1.0,242600.0,-1,-1.0,2800.0,-1.0,94349.0,1621.0,8712.0,310000.0,547.0,39835.0,900.0,-1.0,-1.0,122500.0,257000.0,18000.0,2600000.0,22000.0,-1.0,-1.0,2971.0,-1.0,36562.0,510.0,127.0,-1.0,-1.0,14862.0,-1.0,400.0,110.0,39060.0,-1.0,-1.0,-1.0,2600000.0,-1.0,42000.0,348900.0,3629.0
1972,7700.0,5000.0,20838.0,-1.0,-1.0,81000.0,140.0,-1.0,5780.0,-1,120429.0,-1.0,-1.0,-1.0,17104.0,-1.0,14454.0,14935.0,12994.0,2540.0,-1.0,4900.0,-1.0,-1.0,63.0,115.0,-1,7319.0,-1.0,17757.0,-1.0,267170.0,-1,-1.0,2600.0,-1.0,74917.0,1308.0,9095.0,320000.0,537.0,39585.0,1300.0,-1.0,-1.0,117300.0,362000.0,38000.0,2400000.0,34900.0,-1.0,-1.0,3467.0,-1.0,33260.0,510.0,218.0,-1.0,-1.0,9479.0,-1.0,400.0,115.0,21170.0,121.0,-1.0,-1.0,2400000.0,-1.0,47000.0,334300.0,3232.0
1973,6600.0,5000.0,22182.0,-1.0,-1.0,81000.0,100.0,-1.0,5940.0,-1,85917.0,-1.0,-1.0,-1.0,4128.0,-1.0,13781.0,17996.0,7117.0,1829.0,-1.0,3500.0,-1.0,-1.0,100.0,150.0,-1,7544.0,-1.0,18186.0,-1.0,188700.0,-1,-1.0,2800.0,-1.0,79725.0,901.0,8766.0,330000.0,667.0,37900.0,2500.0,-1.0,-1.0,98000.0,273000.0,17000.0,2500000.0,37000.0,-1.0,-1.0,5200.0,-1.0,27600.0,520.0,108.0,-1.0,-1.0,12352.0,-1.0,500.0,150.0,31180.0,72.0,-1.0,-1.0,2500000.0,-1.0,46000.0,261400.0,0.0
1974,7951.0,7000.0,22739.0,-1.0,-1.0,54000.0,50.0,-1.0,6000.0,-1,81580.0,-1.0,-1.0,-1.0,2671.0,-1.0,13830.0,17317.0,7259.0,2286.0,-1.0,2800.0,-1.0,-1.0,83.0,120.0,-1,7779.0,-1.0,22778.0,-1.0,345490.0,-1,-1.0,2700.0,-1.0,74991.0,1058.0,29801.0,294800.0,628.0,23419.0,5000.0,-1.0,-1.0,129100.0,235000.0,21000.0,2400000.0,30000.0,-1.0,-1.0,5438.0,-1.0,30800.0,520.0,127.0,-1.0,-1.0,11652.0,-1.0,500.0,120.0,45430.0,684.0,-1.0,-1.0,2400000.0,-1.0,54000.0,264300.0,-1.0
1975,8385.0,8000.0,20798.0,-1.0,-1.0,116000.0,50.0,-1.0,6000.0,-1,74950.0,-1.0,-1.0,-1.0,594.0,-1.0,13577.0,17880.0,9336.0,1524.0,-1.0,2475.0,-1.0,-1.0,58.0,4035.0,-1,8018.0,-1.0,34231.0,-1.0,212680.0,-1,-1.0,2470.0,-1.0,64853.0,1100.0,76552.0,282060.0,350.0,37793.0,3600.0,-1.0,-1.0,116400.0,234000.0,29000.0,2400000.0,49000.0,-1.0,-1.0,5948.0,-1.0,28800.0,530.0,114.0,-1.0,-1.0,15627.0,-1.0,500.0,4035.0,57570.0,184.0,-1.0,-1.0,2400000.0,-1.0,50000.0,248500.0,1131.0
1976,8801.0,8880.0,20597.0,-1.0,-1.0,26000.0,50.0,-1.0,6000.0,-1,61919.0,-1.0,-1.0,-1.0,308.0,-1.0,12342.0,16312.0,13690.0,1778.0,-1.0,2225.0,-1.0,-1.0,49.0,5530.0,-1,8266.0,-1.0,34426.0,-1.0,230210.0,-1,-1.0,3300.0,-1.0,38636.0,1115.0,24874.0,239830.0,100.0,44073.0,1300.0,-1.0,-1.0,107800.0,255000.0,36000.0,2500000.0,56000.0,-1.0,-1.0,6660.0,-1.0,31003.0,530.0,136.0,-1.0,-1.0,12907.0,-1.0,550.0,5530.0,42205.0,183.0,-1.0,-1.0,2500000.0,-1.0,47500.0,222400.0,737.0
1977,14727.0,10920.0,20859.0,-1.0,-1.0,33000.0,50.0,-1.0,6700.0,-1,62056.0,-1.0,-1.0,-1.0,280.0,-1.0,10684.0,15581.0,12621.0,1422.0,-1.0,2375.0,-1.0,-1.0,63.0,3074.0,-1,8524.0,-1.0,28713.0,-1.0,93650.0,-1,-1.0,3600.0,-1.0,36413.0,1100.0,94181.0,339770.0,350.0,31860.0,800.0,-1.0,-1.0,89500.0,269725.0,22000.0,2400000.0,26000.0,-1.0,-1.0,5556.0,-1.0,17960.0,540.0,183.0,-1.0,-1.0,8000.0,-1.0,550.0,3074.0,44479.0,421.0,-1.0,-1.0,2400000.0,-1.0,50000.0,192100.0,1138.0
1978,13625.0,9490.0,20249.0,-1.0,-1.0,59000.0,50.0,-1.0,6900.0,-1,63862.0,-1.0,-1.0,-1.0,188.0,-1.0,11484.0,15477.0,12931.0,2032.0,-1.0,1975.0,-1.0,-1.0,74.0,6000.0,-1,8640.0,-1.0,29957.0,-1.0,161420.0,-1,-1.0,3000.0,-1.0,34901.0,3000.0,103238.0,281700.0,400.0,46930.0,800.0,-1.0,-1.0,108600.0,232440.0,35000.0,2600000.0,40000.0,-1.0,-1.0,5957.0,-1.0,23295.0,550.0,234.0,-1.0,-1.0,3433.0,-1.0,600.0,6000.0,59600.0,186.0,-1.0,-1.0,2600000.0,-1.0,53500.0,231800.0,1222.0
1979,13015.0,7100.0,20628.0,-1.0,-1.0,99000.0,20.0,-1.0,7100.0,-1,54026.0,-1.0,-1.0,-1.0,-1.0,-1.0,11034.0,9200.0,13543.0,1829.0,-1.0,1750.0,-1.0,-1.0,88.0,6000.0,-1,8786.0,-1.0,27389.0,-1.0,147538.0,-1,-1.0,3700.0,-1.0,31419.0,4800.0,71848.0,407440.0,500.0,69369.0,500.0,-1.0,-1.0,88400.0,236810.0,37000.0,2700000.0,50000.0,-1.0,-1.0,6500.0,-1.0,21300.0,550.0,223.0,-1.0,-1.0,4056.0,-1.0,600.0,6000.0,63000.0,55.0,-1.0,-1.0,2700000.0,-1.0,52000.0,201100.0,1701.0
1980,12900.0,7400.0,22217.0,-1.0,-1.0,69000.0,24.0,-1.0,7700.0,-1,36698.0,-1.0,-1.0,-1.0,-1.0,-1.0,10836.0,12600.0,13485.0,2235.0,-1.0,1390.0,-1.0,-1.0,-1.0,8500.0,-1,8931.0,-1.0,28273.0,-1.0,104450.0,-1,-1.0,3300.0,-1.0,25302.0,7100.0,70613.0,488447.0,500.0,82639.0,900.0,-1.0,-1.0,99100.0,212672.0,37000.0,2700000.0,51000.0,-1.0,-1.0,7000.0,-1.0,23392.0,550.0,167.0,-1.0,-1.0,4566.0,-1.0,600.0,8500.0,65350.0,131.0,-1.0,-1.0,2700000.0,-1.0,52000.0,214200.0,922.0
1981,7400.0,10800.0,24375.0,-1.0,-1.0,81000.0,30.0,-1.0,9000.0,-1,30859.0,-1.0,-1.0,-1.0,-1.0,-1.0,9817.0,13200.0,13500.0,1829.0,-1.0,1550.0,-1.0,-1.0,-1.0,9000.0,-1,9208.0,-1.0,26527.0,-1.0,38790.0,-1,-1.0,5700.0,-1.0,27100.0,9000.0,50926.0,469334.0,350.0,18083.0,600.0,-1.0,-1.0,47500.0,207855.0,38000.0,2500000.0,40900.0,-1.0,-1.0,7350.0,-1.0,18817.0,580.0,180.0,-1.0,-1.0,5153.0,-1.0,600.0,9000.0,83000.0,92.0,-1.0,-1.0,2500000.0,-1.0,55000.0,200900.0,827.0
1982,7900.0,9000.0,26653.0,-1.0,-1.0,23000.0,80.0,-1.0,10000.0,-1,42186.0,-1.0,-1.0,-1.0,-1.0,12000.0,10196.0,11200.0,14186.0,1524.0,2418.0,1410.0,-1.0,-1.0,-1.0,10200.0,-1,9471.0,-1.0,19534.0,-1.0,99000.0,-1,-1.0,9600.0,-1.0,36535.0,11500.0,41177.0,469937.0,270.0,55789.0,936.0,-1.0,-1.0,54400.0,259629.0,33000.0,2600000.0,34000.0,-1.0,-1.0,7600.0,-1.0,20248.0,580.0,167.0,-1.0,-1.0,5228.0,-1.0,650.0,10200.0,109000.0,98.0,-1.0,-1.0,2600000.0,-1.0,65000.0,178200.0,962.0
1983,8500.0,3000.0,22642.0,-1.0,-1.0,23000.0,80.0,-1.0,11747.0,-1,22117.0,-1.0,-1.0,-1.0,-1.0,14700.0,8116.0,6700.0,12758.0,1300.0,3930.0,1320.0,-1.0,-1.0,-1.0,6000.0,-1,9880.0,-1.0,21108.0,-1.0,142240.0,-1,-1.0,9200.0,-1.0,30708.0,14000.0,30690.0,600860.0,300.0,35795.0,1719.0,-1.0,-1.0,41200.0,295000.0,26055.0,2300000.0,22000.0,-1.0,-1.0,8000.0,-1.0,18073.0,600.0,203.0,-1.0,-1.0,4714.0,-1.0,650.0,6000.0,173000.0,1396.0,-1.0,-1.0,2300000.0,-1.0,77000.0,165600.0,543.0
1984,9200.0,9300.0,22500.0,-1.0,-1.0,20000.0,20.0,-1.0,12165.0,-1,44070.0,-1.0,-1.0,-1.0,-1.0,13600.0,8512.0,7800.0,12100.0,1650.0,9377.0,1210.0,-1.0,-1.0,-1.0,10300.0,-1,10170.0,-1.0,26146.0,-1.0,122000.0,-1,-1.0,7140.0,-1.0,43209.0,16500.0,29591.0,388651.0,450.0,62477.0,1053.0,-1.0,-1.0,64037.0,271000.0,74461.0,2425000.0,36000.0,-1.0,-1.0,8000.0,-1.0,19419.0,600.0,257.0,-1.0,-1.0,5007.0,-1.0,600.0,10300.0,232000.0,233.0,-1.0,-1.0,2425000.0,-1.0,76000.0,198400.0,600.0
1985,10153.0,10000.0,22269.0,-1.0,-1.0,55000.0,20.0,-1.0,12356.0,-1,35572.0,-1.0,-1.0,-1.0,-1.0,12600.0,8833.0,4800.0,7838.0,2250.0,10448.0,980.0,-1.0,-1.0,-1.0,28700.0,-1,10000.0,-1.0,31589.0,-1.0,194460.0,-1,-1.0,7800.0,-1.0,71948.0,19000.0,28240.0,265913.0,590.0,93642.0,719.0,-1.0,-1.0,60658.0,302000.0,55000.0,2200000.0,42500.0,-1.0,-1.0,8100.0,-1.0,18700.0,600.0,279.0,-1.0,-1.0,3195.0,-1.0,680.0,28700.0,140000.0,505.0,-1.0,-1.0,2200000.0,-1.0,73000.0,174000.0,727.0
1986,7396.0,10000.0,23593.0,-1.0,-1.0,102000.0,20.0,-1.0,12685.0,-1,42143.0,-1.0,-1.0,-1.0,-1.0,16600.0,7400.0,9500.0,14352.0,2300.0,29984.0,920.0,-1.0,-1.0,-1.0,62900.0,-1,10000.0,-1.0,41027.0,-1.0,214620.0,-1,-1.0,8700.0,-1.0,123115.0,21034.0,20541.0,233325.0,600.0,15061.0,408.0,-1.0,-1.0,55700.0,282000.0,50000.0,2200000.0,29000.0,-1.0,-1.0,8600.0,-1.0,18220.0,600.0,212.0,-1.0,-1.0,3810.0,-1.0,690.0,62900.0,140000.0,165.0,-1.0,-1.0,2200000.0,-1.0,80000.0,162800.0,1166.0
1987,7728.0,11000.0,22392.0,-1.0,-1.0,132000.0,20.0,-1.0,13738.0,-1,27954.0,-1.0,-1.0,-1.0,-1.0,25200.0,6371.0,9200.0,16390.0,1600.0,48091.0,840.0,-1.0,-1.0,-1.0,72870.0,-1,11012.0,-1.0,32980.0,-1.0,127260.0,-1,-1.0,10000.0,-1.0,199980.0,31298.0,29692.0,295679.0,750.0,14930.0,499.0,-1.0,-1.0,61960.0,323000.0,50000.0,2200000.0,35000.0,-1.0,-1.0,8800.0,-1.0,18645.0,610.0,208.0,-1.0,-1.0,3566.0,-1.0,700.0,72870.0,145000.0,37.0,-1.0,-1.0,2200000.0,-1.0,80000.0,156400.0,2677.0
1988,8123.0,12000.0,22659.0,5011.0,100.0,74000.0,20.0,-1.0,13942.0,-1,38253.0,-1.0,-1.0,-1.0,-1.0,17600.0,6299.0,5500.0,21219.0,1000.0,57000.0,800.0,-1.0,-1.0,-1.0,64090.0,-1,11307.0,-1.0,15500.0,-1.0,231980.0,-1,-1.0,10000.0,-1.0,228170.0,34000.0,21666.0,250072.0,900.0,17904.0,399.0,-1.0,-1.0,53800.0,362000.0,43000.0,2600000.0,14330.0,-1.0,-1.0,7500.0,-1.0,17422.0,560.0,176.0,-1.0,-1.0,4018.0,-1.0,720.0,64090.0,159000.0,17.0,-1.0,-1.0,2600000.0,-1.0,78000.0,138900.0,2577.0
1989,7311.0,15000.0,20117.0,10312.0,100.0,192000.0,20.0,-1.0,14271.0,-1,35947.0,-1.0,-1.0,-1.0,-1.0,15600.0,6411.0,4500.0,12000.0,500.0,39000.0,730.0,-1.0,-1.0,-1.0,73586.0,-1,11615.0,-1.0,23157.0,-1.0,166190.0,-1,-1.0,10000.0,-1.0,184360.0,29800.0,27336.0,257911.0,1000.0,19180.0,400.0,-1.0,-1.0,49900.0,460000.0,46000.0,2100000.0,23330.0,-1.0,-1.0,8000.0,-1.0,18923.0,600.0,170.0,-1.0,-1.0,9394.0,-1.0,750.0,73586.0,119462.0,35.0,-1.0,-1.0,2100000.0,-1.0,75000.0,122600.0,1719.0
1990,5878.0,16000.0,13111.0,8122.0,-1.0,81000.0,8600.0,370.0,14342.0,-1,21680.0,-1.0,-1.0,-1.0,0.0,4600.0,4700.0,7600.0,10200.0,700.0,15100.0,610.0,-1.0,-1.0,30.0,60217.0,-1,11927.0,-1.0,16225.0,-1.0,134080.0,-1,-1.0,10000.0,-1.0,132700.0,30000.0,32015.0,279470.0,1200.0,17437.0,782.0,-1.0,-1.0,39200.0,451000.0,38000.0,2550000.0,23360.0,-1.0,-1.0,9000.0,-1.0,15432.0,426.0,232.0,-1.0,-1.0,3469.0,1300.0,780.0,60217.0,88056.0,50.0,-1.0,-1.0,2550000.0,-1.0,75000.0,114600.0,2901.0
1991,4726.0,14000.0,28089.0,4687.0,-1.0,107000.0,8500.0,485.0,15335.0,-1,29649.0,-1.0,-1.0,-1.0,-1.0,18800.0,6220.0,16230.0,8644.0,500.0,9600.0,540.0,-1.0,-1.0,36.0,64400.0,-1,12176.0,-1.0,32570.0,-1.0,203830.0,-1,-1.0,10000.0,-1.0,86667.0,26000.0,40963.0,372754.0,1561.0,25773.0,400.0,-1.0,-1.0,35700.0,466000.0,45000.0,1250000.0,44270.0,-1.0,-1.0,9500.0,-1.0,14000.0,580.0,232.0,-1.0,-1.0,3935.0,1410.0,800.0,64400.0,63245.0,100.0,-1.0,-1.0,1250000.0,-1.0,70000.0,161400.0,2915.0
1992,5050.0,13000.0,15597.0,9048.0,-1.0,143000.0,8554.0,512.0,15376.0,-1,22413.0,-1.0,-1.0,-1.0,-1.0,11200.0,5941.0,18000.0,10384.0,850.0,8400.0,390.0,-1.0,-1.0,50.0,99000.0,-1,12461.0,-1.0,31151.0,-1.0,67520.0,-1,-1.0,10500.0,-1.0,55796.0,30900.0,22897.0,326442.0,1853.0,22041.0,583.0,-1.0,4300.0,32800.0,382000.0,35000.0,1000000.0,40000.0,6300.0,-1.0,9800.0,-1.0,14000.0,600.0,284.0,-1.0,-1.0,7090.0,1220.0,800.0,99000.0,49392.0,200.0,-1.0,-1.0,1000000.0,3000.0,68000.0,140830.0,2832.0
1993,7997.0,14000.0,24702.0,9183.0,-1.0,132000.0,8500.0,538.0,15561.0,-1,9776.0,-1.0,-1.0,312405.0,-1.0,5200.0,5480.0,19000.0,12100.0,750.0,7000.0,340.0,610.0,-1.0,30.0,135000.0,-1,12339.0,-1.0,20301.0,-1.0,16040.0,-1,-1.0,11000.0,-1.0,83000.0,28993.0,-1.0,-1.0,1900.0,7805.0,1029.0,16400.0,4000.0,17155.0,438000.0,38000.0,1750000.0,42500.0,6400.0,-1.0,10000.0,-1.0,16100.0,650.0,241.0,12043.0,-1.0,7546.0,770.0,760.0,135000.0,51300.0,300.0,-1.0,-1.0,1750000.0,2000.0,65000.0,111184.0,7084.0
1994,7795.0,12000.0,25920.0,8056.0,-1.0,138000.0,8400.0,535.0,17569.0,-1,15601.0,-1.0,5821.0,260095.0,-1.0,6800.0,5330.0,18500.0,14500.0,500.0,3300.0,280.0,2020.0,-1.0,32.0,50000.0,-1,12954.0,-1.0,19145.0,-1.0,111110.0,-1,-1.0,11000.0,-1.0,91000.0,26597.0,-1.0,-1.0,1950.0,7510.0,912.0,19000.0,5500.0,16900.0,357000.0,55000.0,2000000.0,16400.0,6100.0,-1.0,10500.0,-1.0,17000.0,665.0,238.0,5440.0,-1.0,9358.0,810.0,800.0,50000.0,39607.0,300.0,-1.0,-1.0,2000000.0,2000.0,52000.0,100732.0,6835.0
1995,6222.0,10000.0,27947.0,8139.0,-1.0,155000.0,6300.0,592.0,17639.0,-1,18921.0,-1.0,5954.0,375002.0,-1.0,5800.0,5000.0,18300.0,15858.0,700.0,2300.0,240.0,3000.0,-1.0,30.0,127600.0,-1,13000.0,-1.0,21454.0,-1.0,35910.0,-1,-1.0,11300.0,-1.0,86190.0,17014.0,-1.0,-1.0,2200.0,16850.0,700.0,17063.0,4600.0,10200.0,392300.0,89000.0,1790000.0,26400.0,6800.0,-1.0,11040.0,100.0,14000.0,682.0,232.0,5000.0,-1.0,8470.0,1190.0,859.0,127600.0,36420.0,700.0,-1.0,-1.0,1790000.0,3000.0,49000.0,98730.0,2494.0
1996,6251.0,10094.0,31178.0,8148.0,-1.0,100000.0,9700.0,620.0,15875.0,-1,21739.0,-1.0,5610.0,361051.0,-1.0,5520.0,5600.0,18200.0,14845.0,650.0,3300.0,230.0,4000.0,-1.0,30.0,170800.0,-1,13500.0,-1.0,36959.0,-1.0,143530.0,-1,-1.0,11400.0,-1.0,78300.0,9605.0,-1.0,-1.0,2409.0,8563.0,0.0,2300.0,2800.0,11200.0,442394.0,83000.0,1750000.0,37300.0,7400.0,-1.0,10000.0,300.0,16000.0,700.0,246.0,5500.0,2272.0,9425.0,503.0,876.0,170800.0,37655.0,300.0,-1.0,-1.0,1750000.0,4000.0,46300.0,79239.0,2285.0
1997,6373.0,12475.0,33241.0,8105.0,-1.0,116000.0,8400.0,720.0,11446.0,-1,19819.0,-1.0,6159.0,360895.0,-1.0,4300.0,5800.0,18000.0,12149.0,450.0,6000.0,200.0,2000.0,-1.0,30.0,162700.0,-1,13500.0,-1.0,9067.0,-1.0,92990.0,-1,-1.0,12300.0,-1.0,92000.0,6282.0,-1.0,-1.0,2729.0,5962.0,-1.0,2300.0,3000.0,12100.0,476252.0,84000.0,1520000.0,24000.0,6200.0,15176.0,9000.0,200.0,14487.0,702.0,202.0,6000.0,418.0,5815.0,460.0,875.0,162700.0,39130.0,200.0,-1.0,-1.0,1520000.0,4000.0,46000.0,70035.0,2604.0
