,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Croatia,Burkina Faso,Israel,Malta,Philippines,South Sudan,Brazil,Lao People's Democratic Republic,Australia & New Zealand,Cook Islands,Ethiopia,Yugoslav SFR,Pakistan,United States of America,Greece,Thailand,Zimbabwe,Sudan,Iraq,Republic of Korea,Venezuela (Bolivarian Republic of),Cyprus,Guadeloupe,South Africa,Japan,New Zealand,Yemen,Portugal,Bahamas,Bangladesh,Iran (Islamic Republic of),French Polynesia,Djibouti,Algeria,Kuwait,Nepal,French Guiana,Argentina,Haiti,Paraguay,Georgia,Cuba,El Salvador,Morocco,Ethiopia PDR,Congo,Lebanon,Mexico,Uruguay,Ecuador,Spain,Jordan,Bosnia and Herzegovina,Réunion,China,Tunisia,Colombia,Libya,Albania,Jamaica,Uzbekistan,Occupied Palestinian Territory,Azerbaijan,Montenegro,Chile,Syrian Arab Republic,Australia,France,Egypt,Polynesia,"China, mainland",Sudan (former),Mali,Swaziland,Italy,Turkey
1984,-1.0,40246.0,23759.0,197098.0,500.0,-1.0,50.0,115200.0,-1.0,24313.0,-1.0,663256.0,14000.0,41367.0,1500.0,-1.0,1400.0,356900.0,502600.0,65473.0,266333.0,6800.0,-1,55000.0,261129.0,28000.0,4500.0,191.0,28362.0,2005000.0,5200.0,1497.0,19500.0,-1.0,2465.0,124635.0,15.0,-1.0,93130.0,-1.0,-1.0,12.0,375000.0,9300.0,53394.0,-1.0,20248.0,2200.0,243000.0,7800.0,-1.0,30000.0,199583.0,34500.0,31078.0,868869.0,18600.0,-1.0,-1.0,1201098.0,37500.0,-1.0,2466.0,-1.0,8467.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36167.0,24925.0,104000.0,1515.0,1004000.0,1000.0,-1,-1.0,363100.0,219400.0
1985,-1.0,36866.0,23620.0,235359.0,500.0,-1.0,50.0,121850.0,-1.0,36710.0,-1.0,677682.0,15000.0,35455.0,800.0,-1.0,1000.0,372900.0,454500.0,67810.0,476634.0,6900.0,-1,54000.0,370543.0,30386.0,4000.0,233.0,24678.0,2491000.0,5300.0,1561.0,20000.0,-1.0,2130.0,172475.0,15.0,-1.0,66844.0,-1.0,-1.0,10.0,457200.0,9400.0,56063.0,-1.0,32078.0,2200.0,245000.0,7900.0,-1.0,40000.0,84712.0,35201.0,34297.0,1050799.0,27000.0,-1.0,-1.0,1446359.0,28300.0,-1.0,3000.0,-1.0,10886.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30155.0,33363.0,106000.0,815.0,1211000.0,1000.0,-1,-1.0,485800.0,257000.0
1986,850.0,38709.0,27174.0,214184.0,500.0,-1.0,60.0,126400.0,-1.0,34000.0,-1.0,663082.0,15000.0,42000.0,400.0,-1.0,1000.0,381400.0,419100.0,76657.0,518018.0,7000.0,-1,53000.0,339507.0,31420.0,4500.0,398.0,28026.0,2168000.0,9000.0,1764.0,22503.0,-1.0,1732.0,217310.0,17.0,-1.0,78366.0,-1.0,-1.0,50.0,437000.0,9400.0,53260.0,-1.0,25630.0,2300.0,346000.0,8000.0,-1.0,45000.0,74351.0,40000.0,21801.0,1163700.0,44206.0,-1.0,-1.0,1921184.0,49800.0,-1.0,3000.0,-1.0,8408.0,-1.0,-1.0,-1.0,-1.0,-1.0,5500.0,33000.0,30500.0,117000.0,417.0,1707000.0,1100.0,-1,-1.0,531800.0,300000.0
1987,1000.0,40644.0,32196.0,242444.0,500.0,-1.0,70.0,143600.0,-1.0,57715.0,-1.0,672176.0,13000.0,43803.0,200.0,-1.0,1000.0,366900.0,508900.0,55179.0,560829.0,7100.0,-1,52000.0,441019.0,32009.0,5500.0,402.0,28638.0,2518000.0,11000.0,2053.0,23697.0,-1.0,1516.0,223014.0,12.0,-1.0,83750.0,-1.0,-1.0,50.0,478200.0,9500.0,50269.0,-1.0,24480.0,2300.0,290000.0,8100.0,-1.0,47414.0,87634.0,45153.0,23500.0,1293500.0,55369.0,-1.0,100.0,2402444.0,45000.0,-1.0,3400.0,-1.0,3806.0,-1.0,-1.0,-1.0,-1.0,-1.0,6500.0,32803.0,30928.0,134000.0,212.0,2160000.0,1150.0,-1,-1.0,333900.0,270000.0
1988,1200.0,41200.0,36667.0,257021.0,500.0,-1.0,80.0,113200.0,-1.0,52000.0,-1.0,639608.0,12000.0,41181.0,100.0,-1.0,1000.0,406900.0,514400.0,83004.0,554669.0,7200.0,-1,50000.0,414861.0,32484.0,7000.0,400.0,31990.0,1998000.0,5500.0,2124.0,21938.0,-1.0,975.0,334679.0,16.0,-1.0,92726.0,-1.0,-1.0,50.0,461700.0,9300.0,24984.0,-1.0,26132.0,2400.0,300000.0,8200.0,-1.0,49936.0,81230.0,36928.0,25400.0,1255300.0,69632.0,-1.0,300.0,1972021.0,49000.0,-1.0,3450.0,-1.0,10384.0,-1.0,-1.0,-1.0,-1.0,-1.0,7000.0,35681.0,24833.0,151000.0,116.0,1715000.0,1100.0,-1,-1.0,410340.0,310000.0
1989,1250.0,42020.0,42129.0,266311.0,500.0,-1.0,170.0,118300.0,-1.0,43600.0,-1.0,625452.0,13000.0,49608.0,-1.0,-1.0,1200.0,409900.0,525300.0,95724.0,702903.0,7300.0,-1,45000.0,746516.0,34097.0,10000.0,226.0,34033.0,2015000.0,13333.0,3976.0,25482.0,-1.0,941.0,300570.0,8.0,-1.0,79551.0,-1.0,-1.0,56.0,458400.0,9000.0,24609.0,-1.0,16626.0,2500.0,421000.0,8300.0,-1.0,50704.0,89519.0,26500.0,29927.0,1453000.0,84032.0,-1.0,500.0,3322311.0,50600.0,-1.0,3500.0,-1.0,11830.0,-1.0,-1.0,-1.0,-1.0,-1.0,8000.0,36275.0,28800.0,170000.0,8.0,3056000.0,1000.0,-1,-1.0,476380.0,336000.0
1990,1650.0,42330.0,41163.0,233401.0,520.0,-1.0,232.0,166900.0,-1.0,22532.0,-1.0,661131.0,14000.0,54989.0,0.0,-1.0,1200.0,418400.0,325700.0,88844.0,600000.0,7400.0,-1,48000.0,492676.0,49000.0,13000.0,160.0,39911.0,1653000.0,14600.0,4204.0,23425.0,-1.0,990.0,492819.0,14.0,1.0,82283.0,-1.0,65000.0,58.0,446980.0,8500.0,24854.0,-1.0,15000.0,2704.0,225000.0,8400.0,-1.0,53000.0,79735.0,39295.0,22090.0,1575500.0,72214.0,-1.0,1000.0,3483401.0,45400.0,-1.0,4000.0,-1.0,5576.0,-1.0,-1.0,-1.0,-1.0,-1.0,8500.0,40389.0,19710.0,257420.0,14.0,3250000.0,1100.0,-1,-1.0,386480.0,345000.0
1991,1800.0,43080.0,54700.0,252639.0,399.0,-1.0,240.0,108350.0,-1.0,22419.0,-1.0,660657.0,15000.0,57993.0,0.0,-1.0,1100.0,423700.0,361000.0,88400.0,627335.0,7300.0,-1,45000.0,556368.0,53000.0,14000.0,183.0,37878.0,1579000.0,13820.0,4413.0,26468.0,-1.0,1030.0,474224.0,26.0,1.0,90996.0,-1.0,68397.0,60.0,550200.0,8300.0,34000.0,-1.0,11000.0,2600.0,311000.0,8500.0,-1.0,57928.0,88476.0,52541.0,23127.0,1340300.0,71942.0,-1.0,1500.0,4495639.0,41100.0,-1.0,4500.0,-1.0,3452.0,-1.0,-1.0,-1.0,-1.0,-1.0,19495.0,44173.0,29038.0,267734.0,26.0,4243000.0,1150.0,-1,-1.0,428200.0,390000.0
1992,1657.0,40280.0,53632.0,246923.0,400.0,3500.0,250.0,101500.0,-1.0,20878.0,-1.0,667872.0,16000.0,63392.0,0.0,-1.0,-1.0,433000.0,438000.0,107300.0,650000.0,5500.0,-1,46000.0,718955.0,66000.0,12500.0,111.0,41610.0,1683000.0,10000.0,5073.0,26977.0,-1.0,660.0,590664.0,18.0,1.0,92075.0,-1.0,67000.0,70.0,587200.0,8000.0,25263.0,250000.0,21778.0,2700.0,273000.0,8600.0,-1.0,21445.0,167696.0,53400.0,20582.0,1521400.0,76827.0,-1.0,1640.0,3703923.0,28400.0,-1.0,5000.0,-1.0,7582.0,300.0,-1.0,28100.0,-1.0,-1.0,12547.0,53392.0,20152.0,340733.0,18.0,3457000.0,1200.0,-1,-1.0,498731.0,390000.0
1993,1500.0,42960.0,55096.0,237872.0,500.0,8000.0,251.0,106600.0,-1.0,20279.0,-1.0,733624.0,16574.0,72907.0,0.0,8320.0,-1.0,480800.0,450000.0,95600.0,648236.0,7000.0,-1,48200.0,619182.0,66000.0,13000.0,118.0,44212.0,1490000.0,13000.0,5375.0,26777.0,-1.0,660.0,512587.0,33.0,1.0,89238.0,-1.0,74000.0,54.0,517870.0,7712.0,26187.0,80000.0,11226.0,2800.0,300000.0,-1.0,-1.0,22000.0,198937.0,58000.0,31916.0,1631000.0,72835.0,-1.0,1616.0,4587872.0,51000.0,-1.0,6000.0,-1.0,11784.0,275.0,-1.0,23400.0,-1.0,-1.0,18438.0,59907.0,29121.0,205337.0,33.0,4350000.0,1000.0,-1,-1.0,509532.0,405000.0
1994,1650.0,45730.0,73067.0,235982.0,400.0,8172.0,253.0,95300.0,-1.0,20480.0,-1.0,759900.0,18000.0,79095.0,0.0,8000.0,-1.0,502500.0,516200.0,101377.0,644589.0,7500.0,-1,44800.0,548961.0,78000.0,15000.0,203.0,42575.0,1247000.0,21500.0,7214.0,34822.0,-1.0,715.0,628565.0,55.0,1.0,99525.0,-1.0,70000.0,51.0,650276.0,7739.0,30356.0,91000.0,10385.0,2900.0,343000.0,-1.0,-1.0,23153.0,218676.0,56166.0,26136.0,1784800.0,77591.0,-1.0,1430.0,4735982.0,37600.0,-1.0,7000.0,-1.0,14160.0,245.0,26218.0,21200.0,-1.0,-1.0,21487.0,57595.0,22241.0,250089.0,55.0,4500000.0,1250.0,-1,-1.0,456330.0,430000.0
1995,1500.0,47802.0,83020.0,202409.0,500.0,9061.0,255.0,118900.0,-1.0,20657.0,-1.0,749153.0,15000.0,76630.0,0.0,8123.0,-1.0,509500.0,492600.0,94231.0,637208.0,7000.0,-1,45000.0,614801.0,90000.0,19000.0,83.0,55793.0,1378000.0,18000.0,9054.0,34983.0,-1.0,780.0,615565.0,50.0,1.0,77882.0,-1.0,78000.0,89.0,583849.0,7701.0,26161.0,110000.0,8575.0,3007.0,276000.0,-1.0,-1.0,23000.0,271007.0,50012.0,25418.0,1686700.0,80571.0,-1.0,1426.0,5652409.0,39600.0,-1.0,8000.0,-1.0,15281.0,300.0,25395.0,20800.0,-1.0,-1.0,21304.0,58630.0,27294.0,411134.0,50.0,5450000.0,1200.0,-1,-1.0,450896.0,453000.0
1996,1700.0,49750.0,113450.0,200884.0,435.0,19896.0,264.0,114900.0,-1.0,27114.0,-1.0,687738.0,16000.0,72017.0,0.0,8134.0,-1.0,521000.0,504600.0,99725.0,630000.0,7400.0,-1,42000.0,514053.0,102000.0,20000.0,226.0,70694.0,1153000.0,10000.0,15628.0,34502.0,-1.0,1000.0,627571.0,40.0,1.0,80326.0,-1.0,54600.0,170.0,419358.0,7650.0,26191.0,80800.0,9270.0,3090.0,332000.0,-1.0,2338.0,22929.0,356196.0,82058.0,26093.0,1503800.0,27207.0,-1.0,1426.0,5800884.0,37000.0,-1.0,9400.0,-1.0,14750.0,313.0,23851.0,19000.0,-1.0,-1.0,24827.0,62017.0,21027.0,448709.0,40.0,5600000.0,1850.0,-1,-1.0,471556.0,450000.0
1997,2000.0,52600.0,98643.0,215408.0,408.0,15740.0,263.0,135190.0,-1.0,27192.0,-1.0,782420.0,20000.0,75637.0,0.0,8143.0,-1.0,529600.0,645000.0,107257.0,633509.0,7200.0,-1,40000.0,649072.0,175800.0,22000.0,142.0,76015.0,1555000.0,2700.0,18490.0,35234.0,-1.0,1000.0,684154.0,37.0,1.0,90196.0,-1.0,70000.0,170.0,641292.0,7669.0,26699.0,53000.0,9000.0,2800.0,400000.0,-1.0,2400.0,34038.0,278563.0,88601.0,15550.0,1997639.0,86550.0,-1.0,3000.0,7415408.0,43600.0,-1.0,9300.0,-1.0,15000.0,300.0,20758.0,20000.0,-1.0,-1.0,26800.0,72937.0,22990.0,434554.0,37.0,7200000.0,2250.0,-1,150.0,501932.0,365000.0
1998,2200.0,54623.0,89756.0,207297.0,386.0,21714.0,259.0,177600.0,150.0,23997.0,-1.0,781097.0,23000.0,65268.0,0.0,8140.0,-1.0,484000.0,534000.0,96485.0,640000.0,8000.0,-1,42500.0,511860.0,215170.0,22000.0,91.0,90123.0,1194000.0,2700.0,19874.0,37707.0,-1.0,1000.0,726575.0,19.0,1.0,110895.0,-1.0,62100.0,150.0,610312.0,7687.0,26730.0,79000.0,13800.0,3273.0,462400.0,-1.0,2400.0,39600.0,296010.0,108000.0,7960.0,1760100.0,73151.0,-1.0,7200.0,6649797.0,40200.0,-1.0,9500.0,-1.0,14826.0,400.0,18898.0,8487.0,-1.0,-1.0,23299.0,62568.0,22490.0,421811.0,19.0,6442500.0,3200.0,-1,200.0,421600.0,480000.0
1999,2500.0,59620.0,116771.0,187507.0,366.0,18210.0,259.0,127600.0,200.0,24378.0,-1.0,831111.0,22397.0,83058.0,0.0,8191.0,-1.0,505000.0,474460.0,105593.0,650305.0,8100.0,-1,39000.0,624219.0,213033.0,24300.0,35.0,136901.0,1447000.0,4800.0,20717.0,39447.0,-1.0,1000.0,760498.0,20.0,1.0,115487.0,-1.0,66600.0,150.0,551202.0,7700.0,29859.0,52000.0,17161.0,3382.0,424000.0,-1.0,2421.0,44700.0,271333.0,94530.0,9985.0,2033820.0,33327.0,-1.0,7200.0,8287507.0,38000.0,48000.0,9800.0,-1.0,14760.0,400.0,18136.0,20188.0,-1.0,-1.0,28022.0,78258.0,25300.0,511755.0,20.0,8100000.0,4000.0,-1,150.0,490901.0,500000.0
2000,2000.0,62000.0,128609.0,167965.0,300.0,19361.0,260.0,108100.0,80.0,19084.0,-1.0,902612.0,23500.0,90197.0,0.0,8100.0,-1.0,493000.0,585130.0,119000.0,662126.0,9500.0,-1,37000.0,563470.0,150372.0,35550.0,88.0,108432.0,1143000.0,4800.0,22622.0,42100.0,-1.0,1000.0,676483.0,21.0,2.0,102392.0,-1.0,70800.0,151.0,655963.0,7930.0,22477.0,37000.0,24721.0,3000.0,531000.0,-1.0,2487.0,49800.0,313568.0,65185.0,17399.0,1801930.0,49534.0,-1.0,6000.0,6754965.0,37200.0,55118.0,9900.0,-1.0,14876.0,600.0,12911.0,15337.0,-1.0,-1.0,30950.0,85397.0,22662.0,481182.0,21.0,6587000.0,4850.0,-1,250.0,593013.0,560000.0
2001,2500.0,62200.0,129488.0,171729.0,319.0,18995.0,261.0,82900.0,150.0,19626.0,-1.0,1124980.0,23000.0,87913.0,0.0,8300.0,-1.0,476000.0,475360.0,130341.0,654485.0,9160.0,-1,35000.0,644731.0,176561.0,35000.0,84.0,147999.0,1282000.0,9000.0,23741.0,46325.0,-1.0,1000.0,710003.0,20.0,2.0,110087.0,-1.0,89600.0,156.0,700404.0,7000.0,23681.0,55600.0,28233.0,3633.0,263000.0,-1.0,2500.0,46100.0,364533.0,97000.0,17972.0,1758332.0,61477.0,-1.0,6400.0,8921226.0,41500.0,47639.0,10001.0,-1.0,14661.0,500.0,12348.0,16478.0,-1.0,-1.0,28913.0,78913.0,21762.0,564851.0,20.0,8749497.0,6200.0,-1,300.0,593000.0,580000.0
2002,4000.0,57574.0,133198.0,159879.0,225.0,16057.0,262.0,114500.0,100.0,20423.0,-1.0,1262740.0,23500.0,87959.0,0.0,8201.0,-1.0,443000.0,532520.0,130000.0,575747.0,9447.0,-1,45200.0,642525.0,194986.0,41000.0,83.0,109782.0,1131000.0,9880.0,24851.0,55866.0,-1.0,1000.0,715000.0,20.0,2.0,116649.0,-1.0,79000.0,159.0,668687.0,7360.0,23029.0,30700.0,27715.0,3792.0,405700.0,-1.0,1981.0,42500.0,325851.0,74503.0,42366.0,2068100.0,50851.0,-1.0,4480.0,8983594.0,41600.0,52999.0,10000.0,-1.0,15649.0,500.0,10452.0,17816.0,-1.0,-1.0,23410.0,78079.0,25562.0,601698.0,20.0,8823715.0,7000.0,-1,390.0,548350.0,590000.0
2003,5000.0,33611.0,161209.0,160368.0,300.0,11102.0,263.0,81560.0,110.0,20266.0,-1.0,1304740.0,23000.0,105343.0,0.0,8500.0,-1.0,458000.0,346545.0,105000.0,534864.0,10000.0,-1,12000.0,631929.0,139127.0,33288.0,79.0,112179.0,1146000.0,7000.0,25330.0,59801.0,-1.0,1000.0,720000.0,21.0,2.0,128658.0,-1.0,85000.0,163.0,564705.0,7300.0,18838.0,54800.0,46000.0,3700.0,478500.0,-1.0,2200.0,44100.0,387178.0,75000.0,31100.0,2060375.0,52909.0,-1.0,3600.0,9999549.0,30800.0,59934.0,10318.0,-1.0,14973.0,500.0,8413.0,18151.0,-1.0,-1.0,18230.0,98343.0,20961.0,612556.0,21.0,9839181.0,8500.0,-1,450.0,496884.0,550000.0
2004,6000.0,34535.0,175435.0,163959.0,300.0,15649.0,253.0,92840.0,90.0,19898.0,-1.0,1163213.0,24831.0,107959.0,0.0,8574.0,-1.0,505000.0,378296.0,91367.0,622123.0,10044.0,-1,3000.0,584353.0,91499.0,41261.0,75.0,113702.0,1060000.0,7000.0,11718.0,59617.0,-1.0,1000.0,755412.0,20.0,2.0,144271.0,-1.0,91094.0,166.0,430000.0,8000.0,19755.0,35400.0,59700.0,4222.0,408000.0,-1.0,2296.0,39500.0,420841.0,77303.0,29571.0,2459820.0,42975.0,1390.0,3619.0,11012994.0,24600.0,69597.0,11379.0,760.0,14470.0,600.0,7296.0,19188.0,-1.0,-1.0,23710.0,100959.0,24304.0,661271.0,20.0,10849035.0,10000.0,-1,580.0,611134.0,670000.0
2005,8000.0,35379.0,171319.0,136863.0,300.0,8067.0,251.0,133110.0,86.0,20360.0,-1.0,1232599.0,25000.0,94898.0,0.0,8654.0,-1.0,639000.0,303910.0,126570.0,765195.0,10348.0,-1,27000.0,637961.0,95655.0,42421.0,72.0,137113.0,1132000.0,7000.0,13258.0,57766.0,-1.0,770.0,701903.0,22.0,2.0,143314.0,-1.0,97480.0,172.0,390000.0,11000.0,19400.0,113400.0,23013.0,4574.0,463400.0,-1.0,2300.0,31500.0,402537.0,94400.0,32149.0,1956923.0,45767.0,1300.0,3744.0,11443587.0,33200.0,83102.0,10000.0,900.0,13998.0,600.0,7204.0,19315.0,-1.0,21400.0,23410.0,87898.0,19355.0,711460.0,22.0,11306724.0,19100.0,-1,600.0,617037.0,715000.0
2006,10000.0,36511.0,187299.0,161180.0,320.0,42120.0,274.0,122678.0,64.0,24880.0,-1.0,1270108.0,28000.0,99793.0,0.0,8701.0,-1.0,639179.0,378300.0,108991.0,871644.0,10650.0,-1,33000.0,620292.0,93018.0,41500.0,70.0,132950.0,841900.0,7445.0,19604.0,58938.0,-1.0,840.0,662000.0,23.0,2.0,156091.0,-1.0,103937.0,177.0,440000.0,11500.0,18720.0,48400.0,18953.0,4848.0,454000.0,-1.0,2200.0,35300.0,350089.0,88246.0,25626.0,2508049.0,48244.0,1200.0,3700.0,13009957.0,35100.0,95397.0,10050.0,1070.0,11414.0,1000.0,8186.0,19497.0,-1.0,24000.0,23400.0,92348.0,26514.0,730900.0,23.0,12848777.0,12000.0,-1,621.0,690278.0,791255.0
2007,12000.0,37833.0,190410.0,134608.0,350.0,43136.0,290.0,142727.0,98.0,25281.0,-1.0,1205579.0,28500.0,112333.0,0.0,8754.0,-1.0,382842.0,327494.0,119077.0,757328.0,10948.0,-1,27000.0,777547.0,67213.0,39944.0,61.0,135000.0,1066000.0,7900.0,20976.0,58400.0,-1.0,867.0,622000.0,22.0,2.0,156146.0,-1.0,109277.0,188.0,350000.0,13500.0,19000.0,93600.0,20200.0,5341.0,355500.0,-1.0,2300.0,34600.0,469037.0,117673.0,28058.0,1987432.0,23419.0,500.0,3641.0,7809965.0,34500.0,81970.0,10000.0,1000.0,10314.0,1000.0,5593.0,20469.0,-1.0,25200.0,23330.0,104433.0,17218.0,758105.0,22.0,7675357.0,9600.0,-1,636.0,786200.0,744339.0
2008,15000.0,38580.0,187165.0,155221.0,370.0,50138.0,287.0,129028.0,104.0,22743.0,-1.0,1079697.0,32000.0,102047.0,0.0,8811.0,-1.0,595670.0,478090.0,104000.0,647171.0,11240.0,-1,27000.0,636413.0,70097.0,31195.0,57.0,140424.0,906100.0,7683.0,21605.0,66300.0,-1.0,1558.0,581734.0,21.0,2.0,149848.0,-1.0,150738.0,187.0,410630.0,14113.0,43583.0,51600.0,19900.0,5821.0,337000.0,-1.0,2364.0,34600.0,424999.0,88450.0,16542.0,2227916.0,27148.0,6.0,3711.0,8947704.0,36100.0,67634.0,10000.0,1100.0,8921.0,1100.0,7301.0,12615.0,-1.0,20200.0,25140.0,94364.0,30473.0,758105.0,21.0,8792483.0,9700.0,-1,648.0,765100.0,756473.0
2009,18000.0,127337.0,166072.0,151757.0,380.0,37500.0,290.0,129989.0,90.0,20376.0,-1.0,1094429.0,35000.0,98416.0,0.0,8852.0,-1.0,554320.0,401880.0,115000.0,514678.0,11530.0,-1,3675.0,752837.0,70000.0,30523.0,52.0,145000.0,1003000.0,8100.0,22216.0,34700.0,-1.0,2063.0,400000.0,21.0,2.0,157155.0,-1.0,172058.0,190.0,401543.0,14450.0,45400.0,90500.0,27200.0,5914.0,353000.0,-1.0,2400.0,31000.0,442083.0,92777.0,30310.0,2000149.0,32544.0,15.0,3765.0,9746284.0,44200.0,99690.0,10086.0,2900.0,8601.0,1200.0,5320.0,15170.0,500.0,27800.0,26200.0,90316.0,34411.0,809795.0,21.0,9594527.0,9600.0,-1,650.0,826825.0,846390.0
2010,21207.0,122207.0,221324.0,154887.0,424.0,55486.0,295.0,152207.0,104.0,18783.0,-1.0,1122009.0,36500.0,98595.0,0.0,9000.0,-1.0,559000.0,540682.0,109500.0,280190.0,11817.0,-1,3668.0,614786.0,76671.0,41785.0,48.0,148769.0,786000.0,7593.0,21843.0,34400.0,676.0,2666.0,276138.0,20.0,2.0,151824.0,-1.0,174867.0,194.0,423737.0,15093.0,44224.0,48600.0,23017.0,7919.0,472834.0,-1.0,2521.0,33132.0,409442.0,121445.0,28275.0,2196890.0,38330.0,26.0,3837.0,11346387.0,37000.0,110768.0,10045.0,5037.0,7643.0,1300.0,4677.0,15592.0,1000.0,30000.0,26000.0,91002.0,27487.0,796867.0,20.0,11191500.0,10000.0,-1,660.0,812240.0,858699.0
2011,12708.0,124898.0,236282.0,197108.0,409.0,42375.0,299.0,130589.0,106.0,17697.0,-1.0,1004727.0,38000.0,104802.0,0.0,8925.0,-1.0,515372.0,596021.0,129200.0,214898.0,12101.0,-1,3530.0,680507.0,79889.0,52294.0,44.0,162206.0,928200.0,6931.0,21464.0,34300.0,720.0,2998.0,490222.0,21.0,2.0,218027.0,-1.0,179494.0,198.0,554640.0,15737.0,44224.0,53100.0,23000.0,13325.0,753030.0,-1.0,2473.0,34338.0,406397.0,93407.0,25828.0,2117119.0,34148.0,23.0,3319.0,14088008.0,47500.0,114536.0,10037.0,5800.0,8140.0,1400.0,3570.0,15969.0,1000.0,33000.0,26800.0,97871.0,36051.0,848069.0,21.0,13890900.0,11066.0,-1,677.0,863524.0,872251.0
2012,11080.0,128089.0,281061.0,188990.0,445.0,51080.0,310.0,184938.0,81.0,16755.0,13000.0,959672.0,40000.0,91406.0,0.0,9000.0,-1.0,558300.0,682000.0,160495.0,185084.0,12500.0,-1,3578.0,692186.0,89356.0,45544.0,28.0,162003.0,846300.0,6297.0,21547.0,34474.0,720.0,2986.0,505000.0,23.0,2.0,207511.0,-1.0,166612.0,201.0,373970.0,15712.0,46313.0,71100.0,18647.0,8400.0,877111.0,-1.0,2513.0,33370.0,450136.0,123700.0,26045.0,1871265.0,35784.0,16.0,2840.0,14657690.0,47800.0,130583.0,10045.0,7120.0,8531.0,1500.0,3031.0,23326.0,1000.0,58000.0,23800.0,85109.0,40567.0,885365.0,23.0,14468700.0,-1.0,-1,700.0,759572.0,874832.0
2013,20943.0,123299.0,313719.0,178156.0,426.0,40317.0,311.0,160839.0,79.0,15287.0,14000.0,937819.0,35054.0,97479.0,0.0,9000.0,-1.0,520438.0,618700.0,160857.0,155772.0,12500.0,-1,4437.0,682801.0,130265.0,42490.0,34.0,165783.0,895900.0,6378.0,21587.0,34967.0,744.0,3012.0,534000.0,20.0,2.0,231233.0,-1.0,146721.0,205.0,370000.0,19076.0,48950.0,107100.0,12786.0,4582.0,664127.0,-1.0,2530.0,33129.0,493643.0,83308.0,26198.0,2198926.0,22682.0,33.0,2622.0,15620156.0,39000.0,138451.0,10053.0,7548.0,8145.0,900.0,2085.0,30825.0,1000.0,64000.0,29715.0,91101.0,30156.0,936755.0,20.0,15442000.0,-1.0,-1,693.0,642803.0,942226.0
2014,17647.0,124975.0,339604.0,196656.0,426.0,65000.0,307.0,143600.0,86.0,14045.0,16000.0,965167.0,36353.0,106835.0,0.0,9017.0,-1.0,563607.0,664059.0,140240.0,137726.0,12949.0,-1,4670.0,722325.0,119321.0,41515.0,33.0,169918.0,874700.0,6659.0,21691.0,36188.0,771.0,3089.0,518725.0,20.0,2.0,227935.0,-1.0,149316.0,209.0,386396.0,19160.0,48750.0,71800.0,11361.0,7408.0,1185388.0,-1.0,2670.0,33001.0,492039.0,104846.0,26351.0,2389681.0,22458.0,44.0,2443.0,16436656.0,46500.0,132351.0,10061.0,13904.0,7619.0,1200.0,1407.0,26506.0,1000.0,-1.0,28251.0,100176.0,39890.0,956910.0,20.0,16240000.0,-1.0,-1,772.0,616973.0,1046899.0
