,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,"China, Macao SAR",Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,Slovakia,Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Grenada,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Tuvalu,Cook Islands,Guadeloupe,Tokelau,Faroe Islands,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Saint Pierre and Miquelon,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1971,92655008.0,803100.0,27500.0,17099.0,91250.0,13100.0,967000.0,26501.0,73450.0,947056.0,29000.0,18365.0,822000.0,68000.0,99814.0,34093014.0,,16739.0,9107.0,2065534.0,2922400.0,11407.0,255907.0,33688.0,199976.0,3536.0,,18600.0,1687164.0,1784000.0,800.0,,11500.0,,669830.0,4620921.0,611000.0,,69900.0,1800666.0,359890.0,72452.0,2952000.0,37830.0,400000.0,7800.0,3595000.0,1241680.0,183578.0,,945352.0,,1251469.0,1503.0,,8900.0,1170.0,7280.0,,19800.0,1761795.0,3495833.0,332491.0,22813.0,25919.0,1694496.0,24587504.0,54000.0,,1188039.0,9.0,0.0,36700.0,,849800.0,18806.0,779932.0,110404.0,183551.0,273647.0,3761904.0,142400.0,9700.0,8200.0,,167000.0,1093300.0,3626.0,5560.0,9899.0,55914.0,,,,80200.0,1297400.0,300.0,10603.0,48640.0,210.0,1301.0,555770.0,643000.0,69273.0,,20.0,1031676.0,775769.0,69508.0,240100.0,3248000.0,1400.0,,33000.0,,64000.0,231600.0,38000.0,,2382.0,1304.0,3186000.0,175220.0,1615.0,540000.0,,4914700.0,,18450.0,980500.0,1205.0,1088586.0,14274050.0,39801104.0,309300.0,558.0,1105200.0,,1157706.0,396000.0,8634900.0,2491855.0,10859500.0,19954000.0,556100.0,,35300.0,90000.0,,2801571.0,15010386.0,128370000.0,13550.0,11667800.0,35000.0,1722062.0,5749000.0,34200.0,544749.0,4000.0,3782900.0,,708166.0,1240767.0,12000.0,34130.0,907389.0,29950.0,,,500.0,147305.0,27.0,3284370.0,1428200.0,3970000.0,38.0,,132133519.0,104000.0,,301000.0,276100.0,431.0,235061.0,71300.0,,203000.0,2716519.0,6156500.0,5007.0,68556.0,566596.0,2707000.0,170000.0,7744000.0,,19600.0,,2210000.0,22539.0,2101200.0,1000800.0,20578.0,3574.0,3356.0,692797.0,663000.0,32.0,6100.0,125200.0,459897.0,1265.0,2332000.0,155051.0,,403610.0,,,307500.0
1972,78329008.0,715600.0,27800.0,17595.0,58900.0,13100.0,1017000.0,27442.0,74555.0,980243.0,29000.0,19062.0,794200.0,63700.0,81400.0,33800423.0,,19646.0,8888.0,1869401.0,2904200.0,8554.0,249891.0,32202.0,214552.0,1447.0,,10200.0,1398118.0,1789000.0,810.0,,11550.0,,691338.0,5058486.0,615200.0,,62800.0,1509168.0,377434.0,119111.0,2406000.0,35833.0,420000.0,8000.0,3274000.0,1136660.0,180988.0,,923758.0,,1269199.0,1420.0,,9400.0,1192.0,6775.0,,20250.0,1747455.0,3764686.0,355368.0,49046.0,30858.0,1499914.0,27178016.0,52100.0,,1206683.0,44.0,0.0,46200.0,,743051.0,22297.0,738891.0,118157.0,224373.0,268320.0,3325070.0,143500.0,10700.0,8350.0,,158000.0,824200.0,3600.0,5560.0,8449.0,58914.0,,,,100000.0,1285000.0,300.0,8724.0,48230.0,215.0,1176.0,546082.0,717000.0,63863.0,,20.0,1074494.0,824603.0,73806.0,265700.0,4110500.0,1500.0,,33800.0,,70000.0,233600.0,39000.0,,2296.0,1304.0,3189000.0,106673.0,1535.0,546000.0,,5324500.0,,20192.0,1033500.0,1260.0,877153.0,13875280.0,48735408.0,313450.0,654.0,1123100.0,,1161690.0,426000.0,7401900.0,2337682.0,11122000.0,17954000.0,568300.0,,32800.0,90000.0,,2490037.0,13999203.0,125450000.0,13800.0,12389400.0,40000.0,1918143.0,5581000.0,27980.0,567652.0,4000.0,3672400.0,,634126.0,1252998.0,20000.0,32992.0,816669.0,30150.0,,,500.0,157932.0,32.0,2972990.0,1069900.0,4036400.0,38.0,,128776605.0,102000.0,,301000.0,281100.0,898.0,172413.0,74400.0,,218000.0,2341420.0,6335400.0,4998.0,57457.0,723000.0,1956400.0,171000.0,6863000.0,,20700.0,,2267800.0,21118.0,2201440.0,1018885.0,21046.0,3876.0,3950.0,828068.0,668000.0,6.0,5500.0,125100.0,405061.0,1312.0,2326000.0,153929.0,,381638.0,,,305000.0
1973,108201008.0,669000.0,28400.0,20062.0,33516.0,13850.0,1067000.0,28423.0,76260.0,998448.0,29100.0,20060.0,850349.0,60000.0,81000.0,29832254.0,,25280.0,8814.0,2056326.0,3098700.0,6030.0,279071.0,20422.0,193416.0,2581.0,,35300.0,1475710.0,1775000.0,422.0,,11900.0,,767263.0,5086858.0,629000.0,,56500.0,1358429.0,353962.0,110456.0,2974000.0,35925.0,481000.0,8500.0,3611000.0,946520.0,168991.0,,953021.0,,1216505.0,1383.0,,10000.0,1110.0,5445.0,,20760.0,1624295.0,4230572.0,356503.0,78352.0,33199.0,1450076.0,25076496.0,52200.0,,1161411.0,114.0,0.0,50200.0,,632083.0,19678.0,777985.0,117678.0,482500.0,299166.0,3598730.0,165450.0,10380.0,8700.0,,165000.0,910000.0,3407.0,5560.0,11211.0,64914.0,,,,71000.0,1199076.0,300.0,10250.0,49630.0,230.0,1058.0,487931.0,600000.0,82160.0,,20.0,1002889.0,723818.0,74943.0,254300.0,5801928.0,1560.0,,34600.0,,75000.0,234000.0,39000.0,,2307.0,1415.0,3290000.0,171789.0,1390.0,550000.0,,5627130.0,,20800.0,1105200.0,1315.0,918469.0,15039430.0,51928208.0,294500.0,432.0,1188000.0,,1157424.0,453000.0,7359000.0,2140366.0,11574500.0,17768000.0,575000.0,,34000.0,91000.0,,2504282.0,14163998.0,160770000.0,14000.0,12253400.0,35000.0,1927551.0,5770621.0,30866.0,548282.0,4500.0,2644300.0,,672141.0,1266010.0,35000.0,31460.0,927359.0,30250.0,,,500.0,140992.0,35.0,2909720.0,1332000.0,3539600.0,40.0,,164370120.0,92000.0,,301000.0,281100.0,432.0,206285.0,71500.0,,241000.0,2116526.0,5649900.0,5036.0,74267.0,896000.0,2185200.0,175000.0,7091000.0,,21800.0,,2429000.0,13394.0,2201170.0,1034961.0,25487.0,4067.0,3000.0,819597.0,748895.0,19.0,3900.0,126600.0,733343.0,1360.0,2646000.0,157072.0,,328344.0,,,288000.0
1974,81022000.0,525200.0,28500.0,20573.0,23730.0,13850.0,1108000.0,22226.0,77600.0,1051244.0,30100.0,20886.0,843800.0,55800.0,104000.0,28209437.0,,27088.0,9220.0,2511367.0,3211700.0,13418.0,217462.0,18031.0,209094.0,4000.0,,22800.0,1795664.0,1645000.0,1526.0,,12500.0,,779788.0,4521710.0,657000.0,,50000.0,1723365.0,288507.0,104820.0,3127464.0,40787.0,533000.0,9000.0,3960000.0,1256690.0,156464.0,,1106975.0,,1254364.0,1371.0,,10500.0,1008.0,3850.0,,21270.0,1724400.0,4642110.0,368191.0,78666.0,34588.0,1366912.0,27952864.0,52600.0,,1065401.0,204.0,0.0,54000.0,,1020590.0,20430.0,928230.0,94631.0,494500.0,394659.0,3238232.0,152850.0,10880.0,9000.0,,182000.0,928800.0,3348.0,5560.0,9962.0,65016.0,,,,80000.0,1496672.0,300.0,10100.0,46670.0,240.0,1065.0,539965.0,691000.0,115743.0,,20.0,869561.0,652099.0,79774.0,252815.0,6378192.0,1452.0,,35400.0,,76000.0,236500.0,40000.0,,2727.0,1548.0,3287000.0,207868.0,2097.0,560000.0,,5741241.0,,20500.0,1068800.0,1370.0,955957.0,16912580.0,48518800.0,298900.0,241.0,1299000.0,,1201574.0,475000.0,7501000.0,1920796.0,12016700.0,17267000.0,562465.0,,35000.0,92000.0,,2512939.0,16140178.0,144170000.0,14200.0,12832000.0,35000.0,2243838.0,6094827.0,46420.0,599270.0,4500.0,4118600.0,,847238.0,1567038.0,25000.0,34247.0,821888.0,30550.0,,,300.0,131305.0,38.0,2872870.0,1111000.0,4335000.0,40.0,,147410329.0,93110.0,,271322.0,276080.0,3900.0,208554.0,76500.0,,246000.0,1996305.0,5026100.0,5084.0,83630.0,829000.0,2766200.0,175000.0,7157000.0,,22900.0,,2480000.0,8624.0,2276300.0,1082190.0,24081.0,3710.0,3177.0,775287.0,757210.0,26.0,5000.0,123600.0,890642.0,1386.0,2851600.0,158208.0,,344689.0,,,298000.0
1975,88703008.0,679600.0,28900.0,20292.0,24950.0,12000.0,1181120.0,23360.0,79050.0,1070034.0,34350.0,21785.0,839000.0,54000.0,108000.0,29522289.0,,23394.0,9262.0,2204922.0,3414300.0,6305.0,233012.0,17215.0,213905.0,4900.0,,40700.0,1300072.0,1542000.0,478.0,,13500.0,,880516.0,3564639.0,691000.0,,46000.0,1633548.0,309394.0,124984.0,2393577.0,39688.0,550000.0,9000.0,3709000.0,836910.0,116332.0,,1242703.0,,1167787.0,1360.0,,11000.0,825.0,1913.0,,21813.0,1795535.0,6012286.0,372483.0,88881.0,35641.0,1599050.0,18525616.0,57000.0,,1070675.0,296.0,0.0,58000.0,,745930.0,18338.0,695604.0,35900.0,505600.0,575068.0,2775442.0,163400.0,11624.0,9400.0,,194500.0,907700.0,3252.0,5560.0,10040.0,72880.0,,,,100000.0,1536632.0,300.0,9650.0,38000.0,240.0,1006.0,560880.0,751000.0,78990.0,,20.0,977178.0,744166.0,73034.0,304498.0,7234386.0,1900.0,,36200.0,280.0,70000.0,257000.0,42000.0,,2236.0,1568.0,3329000.0,188290.0,1600.0,646000.0,,5382582.0,,17330.0,1020400.0,1430.0,886478.0,15532150.0,46429040.0,336500.0,250.0,1462000.0,,1220264.0,454500.0,6641500.0,2615510.0,12423100.0,19753000.0,597985.0,,37000.0,92070.0,,2368910.0,15193341.0,145880000.0,14400.0,14209700.0,30000.0,2130000.0,5003130.0,52900.0,647421.0,4800.0,2715900.0,,435386.0,2128005.0,44152.0,32737.0,936668.0,33550.0,,,250.0,119654.0,40.0,2922700.0,1018000.0,5166100.0,40.0,,148657042.0,98000.0,,312065.0,196120.0,5008.0,199746.0,70205.0,,263040.0,1578687.0,5262500.0,5938.0,85630.0,858000.0,2066800.0,178000.0,4787000.0,,23959.0,,2297900.0,12534.0,2491100.0,1179660.0,22059.0,3659.0,3231.0,863923.0,764895.0,10.0,5300.0,123600.0,996002.0,1385.0,3262048.0,160997.0,,317809.0,,,296500.0
1976,85102000.0,947900.0,29000.0,20900.0,14731.0,11300.0,1190000.0,21773.0,80400.0,1085020.0,36400.0,22370.0,829119.0,51700.0,115000.0,28872282.0,,16729.0,9541.0,2346800.0,3466800.0,6918.0,254094.0,16454.0,194581.0,6200.0,,36000.0,879064.0,1496000.0,1007.0,,13500.0,,1020747.0,4214119.0,715000.0,,39000.0,1399099.0,286342.0,132284.0,2827654.0,39417.0,570000.0,9500.0,3167000.0,1058260.0,187960.0,,1301615.0,,1072835.0,1460.0,,11600.0,988.0,2111.0,,23170.0,2079611.0,5404361.0,379509.0,79870.0,38173.0,1693624.0,16624339.0,57400.0,,1286400.0,289.0,0.0,68500.0,,546920.0,22078.0,605556.0,30900.0,517700.0,492942.0,2245246.0,175500.0,11780.0,9400.0,,354000.0,769300.0,3268.0,5610.0,12514.0,81150.0,,,,105000.0,1690380.0,300.0,9500.0,38100.0,245.0,1355.0,516015.0,725000.0,89229.0,,47.0,953439.0,699345.0,76002.0,332921.0,10368189.0,2300.0,,37000.0,420.0,101314.0,283500.0,44000.0,,2720.0,1690.0,3386000.0,252200.0,742.0,692000.0,,5709167.0,,18050.0,1050800.0,1490.0,886188.0,14969193.0,49951088.0,347000.0,323.0,1582000.0,,1227201.0,494500.0,4326000.0,2355459.0,12507800.0,18218000.0,604230.0,,32680.0,93380.0,,2395866.0,16829469.0,136500000.0,14600.0,15755200.0,30000.0,1990000.0,4858000.0,60900.0,697090.0,4960.0,4788400.0,,521000.0,2518689.0,74173.0,42566.0,950900.0,36250.0,,,200.0,77600.0,81.0,2949500.0,1179000.0,5184400.0,41.0,,138745988.0,103500.0,,280000.0,171080.0,12997.0,225745.0,75376.0,,281900.0,1746023.0,5650300.0,6294.0,88610.0,1040000.0,2099300.0,178000.0,4789000.0,,25407.0,,3587900.0,10146.0,2851100.0,1209985.0,21640.0,3557.0,3329.0,870549.0,772700.0,28.0,6100.0,117500.0,961897.0,1370.0,3235839.0,165132.0,,350499.0,,,320000.0
1977,83652000.0,736500.0,30000.0,20700.0,16072.0,11480.0,1216800.0,24494.0,81550.0,1104044.0,37450.0,22468.0,732334.0,51000.0,117000.0,29060157.0,,14735.0,9865.0,2524800.0,3743000.0,7642.0,276588.0,15839.0,211573.0,8425.0,,44600.0,1680294.0,1502000.0,0.0,,13600.0,,1019826.0,3759773.0,757225.0,,32000.0,1652277.0,360352.0,164000.0,3034000.0,37145.0,696900.0,9000.0,3068000.0,1278640.0,205740.0,,1348162.0,,1359300.0,1497.0,,11700.0,781.0,2427.0,,24660.0,2004580.0,6031000.0,337025.0,98917.0,39466.0,1490901.0,21681296.0,51000.0,,1242114.0,171.0,0.0,74800.0,,936390.0,20264.0,954039.0,45900.0,528600.0,472206.0,2084332.0,214800.0,12115.0,9300.0,,200000.0,712800.0,2983.0,5620.0,11471.0,104110.0,,,,85000.0,1843114.0,290.0,9800.0,25150.0,245.0,1300.0,583421.0,801000.0,96634.0,,102.0,1007971.0,731383.0,75287.0,326230.0,11980747.0,2600.0,,37800.0,760.0,120000.0,302000.0,45000.0,,2551.0,1720.0,3434000.0,221387.0,1195.0,740000.0,,5934170.0,,19600.0,1090900.0,1550.0,669330.0,15434000.0,41147616.0,361000.0,171.0,1795000.0,,1251266.0,513000.0,7803100.0,2120911.0,12739100.0,17854000.0,608677.0,,25670.0,89290.0,,2363027.0,16660923.0,151850000.0,14800.0,15101000.0,50000.0,1835000.0,5842000.0,70885.0,765578.0,8000.0,4207100.0,,651000.0,2837986.0,64389.0,33637.0,964000.0,36250.0,,,160.0,87931.0,74.0,3104200.0,1531000.0,4918900.0,46.0,,153935527.0,109000.0,,270000.0,301080.0,12962.0,169896.0,72613.0,,323450.0,1352246.0,5609700.0,6243.0,91600.0,1151760.0,2282200.0,180000.0,6621000.0,,26945.0,1900.0,4647400.0,12375.0,2801000.0,1032720.0,20442.0,3453.0,2613.0,812827.0,797625.0,164.0,6300.0,119000.0,713387.0,1468.0,3068282.0,161468.0,,382727.0,,,330200.0
1978,86124000.0,745700.0,30000.0,20750.0,17707.0,12250.0,1319456.0,22000.0,83000.0,1110043.0,36600.0,22898.0,887446.0,50700.0,119000.0,28520361.0,,19690.0,10121.0,2513300.0,4215400.0,13081.0,252533.0,16410.0,265363.0,9300.0,,48500.0,1575476.0,1497000.0,4625.0,,13800.0,,911536.0,3995105.0,737050.0,,28000.0,1884778.0,267791.0,198592.0,2501000.0,36219.0,735000.0,6000.0,3165000.0,1338540.0,149962.0,,1388289.0,,1293109.0,1520.0,,12200.0,840.0,2345.0,,26730.0,2172590.0,5865872.0,339870.0,89182.0,39844.0,1696672.0,21286928.0,49000.0,,1433237.0,200.0,0.0,87800.0,,987740.0,17458.0,932016.0,70800.0,540600.0,472894.0,1843697.0,221900.0,12380.0,9200.0,,250000.0,892800.0,2702.0,5710.0,12777.0,111630.0,,,,105000.0,1961877.0,280.0,9900.0,23350.0,250.0,1300.0,568030.0,745000.0,98768.0,,130.0,1027460.0,774927.0,73279.0,303762.0,16498872.0,2800.0,,38600.0,2003.0,149000.0,322200.0,49000.0,,2794.0,1764.0,3499000.0,228920.0,530.0,780000.0,,5415421.0,,20063.0,1130400.0,1595.0,538133.0,15456109.0,46647888.0,373000.0,345.0,1991000.0,,1260813.0,480000.0,7466600.0,1933792.0,12350200.0,18096000.0,626670.0,,25670.0,84900.0,,2430379.0,17214118.0,162390000.0,15000.0,15412200.0,40000.0,1620327.0,6230724.0,69250.0,946643.0,10000.0,4465400.0,,625000.0,3373311.0,103978.0,39500.0,1149000.0,37320.0,,,152.0,96334.0,119.0,2864100.0,1008000.0,4010500.0,38.0,,164234227.0,114500.0,,278000.0,474840.0,8779.0,162286.0,74089.0,,346140.0,1400892.0,5297700.0,5886.0,90310.0,918937.0,2095000.0,182000.0,7331000.0,,26100.0,1850.0,5700700.0,13340.0,2751800.0,1012525.0,22306.0,3045.0,1881.0,1092248.0,806385.0,143.0,7960.0,120000.0,748163.0,1498.0,3216273.0,158169.0,,391494.0,,,340500.0
1979,90956000.0,674100.0,30000.0,20700.0,15914.0,13400.0,1359000.0,18144.0,84650.0,1114146.0,37600.0,23210.0,935407.0,50800.0,118800.0,28110777.0,,24004.0,10231.0,2752400.0,4016380.0,6089.0,211676.0,17923.0,252814.0,10100.0,,72400.0,1459585.0,1352000.0,3706.0,,13800.0,,971537.0,3724711.0,677922.0,,26500.0,1515428.0,223666.0,235103.0,2724000.0,39082.0,973169.0,6000.0,3110000.0,1284220.0,176378.0,,1777881.0,,1177083.0,1530.0,,12600.0,908.0,1750.0,,25099.0,2192970.0,6456969.0,347790.0,90354.0,41297.0,1704271.0,22448112.0,49000.0,,1498496.0,188.0,0.0,87000.0,,777490.0,21783.0,844425.0,112700.0,548600.0,501352.0,1574405.0,211800.0,10640.0,9100.0,,257000.0,871200.0,2813.0,5710.0,8737.0,122340.0,,,,125000.0,2003108.0,270.0,10000.0,20200.0,250.0,1300.0,599964.0,743000.0,96933.0,,120.0,1009233.0,797557.0,76556.0,401441.0,11245801.0,2800.0,,39400.0,3368.0,166000.0,339000.0,49000.0,,3187.0,1750.0,3606890.0,252012.0,414.0,785000.0,,5690635.0,,20300.0,1122400.0,1470.0,450586.0,16503836.0,49571920.0,385500.0,600.0,2224000.0,,1265010.0,479000.0,7148000.0,1744287.0,13184800.0,17526000.0,646700.0,,22380.0,81420.0,,2417423.0,16142675.0,146300000.0,15200.0,17806100.0,50000.0,1619193.0,6276837.0,58571.0,892846.0,15000.0,4562137.0,,473300.0,3386074.0,87900.0,41200.0,988900.0,38320.0,,,150.0,37877.0,100.0,3040700.0,902000.0,2697000.0,32.0,,147874819.0,120000.0,,299000.0,569080.0,6517.0,195372.0,76900.0,,362630.0,1493706.0,5448500.0,6617.0,88600.0,1221308.0,2199000.0,184000.0,6485000.0,,26100.0,1900.0,6276800.0,9638.0,2872000.0,996805.0,21778.0,2041.0,1718.0,1205130.0,654161.0,150.0,8100.0,121000.0,721100.0,1510.0,3343635.0,154961.0,,423950.0,,,345600.0
1980,67023008.0,736200.0,32000.0,20450.0,24466.0,13050.0,1190960.0,13256.0,86600.0,1129401.0,38800.0,22908.0,913759.0,52600.0,98800.0,26309642.0,,26258.0,10230.0,2477507.0,4046200.0,15341.0,229325.0,18243.0,213583.0,11100.0,,37900.0,1449697.0,1355000.0,4100.0,,13200.0,,1086514.0,2694566.0,689700.0,,26051.0,1393965.0,201073.0,292249.0,2440000.0,40293.0,1338500.0,6000.0,3150600.0,1083850.0,193701.0,,1664569.0,,1268168.0,1505.0,,13050.0,532.0,1821.0,,27001.0,2302195.0,5616633.0,348400.0,102857.0,45498.0,1708390.0,17146192.0,48000.0,,1316407.0,172.0,0.0,202000.0,,910130.0,26995.0,842008.0,135600.0,562600.0,590600.0,1358337.0,172500.0,10530.0,8400.0,,266000.0,853400.0,2980.0,5710.0,12037.0,136000.0,,,,120000.0,2147490.0,260.0,10700.0,20600.0,255.0,1300.0,603105.0,732000.0,190274.0,,130.0,1090518.0,861193.0,74021.0,647082.0,16694896.0,2900.0,,40200.0,977.0,182340.0,359000.0,49000.0,,3728.0,1690.0,3715000.0,179300.0,418.0,807000.0,,5791280.0,,22050.0,1102430.0,1480.0,564119.0,16385484.0,26390544.0,430500.0,325.0,2334000.0,,1294517.0,454700.0,6617800.0,1550192.0,13747500.0,17096000.0,675344.0,,22220.0,77908.0,,2320234.0,14284877.0,148150000.0,15400.0,15485000.0,50000.0,1649300.0,6266641.0,40656.0,736827.0,18000.0,3942300.0,,570500.0,3129256.0,97000.0,40200.0,1030000.0,39320.0,,,150.0,41000.0,110.0,2944600.0,880000.0,3438000.0,38.0,,149508755.0,125500.0,,292925.0,544480.0,12848.0,159464.0,81341.0,,380240.0,1263922.0,5416100.0,6969.0,84580.0,1393945.0,2091700.0,184000.0,7105000.0,,17639.0,2000.0,6612800.0,13851.0,3001500.0,1061770.0,24375.0,2800.0,1125.0,1142863.0,635800.0,294.0,5700.0,125000.0,678036.0,1458.0,3617434.0,154043.0,,300884.0,,,345900.0
1981,72139008.0,477800.0,34000.0,20186.0,28388.0,12580.0,1220196.0,16000.0,88650.0,1147339.0,40000.0,23343.0,916893.0,54600.0,119100.0,27375018.0,,30140.0,10353.0,2646848.0,4369700.0,10856.0,219076.0,18286.0,223105.0,13000.0,,40400.0,1494000.0,1355000.0,4900.0,,13800.0,,1065161.0,3743320.0,700000.0,,26252.0,1611950.0,169305.0,310633.0,2774000.0,38316.0,1539650.0,6000.0,3287000.0,1205860.0,176987.0,,1785975.0,,976784.0,1515.0,,13500.0,590.0,1327.0,,27406.0,2306665.0,6481337.0,351540.0,96970.0,47054.0,1703286.0,18799392.0,48000.0,,1273062.0,181.0,0.0,246000.0,,1014260.0,14845.0,1052600.0,140575.0,575600.0,528207.0,1108549.0,219116.0,10720.0,8300.0,,273000.0,1048000.0,3436.0,5710.0,16465.0,144942.0,,,,135000.0,2090639.0,250.0,11300.0,24818.0,255.0,1300.0,593806.0,904000.0,214411.0,,130.0,1088812.0,869736.0,78695.0,563427.0,17927776.0,2900.0,,41400.0,1639.0,202244.0,374500.0,50000.0,,2650.0,1820.0,3715000.0,204900.0,360.0,810000.0,,5529160.0,,21290.0,1092450.0,1430.0,641895.0,15846193.0,42561648.0,455500.0,511.0,2436000.0,,1319667.0,470600.0,6438700.0,1662807.0,13852800.0,16620000.0,713525.0,,22570.0,74960.0,,2697295.0,16033410.0,134570000.0,15200.0,17040000.0,40000.0,1765000.0,6444723.0,58000.0,728997.0,18000.0,4447353.0,,529400.0,2783176.0,104100.0,34539.0,1090000.0,39840.0,,,150.0,49707.0,191.0,2899400.0,684000.0,4509000.0,30.0,,135678909.0,132620.0,,294694.0,399280.0,7408.0,236564.0,71198.0,,373400.0,1309779.0,5161900.0,7111.0,89080.0,1375617.0,2694100.0,188000.0,6214000.0,,41331.0,2000.0,6175300.0,8530.0,3001750.0,1131730.0,24989.0,2746.0,841.0,933698.0,642100.0,320.0,6400.0,125500.0,750700.0,1543.0,3767953.0,152081.0,,403151.0,,,346000.0
1982,78185008.0,601100.0,37000.0,18382.0,31600.0,12580.0,1428065.0,19000.0,90700.0,1160164.0,41200.0,24365.0,853419.0,58000.0,101200.0,27157876.0,,27484.0,10392.0,2780880.0,3777900.0,14300.0,245521.0,18485.0,183215.0,4100.0,,75100.0,1614112.0,1365000.0,9700.0,,13900.0,,1022696.0,3607586.0,740000.0,,26455.0,1461790.0,131424.0,279151.0,2636000.0,37400.0,1814029.0,6000.0,3202000.0,1036160.0,174244.0,,1925069.0,,1133248.0,1530.0,,13900.0,795.0,1286.0,,27476.0,2533405.0,7211861.0,393100.0,107956.0,50139.0,1786678.0,16704081.0,48000.0,,1309749.0,177.0,0.0,113000.0,,848550.0,12486.0,1229497.0,126560.0,581600.0,415102.0,971330.0,201530.0,9888.0,9000.0,,273000.0,959900.0,3557.0,5710.0,14140.0,158747.0,,,,110000.0,2598750.0,230.0,11350.0,25383.0,260.0,1300.0,613869.0,1040000.0,210537.0,,107.0,1168098.0,922577.0,83023.0,689509.0,17910641.0,3000.0,,41725.0,2509.0,207820.0,381800.0,54000.0,,3237.0,1950.0,3765000.0,243800.0,400.0,840000.0,,5283585.0,,22445.0,1043460.0,1440.0,629622.0,15031243.0,31950640.0,505500.0,381.0,2562000.0,,1341909.0,489000.0,6797000.0,1381178.0,14883500.0,17505000.0,737035.0,,26926.0,71550.0,,2590118.0,16784390.0,140100000.0,14000.0,16899800.0,40000.0,1910120.0,6218623.0,59000.0,624597.0,20000.0,5005608.0,,525600.0,2582881.0,93000.0,34692.0,1073000.0,41350.0,,,150.0,49225.0,26.0,2588500.0,869000.0,4810000.0,29.0,,141071730.0,137268.0,,291000.0,480080.0,7621.0,209148.0,85470.0,,343200.0,1120676.0,5780900.0,7090.0,88570.0,1399970.0,2400960.0,190000.0,6875000.0,,69343.0,1900.0,5660300.0,9750.0,3002000.0,1263602.0,26552.0,2712.0,566.0,1120335.0,648500.0,350.0,4800.0,126600.0,802280.0,1465.0,3960149.0,149112.0,,468812.0,,,347500.0
