,Kenya,"China, Taiwan Province of",Croatia,Syrian Arab Republic,Brazil,Australia,Nepal,Ethiopia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Republic of Korea,Kyrgyzstan,Yemen,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,Madagascar,Tajikistan,Ukraine,Israel,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,Uzbekistan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Portugal,Poland,"China, mainland",Russian Federation,Italy,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Germany,Armenia,Canada,Japan,Afghanistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Pakistan,Czechoslovakia,Czechia,Argentina,Paraguay,Georgia,India,Austria,Morocco,Bhutan,USSR,Mexico,Romania,Ecuador,Jordan,Tunisia,Albania,Turkmenistan,France,South Africa,Réunion,Netherlands,Belgium-Luxembourg,Slovakia,Republic of Moldova,Turkey
1990,-1.0,2260.0,-1.0,6900.0,20029.0,9950.0,1530.0,-1.0,-1.0,44100.0,260.0,12333.0,-1.0,777.0,11997.0,15000.0,-1.0,7660.0,-1.0,3000.0,-1.0,-1.0,2863.0,67.0,3025.0,-1.0,9516.0,-1.0,518260.0,-1.0,-1.0,1100.0,1300.0,-1.0,-1.0,16750.0,10000.0,-1.0,-1.0,16806.0,-1.0,516000.0,-1.0,97816.0,5807.0,5161.0,13750.0,-1.0,75.0,-1.0,4910.0,-1.0,4085.0,13900.0,1931.0,3836.0,2634.0,280.0,71900.0,2047.0,7794.0,84800.0,10194.0,2200.0,4070.0,-1.0,29500.0,278.0,-1.0,15500.0,2056.0,3300.0,-1.0,117000.0,35019.0,7200.0,1550.0,1573.0,15000.0,731.0,-1.0,29710.0,13021.0,65.0,-1,-1,-1.0,-1.0,21048.0
1991,-1.0,2244.0,-1.0,7000.0,19220.0,10300.0,1590.0,-1.0,-1.0,46500.0,220.0,11529.0,-1.0,790.0,12400.0,14300.0,-1.0,7530.0,-1.0,2900.0,-1.0,-1.0,3054.0,64.0,2650.0,-1.0,12566.0,-1.0,520244.0,-1.0,-1.0,1477.0,1447.0,-1.0,-1.0,17335.0,13000.0,-1.0,-1.0,16783.0,-1.0,518000.0,-1.0,99439.0,5873.0,4655.0,14410.0,-1.0,76.0,-1.0,4770.0,-1.0,4015.0,13500.0,1915.0,4218.0,548.0,300.0,73800.0,2100.0,8471.0,82840.0,12946.0,2937.0,4060.0,-1.0,31000.0,267.0,-1.0,16000.0,2222.0,3500.0,-1.0,108000.0,38184.0,7000.0,1520.0,1533.0,16000.0,326.0,-1.0,30220.0,14172.0,80.0,-1,-1,-1.0,-1.0,21400.0
1992,105.0,2388.0,1170.0,7800.0,19332.0,10840.0,1800.0,-1.0,831.0,49100.0,180.0,10635.0,700.0,817.0,12687.0,-1.0,-1.0,7680.0,647.0,3000.0,7700.0,20000.0,3270.0,64.0,2730.0,1200.0,16800.0,1400.0,575388.0,-1.0,-1.0,1285.0,1471.0,13000.0,-1.0,17075.0,12000.0,-1.0,3700.0,16793.0,-1.0,573000.0,8000.0,98612.0,5890.0,4221.0,14000.0,9300.0,78.0,-1.0,200.0,4900.0,4027.0,13300.0,1933.0,3500.0,562.0,350.0,73200.0,1847.0,9232.0,83320.0,14092.0,3127.0,8939.0,-1.0,32000.0,268.0,4000.0,17000.0,2539.0,3700.0,-1.0,-1.0,40060.0,6900.0,1500.0,1142.0,20000.0,315.0,2000.0,30233.0,15000.0,120.0,-1,-1,-1.0,18000.0,20700.0
1993,55.0,2634.0,1250.0,5000.0,18954.0,10820.0,1740.0,-1.0,747.0,50600.0,200.0,10548.0,700.0,836.0,12534.0,-1.0,3500.0,7990.0,658.0,3044.0,8000.0,11000.0,3300.0,63.0,2751.0,1100.0,21000.0,890.0,562634.0,-1.0,-1.0,1221.0,1500.0,14000.0,-1.0,17195.0,15000.0,-1.0,3200.0,15645.0,-1.0,560000.0,8000.0,99483.0,5940.0,4295.0,13054.0,9100.0,80.0,-1.0,200.0,4800.0,4021.0,12900.0,1900.0,3573.0,582.0,320.0,75900.0,1714.0,9752.0,81480.0,18060.0,3608.0,-1.0,2240.0,33000.0,269.0,3000.0,17500.0,2566.0,3900.0,-1.0,-1.0,41035.0,6800.0,1100.0,1101.0,22000.0,332.0,2000.0,30373.0,15586.0,46.0,-1,-1,1265.0,18500.0,20740.0
1994,50.0,2644.0,1350.0,4757.0,19765.0,11630.0,1137.0,-1.0,670.0,53400.0,212.0,10166.0,750.0,836.0,13011.0,-1.0,3513.0,8370.0,718.0,2962.0,8100.0,10000.0,3650.0,64.0,3500.0,905.0,25500.0,716.0,587644.0,-1.0,-1.0,1158.0,1550.0,14000.0,146.0,17480.0,15000.0,-1.0,3200.0,14065.0,-1.0,585000.0,8000.0,100570.0,6000.0,4328.0,14223.0,8900.0,81.0,-1.0,200.0,5300.0,3821.0,12500.0,1910.0,3600.0,618.0,650.0,75000.0,1381.0,9007.0,80970.0,15500.0,3724.0,-1.0,2300.0,34000.0,273.0,3000.0,18000.0,2566.0,4000.0,-1.0,-1.0,39550.0,6600.0,2200.0,1240.0,24371.0,275.0,2000.0,30200.0,14000.0,64.0,-1,-1,1160.0,19000.0,20870.0
1995,49.0,2683.0,1250.0,4900.0,20258.0,12410.0,1185.0,2.0,655.0,53500.0,190.0,10241.0,700.0,892.0,13853.0,-1.0,3509.0,8500.0,727.0,3002.0,9000.0,8000.0,3790.0,65.0,3600.0,700.0,29000.0,669.0,556683.0,-1.0,-1.0,1173.0,1600.0,13500.0,126.0,18360.0,11700.0,-1.0,2900.0,13312.0,-1.0,554000.0,8000.0,98736.0,6210.0,4641.0,12790.0,8700.0,83.0,-1.0,200.0,5000.0,3755.0,11100.0,1920.0,3700.0,580.0,760.0,74600.0,1443.0,8626.0,80380.0,16000.0,3915.0,-1.0,2190.0,33000.0,250.0,4000.0,18300.0,1989.0,3600.0,-1.0,-1.0,40726.0,6388.0,2200.0,1250.0,19700.0,225.0,2100.0,29818.0,16000.0,64.0,-1,-1,1117.0,17500.0,21310.0
1996,55.0,2847.0,1515.0,5148.0,17492.0,12580.0,1230.0,2.0,650.0,52900.0,200.0,10002.0,700.0,772.0,13895.0,-1.0,3504.0,9070.0,762.0,3042.0,8900.0,14500.0,3550.0,40.0,4000.0,1000.0,32500.0,607.0,502847.0,-1.0,-1.0,1129.0,1655.0,10500.0,154.0,18629.0,14600.0,-1.0,2400.0,11473.0,-1.0,500000.0,8000.0,96204.0,6260.0,5132.0,13344.0,11473.0,85.0,-1.0,200.0,4900.0,3322.0,10900.0,1975.0,3945.0,704.0,765.0,71300.0,1315.0,7821.0,80670.0,15940.0,4167.0,-1.0,2100.0,33050.0,230.0,4000.0,18500.0,1886.0,4400.0,-1.0,-1.0,39958.0,5886.0,2306.0,1290.0,20000.0,188.0,2500.0,27165.0,17000.0,64.0,-1,-1,1079.0,11000.0,21496.0
1997,55.0,2949.0,1190.0,5010.0,18309.0,12800.0,1265.0,4.0,893.0,46500.0,198.0,10892.0,700.0,709.0,14300.0,-1.0,3498.0,8800.0,799.0,3088.0,6100.0,20000.0,3610.0,60.0,3800.0,800.0,35635.0,500.0,459949.0,-1.0,-1.0,1100.0,1830.0,10500.0,273.0,17900.0,14800.0,-1.0,1900.0,11076.0,-1.0,457000.0,8000.0,95121.0,6260.0,5491.0,13000.0,8848.0,87.0,-1.0,200.0,3100.0,3179.0,10800.0,2009.0,4026.0,826.0,440.0,70500.0,1500.0,7844.0,78430.0,19474.0,4403.0,-1.0,1980.0,25284.0,210.0,2500.0,19203.0,1672.0,3900.0,-1.0,-1.0,36857.0,5318.0,2845.0,1362.0,19700.0,220.0,2173.0,26700.0,20000.0,62.0,-1,-1,922.0,10909.0,21940.0
1998,62.0,2912.0,1260.0,5100.0,21723.0,13000.0,1280.0,6.0,854.0,44700.0,190.0,12012.0,800.0,730.0,14200.0,-1.0,3492.0,9590.0,799.0,3172.0,6400.0,20500.0,3703.0,17.0,3200.0,1300.0,34658.0,640.0,439912.0,48.0,-1.0,1150.0,2600.0,8000.0,234.0,18200.0,7500.0,-1.0,600.0,10738.0,-1.0,437000.0,8000.0,93783.0,6260.0,4783.0,14500.0,9532.0,89.0,-1.0,200.0,2800.0,2693.0,10800.0,2047.0,4112.0,839.0,440.0,71247.0,1200.0,7854.0,79240.0,21170.0,4542.0,-1.0,1890.0,24600.0,229.0,2000.0,18921.0,1672.0,3700.0,-1.0,-1.0,39454.0,5022.0,2964.0,1362.0,19000.0,230.0,2400.0,24048.0,18135.0,60.0,-1,-1,954.0,9900.0,23860.0
1999,53.0,2496.0,1280.0,5200.0,22508.0,15000.0,1350.0,8.0,1300.0,44600.0,200.0,12942.0,800.0,733.0,16400.0,-1.0,3485.0,10000.0,799.0,3093.0,7500.0,15000.0,3853.0,16.0,3200.0,1300.0,36121.0,650.0,482496.0,40.0,500.0,1200.0,2800.0,9000.0,184.0,18003.0,10900.0,-1.0,800.0,10651.0,400.0,480000.0,8000.0,93453.0,6300.0,4531.0,14031.0,8000.0,90.0,-1.0,200.0,2839.0,2683.0,10800.0,2128.0,3500.0,878.0,480.0,70339.0,1400.0,7606.0,78078.0,24024.0,4800.0,-1.0,1900.0,23000.0,220.0,2000.0,20865.0,1672.0,4100.0,-1.0,-1.0,37257.0,5022.0,3332.0,1703.0,18000.0,230.0,2300.0,23745.0,22000.0,61.0,-1,-1,830.0,9200.0,24100.0
2000,22.0,2473.0,1320.0,5738.0,22039.0,22000.0,1400.0,10.0,1400.0,44800.0,190.0,13876.0,800.0,766.0,23343.0,-1.0,3490.0,9930.0,737.0,3045.0,9000.0,13800.0,4930.0,17.0,3341.0,1400.0,32725.0,850.0,467473.0,48.0,450.0,1250.0,2848.0,9500.0,216.0,17773.0,8700.0,-1.0,700.0,7149.0,441.0,465000.0,9000.0,92964.0,6500.0,4418.0,15000.0,7417.0,92.0,-1.0,200.0,3267.0,2622.0,10700.0,2312.0,3561.0,1475.0,420.0,72219.0,1343.0,7295.0,77249.0,24500.0,5459.0,-1.0,2400.0,24000.0,208.0,2110.0,21485.0,1667.0,4100.0,-1.0,-1.0,40866.0,3590.0,2997.0,1614.0,16960.0,230.0,2500.0,22816.0,20729.0,60.0,-1,-1,932.0,8739.0,24520.0
2001,31.0,2655.0,1300.0,5500.0,23129.0,18000.0,1450.0,12.0,1300.0,52500.0,201.0,14412.0,780.0,1007.0,19340.0,-1.0,3476.0,10840.0,737.0,3031.0,6900.0,12800.0,5550.0,16.0,1850.0,1400.0,32981.0,866.0,454905.0,37.0,512.0,1260.0,2848.0,10000.0,229.0,18100.0,10400.0,-1.0,650.0,7007.0,1057.0,452250.0,9500.0,92810.0,6272.0,4567.0,15065.0,7847.0,94.0,-1.0,200.0,3200.0,2600.0,10600.0,2292.0,3262.0,1246.0,430.0,69110.0,1340.0,4515.0,74470.0,25587.0,5748.0,-1.0,1850.0,23500.0,200.0,1890.0,26303.0,1667.0,4500.0,-1.0,-1.0,39214.0,3687.0,2864.0,1614.0,16500.0,360.0,1500.0,21804.0,20000.0,61.0,-1,-1,1217.0,7315.0,25400.0
2002,72.0,2695.0,1635.0,6000.0,23744.0,20000.0,1500.0,14.0,1250.0,43600.0,208.0,15598.0,691.0,1047.0,21336.0,-1.0,3460.0,10750.0,643.0,2965.0,8300.0,11300.0,5720.0,13.0,1601.0,1458.0,31368.0,860.0,549795.0,65.0,625.0,1300.0,2981.0,10000.0,242.0,19594.0,6760.0,-1.0,711.0,6697.0,500.0,547100.0,10000.0,92717.0,6000.0,4505.0,16000.0,7851.0,95.0,-1.0,100.0,3220.0,2758.0,10600.0,2277.0,3200.0,1443.0,420.0,77707.0,1336.0,4010.0,73997.0,25000.0,9186.0,-1.0,1770.0,23000.0,204.0,1000.0,27386.0,1122.0,3500.0,-1.0,-1.0,38600.0,3273.0,2753.0,1615.0,18000.0,400.0,2000.0,19834.0,15273.0,60.0,-1,-1,832.0,7080.0,26000.0
2003,68.0,2637.0,1089.0,5900.0,24507.0,22000.0,2550.0,16.0,1058.0,43800.0,213.0,15880.0,900.0,1060.0,23270.0,-1.0,3441.0,11500.0,643.0,3060.0,8620.0,10400.0,4880.0,12.0,1951.0,1570.0,31359.0,500.0,609837.0,60.0,583.0,1286.0,2810.0,9500.0,220.0,19815.0,8228.0,-1.0,593.0,6485.0,3763.0,607200.0,10000.0,89302.0,3500.0,4504.0,16270.0,10012.0,102.0,-1.0,101.0,3500.0,2893.0,10500.0,2611.0,2800.0,1505.0,700.0,78453.0,1270.0,6126.0,73665.0,25500.0,14746.0,-1.0,1680.0,25969.0,210.0,2500.0,30204.0,1122.0,4200.0,0.0,-1.0,43416.0,2892.0,2811.0,1579.0,21000.0,520.0,2200.0,19559.0,15000.0,58.0,-1,-1,787.0,6692.0,26600.0
2004,70.0,2667.0,1645.0,6300.0,23864.0,19000.0,1972.0,18.0,1300.0,43626.0,205.0,15566.0,900.0,1500.0,20270.0,-1.0,3533.0,12368.0,643.0,3081.0,7000.0,9500.0,3740.0,11.0,1951.0,1580.0,31761.0,1000.0,665567.0,110.0,639.0,1300.0,3000.0,9000.0,175.0,20068.0,8087.0,-1.0,602.0,6342.0,3703.0,662900.0,9300.0,89867.0,2787.0,4395.0,16830.0,10000.0,108.0,-1.0,103.0,5200.0,2809.0,10300.0,2400.0,2300.0,1072.0,680.0,78452.0,1270.0,6135.0,73738.0,27771.0,15061.0,-1.0,1785.0,26000.0,200.0,800.0,32237.0,1122.0,4400.0,700.0,-1.0,35126.0,3126.0,893.0,1580.0,23000.0,600.0,2000.0,18888.0,11000.0,58.0,-1,-1,778.0,6299.0,27300.0
2005,62.0,2702.0,1358.0,6500.0,23794.0,19500.0,1980.0,20.0,1250.0,43266.0,203.0,15014.0,1000.0,2366.0,20481.0,-1.0,3533.0,13619.0,643.0,3124.0,8500.0,8800.0,3870.0,11.0,2094.0,1657.0,32000.0,1200.0,679802.0,70.0,926.0,1326.0,3100.0,10000.0,196.0,19700.0,8241.0,-1.0,800.0,6262.0,3291.0,677100.0,9000.0,87132.0,2860.0,4281.0,18164.0,9283.0,114.0,-1.0,104.0,5400.0,2501.0,10300.0,2300.0,1800.0,1320.0,714.0,79077.0,981.0,5995.0,71844.0,34446.0,15231.0,-1.0,1685.0,26214.0,200.0,2000.0,32109.0,1064.0,4500.0,1000.0,-1.0,36921.0,2689.0,1878.0,1707.0,16710.0,680.0,1900.0,17956.0,10853.0,60.0,-1,-1,683.0,6231.0,27800.0
2006,58.0,2695.0,1370.0,6588.0,22453.0,19750.0,1990.0,20.0,1425.0,43141.0,201.0,13383.0,1000.0,2356.0,20750.0,-1.0,3533.0,15913.0,643.0,3200.0,8500.0,8000.0,2280.0,12.0,2250.0,2116.0,32930.0,1600.0,672195.0,120.0,1048.0,1367.0,3400.0,8836.0,256.0,19700.0,6662.0,720.0,400.0,5925.0,3210.0,669500.0,9000.0,85812.0,3000.0,3844.0,18195.0,-1.0,120.0,9000.0,104.0,5700.0,2734.0,10300.0,2100.0,1000.0,1700.0,750.0,80258.0,1000.0,5907.0,69347.0,38070.0,15396.0,-1.0,1212.0,25000.0,199.0,1000.0,33395.0,921.0,4600.0,915.0,-1.0,41637.0,1973.0,1900.0,1706.0,17000.0,900.0,1616.0,16586.0,10358.0,60.0,-1,-1,751.0,5977.0,27700.0
2007,55.0,2630.0,1409.0,6660.0,22398.0,20000.0,1993.0,21.0,1300.0,43318.0,200.0,13188.0,1300.0,2437.0,20904.0,-1.0,2690.0,16684.0,513.0,3500.0,9800.0,7500.0,2300.0,13.0,2139.0,2247.0,33360.0,1602.0,699630.0,50.0,954.0,1397.0,3550.0,8500.0,347.0,20000.0,6740.0,700.0,300.0,4373.0,3310.0,697000.0,9000.0,86017.0,3873.0,4214.0,18667.0,-1.0,130.0,10000.0,105.0,4532.0,2974.0,10200.0,1920.0,900.0,2022.0,764.0,80587.0,904.0,6241.0,63823.0,85463.0,15624.0,-1.0,1032.0,26000.0,199.0,1600.0,35383.0,881.0,4992.0,1150.0,-1.0,41733.0,1785.0,1950.0,1357.0,17000.0,783.0,2500.0,15508.0,10600.0,62.0,-1,-1,718.0,5807.0,29400.0
2008,49.0,2686.0,1536.0,6800.0,21320.0,20083.0,1998.0,22.0,1517.0,42600.0,199.0,12638.0,3500.0,2515.0,20973.0,-1.0,2690.0,17039.0,513.0,3475.0,10000.0,6700.0,2160.0,13.0,2193.0,2406.0,33604.0,1700.0,697786.0,103.0,1131.0,1414.0,3700.0,8400.0,344.0,20100.0,6487.0,673.0,300.0,4007.0,3176.0,695100.0,5400.0,86062.0,4699.0,4513.0,19727.0,-1.0,135.0,10000.0,110.0,4269.0,3170.0,10100.0,1920.0,700.0,1965.0,635.0,75425.0,890.0,6000.0,63252.0,51311.0,15774.0,-1.0,948.0,25525.0,201.0,3400.0,36004.0,849.0,4900.0,1200.0,-1.0,40253.0,1610.0,2000.0,2357.0,16800.0,1100.0,2400.0,15118.0,11400.0,63.0,-1,-1,710.0,5641.0,28200.0
2009,49.0,2483.0,1601.0,6875.0,19043.0,17880.0,2006.0,23.0,1359.0,41800.0,200.0,12967.0,3300.0,2568.0,18747.0,-1.0,2655.0,17750.0,509.0,3543.0,10000.0,6100.0,2160.0,12.0,1976.0,2480.0,33917.0,2000.0,705783.0,107.0,1470.0,1419.0,3200.0,9000.0,316.0,21000.0,6525.0,700.0,350.0,3651.0,3354.0,703300.0,5500.0,93061.0,5854.0,4853.0,20264.0,-1.0,133.0,12000.0,103.0,4283.0,2278.0,10100.0,1675.0,500.0,1900.0,724.0,76730.0,867.0,6000.0,60351.0,30000.0,15349.0,-1.0,960.0,27421.0,201.0,3500.0,36497.0,867.0,5316.0,1234.0,-1.0,43422.0,1711.0,2200.0,2357.0,16500.0,1300.0,2000.0,14113.0,10000.0,63.0,-1,-1,669.0,5306.0,27900.0
2010,34.0,2359.0,1995.0,7128.0,20290.0,16035.0,2082.0,25.0,1303.0,43600.0,201.0,13908.0,3300.0,2663.0,16746.0,-1.0,2688.0,18378.0,442.0,3587.0,10200.0,6000.0,2070.0,13.0,2220.0,2760.0,33017.0,2005.0,712334.0,70.0,1452.0,1600.0,3559.0,9400.0,366.0,19301.0,5873.0,700.0,500.0,3711.0,3378.0,709975.0,5500.0,90259.0,5625.0,4934.0,20740.0,-1.0,135.0,11000.0,85.0,4317.0,2553.0,10000.0,1675.0,400.0,2212.0,534.0,82717.0,710.0,5524.0,59461.0,20786.0,15096.0,-1.0,962.0,25792.0,202.0,1279.0,37000.0,840.0,5497.0,1050.0,-1.0,41648.0,1964.0,1865.0,2357.0,15879.0,997.0,1850.0,13265.0,10051.0,62.0,-1,-1,653.0,5036.0,28773.0
2011,58.0,2345.0,1912.0,6699.0,20148.0,14382.0,2089.0,27.0,1145.0,43800.0,202.0,13795.0,2500.0,3413.0,15219.0,-1.0,2730.0,19091.0,468.0,3603.0,10500.0,6100.0,2070.0,13.0,2490.0,2881.0,31255.0,1920.0,716962.0,130.0,1490.0,1587.0,2942.0,13740.0,359.0,19235.0,5809.0,700.0,500.0,3711.0,3461.0,714617.0,5500.0,88580.0,5685.0,5079.0,21000.0,-1.0,139.0,12000.0,70.0,4509.0,2692.0,9980.0,1877.0,362.0,2428.0,540.0,81374.0,837.0,5645.0,56810.0,17056.0,15409.0,-1.0,743.0,25644.0,202.0,4046.0,36897.0,840.0,5395.0,1794.0,-1.0,36213.0,2068.0,1528.0,2357.0,15554.0,870.0,2258.0,12921.0,9202.0,59.0,-1,-1,522.0,5385.0,26894.0
2012,55.0,2319.0,1859.0,6674.0,19155.0,14664.0,2340.0,28.0,1129.0,43572.0,205.0,14357.0,2000.0,3851.0,15525.0,-1.0,2656.0,23249.0,408.0,3500.0,10700.0,5900.0,2660.0,13.0,2015.0,2970.0,26611.0,1708.0,720352.0,60.0,1688.0,1600.0,2909.0,10938.0,368.0,19229.0,5770.0,730.0,365.0,3783.0,3355.0,718033.0,5500.0,71012.0,6085.0,5207.0,21500.0,-1.0,135.0,12000.0,68.0,4434.0,2671.0,9950.0,1882.0,390.0,2452.0,560.0,83997.0,861.0,4103.0,52059.0,15877.0,14016.0,-1.0,671.0,25721.0,200.0,1505.0,37500.0,703.0,5636.0,1108.0,-1.0,33216.0,2028.0,1311.0,2357.0,15550.0,978.0,2242.0,12018.0,10247.0,59.0,-1,-1,509.0,5795.0,28362.0
2013,58.0,2300.0,1557.0,6611.0,18091.0,13337.0,1992.0,25.0,1376.0,45400.0,205.0,14633.0,2500.0,4254.0,14220.0,-1.0,2796.0,23327.0,393.0,3500.0,11200.0,5800.0,3396.0,13.0,1838.0,3158.0,24937.0,1837.0,724440.0,50.0,1804.0,1721.0,2826.0,12231.0,362.0,19185.0,5640.0,94.0,285.0,3649.0,2944.0,722140.0,5500.0,75824.0,6083.0,5374.0,21500.0,-1.0,147.0,8012.0,63.0,4581.0,2462.0,9890.0,2132.0,400.0,2553.0,408.0,84378.0,883.0,3800.0,50784.0,23635.0,14333.0,-1.0,630.0,25733.0,201.0,5027.0,37500.0,748.0,6454.0,583.0,-1.0,34010.0,2036.0,1264.0,2354.0,15690.0,1130.0,2249.0,11117.0,9795.0,59.0,-1,-1,487.0,5831.0,43831.0
2014,69.0,2286.0,1231.0,6636.0,18206.0,10067.0,1921.0,26.0,1430.0,50270.0,201.0,15539.0,2600.0,4648.0,10889.0,-1.0,2796.0,19438.0,358.0,3495.0,11600.0,3700.0,3511.0,12.0,1604.0,3436.0,25648.0,1925.0,728354.0,55.0,1995.0,1569.0,2755.0,12802.0,371.0,18137.0,5710.0,95.0,281.0,3610.0,2662.0,726068.0,5700.0,74478.0,6342.0,5542.0,22182.0,-1.0,155.0,8012.0,58.0,4582.0,2343.0,9850.0,2377.0,420.0,2264.0,444.0,86118.0,822.0,3139.0,50602.0,24408.0,13988.0,-1.0,584.0,25745.0,194.0,5244.0,37800.0,762.0,6906.0,423.0,-1.0,31195.0,1797.0,1275.0,2518.0,14960.0,1064.0,2257.0,10400.0,9361.0,58.0,-1,-1,426.0,5208.0,44070.0
