,"China, Taiwan Province of",Niue,Zambia,Tonga,Syrian Arab Republic,Brazil,Nepal,Ethiopia,Denmark,Liberia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Bahamas,Mongolia,Guatemala,Latvia,Slovenia,Croatia,Madagascar,Tajikistan,Tokelau,Luxembourg,Guinea,Botswana,Saudi Arabia,Fiji,Sweden,Pacific Islands Trust Territory,Equatorial Guinea,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Bosnia and Herzegovina,China,Colombia,Libya,Brunei Darussalam,Guinea-Bissau,Montenegro,Kazakhstan,Estonia,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Costa Rica,Seychelles,Germany,Melanesia,Georgia,Serbia and Montenegro,Cameroon,Grenada,Dominican Republic,Guadeloupe,El Salvador,Cook Islands,Canada,Spain,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,Antigua and Barbuda,New Zealand,Belize,Czechia,Faroe Islands,Nigeria,Egypt,Kyrgyzstan,Argentina,Kiribati,Democratic People's Republic of Korea,Cuba,Cabo Verde,Bahrain,Morocco,Ethiopia PDR,Gabon,USSR,Romania,Ecuador,Jordan,Mexico,Albania,Slovakia,Jamaica,Trinidad and Tobago,Polynesia,United Arab Emirates,Indonesia,Samoa,Thailand,Lithuania,Finland,Netherlands,Oman,Angola,Norway,Guam,Turkey,Burundi,"China, Hong Kong SAR",Belarus,Iceland,Myanmar,Burkina Faso,Saint Kitts and Nevis,Philippines,Martinique,Lao People's Democratic Republic,Australia,United Republic of Tanzania,Maldives,Tunisia,Zimbabwe,Yugoslav SFR,Republic of Korea,Australia & New Zealand,Papua New Guinea,Rwanda,Mozambique,Barbados,French Polynesia,Algeria,Senegal,Saint Lucia,Vanuatu,Haiti,Dominica,Belgium,Chad,Wallis and Futuna Islands,Lesotho,American Samoa,Comoros,Uruguay,Italy,Panama,Sudan (former),Armenia,Lebanon,Uzbekistan,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Portugal,Micronesia,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Uganda,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Czechoslovakia,Serbia,Malaysia,Israel,Malta,South Sudan,Namibia,Benin,United Kingdom,Japan,Bermuda,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Somalia,Pakistan,Kuwait,French Guiana,Suriname,Cambodia,Timor-Leste,Paraguay,India,Austria,Niger,Bhutan,Congo,Qatar,Cayman Islands,Honduras,Puerto Rico,Viet Nam,Ireland,Côte d'Ivoire,Gambia,Turkmenistan,Solomon Islands,South Africa,Singapore,Sierra Leone,Réunion,Montserrat,Ghana,Mauritania,Swaziland,Republic of Moldova,Belgium-Luxembourg
1961,137184.0,63380.0,65636.0,91559.0,120400.0,119686.0,55102.0,-1.0,206013.0,58078.0,71226.0,72529.0,66903.0,-1.0,57055.0,52033.0,96471.0,43499.0,-1.0,-1.0,-1.0,56762.0,-1.0,200000.0,-1.0,75965.0,50000.0,85714.0,75633.0,176300.0,65921.0,30952.0,243000.0,70592.0,-1.0,33588.0,-1.0,74781.0,73910.0,46667.0,54693.0,61538.0,-1.0,-1.0,-1.0,77662.0,92612.0,68077.0,160992.0,114068.0,57282.0,71052.0,57467.0,180590.0,69382.0,-1.0,-1.0,44783.0,52110.0,61207.0,117837.0,70567.0,208038.0,160960.0,118377.0,86667.0,100000.0,-1.0,33171.0,210557.0,160000.0,-1.0,128667.0,85540.0,174185.0,-1.0,103744.0,86567.0,113636.0,47312.0,31429.0,200000.0,100046.0,34038.0,51169.0,94965.0,95604.0,79550.0,78947.0,68619.0,72134.0,-1.0,109841.0,95896.0,91589.0,-1.0,71974.0,68940.0,169005.0,-1.0,137394.0,280396.0,-1.0,36821.0,229302.0,91875.0,95542.0,68271.0,87190.0,-1.0,185714.0,30270.0,29281.0,26067.0,50316.0,107547.0,72500.0,123049.0,50025.0,44749.0,70000.0,38039.0,84676.0,128172.0,143346.0,65924.0,66353.0,34834.0,95567.0,144242.0,106217.0,41676.0,36702.0,225455.0,41709.0,95224.0,-1.0,56864.0,92453.0,150000.0,57566.0,52688.0,58628.0,104066.0,76998.0,34578.0,-1.0,80472.0,-1.0,-1.0,-1.0,87727.0,95921.0,73788.0,70278.0,160340.0,73457.0,-1.0,38824.0,36567.0,-1.0,53385.0,62091.0,56983.0,103961.0,-1.0,80732.0,191031.0,76908.0,-1.0,82353.0,61394.0,224785.0,182158.0,103810.0,76000.0,79337.0,118075.0,64000.0,107318.0,207287.0,100000.0,64646.0,-1.0,100000.0,75911.0,-1.0,89286.0,81127.0,113966.0,35816.0,135947.0,73264.0,197806.0,87329.0,64583.0,49427.0,-1.0,-1.0,47215.0,30612.0,60288.0,248733.0,39525.0,50199.0,-1.0,95598.0,64665.0,93125.0,26689.0,98095.0,25000.0,74333.0,22131.0,53348.0,-1.0,261053.0
1962,131473.0,60094.0,67369.0,100592.0,108995.0,123213.0,55061.0,-1.0,187106.0,58078.0,71718.0,72358.0,67548.0,-1.0,57988.0,51969.0,53111.0,34107.0,-1.0,-1.0,-1.0,57108.0,-1.0,206250.0,-1.0,76551.0,50000.0,86667.0,75272.0,187800.0,66730.0,30952.0,230000.0,72887.0,-1.0,33173.0,-1.0,78710.0,77829.0,50000.0,54839.0,61538.0,-1.0,-1.0,-1.0,83839.0,94367.0,90135.0,155289.0,112203.0,58476.0,72028.0,58933.0,225080.0,69898.0,-1.0,-1.0,46525.0,51981.0,60484.0,116803.0,73372.0,210526.0,182152.0,102161.0,76667.0,100000.0,-1.0,32955.0,210194.0,170000.0,-1.0,138739.0,78775.0,156269.0,-1.0,89642.0,85294.0,114545.0,45518.0,34930.0,200000.0,94873.0,34017.0,50649.0,80218.0,85217.0,85669.0,62644.0,81827.0,54341.0,-1.0,113845.0,93282.0,96388.0,-1.0,73455.0,68941.0,166597.0,-1.0,129031.0,304970.0,-1.0,33254.0,182461.0,75400.0,108707.0,68060.0,95567.0,-1.0,142857.0,27795.0,20783.0,26067.0,50339.0,108679.0,58182.0,139596.0,50638.0,47933.0,70345.0,39043.0,80807.0,125686.0,155632.0,66466.0,69866.0,36836.0,113565.0,144578.0,100000.0,43260.0,39795.0,227273.0,41953.0,95283.0,-1.0,56354.0,92453.0,150000.0,57599.0,53261.0,43259.0,94868.0,75047.0,35560.0,-1.0,100000.0,-1.0,-1.0,-1.0,83859.0,86731.0,73085.0,71142.0,129951.0,77616.0,-1.0,39800.0,39607.0,-1.0,52808.0,62511.0,58152.0,98901.0,-1.0,85326.0,209014.0,76955.0,-1.0,83333.0,55688.0,227373.0,179239.0,86283.0,76000.0,87419.0,134072.0,64932.0,83512.0,203932.0,100000.0,65683.0,-1.0,100000.0,93448.0,-1.0,94595.0,83677.0,97552.0,35152.0,134354.0,67669.0,190451.0,86180.0,64286.0,49616.0,-1.0,-1.0,48847.0,33055.0,59275.0,250074.0,39079.0,50199.0,-1.0,97959.0,57806.0,104463.0,26645.0,100000.0,25000.0,74286.0,23171.0,50988.0,-1.0,291415.0
1963,92844.0,61033.0,68135.0,103383.0,89819.0,126526.0,55906.0,-1.0,208267.0,59100.0,81090.0,74108.0,67932.0,-1.0,59467.0,54887.0,77778.0,35000.0,-1.0,-1.0,-1.0,61694.0,-1.0,212500.0,-1.0,71625.0,51667.0,86667.0,74026.0,232420.0,66730.0,35000.0,265000.0,56074.0,-1.0,33172.0,-1.0,82007.0,66335.0,50400.0,46628.0,61538.0,-1.0,-1.0,-1.0,125719.0,71773.0,87382.0,189265.0,111167.0,60000.0,72760.0,60133.0,231439.0,69891.0,-1.0,-1.0,44931.0,52227.0,61310.0,116360.0,75200.0,208726.0,179741.0,123771.0,81333.0,100000.0,-1.0,32766.0,198482.0,181818.0,-1.0,142769.0,86340.0,173486.0,-1.0,92655.0,84058.0,114607.0,45024.0,32778.0,200000.0,90562.0,35142.0,50685.0,84530.0,81130.0,76615.0,78981.0,81828.0,76758.0,-1.0,119147.0,95662.0,97986.0,-1.0,69097.0,69822.0,149254.0,-1.0,159426.0,287836.0,-1.0,34385.0,235806.0,89462.0,114217.0,67609.0,91438.0,-1.0,126761.0,33422.0,33846.0,25652.0,52335.0,107308.0,60000.0,146879.0,51710.0,47987.0,82857.0,39602.0,87720.0,131447.0,157279.0,66408.0,45375.0,34862.0,101723.0,141818.0,92466.0,47154.0,39246.0,229091.0,42405.0,95719.0,-1.0,57124.0,92453.0,150000.0,57747.0,54348.0,52318.0,113879.0,73084.0,35756.0,-1.0,107121.0,-1.0,-1.0,-1.0,95552.0,104963.0,73567.0,71749.0,157986.0,81742.0,-1.0,39444.0,39384.0,-1.0,53049.0,61674.0,59259.0,129640.0,-1.0,79773.0,211219.0,90659.0,-1.0,84444.0,55600.0,215449.0,189144.0,84528.0,76000.0,89695.0,93018.0,63700.0,96253.0,214229.0,112903.0,66408.0,-1.0,97368.0,91564.0,-1.0,110507.0,80977.0,98319.0,35680.0,134906.0,75309.0,217780.0,89956.0,64508.0,48490.0,-1.0,-1.0,50479.0,34509.0,59260.0,237509.0,36031.0,50800.0,-1.0,101243.0,65521.0,102230.0,26759.0,100000.0,25000.0,72441.0,23171.0,54459.0,-1.0,267898.0
1964,134921.0,63380.0,67576.0,101950.0,99387.0,130463.0,56068.0,-1.0,223073.0,58487.0,93285.0,72817.0,66361.0,-1.0,60234.0,58394.0,85185.0,37681.0,-1.0,-1.0,-1.0,61900.0,-1.0,194444.0,-1.0,76316.0,53333.0,87500.0,73769.0,213757.0,89806.0,36111.0,268000.0,73771.0,-1.0,32334.0,-1.0,73568.0,78624.0,50000.0,36135.0,61538.0,-1.0,-1.0,-1.0,119199.0,75536.0,78632.0,167369.0,109677.0,61000.0,73616.0,61333.0,209811.0,70582.0,-1.0,-1.0,42062.0,52096.0,62054.0,124002.0,74919.0,206977.0,190517.0,116800.0,86000.0,100000.0,-1.0,33265.0,198044.0,175000.0,-1.0,123306.0,83548.0,172665.0,-1.0,88553.0,78472.0,114222.0,43393.0,34722.0,200000.0,103342.0,35241.0,48767.0,109934.0,82285.0,76273.0,67702.0,83590.0,90389.0,-1.0,111092.0,88456.0,97366.0,-1.0,71772.0,69980.0,145947.0,-1.0,119578.0,329901.0,-1.0,35216.0,164064.0,103889.0,117167.0,67647.0,64441.0,-1.0,119718.0,34037.0,32129.0,25652.0,54548.0,107117.0,70000.0,138172.0,52204.0,45349.0,79077.0,40847.0,81586.0,179503.0,151915.0,67303.0,45565.0,36215.0,94628.0,141916.0,70342.0,48415.0,38964.0,220870.0,42425.0,95246.0,-1.0,55892.0,92453.0,150000.0,58255.0,56044.0,44012.0,107858.0,73545.0,33616.0,-1.0,107787.0,-1.0,-1.0,-1.0,95575.0,103061.0,85715.0,72405.0,169141.0,72117.0,-1.0,41389.0,40164.0,-1.0,55035.0,65939.0,60309.0,155957.0,-1.0,76847.0,236227.0,70138.0,-1.0,84211.0,60221.0,225343.0,184460.0,84298.0,76800.0,86883.0,139711.0,63825.0,121995.0,200103.0,109375.0,65830.0,-1.0,100000.0,91835.0,-1.0,80189.0,74460.0,91978.0,33299.0,135390.0,79480.0,218247.0,91377.0,64720.0,48990.0,-1.0,-1.0,51990.0,32743.0,58170.0,206837.0,36184.0,46154.0,-1.0,102335.0,69524.0,103882.0,26497.0,100000.0,25000.0,72233.0,24096.0,52400.0,-1.0,343142.0
1965,133381.0,66489.0,68697.0,101349.0,110004.0,131641.0,63498.0,-1.0,230659.0,59100.0,92742.0,82936.0,67800.0,-1.0,64658.0,60839.0,90370.0,39688.0,-1.0,-1.0,-1.0,66825.0,-1.0,200000.0,-1.0,73225.0,53333.0,87500.0,74132.0,248470.0,91765.0,36111.0,231003.0,56533.0,-1.0,38968.0,-1.0,94065.0,75852.0,41095.0,34820.0,61538.0,-1.0,-1.0,-1.0,95788.0,62139.0,71909.0,195147.0,113968.0,62321.0,73339.0,61333.0,205188.0,70650.0,-1.0,-1.0,44805.0,51885.0,61479.0,100476.0,79221.0,210094.0,173135.0,111025.0,88000.0,100000.0,-1.0,34400.0,214901.0,169231.0,-1.0,128739.0,87438.0,186906.0,-1.0,117459.0,70440.0,112609.0,45145.0,33611.0,200000.0,104729.0,35394.0,49730.0,102968.0,70388.0,87843.0,96341.0,84549.0,57544.0,-1.0,116937.0,88901.0,97207.0,-1.0,68697.0,70845.0,142269.0,-1.0,172957.0,258898.0,-1.0,35645.0,234752.0,156212.0,115790.0,67398.0,78400.0,-1.0,176056.0,35680.0,32400.0,25745.0,55682.0,107343.0,70690.0,144771.0,52618.0,45406.0,82429.0,40844.0,69435.0,168208.0,164180.0,67103.0,48462.0,36239.0,84315.0,142012.0,81919.0,40854.0,39102.0,216949.0,42276.0,95342.0,-1.0,53634.0,92453.0,150000.0,57805.0,57778.0,44178.0,102378.0,76490.0,34600.0,-1.0,119276.0,-1.0,-1.0,-1.0,77551.0,87286.0,84342.0,73205.0,154293.0,93135.0,-1.0,41316.0,37269.0,-1.0,54738.0,67802.0,59804.0,164494.0,-1.0,81153.0,215597.0,55540.0,-1.0,85263.0,57884.0,253354.0,186386.0,100682.0,79200.0,86113.0,164611.0,56041.0,77950.0,221505.0,106061.0,67905.0,-1.0,100000.0,93660.0,-1.0,81343.0,72810.0,109091.0,35790.0,134258.0,93883.0,175672.0,82618.0,65217.0,49264.0,-1.0,-1.0,53996.0,33271.0,58378.0,233583.0,36000.0,40000.0,-1.0,104956.0,65231.0,100576.0,31213.0,105882.0,25000.0,92394.0,24096.0,51881.0,-1.0,300459.0
1966,145851.0,63564.0,67516.0,101466.0,91942.0,129526.0,62885.0,-1.0,247719.0,59350.0,96799.0,90439.0,67226.0,-1.0,61867.0,63265.0,69310.0,37246.0,-1.0,-1.0,-1.0,62098.0,-1.0,205556.0,-1.0,74355.0,54098.0,88235.0,74398.0,249333.0,86667.0,34737.0,269000.0,55580.0,-1.0,27275.0,-1.0,98202.0,74635.0,44945.0,25869.0,61538.0,-1.0,-1.0,-1.0,154541.0,55633.0,122628.0,197618.0,113445.0,63274.0,73537.0,62533.0,222060.0,72301.0,-1.0,-1.0,46101.0,52938.0,62169.0,101314.0,77721.0,184314.0,191462.0,118154.0,90667.0,100000.0,-1.0,35000.0,207757.0,164286.0,-1.0,159802.0,88814.0,159753.0,-1.0,94057.0,71687.0,112609.0,45914.0,33739.0,200000.0,105408.0,35722.0,49167.0,104687.0,105638.0,82606.0,119149.0,89149.0,87322.0,-1.0,97271.0,90019.0,97083.0,-1.0,69332.0,70826.0,144203.0,-1.0,157518.0,315597.0,-1.0,35119.0,244297.0,136364.0,116591.0,66963.0,73500.0,-1.0,87350.0,32033.0,34400.0,25833.0,56417.0,107192.0,78947.0,166238.0,53806.0,47755.0,85000.0,39309.0,96877.0,162161.0,176826.0,69247.0,76178.0,36287.0,84049.0,143192.0,66768.0,38224.0,38929.0,216667.0,41979.0,95187.0,-1.0,50388.0,92453.0,140000.0,57837.0,57609.0,56863.0,111429.0,76907.0,34600.0,-1.0,126526.0,-1.0,-1.0,-1.0,105474.0,90440.0,81904.0,74550.0,168897.0,97161.0,-1.0,41282.0,40576.0,-1.0,55288.0,66206.0,64705.0,133984.0,-1.0,80721.0,245008.0,63861.0,-1.0,85789.0,66553.0,243710.0,182975.0,134175.0,80556.0,85948.0,159196.0,61656.0,123210.0,222417.0,84063.0,68458.0,-1.0,100000.0,91261.0,-1.0,83193.0,64473.0,102890.0,36760.0,135808.0,91862.0,220157.0,69601.0,65402.0,50128.0,-1.0,38889.0,55364.0,33893.0,58043.0,247610.0,38760.0,40000.0,-1.0,103359.0,84310.0,100496.0,32427.0,115789.0,25000.0,85390.0,24096.0,53493.0,-1.0,280641.0
1967,155663.0,68571.0,67388.0,100904.0,113429.0,133399.0,65918.0,-1.0,237091.0,59473.0,106183.0,103292.0,68250.0,-1.0,49401.0,65232.0,60000.0,37391.0,-1.0,-1.0,-1.0,62340.0,-1.0,211111.0,-1.0,72096.0,54098.0,86667.0,75190.0,256129.0,84783.0,34737.0,296000.0,50863.0,-1.0,28220.0,-1.0,106170.0,75252.0,45316.0,25725.0,61538.0,-1.0,-1.0,-1.0,160970.0,75653.0,89351.0,201900.0,114017.0,64087.0,73080.0,63467.0,253808.0,72011.0,-1.0,-1.0,38476.0,52190.0,61591.0,104017.0,81351.0,181922.0,171774.0,119378.0,98000.0,100000.0,-1.0,34355.0,271094.0,165517.0,-1.0,141386.0,89661.0,174559.0,-1.0,110357.0,76471.0,113043.0,45843.0,43177.0,200000.0,85489.0,35672.0,49307.0,114589.0,96132.0,93158.0,135294.0,97946.0,72367.0,-1.0,102331.0,91169.0,96587.0,-1.0,66360.0,70768.0,145326.0,-1.0,136527.0,350287.0,-1.0,36018.0,200998.0,137500.0,117257.0,67482.0,73333.0,-1.0,130420.0,38263.0,34444.0,30353.0,53473.0,107167.0,77419.0,161829.0,56516.0,47804.0,92824.0,40481.0,85152.0,114781.0,180622.0,69117.0,78620.0,35347.0,90676.0,144432.0,63501.0,38881.0,39786.0,208800.0,42064.0,95026.0,-1.0,47538.0,97315.0,140000.0,57916.0,57778.0,49638.0,118598.0,74992.0,33109.0,-1.0,116562.0,-1.0,-1.0,-1.0,93284.0,107359.0,83243.0,74809.0,175885.0,104984.0,-1.0,40476.0,49492.0,-1.0,56753.0,69495.0,74506.0,148325.0,-1.0,81931.0,212190.0,71211.0,-1.0,86842.0,71963.0,251130.0,186789.0,117113.0,81890.0,75796.0,156801.0,60794.0,113949.0,223694.0,120857.0,68118.0,-1.0,100000.0,89219.0,-1.0,96838.0,46806.0,93427.0,37389.0,144769.0,89090.0,227819.0,73409.0,65577.0,47909.0,-1.0,40000.0,54049.0,34999.0,58367.0,270542.0,38765.0,35000.0,-1.0,104694.0,93666.0,100746.0,32568.0,119355.0,25000.0,89302.0,25100.0,53419.0,-1.0,353097.0
1968,143818.0,69043.0,66559.0,99551.0,113957.0,136558.0,55944.0,-1.0,255854.0,60486.0,111398.0,103870.0,69500.0,-1.0,57790.0,67532.0,81935.0,37531.0,-1.0,-1.0,-1.0,65049.0,-1.0,195000.0,-1.0,71555.0,55738.0,86667.0,74518.0,263897.0,85106.0,31905.0,300000.0,54478.0,-1.0,29137.0,-1.0,109296.0,75715.0,51317.0,28038.0,64286.0,-1.0,-1.0,-1.0,168990.0,80111.0,89168.0,213276.0,117879.0,64872.0,73172.0,60000.0,239100.0,71466.0,-1.0,-1.0,39893.0,51954.0,60894.0,117982.0,76667.0,207283.0,194680.0,118981.0,100000.0,100000.0,-1.0,37576.0,288753.0,170543.0,-1.0,154479.0,83274.0,176462.0,-1.0,98448.0,83333.0,113478.0,47031.0,50421.0,200000.0,80100.0,35810.0,49231.0,123098.0,111996.0,95689.0,58491.0,97046.0,72483.0,-1.0,91580.0,95270.0,95577.0,-1.0,69372.0,70314.0,151494.0,-1.0,140806.0,343700.0,-1.0,36357.0,239758.0,140244.0,121879.0,67262.0,81667.0,-1.0,164824.0,48447.0,39447.0,30805.0,52374.0,106849.0,78788.0,155810.0,54925.0,47806.0,70588.0,40000.0,87006.0,135674.0,180723.0,68280.0,70042.0,35304.0,96662.0,145143.0,68023.0,36004.0,40327.0,209375.0,42140.0,95349.0,-1.0,45341.0,97407.0,140000.0,63366.0,58889.0,39080.0,124425.0,78104.0,33263.0,-1.0,100389.0,-1.0,-1.0,-1.0,91164.0,99261.0,86681.0,75229.0,184880.0,108420.0,-1.0,41860.0,47922.0,-1.0,71231.0,66120.0,86758.0,175551.0,-1.0,80638.0,228838.0,72795.0,-1.0,86842.0,75523.0,246542.0,198768.0,115955.0,81439.0,74584.0,155934.0,61651.0,118956.0,227884.0,117778.0,67884.0,-1.0,100000.0,94313.0,-1.0,86667.0,49761.0,97240.0,38994.0,145413.0,98367.0,266661.0,74007.0,65565.0,47294.0,-1.0,40000.0,61746.0,37429.0,57682.0,273960.0,39492.0,38500.0,-1.0,105943.0,112885.0,97423.0,30156.0,106410.0,28571.0,87526.0,24096.0,51786.0,-1.0,326324.0
1969,156450.0,64171.0,67523.0,98889.0,106155.0,138336.0,56298.0,-1.0,206762.0,60526.0,122219.0,104141.0,61990.0,-1.0,51003.0,69745.0,53704.0,37303.0,-1.0,-1.0,-1.0,67316.0,-1.0,200000.0,-1.0,69752.0,57377.0,86667.0,76307.0,176744.0,84694.0,31364.0,301002.0,54510.0,-1.0,29791.0,-1.0,116565.0,77383.0,59790.0,32689.0,61538.0,-1.0,-1.0,-1.0,126648.0,89609.0,113438.0,215372.0,121471.0,65812.0,70126.0,59750.0,207995.0,71476.0,-1.0,-1.0,36622.0,52312.0,60777.0,120485.0,75902.0,210074.0,189667.0,127134.0,101987.0,150000.0,-1.0,40833.0,294256.0,177632.0,-1.0,136333.0,92248.0,173344.0,-1.0,114036.0,83146.0,113913.0,45528.0,37150.0,200000.0,107166.0,35796.0,48056.0,113307.0,67460.0,107665.0,19797.0,102472.0,55738.0,-1.0,96397.0,94194.0,95721.0,-1.0,69050.0,68593.0,160320.0,-1.0,133900.0,323716.0,-1.0,37447.0,262511.0,134270.0,123387.0,67022.0,71000.0,-1.0,75678.0,54088.0,41364.0,31034.0,51990.0,111785.0,78571.0,176107.0,49626.0,48027.0,70115.0,40657.0,95244.0,142125.0,198198.0,68292.0,67985.0,35394.0,95348.0,146067.0,52466.0,45949.0,40325.0,207692.0,41723.0,95584.0,-1.0,43960.0,101204.0,140000.0,74251.0,55914.0,59970.0,130074.0,73315.0,33703.0,-1.0,95791.0,-1.0,-1.0,-1.0,79842.0,102008.0,86243.0,76359.0,165299.0,115591.0,-1.0,41591.0,39932.0,-1.0,71769.0,66743.0,86758.0,159231.0,-1.0,82441.0,236831.0,85377.0,-1.0,84000.0,60296.0,250500.0,188992.0,79157.0,81955.0,71428.0,161329.0,69045.0,122006.0,235874.0,118108.0,68062.0,-1.0,100000.0,109895.0,-1.0,86154.0,60580.0,88758.0,39084.0,145763.0,101379.0,261215.0,71576.0,65052.0,46050.0,-1.0,40000.0,59013.0,39969.0,59583.0,263353.0,40455.0,38500.0,-1.0,106756.0,81304.0,105471.0,33004.0,110588.0,28571.0,85548.0,17949.0,47813.0,-1.0,342147.0
1970,149028.0,65667.0,68235.0,97430.0,111171.0,136880.0,56252.0,-1.0,286850.0,61577.0,129180.0,108558.0,63102.0,-1.0,55742.0,72327.0,71724.0,40899.0,-1.0,-1.0,-1.0,63980.0,-1.0,205000.0,-1.0,70333.0,62295.0,84211.0,81483.0,278743.0,83333.0,31364.0,315000.0,58185.0,-1.0,30685.0,-1.0,124990.0,90664.0,66547.0,29379.0,61538.0,-1.0,-1.0,-1.0,154483.0,78340.0,104169.0,222184.0,120074.0,65357.0,65897.0,61875.0,231893.0,72344.0,-1.0,-1.0,41096.0,51962.0,61801.0,118058.0,78162.0,208738.0,194904.0,133210.0,95364.0,153846.0,-1.0,39558.0,293952.0,173077.0,-1.0,166939.0,97525.0,175898.0,-1.0,118018.0,82967.0,110515.0,42440.0,31932.0,200000.0,98243.0,35807.0,49315.0,120019.0,68549.0,107666.0,198182.0,104413.0,54693.0,-1.0,98972.0,94574.0,93387.0,-1.0,69468.0,66972.0,151274.0,-1.0,189002.0,356492.0,-1.0,37621.0,255738.0,134066.0,123466.0,66709.0,81520.0,-1.0,81909.0,50449.0,45000.0,31461.0,51980.0,109934.0,82192.0,175119.0,49437.0,49608.0,74444.0,41068.0,89982.0,151909.0,197966.0,68801.0,74232.0,36621.0,113226.0,146961.0,62542.0,43135.0,41665.0,202222.0,41972.0,95771.0,-1.0,43660.0,101296.0,133333.0,50659.0,55319.0,56171.0,128294.0,78758.0,37831.0,-1.0,103910.0,-1.0,-1.0,-1.0,96050.0,105851.0,85453.0,76648.0,184106.0,124428.0,-1.0,41556.0,43153.0,-1.0,72317.0,66995.0,50002.0,142137.0,-1.0,83989.0,283316.0,68787.0,-1.0,84500.0,56665.0,276360.0,204581.0,166883.0,83835.0,73201.0,194279.0,69502.0,121410.0,244162.0,109211.0,68669.0,-1.0,107692.0,105738.0,-1.0,143238.0,70471.0,90379.0,37011.0,147924.0,101050.0,245978.0,74212.0,64919.0,46324.0,-1.0,42222.0,65975.0,39486.0,60132.0,258409.0,41628.0,39000.0,-1.0,106106.0,111864.0,105994.0,36548.0,113857.0,20000.0,55997.0,17664.0,48978.0,-1.0,340053.0
