,"China, Taiwan Province of",Niue,Zambia,Tonga,Syrian Arab Republic,Brazil,Nepal,Ethiopia,Denmark,Liberia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Bahamas,Mongolia,Guatemala,Latvia,Slovenia,Croatia,Madagascar,Tajikistan,Tokelau,Luxembourg,Guinea,Botswana,Saudi Arabia,Fiji,Sweden,Pacific Islands Trust Territory,Equatorial Guinea,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Bosnia and Herzegovina,China,Colombia,Libya,Brunei Darussalam,Guinea-Bissau,Montenegro,Kazakhstan,Estonia,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Costa Rica,Seychelles,Germany,Melanesia,Georgia,Serbia and Montenegro,Cameroon,Grenada,Dominican Republic,Guadeloupe,El Salvador,Cook Islands,Canada,Spain,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,Antigua and Barbuda,New Zealand,Belize,Czechia,Faroe Islands,Nigeria,Egypt,Kyrgyzstan,Argentina,Kiribati,Democratic People's Republic of Korea,Cuba,Cabo Verde,Bahrain,Morocco,Ethiopia PDR,Gabon,USSR,Romania,Ecuador,Jordan,Mexico,Albania,Slovakia,Jamaica,Trinidad and Tobago,Polynesia,United Arab Emirates,Indonesia,Samoa,Thailand,Lithuania,Finland,Netherlands,Oman,Angola,Norway,Guam,Turkey,Burundi,"China, Hong Kong SAR",Belarus,Iceland,Myanmar,Burkina Faso,Saint Kitts and Nevis,Philippines,Martinique,Lao People's Democratic Republic,Australia,United Republic of Tanzania,Maldives,Tunisia,Zimbabwe,Yugoslav SFR,Republic of Korea,Australia & New Zealand,Papua New Guinea,Rwanda,Mozambique,Barbados,French Polynesia,Algeria,Senegal,Saint Lucia,Vanuatu,Haiti,Dominica,Belgium,Chad,Wallis and Futuna Islands,Lesotho,American Samoa,Comoros,Uruguay,Italy,Panama,Sudan (former),Armenia,Lebanon,Uzbekistan,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Portugal,Micronesia,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Uganda,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Czechoslovakia,Serbia,Malaysia,Israel,Malta,South Sudan,Namibia,Benin,United Kingdom,Japan,Bermuda,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Somalia,Pakistan,Kuwait,French Guiana,Suriname,Cambodia,Timor-Leste,Paraguay,India,Austria,Niger,Bhutan,Congo,Qatar,Cayman Islands,Honduras,Puerto Rico,Viet Nam,Ireland,Côte d'Ivoire,Gambia,Turkmenistan,Solomon Islands,South Africa,Singapore,Sierra Leone,Réunion,Montserrat,Ghana,Mauritania,Swaziland,Republic of Moldova,Belgium-Luxembourg
1982,152167.0,27660.0,66481.0,89808.0,165286.0,112824.0,59823.0,-1.0,356159.0,69154.0,164680.0,102748.0,61221.0,-1.0,57967.0,77838.0,100133.0,35976.0,-1.0,-1.0,-1.0,57373.0,-1.0,173333.0,-1.0,70921.0,69231.0,73764.0,61719.0,255250.0,83234.0,29000.0,395021.0,98331.0,-1.0,37237.0,-1.0,144587.0,108967.0,71971.0,9692.0,61538.0,-1.0,-1.0,-1.0,217874.0,82975.0,173731.0,323359.0,46508.0,46576.0,58119.0,50000.0,217369.0,74415.0,-1.0,-1.0,43011.0,48068.0,57491.0,87377.0,118978.0,169403.0,245243.0,154183.0,155114.0,185075.0,-1.0,60476.0,266263.0,200000.0,-1.0,136842.0,75783.0,194049.0,-1.0,152036.0,84112.0,127273.0,51029.0,33607.0,152857.0,119387.0,63298.0,52397.0,114006.0,161015.0,104028.0,173599.0,147128.0,64872.0,-1.0,114181.0,121735.0,85795.0,117793.0,93599.0,71664.0,162866.0,-1.0,153734.0,374724.0,237500.0,37552.0,255146.0,152604.0,166500.0,67021.0,80000.0,-1.0,150526.0,84587.0,95325.0,38060.0,60428.0,112661.0,97221.0,253087.0,93565.0,49580.0,113169.0,41868.0,93475.0,171264.0,255747.0,71721.0,89235.0,41125.0,130174.0,137255.0,56293.0,45277.0,42158.0,194737.0,39657.0,102714.0,-1.0,51477.0,105351.0,142857.0,39247.0,55172.0,57968.0,173291.0,78324.0,33083.0,-1.0,148284.0,-1.0,-1.0,-1.0,108220.0,86601.0,85913.0,69324.0,146714.0,144537.0,-1.0,110560.0,65800.0,-1.0,62311.0,78586.0,122433.0,181832.0,-1.0,93054.0,422495.0,67492.0,-1.0,86364.0,72687.0,358073.0,244943.0,104605.0,86875.0,83231.0,214217.0,65517.0,116261.0,298526.0,155764.0,71107.0,-1.0,106736.0,115529.0,175000.0,111822.0,65262.0,54327.0,41563.0,135507.0,128957.0,245472.0,63358.0,68256.0,72061.0,26000.0,41429.0,84794.0,69646.0,69314.0,232353.0,62450.0,30000.0,-1.0,118191.0,150725.0,111826.0,30803.0,119133.0,24930.0,65804.0,19355.0,43858.0,-1.0,429205.0
1983,145019.0,31869.0,66667.0,90208.0,157550.0,105446.0,60912.0,-1.0,280075.0,63366.0,177362.0,104718.0,43692.0,-1.0,59490.0,77348.0,101563.0,45382.0,-1.0,-1.0,-1.0,59344.0,-1.0,176667.0,-1.0,70739.0,70513.0,150442.0,75393.0,232619.0,82500.0,31500.0,300000.0,121360.0,-1.0,38198.0,-1.0,155447.0,110565.0,76367.0,26141.0,62500.0,-1.0,-1.0,-1.0,191873.0,86692.0,159428.0,260500.0,46629.0,45361.0,78536.0,50000.0,182405.0,75585.0,-1.0,-1.0,58990.0,50386.0,58650.0,91332.0,123296.0,149333.0,226148.0,151748.0,157647.0,201154.0,-1.0,58409.0,279197.0,200000.0,-1.0,137113.0,73677.0,200249.0,-1.0,160735.0,84112.0,124638.0,50818.0,27082.0,152000.0,157326.0,65825.0,52646.0,120471.0,194548.0,101984.0,194805.0,121542.0,87742.0,-1.0,115937.0,114173.0,84532.0,123421.0,93873.0,70510.0,185776.0,-1.0,177483.0,331322.0,266667.0,37082.0,244792.0,150303.0,164706.0,68385.0,74545.0,-1.0,50000.0,90663.0,94116.0,36891.0,55195.0,120687.0,97013.0,228939.0,98303.0,49251.0,157895.0,45619.0,94161.0,204571.0,239060.0,72574.0,79654.0,41617.0,130314.0,129293.0,63894.0,40308.0,42253.0,194872.0,40366.0,103644.0,-1.0,51871.0,102583.0,146667.0,37612.0,54945.0,50236.0,170665.0,75270.0,32401.0,-1.0,170068.0,-1.0,-1.0,-1.0,101323.0,76619.0,85547.0,79348.0,155292.0,155502.0,-1.0,117544.0,61595.0,-1.0,39047.0,77092.0,133154.0,165741.0,-1.0,92867.0,452185.0,77053.0,-1.0,87727.0,69576.0,301795.0,236101.0,118056.0,83226.0,86478.0,219995.0,71294.0,104560.0,286994.0,150967.0,71082.0,-1.0,106801.0,112998.0,170000.0,114802.0,62540.0,65169.0,42328.0,139857.0,134715.0,249177.0,64174.0,67767.0,70422.0,172000.0,48571.0,82401.0,68000.0,68362.0,197313.0,58179.0,30000.0,-1.0,116243.0,123014.0,111600.0,31253.0,108187.0,25000.0,71116.0,19615.0,46386.0,-1.0,340278.0
1984,145691.0,35161.0,66456.0,89709.0,174783.0,117620.0,61258.0,-1.0,360956.0,55032.0,178262.0,106048.0,44875.0,-1.0,59286.0,73298.0,129897.0,44437.0,-1.0,-1.0,-1.0,59534.0,-1.0,178667.0,-1.0,69043.0,71795.0,161142.0,75000.0,325461.0,83750.0,31429.0,398017.0,113502.0,-1.0,39962.0,-1.0,158045.0,120928.0,62327.0,37695.0,62857.0,-1.0,-1.0,-1.0,245528.0,83762.0,201946.0,302783.0,68028.0,51239.0,69225.0,50000.0,272828.0,75851.0,-1.0,-1.0,77639.0,49370.0,66131.0,110565.0,139489.0,136420.0,237766.0,171885.0,144444.0,165536.0,-1.0,54375.0,291682.0,200000.0,-1.0,136364.0,77398.0,200795.0,-1.0,160903.0,84112.0,127465.0,62670.0,41060.0,158333.0,159380.0,62199.0,53550.0,125205.0,204802.0,103542.0,188493.0,147083.0,62937.0,-1.0,121633.0,102904.0,83809.0,127444.0,99438.0,70783.0,149314.0,-1.0,180412.0,416976.0,258824.0,37516.0,258571.0,149327.0,168413.0,69839.0,84000.0,-1.0,194590.0,94146.0,97772.0,37089.0,59044.0,116433.0,92350.0,267650.0,94710.0,45611.0,117391.0,49609.0,89691.0,212701.0,272775.0,72885.0,74004.0,41617.0,83587.0,128866.0,72451.0,41554.0,42531.0,192213.0,40545.0,104698.0,-1.0,52883.0,101476.0,156250.0,35066.0,46512.0,60778.0,176781.0,72304.0,31235.0,-1.0,150218.0,-1.0,-1.0,-1.0,126642.0,85344.0,86348.0,48765.0,174394.0,158101.0,-1.0,114320.0,58770.0,-1.0,50700.0,82006.0,221862.0,206559.0,-1.0,93308.0,386326.0,70000.0,-1.0,86087.0,82447.0,370456.0,239410.0,128030.0,85517.0,87886.0,229192.0,70575.0,105715.0,298557.0,153625.0,71263.0,-1.0,106863.0,115439.0,172500.0,110044.0,60993.0,49537.0,43510.0,146429.0,147612.0,275422.0,81859.0,76274.0,70582.0,112000.0,41667.0,85177.0,67450.0,70559.0,243697.0,62815.0,30000.0,-1.0,115850.0,126626.0,111406.0,35143.0,102852.0,33784.0,48078.0,18718.0,42527.0,-1.0,444569.0
1985,152008.0,39293.0,66483.0,88085.0,155778.0,122440.0,60532.0,-1.0,362045.0,64827.0,183053.0,106618.0,41691.0,-1.0,59466.0,74317.0,110583.0,56182.0,-1.0,-1.0,-1.0,59380.0,-1.0,180667.0,-1.0,72440.0,71250.0,201744.0,74581.0,327912.0,85625.0,31591.0,387979.0,105148.0,-1.0,41338.0,-1.0,151461.0,109811.0,68750.0,24227.0,72000.0,-1.0,-1.0,-1.0,258565.0,63495.0,196122.0,324458.0,84817.0,38070.0,82387.0,50000.0,293253.0,76163.0,-1.0,-1.0,80537.0,49206.0,62866.0,112075.0,139488.0,119780.0,262708.0,178901.0,140909.0,170218.0,-1.0,51316.0,284734.0,200000.0,-1.0,137255.0,85744.0,205312.0,-1.0,180388.0,83019.0,131757.0,61748.0,37838.0,168000.0,173595.0,63313.0,52550.0,113000.0,206579.0,107438.0,169026.0,142594.0,56667.0,-1.0,123253.0,94478.0,82259.0,100823.0,102882.0,69575.0,139762.0,-1.0,179619.0,423394.0,222222.0,37220.0,242747.0,153039.0,198089.0,68736.0,88889.0,-1.0,128180.0,99963.0,84770.0,37089.0,64209.0,93047.0,93996.0,257389.0,80045.0,45698.0,107143.0,50113.0,85249.0,210876.0,262927.0,73605.0,78556.0,40601.0,78008.0,128723.0,83576.0,47654.0,42785.0,130000.0,35927.0,99622.0,-1.0,55305.0,101476.0,155556.0,35472.0,46366.0,60719.0,174580.0,72246.0,30123.0,-1.0,216075.0,-1.0,-1.0,-1.0,143361.0,91335.0,87114.0,89830.0,174438.0,151459.0,-1.0,115460.0,66306.0,-1.0,53297.0,81085.0,225694.0,185512.0,-1.0,93642.0,378087.0,65000.0,-1.0,86957.0,80339.0,358585.0,246095.0,144615.0,89323.0,83233.0,181881.0,73598.0,110274.0,321283.0,154906.0,79355.0,-1.0,107335.0,111276.0,223226.0,112599.0,64609.0,29710.0,44850.0,148514.0,147496.0,276305.0,86735.0,68939.0,70441.0,96000.0,46000.0,85312.0,65457.0,72323.0,207879.0,60297.0,30000.0,-1.0,118147.0,136790.0,111042.0,40938.0,88571.0,32500.0,53341.0,19014.0,50080.0,-1.0,438198.0
1986,146606.0,44308.0,66272.0,93000.0,180176.0,122671.0,51214.0,-1.0,367786.0,66785.0,185497.0,104400.0,45622.0,-1.0,58291.0,74317.0,119082.0,56902.0,-1.0,-1.0,-1.0,63853.0,-1.0,170625.0,-1.0,71463.0,72840.0,154846.0,57507.0,310419.0,87227.0,31304.0,365961.0,94787.0,-1.0,39564.0,-1.0,145935.0,108958.0,68750.0,26841.0,68889.0,-1.0,-1.0,-1.0,205161.0,57269.0,186593.0,310826.0,81284.0,35191.0,100747.0,50000.0,262585.0,74770.0,-1.0,-1.0,78584.0,49936.0,50003.0,120350.0,142418.0,111111.0,252736.0,172514.0,158667.0,160767.0,-1.0,52000.0,303770.0,218750.0,-1.0,135922.0,84948.0,202403.0,-1.0,169937.0,81905.0,134631.0,65296.0,64718.0,167500.0,165765.0,65006.0,53197.0,136805.0,157600.0,68158.0,147905.0,146350.0,78571.0,-1.0,123875.0,89596.0,83478.0,115385.0,106051.0,68379.0,126548.0,-1.0,196244.0,410738.0,227273.0,37745.0,233803.0,148846.0,204055.0,69583.0,85714.0,-1.0,165780.0,102245.0,78821.0,36033.0,64485.0,95177.0,93681.0,267177.0,86352.0,45016.0,113333.0,51269.0,93797.0,225168.0,274640.0,73259.0,76883.0,40710.0,82838.0,125000.0,83971.0,41329.0,42989.0,111429.0,37926.0,107324.0,-1.0,55159.0,101476.0,150000.0,40957.0,44844.0,52515.0,191084.0,77935.0,28816.0,-1.0,224018.0,-1.0,-1.0,-1.0,148765.0,127049.0,87524.0,79868.0,194341.0,145932.0,-1.0,117636.0,61704.0,-1.0,57355.0,83805.0,239619.0,193875.0,-1.0,92628.0,381664.0,77778.0,-1.0,87826.0,86296.0,358413.0,261028.0,153125.0,85009.0,82874.0,252381.0,69767.0,124355.0,318195.0,162456.0,79244.0,-1.0,107381.0,107484.0,197576.0,115000.0,46991.0,52105.0,42486.0,140506.0,129204.0,281863.0,71954.0,69697.0,70931.0,89091.0,48000.0,86220.0,64951.0,76036.0,202951.0,60263.0,30000.0,-1.0,117708.0,149722.0,111875.0,45205.0,105444.0,32500.0,63788.0,19366.0,50048.0,-1.0,413370.0
1987,159143.0,48881.0,66180.0,98674.0,169956.0,121317.0,52289.0,-1.0,323416.0,81188.0,183882.0,102422.0,50468.0,-1.0,60845.0,74033.0,118821.0,58093.0,-1.0,-1.0,-1.0,65432.0,-1.0,173125.0,-1.0,70116.0,73810.0,194975.0,55679.0,247465.0,88308.0,31739.0,323990.0,88627.0,-1.0,35376.0,-1.0,158523.0,109267.0,76250.0,28070.0,70000.0,-1.0,-1.0,-1.0,186850.0,58952.0,160142.0,348837.0,76049.0,42785.0,105567.0,50000.0,292206.0,75058.0,-1.0,-1.0,76175.0,52504.0,60934.0,117347.0,141395.0,100000.0,266270.0,187806.0,155000.0,158679.0,-1.0,52414.0,290585.0,218750.0,-1.0,135922.0,89783.0,229418.0,-1.0,179275.0,80769.0,133377.0,51102.0,84815.0,181250.0,215957.0,67033.0,54274.0,121667.0,130647.0,61408.0,261836.0,140880.0,63571.0,-1.0,124279.0,95235.0,84311.0,117184.0,110249.0,67244.0,142392.0,-1.0,117626.0,448791.0,250000.0,37795.0,215793.0,148269.0,221691.0,69012.0,85938.0,-1.0,180930.0,101111.0,73269.0,36150.0,67235.0,83182.0,84059.0,275183.0,74957.0,42792.0,122078.0,49809.0,81550.0,209572.0,278462.0,73779.0,75956.0,41857.0,83802.0,125843.0,84197.0,45231.0,43092.0,86667.0,38698.0,94496.0,-1.0,53333.0,101476.0,152174.0,33603.0,53750.0,61846.0,187737.0,77422.0,30552.0,-1.0,156808.0,-1.0,-1.0,-1.0,125031.0,129076.0,87725.0,80444.0,187437.0,158521.0,-1.0,118346.0,64499.0,-1.0,62940.0,80563.0,123261.0,171866.0,-1.0,93081.0,390533.0,88235.0,-1.0,85833.0,82139.0,378288.0,256740.0,178246.0,83375.0,84165.0,220058.0,70455.0,86430.0,325038.0,156265.0,79343.0,-1.0,105000.0,112210.0,222667.0,86254.0,130818.0,46875.0,45301.0,164710.0,149363.0,257705.0,71200.0,89032.0,70777.0,100000.0,42500.0,87059.0,66559.0,81050.0,230033.0,58687.0,30000.0,-1.0,120000.0,146456.0,111905.0,38075.0,105030.0,32500.0,62293.0,19051.0,50000.0,-1.0,398752.0
1988,161601.0,53947.0,66156.0,106200.0,142025.0,122676.0,65205.0,-1.0,373180.0,86174.0,181001.0,105095.0,49818.0,-1.0,60057.0,71765.0,78329.0,48246.0,-1.0,-1.0,-1.0,62856.0,-1.0,175000.0,-1.0,70030.0,75000.0,200044.0,48252.0,356339.0,89552.0,31957.0,410000.0,95354.0,-1.0,35754.0,-1.0,148582.0,116903.0,76970.0,29903.0,72980.0,-1.0,-1.0,-1.0,177955.0,51189.0,184988.0,366216.0,75807.0,46181.0,149929.0,50000.0,297174.0,76384.0,-1.0,-1.0,66690.0,51644.0,65228.0,117578.0,135383.0,92027.0,245193.0,160531.0,155714.0,141327.0,-1.0,53881.0,293766.0,218750.0,-1.0,134615.0,104306.0,218663.0,-1.0,223821.0,68932.0,134533.0,48649.0,97011.0,150000.0,167003.0,68587.0,53323.0,100505.0,111142.0,67341.0,198431.0,137888.0,50000.0,-1.0,124236.0,95103.0,85837.0,210307.0,111093.0,65688.0,143982.0,-1.0,190737.0,419738.0,250000.0,40283.0,261572.0,148750.0,223935.0,69051.0,90000.0,-1.0,102890.0,86533.0,72861.0,35480.0,68028.0,95993.0,74646.0,269987.0,80393.0,44442.0,111801.0,48293.0,68494.0,213287.0,274540.0,75588.0,58692.0,40797.0,80888.0,128571.0,92090.0,41077.0,43343.0,80851.0,37202.0,95093.0,-1.0,55919.0,101476.0,152000.0,34141.0,52885.0,59144.0,184321.0,75546.0,32901.0,-1.0,154535.0,-1.0,-1.0,-1.0,148549.0,106337.0,84052.0,84232.0,185988.0,148546.0,-1.0,118389.0,64311.0,-1.0,63018.0,85789.0,125523.0,206433.0,-1.0,94305.0,358658.0,87500.0,-1.0,87500.0,86046.0,380740.0,248072.0,193396.0,76833.0,84960.0,205948.0,103667.0,97852.0,306157.0,136921.0,79194.0,-1.0,107317.0,112801.0,220538.0,99564.0,105749.0,98889.0,42500.0,165218.0,157495.0,302293.0,79779.0,95736.0,70818.0,92500.0,38333.0,86408.0,64664.0,73554.0,246691.0,58469.0,30000.0,-1.0,122842.0,138006.0,116364.0,38559.0,112957.0,33023.0,70554.0,19052.0,45859.0,-1.0,387852.0
1989,164078.0,56802.0,64239.0,110754.0,163938.0,125249.0,71155.0,-1.0,369592.0,66284.0,204799.0,99882.0,41235.0,-1.0,59183.0,72254.0,123207.0,124445.0,-1.0,-1.0,-1.0,64135.0,-1.0,178125.0,-1.0,69458.0,75000.0,199957.0,41352.0,349659.0,86957.0,31957.0,385000.0,90670.0,-1.0,35375.0,-1.0,149845.0,118602.0,74857.0,32174.0,70588.0,-1.0,-1.0,-1.0,202000.0,47021.0,185973.0,285082.0,82626.0,44736.0,157964.0,50000.0,264966.0,73240.0,-1.0,-1.0,73526.0,52189.0,68521.0,89842.0,151785.0,131902.0,251214.0,192632.0,152632.0,174700.0,-1.0,50893.0,293837.0,116698.0,-1.0,133333.0,102095.0,228381.0,-1.0,189539.0,65686.0,135484.0,46262.0,92729.0,146364.0,166917.0,66443.0,53661.0,120181.0,125783.0,67053.0,199963.0,150362.0,107778.0,-1.0,122097.0,94575.0,87778.0,206516.0,115464.0,63423.0,152004.0,-1.0,219040.0,415316.0,253333.0,42081.0,242294.0,149038.0,216938.0,66554.0,90000.0,-1.0,88889.0,83759.0,63874.0,35471.0,68495.0,108696.0,68082.0,276955.0,75226.0,44408.0,111875.0,47607.0,80209.0,227754.0,280367.0,72300.0,50034.0,41780.0,87293.0,127778.0,96166.0,43349.0,43869.0,80851.0,37854.0,90160.0,-1.0,54963.0,101476.0,155172.0,34043.0,52690.0,62855.0,197192.0,67388.0,35809.0,-1.0,178608.0,-1.0,-1.0,-1.0,139535.0,112118.0,81383.0,95073.0,185048.0,149812.0,-1.0,118615.0,65745.0,-1.0,59258.0,84544.0,122522.0,186043.0,-1.0,101737.0,378658.0,116667.0,-1.0,87500.0,92695.0,358262.0,252113.0,211698.0,77677.0,85354.0,230649.0,99412.0,137617.0,312884.0,168667.0,79297.0,-1.0,104237.0,113154.0,219222.0,101785.0,106103.0,56111.0,41274.0,165855.0,156492.0,260987.0,86051.0,95769.0,63515.0,90769.0,47500.0,94404.0,65195.0,74821.0,224291.0,58354.0,30000.0,-1.0,125495.0,152251.0,168000.0,51527.0,104256.0,33023.0,66414.0,19052.0,44745.0,-1.0,338732.0
1990,161795.0,49504.0,61581.0,107283.0,176195.0,125606.0,72718.0,-1.0,374583.0,73799.0,189412.0,93542.0,51681.0,-1.0,69656.0,70250.0,107467.0,142774.0,-1.0,-1.0,-1.0,64280.0,-1.0,170588.0,-1.0,68714.0,75000.0,198311.0,31332.0,348034.0,76400.0,31303.0,379017.0,86265.0,-1.0,33415.0,-1.0,149522.0,118403.0,80556.0,33279.0,69042.0,-1.0,-1.0,-1.0,172232.0,43635.0,170688.0,290790.0,77472.0,77522.0,143216.0,50645.0,257764.0,68799.0,-1.0,-1.0,75926.0,50326.0,66357.0,91015.0,152110.0,289189.0,250994.0,196127.0,168421.0,166681.0,-1.0,50182.0,310321.0,102444.0,-1.0,136792.0,108833.0,211868.0,-1.0,176639.0,80410.0,135237.0,41357.0,94157.0,140000.0,171394.0,68655.0,52387.0,109109.0,109996.0,67039.0,316802.0,161952.0,66667.0,-1.0,126367.0,70919.0,79695.0,218846.0,115305.0,43929.0,138946.0,-1.0,214976.0,401380.0,275789.0,43292.0,257507.0,156389.0,224209.0,68448.0,78947.0,-1.0,85000.0,85692.0,60548.0,36247.0,68658.0,117664.0,81091.0,288182.0,89056.0,44641.0,136478.0,48314.0,74745.0,200252.0,292079.0,69146.0,36043.0,49154.0,91034.0,118491.0,78936.0,40188.0,43809.0,80412.0,38125.0,94852.0,-1.0,55283.0,96539.0,176905.0,43273.0,43454.0,87819.0,191724.0,50359.0,42673.0,-1.0,181095.0,-1.0,-1.0,-1.0,149113.0,110804.0,80660.0,96602.0,197853.0,149496.0,-1.0,117538.0,62287.0,-1.0,60500.0,78164.0,117438.0,154069.0,-1.0,96712.0,342413.0,114478.0,-1.0,84800.0,92304.0,365161.0,255191.0,201923.0,75446.0,83223.0,232266.0,96000.0,104986.0,318285.0,169201.0,79259.0,-1.0,104141.0,114115.0,200000.0,101785.0,115360.0,52192.0,44029.0,144158.0,156751.0,249854.0,88587.0,97188.0,65044.0,96667.0,21111.0,96088.0,65541.0,74359.0,248971.0,58289.0,31221.0,-1.0,115281.0,168628.0,150000.0,53556.0,119041.0,33111.0,75522.0,17287.0,41032.0,-1.0,385736.0
1991,172677.0,55223.0,60274.0,139739.0,186145.0,126136.0,78080.0,-1.0,336135.0,66853.0,202178.0,98893.0,42069.0,-1.0,56960.0,63659.0,87727.0,137994.0,-1.0,-1.0,-1.0,62343.0,-1.0,131255.0,-1.0,68409.0,75321.0,175355.0,39485.0,291612.0,-1.0,28265.0,371990.0,88415.0,-1.0,38103.0,-1.0,149658.0,122179.0,81319.0,35426.0,67697.0,-1.0,-1.0,-1.0,185539.0,44581.0,144726.0,319715.0,79640.0,81617.0,149287.0,165634.0,309670.0,74505.0,-1.0,-1.0,82491.0,51777.0,77671.0,105999.0,148752.0,283784.0,238293.0,194398.0,166418.0,138029.0,-1.0,50211.0,322807.0,54043.0,-1.0,138130.0,100171.0,210212.0,-1.0,179310.0,78061.0,123974.0,44318.0,86087.0,152500.0,171608.0,67952.0,55379.0,107797.0,79732.0,63773.0,178241.0,166394.0,77818.0,-1.0,127565.0,68620.0,90295.0,153627.0,115379.0,40803.0,137269.0,-1.0,185663.0,386711.0,278947.0,42386.0,227584.0,147511.0,230617.0,68990.0,93333.0,-1.0,100873.0,87927.0,55804.0,36546.0,69448.0,101683.0,86872.0,283899.0,90224.0,42571.0,129412.0,47595.0,88762.0,205990.0,290715.0,73475.0,44340.0,39071.0,90422.0,123554.0,90747.0,35153.0,42312.0,76000.0,36771.0,94956.0,-1.0,53956.0,125269.0,156250.0,51521.0,45614.0,74741.0,200189.0,64363.0,46682.0,-1.0,201549.0,-1.0,-1.0,-1.0,140619.0,124959.0,85110.0,108280.0,167589.0,149610.0,-1.0,121156.0,62009.0,-1.0,58287.0,79172.0,127033.0,161548.0,-1.0,103151.0,249801.0,165421.0,-1.0,84484.0,95625.0,354068.0,256473.0,217439.0,70815.0,91702.0,206944.0,105385.0,117017.0,330895.0,183645.0,78725.0,-1.0,104255.0,116742.0,166667.0,101785.0,133392.0,51820.0,39648.0,143258.0,163948.0,236372.0,94983.0,83431.0,72649.0,100909.0,42609.0,99675.0,64222.0,73785.0,278537.0,57606.0,29705.0,-1.0,129935.0,168315.0,101746.0,52930.0,110743.0,33060.0,99804.0,20290.0,42484.0,-1.0,398165.0
1992,177721.0,55903.0,58217.0,119583.0,169057.0,120958.0,77128.0,-1.0,330083.0,65557.0,204422.0,104769.0,53414.0,-1.0,60258.0,60894.0,90230.0,146183.0,120475.0,121000.0,79015.0,63463.0,128769.0,131386.0,-1.0,67127.0,75789.0,160109.0,31607.0,331543.0,-1.0,28101.0,444974.0,86064.0,82105.0,39410.0,80000.0,153840.0,119381.0,78947.0,38999.0,71976.0,-1.0,105923.0,144514.0,184415.0,43111.0,168439.0,362634.0,71491.0,84391.0,159479.0,163786.0,302697.0,75167.0,96256.0,73364.0,80156.0,51622.0,90096.0,106104.0,165350.0,295072.0,291406.0,201022.0,166667.0,179167.0,107497.0,49415.0,369890.0,103884.0,-1.0,138284.0,105734.0,214701.0,133088.0,173678.0,78351.0,125543.0,45546.0,77424.0,154444.0,151445.0,67841.0,55172.0,-1.0,118962.0,65837.0,235046.0,172831.0,82920.0,-1.0,149102.0,78194.0,96945.0,140584.0,116701.0,44024.0,140140.0,94899.0,192894.0,408173.0,284211.0,44277.0,266068.0,147696.0,236011.0,68475.0,82918.0,115327.0,112000.0,90250.0,59490.0,36573.0,69580.0,101884.0,85280.0,287351.0,82065.0,45751.0,136250.0,45603.0,-1.0,207031.0,302577.0,74170.0,45896.0,34075.0,100919.0,123838.0,107917.0,26271.0,41430.0,80000.0,37941.0,91891.0,-1.0,54582.0,123562.0,148649.0,49859.0,46455.0,78358.0,226648.0,63796.0,48575.0,111301.0,210389.0,85092.0,-1.0,-1.0,162111.0,142708.0,85671.0,90379.0,133086.0,153793.0,113087.0,120539.0,60273.0,118906.0,51927.0,76252.0,135598.0,162480.0,-1.0,103277.0,299970.0,200000.0,-1.0,84783.0,92453.0,433870.0,258926.0,208511.0,64576.0,91715.0,203086.0,106260.0,118262.0,350701.0,162879.0,78620.0,-1.0,101647.0,124534.0,222222.0,104644.0,125441.0,82795.0,42343.0,140679.0,165243.0,223470.0,101105.0,84001.0,72865.0,97727.0,40253.0,114316.0,66033.0,75871.0,290498.0,55940.0,29733.0,116667.0,129250.0,168445.0,99994.0,58248.0,104601.0,33191.0,94614.0,19655.0,45945.0,56205.0,457621.0
