,Burkina Faso,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Singapore,Lao People's Democratic Republic,Zambia,United States Virgin Islands,Lebanon,Papua New Guinea,Somalia,Suriname,Brazil,Mozambique,Niger,Australia & New Zealand,El Salvador,Saint Lucia,Chad,Colombia,Spain,Central African Republic,Bahamas,Jamaica,Ecuador,Cabo Verde,Indonesia,Argentina,Antigua and Barbuda,Belgium-Luxembourg,Angola,Ethiopia PDR,Egypt,Melanesia,Malaysia,Mexico,Yemen,Haiti,Democratic Republic of the Congo,Nigeria,Sudan,Mali,Congo,Martinique,Dominican Republic,Iran (Islamic Republic of),Peru,Ghana,Philippines,"China, mainland",French Polynesia,India,Guinea-Bissau,Rwanda,Portugal,Guatemala,South Sudan,Saint Kitts and Nevis,Cuba,Puerto Rico,American Samoa,Bhutan,Dominica,Iraq,Madagascar,Swaziland,United Republic of Tanzania,Burundi,Samoa,Nepal,Costa Rica,Bangladesh,Senegal,Mauritius,Uganda,Benin,China,Cambodia,Sudan (former),Morocco,Sierra Leone,Honduras,Uruguay,Zimbabwe,Syrian Arab Republic,Gabon,Malawi,"China, Taiwan Province of",Réunion,Japan,Afghanistan,Trinidad and Tobago,United States of America,Grenada,Wallis and Futuna Islands,Nicaragua,Oman,Viet Nam,Barbados,Russian Federation,Cameroon,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Djibouti,Guinea,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,South Africa,Myanmar,Ukraine,Liberia
1981,320000.0,3931000.0,25093808.0,2047805.0,32359408.0,11250.0,19853664.0,985670.0,,4381900.0,4192220.0,1570.0,24100.0,893178.0,,525.0,104000.0,378200.0,146327.0,155924112.0,2000000.0,122400.0,25093808.0,2263000.0,-1.0,194497.0,23200000.0,237000.0,-1.0,52000.0,2492370.0,6278379.0,10500.0,22301808.0,15500000.0,2801.0,-1.0,320000.0,1347000.0,8805000.0,4035000.0,680000.0,33197404.0,,3000000.0,911000.0,926000.0,,130000.0,190000.0,244148.0,9629000.0,1677000.0,5653755.0,84600.0,31600000.0,29668000.0,2700.0,154248000.0,5300.0,26437.0,21674.0,6300000.0,,337500.0,66678496.0,1848830.0,19.0,,4600.0,189000.0,1420380.0,3249700.0,1370000.0,6000.0,15.0,479780.0,2521865.0,6598838.0,600000.0,5302564.0,360000.0,,38379599.0,56000.0,2400076.0,621500.0,50000.0,2920360.0,420222.0,3551000.0,100.0,160000.0,1700000.0,8711599.0,2356280.0,2237000.0,70000.0,1289521.0,24864128.0,9300.0,20.0,2424315.0,-1.0,3964400.0,966000.0,,1296378.0,3103070.0,2154700.0,30000.0,4531369.0,10.0,220000.0,834045.0,350000.0,1652256.0,2754.0,19532128.0,2035340.0,,155000.0
1982,350000.0,4075000.0,24817104.0,2590580.0,36579696.0,11250.0,30200000.0,1113080.0,,3627700.0,3906700.0,1460.0,25650.0,1010473.0,,600.0,256000.0,483200.0,125391.0,186646608.0,1450000.0,151600.0,24817104.0,2372000.0,-1.0,199058.0,23500000.0,274000.0,-1.0,55000.0,2549270.0,5420875.0,8000.0,21794096.0,15046000.0,5365.0,-1.0,250000.0,1372000.0,8740000.0,4331000.0,985000.0,35511016.0,,3000000.0,938080.0,900000.0,,70000.0,340000.0,207666.0,11805000.0,1810200.0,7115266.0,58500.0,35800000.0,36882000.0,2750.0,186357600.0,5300.0,24590.0,14940.0,7420000.0,,349600.0,73100000.0,1432690.0,18.0,8500.0,4800.0,146000.0,1408565.0,3479059.0,1380000.0,6000.0,15.0,590000.0,2446200.0,7135963.0,600000.0,6581862.0,380000.0,,45486381.0,240000.0,2669951.0,509950.0,80000.0,3095570.0,479730.0,3587000.0,189.0,150000.0,1830000.0,8604381.0,2491124.0,2256000.0,63000.0,1220009.0,27006752.0,8611.0,20.0,2826671.0,-1.0,4576900.0,804300.0,,1087350.0,3000630.0,2319400.0,30035.0,5371624.0,12.0,220000.0,868357.0,350000.0,1784890.0,2803.0,19339488.0,2736000.0,,155000.0
1983,330000.0,2203000.0,24191168.0,2093925.0,32533504.0,11250.0,24407408.0,1150150.0,,3845600.0,3481130.0,960.0,30348.0,1086165.0,,1000.0,324000.0,449700.0,128823.0,216036960.0,840000.0,152600.0,24191168.0,3016000.0,-1.0,227328.0,24200000.0,239000.0,-1.0,33000.0,2350120.0,5620045.0,9000.0,24450496.0,15070000.0,,-1.0,250000.0,1610200.0,8396000.0,2527000.0,1025000.0,34232016.0,,2800000.0,964500.0,810000.0,,75000.0,250000.0,214494.0,11520000.0,2052755.0,7062810.0,85900.0,28700000.0,31141344.0,2500.0,189505600.0,5300.0,27840.0,8974.0,6500000.0,,276200.0,69700000.0,1286950.0,17.0,9000.0,5000.0,82000.0,1621200.0,3562318.0,1370000.0,6000.0,15.0,616090.0,2543489.0,7358380.0,770000.0,5254665.0,380000.0,,38624178.0,300000.0,3680293.0,734920.0,80000.0,3150283.0,551045.0,3438000.0,100.0,170000.0,1800000.0,7482834.0,2046800.0,2526000.0,62000.0,1005900.0,25547104.0,7459.0,20.0,2714525.0,-1.0,5689500.0,705000.0,,1039120.0,2747965.0,2406700.0,33610.0,4815887.0,15.0,220000.0,643600.0,375000.0,1820360.0,2552.0,13422876.0,3718200.0,,155000.0
1984,320000.0,4290000.0,25450304.0,2134622.0,34287296.0,7550.0,23869488.0,1038610.0,,4171200.0,3213380.0,700.0,54525.0,1178516.0,,1250.0,324000.0,342300.0,130625.0,222317840.0,450000.0,185000.0,25450304.0,3402000.0,-1.0,207717.0,23500000.0,241000.0,-1.0,50000.0,2449700.0,5698231.0,8500.0,22957136.0,15440000.0,,-1.0,240000.0,1638600.0,9142000.0,4614000.0,1100000.0,34969728.0,,2500000.0,1191900.0,821000.0,,146388.0,350000.0,225701.0,10271447.0,2126455.0,7721563.0,90000.0,34300000.0,39519008.0,2500.0,174076000.0,5300.0,24390.0,7249.0,6560000.0,,298315.0,77400000.0,1097276.0,16.0,10855.0,5000.0,85500.0,1660000.0,3586355.0,1410000.0,6000.0,15.0,509070.0,2935809.0,7169220.0,847000.0,5008774.0,380000.0,,46470036.0,190000.0,4545100.0,775030.0,70000.0,3054318.0,551755.0,3459000.0,200.0,155000.0,1544000.0,6951028.0,2185000.0,2553000.0,60000.0,879200.0,24802304.0,6710.0,20.0,2842080.0,-1.0,6566600.0,812800.0,,1650000.0,2867969.0,2556600.0,35260.0,4757379.0,18.0,220000.0,499860.0,578240.0,1261251.0,2551.0,22356000.0,3662600.0,,160000.0
1985,340000.0,3043000.0,24401600.0,1820492.0,32139600.0,7550.0,25055024.0,977030.0,,4023000.0,3270290.0,370.0,73000.0,1207262.0,,1700.0,265000.0,443500.0,118225.0,247199472.0,300000.0,107700.0,24401600.0,3455000.0,-1.0,239004.0,25364400.0,263000.0,-1.0,35000.0,2296270.0,4994801.0,13200.0,22621168.0,14105000.0,,-1.0,270000.0,1600000.0,9684000.0,3308000.0,1080000.0,34430840.0,,2300000.0,1025300.0,862000.0,,184353.0,480000.0,229760.0,8419497.0,2412656.0,8063000.0,110000.0,22842000.0,51549152.0,2600.0,170319200.0,5300.0,35870.0,6851.0,6580000.0,,263098.0,67400000.0,1152790.0,15.0,11000.0,5000.0,84300.0,1744150.0,3386060.0,1210000.0,7000.0,15.0,408260.0,2949551.0,6878040.0,680000.0,5583367.0,380000.0,9520.0,58711259.0,169000.0,4800000.0,720000.0,70000.0,2988885.0,586149.0,3480000.0,150.0,173892.0,1500000.0,7162107.0,2076600.0,2638000.0,58000.0,1029800.0,25594304.0,6500.0,20.0,2343700.0,-1.0,5559700.0,793500.0,,1590000.0,3157856.0,2726495.0,30000.0,5673165.0,20.0,200000.0,622574.0,754100.0,1138761.0,2650.0,18803008.0,3767100.0,,175000.0
1986,350000.0,4109000.0,24742000.0,1596555.0,27856304.0,2500.0,24093168.0,867305.0,,4111600.0,3364825.0,185.0,73328.0,1173660.0,,2050.0,151000.0,250000.0,110967.0,238443008.0,300000.0,118500.0,24742000.0,3647000.0,-1.0,239023.0,24850096.0,224000.0,-1.0,30000.0,2239370.0,5397701.0,10000.0,24608384.0,14465000.0,,-1.0,320000.0,1600000.0,10832000.0,4260000.0,1219000.0,44271184.0,,2000000.0,1037300.0,897000.0,,210465.0,375000.0,231615.0,7695018.0,2361922.0,7010300.0,110000.0,20991000.0,50219008.0,2600.0,171680992.0,5400.0,34061.0,5750.0,7000000.0,,260370.0,68500000.0,1046140.0,14.0,11500.0,4900.0,38000.0,1950000.0,4084303.0,1210000.0,7000.0,15.0,558340.0,2801814.0,6640480.0,740000.0,6024962.0,380000.0,8080.0,56483312.0,154000.0,4500000.0,792240.0,70000.0,2988614.0,637115.0,4135000.0,245.0,185951.0,1600000.0,6264304.0,2112843.0,2240000.0,60000.0,1165300.0,27498000.0,6500.0,20.0,2529760.0,-1.0,4966400.0,908200.0,,1770000.0,2919900.0,2758000.0,27000.0,7361059.0,26.0,200000.0,744149.0,737393.0,1285405.0,2649.0,18252000.0,3852700.0,,195000.0
1987,340000.0,2960358.0,24831680.0,1506145.0,43608000.0,2500.0,24449936.0,801560.0,,4248000.0,3150000.0,60.0,112853.0,1241327.0,,2155.0,230000.0,390000.0,48786.0,268504000.0,215000.0,120000.0,24831680.0,3405000.0,-1.0,239500.0,24964896.0,211469.0,-1.0,30000.0,2013810.0,5612372.0,15000.0,26130736.0,14479000.0,,-1.0,320000.0,1600000.0,8424000.0,3190358.0,1207000.0,45874232.0,,1800000.0,1296200.0,882000.0,,245626.0,300000.0,221870.0,8525375.0,1574531.0,6811000.0,110000.0,17211000.0,47363008.0,2600.0,186089504.0,5500.0,46967.0,5525.0,6870584.0,,258660.0,70801808.0,1096906.0,13.0,11800.0,4800.0,60000.0,1980600.0,3869662.0,1260000.0,7100.0,15.0,616580.0,2674639.0,6895910.0,760000.0,6230700.0,380000.0,10660.0,52811505.0,164000.0,4750000.0,848080.0,70000.0,2658945.0,599729.0,3338741.0,170.0,214921.0,1650000.0,5448497.0,2203037.0,2374000.0,60000.0,1104365.0,26506000.0,6500.0,20.0,2377670.0,-1.0,5467400.0,689000.0,,1600000.0,2413846.0,2551480.0,25000.0,8035972.0,33.0,175000.0,746225.0,659696.0,1346398.0,2648.0,21021008.0,3433000.0,,210000.0
1988,340000.0,3185362.0,27145968.0,1318795.0,33028800.0,2500.0,27191184.0,789470.0,,4395200.0,2970000.0,68.0,107091.0,1321838.0,,2279.0,291000.0,450000.0,50000.0,258294000.0,220631.0,110000.0,27145968.0,2736000.0,-1.0,259922.0,25784000.0,192927.0,44000.0,42000.0,2603120.0,5127071.0,15700.0,27965360.0,13939000.0,,-1.0,320000.0,1500000.0,10795000.0,3476362.0,1140000.0,42735216.0,,1700000.0,1315800.0,888000.0,,261304.0,360000.0,207500.0,8374964.0,1299125.0,6700000.0,110000.0,19300000.0,49064000.0,2700.0,196736896.0,5500.0,51617.0,4160.0,7567229.0,,270830.0,73744608.0,1261216.0,12.0,12000.0,4700.0,30000.0,1985000.0,3689522.0,1300000.0,44942.0,15.0,814400.0,2680461.0,7207345.0,770000.0,5516869.0,400000.0,23606.0,56062396.0,138000.0,3518000.0,1094320.0,70000.0,2509136.0,494714.0,3198787.0,30.0,209775.0,1700000.0,6998396.0,2228300.0,2261000.0,62000.0,1244430.0,27128000.0,6500.0,20.0,2025370.0,-1.0,5699600.0,699000.0,,1500000.0,2123300.0,2707120.0,25000.0,8332537.0,35.0,175000.0,902224.0,839000.0,1372988.0,2747.0,19811008.0,3566100.0,,225000.0
1989,380000.0,4099000.0,26940336.0,1261316.0,36975696.0,2500.0,36668000.0,940860.0,,4825000.0,2541000.0,47.0,126047.0,1136963.0,,2408.0,265000.0,450000.0,65000.0,252290000.0,255415.0,100000.0,26940336.0,2582000.0,-1.0,293940.0,26491600.0,176961.0,50000.0,55000.0,2293220.0,5663521.0,18150.0,26812320.0,13700000.0,,-1.0,270000.0,1700000.0,11212801.0,4364000.0,1216000.0,43910480.0,,1600000.0,1351200.0,900000.0,,257592.0,390000.0,221900.0,7855716.0,1465582.0,7085000.0,110000.0,25263000.0,48794704.0,2700.0,203036800.0,5500.0,51617.0,3908.0,7615300.0,,252300.0,81002896.0,1103522.0,10.0,12200.0,4400.0,69600.0,1990000.0,3797318.0,1320000.0,76154.0,15.0,903010.0,2370000.0,6707205.0,738845.0,5436122.0,510000.0,24853.0,55645250.0,244000.0,3664000.0,984780.0,70000.0,2724727.0,598834.0,3670522.0,40.0,206771.0,1680000.0,6850546.0,1756300.0,2684000.0,60000.0,1224402.0,26695008.0,6500.0,20.0,2225000.0,-1.0,5344600.0,560000.0,,1300000.0,2248378.0,2896618.0,25000.0,7808761.0,35.0,220000.0,863408.0,793400.0,1335183.0,2745.0,18587000.0,2346400.0,,225000.0
1990,380000.0,4016000.0,24369936.0,1297813.0,35493600.0,5000.0,33561000.0,1089205.0,,4750000.0,2700000.0,50.0,96360.0,1126540.0,0.0,2475.0,250000.0,240000.0,65000.0,262674144.0,331569.0,97100.0,24369936.0,2956500.0,-1.0,301142.0,27790736.0,171100.0,60000.0,60000.0,2491000.0,5720897.0,18700.0,27979632.0,15700000.0,0.0,-1.0,270000.0,1650000.0,11095262.0,4266000.0,1300000.0,39919368.0,0.0,1500000.0,1691100.0,920000.0,,308882.0,265000.0,205801.0,6511584.0,1658987.0,6700000.0,110000.0,25482000.0,57620144.0,2700.0,225569200.0,5500.0,35841.0,3646.0,9603100.0,,170000.0,81800000.0,782840.0,10.0,12300.0,4500.0,71300.0,2000000.0,3841798.0,1320000.0,87092.0,14.0,988300.0,2630000.0,7423345.0,706806.0,5548291.0,610000.0,27173.0,63451067.0,258000.0,4222000.0,1019080.0,70000.0,2897863.0,682800.0,3092890.0,40.0,218745.0,1790000.0,5830923.0,1790152.0,1983000.0,55000.0,1478413.0,25524000.0,6500.0,20.0,2391600.0,-1.0,5405600.0,606000.0,,1450000.0,3880186.0,2449329.0,24000.0,6618905.0,38.0,225000.0,373530.0,820000.0,1362312.0,2744.0,18083488.0,1930700.0,,210000.0
1991,400000.0,3380324.0,21366000.0,1271770.0,35988704.0,4000.0,40661000.0,1131880.0,,4600000.0,2935000.0,0.0,80491.0,1150000.0,0.0,2620.0,310000.0,290000.0,70000.0,260887888.0,252769.0,78900.0,21366000.0,4038000.0,-1.0,282601.0,27789968.0,165087.0,40000.0,45000.0,2732000.0,6900000.0,18000.0,28133008.0,18200000.0,0.0,-1.0,335000.0,1530000.0,11623574.0,3690324.0,1220000.0,38433992.0,0.0,1500000.0,1699200.0,888000.0,,312237.0,400000.0,189708.0,6930457.0,1374200.0,6500000.0,110000.0,24835000.0,67898000.0,2800.0,241045504.0,5500.0,38000.0,3989.0,10798800.0,,200000.0,79700000.0,843061.0,10.0,12300.0,4400.0,70000.0,1950000.0,3941200.0,1420000.0,132079.0,13.0,1105960.0,2830000.0,7681940.0,807527.0,5621110.0,845000.0,25500.0,72694722.0,145000.0,4498000.0,1025772.0,70000.0,2730136.0,465100.0,3236412.0,40.0,206797.0,1900000.0,4796722.0,2009563.0,1894000.0,38000.0,1300900.0,27444000.0,6500.0,20.0,2746500.0,-1.0,6162500.0,587000.0,,1300000.0,3408106.0,2817090.0,23000.0,6911280.0,42.0,225000.0,654000.0,850824.0,1400833.0,2843.0,20077968.0,2105200.0,,225000.0
1992,400000.0,3533000.0,20641000.0,1671434.0,38864896.0,4000.0,47480000.0,1121720.0,,4180000.0,3081000.0,0.0,94416.0,1300000.0,0.0,3328.0,350000.0,280000.0,70000.0,271474880.0,159358.0,97400.0,20641000.0,4464000.0,-1.0,293713.0,28930016.0,167418.0,28230.0,35000.0,2525000.0,6900000.0,18000.0,32000000.0,16800000.0,0.0,-1.0,270000.0,1600000.0,11707560.0,3883000.0,1320000.0,41696600.0,0.0,1429280.0,1707340.0,896000.0,,274655.0,400000.0,212229.0,6915786.0,1855585.0,5500000.0,110000.0,28856000.0,73011008.0,2800.0,254000000.0,5500.0,21000.0,4000.0,11307600.0,,280000.0,66300000.0,731763.0,10.0,12300.0,4400.0,80000.0,1900000.0,3884600.0,1410000.0,150771.0,12.0,1291340.0,3040000.0,7445615.0,836602.0,5780722.0,960000.0,37974.0,78868561.0,142000.0,4474000.0,993745.0,49000.0,2838776.0,517100.0,125000.0,45.0,171108.0,1900000.0,5857553.0,1972697.0,1779000.0,38000.0,1292300.0,27545008.0,6500.0,20.0,2563100.0,-1.0,6437000.0,527900.0,,1350000.0,2954243.0,2788206.0,22000.0,7343523.0,46.0,200000.0,516012.0,731108.0,1361030.0,2842.0,12955400.0,2430800.0,,225000.0
1993,400000.0,3704000.0,27959000.0,1648981.0,38058896.0,1250.0,39827000.0,1159310.0,1700000.0,4370000.0,3056000.0,-1.0,89555.0,1220040.0,-1.0,3350.0,340000.0,180000.0,70000.0,244530704.0,184502.0,60900.0,27959000.0,3762983.0,-1.0,346935.0,30500000.0,150870.0,71856.0,50000.0,2661000.0,7000000.0,18860.0,33000000.0,14250000.0,-1.0,-1.0,220000.0,,12411820.0,4044000.0,1547340.0,42930960.0,0.0,1400000.0,1715520.0,905000.0,,284444.0,310000.0,229988.0,7368413.0,1867770.0,5000000.0,110000.0,29748000.0,64194000.0,2800.0,228030000.0,5500.0,50000.0,4000.0,11741100.0,,218000.0,43700000.0,840130.0,10.0,12600.0,4500.0,65000.0,1950000.0,3647200.0,1371000.0,146174.0,13.0,1365870.0,3180000.0,7506525.0,850000.0,5402401.0,950000.0,34063.0,68997310.0,145378.0,4126000.0,943600.0,24500.0,2918792.0,279900.0,538000.0,45.0,189703.0,1100000.0,4803310.0,1703600.0,1640000.0,38000.0,1210760.0,28214000.0,6500.0,20.0,2243636.0,-1.0,6082700.0,441000.0,,1350000.0,3368295.0,2811460.0,21000.0,7200651.0,49.0,220000.0,785560.0,809733.0,1274173.0,2843.0,11244400.0,2719000.0,,230000.0
1994,400000.0,4064320.0,31312000.0,1698340.0,44427000.0,3050.0,37823000.0,1218240.0,1200000.0,3800000.0,3148895.0,-1.0,65141.0,1311000.0,-1.0,3865.0,300000.0,200000.0,90000.0,292101824.0,200000.0,56800.0,31312000.0,3564310.0,-1.0,325302.0,31200000.0,138507.0,72253.0,55000.0,2450000.0,6800000.0,15500.0,32834000.0,15200000.0,-1.0,-1.0,240000.0,,13822040.0,4364320.0,1540950.0,40586768.0,0.0,1300000.0,1711090.0,633000.0,,262333.0,320000.0,201660.0,6257749.0,1857242.0,6100000.0,110000.0,26694000.0,60926780.0,2800.0,229670000.0,5500.0,10000.0,4000.0,11862420.0,,180494.0,43200000.0,570026.0,14.0,12800.0,4600.0,67000.0,2166000.0,3786160.0,1467000.0,120632.0,12.0,1431000.0,3200000.0,7110740.0,855700.0,4813454.0,950000.0,34555.0,66430351.0,219000.0,4282000.0,925440.0,56000.0,3077814.0,216200.0,3419748.0,45.0,170592.0,1900000.0,5503571.0,1655850.0,1602000.0,38000.0,1397780.0,28058000.0,6500.0,20.0,2593364.0,-1.0,7550100.0,463700.0,,1350000.0,3898760.0,2799320.0,20000.0,6521848.0,52.0,220000.0,627309.0,1528840.0,1200345.0,2846.0,15683300.0,2255000.0,,235000.0
1995,400000.0,4110238.0,34943000.0,1375324.0,47168400.0,1888.0,50597000.0,1041450.0,1200000.0,4550000.0,3209253.0,-1.0,62327.0,1310000.0,-1.0,3740.0,400000.0,200000.0,120000.0,303699488.0,313239.0,104300.0,34943000.0,3515322.0,-1.0,329873.0,32000000.0,100863.0,74433.0,35000.0,2372000.0,6750000.0,14000.0,28998800.0,17700000.0,-1.0,-1.0,330000.0,,14104772.0,4510238.0,1601400.0,44452952.0,0.0,1200000.0,1706670.0,589000.0,,293238.0,410177.0,211875.0,5199370.0,1858547.0,7000000.0,110000.0,24400000.0,65417000.0,2800.0,275540000.0,5500.0,10000.0,4000.0,15443780.0,,183170.0,33600000.0,504248.0,21.0,12818.0,4600.0,68000.0,2100000.0,3439752.0,1284000.0,132920.0,12.0,1500000.0,3640000.0,7445650.0,882900.0,5159244.0,1150000.0,16140.0,70278810.0,202490.0,4662000.0,1031320.0,21000.0,3059115.0,201800.0,3773000.0,50.0,199336.0,1900000.0,4861810.0,1816545.0,1622000.0,38000.0,1326000.0,27938000.0,6500.0,20.0,3198091.0,-1.0,10711100.0,357200.0,-1.0,1350000.0,4263629.0,2576000.0,20000.0,6146912.0,52.0,220000.0,447047.0,1272974.0,1172179.0,2853.0,16713650.0,3199200.0,-1.0,240000.0
1996,400000.0,3729000.0,37436000.0,1589670.0,45229700.0,4912.0,57974000.0,1251780.0,1582180.0,4650000.0,3221892.0,-1.0,87060.0,1400000.0,-1.0,4385.0,420000.0,210000.0,90000.0,317105984.0,315850.0,139000.0,37436000.0,4908510.0,-1.0,353787.0,35000000.0,51125.0,78690.0,45000.0,2623915.0,6700000.0,12500.0,29486300.0,17600000.0,-1.0,-1.0,290000.0,,13958413.0,4149000.0,1600000.0,45080648.0,0.0,1200000.0,1702260.0,615000.0,,284638.0,450256.0,215800.0,6075900.0,1833242.0,6700000.0,139900.0,26592000.0,66875948.0,2800.0,281100000.0,5500.0,15000.0,4000.0,15582930.0,,207000.0,41300000.0,404553.0,26.0,12911.0,4600.0,65000.0,2150000.0,3845546.0,1369000.0,159406.0,12.0,1568700.0,3350000.0,7165090.0,885000.0,5260138.0,1450000.0,29594.0,71260196.0,171305.0,5076000.0,899116.0,58000.0,3580200.0,190200.0,3600000.0,50.0,185027.0,1860000.0,4384248.0,1807000.0,1616000.0,38000.0,1404080.0,26727000.0,6500.0,20.0,3649909.0,-1.0,11371800.0,534900.0,,1350000.0,3927832.0,2736000.0,20000.0,6423820.0,50.0,230000.0,602678.0,1448303.0,1236024.0,2858.0,20950896.0,4044000.0,,245000.0
1997,400000.0,3384000.0,39938000.0,1735363.0,41998400.0,4612.0,56394000.0,1152185.0,1489890.0,4450000.0,3073524.0,-1.0,95000.0,1500000.0,-1.0,4400.0,395000.0,180000.0,120000.0,331612672.0,278939.0,173600.0,39938000.0,5169880.0,-1.0,293524.0,36000000.0,74650.0,78506.0,35000.0,2413380.0,5000000.0,12500.0,27763750.0,19450000.0,-1.0,-1.0,310000.0,,13725525.0,3779000.0,1600000.0,45219512.0,0.0,1100000.0,1726160.0,675000.0,,302982.0,419528.0,188827.0,6294360.0,2058957.0,7500000.0,139500.0,27000000.0,78900000.0,2800.0,277560000.0,5500.0,20000.0,4000.0,17687010.0,,310064.0,38900000.0,307358.0,34.0,12996.0,4600.0,65000.0,2160000.0,3693967.0,1298000.0,175000.0,12.0,1629300.0,3880000.0,7520540.0,886000.0,5787070.0,1600000.0,40931.0,83012389.0,187542.0,5746150.0,742740.0,69000.0,3637127.0,208240.0,4651000.0,55.0,181969.0,1750000.0,4112389.0,1909601.0,1437000.0,38000.0,1417860.0,28751000.0,6600.0,20.0,3750809.0,-1.0,11920900.0,570872.0,,1350000.0,3445583.0,2795000.0,20000.0,6428960.0,50.0,240000.0,659080.0,1382219.0,1270165.0,2866.0,22154776.0,5055900.0,,250000.0
1998,400000.0,2263000.0,41064000.0,1956800.0,53104200.0,6243.0,46873000.0,1178270.0,1650000.0,4661361.0,2966000.0,-1.0,170200.0,1550000.0,-1.0,4729.0,400000.0,190000.0,70000.0,345254976.0,368675.0,139000.0,41064000.0,5561050.0,-1.0,295289.0,34000000.0,110505.0,90700.0,45000.0,2260000.0,7000000.0,12500.0,27954000.0,19400000.0,-1.0,-1.0,340000.0,,14352780.0,2663000.0,1600000.0,48895256.0,0.0,1000100.0,1731210.0,675000.0,,318556.0,454433.0,191841.0,5028098.0,1969758.0,6300000.0,146700.0,26287000.0,83437656.0,3000.0,279541504.0,5500.0,30000.0,4000.0,18189380.0,,244398.0,32800000.0,244400.0,39.0,13044.0,4300.0,65000.0,2180000.0,3886710.0,983900.0,190476.0,12.0,1717550.0,3870000.0,7378710.0,887000.0,5781095.0,1550000.0,49965.0,87203679.0,133053.0,5741700.0,1256065.0,69000.0,3778545.0,167228.0,4811000.0,0.0,191371.0,1900000.0,3766023.0,1675912.0,1664000.0,38000.0,1056855.0,31486000.0,6600.0,20.0,3459191.0,-1.0,13843500.0,448700.0,,1350000.0,3502102.0,2800000.0,20000.0,8111020.0,52.0,240000.0,498804.0,946247.0,1081134.0,3071.0,22930324.0,5343900.0,,250000.0
1999,400000.0,3747000.0,39699000.0,1831970.0,55191100.0,5348.0,50332000.0,1181240.0,2086340.0,4415781.0,3244600.0,-1.0,173600.0,1650000.0,-1.0,4750.0,430000.0,210000.0,90000.0,333848000.0,495800.0,89695.0,39699000.0,5306627.0,-1.0,276966.0,33568144.0,124000.0,91000.0,50000.0,2313000.0,5562309.0,12500.0,23500000.0,16700000.0,-1.0,-1.0,340000.0,,15253621.0,4177000.0,1600000.0,46880000.0,0.0,1000000.0,1700000.0,682000.0,,291327.0,408990.0,207293.0,4452370.0,2235934.0,6678570.0,140000.0,23780088.0,74702656.0,3000.0,310332800.0,5500.0,40000.0,4000.0,17012800.0,,196784.0,34000000.0,70000.0,25.0,12843.0,4400.0,65000.0,2180000.0,4323000.0,1268900.0,175000.0,12.0,1971646.0,3700000.0,6950925.0,889000.0,3882597.0,1420150.0,43500.0,78108146.0,159859.0,5320691.0,1372395.0,81000.0,3755772.0,137800.0,4657000.0,0.0,152050.0,2000000.0,3405490.0,1937853.0,1571000.0,38000.0,1254925.0,32022700.0,6600.0,20.0,3687118.0,-1.0,17760300.0,522000.0,,1350000.0,3695811.0,2872271.0,18500.0,8501110.0,52.0,270000.0,798072.0,1021350.0,1453899.0,3057.0,21223100.0,5363200.0,,250000.0
2000,400000.0,3598000.0,38164688.0,1788509.0,46332600.0,6200.0,54052124.0,1106610.0,2176570.0,3941524.0,2709700.0,-1.0,296960.0,1600000.0,-1.0,4700.0,383000.0,220000.0,120000.0,327704992.0,397276.0,200047.0,38164688.0,5140322.0,-1.0,330000.0,33959252.0,106178.0,90000.0,62500.0,2025000.0,5402380.0,25800.0,23900000.0,18400000.0,-1.0,,350000.0,,15705800.0,3981000.0,1100000.0,44100000.0,0.0,800000.0,1669000.0,695000.0,,312992.0,450256.0,235403.0,4510704.0,2367015.0,7535150.0,140000.0,24491000.0,66280000.0,3200.0,299323904.0,5500.0,40000.0,4000.0,16552400.0,,191387.0,36400000.0,64000.0,25.0,12851.0,4400.0,65000.0,2188630.0,3884600.0,1355000.0,117840.0,12.0,2103426.0,3800000.0,6910000.0,850000.0,5109500.0,1476215.0,52083.0,69298730.0,164176.0,4981781.0,1435931.0,81000.0,3974000.0,149500.0,4227500.0,0.0,236475.0,2100000.0,3018730.0,1844974.0,1395000.0,38000.0,1373346.0,36114000.0,6700.0,20.0,3524355.0,-1.0,15044300.0,546000.0,,1350000.0,3601748.0,2244900.0,18500.0,8831520.0,52.0,270000.0,749932.0,1065520.0,1672050.0,3257.0,23876162.0,5800500.0,,250000.0
