,Burkina Faso,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Singapore,Lao People's Democratic Republic,Zambia,United States Virgin Islands,Lebanon,Papua New Guinea,Somalia,Suriname,Brazil,Mozambique,Niger,Australia & New Zealand,El Salvador,Saint Lucia,Chad,Colombia,Spain,Central African Republic,Bahamas,Jamaica,Ecuador,Cabo Verde,Indonesia,Argentina,Antigua and Barbuda,Belgium-Luxembourg,Angola,Ethiopia PDR,Egypt,Melanesia,Malaysia,Mexico,Yemen,Haiti,Democratic Republic of the Congo,Nigeria,Sudan,Mali,Congo,Martinique,Dominican Republic,Iran (Islamic Republic of),Peru,Ghana,Philippines,"China, mainland",French Polynesia,India,Guinea-Bissau,Rwanda,Portugal,Guatemala,South Sudan,Saint Kitts and Nevis,Cuba,Puerto Rico,American Samoa,Bhutan,Dominica,Iraq,Madagascar,Swaziland,United Republic of Tanzania,Burundi,Samoa,Nepal,Costa Rica,Bangladesh,Senegal,Mauritius,Uganda,Benin,China,Cambodia,Sudan (former),Morocco,Sierra Leone,Honduras,Uruguay,Zimbabwe,Syrian Arab Republic,Gabon,Malawi,"China, Taiwan Province of",Réunion,Japan,Afghanistan,Trinidad and Tobago,United States of America,Grenada,Wallis and Futuna Islands,Nicaragua,Oman,Viet Nam,Barbados,Russian Federation,Cameroon,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Djibouti,Guinea,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,South Africa,Myanmar,Ukraine,Liberia
1971,,2545205.0,19390512.0,1350000.0,23167008.0,5000.0,6586000.0,642783.0,,1663000.0,4310606.0,1500.0,7500.0,330737.0,,280.0,8700.0,463000.0,195000.0,80380400.0,3000000.0,53800.0,19390512.0,1991000.0,-1.0,21000.0,13500000.0,443000.0,-1.0,2000.0,4105846.0,6000000.0,9076.0,11226900.0,10260000.0,134100.0,-1.0,880128.0,1284300.0,7486000.0,2553905.0,103000.0,32715152.0,4000.0,2792400.0,635200.0,638000.0,,52323.0,578328.0,514375.0,9973725.0,578000.0,8777762.0,152000.0,27640000.0,13138700.0,1700.0,126368000.0,4500.0,5714.0,46026.0,2785453.0,,276352.0,54700000.0,4156717.0,18.0,,4000.0,144122.0,1189690.0,1480711.0,1190700.0,5000.0,14.0,235611.0,2097983.0,7719900.0,,5255570.0,1720000.0,,21302116.0,263000.0,710000.0,,,1407112.0,230148.0,1625000.0,1090.0,14000.0,288483.0,8163416.0,1705224.0,1906100.0,50000.0,2349221.0,21928352.0,10535.0,18.0,1984791.0,-1.0,1100000.0,1233500.0,,178540.0,1101600.0,1407400.0,,5152106.0,,,1733319.0,200000.0,,1750.0,16751114.0,1436230.0,,50000.0
1972,,2238358.0,18928304.0,1183600.0,19963408.0,5000.0,5926000.0,678370.0,,1352295.0,3622903.0,3740.0,7800.0,397363.0,,310.0,8900.0,407500.0,210000.0,85106224.0,3150000.0,53516.0,18928304.0,2312000.0,-1.0,18000.0,15000000.0,342500.0,-1.0,38000.0,4133279.0,5576300.0,5719.0,11649600.0,12870000.0,0.0,-1.0,850000.0,1330000.0,7701000.0,2247258.0,223000.0,32252000.0,3000.0,2807700.0,699900.0,666000.0,,47219.0,295195.0,466738.0,9831437.0,831000.0,9098410.0,250000.0,24800000.0,16416300.0,1700.0,113569504.0,4200.0,7047.0,47503.0,3272661.0,,248932.0,46800000.0,3975280.0,20.0,,4000.0,110296.0,1043200.0,1579700.0,1106510.0,5000.0,15.0,244820.0,2301427.0,5776860.0,200.0,6314762.0,1550000.0,,23785393.0,235000.0,877000.0,,,1484814.0,227480.0,1795000.0,1380.0,15000.0,318420.0,7369093.0,2174875.0,2058400.0,35000.0,2576383.0,25702224.0,9472.0,18.0,1932496.0,-1.0,1260000.0,1059700.0,,244164.0,1515290.0,1044500.0,,5736436.0,,,1020363.0,200000.0,,1753.0,16804640.0,1631897.0,,55000.0
1973,,2495419.0,19278000.0,1352970.0,19947104.0,5500.0,9513000.0,729758.0,,1910062.0,3303727.0,2600.0,8000.0,487693.0,,420.0,9000.0,444500.0,159700.0,91994032.0,3000000.0,77890.0,19278000.0,2440000.0,-1.0,20000.0,15600000.0,332300.0,-1.0,35000.0,3647620.0,5476998.0,9742.0,10847800.0,16870000.0,0.0,-1.0,967433.0,1133000.0,7349000.0,2504419.0,407000.0,32861248.0,2000.0,2860000.0,771200.0,618000.0,,61533.0,341827.0,411872.0,10091983.0,1050000.0,9261451.0,250000.0,27965008.0,16964608.0,1900.0,124866704.0,6700.0,9360.0,30527.0,4008627.0,,214376.0,50270000.0,3284913.0,20.0,,4000.0,75258.0,1191255.0,1548600.0,1155400.0,5000.0,15.0,245635.0,2341294.0,5403684.0,15000.0,6242631.0,1223200.0,,24728774.0,220000.0,1097000.0,,,1440000.0,327132.0,1806000.0,393.0,17000.0,525200.0,7764166.0,2166570.0,2045600.0,58000.0,2006200.0,23429744.0,4872.0,18.0,1753293.0,-1.0,1300000.0,1040000.0,,284593.0,2082550.0,1100800.0,,5240675.0,,,1301150.0,160000.0,,1953.0,15453687.0,2032405.0,,60000.0
1974,67300.0,2150978.0,20417808.0,1432440.0,23910496.0,7000.0,13338800.0,837300.0,,2124083.0,4094519.0,2060.0,8000.0,570243.0,,565.0,9100.0,400000.0,146417.0,95623680.0,2800000.0,75200.0,20417808.0,2953000.0,-1.0,20000.0,16800000.0,321000.0,-1.0,38000.0,3846765.0,6647140.0,10500.0,13426500.0,16536000.0,,-1.0,550000.0,1075700.0,7018000.0,2160078.0,575000.0,33499152.0,1000.0,2860000.0,816400.0,670000.0,,52735.0,377124.0,378851.0,10130615.0,1100000.0,9668516.0,190000.0,34875008.0,16432400.0,2000.0,140805008.0,4600.0,9352.0,42316.0,4422759.0,,220472.0,52914000.0,3252456.0,20.0,,4000.0,97842.0,1571530.0,1751400.0,1157000.0,5000.0,15.0,266755.0,2192581.0,6443484.0,52000.0,5963655.0,720000.0,,25578397.0,210000.0,1153000.0,10000.0,,1415972.0,239931.0,2314000.0,377.0,18000.0,505000.0,9145997.0,2021287.0,1823000.0,51600.0,1974546.0,22806512.0,3860.0,18.0,2153622.0,-1.0,1450000.0,956100.0,,410174.0,2049720.0,1203000.0,,5856497.0,,,1117900.0,190000.0,0.0,2053.0,16895328.0,1687416.0,,70000.0
1975,178639.0,2160122.0,21959008.0,1721918.0,21242000.0,7500.0,14592300.0,795687.0,,2079583.0,3631668.0,1820.0,7000.0,768153.0,,250.0,9300.0,385000.0,159543.0,91524560.0,2400000.0,134680.0,21959008.0,3166000.0,-1.0,21000.0,20500000.0,273000.0,-1.0,46000.0,3579544.0,7723420.0,10000.0,13079200.0,15600000.0,,-1.0,470000.0,1101400.0,7902000.0,2169422.0,801000.0,35840576.0,500.0,2802000.0,813000.0,700000.0,,59835.0,348485.0,365210.0,9337018.0,1100000.0,9439616.0,230000.0,35868000.0,16667000.0,2100.0,144288896.0,5000.0,13894.0,30335.0,5093000.0,,219456.0,52389008.0,3204904.0,20.0,,4000.0,104169.0,1377545.0,1892300.0,1177000.0,5000.0,15.0,251425.0,2323870.0,6741283.0,176000.0,4316027.0,464760.0,,24565424.0,210000.0,1291000.0,62800.0,,1505948.0,375651.0,2628000.0,345.0,20000.0,700000.0,7898424.0,1982489.0,1973000.0,60000.0,1737225.0,25713104.0,8590.0,18.0,2277595.0,-1.0,1956100.0,845400.0,,551482.0,2366500.0,1038200.0,,5486162.0,,,965953.0,265000.0,114613.0,2153.0,16813536.0,1204115.0,,82000.0
1976,211441.0,2283000.0,23343552.0,1923880.0,25546640.0,7000.0,19909744.0,616765.0,,2087597.0,4039353.0,2520.0,16965.0,779611.0,,300.0,9500.0,333300.0,146700.0,103173456.0,2200000.0,106900.0,23343552.0,3177000.0,-1.0,145000.0,21100000.0,280000.0,-1.0,60000.0,3628315.0,5761315.0,12000.0,14034480.0,16100000.0,,-1.0,530000.0,1081324.0,8445759.0,2292500.0,870000.0,31386544.0,500.0,2779000.0,814400.0,735000.0,,130000.0,322327.0,331769.0,10932150.0,800000.0,9227137.0,260000.0,38714000.0,16630000.0,2200.0,140603504.0,5000.0,17796.0,28408.0,6845000.0,,326136.0,53486000.0,3293122.0,20.0,,4000.0,128125.0,1287178.0,1929259.0,1280000.0,5000.0,15.0,253027.0,2291585.0,5980663.0,213000.0,6402277.0,563316.0,,25610645.0,200000.0,1406000.0,77600.0,,1541782.0,326224.0,2112000.0,200.0,11670.0,950000.0,8980645.0,2203383.0,1981000.0,68100.0,2321380.0,25509904.0,10350.0,18.0,2358186.0,-1.0,2986400.0,918500.0,,586636.0,2980045.0,1076900.0,,6000599.0,,145000.0,1073150.0,210000.0,257246.0,2253.0,19220608.0,1631137.0,,92000.0
1977,300000.0,2674000.0,23493152.0,2395554.0,29522960.0,7500.0,26094448.0,950642.0,,2327140.0,3290885.0,2370.0,17840.0,691369.0,,400.0,9600.0,320000.0,135325.0,120081696.0,2200000.0,131500.0,23493152.0,3550000.0,-1.0,170000.0,20500000.0,305000.0,-1.0,49000.0,3252376.0,7518029.0,13000.0,14516280.0,16000000.0,,-1.0,500000.0,1122000.0,8378670.0,2683600.0,1000000.0,29397344.0,500.0,2801000.0,817000.0,765000.0,,150000.0,257040.0,350246.0,11091237.0,1000000.0,9293310.0,270000.0,34820000.0,17753008.0,2300.0,153007008.0,5200.0,30076.0,35391.0,6600000.0,,352000.0,60353008.0,2881813.0,20.0,,4000.0,153350.0,1280715.0,1992274.0,1340000.0,5000.0,15.0,311379.0,2519421.0,6503802.0,304000.0,6022287.0,634120.0,,29053866.0,195000.0,1584000.0,177440.0,,1844738.0,621879.0,3087000.0,200.0,52150.0,960000.0,11300858.0,2233950.0,2328000.0,64000.0,1891000.0,24339632.0,14067.0,18.0,2666466.0,-1.0,2816800.0,1045000.0,,728973.0,3167496.0,1159800.0,,5356457.0,,145000.0,1001101.0,310000.0,366645.0,2353.0,19009024.0,1625692.0,,142300.0
1978,315000.0,2853000.0,21457008.0,2756945.0,30076608.0,7500.0,18941216.0,1141130.0,,2819206.0,4285700.0,1900.0,19589.0,774811.0,,500.0,9800.0,311500.0,119760.0,129144944.0,2000000.0,169895.0,21457008.0,3596000.0,-1.0,165000.0,22950000.0,287000.0,-1.0,38000.0,3640600.0,6927704.0,14000.0,19334000.0,13600000.0,,-1.0,450000.0,1295000.0,8296320.0,2862800.0,963000.0,35474848.0,500.0,2844000.0,652200.0,770000.0,,150000.0,150000.0,321080.0,11093637.0,898000.0,8422860.0,172300.0,30562000.0,21117008.0,2400.0,176965008.0,5300.0,25532.0,28346.0,5360000.0,,362000.0,69653008.0,2572335.0,20.0,,4100.0,200654.0,1374930.0,2242378.0,1347000.0,5000.0,15.0,387100.0,2578741.0,6777069.0,250000.0,6260483.0,430000.0,,29394391.0,165000.0,1551000.0,337500.0,,2164484.0,475399.0,2635000.0,160.0,76120.0,980000.0,8277383.0,2381031.0,2544000.0,64000.0,1550000.0,23583952.0,15978.0,20.0,2733961.0,-1.0,2732100.0,895000.0,,765000.0,3430685.0,1260000.0,,4828402.0,,165000.0,1047338.0,310000.0,362891.0,2455.0,18931776.0,1791190.0,,140000.0
1979,360000.0,4063000.0,21151072.0,2624058.0,27325504.0,7500.0,20560528.0,1005200.0,,3677600.0,3934150.0,1800.0,26108.0,887515.0,,500.0,10000.0,265000.0,164060.0,138898880.0,2200000.0,189085.0,21151072.0,3321000.0,-1.0,215000.0,24700000.0,317000.0,-1.0,40000.0,2988200.0,6599436.0,15000.0,19083008.0,14120000.0,,-1.0,420000.0,1406000.0,8790516.0,4073000.0,1005000.0,34587408.0,,2860000.0,700000.0,815000.0,,213195.0,160000.0,291075.0,10304000.0,1399000.0,7505970.0,182000.0,31888000.0,21508000.0,2500.0,151655104.0,5300.0,26953.0,24389.0,4830000.0,,384000.0,77311408.0,2075935.0,20.0,,4400.0,230800.0,1444320.0,2195887.0,1765000.0,5000.0,15.0,369930.0,2615128.0,6937494.0,367000.0,6313103.0,350000.0,,31186369.0,115000.0,1100000.0,293440.0,,2555446.0,322640.0,2555000.0,45.0,94030.0,1100000.0,9678369.0,2405920.0,2311000.0,64000.0,1682551.0,24069296.0,14650.0,20.0,2741663.0,-1.0,3490900.0,1052000.0,,916000.0,3119970.0,1287000.0,10000.0,4769354.0,,220000.0,1162987.0,335000.0,687101.0,2555.0,18412000.0,1840742.0,,140000.0
1980,350000.0,3360000.0,23975648.0,2386182.0,27497696.0,11250.0,12826662.0,1029770.0,,4532300.0,3830510.0,1870.0,24083.0,919717.0,,500.0,10200.0,419500.0,146339.0,148650560.0,2000000.0,113100.0,23975648.0,2564000.0,-1.0,215000.0,26100000.0,350000.0,-1.0,37000.0,2810390.0,6615197.0,15000.0,17133296.0,17200000.0,3215.0,-1.0,300000.0,1404400.0,8618000.0,3370200.0,720000.0,35278624.0,,3000000.0,885400.0,870000.0,,200000.0,160000.0,266086.0,9055700.0,1307000.0,6054521.0,171200.0,30900000.0,22807008.0,2600.0,128833408.0,5300.0,24437.0,21793.0,5700000.0,,352000.0,63977408.0,2028224.0,20.0,,4600.0,190000.0,1394990.0,2782339.0,1475000.0,5000.0,15.0,385070.0,2516456.0,6676010.0,473000.0,4564400.0,340000.0,,31977589.0,40000.0,1283000.0,375160.0,,2905730.0,447981.0,2528000.0,100.0,130000.0,1480000.0,9170581.0,2139100.0,2095000.0,70000.0,1709551.0,24460288.0,9520.0,20.0,2175068.0,-1.0,4359800.0,1205000.0,,1003632.0,3080135.0,1372900.0,11250.0,4986518.0,7.0,220000.0,1004547.0,356000.0,1317770.0,2655.0,14062204.0,1461344.0,,150000.0
