,USSR,Finland,Eritrea,Fiji,Australia,Panama,Republic of Korea,Pakistan,Slovakia,Democratic Republic of the Congo,Belize,Ethiopia,Kenya,Nigeria,Yemen,Romania,Serbia,Lao People's Democratic Republic,Zambia,Lebanon,Papua New Guinea,Tajikistan,Tunisia,Albania,Brazil,Chad,Mozambique,Niger,Australia & New Zealand,Democratic People's Republic of Korea,Slovenia,El Salvador,Hungary,Canada,Colombia,Iceland,Central African Republic,India,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Argentina,Turkey,Jordan,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,New Caledonia,Egypt,New Zealand,Congo,Republic of Moldova,Dominican Republic,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Philippines,Spain,"China, mainland",French Polynesia,Madagascar,Cyprus,Sri Lanka,Peru,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,South Sudan,Cuba,Austria,Bhutan,Turkmenistan,Norway,Dominica,Iraq,Czechia,Swaziland,United Republic of Tanzania,Burundi,Belgium,Nepal,France,Luxembourg,Libya,Costa Rica,Bangladesh,Italy,Senegal,Germany,Uganda,Sweden,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Mongolia,Chile,Honduras,Uruguay,Afghanistan,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Denmark,Switzerland,Thailand,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Nicaragua,Polynesia,Viet Nam,Bosnia and Herzegovina,Russian Federation,Portugal,Bolivia (Plurinational State of),Paraguay,Myanmar,Latvia,Ukraine,Kuwait,South Africa,Mauritania,Guadeloupe,Ireland,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Timor-Leste,Croatia,Bulgaria,Montenegro,Occupied Palestinian Territory
1997,,78300.0,4590.0,14.0,142000.0,2606.0,23252.0,104674.0,19800.0,19000.0,41.0,40800.0,72334.0,19550.0,15615.0,1004206.0,,5961.0,900.0,15100.0,96.0,13308.0,21400.0,34194.0,323021.0,1577.0,6100.0,2000.0,187001.0,16011.0,18400.0,560.0,92000.0,286460.0,164000.0,791.0,180.0,1934240.0,2318.0,819.0,60000.0,170.0,50000.0,2950000.0,107185.0,422000.0,10023.0,71819.0,3832.0,,140000.0,226.0,27784.0,112000.0,,850.0,116.0,260384.0,45001.0,380.0,13245.0,1871.0,26612.0,53006.0,,162700.0,342500.0,1362500.0,5054.0,197700.0,2900000.0,123.0,48800.0,14000.0,12990.0,309799.0,22611.0,490600.0,13947.0,410000.0,5000.0,,12164.0,54850.0,3271.0,1000.0,40000.0,6.0,75200.0,220000.0,1796.0,60111.0,9000.0,,109800.0,352000.0,,10000.0,3413.0,136277.0,183000.0,476.0,692000.0,48000.0,93000.0,54700.0,2901773.0,280.0,232000.0,78000.0,6650.0,99450.0,9000.0,84564.0,3315.0,9661.0,14000.0,1900.0,160000.0,118558.0,73445.0,1773.0,5000.0,420.0,209000.0,2400000.0,98000.0,32400.0,7253.0,50003.0,84000.0,449000.0,54200.0,2283.0,1000.0,123.0,37672.0,37100.0,9979100.0,90000.0,191544.0,242.0,15330.0,251000.0,4711000.0,801.0,64646.0,200.0,0.0,57000.0,29059.0,0.0,45.0,97397.0,76299.0,,5146.0
1998,,78700.0,4250.0,10.0,142000.0,2835.0,27657.0,109447.0,19800.0,19220.0,86.0,43308.0,91682.0,174250.0,16675.0,1016734.0,,3578.0,1100.0,14800.0,112.0,16366.0,19500.0,34200.0,318128.0,2000.0,5757.0,1150.0,192000.0,25385.0,19680.0,665.0,114747.0,301390.0,171000.0,700.0,180.0,2048320.0,2318.0,686.0,62000.0,194.0,64000.0,2950000.0,104400.0,406000.0,9300.0,73234.0,3500.0,,80000.0,257.0,27464.0,116000.0,,900.0,135.0,290380.0,50000.0,435.0,14222.0,2817.0,29735.0,54060.0,,164032.0,329100.0,1328000.0,5242.0,193065.0,2700000.0,116.0,49000.0,15000.0,4680.0,342496.0,23816.0,570000.0,16803.0,400000.0,5000.0,,13959.0,55632.0,3634.0,800.0,46000.0,7.0,83190.0,240000.0,1680.0,60554.0,10000.0,,116290.0,336000.0,,5530.0,3146.0,244837.0,199000.0,496.0,717000.0,51200.0,95000.0,48500.0,2701533.0,500.0,212000.0,104300.0,14800.0,105766.0,7000.0,90698.0,4095.0,10212.0,14000.0,2130.0,204000.0,131214.0,69432.0,1533.0,6000.0,540.0,202000.0,2170000.0,88933.0,24000.0,9369.0,40833.0,102000.0,437000.0,59000.0,1757.0,1050.0,116.0,28000.0,44673.0,9176100.0,90000.0,187414.0,186.0,16170.0,213982.0,4474000.0,900.0,68016.0,240.0,0.0,20000.0,26901.0,0.0,36.0,99561.0,78317.0,,4046.0
1999,,63200.0,5164.0,10.0,142000.0,250.0,29415.0,110505.0,19980.0,14960.0,115.0,42500.0,86813.0,180200.0,17000.0,1071785.0,,4240.0,1100.0,12900.0,120.0,20377.0,20700.0,34200.0,274036.0,2305.0,5564.0,751.0,192000.0,29565.0,17904.0,700.0,117372.0,304220.0,109000.0,681.0,195.0,2145440.0,2318.0,538.0,45000.0,200.0,62000.0,2800000.0,74966.0,440000.0,9183.0,74883.0,8884.0,,83404.0,240.0,27900.0,113000.0,,800.0,110.0,213000.0,50000.0,490.0,13968.0,1680.0,27340.0,55902.0,,168862.0,303700.0,1347600.0,5172.0,183100.0,2500000.0,117.0,73808.0,15000.0,4360.0,333218.0,87186.0,557000.0,17686.0,400000.0,5000.0,,13404.0,56969.0,3100.0,2500.0,37750.0,6.0,72850.0,240000.0,1800.0,60975.0,12150.0,,118043.0,354000.0,,9500.0,3372.0,243219.0,192000.0,731.0,712000.0,54400.0,77000.0,52200.0,2501742.0,795.0,208908.0,110967.0,16092.0,102867.0,10000.0,89936.0,2925.0,9188.0,14000.0,2000.0,228000.0,142267.0,77778.0,1742.0,7000.0,194.0,184000.0,2170000.0,94950.0,26600.0,9199.0,37762.0,105000.0,446000.0,73700.0,1711.0,1000.0,117.0,28022.0,47160.0,8980300.0,85000.0,165265.0,150.0,17850.0,182285.0,4345000.0,661.0,64334.0,256.0,0.0,21000.0,26803.0,0.0,45.0,97848.0,79230.0,,3732.0
2000,,93700.0,2550.0,12.0,122266.0,401.0,24691.0,101453.0,18000.0,15094.0,103.0,38250.0,97197.0,180200.0,17325.0,837556.0,,2400.0,1228.0,11900.0,121.0,18594.0,21300.0,33000.0,277153.0,2500.0,6200.0,420.0,172267.0,37440.0,15570.0,735.0,92151.0,312000.0,122000.0,800.0,221.0,1938080.0,2318.0,650.0,47000.0,210.0,59000.0,2795000.0,81782.0,410000.0,9410.0,,29778.0,,94623.0,308.0,26700.0,108000.0,,850.0,175.0,215840.0,50001.0,500.0,9129.0,3520.0,25492.0,55093.0,,174562.0,310800.0,1231300.0,5322.0,183100.0,2800000.0,111.0,74108.0,12300.0,6910.0,488011.0,93922.0,553600.0,20794.0,410000.0,5000.0,,13258.0,55498.0,3500.0,3000.0,38575.0,13.0,71440.0,210000.0,1951.0,61377.0,13561.0,73000.0,123000.0,355000.0,2000.0,10000.0,3364.0,248988.0,150000.0,496.0,659000.0,58400.0,80000.0,50800.0,2801554.0,440.0,187108.0,88000.0,17035.0,104550.0,13957.0,94665.0,2925.0,8682.0,14000.0,2100.0,223729.0,168546.0,70395.0,1554.0,6000.0,208.0,178000.0,2090000.0,96810.0,28700.0,8160.0,34091.0,112000.0,454000.0,88000.0,1700.0,1050.0,111.0,30000.0,37314.0,9120600.0,72000.0,184368.0,162.0,20070.0,186700.0,5145000.0,772.0,67200.0,160.0,0.0,21000.0,25248.0,0.0,70.0,98462.0,72672.0,,3972.0
2001,,86500.0,2125.0,10.0,121000.0,73.0,24673.0,105220.0,20160.0,15230.0,84.0,31226.0,89382.0,190400.0,17627.0,826477.0,,2320.0,1020.0,16900.0,122.0,18058.0,22080.0,31800.0,290050.0,2979.0,7579.0,600.0,171000.0,45408.0,14226.0,750.0,72290.0,320000.0,112000.0,800.0,264.0,2015200.0,1498.0,508.0,55819.0,221.0,50000.0,2050000.0,83317.0,400000.0,8755.0,,74444.0,,72808.0,312.0,29000.0,107000.0,,800.0,180.0,232087.0,50000.0,507.0,9638.0,2920.0,28921.0,51010.0,,166000.0,476300.0,1329000.0,5366.0,162400.0,2800000.0,95.0,74483.0,10840.0,8070.0,549855.0,99978.0,497300.0,27647.0,410000.0,5000.0,,12795.0,54055.0,4179.0,4000.0,38300.0,11.0,99170.0,227000.0,1860.0,61760.0,11263.0,69000.0,129000.0,344000.0,2000.0,10000.0,3316.0,237600.0,150000.0,295.0,662000.0,62400.0,59000.0,48900.0,2801500.0,275.0,203406.0,127000.0,17702.0,97784.0,10836.0,92040.0,2486.0,11459.0,14000.0,2200.0,239000.0,88587.0,77661.0,1500.0,6000.0,210.0,180000.0,1800000.0,95525.0,26495.0,6682.0,35820.0,122000.0,422000.0,113600.0,1667.0,1075.0,95.0,32102.0,44532.0,9126800.0,76000.0,177384.0,157.0,20070.0,200530.0,4955000.0,700.0,57600.0,312.0,0.0,21000.0,26447.0,0.0,97.0,96960.0,77829.0,,4733.0
2002,,67900.0,2125.0,10.0,120000.0,363.0,20219.0,115832.0,19200.0,15352.0,79.0,46413.0,101192.0,199750.0,17834.0,847618.0,,1920.0,1000.0,19166.0,144.0,20790.0,22300.0,31368.0,273568.0,3269.0,7772.0,800.0,170000.0,37697.0,13664.0,559.0,67943.0,338000.0,130000.0,800.0,289.0,2139520.0,1500.0,650.0,52808.0,232.0,55000.0,1915000.0,69483.0,396000.0,9493.0,,83912.0,,41904.0,254.0,28800.0,106000.0,,788.0,100.0,235000.0,50000.0,420.0,8234.0,2684.0,29700.0,53562.0,,173254.0,472000.0,1279000.0,5394.0,157300.0,2800000.0,85.0,74948.0,12042.0,13280.0,529129.0,107163.0,310800.0,31794.0,410000.0,5000.0,,13000.0,50691.0,4131.0,4500.0,36950.0,12.0,96350.0,145000.0,1950.0,66604.0,12177.0,65300.0,135000.0,331000.0,1500.0,10761.0,3187.0,245318.0,150000.0,486.0,660000.0,64000.0,58000.0,49200.0,2801588.0,300.0,197272.0,121900.0,18550.0,109404.0,10000.0,84000.0,2477.0,11214.0,21000.0,2500.0,251000.0,115139.0,94866.0,1588.0,6000.0,240.0,174000.0,1730000.0,94000.0,26631.0,6952.0,35586.0,128000.0,416000.0,130400.0,886.0,1100.0,85.0,33887.0,43820.0,8972800.0,69000.0,178905.0,108.0,21480.0,194568.0,4817000.0,761.0,60000.0,327.0,0.0,21000.0,22959.0,0.0,101.0,94646.0,44631.0,,4560.0
2003,,71700.0,2125.0,10.0,120000.0,213.0,25141.0,109700.0,18900.0,19922.0,53.0,43943.0,102787.0,209100.0,16870.0,842169.0,,1920.0,1124.0,19530.0,145.0,23048.0,24200.0,32100.0,257006.0,3601.0,7942.0,1100.0,170000.0,40507.0,13664.0,140.0,86845.0,320000.0,128000.0,750.0,319.0,2375520.0,1430.0,650.0,61964.0,243.0,55000.0,1775000.0,63903.0,390000.0,11310.0,,119082.0,,55294.0,285.0,28800.0,105000.0,,900.0,130.0,250000.0,50000.0,480.0,7396.0,2049.0,32765.0,54278.0,,183918.0,453000.0,1300000.0,5446.0,145930.0,2700000.0,80.0,74948.0,11487.0,12670.0,517048.0,106734.0,305000.0,36563.0,271000.0,5000.0,,12400.0,52618.0,3422.0,4500.0,36000.0,13.0,73320.0,135000.0,2028.0,71448.0,13686.0,72981.0,140000.0,319000.0,1500.0,10000.0,3128.0,270740.0,153658.0,486.0,685000.0,66400.0,58000.0,52140.0,2701361.0,365.0,198800.0,129100.0,20168.0,104244.0,14000.0,89340.0,2652.0,9058.0,17000.0,2810.0,274500.0,144458.0,99664.0,1361.0,6000.0,360.0,168000.0,1660000.0,90000.0,26036.0,6782.0,38646.0,126000.0,369000.0,144300.0,829.0,1125.0,80.0,32000.0,38746.0,8806500.0,69000.0,178710.0,124.0,22590.0,195000.0,5094000.0,760.0,62400.0,342.0,0.0,20000.0,25445.0,0.0,105.0,24065.0,46013.0,,3300.0
2004,,65000.0,1874.0,9.0,120000.0,190.0,32728.0,112000.0,15600.0,20104.0,93.0,52540.0,105624.0,221000.0,17155.0,788000.0,,1920.0,973.0,19700.0,160.0,22632.0,25080.0,30402.0,256721.0,3938.0,8213.0,1300.0,170001.0,41082.0,12612.0,164.0,92107.0,292000.0,120000.0,750.0,349.0,2438240.0,1066.0,693.0,52329.0,257.0,55000.0,1493000.0,58500.0,358000.0,12120.0,,240306.0,,52539.0,319.0,26500.0,102500.0,,1000.0,150.0,240000.0,50001.0,560.0,7676.0,2155.0,35400.0,52813.0,,189645.0,325200.0,1205000.0,5497.0,136300.0,2900000.0,82.0,54981.0,12042.0,11030.0,543481.0,108498.0,303800.0,41332.0,279000.0,5000.0,,13200.0,53247.0,5858.0,4500.0,35500.0,14.0,95880.0,135000.0,2010.0,100792.0,11500.0,68027.0,143000.0,350000.0,2000.0,15860.0,3074.0,326291.0,170670.0,384.0,640000.0,68800.0,55000.0,49810.0,2901572.0,375.0,190694.0,142900.0,22268.0,105570.0,14000.0,83430.0,2828.0,8742.0,20000.0,2868.0,244700.0,131537.0,106697.0,1572.0,6000.0,516.0,167000.0,1520000.0,102000.0,23892.0,7523.0,47073.0,115000.0,369000.0,163300.0,1229.0,1150.0,82.0,33000.0,50373.0,8908000.0,65000.0,180000.0,136.0,23970.0,180000.0,5039000.0,760.0,63600.0,344.0,0.0,19000.0,32684.0,0.0,78.0,28355.0,35999.0,,4296.0
2005,,55600.0,1297.0,9.0,120000.0,166.0,23957.0,117500.0,15000.0,20104.0,89.0,52540.0,96603.0,226100.0,17831.0,862400.0,,1440.0,1000.0,19500.0,155.0,23120.0,24900.0,28569.0,253517.0,3959.0,6800.0,2800.0,170002.0,41450.0,11836.0,232.0,78695.0,300000.0,138000.0,712.0,351.0,2510720.0,1066.0,718.0,54140.0,220.0,55000.0,1480000.0,63000.0,308600.0,13195.0,,247916.0,,35600.0,339.0,27300.0,102000.0,,922.0,175.0,250000.0,50002.0,510.0,7370.0,1906.0,34800.0,49520.0,,163844.0,326600.0,1174000.0,5450.0,125000.0,2000000.0,60.0,55485.0,12042.0,11270.0,518963.0,111234.0,246200.0,41600.0,267000.0,5000.0,,12500.0,52608.0,6577.0,5000.0,35500.0,10.0,84600.0,128000.0,1800.0,29600.0,10000.0,70703.0,147000.0,320000.0,2000.0,15350.0,2366.0,373200.0,162014.0,524.0,602000.0,72000.0,51000.0,52590.0,2001868.0,400.0,190694.0,137800.0,15000.0,101320.0,15000.0,94800.0,2867.0,8997.0,20000.0,2927.0,261400.0,138450.0,105743.0,1868.0,6000.0,576.0,159000.0,1420000.0,100000.0,24973.0,7000.0,50339.0,131000.0,389000.0,190100.0,1180.0,1175.0,60.0,35000.0,50164.0,8362500.0,65000.0,180000.0,152.0,23970.0,180000.0,5128000.0,760.0,67200.0,353.0,0.0,20000.0,32839.0,0.0,61.0,25139.0,36707.0,,4400.0
2006,,52600.0,354.0,9.0,120000.0,188.0,20421.0,133400.0,14400.0,19559.0,63.0,62131.0,87691.0,228650.0,19340.0,862400.0,40690.0,1360.0,1100.0,20100.0,160.0,24256.0,24550.0,24600.0,266040.0,3500.0,7500.0,3240.0,170100.0,40041.0,11472.0,237.0,60000.0,350000.0,169000.0,712.0,353.0,2788480.0,910.0,637.0,47825.0,230.0,55000.0,1395000.0,63000.0,316000.0,8858.0,,113194.0,,30060.0,349.0,28800.0,102000.0,,1100.0,180.0,200000.0,50100.0,530.0,7576.0,1932.0,37298.0,52494.0,,149047.0,313700.0,1230596.0,7939.0,123000.0,2650000.0,65.0,54765.0,15120.0,10650.0,563154.0,99697.0,173900.0,43200.0,204000.0,5000.0,,27600.0,54420.0,6298.0,4500.0,36100.0,9.0,63920.0,100000.0,1886.0,100000.0,10285.0,72138.0,151000.0,309000.0,2226.0,15000.0,2807.0,345000.0,160997.0,500.0,598000.0,74400.0,51000.0,56008.0,2651818.0,425.0,,132200.0,15708.0,98529.0,19000.0,82115.0,2769.0,8321.0,20000.0,3010.0,278500.0,150541.0,84893.0,1818.0,6000.0,600.0,165190.0,1350000.0,96533.0,24774.0,8015.0,51220.0,70000.0,386000.0,207500.0,1854.0,1200.0,65.0,36000.0,45206.0,8000000.0,65000.0,182000.0,160.0,25080.0,160000.0,4976000.0,850.0,69600.0,357.0,0.0,20000.0,33206.0,0.0,107.0,26033.0,33641.0,2038.0,4872.0
2007,,55600.0,235.0,10.0,110000.0,252.0,20540.0,154300.0,14400.0,19648.0,67.0,42915.0,104000.0,223550.0,23010.0,1100796.0,40586.0,1200.0,1009.0,20100.0,176.0,22941.0,24800.0,29400.0,260854.0,2500.0,8500.0,1275.0,158000.0,38014.0,8854.0,263.0,56500.0,200000.0,119896.0,712.0,332.0,2873600.0,910.0,419.0,45160.0,225.0,55000.0,1360000.0,63000.0,305000.0,14608.0,,158106.0,,33431.0,356.0,27700.0,93000.0,,1150.0,170.0,200000.0,48000.0,550.0,6687.0,1620.0,43406.0,49118.0,,177482.0,305400.0,1146818.0,7994.0,117400.0,2700000.0,73.0,55245.0,12279.0,10710.0,581167.0,101781.0,158800.0,44000.0,309000.0,5000.0,,26100.0,54720.0,5747.0,4500.0,36000.0,8.0,63920.0,125000.0,1804.0,107532.0,11000.0,72000.0,154000.0,348000.0,2426.0,15000.0,2690.0,402000.0,163698.0,250.0,565000.0,26400.0,51000.0,59700.0,2702348.0,545.0,,126700.0,17220.0,106760.0,20000.0,83936.0,2964.0,6609.0,20000.0,3015.0,274000.0,164034.0,98270.0,2348.0,9600.0,600.0,162966.0,1300000.0,103100.0,23439.0,7575.0,46608.0,65000.0,335000.0,208428.0,1682.0,1200.0,73.0,36000.0,42782.0,5612700.0,65000.0,182000.0,154.0,25380.0,150000.0,5038000.0,850.0,72000.0,349.0,0.0,37000.0,29734.0,0.0,204.0,22500.0,32657.0,2045.0,5083.0
2008,,53100.0,72.0,9.0,140000.0,56.0,21396.0,145000.0,14400.0,19736.0,79.0,59316.0,104000.0,212500.0,21497.0,1042331.0,39085.0,1200.0,1233.0,18900.0,150.0,23870.0,22450.0,27300.0,249986.0,3000.0,10000.0,1969.0,190502.0,30411.0,8350.0,211.0,62700.0,200000.0,100766.0,712.0,336.0,2925280.0,910.0,720.0,51008.0,230.0,55000.0,1220000.0,63000.0,296000.0,9500.0,,94544.0,,25737.0,309.0,28400.0,93000.0,,800.0,150.0,407000.0,50502.0,600.0,6016.0,1979.0,41826.0,43334.0,,153995.0,310200.0,1098374.0,7904.0,121400.0,2750000.0,70.0,56250.0,8082.0,9780.0,617793.0,100934.0,145200.0,46400.0,263000.0,5050.0,,34600.0,53330.0,4918.0,4500.0,34400.0,12.0,38540.0,125000.0,2103.0,156552.0,11000.0,67000.0,200000.0,344000.0,2741.0,13440.0,2983.0,395000.0,153053.0,750.0,574000.0,28000.0,51000.0,62800.0,2752002.0,647.0,,137200.0,18060.0,107440.0,24000.0,67617.0,2886.0,6671.0,21600.0,2988.0,274000.0,169353.0,112479.0,2002.0,10560.0,540.0,150930.0,1560000.0,101660.0,24609.0,8053.0,45929.0,60000.0,338000.0,213627.0,1650.0,1300.0,70.0,37000.0,47056.0,5902300.0,62000.0,241000.0,32.0,25920.0,137600.0,4930000.0,1202.0,66000.0,312.0,0.0,36000.0,33750.0,0.0,265.0,21000.0,21102.0,2072.0,4968.0
2009,,77300.0,85.0,10.0,90000.0,467.0,24913.0,138500.0,14400.0,20467.0,81.0,45906.0,104000.0,221000.0,23169.0,1042252.0,38338.0,1344.0,1414.0,11131.0,168.0,25411.0,23800.0,27000.0,262228.0,3030.0,12300.0,2000.0,144500.0,31201.0,8250.0,211.0,52500.0,200000.0,96515.0,712.0,515.0,2936480.0,911.0,1103.0,47877.0,240.0,60000.0,1355000.0,64800.0,286000.0,15043.0,,206880.0,,24517.0,268.0,27300.0,93000.0,,1200.0,90.0,408000.0,54500.0,620.0,5861.0,2207.0,41400.0,44517.0,,146306.0,339300.0,1089841.0,8129.0,110300.0,2840000.0,69.0,56250.0,7200.0,8320.0,650000.0,120622.0,139500.0,52000.0,298000.0,5500.0,,11000.0,52735.0,3750.0,4500.0,33100.0,9.0,26320.0,89000.0,2160.0,138376.0,11500.0,73500.0,220000.0,360000.0,2836.0,15000.0,2233.0,435000.0,164596.0,750.0,584000.0,28800.0,49000.0,70700.0,2842254.0,684.0,,128000.0,18900.0,96220.0,24000.0,76157.0,3315.0,5992.0,20500.0,3370.0,265000.0,182990.0,130536.0,2254.0,10290.0,610.0,151932.0,1490000.0,97000.0,24423.0,9554.0,39811.0,38000.0,339000.0,203670.0,2338.0,1300.0,69.0,36683.0,45483.0,6410800.0,57000.0,238000.0,82.0,26400.0,109300.0,4936000.0,1328.0,74640.0,344.0,0.0,40000.0,39267.0,0.0,223.0,16425.0,21450.0,2048.0,3055.0
2010,,73700.0,81.0,9.0,115000.0,100.0,26804.0,159300.0,14400.0,22000.0,102.0,50583.0,98712.0,221000.0,19319.0,988744.0,39189.0,940.0,1200.0,11500.0,149.0,29376.0,24200.0,28500.0,268726.0,3256.0,13100.0,1600.0,167500.0,34161.0,7280.0,190.0,57000.0,200000.0,70000.0,516.0,540.0,2981120.0,911.0,1128.0,48210.0,490.0,62000.0,1016000.0,64800.0,281000.0,23370.0,,209194.0,,26188.0,328.0,27900.0,90000.0,,1550.0,170.0,476000.0,52500.0,666.0,6253.0,2268.0,42421.0,55243.0,,170290.0,355300.0,1136670.0,8171.0,111700.0,2900000.0,65.0,56325.0,6222.0,7590.0,650000.0,135594.0,112100.0,54400.0,242000.0,5600.0,,7600.0,54842.0,6317.0,4500.0,32300.0,8.0,77080.0,82400.0,2220.0,162471.0,11000.0,74000.0,222000.0,347000.0,2344.0,18600.0,2674.0,460197.0,158552.0,580.0,596000.0,29600.0,53000.0,73283.0,2902181.0,700.0,,113400.0,20160.0,98338.0,25000.0,80480.0,3315.0,5330.0,20500.0,3195.0,270000.0,180744.0,141136.0,2181.0,11340.0,578.0,151951.0,1400000.0,96000.0,24159.0,9526.0,42370.0,39000.0,340000.0,197394.0,2906.0,811.0,65.0,22611.0,41768.0,6939800.0,60000.0,241000.0,184.0,26280.0,109600.0,4897000.0,1650.0,76800.0,266.0,0.0,40000.0,43269.0,0.0,174.0,16322.0,25200.0,2180.0,3792.0
2011,,73000.0,85.0,10.0,90000.0,366.0,24930.0,185000.0,12600.0,22500.0,112.0,63695.0,114660.0,222700.0,22418.0,993412.0,26017.0,1800.0,1200.0,12000.0,152.0,33390.0,23300.0,27900.0,244834.0,3300.0,14240.0,2400.0,143000.0,35123.0,6772.0,177.0,54800.0,211000.0,70000.0,505.0,550.0,3051200.0,911.0,1303.0,35768.0,522.0,55000.0,1030000.0,64800.0,286000.0,8304.0,,213932.0,,23088.0,332.0,28000.0,90000.0,,1800.0,170.0,514000.0,53000.0,700.0,5204.0,2498.0,40814.0,55142.0,,181426.0,396700.0,1346109.0,8096.0,103500.0,2900000.0,70.0,56250.0,8038.0,8000.0,700000.0,131823.0,114300.0,56000.0,224000.0,5600.0,,6500.0,52274.0,5078.0,4500.0,31700.0,9.0,77080.0,84400.0,2280.0,134756.0,15351.0,58000.0,221000.0,340000.0,2636.0,19000.0,2740.0,430446.0,150739.0,560.0,548000.0,30400.0,48000.0,75921.0,2901698.0,700.0,,114700.0,20362.0,100669.0,25000.0,62301.0,3900.0,5205.0,21000.0,3200.0,260000.0,193115.0,148373.0,1698.0,11400.0,600.0,153632.0,1362000.0,103000.0,25380.0,9208.0,41652.0,38000.0,345000.0,195561.0,2729.0,652.0,70.0,27585.0,45586.0,6495700.0,58000.0,249000.0,256.0,26310.0,112800.0,5377000.0,1700.0,78000.0,280.0,0.0,27000.0,44797.0,0.0,183.0,15348.0,22500.0,2251.0,2040.0
2012,,66500.0,85.0,11.0,94200.0,250.0,27430.0,174400.0,12600.0,23000.0,44.0,56733.0,121606.0,224400.0,22532.0,694483.0,25370.0,828.0,1200.0,15800.0,156.0,35504.0,24770.0,27300.0,230612.0,3350.0,15200.0,3432.0,149201.0,30405.0,6614.0,296.0,54800.0,203000.0,114715.0,500.0,550.0,3187520.0,910.0,1470.0,49371.0,570.0,60000.0,1021000.0,63900.0,237000.0,4735.0,,211926.0,,23088.0,217.0,28000.0,100000.0,,3000.0,50.0,612000.0,55001.0,700.0,5089.0,2522.0,26927.0,49761.0,,158564.0,398600.0,1170677.0,7890.0,99000.0,3100000.0,65.0,56250.0,5993.0,9750.0,700000.0,131823.0,100700.0,55200.0,234000.0,4000.0,20160.0,5000.0,50707.0,3927.0,4500.0,31500.0,9.0,78960.0,76600.0,2280.0,162532.0,19743.0,60000.0,260000.0,353500.0,2325.0,15000.0,2248.0,443934.0,150732.0,1000.0,555000.0,31120.0,46000.0,77902.0,3101710.0,700.0,,125000.0,,90180.0,23000.0,74364.0,4095.0,4165.0,22960.0,3500.0,249000.0,206868.0,172437.0,1710.0,15000.0,600.0,158989.0,1252000.0,100000.0,27060.0,7164.0,39551.0,48000.0,250000.0,198012.0,2746.0,880.0,65.0,23077.0,33524.0,6736000.0,74000.0,255000.0,190.0,26400.0,103700.0,5873000.0,1750.0,79200.0,280.0,0.0,32000.0,47565.0,0.0,212.0,15351.0,19200.0,2690.0,5952.0
2013,,64800.0,102.0,10.0,92500.0,263.0,21472.0,161900.0,12600.0,21647.0,91.0,57258.0,92483.0,296945.0,22000.0,729602.0,25994.0,828.0,1585.0,17352.0,167.0,35000.0,24280.0,28800.0,237739.0,3234.0,14000.0,2889.0,148500.0,36084.0,7200.0,253.0,54800.0,205000.0,110122.0,600.0,573.0,3238400.0,910.0,1617.0,50000.0,530.0,60000.0,700000.0,63900.0,250000.0,9597.0,,215000.0,,19654.0,446.0,27275.0,120000.0,,2578.0,269.0,492000.0,56000.0,635.0,4869.0,2516.0,35854.0,49163.0,,158958.0,373000.0,1145275.0,7868.0,98500.0,3100000.0,60.0,53946.0,5840.0,10630.0,700000.0,131750.0,90200.0,134093.0,238000.0,3000.0,20160.0,2600.0,51322.0,5249.0,4500.0,30800.0,9.0,78960.0,60600.0,2270.0,151708.0,24442.0,60000.0,270000.0,350000.0,3301.0,14301.0,3428.0,461710.0,137609.0,1422.0,406000.0,31200.0,46000.0,79900.0,3101994.0,416.0,,122700.0,,107975.0,23000.0,73448.0,4095.0,4243.0,25009.0,3466.0,252000.0,49324.0,167108.0,1994.0,20000.0,746.0,149000.0,1262000.0,100000.0,21603.0,6803.0,44390.0,48000.0,350000.0,195945.0,2179.0,875.0,60.0,22823.0,41835.0,6579200.0,78000.0,257000.0,192.0,26400.0,100400.0,5660000.0,704.0,76688.0,305.0,0.0,28500.0,35398.0,0.0,238.0,15465.0,19200.0,329.0,4096.0
