,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,Grenada,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,"China, Macao SAR",Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,Slovakia,Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Georgia,Wallis and Futuna Islands,Mauritius,Yemen,Lithuania,Russian Federation,Tunisia,Paraguay,Tuvalu,Djibouti,Cook Islands,Guadeloupe,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Saint Pierre and Miquelon,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1983,33897000.0,157910.0,6800.0,19243.0,3100.0,8519.0,478591.0,10482.0,5200.0,310196.0,37000.0,11310.0,76000.0,394100.0,4394088.0,,126722.0,830.0,1816777.0,1225600.0,1254.0,2158.0,416900.0,107546.0,126114.0,1100.0,,34300.0,1077341.0,234000.0,1082375.0,,2600.0,,3759176.0,1052713.0,297870.0,,395700.0,1608837.0,253076.0,3293625.0,2707099.0,49703.0,6734461.0,7500.0,228000.0,251718.0,98569.0,,165000.0,,1598148.0,350.0,,3000.0,2120.0,34529.0,,7196.0,298488.0,1061263.0,672000.0,575864.0,66568.0,1175631.0,3004461.0,4200.0,,132746.0,287.0,0.0,420000.0,,1695400.0,50066.0,280418.0,422550.0,226000.0,978718.0,2988246.0,892465.0,16650.0,4350.0,,522000.0,328008.0,,550.0,30090.0,365649.0,,,1153860.0,274299.0,300.0,18460.0,1275.0,19595.0,401087.0,1735137.0,1616833.0,,7277.0,1556864.0,1139964.0,48538.0,2052310.0,2545604.0,2800.0,,6900.0,297291.0,48000.0,227500.0,16000.0,,5536.0,200.0,186800.0,168300.0,173100.0,3011000.0,,8734417.0,,4360.0,50500.0,27350.0,253189.0,2601889.0,4389992.0,74000.0,1483.0,520000.0,,329656.0,295200.0,6816400.0,8396013.0,492700.0,3276000.0,34200.0,0.0,29260.0,6270.0,,745174.0,25501185.0,75300000.0,6705.0,40541000.0,20000.0,417000.0,2618900.0,357747.0,320.0,452056.0,25000.0,5244881.0,,165818.0,3513323.0,2480700.0,12500.0,160000.0,470.0,,,1510.0,97000.0,11674.0,14867185.0,196783.0,328500.0,34.0,,78461346.0,181500.0,,907500.0,1451530.0,523057.0,139800.0,139000.0,,25000.0,353800.0,14891400.0,17203.0,20000.0,7786000.0,2465490.0,6000.0,3719373.0,,40276.0,202810.0,2843000.0,12692.0,13718890.0,199507.0,1941.0,280.0,8502.0,4474430.0,410000.0,33860.0,7800.0,173000.0,537731.0,3640.0,359000.0,16050.0,,1724474.0,,,71200.0
1984,35661000.0,169071.0,6900.0,18589.0,5250.0,8489.0,483300.0,10700.0,5430.0,319183.0,46400.0,11305.0,82000.0,373000.0,4709274.0,,145036.0,850.0,2046200.0,1288754.0,1525.0,1827.0,458790.0,105810.0,154562.0,2000.0,,35400.0,1175993.0,237000.0,1418873.0,,2600.0,,4327533.0,1225306.0,305820.0,,385200.0,1795292.0,255041.0,2681800.0,2742981.0,43775.0,7386371.0,7000.0,290600.0,286083.0,108451.0,,157000.0,,1885519.0,340.0,,3046.0,2043.0,32094.0,,6661.0,305939.0,1076729.0,700000.0,612986.0,69025.0,1205348.0,3520040.0,4300.0,,140324.0,351.0,0.0,430000.0,,1705194.0,46500.0,309543.0,417120.0,230000.0,1153477.0,3202202.0,913290.0,19596.0,4400.0,,503000.0,377287.0,,550.0,32560.0,404011.0,,,1215900.0,283355.0,320.0,20793.0,1288.0,22902.0,394323.0,1802890.0,1771667.0,,7732.0,1647859.0,1189069.0,56757.0,2218812.0,2405829.0,2800.0,,5386.0,244372.0,48000.0,234000.0,16000.0,,6297.0,200.0,186800.0,118800.0,165950.0,3274000.0,,9316274.0,,3800.0,53000.0,27500.0,320466.0,2769904.0,5320886.0,68000.0,915.0,522000.0,,340563.0,286200.0,6675296.0,8724431.0,490600.0,3565000.0,34100.0,0.0,28835.0,6300.0,,809854.0,27251374.0,85440000.0,8002.0,41994400.0,20000.0,428590.0,2747200.0,364728.0,330.0,507947.0,25000.0,6265900.0,,195509.0,3588389.0,2910800.0,12500.0,180000.0,522.0,,,1535.0,99000.0,15457.0,15360916.0,215236.0,339700.0,31.0,,88808152.0,187000.0,,836500.0,1678480.0,488779.0,136300.0,140100.0,,26000.0,456440.0,15274200.0,17494.0,20000.0,7958000.0,2406010.0,6000.0,3831144.0,,39550.0,196263.0,3006000.0,8255.0,14535025.0,307425.0,2180.0,291.0,4600.0,5232529.0,420000.0,42844.0,8300.0,167000.0,647151.0,3529.0,421500.0,17473.0,,2065906.0,,,72500.0
1985,32027000.0,176780.0,7300.0,15114.0,7030.0,9403.0,515300.0,11100.0,5550.0,325161.0,50800.0,11355.0,91000.0,368000.0,4781005.0,,152828.0,860.0,1933646.0,1486549.0,1740.0,1928.0,469240.0,110750.0,138063.0,2700.0,,41200.0,1279381.0,233000.0,1541796.0,,2700.0,,4293384.0,1091852.0,314820.0,,412600.0,1865867.0,285840.0,3197815.0,2593539.0,43909.0,8171215.0,7300.0,247900.0,295375.0,118293.0,,138000.0,,1990528.0,330.0,,3100.0,2176.0,28147.0,,7220.0,308875.0,1092196.0,742000.0,615200.0,72542.0,1197432.0,3521760.0,4400.0,,155214.0,350.0,0.0,450000.0,,1318682.0,46700.0,350081.0,474000.0,233000.0,1491287.0,3223430.0,886040.0,25685.0,4450.0,,488000.0,361177.0,,559.0,31816.0,443809.0,,,1254000.0,294630.0,330.0,21448.0,1300.0,25919.0,374815.0,1902406.0,1818321.0,,8043.0,1737747.0,1268507.0,61169.0,2217393.0,2463943.0,2900.0,,7000.0,228128.0,44000.0,240500.0,16000.0,,9080.0,200.0,186800.0,98300.0,150320.0,3410000.0,,9532359.0,,3091.0,54500.0,27500.0,328489.0,3235245.0,4644649.0,74000.0,1555.0,544000.0,,348132.0,276800.0,7392853.0,8582041.0,486700.0,3885000.0,34800.0,3.0,28826.0,6580.0,,792775.0,27283822.0,92775000.0,7615.0,42961000.0,20000.0,432790.0,2877500.0,379992.0,350.0,594391.0,25000.0,5867000.0,,166188.0,3701593.0,3485500.0,12800.0,185000.0,553.0,,,1560.0,103000.0,17391.0,15216026.0,206753.0,352699.0,33.0,,96148750.0,194328.0,,910000.0,1795070.0,695900.0,135300.0,141200.0,,27500.0,440065.0,15112400.0,17813.0,20000.0,8960000.0,2690200.0,6000.0,3592847.0,,38800.0,175000.0,2725000.0,6682.0,16603205.0,325053.0,2257.0,312.0,4600.0,5273221.0,420000.0,77266.0,11200.0,179000.0,571207.0,3455.0,411000.0,17449.0,,1817559.0,,,75000.0
1986,33671000.0,195119.0,7600.0,17919.0,7481.0,12639.0,556450.0,12300.0,5530.0,333100.0,60300.0,11994.0,96500.0,388000.0,4746528.0,,157183.0,880.0,1799580.0,1607850.0,1722.0,1976.0,467530.0,125000.0,126002.0,1700.0,,46500.0,1340261.0,237000.0,1444501.0,,2600.0,,3601064.0,1092846.0,309640.0,,427703.0,1806942.0,308825.0,2740776.0,2674963.0,39794.0,9083440.0,7400.0,357400.0,283233.0,113379.0,,118220.0,,1955885.0,415.0,,3100.0,2150.0,20534.0,,7629.0,311525.0,1107862.0,774000.0,610500.0,76342.0,1200080.0,3401022.0,4500.0,,184817.0,360.0,0.0,460000.0,,1363740.0,48000.0,338506.0,545300.0,234000.0,1687218.0,3091599.0,876760.0,29386.0,4500.0,,441000.0,261823.0,,566.0,32455.0,487506.0,,,1306340.0,296489.0,350.0,23468.0,1313.0,19451.0,399178.0,1909834.0,2070875.0,,10168.0,1747408.0,1279878.0,60666.0,2412695.0,2416965.0,3536.0,,8700.0,180672.0,38200.0,247000.0,17000.0,,6510.0,200.0,194300.0,117100.0,156770.0,3619500.0,,9604864.0,,3604.0,56000.0,26050.0,293156.0,3815057.0,5381912.0,74000.0,1656.0,568000.0,,357315.0,279600.0,6832529.0,9475993.0,487700.0,4047000.0,35500.0,6.0,30999.0,6900.0,,876809.0,26697506.0,109611000.0,7548.0,44537000.0,20000.0,445430.0,3040000.0,407935.0,370.0,551990.0,26000.0,4432000.0,,165467.0,3829668.0,3064100.0,12900.0,189000.0,554.0,,,1585.0,107000.0,19209.0,14833292.0,218826.0,364892.0,34.0,,112859369.0,192227.0,,965200.0,2097030.0,574257.0,133650.0,143300.0,,28000.0,410011.0,15451100.0,18132.0,19000.0,10162000.0,2794640.0,6000.0,3606366.0,,37200.0,166500.0,3070500.0,6904.0,16200115.0,349396.0,2433.0,343.0,4700.0,5521034.0,420000.0,104716.0,6900.0,180000.0,627020.0,4024.0,393500.0,17774.0,,1869034.0,,,76000.0
1987,34089000.0,140557.0,7500.0,15754.0,14653.0,9291.0,597470.0,9200.0,5645.0,340314.0,65500.0,11846.0,107000.0,390000.0,5307953.0,,153999.0,900.0,1948703.0,1417203.0,1685.0,2377.0,496020.0,145150.0,128973.0,5440.0,,47995.0,1232524.0,239000.0,1872219.0,,2600.0,,3780826.0,1196446.0,309350.0,,437725.0,2130004.0,297867.0,2638938.0,2576085.0,39159.0,8825054.0,7500.0,422750.0,225959.0,117489.0,,121290.0,,1783200.0,420.0,,3100.0,2153.0,16553.0,,6901.0,313455.0,1123328.0,875340.0,628200.0,83395.0,1199250.0,3249308.0,4600.0,,159641.0,383.0,0.0,466000.0,,1472244.0,49300.0,301764.0,605994.0,239000.0,1807555.0,3233211.0,875165.0,34306.0,4550.0,,454000.0,246202.0,,578.0,27965.0,502674.0,,,1414940.0,279707.0,350.0,23445.0,1325.0,21799.0,423099.0,1986267.0,2155235.0,,10690.0,1850435.0,1354415.0,62873.0,2814142.0,2468174.0,6000.0,,11200.0,161171.0,42800.0,253500.0,16000.0,,17330.0,200.0,198800.0,139100.0,142120.0,3704000.0,,9806555.0,,3600.0,57500.0,27700.0,323934.0,3999759.0,5628008.0,74000.0,1861.0,572000.0,,371712.0,315200.0,6930707.0,8614689.0,491770.0,3968000.0,36500.0,3.0,23700.0,7600.0,,935682.0,28126633.0,115065000.0,6729.0,45916076.0,20000.0,450430.0,2933850.0,453371.0,380.0,541645.0,26000.0,4157400.0,,162333.0,3940887.0,2878500.0,12900.0,192000.0,605.0,,,1610.0,147000.0,19374.0,13600120.0,216800.0,379000.0,23.0,,118440331.0,204305.0,,1029500.0,2447710.0,651055.0,133400.0,145700.0,,28500.0,413031.0,15353100.0,18045.0,19000.0,10658000.0,2681567.0,7000.0,3393720.0,,36500.0,156800.0,3080100.0,8069.0,16593665.0,366221.0,2588.0,364.0,4700.0,5693044.0,420000.0,121867.0,12634.0,186000.0,562947.0,3816.0,410500.0,17751.0,,2032217.0,,,77000.0
1988,34628000.0,207040.0,7600.0,15034.0,8112.0,9647.0,638600.0,9700.0,5760.0,344400.0,64600.0,11730.0,122000.0,307000.0,5656864.0,,158326.0,920.0,1946790.0,1485318.0,1665.0,2365.0,526780.0,155636.0,100260.0,6500.0,,55380.0,1301727.0,243000.0,1896175.0,,2600.0,,3677168.0,1128762.0,298690.0,,456400.0,2171748.0,281271.0,2540983.0,2328064.0,46096.0,6133373.0,7500.0,288650.0,288883.0,115454.0,,124800.0,,1816386.0,450.0,,3100.0,2496.0,11626.0,,6174.0,317780.0,1138894.0,875000.0,648800.0,97655.0,1251340.0,3290990.0,4700.0,,197694.0,383.0,0.0,470000.0,,1621777.0,50500.0,300900.0,665047.0,245000.0,1670746.0,3019907.0,952433.0,41978.0,4300.0,,448000.0,313849.0,,584.0,32075.0,510823.0,,,1201540.0,273641.0,360.0,21222.0,1338.0,27767.0,446656.0,1930820.0,2200232.0,,10755.0,1949222.0,1422442.0,58783.0,2924935.0,2547331.0,5000.0,,8800.0,143200.0,71000.0,260000.0,14000.0,,17867.0,200.0,200300.0,163300.0,133450.0,3786500.0,,10404508.0,,3625.0,59000.0,27300.0,425740.0,3892062.0,5658959.0,74000.0,2173.0,582500.0,,369497.0,317000.0,7415007.0,9080706.0,503490.0,4294000.0,37000.0,10.0,22411.0,8900.0,,942401.0,27191786.0,123610000.0,6757.0,47007890.0,20000.0,458260.0,3074650.0,474214.0,400.0,675767.0,26000.0,4585000.0,,199733.0,4019056.0,2850600.0,13000.0,190000.0,606.0,,,1640.0,165500.0,21077.0,13402648.0,226400.0,394500.0,34.0,,126763357.0,213993.0,,1066300.0,2398780.0,670350.0,123000.0,147800.0,,29000.0,373637.0,14697000.0,18273.0,19000.0,9553717.0,2734050.0,7000.0,3633200.0,,35800.0,146400.0,3054200.0,7251.0,16862415.0,375051.0,3053.0,385.0,4800.0,6175930.0,420000.0,143201.0,12734.0,187100.0,675133.0,3930.0,424027.0,19130.0,,2009612.0,,,77000.0
1989,33332000.0,207864.0,7800.0,18283.0,9551.0,8280.0,679630.0,10600.0,5780.0,350425.0,68000.0,11615.0,138700.0,392000.0,5414626.0,,157964.0,920.0,2060419.0,1399618.0,1748.0,2375.0,512560.0,182394.0,117165.0,8155.0,,59500.0,1385082.0,246000.0,1933592.0,,2600.0,,3985000.0,1214296.0,287990.0,,468239.0,1942447.0,282519.0,1803150.0,2458532.0,48972.0,6312734.0,7600.0,440650.0,274124.0,126477.0,,130100.0,,1983183.0,450.0,,3100.0,2976.0,7878.0,,5885.0,323582.0,1154730.0,922000.0,678035.0,121382.0,1264971.0,3331843.0,4800.0,,197415.0,391.0,0.0,470000.0,,1807315.0,53100.0,300500.0,726971.0,250000.0,1949089.0,2891217.0,1204095.0,34826.0,4100.0,,420000.0,307555.0,,590.0,38840.0,590242.0,,,1235490.0,282108.0,370.0,23057.0,1375.0,26818.0,489700.0,2052526.0,2019964.0,,10322.0,2016385.0,1503825.0,65699.0,3124564.0,2533547.0,5330.0,,8800.0,226056.0,68507.0,266500.0,16500.0,,17951.0,200.0,200800.0,233427.0,131020.0,4103500.0,,10979614.0,,5295.0,60500.0,27400.0,388913.0,4348638.0,5537002.0,74000.0,2070.0,587500.0,,378851.0,320300.0,7534505.0,9576208.0,506720.0,4779000.0,37700.0,15.0,23850.0,12200.0,,955105.0,30569562.0,125530000.0,6871.0,48009361.0,20500.0,465860.0,3333000.0,598292.0,400.0,573057.0,26000.0,3932900.0,,191535.0,4212224.0,3202950.0,13000.0,200000.0,647.0,,,1660.0,182695.0,26300.0,14527093.0,215900.0,410000.0,52.0,,128552237.0,221170.0,,1098300.0,2693769.0,626421.0,124507.0,149900.0,,29500.0,345444.0,14831100.0,18021.0,19000.0,8712903.0,2708147.0,8000.0,3504230.0,,35300.0,151600.0,3250000.0,7293.0,16705750.0,377429.0,3009.0,393.0,4800.0,6487217.0,424000.0,142649.0,14924.0,188200.0,571038.0,4015.0,441262.0,22646.0,,1808108.0,,,77000.0
1990,31692033.0,205772.0,8000.0,13865.0,8698.0,8009.0,743080.0,16850.0,5900.0,357450.0,73500.0,12408.0,158700.0,393000.0,5635715.0,,156008.0,930.0,2165082.0,1439420.0,1593.0,2395.0,590380.0,195441.0,126842.0,6162.0,,41742.0,1396639.0,250000.0,2201169.0,,2700.0,,3872919.0,1122062.0,275636.0,,492238.0,1967104.0,231041.0,1674435.0,2127878.0,44529.0,10394983.0,8810.0,396649.0,282832.0,123053.0,,148791.0,,2153993.0,460.0,,3274.0,2906.0,10015.0,,6136.0,330300.0,1197902.0,993560.0,705560.0,150011.0,1346144.0,2728805.0,5125.0,,214645.0,381.0,-1.0,475000.0,,1915212.0,52438.0,260171.0,803000.0,259029.0,1564712.0,2652531.0,1331205.0,48503.0,4500.0,,490000.0,307696.0,,597.0,45030.0,535405.0,,,1546862.0,258355.0,300.0,21220.0,1418.0,23813.0,503394.0,1967769.0,1830020.0,,9809.0,2068350.0,1477970.0,56174.0,3236583.0,2588932.0,3390.0,,10141.0,245460.0,65130.0,273000.0,17119.0,,26182.0,100.0,201000.0,363512.0,110940.0,4471000.0,,11509859.0,,4725.0,62000.0,26700.0,354695.0,4565118.0,5732816.0,74465.0,2290.0,584984.0,,384773.0,373200.0,7498705.0,9948962.0,515722.0,4672719.0,76950.0,30.0,25335.0,17705.0,,899778.0,31934781.0,129100986.0,7002.0,48944659.0,21000.0,536600.0,3469447.0,605150.0,415.0,495448.0,24722.0,2744316.0,,178233.0,4390805.0,3262700.0,12393.0,210000.0,680.0,,,1670.0,154471.0,27387.0,14136309.0,246442.0,415500.0,44.0,,131864457.0,229116.0,,1155500.0,3017600.0,805592.0,108799.0,155425.0,,30000.0,346176.0,14468100.0,3352.0,19039.0,9246481.0,2795387.0,9000.0,3593265.0,,34700.0,177100.0,3380000.0,7294.0,18076020.0,369257.0,3114.0,427.0,6224.0,6478290.0,441139.0,102579.0,7536.0,188113.0,593593.0,4219.0,591000.0,28229.0,,1850455.0,,,70996.0
1991,31257072.0,212494.0,7900.0,16142.0,8905.0,10722.0,1029450.0,16929.0,5782.0,363467.0,61492.0,9521.0,151715.0,354000.0,5763295.0,,113030.0,900.0,1847920.0,1032363.0,1865.0,2422.0,627600.0,216461.0,117670.0,4787.0,,23321.0,1531320.0,253000.0,1827129.0,,4000.0,,4690018.0,1219546.0,266233.0,,551902.0,1902670.0,217777.0,1594680.0,2521286.0,47105.0,7616875.0,7700.0,395034.0,226606.0,124959.0,,132907.0,,2052960.0,471.0,,,2926.0,5596.0,,6455.0,332167.0,1214530.0,970200.0,734600.0,164197.0,1383650.0,2532181.0,5260.0,,220209.0,431.0,-1.0,470000.0,,2107114.0,53191.0,265425.0,875315.0,255362.0,2083884.0,2794769.0,1116230.0,53522.0,4750.0,,488000.0,307716.0,,603.0,44844.0,483671.0,,,1658470.0,262747.0,390.0,20530.0,1462.0,22769.0,585398.0,2043132.0,2060868.0,,9913.0,2158176.0,1530576.0,73757.0,3218683.0,2809104.0,7036.0,,15276.0,339127.0,57862.0,279600.0,17329.0,,32511.0,99.0,167713.0,288281.0,104830.0,4455605.0,,10587413.0,,3558.0,63600.0,26000.0,363225.0,4457333.0,6120486.0,101043.0,2492.0,585047.0,,389613.0,370800.0,7839082.0,9663023.0,516191.0,5001038.0,78914.0,30.0,23800.0,30100.0,,899985.0,32537433.0,132149301.0,5893.0,49967236.0,21500.0,565999.0,3510993.0,598762.0,430.0,507720.0,20000.0,2963473.0,-1.0,173058.0,4531150.0,2098170.0,12000.0,220000.0,694.0,,,1692.0,179273.0,37086.0,14645893.0,256600.0,436000.0,48.0,,135048900.0,236400.0,,1333495.0,3030032.0,694333.0,118108.0,157795.0,,30500.0,347143.0,14062970.0,3472.0,17995.0,8817203.0,2920871.0,10000.0,3642988.0,,33700.0,182300.0,3373700.0,8308.0,19108320.0,403694.0,3143.0,448.0,6497.0,6852776.0,471062.0,30005.0,11593.0,192885.0,562100.0,4341.0,603290.0,39690.0,,1716830.0,,,72044.0
1992,,208577.0,8000.0,16578.0,10713.0,8733.0,1547687.0,16900.0,5470.0,369985.0,39576.0,9711.0,150799.0,515300.0,5484512.0,,113787.0,914.0,1896440.0,904303.0,1756.0,2508.0,619703.0,242786.0,150609.0,5199.0,800300.0,8900.0,1675123.0,256000.0,1977016.0,,7000.0,521394.0,4289947.0,962260.0,236258.0,,514668.0,1373115.0,217699.0,1820993.0,,49386.0,9940542.0,7800.0,401394.0,233014.0,119863.0,1273500.0,134121.0,570867.0,1809791.0,471.0,,,3073.0,6114.0,493061.0,6209.0,336767.0,1144825.0,1128000.0,699600.0,208666.0,1393695.0,2577494.0,5380.0,251582.0,246120.0,444.0,-1.0,477600.0,538800.0,2098635.0,51609.0,268600.0,899005.0,237438.0,2232048.0,2742788.0,1127534.0,59874.0,4800.0,838000.0,492400.0,306562.0,330000.0,610.0,48599.0,500760.0,261600.0,10713900.0,1685229.0,261718.0,400.0,21446.0,1542.0,27441.0,655170.0,2012040.0,2311665.0,,11499.0,2147560.0,1527857.0,81335.0,3423933.0,2821871.0,9121.0,,15545.0,482557.0,83112.0,247128.0,15326.0,679300.0,34638.0,99.0,116100.0,346193.0,94500.0,3941730.0,60620.0,10523011.0,,3082.0,65100.0,24800.0,376293.0,5023716.0,5269445.0,100992.0,2701.0,587430.0,78477.0,397250.0,424300.0,7265063.0,9953941.0,523677.0,5148285.0,79847.0,30.0,23550.0,18070.0,,915642.0,32480497.0,148575000.0,5694.0,50470471.0,22000.0,596188.0,3885390.0,601230.0,440.0,647712.0,20869.0,3261352.0,-1.0,164304.0,4597390.0,2592500.0,10800.0,230000.0,712.0,,,1719.0,183493.0,40775.0,14539396.0,260200.0,430287.0,111.0,4380700.0,151412288.0,241795.0,1117033.0,1406832.0,2725612.0,884410.0,127900.0,135931.0,438705.0,31000.0,295392.0,14356400.0,3224.0,17961.0,9332018.0,3041936.0,8000.0,3776397.0,605283.0,32300.0,183800.0,3456900.0,7905.0,19235020.0,372849.0,3210.0,469.0,5894.0,6354255.0,479531.0,53569.0,7798.0,190777.0,582749.0,4471.0,589144.0,27597.0,226696.0,1463472.0,,5556568.0,73544.0
1993,,201013.0,8089.0,16936.0,20690.0,10345.0,1387600.0,17423.0,5610.0,376330.0,67659.0,9861.0,151704.0,562260.0,5896834.0,,115894.0,930.0,2013160.0,953964.0,2249.0,2557.0,717753.0,345669.0,178280.0,6586.0,799331.0,27200.0,1843531.0,249000.0,2014607.0,,5900.0,425319.0,4437670.0,,215914.0,,507085.0,1308955.0,210020.0,1733820.0,,40238.0,9051869.0,7900.0,392597.0,253172.0,123852.0,990400.0,135235.0,568662.0,2021495.0,665.0,483204.0,,3055.0,5300.0,534324.0,6056.0,343487.0,1016775.0,1197000.0,715400.0,220526.0,1415250.0,2587307.0,5534.0,283200.0,240007.0,459.0,-1.0,483500.0,449800.0,2305603.0,53214.0,271888.0,913150.0,260500.0,2428624.0,2768045.0,1252230.0,60070.0,4821.0,1048000.0,513038.0,307140.0,448314.0,614.0,61067.0,517348.0,377800.0,10397000.0,1447341.0,267525.0,300.0,21259.0,1543.0,26869.0,713134.0,2067426.0,2335520.0,25000.0,11252.0,2157471.0,1439718.0,80782.0,3592223.0,2922372.0,9408.0,709624.0,15714.0,535747.0,132796.0,274154.0,16345.0,592200.0,34701.0,100.0,145386.0,321484.0,86700.0,3649731.0,69653.0,10206435.0,,4225.0,67500.0,23200.0,378301.0,5248019.0,6237255.0,99036.0,2540.0,,70099.0,414944.0,482219.0,7580119.0,11123841.0,531922.0,5597031.0,80657.0,30.0,21604.0,27379.0,,1041778.0,32680059.0,174306000.0,7122.0,52958500.0,22500.0,633420.0,3808400.0,555876.0,450.0,503100.0,21605.0,3482034.0,-1.0,164270.0,4646823.0,3012593.0,11702.0,225000.0,735.0,,573254.0,1775.0,186923.0,36941.0,14127543.0,260300.0,450500.0,119.0,3664618.0,177160745.0,245965.0,992864.0,1403100.0,2722761.0,667904.0,136586.0,146093.0,278400.0,31927.0,300792.0,13673950.0,3118.0,18393.0,9492179.0,2809739.0,8995.0,3860037.0,534689.0,31800.0,187800.0,3652400.0,9516.0,18533785.0,391044.0,3270.0,490.0,7075.0,6597119.0,487888.0,78654.0,11278.0,180000.0,577954.0,4591.0,596529.0,38283.0,266798.0,1087426.0,,6369514.0,75017.0
1994,,247076.0,8100.0,21147.0,15970.0,21499.0,1537269.0,17702.0,5788.0,384575.0,74700.0,9960.0,148525.0,620300.0,6377606.0,,117810.0,920.0,2244510.0,1013117.0,2431.0,2553.0,1102289.0,316830.0,215230.0,6828.0,615400.0,22800.0,1741499.0,252584.0,2050944.0,-1.0,5800.0,451588.0,4514393.0,,203057.0,,499797.0,1386801.0,212519.0,1841285.0,,38464.0,8113918.0,7957.0,461572.0,244550.0,118795.0,927300.0,121548.0,551967.0,2142466.0,1140.0,459150.0,,3089.0,5175.0,586000.0,5850.0,333731.0,1073843.0,1197000.0,737900.0,260815.0,1452880.0,2645877.0,5763.0,233300.0,281587.0,477.0,87055.0,487500.0,467500.0,2649492.0,54756.0,248221.0,975124.0,258405.0,2309182.0,2531975.0,1469430.0,64740.0,4900.0,1029600.0,538565.0,286145.0,462000.0,614.0,63963.0,480637.0,284400.0,10057890.0,1538606.0,267908.0,341.0,21780.0,1443.0,25251.0,892947.0,2010855.0,2354860.0,34000.0,12318.0,2700907.0,1598618.0,90780.0,3787366.0,3147986.0,5552.0,750674.0,15782.0,567492.0,163600.0,267181.0,16837.0,602900.0,31595.0,99.0,135700.0,348551.0,88509.0,3795302.0,65252.0,10573246.0,,3680.0,70000.0,21608.0,349683.0,5755184.0,5458541.0,99298.0,2477.0,,78163.0,418113.0,544410.0,5910580.0,9981149.0,542441.0,6086082.0,82050.0,30.0,23767.0,26613.0,,1184268.0,37224547.0,191400635.0,6154.0,54051591.0,23000.0,668423.0,3698600.0,595791.0,455.0,410300.0,26000.0,3180327.0,-1.0,170633.0,4727675.0,3000687.0,11406.0,210000.0,757.0,,509653.0,1670.0,191746.0,38984.0,14328817.0,268000.0,464691.0,79.0,3556021.0,194021119.0,242138.0,1093493.0,1493300.0,2823897.0,893114.0,138838.0,151831.0,284771.0,32449.0,314844.0,13409800.0,3010.0,18872.0,9734676.0,3037952.0,10000.0,3144751.0,504495.0,30820.0,193500.0,3966800.0,8240.0,19595423.0,407351.0,3510.0,473.0,7571.0,6089086.0,496099.0,79331.0,11378.0,188000.0,585956.0,4604.0,598947.0,36495.0,321803.0,1435332.0,,5324547.0,76671.0
