,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,Grenada,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,"China, Macao SAR",Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,Slovakia,Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Georgia,Wallis and Futuna Islands,Mauritius,Yemen,Lithuania,Russian Federation,Tunisia,Paraguay,Tuvalu,Djibouti,Cook Islands,Guadeloupe,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Saint Pierre and Miquelon,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1961,18451700.0,84100.0,3000.0,9792.0,3450.0,720.0,263319.0,3330.0,3060.0,162311.0,22000.0,4977.0,41000.0,142000.0,2050183.0,,83200.0,600.0,1135679.0,429600.0,681.0,2080.0,222844.0,36207.0,28322.0,1600.0,,9000.0,918296.0,167000.0,215500.0,,1000.0,,1178640.0,983083.0,166500.0,,169350.0,1254668.0,46266.0,767024.0,1423400.0,29750.0,1490000.0,5000.0,160000.0,256000.0,67405.0,,102000.0,,998350.0,420.0,,1800.0,1775.0,33345.0,,3300.0,203160.0,645060.0,90000.0,77170.0,26721.0,906500.0,3166152.0,2000.0,,41570.0,155.0,0.0,360000.0,,1072190.0,28184.0,205000.0,199000.0,116300.0,452950.0,783157.0,352400.0,3000.0,2500.0,,370000.0,299200.0,,368.0,19459.0,92800.0,,,357350.0,136720.0,150.0,1056.0,1470.0,8080.0,160492.0,951374.0,462930.0,,3500.0,887933.0,665089.0,26125.0,849700.0,1296237.0,1100.0,,8000.0,1000.0,51500.0,113000.0,8900.0,,3021.0,100.0,143962.0,54385.0,99783.0,1153500.0,,6057163.0,,2000.0,27500.0,18400.0,306887.0,1625500.0,3211987.0,40000.0,54.0,273000.0,,173821.0,133800.0,8113382.0,2293014.0,289827.0,2473000.0,17000.0,0.0,15400.0,3700.0,,452600.0,18947780.0,58165000.0,2970.0,18468500.0,15000.0,227561.0,1535388.0,121280.0,150.0,245700.0,12000.0,3640100.0,,164000.0,1868884.0,827083.0,6258.0,102000.0,103.0,,,945.0,45500.0,5000.0,9287764.0,135400.0,172450.0,,,59047940.0,125788.0,,516000.0,618900.0,527538.0,114431.0,80322.0,,24000.0,488131.0,10074230.0,7002.0,17000.0,3721346.0,1961300.0,4000.0,2691774.0,,25300.0,20000.0,1784000.0,1020.0,6618315.0,220925.0,180.0,204.0,2800.0,1249063.0,348000.0,3700.0,3000.0,158000.0,161961.0,527.0,116000.0,9065.0,,1728136.0,,,48000.0
1962,18653500.0,56100.0,3150.0,10129.0,3550.0,850.0,269624.0,3439.0,3130.0,177364.0,22000.0,5240.0,41000.0,147000.0,2175796.0,,86700.0,600.0,1216188.0,466050.0,710.0,2093.0,236457.0,38015.0,26071.0,1600.0,,9000.0,965516.0,169000.0,220600.0,,1000.0,,1205408.0,1018804.0,170680.0,,169540.0,1303529.0,47393.0,1114021.0,1545300.0,30657.0,1595000.0,5000.0,163808.0,235000.0,80677.0,,102000.0,,1000650.0,420.0,,1851.0,1637.0,32768.0,,3300.0,211020.0,664200.0,100000.0,87270.0,28116.0,879200.0,3020862.0,2000.0,,44853.0,165.0,0.0,380000.0,,1083970.0,28882.0,207000.0,240600.0,119500.0,491400.0,804636.0,379400.0,3000.0,2600.0,,385000.0,248000.0,,373.0,29280.0,93800.0,,,434200.0,141450.0,155.0,1056.0,1323.0,9605.0,145950.0,933566.0,580593.0,,3407.0,917174.0,680717.0,26045.0,917800.0,1393491.0,1100.0,,8100.0,1000.0,51500.0,116500.0,9200.0,,3245.0,105.0,147241.0,52587.0,103870.0,1184000.0,,5942778.0,,2000.0,28000.0,18900.0,424791.0,1664500.0,2835813.0,40000.0,75.0,280500.0,,189194.0,142000.0,7919248.0,2393028.0,303416.0,2486000.0,17000.0,0.0,16600.0,3860.0,,461527.0,19900987.0,54298000.0,3052.0,19280200.0,15000.0,203705.0,1566469.0,125530.0,150.0,278511.0,12400.0,2393900.0,,143000.0,1890870.0,971021.0,6500.0,102000.0,104.0,,,970.0,46500.0,8000.0,8853940.0,139400.0,175700.0,,,55206506.0,127878.0,,516690.0,680400.0,491419.0,110400.0,83324.0,,24000.0,439258.0,11372706.0,7502.0,17000.0,4129129.0,2030250.0,4000.0,2677333.0,,26800.0,21200.0,1828000.0,1145.0,6857315.0,228900.0,180.0,204.0,3000.0,1509570.0,330000.0,4550.0,3000.0,158000.0,128031.0,639.0,164200.0,9176.0,,1794995.0,,,48300.0
1963,17817000.0,86100.0,3300.0,10343.0,3650.0,960.0,276940.0,3553.0,3200.0,185256.0,22500.0,5411.0,41000.0,171000.0,2159359.0,,89640.0,600.0,1132736.0,502200.0,710.0,2096.0,270881.0,42937.0,31086.0,1800.0,,12700.0,1074897.0,172000.0,223600.0,,1000.0,,1475057.0,1203474.0,176660.0,,169720.0,1785441.0,46464.0,865803.0,1780700.0,41050.0,1740000.0,5000.0,166631.0,248000.0,108802.0,,102000.0,,1145300.0,410.0,,1900.0,1856.0,32793.0,,3350.0,215790.0,682518.0,110000.0,78870.0,29299.0,907900.0,3458740.0,2000.0,,48465.0,155.0,0.0,398000.0,,1147550.0,34311.0,235000.0,217200.0,121700.0,481400.0,908842.0,399750.0,3200.0,2700.0,,408000.0,285800.0,,378.0,27600.0,100100.0,,,426500.0,147550.0,160.0,1056.0,1725.0,10103.0,153478.0,992658.0,650561.0,,3658.0,955876.0,684995.0,28268.0,869100.0,1538827.0,1300.0,,8200.0,1000.0,51600.0,120000.0,9400.0,,3762.0,110.0,148400.0,51576.0,87798.0,1210000.0,,6240978.0,,2000.0,28500.0,19600.0,409335.0,1742000.0,3694573.0,40000.0,110.0,291800.0,,197406.0,129900.0,7726664.0,2291340.0,301786.0,2570000.0,17500.0,0.0,17350.0,4000.0,,499760.0,18926283.0,48045000.0,3141.0,20050300.0,15000.0,207505.0,1626287.0,131890.0,150.0,236387.0,12800.0,2811700.0,,175999.0,1978810.0,1076689.0,6800.0,102000.0,105.0,,,993.0,44800.0,10000.0,9966607.0,137400.0,181400.0,,,49041640.0,129970.0,,539550.0,675485.0,554221.0,108300.0,84393.0,,24000.0,571708.0,12657737.0,8002.0,17000.0,4547844.0,1928400.0,4000.0,3292950.0,,27200.0,21300.0,1868500.0,1420.0,7117015.0,238500.0,195.0,210.0,3200.0,1552636.0,290000.0,5000.0,3000.0,156000.0,159507.0,661.0,145400.0,9829.0,,1886707.0,,,48500.0
1964,22935600.0,75100.0,3450.0,9498.0,3850.0,1000.0,280884.0,4095.0,3270.0,190238.0,22500.0,5673.0,46000.0,183500.0,2276085.0,,95840.0,600.0,1217245.0,542140.0,792.0,2113.0,288700.0,40836.0,34605.0,1800.0,,12700.0,1164088.0,175000.0,235600.0,,1000.0,,1619804.0,1200294.0,183460.0,,170900.0,1506474.0,51018.0,800173.0,1919200.0,40167.0,1810000.0,5000.0,170749.0,253000.0,84853.0,,110000.0,,1261300.0,400.0,,1950.0,1932.0,33362.0,,3400.0,221990.0,705271.0,120000.0,92450.0,31097.0,938200.0,3116216.0,2000.0,,52070.0,155.0,0.0,430000.0,,1137300.0,34455.0,211000.0,233820.0,124900.0,423834.0,934498.0,414936.0,4000.0,2800.0,,431000.0,269200.0,,383.0,21635.0,103100.0,,,399250.0,149970.0,165.0,1167.0,1268.0,11040.0,186345.0,1061000.0,638727.0,,3658.0,998171.0,709471.0,29196.0,922600.0,1487053.0,1300.0,,8300.0,1000.0,51400.0,122500.0,9735.0,,5056.0,115.0,151500.0,52800.0,74177.0,1251000.0,,6334980.0,,2200.0,29500.0,20000.0,468699.0,1789500.0,3735294.0,41000.0,147.0,302400.0,,203008.0,141900.0,7658720.0,2572995.0,319101.0,2603000.0,18500.0,0.0,18800.0,4110.0,,559685.0,18697594.0,43050800.0,3130.0,20765500.0,16000.0,224676.0,1792313.0,145500.0,180.0,287998.0,13200.0,2713300.0,,145000.0,1991979.0,1308110.0,7100.0,110000.0,106.0,,,1015.0,46000.0,12000.0,10439093.0,144900.0,185600.0,,,44059475.0,131063.0,,540620.0,890200.0,633021.0,103911.0,86242.0,,26000.0,539101.0,12185516.0,8502.0,17000.0,4631344.0,2071800.0,4000.0,3058332.0,,28300.0,22400.0,1909500.0,1795.0,7551215.0,241500.0,200.0,204.0,3500.0,1582637.0,300000.0,5900.0,3500.0,156000.0,182051.0,743.0,140600.0,9481.0,,1998844.0,,,48700.0
1965,20597400.0,62100.0,3600.0,8807.0,3750.0,1080.0,288115.0,4366.0,3440.0,195170.0,23000.0,5906.0,46000.0,181920.0,2279626.0,,97540.0,600.0,1294572.0,578400.0,922.0,2115.0,279510.0,41141.0,40219.0,1800.0,,15800.0,993214.0,177000.0,277200.0,,1000.0,,1554903.0,1023570.0,190004.0,,186060.0,1480496.0,66758.0,750707.0,1675100.0,43109.0,1900000.0,5000.0,181392.0,233000.0,97860.0,,110000.0,,1440150.0,400.0,,2000.0,1927.0,41809.0,,3450.0,226410.0,723461.0,130000.0,114592.0,33170.0,1005700.0,2874409.0,2000.0,,57052.0,150.0,0.0,430000.0,,1205811.0,29032.0,184000.0,224445.0,127000.0,392224.0,938761.0,419252.0,4050.0,2850.0,,448000.0,237850.0,,388.0,26433.0,108500.0,,,470500.0,154826.0,170.0,1467.0,1650.0,11090.0,192912.0,1087000.0,628351.0,,3708.0,1022893.0,743383.0,29998.0,909100.0,1512392.0,1300.0,,8400.0,1000.0,49700.0,126000.0,10044.0,,3955.0,120.0,151600.0,72176.0,76168.0,1275000.0,,6044990.0,,2500.0,31000.0,20400.0,414982.0,1863000.0,3688280.0,41000.0,182.0,310500.0,,208460.0,141200.0,7829274.0,2738652.0,315977.0,2659000.0,18500.0,0.0,19400.0,4300.0,,530884.0,19298772.0,45651000.0,3029.0,21511000.0,16000.0,252703.0,1634479.0,157210.0,180.0,272856.0,13500.0,2279300.0,,165010.0,2102956.0,1445862.0,7500.0,110000.0,107.0,,,1037.0,46000.0,14000.0,10748708.0,149250.0,193100.0,,,46665929.0,133158.0,,558249.0,920303.0,594811.0,101200.0,89451.0,,26000.0,557228.0,12931107.0,9002.0,17000.0,4864446.0,2066650.0,4000.0,2992767.0,,27800.0,22500.0,1951500.0,2580.0,7605815.0,275800.0,220.0,184.0,3800.0,1778063.0,260000.0,7000.0,3600.0,154000.0,180080.0,876.0,149700.0,9948.0,,1658513.0,,,49000.0
1966,21087400.0,78100.0,3750.0,10565.0,3750.0,1080.0,294132.0,4636.0,3560.0,201205.0,23000.0,5944.0,46200.0,135036.0,2442126.0,,113430.0,600.0,1212995.0,694050.0,957.0,2174.0,212762.0,40706.0,44447.0,1900.0,,10400.0,997341.0,182000.0,317900.0,,1100.0,,1791753.0,1193470.0,196200.0,,186230.0,1751098.0,94344.0,538847.0,2050800.0,37779.0,2029000.0,6000.0,191661.0,289000.0,104471.0,,112000.0,,1550260.0,400.0,,2050.0,1949.0,41042.0,,3500.0,232990.0,733148.0,125000.0,123826.0,35456.0,1126315.0,3492796.0,2000.0,,53871.0,150.0,0.0,430000.0,,1205700.0,29976.0,221816.0,235391.0,130300.0,383456.0,944101.0,429300.0,5100.0,2900.0,,454000.0,288300.0,,393.0,26007.0,110400.0,,,530000.0,158290.0,175.0,1567.0,1313.0,13640.0,192612.0,1070100.0,685626.0,,2708.0,1028637.0,815875.0,28244.0,1055300.0,1681006.0,1900.0,,8500.0,1300.0,49500.0,129500.0,10951.0,,5138.0,125.0,159900.0,69741.0,150375.0,1302500.0,,6042633.0,,2500.0,32500.0,20800.0,390205.0,1886000.0,4076886.0,42000.0,220.0,321000.0,,214765.0,153400.0,7655095.0,2903307.0,323653.0,2658000.0,19000.0,0.0,20300.0,4470.0,,661998.0,19479908.0,45000000.0,3108.0,22400600.0,17000.0,260911.0,1783864.0,175636.0,180.0,270287.0,15000.0,3152900.0,,182531.0,2160583.0,1551268.0,8000.0,110000.0,108.0,,,1060.0,36700.0,16000.0,11245887.0,143000.0,194500.0,7.0,,46094476.0,132300.0,,573298.0,852834.0,434049.0,96139.0,93000.0,,26000.0,579515.0,13784698.0,10002.0,19215.0,5282934.0,2071650.0,4500.0,3278139.0,,28100.0,22500.0,1990500.0,2275.0,7686315.0,303600.0,225.0,160.0,4000.0,1759219.0,327000.0,8000.0,3500.0,153000.0,147713.0,814.0,162000.0,9852.0,,2260605.0,,,49200.0
1967,23706000.0,69600.0,3900.0,13271.0,3550.0,465.0,301198.0,5317.0,3580.0,205214.0,23500.0,6150.0,46300.0,138000.0,2518196.0,,114290.0,600.0,1211258.0,730120.0,947.0,2135.0,225476.0,43294.0,43554.0,1900.0,,11200.0,1305414.0,185000.0,258500.0,,1100.0,,1829661.0,1216740.0,201590.0,,186390.0,1833400.0,107029.0,1048510.0,2044300.0,34472.0,2142000.0,6000.0,216865.0,264000.0,113074.0,,113000.0,,1718619.0,410.0,,2100.0,1690.0,40844.0,,3600.0,232170.0,773079.0,135000.0,140826.0,35989.0,1210950.0,3422720.0,2000.0,,58028.0,290.0,0.0,440000.0,,1153950.0,32775.0,202533.0,264179.0,135500.0,356603.0,1036009.0,432650.0,5100.0,2950.0,,491000.0,279940.0,,480.0,30929.0,113900.0,,,496100.0,163300.0,180.0,1667.0,1045.0,14550.0,185451.0,1160300.0,781750.0,,2809.0,1045788.0,820312.0,35594.0,1176400.0,1796520.0,4000.0,,8600.0,3356.0,49400.0,135000.0,10435.0,,6261.0,130.0,163600.0,77579.0,182977.0,1334500.0,,6162020.0,,2200.0,33500.0,21160.0,395228.0,1933000.0,3650977.0,42000.0,301.0,331700.0,,218444.0,125700.0,7753853.0,3098403.0,334514.0,2702000.0,17000.0,0.0,21500.0,4800.0,,716398.0,20896241.0,45798500.0,3418.0,23139050.0,17000.0,269718.0,2041105.0,181065.0,180.0,326730.0,15000.0,2712000.0,,171526.0,2215269.0,1826028.0,8200.0,110000.0,108.0,,,1083.0,41800.0,18000.0,11511047.0,137700.0,199700.0,7.0,,47017486.0,133600.0,,595790.0,855873.0,430268.0,98900.0,96000.0,,26000.0,550410.0,14141149.0,10204.0,19565.0,4804215.0,2198886.0,4500.0,3393413.0,,28800.0,23500.0,2028800.0,2000.0,7891315.0,315600.0,240.0,142.0,4000.0,1811842.0,367000.0,9200.0,3500.0,151000.0,146196.0,920.0,166200.0,10303.0,,2033428.0,,,50300.0
1968,22086000.0,67900.0,4050.0,13652.0,3850.0,1380.0,307600.0,5447.0,3700.0,212217.0,23500.0,6400.0,49400.0,141979.0,2601555.0,,121830.0,600.0,1333327.0,768700.0,837.0,2139.0,249547.0,47353.0,39374.0,1800.0,,11300.0,1143380.0,188000.0,264700.0,,1300.0,,2051035.0,1240400.0,207090.0,,202580.0,1708500.0,117402.0,1167748.0,2042400.0,33702.0,2246000.0,6000.0,219134.0,197000.0,113814.0,,116000.0,,1769029.0,420.0,,2200.0,1632.0,40640.0,,3700.0,231500.0,792466.0,160000.0,156202.0,39282.0,1270427.0,3064980.0,2000.0,,59804.0,240.0,0.0,450000.0,,1137800.0,36595.0,212286.0,251611.0,141800.0,420740.0,1190636.0,473650.0,5200.0,3000.0,,504000.0,259770.0,,480.0,27557.0,117100.0,,,489500.0,167120.0,190.0,1768.0,1143.0,17517.0,207703.0,1121626.0,798852.0,,2909.0,1066203.0,816656.0,48149.0,1825600.0,1915869.0,4800.0,,8700.0,4366.0,49500.0,138500.0,10908.0,,5356.0,135.0,169156.0,71638.0,147858.0,1372500.0,,6301877.0,,2200.0,34200.0,21600.0,297782.0,1965425.0,3599365.0,45000.0,410.0,341700.0,,226017.0,245100.0,7550386.0,3400048.0,336967.0,2794000.0,21000.0,0.0,22600.0,5030.0,,594246.0,22871966.0,48251500.0,3217.0,23930200.0,18000.0,281296.0,1961408.0,181026.0,180.0,240233.0,15000.0,2945200.0,,172605.0,2301578.0,1662040.0,8400.0,112000.0,109.0,,,1105.0,41100.0,20000.0,11339650.0,145800.0,200900.0,7.0,,49589994.0,135100.0,,589980.0,892900.0,262481.0,105350.0,99000.0,,26000.0,561243.0,15355774.0,10402.0,19950.0,5137000.0,2138100.0,4500.0,3391865.0,,30600.0,23500.0,2068800.0,2360.0,8140444.0,325100.0,260.0,138.0,4500.0,1849534.0,410000.0,11000.0,3600.0,151500.0,148339.0,1020.0,172600.0,10442.0,,1702853.0,,,51200.0
1969,21422400.0,74100.0,4200.0,13441.0,3850.0,180.0,313800.0,5643.0,3770.0,212115.0,24000.0,6717.0,49400.0,164024.0,2608998.0,,129036.0,600.0,1193643.0,807280.0,860.0,2194.0,287025.0,50504.0,35603.0,1600.0,,11200.0,1132450.0,192000.0,289200.0,,1300.0,,2275592.0,1139392.0,212570.0,,209770.0,1843500.0,119851.0,1003965.0,2065055.0,28688.0,2432000.0,6000.0,223546.0,167000.0,118299.0,,118000.0,,1875070.0,430.0,,2300.0,1209.0,40590.0,,3800.0,233965.0,831754.0,180000.0,182787.0,42024.0,1239206.0,2816155.0,2000.0,,63005.0,230.0,0.0,460000.0,,1152450.0,44755.0,200689.0,266935.0,147115.0,444144.0,1407100.0,565400.0,5000.0,3100.0,,517000.0,259945.0,,480.0,27730.0,97434.0,,,555750.0,172320.0,200.0,1769.0,915.0,18099.0,186981.0,1197838.0,827148.0,,3009.0,1176199.0,889174.0,49102.0,1548771.0,2142471.0,7000.0,,8800.0,6746.0,46600.0,143000.0,11235.0,,4838.0,140.0,170785.0,58813.0,159500.0,1402000.0,,6245082.0,,2300.0,35500.0,21950.0,321118.0,2054500.0,3578519.0,45000.0,514.0,351600.0,,226235.0,250200.0,7713267.0,3707265.0,339100.0,2874000.0,19500.0,0.0,23337.0,5250.0,,636261.0,20448014.0,49742000.0,3396.0,24947800.0,18000.0,286968.0,2083428.0,189932.0,210.0,139188.0,15000.0,2552100.0,,190497.0,2364414.0,1767189.0,9045.0,114000.0,110.0,,,1128.0,39100.0,22000.0,12132451.0,178900.0,206100.0,8.0,,51308600.0,135200.0,,600150.0,864100.0,283089.0,110000.0,102400.0,,27000.0,550349.0,14874161.0,10604.0,20335.0,5396000.0,2224690.0,4500.0,3711634.0,,31200.0,25500.0,2110000.0,2396.0,8604556.0,261300.0,310.0,133.0,4500.0,1850403.0,382000.0,13200.0,3600.0,150500.0,148215.0,1107.0,188900.0,10624.0,,1859716.0,,,51800.0
1970,23219100.0,80100.0,4400.0,13869.0,3850.0,875.0,324900.0,5906.0,3840.0,222238.0,24000.0,6764.0,49500.0,230700.0,2637667.0,,134700.0,600.0,1372638.0,851860.0,810.0,2153.0,275837.0,52454.0,50723.0,1500.0,,12700.0,1131330.0,195000.0,348200.0,,1300.0,,2644924.0,1143434.0,219020.0,,221950.0,1517500.0,121623.0,722912.0,2110646.0,33859.0,2499000.0,6000.0,313500.0,215760.0,117159.0,,121000.0,,1785396.0,440.0,,2400.0,2057.0,42514.0,,3900.0,239455.0,856933.0,185000.0,196534.0,40884.0,1262165.0,3214817.0,2000.0,,73500.0,213.0,0.0,470000.0,,1184400.0,32085.0,263936.0,272718.0,136915.0,490581.0,1635254.0,608300.0,5400.0,3200.0,,482000.0,256830.0,,480.0,22905.0,84834.0,,,586550.0,175201.0,150.0,1880.0,803.0,21045.0,223204.0,1223927.0,921292.0,,3259.0,1104509.0,828672.0,29490.0,1516861.0,1934316.0,5500.0,,8900.0,11537.0,46800.0,148500.0,11690.0,,4053.0,145.0,173800.0,59908.0,177000.0,1450000.0,,6506278.0,,3000.0,36000.0,22290.0,308258.0,2179300.0,4232909.0,40000.0,655.0,360100.0,,237328.0,279500.0,7628226.0,3831921.0,371450.0,3041000.0,21000.0,0.0,24500.0,5070.0,,769514.0,20763100.0,40205000.0,3595.0,25985900.0,18000.0,304203.0,2228972.0,200877.0,210.0,137525.0,17000.0,2305218.0,,182766.0,2547493.0,1800497.0,9300.0,117000.0,110.0,,,1150.0,54000.0,23000.0,12131856.0,201300.0,212300.0,8.0,,42017254.0,136200.0,,644200.0,967950.0,235073.0,122395.0,106400.0,,27000.0,534076.0,14568100.0,11280.0,20720.0,5204000.0,2241765.0,4500.0,3629438.0,,33200.0,25500.0,2145300.0,3586.0,9168472.0,285500.0,350.0,133.0,4500.0,2099417.0,442000.0,14420.0,3600.0,150700.0,177212.0,954.0,184400.0,10486.0,,1833148.0,,,52600.0
