,"China, Taiwan Province of",Uzbekistan,Romania,Israel,Norway,Australia,Venezuela (Bolivarian Republic of),Mexico,The former Yugoslav Republic of Macedonia,Slovakia,Philippines,Belgium,Kenya,Luxembourg,Czechia,Costa Rica,Republic of Moldova,Italy,Serbia,USSR,Germany,South Africa,Slovenia,Ukraine,Brazil,Finland,Paraguay,Australia & New Zealand,Morocco,Lithuania,Jordan,Chile,Malta,Argentina,Belgium-Luxembourg,Spain,Kyrgyzstan,New Zealand,Cyprus,Austria,Ecuador,Réunion,Japan,Poland,Canada,Sweden,Belarus,Denmark,Colombia,Estonia,Georgia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,Tunisia,Serbia and Montenegro,Zimbabwe,Croatia,Hungary,Lebanon,Russian Federation,Portugal,Bolivia (Plurinational State of),Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Kazakhstan,United States of America,Turkey,Latvia,China,Kuwait,"China, mainland",United Kingdom,Ireland,Algeria,Saint Pierre and Miquelon,Peru,Switzerland,Bosnia and Herzegovina,Bulgaria,Netherlands,Guatemala
2003,463.0,450.0,1902.0,460.0,1726.0,1479.0,1784.0,5414.0,500.0,240.0,110.0,1076.0,30.0,5.0,1940.0,112.0,395.0,6243.0,,,10421.0,422.0,76.0,8000.0,360.0,3767.0,369.0,1725.0,2370.0,1381.0,34.0,990.0,28.0,928.0,,9145.0,400.0,246.0,98.0,1436.0,154.0,31.0,7230.0,43931.0,4478.0,2209.0,6500.0,702.0,702.0,1230.0,-1.0,400.0,,3692.0,7503.0,3072.0,350.0,9160.0,51.0,1025.0,618.0,192.0,33400.0,1456.0,455.0,,177.0,2824.0,2455.0,19587.0,10400.0,1062.0,80463.0,9.0,80000.0,3320.0,111.0,-1.0,,1601.0,412.0,1118.0,2537.0,1500.0,368.0
2004,500.0,500.0,1554.0,570.0,1619.0,999.0,1834.0,6326.0,481.0,272.0,55.0,1148.0,35.0,5.0,1834.0,60.0,255.0,6195.0,,,11844.0,450.0,75.0,8000.0,365.0,3552.0,351.0,1219.0,2780.0,1401.0,40.0,1000.0,17.0,933.0,,7713.0,400.0,220.0,104.0,1362.0,114.0,31.0,7000.0,52388.0,4237.0,2001.0,6300.0,726.0,785.0,1095.0,-1.0,358.0,,3609.0,7329.0,3838.0,350.0,8572.0,52.0,1000.0,757.0,290.0,33000.0,1359.0,219.0,,237.0,3833.0,2282.0,20801.0,9750.0,912.0,83370.0,10.0,82870.0,3450.0,111.0,-1.0,,1228.0,383.0,1000.0,1966.0,1600.0,368.0
2005,596.0,700.0,2167.0,620.0,1629.0,865.0,1642.0,5657.0,512.0,235.0,50.0,1139.0,36.0,5.0,1862.0,60.0,299.0,5826.0,,,13435.0,500.0,104.0,8100.0,366.0,3526.0,380.0,1040.0,3140.0,2974.0,58.0,1100.0,20.0,899.0,,8748.0,400.0,175.0,97.0,1348.0,131.0,33.0,6880.0,55139.0,4023.0,2401.0,6900.0,871.0,598.0,865.0,-1.0,334.0,,3451.0,6969.0,3800.0,390.0,8354.0,52.0,500.0,666.0,300.0,35200.0,1319.0,222.0,,201.0,3829.0,3000.0,21125.0,10000.0,695.0,84796.0,10.0,84200.0,3900.0,111.0,-1.0,,981.0,422.0,1600.0,1146.0,1600.0,368.0
2006,604.0,878.0,2397.0,590.0,1590.0,1489.0,1792.0,6403.0,436.0,255.0,50.0,1700.0,38.0,3.0,2526.0,60.0,270.0,5746.0,8173.0,,14214.0,450.0,104.0,8200.0,370.0,3451.0,375.0,1669.0,2800.0,1845.0,85.0,1300.0,20.0,950.0,,8296.0,400.0,180.0,105.0,1073.0,135.0,31.0,6790.0,55600.0,3685.0,2203.0,7300.0,915.0,916.0,814.0,-1.0,322.0,,3403.0,6813.0,10201.0,355.0,,50.0,350.0,484.0,275.0,34200.0,1600.0,226.0,,175.0,3800.0,1000.0,21562.0,9985.0,529.0,79854.0,10.0,79250.0,4500.0,110.0,-1.0,,1000.0,433.0,1310.0,1396.0,1700.0,370.0
2007,591.0,900.0,2826.0,600.0,1523.0,1240.0,1623.0,6238.0,424.0,271.0,40.0,1700.0,39.0,3.0,2553.0,60.0,251.0,6033.0,7829.0,,13013.0,480.0,108.0,8300.0,371.0,3340.0,380.0,1456.0,2900.0,1821.0,63.0,1546.0,21.0,877.0,,8078.0,400.0,216.0,89.0,1398.0,140.0,30.0,6800.0,52309.0,3895.0,1800.0,7700.0,900.0,1308.0,648.0,-1.0,393.0,,3266.0,6665.0,15059.0,350.0,,51.0,305.0,501.0,260.0,33800.0,425.0,230.0,,130.0,3203.0,800.0,21117.0,10880.0,341.0,79891.0,10.0,79300.0,4656.0,60.0,-1.0,,813.0,418.0,1363.0,1240.0,1700.0,380.0
2008,561.0,800.0,2591.0,520.0,1500.0,1297.0,2622.0,6176.0,584.0,239.0,107.0,1600.0,37.0,2.0,2467.0,136.0,256.0,6409.0,7923.0,,13032.0,730.0,124.0,8300.0,373.0,3225.0,191.0,1527.0,2950.0,1640.0,133.0,1600.0,28.0,967.0,,8134.0,400.0,230.0,88.0,1560.0,145.0,30.0,6470.0,54160.0,3492.0,2000.0,6000.0,954.0,1099.0,564.0,-1.0,700.0,,3051.0,6394.0,5232.0,350.0,,50.0,256.0,599.0,260.0,26300.0,430.0,234.0,,126.0,2233.0,800.0,22040.0,11279.0,360.0,79961.0,10.0,79400.0,4879.0,77.0,-1.0,,1443.0,418.0,1398.0,1182.0,1600.0,383.0
2009,550.0,900.0,2507.0,600.0,1510.0,1184.0,1800.0,6678.0,701.0,198.0,106.0,1500.0,36.0,2.0,573.0,166.0,372.0,6021.0,7916.0,,12978.0,550.0,110.0,8200.0,375.0,3270.0,210.0,1440.0,3214.0,1558.0,129.0,1597.0,25.0,1042.0,,7011.0,400.0,256.0,44.0,1253.0,155.0,30.0,6360.0,53551.0,3185.0,1900.0,7000.0,936.0,1168.0,597.0,-1.0,1000.0,,3151.0,6324.0,5763.0,360.0,,51.0,257.0,569.0,320.0,26000.0,400.0,237.0,,110.0,2786.0,800.0,23500.0,12150.0,287.0,83850.0,6.0,83300.0,4921.0,85.0,-1.0,,1180.0,421.0,1335.0,581.0,1635.0,389.0
2010,550.0,900.0,2664.0,665.0,1337.0,1383.0,1115.0,6282.0,685.0,225.0,106.0,1550.0,55.0,2.0,495.0,148.0,389.0,5990.0,7603.0,,13644.0,512.0,102.0,8100.0,377.0,3311.0,206.0,1626.0,3035.0,1192.0,175.0,1544.0,35.0,1131.0,,7564.0,400.0,243.0,32.0,1254.0,149.0,31.0,6150.0,37122.0,3025.0,1900.0,6200.0,980.0,1306.0,589.0,-1.0,1200.0,,3167.0,7049.0,5245.0,340.0,,51.0,269.0,528.0,195.0,26000.0,376.0,482.0,,100.0,3007.0,800.0,23060.0,11679.0,255.0,90650.0,4.0,90100.0,4968.0,90.0,-1.0,,1341.0,425.0,1244.0,690.0,1632.0,393.0
2011,504.0,1093.0,2662.0,600.0,1439.0,2220.0,1492.0,6978.0,769.0,236.0,108.0,1550.0,40.0,2.0,509.0,141.0,390.0,2600.0,7425.0,,13848.0,519.0,99.0,8200.0,379.0,3386.0,214.0,2443.0,2516.0,1200.0,99.0,1547.0,40.0,1122.0,,6896.0,600.0,223.0,48.0,1267.0,123.0,30.0,6020.0,50522.0,3191.0,1790.0,8100.0,1013.0,1134.0,599.0,1799.0,1200.0,,3100.0,5816.0,5628.0,360.0,,51.0,228.0,527.0,212.0,27000.0,500.0,687.0,,116.0,3012.0,800.0,23237.0,11967.0,368.0,96404.0,6.0,95900.0,4596.0,86.0,-1.0,,1225.0,444.0,1174.0,1011.0,1652.0,397.0
2012,575.0,1196.0,2333.0,605.0,1513.0,1562.0,1563.0,8664.0,820.0,239.0,105.0,1600.0,45.0,2.0,465.0,143.0,247.0,4702.0,4957.0,,15004.0,602.0,80.0,8400.0,380.0,3422.0,216.0,1782.0,3320.0,1300.0,107.0,1582.0,50.0,1000.0,,7645.0,400.0,220.0,59.0,1267.0,114.0,30.0,5720.0,46813.0,3091.0,2200.0,8500.0,1050.0,1075.0,637.0,1659.0,1100.0,,3260.0,6436.0,5833.0,400.0,,50.0,312.0,735.0,275.0,27000.0,234.0,905.0,,123.0,3020.0,900.0,23600.0,12793.0,341.0,101115.0,7.0,100540.0,4648.0,100.0,-1.0,,1510.0,473.0,1291.0,753.0,1802.0,400.0
2013,535.0,1216.0,2376.0,650.0,1565.0,1917.0,2343.0,8496.0,779.0,565.0,111.0,1600.0,53.0,2.0,496.0,153.0,261.0,5517.0,4926.0,,15577.0,716.0,106.0,8600.0,380.0,3371.0,297.0,2154.0,3526.0,1200.0,163.0,1616.0,40.0,1123.0,,7972.0,400.0,237.0,54.0,1285.0,109.0,29.0,5600.0,55020.0,2744.0,2200.0,9000.0,1000.0,1200.0,640.0,600.0,1300.0,,3237.0,6890.0,5906.0,399.0,,50.0,364.0,790.0,284.0,27000.0,271.0,1034.0,,120.0,3017.0,1200.0,24447.0,13549.0,420.0,110475.0,9.0,109940.0,4606.0,230.0,-1.0,,1533.0,498.0,1173.0,641.0,1765.0,404.0
2014,497.0,1340.0,2422.0,673.0,1679.0,2123.0,2818.0,9966.0,832.0,201.0,123.0,1700.0,146.0,2.0,621.0,195.0,1390.0,5685.0,4977.0,,15352.0,636.0,87.0,8200.0,386.0,3300.0,300.0,2379.0,3445.0,1300.0,103.0,1649.0,45.0,1069.0,,7790.0,400.0,256.0,55.0,1130.0,105.0,29.0,5570.0,52673.0,2643.0,1940.0,9000.0,1075.0,1311.0,605.0,400.0,1350.0,,3192.0,6875.0,6509.0,377.0,,51.0,337.0,670.0,290.0,27700.0,450.0,1089.0,,119.0,3020.0,853.0,24239.0,13423.0,411.0,113797.0,6.0,113300.0,4535.0,190.0,-1.0,,1615.0,507.0,1210.0,674.0,1792.0,407.0
