,Belarus,Croatia,Serbia,Israel,Armenia,Syrian Arab Republic,Ethiopia,The former Yugoslav Republic of Macedonia,Greece,Iraq,Sweden,Cyprus,Eritrea,Bulgaria,Australia & New Zealand,Yugoslav SFR,Serbia and Montenegro,Algeria,Slovenia,Czechoslovakia,Czechia,Ukraine,Germany,Austria,Morocco,Ethiopia PDR,USSR,Mexico,Slovakia,Italy,Spain,Egypt,Bosnia and Herzegovina,Tunisia,Malta,Latvia,Albania,Lebanon,Occupied Palestinian Territory,Hungary,Kazakhstan,Australia,Jordan,Lithuania,Poland,Russian Federation,Republic of Moldova,Turkey
1975,-1.0,-1.0,-1.0,1950.0,-1,57100.0,-1.0,-1.0,19300.0,429.0,4369.0,4147.0,-1.0,1429.0,805.0,15400.0,-1.0,2140.0,-1.0,2558.0,-1.0,-1.0,8026.0,0.0,46400.0,29400.0,1074000.0,-1.0,-1.0,10448.0,69200.0,420.0,-1.0,-1.0,387.0,-1.0,6800.0,7000.0,-1.0,7750.0,-1,805.0,4448.0,-1.0,26133.0,-1.0,-1.0,162000.0
1976,-1.0,-1.0,-1.0,2170.0,-1,82500.0,-1.0,-1.0,16100.0,461.0,4257.0,4247.0,-1.0,1200.0,630.0,14180.0,-1.0,1980.0,-1.0,1849.0,-1.0,-1.0,8098.0,-1.0,56500.0,31500.0,820000.0,-1.0,-1.0,9977.0,63400.0,420.0,-1.0,-1.0,354.0,-1.0,7000.0,7000.0,-1.0,5163.0,-1,630.0,4835.0,-1.0,18735.0,-1.0,-1.0,158000.0
1977,-1.0,-1.0,-1.0,2400.0,-1,82500.0,-1.0,-1.0,15300.0,806.0,5221.0,4916.0,-1.0,823.0,608.0,13840.0,-1.0,2180.0,-1.0,2026.0,-1.0,-1.0,9400.0,-1.0,26700.0,50200.0,879000.0,-1.0,-1.0,8580.0,46800.0,420.0,-1.0,-1.0,376.0,-1.0,7300.0,7000.0,-1.0,5386.0,-1,608.0,4478.0,-1.0,18438.0,-1.0,-1.0,166000.0
1978,-1.0,-1.0,-1.0,840.0,-1,77941.0,-1.0,-1.0,13600.0,1500.0,6467.0,3077.0,-1.0,944.0,397.0,11850.0,-1.0,2410.0,-1.0,2033.0,-1.0,-1.0,8500.0,-1.0,20000.0,49300.0,800000.0,-1.0,-1.0,8556.0,44000.0,500.0,-1.0,-1.0,352.0,-1.0,7500.0,5000.0,-1.0,5025.0,-1,397.0,4560.0,-1.0,15813.0,-1.0,-1.0,153500.0
1979,-1.0,-1.0,-1.0,940.0,-1,54970.0,-1.0,-1.0,14100.0,1500.0,8437.0,2275.0,-1.0,1587.0,475.0,11580.0,-1.0,3750.0,-1.0,2089.0,-1.0,-1.0,8200.0,-1.0,17700.0,57500.0,589000.0,-1.0,-1.0,8162.0,41200.0,500.0,-1.0,-1.0,329.0,-1.0,7400.0,4000.0,-1.0,7443.0,-1,475.0,4419.0,-1.0,15348.0,-1.0,-1.0,148000.0
1980,-1.0,-1.0,-1.0,1781.0,-1,63176.0,-1.0,-1.0,13000.0,1500.0,8400.0,2221.0,-1.0,743.0,492.0,10900.0,-1.0,4310.0,-1.0,1736.0,-1.0,-1.0,8200.0,-1.0,25000.0,74930.0,499000.0,10021.0,-1.0,7983.0,42800.0,500.0,-1.0,-1.0,284.0,-1.0,7400.0,3000.0,-1.0,4923.0,-1,492.0,2405.0,-1.0,12670.0,-1.0,-1.0,144500.0
1981,-1.0,-1.0,-1.0,1100.0,-1,56352.0,-1.0,-1.0,12400.0,1500.0,10500.0,1953.0,-1.0,969.0,567.0,11100.0,-1.0,3000.0,-1.0,1528.0,-1.0,-1.0,8400.0,-1.0,22000.0,37390.0,590000.0,10844.0,-1.0,7259.0,42000.0,500.0,-1.0,-1.0,293.0,-1.0,6000.0,3000.0,-1.0,6364.0,-1,567.0,3331.0,-1.0,16870.0,-1.0,-1.0,147000.0
1982,-1.0,-1.0,-1.0,800.0,-1,42392.0,-1.0,-1.0,8600.0,1600.0,16300.0,2060.0,-1.0,1238.0,1666.0,10000.0,-1.0,2800.0,-1.0,1419.0,-1.0,-1.0,9098.0,-1.0,30100.0,32290.0,551000.0,10553.0,-1.0,6989.0,41400.0,500.0,-1.0,60.0,282.0,-1.0,6000.0,2700.0,-1.0,6498.0,-1,1666.0,3430.0,-1.0,14502.0,-1.0,-1.0,183350.0
1983,-1.0,-1.0,-1.0,2000.0,-1,59700.0,-1.0,-1.0,8200.0,1600.0,27900.0,2227.0,-1.0,1142.0,417.0,9182.0,-1.0,4390.0,-1.0,1701.0,-1.0,-1.0,8992.0,-1.0,20100.0,32310.0,712000.0,7151.0,-1.0,6955.0,41200.0,500.0,-1.0,100.0,294.0,-1.0,5800.0,2900.0,-1.0,5640.0,-1,417.0,3700.0,-1.0,17477.0,-1.0,-1.0,206700.0
1984,-1.0,-1.0,-1.0,1477.0,-1,45600.0,-1.0,-1.0,9400.0,1500.0,41200.0,2475.0,-1.0,937.0,600.0,8368.0,-1.0,4450.0,-1.0,1725.0,-1.0,-1.0,9654.0,-1.0,22800.0,27700.0,828000.0,-1.0,-1.0,7085.0,35528.0,500.0,-1.0,140.0,300.0,-1.0,5700.0,3000.0,-1.0,4309.0,-1,600.0,3667.0,-1.0,13151.0,-1.0,-1.0,214497.0
1985,-1.0,-1.0,-1.0,2219.0,-1,54676.0,-1.0,-1.0,9100.0,1500.0,38800.0,1645.0,-1.0,1327.0,674.0,9157.0,-1.0,2010.0,-1.0,1636.0,-1.0,-1.0,9446.0,-1.0,25900.0,41470.0,821000.0,7540.0,-1.0,6981.0,36877.0,500.0,-1.0,200.0,300.0,-1.0,5700.0,3100.0,-1.0,4246.0,-1,674.0,3573.0,-1.0,10119.0,-1.0,-1.0,229907.0
1986,-1.0,-1.0,-1.0,1900.0,-1,43725.0,-1.0,-1.0,10100.0,1550.0,34905.0,709.0,-1.0,1450.0,4249.0,9696.0,-1.0,940.0,-1.0,1893.0,-1.0,-1.0,9723.0,-1.0,19300.0,65460.0,917000.0,5536.0,-1.0,7011.0,38700.0,550.0,-1.0,300.0,300.0,-1.0,5700.0,3250.0,-1.0,3701.0,-1,4249.0,1383.0,-1.0,9596.0,-1.0,-1.0,230946.0
1987,-1.0,-1.0,-1.0,2000.0,-1,50882.0,-1.0,-1.0,11500.0,1500.0,50608.0,903.0,-1.0,1024.0,3013.0,9598.0,-1.0,670.0,-1.0,1838.0,-1.0,-1.0,9211.0,-1.0,27200.0,41060.0,851000.0,8784.0,-1.0,5865.0,38854.0,550.0,-1.0,400.0,300.0,-1.0,6000.0,3400.0,-1.0,2039.0,-1,3013.0,1538.0,-1.0,8600.0,-1.0,-1.0,241981.0
1988,-1.0,-1.0,-1.0,2000.0,-1,62343.0,-1.0,-1.0,8600.0,1550.0,38884.0,744.0,-1.0,1634.0,5147.0,10305.0,-1.0,3420.0,-1.0,1705.0,-1.0,-1.0,8804.0,-1.0,25400.0,61420.0,737000.0,7489.0,-1.0,5924.0,38400.0,560.0,-1.0,300.0,300.0,-1.0,6200.0,3600.0,-1.0,2880.0,-1,5147.0,1458.0,-1.0,9131.0,-1.0,-1.0,256820.0
1989,-1.0,-1.0,-1.0,1900.0,-1,45800.0,-1.0,-1.0,8000.0,1600.0,37771.0,468.0,-1.0,2370.0,9482.0,10300.0,-1.0,510.0,-1.0,1948.0,-1.0,-1.0,10435.0,-1.0,24300.0,58650.0,800000.0,7045.0,-1.0,5909.0,43400.0,570.0,-1.0,300.0,300.0,-1.0,6200.0,3800.0,-1.0,3000.0,-1,9482.0,1413.0,-1.0,8828.0,-1.0,-1.0,264000.0
1990,-1.0,-1.0,-1.0,2076.0,-1,43000.0,-1.0,-1.0,8500.0,1700.0,32000.0,438.0,-1.0,2215.0,10368.0,10838.0,-1.0,450.0,-1.0,2252.0,-1.0,-1.0,7300.0,0.0,20100.0,50190.0,730000.0,6726.0,-1.0,5768.0,52500.0,580.0,-1.0,340.0,280.0,-1.0,5800.0,3950.0,-1.0,1410.0,-1,10368.0,2061.0,-1.0,7300.0,-1.0,-1.0,269115.0
1991,-1.0,-1.0,-1.0,1000.0,-1,32300.0,-1.0,-1.0,7500.0,1500.0,18597.0,282.0,-1.0,1526.0,36190.0,10500.0,-1.0,190.0,-1.0,2822.0,-1.0,-1.0,3000.0,0.0,20200.0,65080.0,602000.0,8203.0,-1.0,5442.0,59200.0,600.0,-1.0,357.0,266.0,-1.0,5200.0,4070.0,-1.0,1400.0,-1,36190.0,2066.0,-1.0,7600.0,-1.0,-1.0,264689.0
1992,-1.0,871.0,-1.0,-1.0,-1,44500.0,-1.0,4444.0,6000.0,1700.0,19300.0,360.0,-1.0,0.0,76941.0,-1.0,3528.0,250.0,127.0,2280.0,-1.0,98000.0,1000.0,0.0,20800.0,75750.0,-1.0,5636.0,-1.0,6032.0,51200.0,615.0,829.0,338.0,250.0,1200.0,5600.0,4178.0,-1.0,2000.0,-1,76941.0,981.0,13900.0,8000.0,292800.0,800.0,267660.0
1993,-1.0,706.0,-1.0,-1.0,-1,36000.0,72510.0,4609.0,6000.0,1750.0,19773.0,428.0,6000.0,-1.0,36000.0,-1.0,3913.0,290.0,0.0,-1.0,257.0,77000.0,500.0,-1.0,17500.0,-1.0,-1.0,7886.0,1560.0,5882.0,38854.0,620.0,700.0,360.0,261.0,300.0,5400.0,4200.0,-1.0,1633.0,-1,36000.0,475.0,6000.0,5000.0,281570.0,600.0,280462.0
1994,-1.0,741.0,-1.0,-1.0,-1,33200.0,89670.0,4318.0,5400.0,1770.0,20000.0,222.0,8000.0,-1.0,23000.0,-1.0,3819.0,510.0,-1.0,-1.0,300.0,76000.0,200.0,-1.0,23000.0,-1.0,-1.0,7729.0,1350.0,5727.0,69700.0,600.0,600.0,295.0,261.0,500.0,5500.0,4210.0,-1.0,1000.0,-1,23000.0,816.0,6572.0,3600.0,254800.0,600.0,274600.0
1995,-1.0,720.0,-1.0,-1.0,-1,37300.0,85330.0,4147.0,5500.0,1750.0,8546.0,242.0,10000.0,-1.0,34000.0,-1.0,5433.0,360.0,-1.0,-1.0,260.0,86000.0,0.0,-1.0,17300.0,-1.0,-1.0,6887.0,1161.0,6532.0,169000.0,620.0,500.0,273.0,260.0,300.0,4540.0,4230.0,-1.0,0.0,-1,34000.0,1234.0,6835.0,3000.0,305000.0,574.0,279200.0
1996,-1.0,744.0,-1.0,-1.0,-1,25993.0,76680.0,4098.0,5400.0,1720.0,-1.0,76.0,12000.0,-1.0,40000.0,-1.0,7518.0,690.0,-1.0,-1.0,340.0,79000.0,-1.0,-1.0,18600.0,-1.0,-1.0,9210.0,1015.0,6500.0,332100.0,625.0,462.0,255.0,261.0,600.0,5285.0,4241.0,3486.0,-1.0,-1,40000.0,1126.0,8000.0,3000.0,306000.0,589.0,268000.0
1997,-1.0,753.0,-1.0,-1.0,-1,32739.0,81970.0,4723.0,5631.0,1750.0,-1.0,76.0,9000.0,-1.0,40000.0,-1.0,6947.0,340.0,-1.0,-1.0,312.0,31000.0,-1.0,-1.0,21300.0,-1.0,-1.0,7192.0,842.0,6179.0,274600.0,650.0,218.0,238.0,262.0,1000.0,5325.0,4250.0,2910.0,-1.0,-1,40000.0,1415.0,11261.0,3000.0,235000.0,531.0,260100.0
1998,-1.0,752.0,-1.0,-1.0,-1,52600.0,93000.0,4290.0,5953.0,1800.0,-1.0,72.0,11000.0,-1.0,41000.0,-1.0,7094.0,540.0,-1.0,-1.0,285.0,50000.0,-1.0,-1.0,21700.0,-1.0,-1.0,8387.0,500.0,6368.0,191200.0,675.0,265.0,224.0,263.0,1500.0,5800.0,4300.0,2758.0,-1.0,-1,41000.0,1925.0,4500.0,3000.0,262000.0,853.0,241000.0
1999,-1.0,720.0,-1.0,-1.0,-1,31006.0,95050.0,3747.0,6133.0,1582.0,-1.0,72.0,10000.0,-1.0,62000.0,-1.0,6343.0,620.0,-1.0,-1.0,200.0,72000.0,-1.0,-1.0,21400.0,-1.0,-1.0,8793.0,583.0,6503.0,192900.0,680.0,250.0,211.0,263.0,1500.0,6000.0,4350.0,1250.0,-1.0,-1,62000.0,2988.0,3500.0,3000.0,254000.0,472.0,237500.0
2000,-1.0,720.0,-1.0,-1.0,-1,36308.0,110580.0,3543.0,6000.0,1600.0,-1.0,72.0,8749.0,-1.0,39000.0,-1.0,6601.0,270.0,-1.0,-1.0,180.0,54000.0,-1.0,-1.0,19200.0,-1.0,-1.0,9329.0,568.0,6800.0,163300.0,720.0,400.0,200.0,292.0,500.0,6200.0,4400.0,2001.0,-1.0,-1,39000.0,1235.0,3000.0,3000.0,220000.0,600.0,228850.0
2001,-1.0,700.0,-1.0,-1.0,-1,47800.0,114060.0,3200.0,6100.0,1704.0,-1.0,71.0,8562.0,1500.0,60000.0,-1.0,7131.0,60.0,-1.0,-1.0,221.0,50100.0,-1.0,-1.0,16700.0,-1.0,-1.0,9342.0,600.0,7000.0,153100.0,704.0,601.0,189.0,276.0,600.0,6000.0,4500.0,1841.0,-1.0,-1,60000.0,933.0,3700.0,2100.0,204000.0,1300.0,242900.0
2002,-1.0,716.0,-1.0,-1.0,-1,44400.0,83522.0,3300.0,6000.0,1800.0,-1.0,72.0,9260.0,1300.0,40000.0,-1.0,7426.0,40.0,-1.0,-1.0,215.0,63700.0,-1.0,-1.0,19900.0,-1.0,-1.0,7394.0,800.0,6225.0,168200.0,716.0,626.0,180.0,272.0,310.0,5690.0,4400.0,1887.0,-1.0,-1,40000.0,1354.0,3500.0,1300.0,225000.0,1700.0,237077.0
2003,51108.0,730.0,-1.0,-1.0,-1,36600.0,83000.0,3000.0,6200.0,1689.0,-1.0,73.0,8244.0,900.0,64762.0,-1.0,7421.0,30.0,-1.0,-1.0,209.0,65000.0,-1.0,591.0,18500.0,-1.0,-1.0,8876.0,600.0,6584.0,166600.0,733.0,642.0,171.0,269.0,300.0,5408.0,4350.0,1876.0,28.0,-1,64762.0,233.0,2200.0,608.0,277900.0,1700.0,253000.0
2004,46943.0,734.0,-1.0,-1.0,-1,31700.0,82713.0,3400.0,6250.0,1667.0,-1.0,82.0,7904.0,713.0,23267.0,-1.0,7411.0,25.0,-1.0,-1.0,236.0,48000.0,-1.0,768.0,17300.0,-1.0,-1.0,7851.0,200.0,6891.0,144529.0,730.0,503.0,162.0,265.0,300.0,5663.0,3800.0,2353.0,149.0,-1,23267.0,1626.0,1400.0,683.0,326000.0,1200.0,101650.0
2005,39755.0,753.0,-1.0,-1.0,-1,34300.0,112425.0,3100.0,6472.0,1700.0,-1.0,85.0,10500.0,775.0,31984.0,-1.0,7697.0,215.0,-1.0,-1.0,252.0,40600.0,-1.0,1071.0,16400.0,-1.0,-1.0,7802.0,196.0,7191.0,142100.0,735.0,449.0,154.0,261.0,100.0,5704.0,3500.0,2291.0,55.0,-1,31984.0,1323.0,2600.0,2674.0,258800.0,800.0,102000.0
2006,32747.0,750.0,7947.0,-1.0,-1,35000.0,123462.0,3000.0,8415.0,1643.0,-1.0,92.0,4535.0,307.0,20000.0,-1.0,-1.0,206.0,-1.0,-1.0,150.0,24600.0,-1.0,958.0,13900.0,-1.0,-1.0,8670.0,59.0,7200.0,47795.0,755.0,369.0,147.0,280.0,100.0,5800.0,3100.0,1778.0,45.0,-1,20000.0,1837.0,1900.0,899.0,292900.0,387.0,142941.0
2007,17371.0,700.0,8132.0,-1.0,-1,30900.0,124954.0,2281.0,8554.0,1627.0,-1.0,94.0,2828.0,416.0,25000.0,-1.0,-1.0,140.0,-1.0,-1.0,120.0,26700.0,-1.0,1105.0,11550.0,-1.0,-1.0,8125.0,76.0,7000.0,34592.0,758.0,535.0,140.0,240.0,100.0,6000.0,2700.0,1769.0,27.0,-1,25000.0,562.0,1900.0,2559.0,204500.0,251.0,111933.0
2008,16734.0,678.0,8426.0,-1.0,-1,27250.0,147172.0,2548.0,7800.0,1599.0,-1.0,135.0,229.0,244.0,31802.0,-1.0,-1.0,161.0,-1.0,-1.0,126.0,17800.0,-1.0,1099.0,14800.0,-1.0,-1.0,8266.0,50.0,7334.0,22500.0,750.0,392.0,133.0,250.0,100.0,5878.0,1900.0,1619.0,18.0,-1,31802.0,1654.0,900.0,1759.0,205400.0,300.0,107088.0
2009,21493.0,664.0,8734.0,-1.0,-1,18213.0,135658.0,2958.0,7800.0,1600.0,-1.0,127.0,3691.0,311.0,23399.0,-1.0,-1.0,165.0,-1.0,-1.0,117.0,26600.0,-1.0,1593.0,14700.0,-1.0,-1.0,8089.0,230.0,7500.0,47300.0,800.0,406.0,127.0,245.0,100.0,5853.0,1000.0,1600.0,26.0,-1,23399.0,1163.0,900.0,3022.0,52700.0,200.0,122543.0
2010,18730.0,700.0,8808.0,-1.0,-1,17572.0,131044.0,2902.0,7331.0,1481.0,-1.0,76.0,4044.0,300.0,34000.0,-1.0,-1.0,181.0,-1.0,-1.0,110.0,28100.0,-1.0,2107.0,10900.0,-1.0,-1.0,8637.0,194.0,7559.0,48013.0,750.0,355.0,120.0,243.0,30.0,5600.0,583.0,476.0,65.0,-1,34000.0,2489.0,2100.0,5383.0,54900.0,128.0,95570.0
2011,21272.0,700.0,8986.0,-1.0,-1,15070.0,179866.0,2437.0,7276.0,1381.0,-1.0,67.0,3870.0,226.0,45233.0,-1.0,-1.0,173.0,-1.0,-1.0,95.0,21300.0,-1.0,1451.0,10600.0,-1.0,-1.0,8272.0,233.0,7558.0,64231.0,729.0,412.0,117.0,255.0,10.0,6000.0,600.0,1025.0,0.0,-1,45233.0,1488.0,2000.0,2782.0,81400.0,149.0,82316.0
2012,26319.0,0.0,8797.0,-1.0,-1,15667.0,205374.0,2316.0,7163.0,1200.0,-1.0,69.0,3000.0,152.0,36000.0,-1.0,-1.0,166.0,-1.0,-1.0,80.0,16700.0,-1.0,1230.0,9900.0,-1.0,-1.0,7761.0,354.0,7559.0,100187.0,700.0,434.0,115.0,220.0,18.0,6400.0,500.0,1151.0,9.0,-1,36000.0,900.0,2100.0,3650.0,92300.0,184.0,98900.0
2013,26726.0,0.0,8358.0,-1.0,-1,11316.0,169441.0,2204.0,7190.0,1300.0,-1.0,69.0,3100.0,550.0,34800.0,-1.0,-1.0,159.0,-1.0,-1.0,80.0,10500.0,-1.0,1431.0,2100.0,-1.0,-1.0,8032.0,140.0,7586.0,72200.0,700.0,613.0,115.0,200.0,44.0,6400.0,505.0,1064.0,28.0,-1,34800.0,2773.0,2100.0,3568.0,75463.0,143.0,90000.0
2014,30273.0,0.0,8614.0,-1.0,-1,11486.0,136884.0,2086.0,7656.0,1228.0,-1.0,69.0,3188.0,46.0,30500.0,-1.0,-1.0,151.0,-1.0,-1.0,70.0,11500.0,-1.0,2067.0,4200.0,-1.0,-1.0,9705.0,125.0,7613.0,122000.0,750.0,463.0,108.0,217.0,39.0,6279.0,520.0,983.0,36.0,-1,30500.0,1967.0,2000.0,6935.0,76495.0,128.0,55318.0
