,Ukraine,Kenya,Bolivia (Plurinational State of),"China, Taiwan Province of",Belarus,Croatia,Myanmar,Serbia,Botswana,Serbia and Montenegro,Armenia,China,South Sudan,Brazil,United Republic of Tanzania,Thailand,Yugoslav SFR,Canada,The former Yugoslav Republic of Macedonia,Greece,Afghanistan,Zimbabwe,Iraq,Malawi,Venezuela (Bolivarian Republic of),South Africa,Spain,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Mozambique,Sudan,Algeria,Pakistan,Morocco,Sudan (former),Tajikistan,Kyrgyzstan,Namibia,Argentina,Uganda,Paraguay,Georgia,India,Zambia,Slovenia,Austria,Uruguay,Czechoslovakia,Syrian Arab Republic,Switzerland,Mexico,USSR,Romania,Ecuador,Jordan,Bosnia and Herzegovina,Germany,Tunisia,Uzbekistan,Colombia,Albania,Portugal,Slovakia,Lebanon,Czechia,Occupied Palestinian Territory,Azerbaijan,Hungary,Kazakhstan,Chile,Israel,Australia,France,Egypt,Republic of Moldova,Poland,"China, mainland",Russian Federation,Angola,Italy,Turkey
1998,2430000.0,7245.0,143350.0,0.0,8000.0,28642.0,114620.0,-1.0,5500.0,159776.0,-1,889810.0,-1.0,22000.0,150000.0,-1.0,-1.0,68800.0,12522.0,31336.0,12365.0,57500.0,8000.0,3898.0,5791.0,511000.0,1047700.0,538777.0,92400.0,1413200.0,79000.0,26000.0,-1.0,139.0,98459.0,101500.0,19740.0,345.0,28586.0,150.0,3331400.0,66000.0,62003.0,46722.0,1824700.0,15694.0,24.0,22096.0,81000.0,-1.0,4016.0,1396.0,809.0,-1.0,962200.0,120.0,0.0,223.0,33704.0,12500.0,3000.0,-1.0,1656.0,59706.0,64902.0,102.0,17300.0,7.0,2078.0,426968.0,198330.0,2440.0,8807.0,92400.0,782000.0,14621.0,204283.0,-1.0,889810.0,3571700.0,16099.0,232690.0,586000.0
1999,2800000.0,12251.0,101500.0,0.0,10000.0,41996.0,319340.0,-1.0,6000.0,183768.0,-1,1131000.0,-1.0,50000.0,190000.0,-1.0,-1.0,78900.0,9836.0,35900.0,11829.0,60000.0,6000.0,4580.0,5199.0,828000.0,849900.0,592165.0,167500.0,1392500.0,80000.0,27000.0,-1.0,142.0,144191.0,78800.0,20580.0,660.0,39596.0,157.0,4067870.0,72000.0,52154.0,65800.0,1288100.0,12991.0,24.0,24249.0,134300.0,-1.0,7288.0,1776.0,1199.0,-1.0,1043000.0,120.0,0.0,179.0,33354.0,13000.0,3000.0,-1.0,1600.0,50134.0,95175.0,100.0,28450.0,6.0,2609.0,521272.0,213300.0,2929.0,8546.0,167500.0,825944.0,18924.0,216668.0,-1.0,1131000.0,4977360.0,14500.0,207000.0,595000.0
2000,2841600.0,13000.0,130000.0,0.0,10000.0,25715.0,450667.0,-1.0,4400.0,146415.0,-1,1229090.0,-1.0,58000.0,210000.0,68450.0,-1.0,68800.0,5958.0,23200.0,11601.0,26500.0,6000.0,4903.0,3548.0,396350.0,838904.0,511015.0,162000.0,1071210.0,78000.0,17000.0,-1.0,145.0,114282.0,39900.0,5461.0,818.0,38641.0,148.0,3477120.0,79000.0,70800.0,11304.0,1073800.0,36081.0,24.0,22336.0,50200.0,-1.0,3327.0,3554.0,100.0,-1.0,876800.0,120.0,0.0,165.0,25729.0,13370.0,3000.0,-1.0,1900.0,51840.0,68903.0,55.0,30549.0,11.0,4335.0,298795.0,261700.0,6359.0,11387.0,162000.0,728515.0,11717.0,227685.0,-1.0,1229090.0,4368370.0,15000.0,217000.0,542000.0
2001,2396100.0,13000.0,135000.0,0.0,10000.0,25336.0,494361.0,-1.0,6200.0,163155.0,-1,1015830.0,-1.0,53000.0,230000.0,36567.0,-1.0,66800.0,6000.0,17457.0,10813.0,45830.0,10000.0,5701.0,2747.0,521695.0,861153.0,389472.0,82000.0,1033980.0,78000.0,14000.0,-1.0,148.0,62322.0,56400.0,10500.0,1208.0,43625.0,108.0,1903925.0,78000.0,30372.0,43031.0,1176800.0,17186.0,20.0,20329.0,48862.0,-1.0,6300.0,4579.0,185.0,-1.0,800300.0,160.0,0.0,198.0,24905.0,11350.0,4131.0,-1.0,1800.0,41523.0,63535.0,35.0,28528.0,8.0,5277.0,320019.0,248840.0,1800.0,9870.0,82000.0,707609.0,19360.0,208371.0,-1.0,1015830.0,3451590.0,15329.0,209809.0,510000.0
2002,2719500.0,13000.0,178300.0,0.0,10000.0,26835.0,486053.0,-1.0,6323.0,150183.0,-1,1130900.0,-1.0,43000.0,280000.0,37854.0,-1.0,94600.0,6500.0,17076.0,9615.0,24118.0,11000.0,6311.0,2214.0,667510.0,753628.0,471013.0,79000.0,876963.0,79000.0,8500.0,-1.0,151.0,106029.0,49800.0,12600.0,1400.0,52320.0,130.0,2014915.0,124000.0,25768.0,36738.0,1642200.0,15000.0,25.0,21381.0,108500.0,-1.0,5628.0,5114.0,56.0,-1.0,860146.0,165.0,0.0,196.0,26100.0,10240.0,13360.0,-1.0,1700.0,37583.0,62347.0,0.0,24242.0,4.0,9370.0,418020.0,319738.0,1274.0,10000.0,79000.0,614592.0,15654.0,256674.0,-1.0,1130900.0,3782410.0,15429.0,167108.0,550000.0
2003,3810000.0,13000.0,83000.0,0.0,11000.0,28211.0,509138.0,-1.0,6000.0,199361.0,-1,1173000.0,-1.0,52000.0,300000.0,45755.0,-1.0,105600.0,5419.0,9900.0,10146.0,21355.0,12780.0,6281.0,1502.0,606450.0,786832.0,659632.0,47408.0,889104.0,79000.0,14000.0,-1.0,154.0,107717.0,103500.0,24000.0,3100.0,49350.0,108.0,2324510.0,145000.0,24000.0,44269.0,2003500.0,15000.0,107.0,25748.0,176000.0,-1.0,7273.0,5478.0,124.0,-1.0,1153341.0,170.0,0.0,160.0,37200.0,10000.0,18080.0,-1.0,1434.0,36628.0,131033.0,0.0,48706.0,4.0,13618.0,511191.0,430980.0,2369.0,7920.0,47408.0,693985.0,14250.0,352352.0,764.0,1173000.0,4882820.0,15599.0,150781.0,545000.0
2004,3427000.0,13000.0,89000.0,0.0,11000.0,28381.0,505000.0,-1.0,6200.0,188900.0,-1,934900.0,-1.0,42000.0,310000.0,28657.0,-1.0,55400.0,5153.0,4745.0,10625.0,37800.0,9250.0,6600.0,1200.0,530000.0,752175.0,592765.0,72445.0,692425.0,78000.0,12999.0,-1.0,156.0,255679.0,62600.0,5640.0,2080.0,55994.0,130.0,1835238.0,149000.0,29700.0,32069.0,2160600.0,15000.0,56.0,28988.0,110600.0,-1.0,7247.0,4981.0,90.0,-1.0,925634.0,175.0,0.0,239.0,31557.0,9000.0,13320.0,-1.0,2800.0,28367.0,90031.0,0.0,39308.0,3.0,11291.0,479768.0,446568.0,2200.0,6740.0,72445.0,615869.0,20119.0,270626.0,2813.0,934900.0,4708840.0,15952.0,123997.0,550000.0
2005,3689000.0,13000.0,98350.0,0.0,10000.0,49769.0,510000.0,-1.0,6459.0,197843.0,-1,1020200.0,-1.0,69000.0,340000.0,42020.0,-1.0,70800.0,5044.0,5200.0,13824.0,18129.0,15750.0,7429.0,715.0,460000.0,516160.0,635003.0,47878.0,1056240.0,79000.0,15000.0,-1.0,158.0,264004.0,52000.0,10500.0,2120.0,58772.0,88.0,1922909.0,157000.0,43000.0,37100.0,2339600.0,18007.0,40.0,30179.0,118000.0,-1.0,9122.0,5083.0,22.0,-1.0,957119.0,180.0,0.0,215.0,27100.0,9581.0,9610.0,-1.0,1100.0,7069.0,91146.0,0.0,39648.0,4.0,11134.0,511144.0,422000.0,1780.0,6510.0,47878.0,646167.0,14760.0,275714.0,4334.0,1020200.0,5411010.0,15712.0,129874.0,566000.0
2006,3911700.0,13000.0,94437.0,0.0,11000.0,35308.0,655000.0,186431.0,4467.0,-1.0,-1,987800.0,-1.0,67829.0,380000.0,33221.0,-1.0,76900.0,3713.0,9057.0,10000.0,46725.0,12000.0,7651.0,4673.0,472480.0,622494.0,750521.0,77516.0,716300.0,65000.0,8500.0,-1.0,161.0,325082.0,32600.0,30000.0,3260.0,58287.0,135.0,2167074.0,165000.0,46000.0,22200.0,2160000.0,34521.0,156.0,34621.0,58800.0,-1.0,8302.0,5339.0,175.0,-1.0,981856.0,170.0,0.0,356.0,32000.0,8200.0,6410.0,-1.0,1300.0,7800.0,108816.0,0.0,46964.0,7.0,10599.0,534156.0,453100.0,2660.0,5240.0,77516.0,644828.0,15610.0,287377.0,4609.0,987800.0,5942690.0,15771.0,144566.0,585400.0
2007,3411400.0,13000.0,122880.0,0.0,12000.0,20615.0,585000.0,154793.0,1533.0,-1.0,-1,719200.0,-1.0,72548.0,348000.0,30567.0,-1.0,78900.0,3505.0,12015.0,7000.0,67200.0,7000.0,7607.0,12517.0,316350.0,600866.0,602398.0,17000.0,814236.0,65000.0,14000.0,-1.0,164.0,323067.0,36100.0,61250.0,2800.0,56733.0,108.0,2351348.0,173000.0,109000.0,22300.0,1910000.0,23170.0,246.0,26446.0,38495.0,-1.0,11925.0,4878.0,3.0,-1.0,748545.0,180.0,0.0,226.0,19161.0,9800.0,8000.0,-1.0,2100.0,17600.0,64746.0,0.0,24413.0,10.0,9161.0,512871.0,349700.0,2980.0,5000.0,17000.0,519501.0,11838.0,233591.0,3243.0,719200.0,5002530.0,15921.0,126257.0,554678.0
2008,4279400.0,13000.0,175666.0,0.0,12000.0,38631.0,881150.0,187822.0,8424.0,-1.0,-1,964290.0,-1.0,114375.0,389000.0,26029.0,-1.0,68800.0,4647.0,14700.0,3000.0,58000.0,4750.0,7575.0,30460.0,564300.0,730819.0,721689.0,48400.0,969640.0,67000.0,12000.0,-1.0,167.0,397306.0,25500.0,124370.0,2236.0,48514.0,114.0,2569136.0,173000.0,99139.0,29300.0,1812800.0,26766.0,256.0,26787.0,34000.0,-1.0,6895.0,4237.0,4.0,-1.0,808791.0,200.0,0.0,250.0,24900.0,8000.0,10000.0,-1.0,1400.0,24400.0,74934.0,0.0,24468.0,7.0,10265.0,549804.0,453800.0,3610.0,3470.0,48400.0,629739.0,8442.0,277965.0,2616.0,964290.0,5980480.0,16064.0,114482.0,577958.0
2009,4193000.0,13000.0,311060.0,0.0,13000.0,27366.0,881150.0,157337.0,2853.0,-1.0,-1,958730.0,-1.0,81267.0,388830.0,26413.0,-1.0,63500.0,4138.0,22805.0,1700.0,40000.0,4250.0,9694.0,43000.0,635800.0,851120.0,683711.0,51800.0,790560.0,67000.0,40500.0,-1.0,172.0,319743.0,43000.0,304167.0,3771.0,49268.0,93.0,1820030.0,195000.0,194000.0,9000.0,1476600.0,65417.0,227.0,25870.0,55100.0,-1.0,6994.0,3654.0,216.0,-1.0,761093.0,150.0,0.0,206.0,23600.0,8948.0,11000.0,-1.0,1200.0,21300.0,82944.0,0.0,25621.0,5.0,8170.0,535090.0,646800.0,4355.0,3470.0,51800.0,723244.0,17141.0,224252.0,2279.0,958730.0,5597900.0,16187.0,123800.0,583979.0
2010,4526000.0,12000.0,177702.0,0.0,17686.0,26412.0,882940.0,169384.0,5624.0,-1.0,-1,984000.0,-1.0,76492.0,431540.0,27063.0,-1.0,51400.0,4029.0,63500.0,2443.0,28945.0,5750.0,10873.0,63606.0,397700.0,697900.0,729889.0,26600.0,758310.0,67000.0,28569.0,-1.0,170.0,256121.0,62000.0,49560.0,3715.0,42888.0,85.0,1495317.0,207000.0,168103.0,9000.0,930000.0,51602.0,203.0,25411.0,10000.0,-1.0,7636.0,3563.0,1878.0,-1.0,786058.0,153.0,0.0,441.0,24973.0,9374.0,10000.0,-1.0,1300.0,14000.0,82866.0,0.0,27172.0,1.0,9046.0,501507.0,744500.0,3053.0,2910.0,26600.0,692265.0,15611.0,250193.0,2994.0,984000.0,5575100.0,16000.0,100500.0,641343.0
2011,4716600.0,14000.0,188337.0,0.0,11159.0,30041.0,543112.0,174270.0,13821.0,-1.0,-1,940200.0,-1.0,62535.0,753759.0,31000.0,-1.0,13800.0,5688.0,83300.0,2237.0,26164.0,4472.0,12437.0,62146.0,642700.0,862869.0,747131.0,37177.0,589960.0,68000.0,33327.0,-1.0,175.0,300614.0,36570.0,86520.0,3564.0,41045.0,83.0,1743040.0,221000.0,69607.0,15000.0,730000.0,36886.0,374.0,26049.0,3100.0,-1.0,4011.0,3324.0,1850.0,-1.0,993258.0,156.0,0.0,286.0,26800.0,9848.0,9564.0,-1.0,1460.0,22412.0,88695.0,0.0,28554.0,3.0,11224.0,579548.0,882500.0,2652.0,1780.0,37177.0,740722.0,7552.0,274237.0,2775.0,940200.0,7221000.0,16500.0,118067.0,655700.0
2012,5081700.0,14000.0,189263.0,0.0,5325.0,33534.0,540000.0,185918.0,4918.0,-1.0,-1,888510.0,25000.0,77928.0,840000.0,31000.0,-1.0,39700.0,3752.0,61385.0,1700.0,19851.0,2168.0,14095.0,64484.0,453350.0,753015.0,780755.0,40200.0,744630.0,68000.0,10800.0,99960.0,180.0,236001.0,11670.0,-1.0,4092.0,40470.0,82.0,1823412.0,230000.0,50000.0,16000.0,820000.0,38297.0,367.0,23362.0,6400.0,-1.0,5199.0,3550.0,1280.0,-1.0,1064750.0,165.0,0.0,349.0,26400.0,12170.0,13350.0,-1.0,1400.0,22400.0,90121.0,0.0,24634.0,4.0,11027.0,615100.0,682300.0,3939.0,1830.0,40200.0,679974.0,7472.0,295695.0,3255.0,888510.0,6158500.0,17000.0,111678.0,605000.0
2013,5090120.0,14000.0,190700.0,0.0,11159.0,40805.0,496166.0,188189.0,3163.0,-1.0,-1,923390.0,22000.0,69070.0,1629698.0,8896.0,-1.0,27500.0,2458.0,72209.0,1800.0,18261.0,1902.0,14090.0,62953.0,504000.0,865564.0,878637.0,30300.0,592710.0,70000.0,10606.0,105840.0,180.0,196102.0,17006.0,-1.0,4256.0,35700.0,82.0,1620081.0,238100.0,55000.0,17000.0,671500.0,66515.0,273.0,21808.0,1800.0,-1.0,6071.0,3959.0,3610.0,-1.0,1072059.0,165.0,0.0,205.0,21900.0,9690.0,12365.0,-1.0,1000.0,18100.0,84129.0,0.0,21276.0,4.0,9351.0,596890.0,818143.0,5219.0,1450.0,30300.0,770852.0,6376.0,275029.0,2624.0,923390.0,6795040.0,17000.0,127628.0,609622.0
2014,5212200.0,14000.0,95624.0,0.0,5325.0,34869.0,480643.0,175366.0,1272.0,-1.0,-1,930000.0,32000.0,115617.0,1721875.0,16374.0,-1.0,29100.0,5112.0,84740.0,1800.0,18275.0,845.0,15045.0,23470.0,598950.0,783425.0,843644.0,27000.0,610110.0,70000.0,11359.0,60800.0,180.0,152675.0,20898.0,-1.0,4804.0,30187.0,82.0,1261640.0,245200.0,62000.0,18000.0,552000.0,63076.0,252.0,20500.0,0.0,-1.0,5008.0,3957.0,14729.0,-1.0,998043.0,146.0,0.0,400.0,20000.0,9300.0,10000.0,-1.0,686.0,15600.0,76593.0,0.0,18607.0,4.0,11705.0,593730.0,768739.0,3846.0,1789.0,27000.0,657288.0,7023.0,309803.0,1361.0,930000.0,6443406.0,16783.0,111350.0,653323.0
