Education - Pupil-teacher ratio in primary education (headcount basis),Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire,Bosnia/Herzegovina,Botswana,Brazil,British Virgin Is,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Rep.,Chad,Channel Islands,Chile,China,"China, Hong Kong","China, Macao",Colombia,Comoros,Congo,"Congo, Dem. Rep.",Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d'Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, DPR","Korea, Rep.",Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Is,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Republic of Moldova,Romania,Russian Federation,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre/Miquelon,Saint-Martin,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St Vincent/Grenadines,Sudan,Suriname,Svalbard/Jan Mayen Is,Swaziland,Sweden,Switzerland,Syrian Arab Republic,TFYR Macedonia,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Is,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,"Virgin Islands, USA",Wallis and Futuna Is,Western Sahara,Yemen,Zambia,Zimbabwe
1992,,,28.1692008972168,,,27.1810302734375,,,,,,16.5689601898193,10.8496904373169,19.8166809082031,,21.6187992095947,,17.1680603027344,20.4653491973877,,,39.8457794189453,,,,,,28.8141098022461,,16.1788101196289,15.5337800979614,,57.8301086425781,65.8567123413086,,,47.8643417358398,15.3045101165771,,,62.3087882995606,,,21.9875106811523,26.6689796447754,,27.8614902496338,39.9033813476562,63.2027206420898,40.2094306945801,,32.2990303039551,,12.3448495864868,,19.3104095458984,22.1333808898926,37.0685195922852,11.4741201400757,43.2392692565918,29.2753601074219,,31.6367797851562,23.957540512085,,,41.3682518005371,,30.170560836792,,,26.1406097412109,,,,,43.914680480957,31.5177307128906,16.9837303161621,,27.7649993896484,,18.2528190612793,,26.7396697998047,,,35.5829010009766,48.739631652832,,27.3765392303467,36.1685218811035,35.8866691589355,,,,23.4540996551514,31.3430690765381,23.5256195068359,25.8996505737305,,13.1218996047974,11.7616395950317,,20.1981792449951,,19.3452396392822,,29.3945007324219,,34.4302711486816,16.4548606872559,,27.6094303131104,15.4467697143555,,51.4334106445313,,,,16.6943607330322,,37.7638282775879,,20.1276607513428,,54.0796203613281,23.5310401916504,,,46.6897697448731,20.6852703094482,,30.017749786377,,,24.8134803771973,,,27.0840702056885,53.3717193603516,50.6878395080566,31.9984397888184,,38.9324913024902,16.4842796325684,,16.2021102905273,37.2389793395996,41.8921318054199,38.5358505249023,,,,27.235860824585,,,,,31.4197101593018,22.8930702209473,28.2258605957031,33.419750213623,,,14.131890296936,,10.610050201416,22.8798408508301,21.27294921875,21.3167991638184,54.2653007507324,,,20.6742897033691,27.622350692749,,,,5.50459003448486,,,58.9498710632324,,,,25.7753200531006,,,,21.4136505126953,,,,21.1597595214844,29.4319000244141,,,24.61669921875,,32.7552680969238,,,24.7432804107666,,21.7471504211426,35.5703315734863,20.1331405639648,,63.7876815795898,,21.2474498748779,26.1359195709228,26.405029296875,29.2768707275391,,,,27.687370300293,,17.6325397491455,19.8066902160645,,20.6386604309082,20.8244304656982,30.8298091888428,,35.099609375,,,,,,37.8348007202148
1993,48.6715316772461,,27.4184703826904,,,,20.1000003814697,,,,,16.582389831543,11.4203901290894,19.5758991241455,,20.8025398254395,,,20.0981006622314,12.3532199859619,,45.4968109130859,,30.5395393371582,,,,27.2992897033691,,,15.545729637146,,59.7794303894043,62.604419708252,,,,15.9667301177979,,,,,,22.0777702331543,26.6963806152344,,27.6851005554199,41.6866188049316,69.0573196411133,41.5371208190918,,32.4408302307129,,12.3741903305054,,18.8601207733154,19.2258701324463,35.6481590270996,9.83742046356201,42.841739654541,,,31.3630199432373,23.5075798034668,,53.7906799316406,37.2410202026367,,26.6104698181152,,,,,18.5252799987793,,,,30.461009979248,16.8017902374268,16.6311492919922,30.213809967041,,17.8216705322266,,26.889289855957,,,31.5224094390869,49.1860809326172,,26.7467994689941,30.8767509460449,37.2859497070313,,,,23.1926002502441,31.8669891357422,21.7676906585693,24.8103904724121,,12.3153600692749,11.7619895935059,,20.299129486084,,18.8588905334473,,30.3836097717285,,32.8196601867676,16.3340396881104,,29.4365005493164,13.8633804321289,,48.5840606689453,,,,16.866720199585,,38.466739654541,,20.0152492523193,,56.9269104003906,22.8365497589111,,,51.2764282226563,21.1672592163086,,29.6406097412109,,,22.4548301696777,,,27.6280994415283,54.8017883300781,49.8747901916504,,,38.8451309204102,16.1698894500732,,,37.0349006652832,38.501651763916,37.0716896057129,18,,,26.7470207214355,,,,,33.2480201721191,24.1668701171875,26.9168395996094,33.6708793640137,,,13.2112503051758,,9.97743034362793,23.1368198394775,21.069019317627,20.2519493103027,,,,,27.0307292938232,,,,5.38462018966675,,,58.1860885620117,,18.0164203643799,,24.417329788208,,22.1075706481934,17.597469329834,24.2952899932861,,,,19.998010635376,28.7495994567871,,,21.4240894317627,,32.7020683288574,9.54819965362549,,24.2377891540527,,20.8071804046631,36.7008514404297,19.8113594055176,,,,22.2705593109131,25.7656593322754,26.1930809020996,28.4561996459961,,,,29.1057605743408,20.4771709442139,17.1068096160889,,16.0967102050781,19.9048900604248,20.1834297180176,,,35.5758018493652,,,,,,39.5115585327148
1994,57.9129409790039,,27.3682804107666,,,,,,17.5327396392822,20.613260269165,,,11.9039297103882,18.8577003479004,21.0898208618164,20.8248691558838,,,19.5864200592041,12.1304903030396,,48.3424606323242,,,,,,26.4366207122803,,15.0722904205322,15.2489204406738,,58.2555313110352,,29.4215297698975,43.1115684509277,,15.8536901473999,,,60.9101600646973,,,22.3741607666016,25.3666496276855,,25.8562602996826,44.8111686706543,73.4182281494141,44.0847282409668,,31.3728294372559,,12.9074697494507,,18.7809600830078,19.643030166626,39.1408615112305,9.92763042449951,41.9377403259277,,,27.5767402648926,26.7610397338867,,54.8522796630859,39.2828102111816,18.3384494781494,30.1526107788086,,,24.6474304199219,,18.7064895629883,,,,33.3980407714844,16.5106391906738,16.2270793914795,30.8908500671387,,16.5270004272461,,26.3738307952881,,,27.8335609436035,48.5482597351074,,28.4193496704102,31.7798309326172,34.8996505737305,9.65345001220703,,,23.0507907867432,31.6591796875,,24.179500579834,,12.4041900634766,10.2404804229736,,19.0546398162842,,19.0123996734619,,30.9963092803955,,31.2540798187256,15.7924404144287,,30.0694999694824,14.1557502746582,,49.3656692504883,,,,16.7048397064209,,39.9370384216309,,19.6995391845703,,66.6129379272461,22.3977203369141,,,52.9338493347168,22.4634304046631,,29.1445407867432,,,22.5642204284668,,17.9411792755127,28.0510196685791,57.7463188171387,49.2464103698731,,,39.139778137207,18.3575592041016,,17.0583801269531,37.1362380981445,,37.2026100158691,21.0588207244873,,,26.6364002227783,,,,,33.0208511352539,24.1494808197021,27.6508693695068,33.4694786071777,,,12.1588497161865,,9.19661045074463,23.2386207580566,21.2673797607422,19.5898704528809,,,,18.7618999481201,27.1959095001221,,,,5.32420015335083,,,57.7412300109863,,16.8554401397705,,23.7938995361328,,22.393180847168,15.6794099807739,24.0624504089355,,37.2704200744629,,19.221399307251,27.9639301300049,20.3095893859863,,,,32.7159805297852,10.1606903076172,,23.7348003387451,,22.2457904815674,36.5431213378906,20.5228500366211,,53.1053085327148,,23.5948600769043,27.0475692749023,26.2907199859619,27.4282302856445,,,20.7536201477051,33.192211151123,19.9153804779053,17.0246696472168,,16.0870895385742,21.3948593139648,20.2266407012939,,,35.1902885437012,,,,,41.0840110778809,
1995,,,27.2758903503418,,,,,,,,,18.1489696502686,11.6860599517822,18.982889175415,22.3400707244873,20.4550304412842,,,19.7608699798584,,,49.8969497680664,12.8768901824951,35.4920692443848,,,,25.491060256958,,15.5325403213501,14.5937099456787,,50.9796905517578,,,45.029109954834,46.2953910827637,16.2255306243896,,,62.0548400878906,,,22.8513298034668,,,24.8125,,82.168327331543,44.752799987793,,30.6089305877686,,13.5772199630737,,18.3911590576172,20.1859607696533,44.6483192443848,9.93579959869385,39.7548217773437,,,26.3515090942383,25.0962200164795,,,40.1731986999512,,32.7528991699219,,,23.7642192840576,,18.7664203643799,,,52.4565696716309,33.602668762207,16.1566390991211,17.458309173584,29.9826908111572,,16.0925102233887,,26.3709297180176,,,33.6318397521973,46.7257690429688,,29.1671104431152,32.7204093933105,34.7881813049316,11.3940296173096,,,22.6612701416016,31.9130306243896,,23.3173999786377,,,10.9661703109741,,18.5433502197266,24.2799606323242,20.3423404693604,,27.2708301544189,,29.7053699493408,14.5509395599365,,30.3006591796875,13.1727304458618,,47.7105903625488,,,,16.4808807373047,,38.0582695007324,,19.936939239502,,74.0233306884766,21.975549697876,,,51.5262298583984,23.9235000610352,,28.708080291748,,17.33962059021,23.715690612793,,20.3661994934082,28.2596702575684,57.5962600708008,46.1097984313965,29.7408905029297,,39.4827308654785,,,,38.0088996887207,39.457389831543,37.2077598571777,18.4444408416748,,,26.065860748291,,,,,,22.3062591552734,28.2482795715332,33.7365608215332,,,,,8.90653991699219,24.216480255127,21.5618591308594,,,,,18.8532600402832,26.6952705383301,,,18.4379692077637,,,,59.7372207641602,,16.9263706207275,,25.2653503417969,,21.9755096435547,15.0713901519775,,,36.2808990478516,,17.8394908905029,27.8222503662109,,,,,34.021800994873,10.5242395401001,,23.3829002380371,,22.856050491333,36.8317184448242,,,54.8615798950195,,21.2397994995117,,25.2265796661377,27.7451591491699,,,,35.1981811523437,,16.9996795654297,,16.1729793548584,20.0810394287109,20.1037998199463,,,34.8664283752441,,,,,39.0975112915039,39.1100082397461
1996,,,27.3222198486328,,,,,,16.7333698272705,19.0060997009277,,18.07200050354,12.453709602356,20.1677093505859,,,,,,,,51.9951782226562,,,,,,,,,,17.0146999359131,49.9390907287598,45.0168914794922,,,,16.478609085083,,,62.9582786560059,,,23.2962799072266,23.72998046875,,25.3566493988037,52.0736083984375,72.7479476928711,,,29.5432891845703,19.6030197143555,11.8605804443359,,18.7311706542969,19.1025199890137,41.0142097473145,,36.0427894592285,,,25.8295803070068,27.0207901000977,,,41.476490020752,,37.8978118896484,,,23.036449432373,16.5007705688477,18.7381000518799,,,50.7167701721191,30.2362804412842,16.0729198455811,17.0443096160889,32.7833404541016,,14.9633703231812,,24.2773303985596,,,34.808910369873,49.1925086975098,,29.9706993103027,33.6995086669922,32.951301574707,,,,22.3433399200439,32.8682594299316,19.9644107818604,22.5423908233643,,,11.1827898025513,,19.422420501709,,21.4908599853516,,23.6051902770996,,28.39381980896,14.5522699356079,19.657190322876,30.9773502349854,13.5101900100708,,47.4332695007324,,,,16.3292694091797,,37.1092300415039,,19.4158401489258,,78.3623504638672,21.8003692626953,,,51.2360801696777,23.890510559082,,28.3372001647949,,18.5588207244873,24.8357791900635,,,28.24294090271,,,28.931640625,,38.5733299255371,,,19.1831798553467,36.2850608825684,39.0449295043945,33.7819786071777,20.4666690826416,,,25.7484302520752,,,,,,21.4747695922852,27.4286308288574,34.470760345459,,,,,9.14579963684082,22.5248107910156,20.0177001953125,,,,,,26.4355907440186,,,18.2630195617676,5.22581005096436,32.9404411315918,,58.2027893066406,,17.1334495544434,,25.3972492218018,,,13.9930601119995,,,,,,27.7943305969238,,,,,33.8810005187988,11.2140798568726,,23.5440902709961,,22.4766006469727,36.2151489257812,18.8328990936279,,50.849479675293,,20.9664192199707,25.4934196472168,24.5294990539551,,,,,37.6223106384277,,16.5358390808105,,16.0338802337646,20.4869003295898,23.1031093597412,,,34.2265205383301,,,,,38.194149017334,39.137939453125
1997,,22.7576103210449,27.3459091186523,,,,19.4624996185303,,16.6684703826904,15.9661502838135,,17.8829898834229,12.2212696075439,20.0030708312988,,,,,,,,49.9768905639648,12.3075304031372,,,,,28.1358509063721,,,,16.6972198486328,,,,44.4158096313477,48.7808799743652,,,,67.0780181884766,,,23.736930847168,,,,,72.9175186157227,,20.5857105255127,28.6127605438232,18.9493598937988,11.795599937439,,15.4119501113892,,,,33.6642303466797,,,25.3102798461914,23.1224708557129,,,43.9622001647949,,43.1980018615723,,,23.14208984375,17.7516193389893,18.9623794555664,,,55.6288795471191,30.3823699951172,17.7321395874023,17.1901893615723,32.7074203491211,15.8662796020508,13.9369497299194,,26.5523891448975,,,34.3192405700684,49.1034507751465,,29.4712505340576,34.7249794006348,33.135368347168,12.0191097259521,,,22.0289096832275,31.7604808807373,,22.1472702026367,,,,,19.0400791168213,,22.612979888916,,24.2008304595947,,30.9137496948242,14.075249671936,,30.441520690918,13.4754199981689,,45.6045188903809,,,,16.0128402709961,,,,,,80.4433212280273,21.1188106536865,,,50.228271484375,24.4440402984619,,27.9096393585205,,,30.8676700592041,,20.5106391906738,27.6288604736328,,,29.1640605926514,,37.8373603820801,,,18.3152694702148,35.6728096008301,40.8110885620117,,19.8571395874023,,,,,,,,,20.6749992370605,27.0422401428223,34.7256317138672,,,,,,22.7512893676758,19.5646305084229,,57.0763092041016,,,,26.0420093536377,,,,5.2941198348999,,,57.6301116943359,,15.398099899292,,,,,,23.4526290893555,,44.5389099121094,,,,,,,,33.7756805419922,11.8329496383667,,23.4565200805664,,22.7975692749023,36.9120712280273,,,46.3757209777832,,21.0202007293701,24.7613201141357,24.141300201416,,,17.4777793884277,,59.4256782531738,20.9359302520752,16.0706596374512,,,21.5952892303467,22.4095897674561,,,33.4873199462891,,,,,,39.2895889282227
1998,32.1031494140625,,,,,41.7532386779785,17.7441902160645,,19.9269695281982,15.9995002746582,,17.8756999969482,12.1487302780151,19.2807006835938,,,,,19.2695903778076,,,52.5674705505371,,39.278450012207,,,,27.567440032959,,,14.0114297866821,17.2160091400146,46.5014915466309,47.8555717468262,28.5110301971436,46.4805717468262,51.7810096740723,17.9500503540039,,,67.5661010742188,,33.2321815490723,24.1567707061768,21.6341590881348,,23.2919597625732,,63.9555892944336,40.4331588745117,19.3642902374268,27.5293407440186,19.8862495422363,11.8397197723389,,,17.6715297698975,41.6609687805176,9.90886974334717,38.7677116394043,,30.6625900268555,24.5270900726318,,,,,,46.5148391723633,,,23.033239364624,17.6107006072998,20.3188800811768,,,,32.830940246582,17.8743495941162,17.441930770874,,,13.6084899902344,,25.9441204071045,,,35.5010185241699,48.6013107299805,,,33.408031463623,32.8294792175293,10.7536697387695,,,21.8172092437744,30.4096698760986,,25.840799331665,,,10.8835000991821,,21.245719909668,23.691499710083,22.2189502716064,28.4999103546143,24.3847198486328,,30.9049701690674,13.1791095733643,,31.1403999328613,15.4547395706177,,,44.9723701477051,,,15.4349002838135,,46.559211730957,,21.8037395477295,26.2099800109863,79.5055694580078,20.8521595001221,,,46.7439117431641,25.766040802002,,27.5651092529297,,,31.6707592010498,,16.0625,27.7011108398437,60.8791389465332,,29.4457492828369,23.4225406646728,,,,19.4281692504883,37.181999206543,41.7553100585937,,23.5,,,26.0114498138428,,,,,,,25.2665500640869,34.4786796569824,,,,,10.5497398376465,,19.3179206848145,,56.6406517028809,,,19.9624996185303,26.8493595123291,,,,,,,55.8738403320313,,14.8445100784302,,,,19.3065204620361,13.7463397979736,,,,,15.4754695892334,,19.9950294494629,,,,33.7012100219727,12.4507999420166,,22.9218692779541,22.4596099853516,22.7082805633545,38.0194282531738,18.7302207946777,,45.5110702514648,,21.8882999420166,,24.0811004638672,,,,,58.5102806091309,20.8617000579834,15.8578195571899,,15.6760597229004,20.6103000640869,21.1930103302002,28.8789901733398,,32.1542701721191,,,,,44.0078010559082,37.2833290100098
1999,33.1857109069824,,28.1907596588135,,,,22.0985908508301,,21.7784099578857,16.0707607269287,19.2304401397705,17.8757801055908,13.4571504592896,18.779109954834,14.0398998260498,,,17.7720394134521,19.5328502655029,,23.5,53.3955917358398,,41.7040100097656,24.7237205505371,,,26.9853591918945,25.9451103210449,18.0196094512939,13.9631299972534,17.9143695831299,49.0031814575195,55.4127388000488,28.6626396179199,47.7622909545898,51.8620109558106,17.2585296630859,15.4593296051025,,67.8842620849609,,31.983060836792,,21.7000007629395,31.1581401824951,24.020450592041,34.770679473877,61.2294616699219,26.0151500701904,18.0138893127441,26.8220691680908,19.2088394165039,11.7748003005981,,18.2678394317627,18.2895793914795,42.7180290222168,10.0322303771973,39.5382995605469,19.8092098236084,31.1810607910156,23.6912002563477,23.3718891143799,,56.6868400573731,46.9804496765137,15.665470123291,,,,,17.2695903778076,18.90744972229,,,51.9373397827148,36.9568290710449,17.4194107055664,17.0228404998779,29.5985507965088,28.3369598388672,13.5377502441406,,22.9552803039551,,,38.1459999084473,46.8386383056641,,26.6551494598389,,31.7258796691895,10.649640083313,,40,21.9567108154297,26.5058498382568,25.4727802276611,21.5889892578125,,13.2227802276611,11.3340301513672,,20.9845104217529,,,32.2112693786621,24.6609306335449,,32.225471496582,13.4460496902466,24.4244003295898,30.5602798461914,15.3854904174805,14.2506399154663,44.3709411621094,39.3446998596191,,,16.5345096588135,,47.1534690856934,63.2211303710938,20.3626194000244,24.2707290649414,62.0790405273438,19.6256294250488,14.9254503250122,,47.0027198791504,26.1384391784668,,27.2257709503174,,22.4666690826416,32.4485206604004,,20.6315803527832,28.1410503387451,61.4934005737305,30.5971298217773,31.7747497558594,,39.0481414794922,,,18.2694702148438,34.3856010437012,41.0670509338379,41.4421997070312,15.7647104263306,,,25.4051208496094,,14.9685001373291,37.7648887634277,26.0820198059082,,,28.7555503845215,34.6948318481445,,,,,13.1215600967407,21.1964893341064,18.712589263916,18.3772792816162,54.3054809570313,,,,21.9015407562256,,,24.0079193115234,,36.0136413574219,,48.6001281738281,,14.5615797042847,,,,18.7682094573975,14.1237497329712,19.2488403320312,,35.9363899230957,,15.0419702529907,,19.758960723877,,,,33.158130645752,12.3227996826172,,24.9283790588379,22.1028099060059,21.9828701019287,40.2843704223633,20.5666904449463,,41.2812614440918,,20.900369644165,21.3282108306885,23.8614902496338,,,18.4040393829346,18.8888893127441,57.3049011230469,20.4824104309082,16.015510559082,18.690990447998,15.4149198532105,20.4395694732666,20.9097690582275,24.1611499786377,,30.434850692749,,,,22.3699703216553,51.2268104553223,41.0238418579102
2000,,22.5678405761719,28.3962001800537,,,,19.9870090484619,18.7410106658936,20.0520305633545,,19.0596694946289,,,18.6857395172119,,,,17.5699901580811,18.2068004608154,11.9828100204468,23.3149394989014,52.6495780944824,,41.1469993591309,,,,26.7229499816895,24.796989440918,16.9695091247559,13.6666698455811,16.8298492431641,48.8763999938965,55.359748840332,28.7260208129883,50.1228294372559,,17.4159603118896,14.493670463562,,68.6206665039063,,32.2268295288086,,21.5000190734863,29.950569152832,26.4524097442627,36.8379287719727,60.4805717468262,,17.7537307739258,24.9407501220703,18.7726497650146,11.4999799728394,,17.7250595092773,16.8854293823242,44.9739799499512,10.1221704483032,,19.5581398010254,31.0327301025391,23.2513408660889,22.9810390472412,,43.3926696777344,47.5101890563965,14.3228902816772,67.3391265869141,,,28.1220893859863,16.6872901916504,18.7464294433594,,,,37.4412498474121,16.8427200317383,15.2833099365234,33.7852210998535,22.5333309173584,13.4149599075317,,20.3241195678711,,,32.5606498718262,45.5880584716797,44.0648994445801,26.2241802215576,,34.0589790344238,10.7092399597168,,39.9999885559082,22.1177196502686,26.1486797332764,21.3902702331543,,,13.5706996917725,10.9584102630615,,20.6906299591064,,,28.1278591156006,31.6652202606201,,32.1207313537598,13.7757501602173,24.1441593170166,30.1363105773926,15.1000604629517,14.2348098754883,47.8835411071777,38.2734107971191,,,16.4478702545166,,47.9538116455078,,19.5577602386475,22.6500301361084,65.3032073974609,19.1402206420898,,,44.9895095825195,26.1176109313965,,27.1579303741455,,,32.5843391418457,,19.1499996185303,28.7627201080322,63.9890289306641,32.7677803039551,31.5919494628906,21.4729690551758,38.0382194519043,,,18.4481792449951,35.6629905700684,40.6685409545898,42.9015007019043,14.7058801651001,,,25.0814399719238,32.9999618530273,15.6612901687622,36.0545196533203,24.7363891601562,35.4359397888184,,28.7438507080078,35.3192291259766,,,13.2390203475952,,,20.8768997192383,18.5625,17.5864906311035,54.0268287658691,,,19.4438209533691,23.2328090667725,,,24.0154209136963,5.36051988601685,,,50.9175796508789,,14.6564302444458,,,,17.5774898529053,,,,34.902961730957,,14.544340133667,,18.5881805419922,,,,31.2753601074219,11.8377799987793,,24.7798500061035,21.5170001983643,21.8455104827881,,20.7935695648193,,37.459831237793,9.88000011444092,22.1445598602295,20.7500591278076,23.21044921875,,,,19.7012996673584,59.4296493530274,19.8840599060059,16.1470794677734,18.6647605895996,15.0081100463867,20.7566699981689,21.443489074707,22.5499401092529,,29.5215091705322,,,,,49.8758697509766,37.035961151123
2001,,21.7524394989014,27.8425197601318,,,,18.8481006622314,,18.0299892425537,20.3441009521484,18.947790145874,,,17.1201496124268,,,,17.0358600616455,17.4386291503906,12.1316604614258,22.8169403076172,53.5228805541992,9.25187015533447,39.4825401306152,,,,26.6330604553223,22.9708690643311,16.6167697906494,13.6379499435425,17.6910800933838,47.4188995361328,50.1971893310547,28.2016201019287,52.9499092102051,62.7213401794434,,15.1666698455811,,71.2225189208984,,,22.2057209014893,21.0992794036865,28.3093605041504,26.0171298980713,,59.4918098449707,,17.7925891876221,24.3144207000732,18.2719707489014,10.7392196655273,,17.1945400238037,17.7102603912354,46.075569152832,9.93301010131836,,18.5251197814941,,23.0663795471191,22.2615299224854,,43.3574600219727,44.7946891784668,14.1057100296021,,,,27.9544200897217,15.8964700698853,18.7464408874512,,,49.2154083251953,38.6800689697266,15.6281900405884,14.7645301818848,32.5811004638672,20.6695709228516,12.726149559021,,20.8810501098633,,,30.0045509338379,44.3578796386719,,26.0095195770264,,,10.5383100509644,,40.1499900817871,22.2452392578125,25.3244400024414,,20.2889099121094,,13.4358396530151,10.6989097595215,,20.3929405212402,,18.7208995819092,27.9605197906494,23.6340408325195,,32.023998260498,13.4826002120972,24.4188899993896,29.9335994720459,14.9939098358154,17.3495807647705,47.3644104003906,,,,15.9555196762085,11.7381801605225,46.6982383728027,,19.6651802062988,22.5210800170898,63.3775596618652,18.9971694946289,,,41.7643585205078,24.9274997711182,,26.9830799102783,,22.3033695220947,32.2934913635254,,20.6499996185303,28.1345691680908,65.9408798217774,32.257381439209,31.5970306396484,25.28125,37.0166206359863,,,17.4554195404053,36.7157287597656,41.9063682556152,39.0057907104492,18,,,23.6590309143066,34.7419013977051,,37.9942893981934,24.3295001983643,36.1949996948242,,29.2837905883789,35.206859588623,,11.1418504714966,12.9473600387573,,12.5912103652954,20.2147102355957,18.0755405426025,16.9963092803955,51.4172401428223,,,18.9211292266846,24.2214794158936,,,25.0454502105713,,,,50.8359718322754,,13.7387599945068,37.2644004821777,,,19.7039108276367,12.9965400695801,,,38.8961715698242,,14.3044099807739,26.2789001464844,18.9761009216309,,19.9360599517822,,32.8728904724121,11.4001197814941,,24.1196403503418,21.585090637207,21.7868995666504,45.9911117553711,19.088659286499,61.9123992919922,34.3386611938477,12.6666698455811,20.6962299346924,19.7515907287598,22.6937808990478,,,17.6910591125488,18.2948703765869,54.3216705322266,19.5897598266602,15.9476499557495,17.5852298736572,15.4441900253296,20.775239944458,21.7192802429199,23.7358493804932,,28.0348205566406,,,,,48.0250205993652,38.1006202697754
2002,,,27.5929107666016,,12.6790103912354,,16.9881000518799,,17.5960006713867,20.3433208465576,19.0697708129883,,13.2680101394653,16.1851997375488,16.8324298858643,,,15.9034700393677,16.6611194610596,11.9429302215576,,52.963249206543,8.9598503112793,,,,,26.4013195037842,22.3533096313477,16.7321395874023,12.6928701400757,16.8173599243164,45.3781204223633,49.0763893127441,28.7757091522217,56.2896690368652,60.8047904968262,,14.9125003814697,,67.9511032104492,,32.9275512695312,,20.1668891906738,27.4554500579834,26.8198890686035,39.2007484436035,56.2077713012695,34.3350410461426,17.6888904571533,22.5958499908447,17.9367694854736,,,19.0256805419922,17.3542995452881,43.8804588317871,,,18.6485595703125,32.6083488464355,24.4706401824951,22.4966697692871,,,44.0488090515137,,,,,27.8225002288818,15.5687599182129,18.63916015625,,,42.6302185058594,37.986270904541,13.8557500839233,14.2935400009155,32.1088714599609,,12.5245704650879,,,,,30.1257495880127,47.2257995605469,,,,,10.2773303985596,,40.6629600524902,20.9018592834473,24.3845901489258,,19.4067192077637,,13.3973398208618,10.5909595489502,,20.0412197113037,20.0526905059814,18.8974304199219,27.5421905517578,22.4378795623779,,31.2579593658447,13.5934200286865,24.0380191802979,29.8776302337646,14.3443698883057,17.1969795227051,46.9990997314453,,,,16.3138599395752,11.7407503128052,47.4880485534668,,18.9197101593018,20.0064506530762,56.4105110168457,19.0658493041992,16.9381008148193,,39.1185989379883,25.1963500976562,,26.8702697753906,,,31.7821102142334,,19.8260898590088,28.3072490692139,67.2446823120117,32.5652389526367,31.2091808319092,25.6721305847168,39.8681793212891,,,17.4051494598389,35.2089881896973,41.266040802002,40.2766494750977,14.7647104263306,,,21.4987106323242,35.0046081542969,,30.2192993164063,24.2775192260742,,26.9584999084473,25.0856304168701,35.3894081115723,,,11.0654201507568,,12.3543500900269,19.2633399963379,17.4420509338379,16.9564399719238,58.9651908874512,,,16.6839408874512,22.8725891113281,,,27.2346096038818,,32.6674194335938,,48.8923797607422,,13.8859996795654,,,,19.11083984375,12.4975996017456,,,35.2822685241699,,14.0089197158813,24.8528709411621,17.283130645752,,19.4539699554443,,31.0743293762207,11.4659595489502,,25.3284797668457,21.1803092956543,21.784740447998,52.997859954834,18.5624904632568,47.1794395446777,35.2010803222656,12.6666698455811,22.1280708312988,19.6154003143311,21.8922500610352,,,17.9579792022705,16.6623401641846,52.723991394043,19.4626808166504,15.2771596908569,17.1751403808594,14.8271198272705,21.1695995330811,21.2944507598877,23.2156105041504,,26.3290500640869,,,,,48.0887298583984,39.416618347168
