,USSR,Syrian Arab Republic,Australia & New Zealand,Australia,Pakistan,Uruguay,Kenya,Romania,Democratic People's Republic of Korea,Lebanon,Yemen,Tunisia,Albania,Brazil,Paraguay,Serbia,Slovenia,El Salvador,Hungary,Argentina,Colombia,Spain,India,Malta,Ecuador,Madagascar,Republic of Moldova,Canada,Turkey,Jordan,Belgium-Luxembourg,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,New Zealand,Montenegro,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",Cyprus,Kazakhstan,Lithuania,Portugal,Netherlands,Guatemala,Slovakia,Bhutan,Turkmenistan,Norway,Iraq,Czechia,Belgium,Nepal,Luxembourg,Libya,Poland,Italy,Germany,Croatia,Sweden,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Morocco,Switzerland,Chile,Honduras,Denmark,Zimbabwe,Ireland,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Afghanistan,Grenada,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Russian Federation,Austria,Georgia,Saint Vincent and the Grenadines,Latvia,Ukraine,Bolivia (Plurinational State of),Tajikistan,South Africa,Bulgaria,China
1971,1589000.0,8281.0,33959.0,29219.0,4520.0,-1.0,-1.0,-1.0,20000.0,12892.0,,2000.0,-1.0,2918.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,49300.0,84800.0,-1.0,1910.0,4900.0,,37349.0,66823.0,400.0,4500.0,,,20400.0,-1.0,87645.0,20160.0,840.0,4740.0,,,22140.0,-1.0,23000.0,6709.0,162760.0,260000.0,1739.0,,,20380.0,,870.0,,1300.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,75800.0,-1.0,,-1.0,,-1.0,437.0,,,-1.0,4155.0,14000.0,-1.0,-1.0,350.0,1000.0,3000.0,,2300.0,-1.0,59000.0,,3060.0,-1.0,33000.0,,,,-1.0,,-1.0,,,2900.0,,17000.0,29147.0,260000.0
1972,1646000.0,10422.0,34051.0,29138.0,5060.0,-1.0,-1.0,-1.0,20000.0,12776.0,,1700.0,-1.0,3080.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,52900.0,91600.0,-1.0,2386.0,4950.0,,37440.0,72000.0,470.0,4500.0,,,21000.0,-1.0,82796.0,20828.0,840.0,4913.0,,,29850.0,-1.0,23000.0,6757.0,163980.0,280000.0,1940.0,,,24340.0,,910.0,,1250.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,77700.0,-1.0,,-1.0,,-1.0,889.0,,,-1.0,4271.0,9000.0,-1.0,-1.0,350.0,700.0,2500.0,,2300.0,-1.0,58200.0,,3150.0,-1.0,31000.0,,,,-1.0,,-1.0,,,2900.0,,18000.0,28773.0,280000.0
1973,1621000.0,13786.0,31292.0,26200.0,6167.0,-1.0,-1.0,-1.0,20000.0,10935.0,,2300.0,-1.0,3781.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,61000.0,101200.0,-1.0,2645.0,3475.0,,35820.0,74000.0,232.0,4500.0,,,20200.0,-1.0,82574.0,23083.0,1260.0,5092.0,,,33437.0,-1.0,30000.0,6823.0,161510.0,430000.0,1980.0,,,25880.0,,975.0,,1300.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,75000.0,-1.0,,-1.0,,-1.0,847.0,,,-1.0,4476.0,11290.0,-1.0,-1.0,350.0,800.0,2200.0,300.0,2500.0,-1.0,56900.0,,3210.0,-1.0,31000.0,,,,-1.0,,-1.0,,,2900.0,,18000.0,28333.0,430300.0
1974,1629000.0,15571.0,28235.0,23100.0,7156.0,-1.0,-1.0,-1.0,20000.0,11290.0,,2200.0,-1.0,4422.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,65600.0,108500.0,-1.0,2733.0,3045.0,,38780.0,75333.0,500.0,4500.0,,,20600.0,-1.0,79812.0,27536.0,1200.0,5135.0,,,34873.0,-1.0,43000.0,6888.0,160250.0,385000.0,1980.0,,,28258.0,,980.0,,1330.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,76400.0,-1.0,,-1.0,,-1.0,849.0,,,-1.0,4703.0,11350.0,-1.0,-1.0,350.0,800.0,3200.0,400.0,2700.0,-1.0,55000.0,,3270.0,-1.0,32000.0,,,,-1.0,,-1.0,,,2900.0,,18000.0,28642.0,385400.0
1975,1734000.0,16447.0,26202.0,21000.0,8021.0,-1.0,-1.0,-1.0,30000.0,12000.0,,2500.0,-1.0,5123.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,67100.0,115700.0,-1.0,2926.0,3565.0,,43940.0,76667.0,551.0,5000.0,,,20000.0,-1.0,77434.0,30867.0,1680.0,5202.0,,,32087.0,-1.0,55000.0,6929.0,160090.0,485000.0,1980.0,,,31155.0,,980.0,,1340.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,75800.0,-1.0,,-1.0,,-1.0,854.0,,,-1.0,4934.0,12068.0,-1.0,-1.0,400.0,800.0,4300.0,400.0,2700.0,-1.0,53200.0,,3270.0,-1.0,31000.0,,,,-1.0,,-1.0,,,3000.0,,19000.0,26607.0,485400.0
1976,1764000.0,18092.0,24838.0,19560.0,8784.0,-1.0,-1.0,-1.0,30000.0,11000.0,,3200.0,-1.0,5996.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,67600.0,120500.0,-1.0,2865.0,1530.0,,39060.0,82000.0,270.0,5000.0,,,19600.0,-1.0,76432.0,39704.0,1851.0,5278.0,,,34310.0,-1.0,70000.0,7057.0,163170.0,540000.0,2040.0,,,32981.0,,1040.0,,1340.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,73000.0,-1.0,,-1.0,,-1.0,815.0,,,-1.0,5135.0,12568.0,-1.0,-1.0,400.0,800.0,3200.0,500.0,2740.0,-1.0,51400.0,,3270.0,-1.0,31000.0,,,,-1.0,,-1.0,,,1700.0,,19000.0,26283.0,540500.0
1977,1750000.0,19072.0,24047.0,18680.0,9719.0,-1.0,-1.0,-1.0,30000.0,11000.0,,2400.0,-1.0,6593.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,62600.0,121620.0,-1.0,3275.0,1905.0,,39260.0,82380.0,126.0,5500.0,,,19000.0,-1.0,73770.0,42909.0,1972.0,5367.0,,,40040.0,-1.0,85000.0,7522.0,163250.0,580000.0,2060.0,,,33580.0,,1080.0,,1350.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,70600.0,-1.0,,-1.0,,-1.0,813.0,,,-1.0,5249.0,13068.0,-1.0,-1.0,400.0,600.0,3800.0,1000.0,3050.0,-1.0,50700.0,,3280.0,-1.0,29000.0,,,,-1.0,,-1.0,,,1700.0,,19000.0,26071.0,581000.0
1978,1730000.0,21014.0,23396.0,17800.0,10251.0,-1.0,-1.0,-1.0,30000.0,11000.0,,2800.0,-1.0,7183.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,62200.0,125640.0,-1.0,3128.0,2455.0,,43170.0,86250.0,162.0,5500.0,,,18700.0,-1.0,73377.0,44718.0,2053.0,5596.0,,,43066.0,-1.0,90000.0,7641.0,163610.0,600000.0,1512.0,,,34386.0,,1040.0,,1430.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,69300.0,-1.0,,-1.0,,-1.0,677.0,,,-1.0,5366.0,13800.0,-1.0,-1.0,450.0,800.0,3200.0,1198.0,2910.0,-1.0,50700.0,,3250.0,-1.0,30000.0,,,,-1.0,,-1.0,,,1800.0,,20000.0,26202.0,601198.0
1979,1845000.0,22104.0,23600.0,17890.0,10854.0,-1.0,-1.0,-1.0,30000.0,11300.0,67.0,3665.0,-1.0,8484.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,60400.0,130370.0,-1.0,3153.0,2540.0,,41550.0,86667.0,491.0,5500.0,,,18800.0,-1.0,73100.0,46088.0,2107.0,5710.0,,,43741.0,-1.0,95000.0,7798.0,164950.0,776600.0,1538.0,,,27543.0,,940.0,,1440.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,70000.0,-1.0,,-1.0,,-1.0,640.0,,,-1.0,5427.0,14735.0,-1.0,-1.0,400.0,800.0,3000.0,1394.0,2980.0,-1.0,50700.0,,3150.0,-1.0,30000.0,,,,-1.0,,-1.0,,,1900.0,,20000.0,27025.0,777994.0
1980,1570000.0,23862.0,24244.0,18340.0,11374.0,-1.0,-1.0,-1.0,45000.0,11000.0,70.0,3500.0,-1.0,10401.0,-1.0,,,-1.0,-1.0,49000.0,-1.0,59500.0,138900.0,-1.0,3201.0,3335.0,,52820.0,92833.0,133.0,5500.0,,,18800.0,-1.0,73100.0,46132.0,2307.0,5904.0,,,45017.0,-1.0,100000.0,8530.0,166810.0,743000.0,1559.0,,,27291.0,,953.0,,1470.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,69600.0,-1.0,,-1.0,,-1.0,648.0,,,-1.0,5357.0,15500.0,-1.0,-1.0,450.0,600.0,4300.0,1521.0,2900.0,-1.0,51200.0,,3150.0,-1.0,30000.0,,,,-1.0,,-1.0,,,1760.0,,21000.0,27416.0,744521.0
1981,1545000.0,24910.0,24061.0,18300.0,11872.0,-1.0,-1.0,-1.0,50000.0,11000.0,64.0,4900.0,-1.0,10600.0,-1.0,,,-1.0,-1.0,48018.0,-1.0,58700.0,145890.0,-1.0,3204.0,3335.0,,34112.0,93333.0,112.0,5500.0,,,18800.0,-1.0,73100.0,46685.0,2434.0,5761.0,,,55511.0,-1.0,106000.0,8887.0,167900.0,727000.0,1579.0,,,26999.0,,1034.0,,1500.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,69700.0,-1.0,,-1.0,,-1.0,604.0,,,-1.0,5218.0,16900.0,-1.0,-1.0,550.0,500.0,4600.0,1412.0,2920.0,-1.0,52000.0,,3080.0,-1.0,29000.0,,,,-1.0,,-1.0,,,1760.0,,21000.0,26928.0,728412.0
1982,1700000.0,25755.0,24408.0,18200.0,12931.0,-1.0,-1.0,-1.0,55000.0,10500.0,67.0,4400.0,-1.0,14496.0,-1.0,,,-1.0,-1.0,51550.0,-1.0,58700.0,153750.0,-1.0,3230.0,3345.0,,38610.0,95000.0,119.0,5900.0,,,18900.0,-1.0,71500.0,42740.0,2500.0,6208.0,,,45199.0,-1.0,95692.0,9467.0,169280.0,721000.0,1605.0,,,25905.0,,1121.0,,1505.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,70700.0,-1.0,,-1.0,,-1.0,503.0,,,-1.0,5152.0,17600.0,-1.0,-1.0,600.0,600.0,4900.0,1417.0,3160.0,-1.0,53100.0,,2960.0,-1.0,29000.0,,,,-1.0,,-1.0,,,1810.0,,21000.0,27087.0,722417.0
1983,1655000.0,26400.0,25056.0,18300.0,13304.0,-1.0,-1.0,-1.0,55000.0,10500.0,67.0,4600.0,-1.0,16840.0,-1.0,,,-1.0,-1.0,51800.0,-1.0,57900.0,161710.0,-1.0,3122.0,3360.0,,39180.0,96667.0,150.0,5700.0,,,19000.0,-1.0,70000.0,41297.0,8300.0,6756.0,,,46727.0,-1.0,108558.0,9986.0,171790.0,725400.0,1605.0,,,25241.0,,1222.0,,1550.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,75153.0,-1.0,,-1.0,,-1.0,483.0,,,-1.0,4981.0,18100.0,-1.0,-1.0,650.0,600.0,4800.0,1672.0,3840.0,-1.0,53900.0,,2850.0,-1.0,30000.0,,,,-1.0,,-1.0,,,1840.0,,20000.0,27031.0,727072.0
1984,1655000.0,28600.0,25224.0,18200.0,14832.0,-1.0,-1.0,-1.0,60000.0,10000.0,67.0,5300.0,-1.0,18999.0,-1.0,,,-1.0,-1.0,48600.0,-1.0,56900.0,164940.0,-1.0,2848.0,3390.0,,35060.0,98833.0,214.0,5800.0,,,18900.0,-1.0,69563.0,39189.0,2940.0,7024.0,,,53851.0,-1.0,111609.0,10454.0,171140.0,757000.0,1605.0,,,23989.0,15500.0,1332.0,,1564.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,75675.0,-1.0,,-1.0,,-1.0,438.0,,,-1.0,4918.0,18700.0,-1.0,-1.0,600.0,700.0,7800.0,1840.0,3660.0,-1.0,54300.0,,2730.0,-1.0,29000.0,,,,-1.0,,-1.0,,,1089.0,,21000.0,26767.0,758840.0
1985,1575000.0,22800.0,25666.0,18440.0,17422.0,1800.0,-1.0,83000.0,68000.0,10000.0,69.0,6500.0,3600.0,20061.0,100.0,,,-1.0,53000.0,49600.0,-1.0,68300.0,168230.0,30.0,2828.0,3650.0,,34000.0,100583.0,200.0,5800.0,,,19500.0,44400.0,95000.0,37698.0,2940.0,7226.0,,,52222.0,50000.0,124093.0,10671.0,174300.0,757000.0,1070.0,,,21553.0,15568.0,1451.0,,1600.0,,5000.0,10000.0,,,-1.0,,850.0,154000.0,76468.0,116800.0,,12000.0,,-1.0,1000.0,,,9000.0,10925.0,19800.0,-1.0,2500.0,650.0,700.0,8000.0,1855.0,3800.0,-1.0,54400.0,,2660.0,150.0,28000.0,,,,16100.0,,150.0,,,1061.0,,20000.0,26178.0,758855.0
1986,1545000.0,24400.0,27018.0,19200.0,18491.0,1800.0,-1.0,83000.0,68000.0,11000.0,71.0,8300.0,3000.0,20975.0,100.0,,,-1.0,60000.0,52800.0,-1.0,60900.0,165000.0,30.0,2886.0,3660.0,,25000.0,100667.0,845.0,5800.0,,,19000.0,44500.0,111500.0,36443.0,4200.0,7818.0,,,52912.0,50000.0,122897.0,10793.0,179030.0,1174000.0,1070.0,,,23856.0,15800.0,2590.0,,1800.0,,5000.0,9000.0,,,-1.0,,850.0,123000.0,78551.0,97100.0,,12000.0,,-1.0,1000.0,,,9000.0,10940.0,21550.0,-1.0,2500.0,650.0,700.0,8000.0,1839.0,3700.0,-1.0,54700.0,,2590.0,150.0,27000.0,,,,16120.0,,150.0,,,1100.0,,20900.0,25273.0,1175839.0
1987,1530000.0,25300.0,27685.0,19100.0,19098.0,1800.0,-1.0,81000.0,68000.0,13465.0,73.0,8800.0,3000.0,20978.0,100.0,,,-1.0,59000.0,52950.0,-1.0,65600.0,178305.0,30.0,2989.0,3700.0,,30000.0,102840.0,1007.0,6200.0,,,18500.0,44500.0,83500.0,38976.0,4620.0,8585.0,,,50104.0,50300.0,126345.0,13291.0,183040.0,1443000.0,1070.0,,,23788.0,15800.0,2590.0,,1900.0,,5000.0,9000.0,,,-1.0,,850.0,76000.0,78614.0,101600.0,,12000.0,,-1.0,1000.0,,,10000.0,10970.0,22070.0,-1.0,2500.0,650.0,700.0,8700.0,1870.0,3590.0,7.0,54800.0,,2230.0,150.0,24000.0,,,,16700.0,,150.0,,,1200.0,,20000.0,23952.0,1444870.0
1988,1507000.0,30300.0,28800.0,19130.0,21800.0,1800.0,-1.0,81000.0,68000.0,13625.0,74.0,7000.0,2800.0,22296.0,100.0,,,-1.0,56000.0,52600.0,-1.0,61200.0,185083.0,30.0,3740.0,3800.0,,29500.0,104000.0,1240.0,6600.0,,,18100.0,44600.0,94000.0,43190.0,6301.0,9670.0,,,59796.0,51100.0,133175.0,13089.0,187605.0,1660467.0,1070.0,,,24188.0,15900.0,2660.0,,1900.0,,5000.0,9000.0,,,-1.0,,850.0,101000.0,79700.0,100000.0,,12000.0,,-1.0,1000.0,,,14000.0,10905.0,22870.0,-1.0,2500.0,650.0,700.0,8000.0,2461.0,3750.0,15.0,54800.0,,2330.0,150.0,23000.0,,,,16720.0,,150.0,,,1250.0,,21100.0,22855.0,1662928.0
1989,1464000.0,28700.0,30016.0,19764.0,22390.0,1800.0,-1.0,81000.0,68000.0,13582.0,197.0,9300.0,3500.0,20848.0,100.0,,,-1.0,48000.0,52900.0,-1.0,60900.0,186660.0,30.0,3250.0,3900.0,,31570.0,104000.0,1413.0,7100.0,,,17550.0,45000.0,84500.0,46884.0,6720.0,10252.0,,,57395.0,52000.0,130023.0,12587.0,194600.0,1689900.0,1100.0,,,24162.0,16000.0,2730.0,,2000.0,,5000.0,9000.0,,,-1.0,,850.0,103000.0,78119.0,99400.0,,12000.0,,-1.0,1000.0,,,17000.0,10800.0,23000.0,-1.0,2500.0,650.0,700.0,10200.0,2438.0,3830.0,25.0,54300.0,,2340.0,130.0,21977.0,,,,17330.0,,150.0,,,1275.0,,21300.0,22241.0,1692338.0
1990,1498000.0,32500.0,32430.0,21100.0,22800.0,1846.0,-1.0,84864.0,65905.0,13610.0,248.0,9700.0,2600.0,22337.0,101.0,,,-1.0,37964.0,50097.0,-1.0,60900.0,187198.0,30.0,3190.0,4000.0,,32887.0,105000.0,1661.0,7925.0,,,17200.0,44583.0,82000.0,48833.0,7571.0,11330.0,,,57750.0,52600.0,140579.0,10015.0,191600.0,1633100.0,1050.0,,,24567.0,16300.0,2730.0,,2100.0,,4847.0,10196.0,,,3060.0,,891.0,91500.0,78012.0,84400.0,,11634.0,,-1.0,750.0,,,21000.0,10570.0,23260.0,25.0,2424.0,673.0,700.0,10740.0,2420.0,4330.0,30.0,53900.0,,2365.0,110.0,21285.0,,,,3970.0,,210.0,,,1320.0,,20500.0,21467.0,1635520.0
1991,1304000.0,26000.0,31730.0,20400.0,27865.0,1795.0,230.0,79000.0,72661.0,13601.0,280.0,10200.0,2000.0,25630.0,103.0,,,-1.0,48600.0,45547.0,-1.0,59400.0,193638.0,30.0,3480.0,3900.0,,32636.0,106134.0,1999.0,8424.0,,,17070.0,45500.0,89500.0,50595.0,7618.0,11330.0,,,58025.0,53600.0,142758.0,10055.0,180650.0,1661467.0,1050.0,,,24765.0,16800.0,2800.0,,2200.0,,2100.0,4866.0,,,3180.0,,811.0,112000.0,77544.0,39200.0,,2000.0,,-1.0,477.0,,,22000.0,10595.0,23650.0,30.0,3323.0,776.0,700.0,10960.0,2423.0,4390.0,26.0,53400.0,,2312.0,110.0,20740.0,,,,4172.0,,160.0,,,1330.0,,21200.0,20581.0,1663890.0
