,Lebanon,Senegal,Togo,Finland,Cuba,Ghana,Kenya,Cameroon,Laos,Bangladesh,Benin,Jamaica,Romania,Dominica,Mongolia,Bulgaria,Paraguay,Moldova,Sweden,South Africa,Cambodia,Hong Kong,Lesotho,Trinidad and Tobago,Mali,United States,Tajikistan,Turkmenistan,Gabon,Cabo Verde,Central African Republic,Iran,Fiji,Lithuania,Taiwan,Cyprus,Angola,Gambia,Sudan (former),Slovakia,Oman,Djibouti,Suriname,Liberia,Croatia,Vietnam,Saudi Arabia,Denmark,Timor,Ecuador,Bahamas,South Korea,Australia,Sao Tome and Principe,Antigua and Barbuda,Myanmar,Belize,Spain,Guyana,Slovenia,Serbia,Iraq,Brazil,Sri Lanka,United Arab Emirates,Honduras,Thailand,Rwanda,Congo,Mauritania,Netherlands,Bermuda,Tanzania,Bosnia and Herzegovina,Sierra Leone,Uruguay,Egypt,Israel,Morocco,Kyrgyzstan,Azerbaijan,Dominican Republic,Burma,Netherlands Antilles,New Zealand,Uzbekistan,Philippines,Montenegro,Ethiopia,Panama,Latvia,Saint Kitts and Nevis,Norway,Afghanistan,Haiti,Kiribati,Albania,Pakistan,El Salvador,Belgium,Switzerland,Germany,Zambia,Yugoslavia,Indonesia,Georgia,China,Sudan,USSR,Iceland,Poland,Nigeria,Malta,India,Austria,Kuwait,Macao,Botswana,Cote d'Ivoire,Ukraine,Mexico,Tunisia,Serbia and Montenegro,Saint Lucia,Niger,Mauritius,Solomon Islands,Chad,Malawi,Yemen,Saint Vincent and the Grenadines,France,Nepal,Bolivia,Vanuatu,Namibia,Greece,Maldives,Czech Republic,Kazakhstan,Algeria,Belarus,Ireland,Nicaragua,Madagascar,Brunei,United Kingdom,Malaysia,French Polynesia,Costa Rica,Barbados,Peru,Guatemala,Turkey,Swaziland,Jordan,Hungary,Burkina Faso,Colombia,Uganda,Japan,Luxembourg,Argentina,Italy,Zimbabwe,New Caledonia,Chile,Grenada,Czechoslovakia,Estonia,North Korea,Macedonia,Mozambique,Venezuela,Guinea-Bissau,Canada,Russia,Portugal,Armenia,Guinea,Samoa
1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,0.005847097704956646,0.005696204860957765,0.003879050184751726,0.00878950816293483,0.00457094907918562,0.0038220053290936125,0.006412945869952451,0.004992344948402008,0.004534145946502967,0.00418543626433482,0.003774161256606163,0.004776126543891416,0.008052525430964684,0.0037134360876797837,0.007842747574673556,0.008344190257474716,0.006208688483563722,0.008823551060666285,0.00792463454489246,0.006502193466707887,0.003838566738800807,0.006102879477101091,0.005905982717248892,0.005272968835107245,0.004594871115429345,0.008760065656788706,0.008823551060666285,0.008823551060666285,0.004794528110232743,0.003869849401581063,0.0030160167233434913,0.004605912055234142,0.004781647013793814,0.008823551060666285,0.0056787233729335045,0.006151643627905608,0.003368406718779903,0.004864454062329785,0.0045405864947224315,,,0.0038588084617762666,0.0046463955011850615,0.003612227472802485,,0.004183596107700687,0.004220399240383341,0.007575004784407249,0.005733928071957485,0.004604991976917075,0.0067248524194379435,0.005229725154205126,0.009650701467708932,0.004607752211868274,0.005399939642862401,0.0034466133757305424,0.005490107317934903,0.007262178156604691,0.00517084014191288,,,0.004478941247478985,0.0051745204551811455,0.003934254883775707,0.008002841201843101,0.004711721061696772,0.003891931281190655,0.004309646837138778,0.00322303434468342,0.008044244726111087,0.008081967937110808,0.008113250599891065,0.003856968305142134,,0.0035827849666563616,0.007966958147477514,0.00526928852183898,0.008176736003768642,0.005012586671377468,0.008823551060666285,0.008823551060666285,0.003453974002267073,,0.0075704043928219176,0.008860354193348938,0.008823551060666285,0.0038109643892888165,,0.00560419702925113,0.00487089461054925,0.008823551060666285,0.0031126249466354576,0.008009281750062566,0.007812384990210367,0.003985779269531422,0.004683198633867715,0.006082637754125632,0.005007986279792136,0.003862488775044532,0.008232860781109689,0.00873890385549618,0.007291620662750814,0.005676883216299372,0.008313827673011528,0.00324051583270768,0.008823551060666285,0.0036343093524120774,,0.008823551060666285,0.011094304347186033,0.008880595916324398,0.004192796890871351,0.008040564412842822,0.004790847796964478,0.008167535220597977,0.006967753095143459,0.005456984498520515,0.0064883922919518906,0.0046335144047461325,0.008823551060666285,0.005761530421469476,0.005486427004666638,,0.003515619249510519,0.004144952818383901,0.004522184928381104,0.004362091301211559,0.0066070823948534505,0.005557273035080746,0.004829491086281265,0.003842247052069072,0.009476806665783393,0.004190036655920152,0.00425352205979773,0.005320812907594695,0.005885740994273433,0.007702895670479472,0.0028089991020035627,,0.008823551060666285,0.004141272505115636,0.008823551060666285,0.00937375789427196,0.00517084014191288,0.005810294572273992,0.0042461614332611995,0.008392954408279233,0.00431148699377291,0.006318177803294617,0.004459619602820592,0.005670442668079908,0.005051229960694254,0.004720921844867436,0.008573289758424238,0.006044914543125912,0.004931619779475629,0.007817905460112766,0.0038864108112882574,0.004552547512844294,0.005013506749694535,0.006826061034315241,,0.009727067968025438,0.0075943264290656435,0.00575785010820121,0.006529795816219877,0.006059635796198973,0.003913093082483181,0.008204338353280632,0.008823551060666285,0.005653881258372713,,0.003103424163464794,0.005006146123158003,0.0029010069337101975,0.008384673703425636,0.008823551060666285,0.006432267514610844,0.008823551060666285,0.003999580444287418,0.0041403524267985695
1962,0.005914439478245008,0.005630758004195933,0.004303566542004927,0.00842378910882058,0.004658396424336406,0.0036276566633220847,0.006329471859892367,0.0048764024445863375,0.0044859983581136565,0.004091033476238257,0.003801879047705921,0.005062482897017242,0.00794308127337408,0.004064580862902492,0.007040955942716412,0.00823588433822859,0.005970081182158171,0.008945544102891547,0.007716865821399254,0.00622274924746876,0.0037435008665511276,0.006179877770683209,0.005705555048800512,0.005415488461187633,0.004654747788014231,0.008627200583781814,0.008945544102891547,0.008945544102891547,0.004836267445042417,0.003821034388397338,0.003166104168566999,0.004483261880872025,0.004851774149411659,0.008945544102891547,0.005567819027638422,0.006264708565173769,0.0034178600747970457,0.004909240171485908,0.004994070965976468,,,0.003990695977378456,0.00440937699534799,0.0035537717777980493,,0.004293532792118947,0.004255222110736113,0.007163185259509261,0.00569734561707562,0.004589984493295633,0.006539268448417406,0.005112651646447142,0.009840372160904864,0.00429444495119949,0.005261333576575757,0.0035264070053817394,0.005690048344431271,0.007361123779987233,0.005027820851956583,,,0.004745051536988052,0.005206604031743138,0.003868466660585607,0.007418589802061482,0.0045288698348992075,0.004139377907507071,0.004326370519018519,0.003195293259144396,0.007819027638420142,0.008096323998905412,0.008299735473866645,0.003790933138739398,,0.003694244276201771,0.007622913436103258,0.00558241357292712,0.008312505700994255,0.004851774149411659,0.008945544102891547,0.008945544102891547,0.0036440755267718706,,0.008024263431542463,0.009040408647268086,0.008945544102891547,0.0036559335948189377,,0.005544102891544288,0.0047806257411292545,0.008945544102891547,0.0032135364407552686,0.00805618899936149,0.007569096050351184,0.004000729727264436,0.0049192739213718886,0.006031195840554595,0.004993158806895924,0.003982486545653563,0.008019702636139745,0.008205783088570649,0.007371157529873213,0.005603393231779624,0.008484903767217005,0.003192556781902765,0.008945544102891547,0.003911338137371159,,0.008945544102891547,0.011208610781720335,0.008822402627018154,0.0042597829061388325,0.007887439569460917,0.004781537900209798,0.008183891270637601,0.006925111739487369,0.005428258688315243,0.006169844020797229,0.004747788014229683,0.008945544102891547,0.005628021526954303,0.005466569369698077,,0.003493569278482168,0.0041913709750980585,0.004546200857429537,0.004442214722247562,0.006909605035118127,0.005515825960047434,0.004781537900209798,0.004025358022439115,0.009449968074432184,0.004182249384292622,0.004306303019246558,0.005347988689227403,0.006103256407917542,0.007622913436103258,0.002947185989236524,,0.008945544102891547,0.00397154063668704,0.008945544102891547,0.009336860348444772,0.004986773693332119,0.005695521298914532,0.004454984949375173,0.008469397062847763,0.004447687676730823,0.006174404816199947,0.00439660676822038,0.005618899936148866,0.005008665511265166,0.004636504606403358,0.008400985131806989,0.005948189364225122,0.004951199489190917,0.008370883882149049,0.003747149502873302,0.004555322448234973,0.004914713125969171,0.0068749429900574685,,0.009462738301559795,0.0075873392319620574,0.005777615616163461,0.006525586062209252,0.0060339323177962265,0.004094682112560432,0.008278755815014142,0.008945544102891547,0.005652649822128981,,0.0030803612149958967,0.0048782267627474245,0.002813098604396608,0.008252303201678376,0.008945544102891547,0.00667791662866004,0.008945544102891547,0.003913162455532246,0.00411931040773511
1963,0.005797851735735259,0.005976149705129552,0.0042266574470627,0.008532960687560414,0.005193267758296739,0.003481788265278417,0.005870257002494363,0.004915412547108678,0.004485506275726497,0.004146106587793197,0.003619358272120715,0.00513262834738599,0.007847825850852391,0.004099043164399779,0.007140969434116639,0.008283162517241505,0.005725446468976154,0.009026221567356812,0.007631515116409568,0.0063445114997664935,0.0038745868374465567,0.005929991347570623,0.005749883246507352,0.005405958229401607,0.004646607994265504,0.008652429377712935,0.009026221567356812,0.009026221567356812,0.004812235041976955,0.003686333143872886,0.003098040351455165,0.004473740419878143,0.005129913149882523,0.009026221567356812,0.0055236167878851515,0.006296543010538587,0.003407572866850335,0.005016779920571423,0.004804089449466555,,,0.003709864855569595,0.004637557335920616,0.0035297567545063235,,0.0042746259362906065,0.004289106989642427,0.0072016088450273874,0.00553990797290595,0.004639367467589593,0.0064513092682361725,0.0050728940023097285,0.00987245812260384,0.004492746802402407,0.005006824196392047,0.0035940164287550282,0.00529101486842153,0.007339178851869687,0.004944374653812319,,,0.004900026427922368,0.005214989338324471,0.0038664412449361573,0.007141874499951128,0.0045533862133131575,0.004379613573091307,0.004600449636706575,0.003205743185759333,0.00770663558067214,0.00807590244114357,0.008055085926950327,0.003836574072398027,,0.00382661834821865,0.007694869724823784,0.005465692574477868,0.008079522704481526,0.004931703732129476,0.009026221567356812,0.009026221567356812,0.0036447001154864015,,0.008444264235780511,0.008942050444749352,0.009026221567356812,0.0037406370939422136,,0.0054521165869605365,0.004941659456308853,0.009026221567356812,0.0033695601018018054,0.007712971041513561,0.006979867715577633,0.003988625132592146,0.005084659858158083,0.0058449151591286755,0.004914507481274188,0.003990435264261123,0.008050560597777884,0.008262346003048263,0.007248672268420807,0.005567059947940614,0.008360093113173053,0.003113426470641475,0.009026221567356812,0.003988625132592146,,0.009026221567356812,0.010602846251036302,0.008851543861300472,0.004191359879517637,0.008113915206192101,0.004566057134996001,0.008178174880440805,0.006599740065092336,0.005598737252147722,0.006403340779008266,0.005000488735550625,0.009026221567356812,0.005610503107996077,0.005364325201015123,,0.0033442182584361192,0.0043750882439188635,0.004393189560608639,0.0044302972598226804,0.006793424153672939,0.00573630725899002,0.004831241424501219,0.0037469725547836356,0.009331228753579536,0.0041804990895037706,0.004411290877298415,0.00553990797290595,0.005987915560977906,0.007838775192507504,0.002907071460378028,,0.009026221567356812,0.003643795049651912,0.009026221567356812,0.009312222371055272,0.00498872287970227,0.005780655484879971,0.0045470507524717355,0.008384529890704252,0.004500892394912807,0.005892883648356583,0.004485506275726497,0.005930896413405112,0.004620361085065328,0.004808614778638999,0.008405346404897493,0.005671142518906826,0.005068368673137285,0.00827230172722764,0.0040927077035583575,0.004411290877298415,0.004857488333701395,0.006956336003880923,,0.009450697443732059,0.007779040847431243,0.005676572913913759,0.006547246246691986,0.0062051313612552185,0.0042420435662490095,0.008346517125655721,0.009026221567356812,0.0058865481875151615,,0.0030491667963927697,0.004899121362087879,0.002841001654460346,0.008373669100690385,0.009026221567356812,0.006794329219507428,0.009026221567356812,0.003735206698935281,0.004172353496993372
1964,0.00592876842451817,0.006329056992096775,0.004386083270816354,0.00821626017137748,0.004953683464394107,0.00338761066404725,0.005968347518840548,0.004782773738911107,0.004556093471428392,0.004125221058237039,0.003533333693143282,0.005285608141779512,0.0077835887084442,0.004106331035946813,0.007278955255833869,0.008334997454344616,0.005784844445164064,0.008751477469600559,0.007726918641573522,0.0063452484397741125,0.0038364735746578655,0.006098778625130206,0.005591446597906985,0.005568958476132906,0.004661337881331081,0.008758673668568263,0.008751477469600559,0.008751477469600559,0.004805261860685186,0.0038976412658833603,0.0030889684068874826,0.004531806299912387,0.0053404791589082646,0.008751477469600559,0.005591446597906985,0.006533249137805411,0.0036124918817880395,0.005001358282555155,0.004905109121362097,,,0.003798693530077413,0.005041836901748496,0.0035738123123366236,,0.004228666418397802,0.004270944087333071,0.007219586614350301,0.00575785869903517,0.004556093471428392,0.006548541060611784,0.0050229468794582705,0.009918161227239772,0.0042331640427526185,0.005168669908554302,0.0036547695507233085,0.005252325721553875,0.0070567726127059695,0.005148880361393112,,,0.005012152581006712,0.0053395796340373015,0.004367193248526129,0.006736541758643085,0.004520112476589865,0.004328513679074713,0.004474236708170745,0.003293160552596119,0.007565903689671116,0.00789423026757267,0.00803455614744292,0.0036331809538201923,,0.003926426061754182,0.007958996058282016,0.005661609537842112,0.008362882725344474,0.005159674659844671,0.008751477469600559,0.008751477469600559,0.003791497331109708,,0.008240547342893484,0.008668721181471948,0.008751477469600559,0.0037618130103679237,,0.005351273457359823,0.004824151882975413,0.008751477469600559,0.00347576410140164,0.007781789658702274,0.0075101331476714,0.0038040906793031922,0.005400747325262797,0.005899983628647349,0.005238832848489429,0.0039165312881735866,0.008140700082216573,0.008170384402958357,0.00738779776522041,0.005377359678617755,0.008496012406247021,0.00315103562298394,0.008751477469600559,0.004134216306946671,,0.008751477469600559,0.010949016729363551,0.008881908575890215,0.004136015356688597,0.008084030015345895,0.004537203449138165,0.008201867773442069,0.0070297868665770745,0.0058667012084217115,0.00635334416361278,0.005233435699263649,0.008751477469600559,0.00576055727364806,0.005272115268715065,,0.0035378313174980977,0.0040982353121081444,0.004493126730460971,0.0046271559362344806,0.006693364564836853,0.005963849894485732,0.004775577539943402,0.003708741042981097,0.00914277078846953,0.004182790649978682,0.004161202053075566,0.00537915872835968,0.0059449598721955065,0.007948201759830457,0.0030394945389845083,,0.008751477469600559,0.003607994257433224,0.008751477469600559,0.009122981241308342,0.005109301267070733,0.005872997882518455,0.004196283523043129,0.00837907417302181,0.004316819855752192,0.0059971323147113694,0.004516514377106013,0.005881093606357122,0.004955482514136034,0.0049168029446846175,0.008218958745990369,0.005608537570455286,0.005010353531264786,0.00813080530863598,0.004377088022106723,0.004513815802493123,0.004877223850362239,0.006721249835836711,,0.008592261567440078,0.007847454974282584,0.005548269404100754,0.006544942961127933,0.006046606182614343,0.004351901325719755,0.008386270371989515,0.008751477469600559,0.006050204282098196,,0.003042193113597398,0.005281110517424696,0.002857790515049951,0.00818567632576473,0.008751477469600559,0.00664119212232099,0.008751477469600559,0.00405415859343095,0.004332111778558565
1965,0.005997075428308097,0.0062400426044288155,0.004570651896175015,0.008199021496767461,0.004827963997823158,0.0032347807064337887,0.0062723186868655165,0.004666583585639653,0.00458320370601151,0.004012992916296462,0.003830991673667289,0.00514265580158099,0.0077830186564722065,0.004254166976726255,0.007497016703769219,0.00855405840357117,0.005971971808635107,0.00869661110099993,0.0076924663140803505,0.006714321704679225,0.003848922830576567,0.006081351865781704,0.005732590863896243,0.00533541573835573,0.00448009955378316,0.008657162555799519,0.00869661110099993,0.00869661110099993,0.004799274146768312,0.0041636146343344,0.003082365872704924,0.004490858247928727,0.005506658286839338,0.00869661110099993,0.005595417513540264,0.006540389482659227,0.003490299692391003,0.005043137880734496,0.004450513144882851,,,0.0036265764849015177,0.004928378476515115,0.003484920345318219,,0.004201270063843884,0.004309753563145017,0.006986875289700254,0.005734383979587171,0.004834239902741405,0.0065018374953042775,0.005413416270911091,0.009665790131946418,0.0043563745711091405,0.0051659663055630516,0.0035207826591367765,0.005075413963171196,0.006964461343563657,0.004972309810942847,,,0.004959758001106352,0.005414312828756555,0.004077545081169864,0.006531423904204587,0.004524030888210892,0.00412237297344306,0.004478306438092232,0.0031083660502233775,0.007324877597440148,0.007718466491598804,0.007986537287392513,0.00368216307132028,,0.0041268557626703796,0.007475499315478085,0.005519210096675832,0.00815777983587612,0.0052179666605999585,0.00869661110099993,0.00869661110099993,0.0035485759523461572,,0.008110262270066533,0.008326332710823336,0.00869661110099993,0.003901819743458938,,0.005352450337419545,0.004660307680721406,0.00869661110099993,0.003519886101291312,0.007803639486917876,0.007518534092060353,0.003997751432923576,0.00516775942125398,0.0059737649243260344,0.00536500214725604,0.003926923363131927,0.007934536932355607,0.00824205627334973,0.007476395873323548,0.005333622622664803,0.008457230156261066,0.0031469180375783257,0.00869661110099993,0.004258649765953575,,0.00869661110099993,0.010669934918865998,0.009048958334267249,0.0038354744628946087,0.00812998654266674,0.004410168041836975,0.008041227315965812,0.007065772380101078,0.00520900108214532,0.006392457438157681,0.005252035858727587,0.00869661110099993,0.005716452822677892,0.005558658641876244,,0.003463402957027086,0.004859343522414394,0.004255960092417182,0.00441823706244615,0.0066076313210690196,0.006026661837208405,0.004724859845594808,0.003901819743458938,0.009174476432632195,0.004185132022625534,0.004321408815136049,0.005493209919157379,0.005938799168352942,0.008294056628386635,0.004536582698047386,,0.00869661110099993,0.003774508529403063,0.00869661110099993,0.009254270080878483,0.005242173722427483,0.005658176562722738,0.004270305017944605,0.008265366777331789,0.0042980983111539865,0.006410388595066959,0.004818101861523054,0.006062524151026962,0.0046854113003943956,0.004797481031077384,0.008255504641031686,0.005612452112604079,0.004980378831552022,0.008333505173587047,0.004377891959400275,0.00445499593411017,0.004839619249814188,0.006961771670027265,,0.008966475012484569,0.007966813014792308,0.005416105944447482,0.006682942180087989,0.006115421063909332,0.00445499593411017,0.008437505883660861,0.00869661110099993,0.005877833234861397,,0.003170228541560387,0.005061069037643774,0.0028671919897935855,0.008459919829797458,0.00869661110099993,0.0069348749346633464,0.00869661110099993,0.003834577905049145,0.004189614811852853
1966,0.0059950192760600506,0.006020821525838285,0.004344565023004041,0.008121480550886932,0.00473604743343242,0.0035553720728904665,0.006152501972982376,0.004818792579272964,0.004622161641307802,0.003925500897295479,0.003597189512186225,0.005205826325946476,0.007909724156155217,0.00392283169904256,0.007544933728256045,0.008738955080062604,0.006052851904873334,0.00865354073596914,0.007773595045256258,0.006502166944114997,0.0038765655959919327,0.006185422084768399,0.0053837728761411945,0.005416692987927217,0.004578564736510095,0.008747852407572339,0.00865354073596914,0.00865354073596914,0.004828579639533675,0.003931729026552295,0.003040216810076758,0.0048134541827671235,0.00497627527619529,0.00865354073596914,0.005504776530273602,0.006732607726617157,0.0034681782632950543,0.005006526189728393,0.004378374867541037,,,0.003634558287727116,0.0047805340709811,0.0037609003383653663,,0.0041328086282723265,0.004377485134790064,0.00715967944708448,0.0057948294070909925,0.0047164733129110015,0.006841155122235936,0.005508335461277497,0.00988315139781464,0.004631058968817537,0.005030548974004679,0.0033284902213922005,0.004999408327720604,0.007303816152742202,0.005070586947798491,,,0.004970047146938475,0.005387331807145088,0.004318762773225807,0.006818911803461595,0.004554541952233808,0.004516283443941943,0.005239636170483473,0.003022422155057286,0.007236196463668209,0.007889260302882825,0.008287860575318993,0.0038472044152098044,,0.0042155537741128705,0.00736520771255938,0.0056996280027368194,0.008459578996256895,0.004960260086677766,0.00865354073596914,0.00865354073596914,0.0037244212955754486,,0.007837655803326356,0.008628628218941878,0.00865354073596914,0.0038080561741669658,,0.0051746856796624,0.004962039552179713,0.00865354073596914,0.003607866305197908,0.007804735691540333,0.007044014189457914,0.003918383035287691,0.005277004946024364,0.005776145019320548,0.004978944474448211,0.003908595975026982,0.008007594758762311,0.008001366629505497,0.007372325574567168,0.005626669917156985,0.00859214917615196,0.003197699506999083,0.00865354073596914,0.004312534643968992,,0.00865354073596914,0.010658998356663611,0.009066376732420885,0.0034975394440771835,0.007871465647863353,0.00432677036798457,0.007923959880170795,0.0068198015362125695,0.00510261732683354,0.006067977361639885,0.005151552628137087,0.00865354073596914,0.00580639593285365,0.005373096083129511,,0.003654132408248535,0.004818792579272964,0.004310755178467044,0.0047333782351795,0.006438995918795873,0.0060092550000756285,0.004680884002872058,0.004151493016042771,0.0090254490258761,0.004104337180241172,0.004206656446603134,0.005453172030717135,0.00600480633632076,0.00825494046353297,0.004630169236066564,,0.00865354073596914,0.003702177976801109,0.00865354073596914,0.009149121878261429,0.005420251918931112,0.005781483415826389,0.004855271622062882,0.008120590818135957,0.004324990902482622,0.007015542741426758,0.004535857564463362,0.005999467939814919,0.004657750951346745,0.004715583580160028,0.008258499394536864,0.005490540806258025,0.0048543818893119085,0.008552111202358149,0.004336557428245279,0.004177295265821006,0.0045314089007084946,0.0069906302243994975,,0.008934696285276792,0.008028948344785678,0.005409575125919428,0.006584912089955541,0.006364258367714091,0.004808115786261282,0.008427548617221847,0.00865354073596914,0.005933627716242873,,0.003088262378629332,0.004984282870954052,0.0029076466301816927,0.008295868170077755,0.00865354073596914,0.0067023568130840545,0.00865354073596914,0.0037982691139062563,0.00394774421606982
1967,0.005995304488128237,0.0063796755201600405,0.004637193508282534,0.007910974367312027,0.005094020688881251,0.00374386221314655,0.00610398871097861,0.004567388194419287,0.004589478483616517,0.003659919114197076,0.003949743708464734,0.005519037853035958,0.00785177239226345,0.0038384086509106945,0.007479771922182098,0.008554243588735367,0.005983817537745678,0.008767193976596664,0.007650308954784713,0.006426506933258169,0.0039055631300702743,0.006361119677234367,0.005362638605519569,0.005359104159248011,0.004705231599010002,0.008723897009770094,0.008767193976596664,0.008767193976596664,0.004772386078169581,0.003845477543453809,0.0031120799421057704,0.004919065598439189,0.00490669503648874,0.008767193976596664,0.00561535151393588,0.007150184807359425,0.0036342943787282893,0.004891673639834624,0.0046557493512082064,,,0.0035291446021494736,0.004797127202070479,0.003580394073087048,,0.004079634608944447,0.004319093343842421,0.006958441097127468,0.005588843166899204,0.004687559367652218,0.00670131013087171,0.005806211612599948,0.009332705380045755,0.004738808838589792,0.004188318831794819,0.003310008933312952,0.005045422052647345,0.007316303782122595,0.005104624027695922,,,0.0049508756148832,0.005500482010110284,0.004311140839731418,0.007098935336421851,0.004729089111343011,0.004311140839731418,0.005356453324544344,0.003024602396884739,0.007214688451815337,0.008078860565210977,0.008156618383185226,0.0036917291306410873,,0.004256356922522288,0.006944303312041241,0.005288415233816876,0.008405796845329981,0.00509578791201703,0.008767193976596664,0.008767193976596664,0.0036148549242347263,,0.00815220032534578,0.008244979539974146,0.008767193976596664,0.003831339758367581,,0.005170894895287612,0.0049155311521676326,0.008767193976596664,0.0038286889236639134,0.007556646128588458,0.00753278861625545,0.0038931925681198252,0.005376776390605796,0.005866297199216414,0.004971198680944652,0.0038463611550216977,0.007969292730792716,0.007721881491783739,0.0073808074265785065,0.005536710084393741,0.008700039497437084,0.0031730491402901253,0.008767193976596664,0.004188318831794819,,0.008767193976596664,0.009816924519249037,0.008914757108434162,0.0036007171391484994,0.007784617913103872,0.004371226426347884,0.007861492119510233,0.006922213022844011,0.004478143426062477,0.006143751231533623,0.0052009376885958445,0.008767193976596664,0.0058707152570558595,0.005501365621678174,,0.0036148549242347263,0.005021564540314337,0.00409819045187012,0.0049393886645006406,0.006280711024556449,0.005752311306958706,0.004633659062010976,0.003795111684084124,0.009004885488358861,0.0040248506917353166,0.004274029153880071,0.005597679282578097,0.005902525273499871,0.00845174464686022,0.0048863719704272885,,0.008767193976596664,0.0038110166923061295,0.008767193976596664,0.009233740884442164,0.005470439216802051,0.005819465786118286,0.004892557251402513,0.008058537499149525,0.004355321418125878,0.006875381609745883,0.0045576684671725055,0.006532540321404873,0.004788291086391587,0.004754713846811798,0.008218471192937471,0.005230980481904078,0.004451635079025801,0.00813187725928433,0.0043632739222368815,0.004187435220226929,0.005002125085820774,0.007107771452100743,,0.00899428214954419,0.008160152829456783,0.005464253935826827,0.0066482934367983575,0.006150820124076737,0.004601849045566965,0.008478252993896896,0.008767193976596664,0.00566041570389823,,0.0030025121076875092,0.004924367267846524,0.0028637850915289044,0.008291810953072274,0.008767193976596664,0.007280959319407027,0.008767193976596664,0.0038384086509106945,0.003949743708464734
