,Mauritania,Kenya,"China, Taiwan Province of",Croatia,Saudi Arabia,Tonga,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Australia,United Republic of Tanzania,Thailand,Uzbekistan,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Republic of Korea,Trinidad and Tobago,Melanesia,New Caledonia,Australia & New Zealand,Yugoslav SFR,Guatemala,French Polynesia,Algeria,United Arab Emirates,Senegal,Tajikistan,Saint Lucia,Ukraine,Israel,Fiji,Cabo Verde,Turkmenistan,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Sudan (former),Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Suriname,Portugal,Namibia,"China, mainland",Russian Federation,Mali,Costa Rica,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Grenada,Armenia,El Salvador,Cook Islands,Canada,Japan,Afghanistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Bahrain,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Sudan,Somalia,Pakistan,Kuwait,Cuba,Kyrgyzstan,Argentina,Paraguay,Georgia,India,Guadeloupe,Austria,Niger,Morocco,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Viet Nam,Tunisia,Albania,Slovakia,Jamaica,Solomon Islands,Yemen,France,Italy,Polynesia,Réunion,Panama,Oman,Guyana,Republic of Moldova,Turkey
1995,73243.0,95309.0,167589.0,154732.0,178291.0,101251.0,135897.0,98130.0,96190.0,136421.0,182344.0,91236.0,141818.0,109767.0,98077.0,132008.0,384259.0,247777.0,120920.0,104444.0,-1.0,178560.0,-1.0,262857.0,120375.0,115520.0,200350.0,164659.0,117790.0,-1.0,56659.0,214533.0,85714.0,150000.0,97500.0,144358.0,72241.0,233345.0,183480.0,213195.0,-1.0,119197.0,162787.0,300000.0,265625.0,165000.0,267126.0,192395.0,131352.0,-1.0,67625.0,132888.0,88095.0,77532.0,-1.0,214163.0,57447.0,289115.0,208333.0,135000.0,96694.0,182701.0,166667.0,139644.0,220588.0,-1.0,225000.0,-1.0,163636.0,173700.0,125000.0,-1.0,324632.0,109765.0,123361.0,140331.0,480000.0,334862.0,125000.0,68750.0,81154.0,118085.0,222647.0,127495.0,-1.0,110832.0,195652.0,314828.0,24609.0,65084.0,136842.0,53013.0,60000.0,129412.0,186400.0,-1.0,-1.0,179971.0,95118.0,157329.0,-1.0,-1.0,61374.0,260000.0,305517.0,-1.0,97297.0,94469.0,333333.0,200000.0,225898.0,170000.0,126357.0,273293.0,325436.0,111813.0,21511.0,165430.0,272727.0,-1.0,16691.0,272761.0
1996,101501.0,98473.0,174173.0,144087.0,178855.0,100781.0,129638.0,77791.0,79535.0,136979.0,187509.0,91405.0,148077.0,125588.0,99319.0,127236.0,411314.0,220652.0,99000.0,98378.0,-1.0,183478.0,-1.0,260866.0,128871.0,125512.0,210000.0,200000.0,67992.0,-1.0,47443.0,190247.0,80000.0,150000.0,114091.0,145455.0,60526.0,267961.0,176962.0,242986.0,-1.0,120000.0,187300.0,300000.0,263112.0,148000.0,261138.0,187500.0,149454.0,-1.0,64240.0,133850.0,169947.0,80007.0,-1.0,244378.0,44898.0,293333.0,220000.0,125000.0,95455.0,185846.0,188109.0,137602.0,242857.0,-1.0,223077.0,-1.0,159474.0,175434.0,147761.0,185333.0,331152.0,109568.0,122845.0,132125.0,492754.0,324080.0,126667.0,74444.0,117889.0,108133.0,240327.0,164928.0,-1.0,108074.0,188000.0,318065.0,74325.0,82992.0,137599.0,53276.0,112500.0,130058.0,189091.0,-1.0,-1.0,227008.0,95062.0,168959.0,-1.0,-1.0,94586.0,260000.0,353593.0,-1.0,101723.0,107037.0,301205.0,187842.0,225687.0,177143.0,129892.0,302941.0,329056.0,117645.0,19498.0,138650.0,300000.0,-1.0,24300.0,267123.0
1997,69975.0,101893.0,160130.0,137791.0,168805.0,99988.0,128318.0,118424.0,76490.0,134483.0,199397.0,90909.0,143483.0,98420.0,100000.0,117300.0,370556.0,250113.0,100615.0,111364.0,120000.0,196166.0,-1.0,262857.0,126495.0,133990.0,199822.0,184660.0,67464.0,-1.0,36816.0,205080.0,92308.0,152835.0,84667.0,145833.0,67639.0,276051.0,150000.0,326171.0,-1.0,114932.0,166400.0,293617.0,404513.0,147015.0,233752.0,185234.0,136667.0,-1.0,62678.0,130276.0,169885.0,82544.0,125000.0,329121.0,59732.0,286198.0,233661.0,116667.0,95991.0,193211.0,190604.0,146733.0,250000.0,-1.0,208333.0,-1.0,172556.0,245114.0,160000.0,180000.0,332000.0,109376.0,107317.0,167502.0,492857.0,333088.0,140000.0,67857.0,72566.0,105963.0,249587.0,191634.0,-1.0,104259.0,181481.0,317273.0,62604.0,120872.0,137826.0,53013.0,93750.0,131579.0,177741.0,-1.0,-1.0,184644.0,95123.0,186434.0,-1.0,-1.0,71788.0,243750.0,451008.0,-1.0,105263.0,116667.0,273973.0,180966.0,225000.0,162500.0,125641.0,293333.0,338266.0,116577.0,17589.0,124233.0,320000.0,92308.0,50427.0,265734.0
1998,74615.0,122158.0,163204.0,231789.0,173562.0,100000.0,162698.0,167708.0,77716.0,138327.0,202954.0,93061.0,144444.0,98926.0,89936.0,144626.0,372581.0,240743.0,124818.0,117140.0,121657.0,196875.0,-1.0,263355.0,127360.0,151758.0,211085.0,131464.0,75652.0,-1.0,45638.0,201388.0,106080.0,155448.0,100870.0,152174.0,65731.0,258682.0,140000.0,268372.0,370000.0,92593.0,161538.0,289583.0,380000.0,140000.0,235764.0,162809.0,167021.0,-1.0,77563.0,137583.0,120982.0,85105.0,143841.0,269895.0,50632.0,293750.0,250000.0,125000.0,95991.0,189293.0,198077.0,142274.0,261364.0,-1.0,244444.0,-1.0,185264.0,236797.0,200000.0,170000.0,331429.0,109354.0,108333.0,208311.0,521127.0,384467.0,100000.0,65000.0,122368.0,102142.0,244639.0,197260.0,-1.0,100869.0,171646.0,210000.0,63411.0,122939.0,137969.0,52683.0,38304.0,130610.0,175495.0,-1.0,-1.0,207298.0,95217.0,214057.0,-1.0,-1.0,93574.0,227273.0,394226.0,-1.0,105263.0,120000.0,287174.0,174118.0,224021.0,155556.0,129968.0,315491.0,341067.0,127324.0,15811.0,149307.0,400000.0,100000.0,55016.0,290741.0
1999,2161.0,120068.0,196852.0,184903.0,186557.0,93939.0,147477.0,223346.0,81932.0,139029.0,158913.0,95238.0,145455.0,117347.0,109569.0,153963.0,378309.0,271503.0,127867.0,115524.0,121873.0,155584.0,-1.0,262053.0,126819.0,153015.0,203378.0,139995.0,71037.0,-1.0,55195.0,259452.0,100000.0,158026.0,116190.0,152000.0,92045.0,247936.0,150000.0,323112.0,369867.0,97604.0,161832.0,285714.0,330000.0,148257.0,412236.0,165521.0,172091.0,-1.0,97263.0,145362.0,174790.0,87624.0,152081.0,324837.0,49270.0,294118.0,254545.0,111111.0,100036.0,200328.0,191667.0,135714.0,271372.0,-1.0,216667.0,-1.0,210714.0,233286.0,213582.0,182727.0,336328.0,109084.0,132653.0,180457.0,570423.0,378280.0,100000.0,33750.0,160000.0,129255.0,263466.0,212600.0,-1.0,99265.0,171101.0,221905.0,42750.0,150086.0,138889.0,52381.0,131790.0,130507.0,173192.0,-1.0,-1.0,211407.0,94752.0,223910.0,-1.0,174701.0,189149.0,193738.0,381010.0,-1.0,105263.0,120344.0,292560.0,179130.0,199335.0,177778.0,134665.0,328467.0,336987.0,124147.0,14170.0,160461.0,347692.0,95076.0,51852.0,275714.0
2000,2495.0,112423.0,204469.0,163144.0,190789.0,85079.0,146767.0,148162.0,84508.0,133333.0,175716.0,95745.0,150079.0,122331.0,76621.0,148383.0,374458.0,303027.0,123692.0,110750.0,122087.0,172002.0,-1.0,264912.0,127074.0,137575.0,164180.0,157619.0,92478.0,-1.0,44807.0,255015.0,95388.0,162667.0,104348.0,140187.0,97618.0,262967.0,137500.0,317037.0,369763.0,102206.0,158519.0,284000.0,278049.0,161667.0,281710.0,162655.0,169620.0,-1.0,94636.0,141052.0,162286.0,90094.0,160249.0,318245.0,45397.0,281578.0,254958.0,125000.0,100444.0,191972.0,196226.0,125776.0,271582.0,-1.0,193874.0,-1.0,156066.0,210286.0,229392.0,131667.0,343550.0,108842.0,123370.0,159658.0,428571.0,392034.0,100000.0,64000.0,241944.0,80214.0,253639.0,198625.0,-1.0,96849.0,159474.0,228182.0,66640.0,164030.0,138027.0,52369.0,97608.0,127500.0,170826.0,-1.0,100000.0,226878.0,94964.0,227254.0,-1.0,117026.0,154020.0,188771.0,328742.0,-1.0,105263.0,117959.0,301205.0,139048.0,168974.0,185714.0,126994.0,338647.0,342546.0,117849.0,12662.0,163162.0,282803.0,94286.0,40509.0,275967.0
2001,3046.0,122880.0,195987.0,156005.0,162924.0,92308.0,157951.0,173206.0,116398.0,134688.0,213822.0,96970.0,174463.0,130927.0,91801.0,179865.0,381414.0,333539.0,123250.0,112301.0,122264.0,209843.0,-1.0,265071.0,126430.0,145421.0,284394.0,158255.0,91095.0,-1.0,62016.0,256528.0,96363.0,162821.0,106818.0,140909.0,100749.0,255573.0,144383.0,312691.0,369630.0,117469.0,172958.0,280392.0,286789.0,140000.0,222788.0,166667.0,157019.0,-1.0,97561.0,136775.0,163460.0,91954.0,168313.0,313770.0,58584.0,294444.0,254967.0,118750.0,100266.0,201824.0,190985.0,141268.0,267121.0,-1.0,228441.0,-1.0,166052.0,246305.0,250000.0,163366.0,347455.0,108596.0,112264.0,166969.0,521127.0,376371.0,117371.0,70000.0,268684.0,125406.0,283305.0,200772.0,-1.0,97781.0,160998.0,157500.0,104205.0,161927.0,137896.0,52045.0,111591.0,130616.0,168392.0,-1.0,100000.0,273479.0,97037.0,220120.0,-1.0,145186.0,159600.0,166667.0,218837.0,-1.0,128797.0,116735.0,288542.0,154545.0,175822.0,177778.0,133698.0,343118.0,363326.0,118649.0,11281.0,164273.0,353593.0,90909.0,55379.0,277241.0
2002,3451.0,133929.0,219815.0,160231.0,171252.0,92728.0,161785.0,206916.0,197791.0,168656.0,223011.0,94340.0,179139.0,128445.0,104394.0,190470.0,391573.0,324525.0,123857.0,113063.0,123000.0,217186.0,-1.0,267114.0,125000.0,143156.0,325194.0,144067.0,113901.0,-1.0,55942.0,235673.0,95075.0,159375.0,100000.0,170000.0,109124.0,238858.0,129730.0,325905.0,356455.0,122389.0,200000.0,282353.0,250741.0,150000.0,278363.0,165000.0,174109.0,-1.0,291443.0,141816.0,184127.0,76043.0,176460.0,327018.0,80295.0,277562.0,275946.0,118518.0,99845.0,203140.0,196364.0,174326.0,181519.0,-1.0,215550.0,-1.0,232915.0,214286.0,263596.0,153333.0,331384.0,108346.0,137143.0,163950.0,541096.0,397108.0,106383.0,80000.0,225543.0,159991.0,290917.0,223711.0,-1.0,97815.0,167583.0,221667.0,88842.0,185495.0,136957.0,51111.0,186004.0,131221.0,165887.0,-1.0,100000.0,297149.0,95556.0,223533.0,-1.0,153846.0,151820.0,165000.0,437683.0,-1.0,157968.0,145794.0,302062.0,137251.0,160398.0,188889.0,131516.0,355377.0,352413.0,118296.0,5219.0,162719.0,318700.0,95652.0,49624.0,277273.0
2003,3504.0,90453.0,213594.0,129251.0,172634.0,91926.0,173999.0,271855.0,231610.0,185916.0,255952.0,96250.0,50821.0,141922.0,141348.0,196552.0,396667.0,333190.0,125000.0,119010.0,132400.0,248260.0,-1.0,264871.0,118600.0,182300.0,241064.0,140102.0,130687.0,-1.0,55842.0,229495.0,98782.0,164634.0,92593.0,164286.0,112288.0,242886.0,96670.0,314997.0,377143.0,119087.0,200000.0,284252.0,355911.0,142500.0,305270.0,162222.0,203989.0,-1.0,110316.0,135989.0,186299.0,82015.0,183177.0,315865.0,76427.0,289474.0,290441.0,116667.0,99700.0,213980.0,186576.0,167093.0,170124.0,-1.0,209677.0,-1.0,284418.0,216604.0,330000.0,152000.0,324867.0,115179.0,122162.0,169490.0,575758.0,457525.0,106383.0,80000.0,185376.0,173496.0,286557.0,122870.0,-1.0,97561.0,163315.0,161333.0,89031.0,191533.0,137806.0,51739.0,142088.0,131851.0,163487.0,340000.0,100000.0,339310.0,93571.0,223739.0,-1.0,188747.0,142464.0,170000.0,367039.0,211111.0,154381.0,141071.0,300000.0,212079.0,199351.0,188889.0,131321.0,333812.0,357071.0,115476.0,11844.0,164571.0,354933.0,94984.0,85948.0,277778.0
2004,3488.0,140878.0,214248.0,248889.0,192730.0,90742.0,185252.0,244484.0,212562.0,119960.0,339607.0,96069.0,63515.0,164932.0,142801.0,193975.0,404702.0,380379.0,121053.0,120693.0,125000.0,325646.0,-1.0,264716.0,109500.0,182599.0,300000.0,117538.0,141933.0,184286.0,64382.0,294796.0,107724.0,168750.0,88462.0,170029.0,116426.0,250130.0,110000.0,345318.0,374775.0,127487.0,150000.0,285573.0,359664.0,158000.0,346156.0,161905.0,210534.0,-1.0,118136.0,148187.0,187097.0,89156.0,204438.0,346478.0,81160.0,265091.0,309000.0,111111.0,100000.0,199653.0,181818.0,161609.0,159459.0,-1.0,209524.0,-1.0,280149.0,216964.0,250000.0,183593.0,326691.0,112698.0,123060.0,170759.0,539553.0,474291.0,108333.0,80000.0,195128.0,149300.0,291756.0,233317.0,-1.0,96296.0,150067.0,240000.0,93034.0,193351.0,137597.0,51424.0,151395.0,132454.0,157693.0,325000.0,100000.0,348827.0,100000.0,239445.0,-1.0,207518.0,101633.0,172000.0,652434.0,210000.0,151852.0,140625.0,291914.0,165509.0,188488.0,180000.0,125178.0,400494.0,387785.0,103819.0,11259.0,164748.0,337500.0,94930.0,85781.0,277174.0
2005,3333.0,225538.0,172726.0,302222.0,200814.0,89715.0,175821.0,263304.0,191599.0,127451.0,267999.0,97261.0,151755.0,171863.0,116417.0,204358.0,403139.0,390394.0,120000.0,115943.0,120000.0,258905.0,-1.0,264584.0,135563.0,201187.0,150034.0,109046.0,185033.0,196000.0,63940.0,114032.0,100439.0,164368.0,96000.0,171429.0,121201.0,264034.0,100000.0,349493.0,381538.0,114903.0,148925.0,285714.0,350000.0,144286.0,538660.0,162500.0,210671.0,-1.0,121875.0,173418.0,182372.0,96340.0,195417.0,350767.0,93959.0,296387.0,464004.0,111429.0,92308.0,253117.0,196429.0,169886.0,143500.0,-1.0,209524.0,122500.0,305176.0,281545.0,255371.0,205263.0,335970.0,111958.0,128796.0,182721.0,619926.0,443253.0,107802.0,62500.0,203211.0,137669.0,311669.0,247949.0,-1.0,96661.0,155075.0,200000.0,88704.0,190186.0,137937.0,51221.0,125203.0,133881.0,154262.0,360000.0,100000.0,310464.0,100000.0,206063.0,-1.0,193212.0,147571.0,157465.0,610618.0,193333.0,150000.0,185062.0,291429.0,158482.0,183785.0,172727.0,125752.0,423353.0,365999.0,123178.0,10671.0,165376.0,316365.0,92857.0,101193.0,277622.0
2006,3250.0,200000.0,191416.0,256000.0,207561.0,88686.0,169687.0,195502.0,209354.0,134615.0,286833.0,94551.0,149994.0,199223.0,123288.0,200377.0,382076.0,378716.0,113769.0,117557.0,112800.0,277916.0,-1.0,266667.0,120000.0,181387.0,151077.0,138828.0,239729.0,185455.0,86319.0,116889.0,98482.0,164706.0,100000.0,170000.0,125884.0,293081.0,130769.0,349661.0,377038.0,114420.0,136250.0,288515.0,319780.0,150366.0,438676.0,162857.0,248643.0,294951.0,131061.0,151800.0,176596.0,103728.0,130938.0,350756.0,83937.0,155914.0,464004.0,112389.0,94118.0,255345.0,166667.0,-1.0,151327.0,154640.0,180059.0,121333.0,337338.0,281574.0,250208.0,223000.0,322077.0,100000.0,134000.0,173711.0,593075.0,451899.0,108163.0,365556.0,226932.0,184549.0,329544.0,240673.0,-1.0,97222.0,142219.0,224000.0,90196.0,193419.0,137377.0,51498.0,121935.0,134697.0,150755.0,374000.0,100000.0,378118.0,95818.0,225593.0,-1.0,191520.0,142857.0,159459.0,434402.0,189691.0,149123.0,186800.0,223214.0,149781.0,184877.0,183333.0,126725.0,422955.0,383815.0,108624.0,10198.0,164905.0,273612.0,95652.0,108358.0,277760.0
2007,3333.0,167866.0,163742.0,216667.0,202125.0,92857.0,173988.0,180942.0,216727.0,173798.0,309570.0,90864.0,129901.0,220472.0,108513.0,201300.0,387765.0,389889.0,165394.0,120490.0,119000.0,298782.0,-1.0,270000.0,120522.0,186805.0,232477.0,126058.0,228982.0,194167.0,63285.0,116695.0,100538.0,161111.0,100000.0,164286.0,128701.0,298905.0,150000.0,356124.0,378101.0,117426.0,136250.0,286301.0,350323.0,154286.0,486125.0,161734.0,207342.0,319935.0,122866.0,151056.0,190909.0,100000.0,125805.0,357619.0,79500.0,203714.0,460000.0,125000.0,91239.0,285739.0,150000.0,-1.0,209478.0,130315.0,167099.0,118667.0,350603.0,281134.0,250000.0,212444.0,334603.0,105327.0,132760.0,184731.0,642763.0,469099.0,108000.0,393333.0,162958.0,209245.0,324480.0,226978.0,-1.0,97647.0,131233.0,224000.0,95624.0,200806.0,136957.0,51304.0,153125.0,135525.0,147171.0,401000.0,100000.0,447810.0,9504.0,225105.0,-1.0,148484.0,157143.0,286346.0,486648.0,182529.0,148276.0,221905.0,250000.0,143130.0,148189.0,183333.0,128503.0,413132.0,392704.0,112287.0,9801.0,165304.0,309390.0,95228.0,60695.0,273905.0
2008,4026.0,167807.0,163194.0,261537.0,206546.0,86258.0,165303.0,152792.0,226242.0,158604.0,343433.0,91365.0,129297.0,235300.0,134411.0,208160.0,480153.0,412775.0,100000.0,114876.0,118250.0,330538.0,-1.0,258637.0,119538.0,190657.0,261724.0,144413.0,246545.0,183750.0,63200.0,118980.0,80803.0,156122.0,97808.0,160000.0,133497.0,298441.0,155556.0,361018.0,393760.0,112972.0,136250.0,285714.0,350000.0,151480.0,488192.0,161000.0,285108.0,294785.0,170734.0,150149.0,188923.0,123240.0,124960.0,362440.0,103353.0,160351.0,463998.0,125490.0,92893.0,304951.0,152778.0,-1.0,263644.0,160230.0,216175.0,121053.0,334482.0,281165.0,240994.0,284943.0,326829.0,100000.0,125540.0,191048.0,563930.0,461378.0,106144.0,387500.0,148333.0,196563.0,357115.0,249580.0,-1.0,96920.0,147463.0,224000.0,70618.0,204252.0,137842.0,50833.0,155294.0,136354.0,143517.0,376154.0,90426.0,385030.0,9494.0,235890.0,-1.0,196092.0,152218.0,289010.0,455007.0,175592.0,147458.0,226829.0,322517.0,122395.0,150988.0,184615.0,128509.0,436667.0,391851.0,110661.0,9463.0,165320.0,317081.0,95148.0,81887.0,285878.0
2009,4141.0,191183.0,184439.0,273699.0,201438.0,84925.0,155693.0,217448.0,220341.0,180188.0,314568.0,90909.0,128108.0,243409.0,143336.0,207360.0,479231.0,409002.0,88470.0,120944.0,119897.0,303182.0,-1.0,252297.0,119000.0,133013.0,287937.0,108699.0,219841.0,193000.0,83886.0,111243.0,94500.0,157895.0,100357.0,160256.0,138669.0,288492.0,145349.0,365885.0,374667.0,146638.0,136364.0,303571.0,327980.0,151472.0,504460.0,159218.0,318627.0,294294.0,169850.0,148796.0,197750.0,114865.0,125633.0,367098.0,116124.0,243970.0,491838.0,123529.0,124187.0,271498.0,165201.0,-1.0,253038.0,150149.0,160483.0,121667.0,350643.0,337635.0,234089.0,207251.0,322231.0,99602.0,106230.0,188889.0,671441.0,471174.0,106084.0,358000.0,255325.0,197842.0,352006.0,235207.0,-1.0,95709.0,146660.0,224773.0,77002.0,210733.0,138161.0,53191.0,182083.0,137177.0,139798.0,396250.0,96217.0,418253.0,9500.0,248951.0,-1.0,211580.0,151220.0,282545.0,416562.0,168870.0,146667.0,223005.0,311542.0,132124.0,159704.0,171566.0,128815.0,186579.0,411425.0,108931.0,9172.0,165950.0,304772.0,92000.0,91218.0,265256.0
2010,4590.0,243737.0,194696.0,259900.0,193304.0,83591.0,164461.0,196996.0,216221.0,175392.0,328367.0,94118.0,127257.0,249979.0,126807.0,235319.0,400569.0,414010.0,89947.0,119979.0,121087.0,316526.0,-1.0,246439.0,120342.0,247451.0,289342.0,102849.0,230248.0,192049.0,100886.0,118298.0,94574.0,165773.0,101050.0,165599.0,145939.0,302878.0,150061.0,375017.0,360889.0,134253.0,134961.0,190476.0,333637.0,151035.0,538013.0,159926.0,243252.0,293988.0,181387.0,153413.0,233667.0,187787.0,129393.0,376171.0,97757.0,180733.0,456182.0,123518.0,132671.0,255277.0,165441.0,-1.0,221858.0,139561.0,163633.0,120863.0,296434.0,337635.0,227656.0,256680.0,315556.0,100000.0,145770.0,192566.0,817112.0,419579.0,107134.0,355684.0,216276.0,164938.0,348316.0,254989.0,-1.0,96504.0,147330.0,225000.0,76164.0,215161.0,138377.0,52000.0,157308.0,137988.0,136023.0,325000.0,100000.0,334541.0,39228.0,235421.0,-1.0,225677.0,146870.0,329321.0,408860.0,162356.0,167870.0,360825.0,363273.0,85583.0,145887.0,163003.0,142356.0,187855.0,378591.0,109820.0,8916.0,177754.0,282056.0,100000.0,109004.0,245540.0
2011,4590.0,202119.0,210932.0,275569.0,204290.0,82258.0,166378.0,216003.0,224997.0,168935.0,330051.0,100000.0,154188.0,282860.0,148797.0,219740.0,462857.0,387470.0,30296.0,112280.0,120066.0,317656.0,-1.0,233918.0,120472.0,253183.0,289444.0,106659.0,246105.0,192638.0,99613.0,118535.0,92671.0,174800.0,100584.0,169214.0,154590.0,296854.0,140686.0,380957.0,376000.0,143595.0,134242.0,190476.0,346014.0,151231.0,566389.0,172793.0,317459.0,294409.0,185768.0,155409.0,196623.0,242110.0,127065.0,382060.0,98349.0,174596.0,491834.0,123846.0,135650.0,267216.0,172000.0,-1.0,222124.0,161842.0,159664.0,120846.0,313808.0,292498.0,221129.0,320675.0,317982.0,90000.0,136858.0,197483.0,676302.0,430918.0,106901.0,424591.0,205102.0,156971.0,343595.0,259041.0,-1.0,96279.0,144385.0,290000.0,77290.0,215847.0,138603.0,50896.0,133750.0,138779.0,132203.0,396923.0,112106.0,376441.0,67021.0,242943.0,-1.0,221670.0,146274.0,302688.0,453481.0,156042.0,192975.0,360947.0,361250.0,96702.0,190466.0,156461.0,125444.0,202867.0,352850.0,108916.0,8685.0,198192.0,304354.0,101114.0,113422.0,250941.0
2012,4590.0,224920.0,204757.0,293107.0,206161.0,69444.0,168335.0,208344.0,219797.0,163418.0,359236.0,100000.0,174403.0,266958.0,156143.0,224201.0,380256.0,423492.0,164348.0,101654.0,120000.0,345633.0,-1.0,227958.0,120059.0,273694.0,452286.0,113104.0,252717.0,196250.0,107418.0,120279.0,90752.0,173889.0,99506.0,176923.0,154171.0,297262.0,203682.0,391285.0,383700.0,138148.0,129290.0,-1.0,341925.0,151427.0,591056.0,204127.0,300510.0,288495.0,210244.0,154938.0,193492.0,337292.0,123796.0,392515.0,116172.0,163671.0,491844.0,128333.0,151763.0,261238.0,163636.0,-1.0,213498.0,271443.0,188870.0,120954.0,399918.0,245929.0,200000.0,432147.0,327699.0,87080.0,128171.0,204029.0,386328.0,459996.0,106669.0,462413.0,191429.0,168244.0,349949.0,248221.0,190480.0,96055.0,150093.0,380000.0,108000.0,217837.0,141111.0,48889.0,146800.0,140351.0,100000.0,437333.0,100000.0,406003.0,96111.0,275437.0,-1.0,181088.0,146815.0,331646.0,370842.0,150000.0,220789.0,405081.0,348971.0,122108.0,177021.0,117647.0,151517.0,196436.0,419018.0,101657.0,6842.0,187161.0,30179.0,93160.0,80139.0,245102.0
2013,4590.0,203505.0,197888.0,370275.0,215356.0,79843.0,188059.0,201786.0,235109.0,189202.0,376306.0,103299.0,205572.0,311567.0,143008.0,229891.0,510625.0,452075.0,34804.0,108538.0,119521.0,361863.0,-1.0,239334.0,120317.0,266747.0,214286.0,111639.0,285586.0,193743.0,104913.0,118040.0,90141.0,170795.0,99454.0,171854.0,161341.0,339486.0,208274.0,397817.0,380667.0,156766.0,125808.0,-1.0,343444.0,151622.0,615723.0,195799.0,327780.0,389462.0,215805.0,155887.0,192262.0,292178.0,120573.0,398992.0,105230.0,151356.0,491843.0,131333.0,151174.0,268966.0,163636.0,-1.0,224493.0,374326.0,189992.0,120970.0,388566.0,206943.0,210289.0,306791.0,323000.0,100000.0,112198.0,211201.0,338574.0,484320.0,106437.0,492750.0,176909.0,258501.0,356144.0,264963.0,190484.0,95831.0,144884.0,426316.0,127266.0,222470.0,138863.0,49907.0,255385.0,140351.0,124128.0,442414.0,212611.0,433547.0,93077.0,262161.0,-1.0,220688.0,147711.0,339159.0,315250.0,143965.0,212743.0,569476.0,366524.0,190833.0,175522.0,146168.0,150302.0,173620.0,400062.0,109068.0,8118.0,181089.0,734256.0,95261.0,77587.0,245102.0
2014,4590.0,245597.0,200408.0,348292.0,216708.0,80941.0,187365.0,197979.0,230087.0,181341.0,406428.0,103131.0,211382.0,314680.0,182670.0,240510.0,433198.0,407283.0,19186.0,111568.0,132819.0,389656.0,-1.0,231301.0,120849.0,296599.0,281025.0,111573.0,281284.0,194159.0,94416.0,119396.0,89529.0,170378.0,99402.0,169231.0,166326.0,287748.0,75370.0,402902.0,378719.0,193258.0,122325.0,-1.0,344964.0,151818.0,640390.0,178704.0,357042.0,317466.0,221604.0,156836.0,170698.0,276302.0,117350.0,404054.0,103881.0,139919.0,491835.0,123333.0,159014.0,282879.0,158313.0,-1.0,232893.0,357093.0,162681.0,120985.0,421451.0,240747.0,217650.0,370521.0,331019.0,151958.0,132108.0,194781.0,380000.0,478341.0,106204.0,523087.0,186843.0,115906.0,334838.0,268712.0,188691.0,95606.0,146405.0,438235.0,126449.0,216392.0,138355.0,50572.0,238611.0,140688.0,131035.0,436351.0,258663.0,453960.0,93913.0,274002.0,-1.0,220211.0,148606.0,306724.0,373569.0,138209.0,210887.0,541977.0,376253.0,201192.0,175490.0,156439.0,142994.0,202360.0,396738.0,110639.0,13685.0,177341.0,664321.0,95958.0,69181.0,246675.0
