,USSR,Burkina Faso,Australia & New Zealand,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Romania,Democratic People's Republic of Korea,Lao People's Democratic Republic,Zambia,Suriname,Togo,Albania,Brazil,Paraguay,Serbia,Slovenia,El Salvador,Canada,Colombia,Spain,India,Ecuador,Indonesia,Poland,Argentina,Turkey,Jordan,Angola,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Slovakia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,Hungary,Republic of Moldova,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",New Zealand,Peru,Rwanda,Bosnia and Herzegovina,Cameroon,Netherlands,Guatemala,Austria,Bhutan,Philippines,Iraq,Madagascar,Timor-Leste,United Republic of Tanzania,Burundi,Nepal,Czechia,Costa Rica,Bangladesh,Italy,Senegal,Germany,Uganda,Benin,China,Cambodia,Serbia and Montenegro,Morocco,Switzerland,Chile,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Malawi,"China, Taiwan Province of",Japan,Georgia,Azerbaijan,Nicaragua,Viet Nam,Russian Federation,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Latvia,South Africa,Tajikistan,Sri Lanka,Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Ukraine,Liberia
1992,,2380.0,29611.0,29611.0,130.0,2193.0,0.0,343200.0,29.0,,2505.0,0.0,165574.0,310000.0,6117.0,22786.0,82.0,-1.0,3233.0,9441390.0,626759.0,,22.0,700.0,622900.0,49357.0,16300.0,3789000.0,83690.0,1665000.0,-1.0,4935710.0,46000.0,0.0,-1.0,6800.0,21846.0,-1.0,-1.0,2000.0,11588.0,,41000.0,104647.0,15000.0,513000.0,1065.0,27908.0,16639.0,6162.0,322793.0,,60000.0,9900.0,23566000.0,7221000.0,0.0,229.0,42000.0,4900.0,6600.0,-1.0,18595.0,52795.0,209.0,3113.0,1250.0,70.0,1524.0,3154.0,522.0,19690.0,,12.0,-1.0,340011.0,0.0,1000.0,59000.0,854.0,7224940.0,16000.0,67796.0,3600.0,1801.0,0.0,-1.0,8800.0,45100.0,640.0,2300.0,-1.0,3940.0,109900.0,1900.0,400.0,3150.0,97300.0,645370.0,221931.0,862.0,160.0,83000.0,400.0,1363.0,4148.0,26220.0,21093.0,33118.0,97462.0,4734.0
1993,,2744.0,30239.0,30239.0,144.0,4177.0,-1.0,379840.0,144.0,2967.0,2509.0,-1.0,75104.0,316000.0,5503.0,19863.0,70.0,-1.0,839.0,10635300.0,634993.0,,42.0,700.0,719600.0,52994.0,997.0,4370500.0,81400.0,1470210.0,-1.0,5116235.0,26750.0,0.0,-1.0,,18332.0,-1.0,-1.0,2000.0,,1070.0,57000.0,116825.0,17000.0,543000.0,1000.0,15212.0,9340.0,6419.0,237765.0,,72360.0,5200.0,23191000.0,9454100.0,-1.0,590.0,18000.0,4500.0,7500.0,-1.0,15470.0,54064.0,204.0,3484.0,1350.0,71.0,1890.0,3415.0,533.0,20220.0,593.0,0.0,-1.0,185460.0,-1.0,1000.0,65000.0,1200.0,9459499.0,16300.0,55853.0,4000.0,1870.0,-1.0,1099.0,10000.0,52160.0,320.0,2200.0,-1.0,5399.0,87400.0,1100.0,472.0,6136.0,120100.0,625090.0,213674.0,3164.0,200.0,46000.0,500.0,884.0,4927.0,21424.0,20771.0,37204.0,70000.0,5000.0
1994,,1185.0,40633.0,40633.0,148.0,6613.0,-1.0,395360.0,109.0,3132.0,2512.0,-1.0,64469.0,320000.0,6265.0,25447.0,59.0,-1.0,164.0,11525400.0,694117.0,,10.0,800.0,820100.0,56610.0,4200.0,4318000.0,90020.0,1406920.0,-1.0,5748910.0,29000.0,0.0,-1.0,,23326.0,-1.0,-1.0,2000.0,,942.0,100000.0,121729.0,18000.0,593000.0,1125.0,9042.0,5610.0,7030.0,288499.0,,104000.0,5700.0,24608000.0,9221800.0,-1.0,644.0,8000.0,3000.0,7800.0,-1.0,12577.0,46632.0,200.0,3275.0,1300.0,71.0,880.0,3496.0,500.0,19150.0,691.0,-1.0,-1.0,208953.0,-1.0,500.0,68000.0,2466.0,9227491.0,22000.0,49621.0,2908.0,1691.0,-1.0,6800.0,11000.0,51111.0,278.0,1700.0,-1.0,5691.0,60900.0,700.0,400.0,8177.0,132000.0,580050.0,316689.0,2013.0,200.0,55000.0,900.0,960.0,3061.0,20435.0,9402.0,43626.0,44000.0,5487.0
1995,,1216.0,17787.0,17787.0,147.0,6013.0,-1.0,275000.0,115.0,3800.0,2515.0,-1.0,73371.0,310000.0,5806.0,21651.0,42.0,-1.0,134.0,11675000.0,735503.0,,14.0,900.0,824000.0,45074.0,2616.0,5035000.0,83150.0,1477432.0,-1.0,5934160.0,31000.0,0.0,-1.0,,26055.0,-1.0,-1.0,2000.0,,755.0,101900.0,105305.0,22300.0,617000.0,1100.0,10416.0,3619.0,7122.0,134396.0,,58000.0,4200.0,24906000.0,8127000.0,-1.0,942.0,7882.0,1500.0,7900.0,-1.0,13206.0,13669.0,220.0,3158.0,1250.0,71.0,1148.0,2935.0,598.0,21543.0,491.0,-1.0,-1.0,195191.0,-1.0,489.0,72000.0,1474.0,8130844.0,16500.0,52135.0,3000.0,1717.0,-1.0,5000.0,8500.0,71380.0,329.0,1998.0,-1.0,3844.0,68600.0,1000.0,300.0,9273.0,121100.0,487090.0,428326.0,1628.0,150.0,65000.0,600.0,2359.0,2398.0,15018.0,15113.0,59721.0,25000.0,5889.0
1996,,1014.0,23803.0,23803.0,140.0,2132.0,-1.0,255520.0,127.0,3458.0,2516.0,-1.0,80180.0,310000.0,3575.0,25466.0,40.0,-1.0,177.0,10291500.0,833005.0,,4.0,900.0,856200.0,27157.0,5137.0,5233000.0,61667.0,1273290.0,-1.0,5913415.0,20500.0,0.0,-1.0,,15216.0,-1.0,-1.0,1717.0,,871.0,86000.0,97989.0,24680.0,502000.0,1197.0,12688.0,2492.0,6167.0,49064.0,,52000.0,3500.0,25636000.0,7470730.0,-1.0,1411.0,6800.0,3200.0,8200.0,-1.0,15750.0,13315.0,246.0,1543.0,1200.0,72.0,1550.0,3715.0,482.0,20770.0,359.0,-1.0,-1.0,223414.0,-1.0,500.0,76000.0,2008.0,7475774.0,16738.0,72757.0,1000.0,1860.0,-1.0,4000.0,7600.0,60040.0,28.0,1800.0,-1.0,5044.0,81800.0,700.0,267.0,9831.0,110300.0,485140.0,463243.0,2175.0,100.0,68000.0,1100.0,849.0,2500.0,16423.0,16906.0,71600.0,16000.0,6284.0
1997,,3970.0,39000.0,39000.0,139.0,5649.0,-1.0,235970.0,536.0,3617.0,2517.0,-1.0,63100.0,305000.0,3115.0,17273.0,50.0,-1.0,177.0,11486500.0,939652.0,,4.0,900.0,1059600.0,43454.0,3800.0,5990200.0,8293.0,1119079.0,-1.0,6393780.0,19000.0,0.0,-1.0,,13243.0,-1.0,-1.0,2000.0,,965.0,98000.0,99862.0,15280.0,543000.0,1223.0,13846.0,2280.0,4678.0,122548.0,,75000.0,3170.0,27967000.0,8346000.0,-1.0,5021.0,13756.0,4041.0,8500.0,-1.0,17500.0,15217.0,281.0,1238.0,1250.0,72.0,939.0,2942.0,627.0,20980.0,249.0,-1.0,-1.0,301548.0,-1.0,500.0,76000.0,1739.0,8347983.0,32739.0,61014.0,1000.0,2289.0,-1.0,3500.0,7500.0,60040.0,8.0,1900.0,-1.0,1983.0,83200.0,700.0,300.0,13596.0,106400.0,317880.0,527050.0,2259.0,300.0,71000.0,700.0,497.0,3000.0,16030.0,6268.0,68530.0,14000.0,6658.0
1998,,3346.0,31700.0,31700.0,130.0,6350.0,-1.0,219250.0,62.0,4300.0,2518.0,-1.0,147300.0,300000.0,5872.0,11681.0,50.0,-1.0,104.0,13303700.0,1086043.0,,4.0,1000.0,980100.0,33952.0,5499.0,6493000.0,8065.0,1095070.0,-1.0,6954120.0,23000.0,0.0,-1.0,,18221.0,-1.0,-1.0,2000.0,,3303.0,111826.0,97682.0,18970.0,550000.0,1200.0,23702.0,6306.0,4455.0,94065.0,,84000.0,2870.0,28506800.0,8500170.0,-1.0,2003.0,17858.0,4726.0,8800.0,-1.0,9800.0,20031.0,371.0,869.0,1557.0,72.0,787.0,3027.0,500.0,21245.0,261.0,-1.0,-1.0,351235.0,-1.0,422.0,80000.0,2964.0,8500855.0,30975.0,82409.0,2000.0,2884.0,-1.0,1400.0,9000.0,64160.0,26.0,2000.0,-1.0,685.0,109000.0,1997.0,90.0,18066.0,129400.0,377400.0,588667.0,2020.0,-1.0,125000.0,600.0,641.0,3100.0,34015.0,10466.0,77639.0,31000.0,7000.0
1999,,3136.0,48000.0,48000.0,134.0,8000.0,-1.0,224640.0,486.0,3980.0,2518.0,-1.0,99800.0,300000.0,6800.0,11720.0,45.0,-1.0,700.0,13061410.0,1165750.0,,28.0,1000.0,1004000.0,19365.0,4200.0,6222500.0,42373.0,1151079.0,-1.0,8180000.0,24000.0,0.0,-1.0,,7165.0,-1.0,-1.0,2000.0,,4156.0,98225.0,87026.0,21128.0,512500.0,1289.0,32421.0,16954.0,3161.0,81159.0,,50000.0,3000.0,29318000.0,7962000.0,-1.0,1946.0,19073.0,4046.0,9227.0,-1.0,9800.0,18541.0,664.0,852.0,1260.0,80.0,1288.0,3024.0,450.0,23046.0,143.0,-1.0,-1.0,246467.0,-1.0,396.0,84000.0,4210.0,7962163.0,34945.0,108000.0,1000.0,2273.0,-1.0,1400.0,9000.0,51450.0,73.0,2100.0,-1.0,163.0,108200.0,1918.0,100.0,8995.0,129100.0,404490.0,627870.0,1893.0,-1.0,130500.0,577.0,820.0,3200.0,46336.0,6000.0,101913.0,42000.0,7500.0
2000,,4079.0,56000.0,56000.0,134.0,8000.0,-1.0,215014.0,246.0,4900.0,2401.0,-1.0,117000.0,310000.0,6400.0,16588.0,34.0,-1.0,400.0,13640026.0,1176460.0,,28.0,1100.0,1060700.0,17231.0,3053.0,6416600.0,55156.0,825000.0,-1.0,8637503.0,15000.0,0.0,3000.0,,3867.0,-1.0,-1.0,2000.0,,5943.0,77695.0,86176.0,23536.0,517000.0,1326.0,22317.0,11586.0,2787.0,69969.0,,90000.0,3500.0,29302790.0,9306760.0,-1.0,2151.0,29543.0,3885.0,9217.0,-1.0,9800.0,15537.0,900.0,774.0,100.0,82.0,1000.0,2161.0,1100.0,19759.0,1884.0,-1.0,-1.0,252647.0,-1.0,500.0,106000.0,5140.0,9306913.0,33256.0,141559.0,1000.0,952.0,-1.0,1500.0,8900.0,63490.0,80.0,2382.0,-1.0,153.0,122500.0,1493.0,67.0,3235.0,124100.0,337260.0,616964.0,1691.0,-1.0,93787.0,400.0,690.0,3300.0,47484.0,3000.0,107838.0,60600.0,7425.0
2001,,2922.0,33000.0,33000.0,136.0,1261.0,-1.0,176446.0,331.0,4377.0,2408.0,-1.0,44800.0,300000.0,3280.0,3889.0,60.0,-1.0,400.0,13974300.0,1350000.0,,37.0,1200.0,1068900.0,23546.0,2477.0,6343100.0,59960.0,678848.0,-1.0,10400193.0,17000.0,0.0,3200.0,,5331.0,100.0,-1.0,2000.0,,6304.0,120893.0,78415.0,26219.0,519000.0,1300.0,20584.0,9394.0,2419.0,73726.0,,88000.0,6400.0,29532250.0,9481800.0,-1.0,1801.0,29555.0,2365.0,9200.0,-1.0,11000.0,16336.0,750.0,736.0,50.0,81.0,820.0,1334.0,1600.0,20723.0,2706.0,-1.0,-1.0,234841.0,-1.0,817.0,127000.0,4533.0,9481968.0,28687.0,87382.0,1000.0,467.0,-1.0,800.0,12000.0,77150.0,288.0,2498.0,-1.0,168.0,143900.0,1623.0,261.0,2106.0,140300.0,371900.0,615292.0,1610.0,-1.0,134150.0,315.0,640.0,2600.0,41621.0,1000.0,113962.0,73000.0,7489.0
2002,,2278.0,32000.0,32000.0,139.0,1101.0,-1.0,174838.0,845.0,5200.0,2415.0,-1.0,69793.0,305000.0,3565.0,8000.0,61.0,-1.0,200.0,16365400.0,1445360.0,,67.0,1400.0,1023800.0,34500.0,600.0,6105500.0,54662.0,544522.0,-1.0,11405247.0,25500.0,0.0,3500.0,,5916.0,0.0,-1.0,2000.0,,9327.0,74817.0,80804.0,29208.0,540000.0,1397.0,25045.0,10190.0,2653.0,56501.0,,80000.0,16777.0,29338812.0,8721460.0,-1.0,1182.0,31289.0,3080.0,11220.0,-1.0,13000.0,13995.0,450.0,800.0,50.0,81.0,800.0,300.0,1800.0,20968.0,3002.0,-1.0,-1.0,152021.0,-1.0,652.0,151000.0,6530.0,8721629.0,28935.0,100047.0,1000.0,1607.0,-1.0,765.0,28900.0,58229.0,208.0,2643.0,-1.0,169.0,149900.0,1296.0,0.0,2280.0,158600.0,362420.0,637124.0,1435.0,-1.0,124150.0,783.0,1260.0,2500.0,47897.0,2866.0,116000.0,98200.0,7524.0
2003,,4941.0,6241.0,6241.0,149.0,297.0,-1.0,149706.0,1053.0,1027.0,2419.0,-1.0,122224.0,307000.0,9053.0,10000.0,45.0,-1.0,413.0,18524768.0,1474148.0,,40.0,1600.0,1048600.0,42000.0,272.0,6554700.0,62262.0,526796.0,447.0,12419995.0,27000.0,0.0,4000.0,,8292.0,0.0,-1.0,2000.0,,10983.0,80837.0,80447.0,30000.0,555000.0,1413.0,30347.0,18223.0,1877.0,67880.0,,80000.0,26952.0,29330310.0,9312560.0,-1.0,1069.0,35947.0,4371.0,11357.0,-1.0,13000.0,15463.0,190.0,700.0,50.0,81.0,729.0,795.0,2150.0,21450.0,7689.0,-1.0,-1.0,152052.0,-1.0,0.0,165000.0,6954.0,9312715.0,52031.0,131403.0,1000.0,2527.0,-1.0,860.0,78900.0,63000.0,346.0,2785.0,54000.0,155.0,151900.0,1414.0,0.0,3835.0,165600.0,399490.0,684213.0,1201.0,-1.0,100130.0,40.0,2550.0,762.0,49860.0,524.0,115000.0,189600.0,7542.0
2004,,2142.0,27018.0,27018.0,157.0,298.0,-1.0,145938.0,243.0,2606.0,2422.0,-1.0,112243.0,300000.0,5620.0,18500.0,35.0,500.0,300.0,21538990.0,1870000.0,,78.0,1500.0,1173500.0,48000.0,148.0,7571200.0,64660.0,565155.0,268.0,14304539.0,14000.0,0.0,5000.0,,14348.0,200.0,-1.0,2000.0,,8510.0,58594.0,85270.0,30290.0,587000.0,1440.0,27305.0,28511.0,1819.0,88840.0,,82000.0,31900.0,29930060.0,9581700.0,-1.0,1653.0,36707.0,3400.0,11496.0,-1.0,13000.0,17864.0,680.0,752.0,50.0,81.0,973.0,1290.0,2400.0,22073.0,9007.0,-1.0,-1.0,150368.0,-1.0,0.0,144000.0,10175.0,9581835.0,84231.0,117270.0,1000.0,2496.0,-1.0,724.0,247000.0,49572.0,830.0,2928.0,76000.0,135.0,136800.0,1890.0,37.0,3695.0,183800.0,555300.0,803990.0,1275.0,-1.0,135000.0,100.0,1300.0,1080.0,37131.0,341.0,132000.0,256310.0,7487.0
2005,,5913.0,26585.0,26585.0,166.0,220.0,-1.0,144192.0,222.0,3338.0,2427.0,-1.0,130752.0,295000.0,9535.0,54767.0,25.0,520.0,400.0,22948874.0,1970000.0,,172.0,1700.0,1165200.0,30800.0,1123.0,7707500.0,30362.0,621541.0,296.0,14032198.0,8600.0,0.0,5800.0,,15000.0,200.0,-1.0,2000.0,,10663.0,57385.0,105421.0,30890.0,601000.0,1237.0,33636.0,36222.0,2313.0,96266.0,,82213.0,38100.0,28834570.0,9593610.0,-1.0,1341.0,42120.0,5510.0,11635.0,-1.0,13000.0,21429.0,463.0,755.0,39.0,81.0,950.0,3130.0,2700.0,22559.0,9261.0,-1.0,25810.0,152331.0,-1.0,0.0,144000.0,11419.0,9593710.0,115916.0,130936.0,1000.0,1518.0,-1.0,731.0,278000.0,41871.0,253.0,3116.0,69000.0,100.0,134000.0,1477.0,19.0,2643.0,204100.0,655840.0,941068.0,1932.0,-1.0,150000.0,0.0,3080.0,400.0,48211.0,272.0,143000.0,421700.0,7555.0
2006,,5131.0,23889.0,23889.0,176.0,373.0,-1.0,137640.0,304.0,6320.0,2513.0,-1.0,177481.0,300000.0,8920.0,42175.0,14.0,550.0,200.0,22047348.0,2200000.0,156680.0,226.0,1700.0,1201200.0,27300.0,630.0,8334000.0,20000.0,580534.0,294.0,15130038.0,11918.0,0.0,7000.0,,7470.0,600.0,-1.0,2000.0,,12036.0,45263.0,90248.0,32153.0,630000.0,1250.0,35911.0,55710.0,1850.0,54211.0,,81775.0,46400.0,30190680.0,9304400.0,-1.0,2377.0,42364.0,6355.0,12135.0,-1.0,13000.0,25013.0,1293.0,788.0,20.0,81.0,1010.0,5500.0,3800.0,23100.0,9640.0,-1.0,40600.0,177909.0,-1.0,1000.0,145000.0,5542.0,9304485.0,64382.0,,1000.0,1153.0,-1.0,750.0,309100.0,47137.0,251.0,3260.0,72000.0,85.0,142100.0,1100.0,106.0,1109.0,185600.0,810130.0,950118.0,13347.0,-1.0,240570.0,20.0,3070.0,600.0,62810.0,88.0,150000.0,714800.0,7700.0
2007,,5200.0,13131.0,13131.0,188.0,55.0,-1.0,126386.0,197.0,6352.0,2500.0,-1.0,109314.0,300000.0,8040.0,34468.0,11.0,600.0,200.0,20565300.0,2400000.0,146988.0,126.0,2000.0,1171500.0,26450.0,344.0,8880000.0,32000.0,459116.0,332.0,15981264.0,8675.0,0.0,10263.0,,7788.0,300.0,-1.0,2000.0,,7795.0,32551.0,76267.0,33478.0,638000.0,4271.0,32900.0,50471.0,1267.0,62580.0,,74993.0,49400.0,25959244.0,8753800.0,-1.0,1723.0,50238.0,5416.0,6500.0,-1.0,13000.0,20183.0,1857.0,492.0,20.0,81.0,924.0,4000.0,4000.0,23214.0,7523.0,-1.0,39220.0,130335.0,-1.0,1000.0,147000.0,17871.0,8753868.0,76000.0,,1000.0,998.0,-1.0,567.0,366535.0,102699.0,27.0,3370.0,79465.0,68.0,138300.0,1000.0,5.0,969.0,187400.0,709900.0,958279.0,37060.0,-1.0,183000.0,170.0,2860.0,800.0,46506.0,113.0,155000.0,583100.0,7800.0
2008,,10703.0,14900.0,14900.0,201.0,49.0,-1.0,116684.0,200.0,7807.0,2611.0,-1.0,46135.0,300000.0,8485.0,30490.0,7.0,1150.0,300.0,21246302.0,2463510.0,143684.0,49.0,2000.0,1195400.0,26050.0,251.0,9510800.0,40000.0,591899.0,67.0,16387438.0,9444.0,0.0,17156.0,,8681.0,100.0,-1.0,2000.0,,5408.0,21771.0,75242.0,34845.0,609000.0,3117.0,28259.0,30470.0,642.0,75767.0,,84467.0,51200.0,30222654.0,9127100.0,-1.0,1998.0,61748.0,4187.0,6705.0,-1.0,13000.0,18419.0,1200.0,738.0,20.0,81.0,892.0,7520.0,4100.0,23214.0,4339.0,-1.0,39371.0,107795.0,-1.0,1000.0,148000.0,37042.0,9127174.0,74413.0,,1000.0,997.0,-1.0,578.0,461900.0,62000.0,11.0,3495.0,73942.0,74.0,147100.0,800.0,10.0,1597.0,192100.0,712460.0,785793.0,30354.0,-1.0,165400.0,89.0,1260.0,650.0,35789.0,134.0,157000.0,537900.0,8100.0
2009,,10787.0,42326.0,42326.0,215.0,51.0,-1.0,106760.0,304.0,5679.0,2950.0,-1.0,48249.0,300000.0,12635.0,62877.0,16.0,2500.0,300.0,21750468.0,2570000.0,144386.0,66.0,2500.0,1383300.0,27000.0,1247.0,9734700.0,41000.0,722791.0,127.0,16771003.0,10512.0,0.0,13341.0,,7179.0,118.0,-1.0,2000.0,,9286.0,42824.0,70265.0,36273.0,592000.0,2987.0,31508.0,44016.0,1006.0,64740.0,,84084.0,52400.0,30906980.0,9190000.0,-1.0,1999.0,65731.0,3802.0,13953.0,-1.0,14000.0,25321.0,674.0,626.0,21.0,81.0,1532.0,5890.0,4200.0,23478.0,6046.0,-1.0,40177.0,134700.0,-1.0,1000.0,150000.0,58225.0,9190123.0,96388.0,,1000.0,1108.0,-1.0,596.0,577800.0,60000.0,9.0,3673.0,86796.0,123.0,145400.0,500.0,15.0,1004.0,147000.0,794200.0,902218.0,30000.0,-1.0,237750.0,122.0,1660.0,517.0,44292.0,414.0,160000.0,622500.0,7500.0
2010,,17827.0,31300.0,31300.0,229.0,89.0,-1.0,89760.0,500.0,11261.0,1621.0,-1.0,63424.0,300000.0,7235.0,60777.0,15.0,5000.0,300.0,23327296.0,2671059.0,170359.0,109.0,2500.0,1476800.0,31604.0,766.0,9554190.0,43000.0,660823.0,181.0,18130800.0,23472.0,0.0,13690.0,,15233.0,306.0,-1.0,1900.0,,13976.0,49736.0,71422.0,37760.0,281890.0,2719.0,37688.0,58229.0,2149.0,153473.0,,76076.0,61600.0,31003300.0,8516000.0,-1.0,1427.0,72353.0,4037.0,14868.0,-1.0,14000.0,34378.0,548.0,583.0,21.0,79.0,358.0,3570.0,3716.0,23942.0,9500.0,-1.0,40681.0,159500.0,-1.0,1000.0,150000.0,70933.0,8516115.0,103198.0,,1000.0,1087.0,-1.0,594.0,848800.0,42288.0,121.0,3859.0,75186.0,115.0,137700.0,658.0,20.0,1827.0,197800.0,1036300.0,1086769.0,40949.0,-1.0,311450.0,100.0,4500.0,372.0,56456.0,725.0,165000.0,1036700.0,7400.0
2011,,25984.0,17361.0,17361.0,245.0,128.0,-1.0,89733.0,341.0,19397.0,1734.0,-1.0,71861.0,300000.0,9145.0,59988.0,13.0,2700.0,324.0,23968663.0,2805467.0,165253.0,107.0,2438.0,1542400.0,34657.0,699.0,10180000.0,48000.0,622254.0,208.0,18764850.0,26421.0,0.0,14625.0,,9548.0,528.0,-1.0,2000.0,,19667.0,41571.0,77849.0,39251.0,599350.0,3148.0,41009.0,57662.0,1310.0,155513.0,,70000.0,70100.0,29856410.0,7889000.0,-1.0,1655.0,47981.0,3884.0,15802.0,-1.0,14000.0,38123.0,527.0,517.0,22.0,78.0,962.0,2879.0,3586.0,29317.0,7584.0,-1.0,41440.0,165955.0,-1.0,2000.0,157000.0,74650.0,7889055.0,70584.0,,1000.0,1123.0,-1.0,593.0,862100.0,44672.0,68.0,4000.0,75839.0,55.0,136700.0,824.0,32.0,2455.0,181390.0,1187400.0,1177541.0,42215.0,-1.0,418000.0,135.0,2450.0,351.0,58896.0,588.0,157498.0,1110300.0,7504.0
2012,,22198.0,38100.0,38100.0,285.0,81.0,-1.0,49817.0,613.0,31855.0,1911.0,-1.0,77927.0,300000.0,3885.0,84809.0,15.0,2800.0,300.0,24975258.0,2920000.0,162714.0,140.0,2600.0,1679000.0,32521.0,481.0,10840000.0,50000.0,567624.0,855.0,17577320.0,31599.0,0.0,35946.0,,7185.0,332.0,-1.0,2000.0,,21889.0,37367.0,80842.0,40565.0,668300.0,3236.0,40910.0,56893.0,435.0,142329.0,,74000.0,84300.0,30814720.0,7171060.0,-1.0,1236.0,31636.0,5325.0,8399.0,-1.0,14000.0,37126.0,240.0,434.0,22.0,75.0,765.0,5856.0,2849.0,29282.0,5742.0,-1.0,40561.0,152993.0,-1.0,2000.0,162000.0,79714.0,7171140.0,70972.0,,1000.0,1085.0,-1.0,592.0,883700.0,50155.0,96.0,4200.0,102167.0,80.0,131100.0,787.0,34.0,3903.0,119612.0,1375200.0,1292826.0,18656.0,-1.0,472000.0,50.0,1520.0,354.0,54109.0,248.0,155600.0,1412400.0,7500.0
2013,,16114.0,41100.0,41100.0,285.0,90.0,-1.0,30828.0,2623.0,30517.0,1734.0,-1.0,67409.0,300000.0,8900.0,124858.0,10.0,3000.0,300.0,27906675.0,3080000.0,159724.0,278.0,2600.0,1860100.0,31538.0,498.0,11716430.0,53000.0,550793.0,0.0,19418824.0,43260.0,0.0,23443.0,,9422.0,97.0,-1.0,532.0,,29218.0,42999.0,80031.0,40797.0,680000.0,3574.0,42350.0,39396.0,218.0,157419.0,,76000.0,103100.0,30858830.0,6790510.0,-1.0,1514.0,36772.0,4474.0,10766.0,-1.0,15000.0,42027.0,59.0,569.0,23.0,75.0,809.0,5274.0,3678.0,24934.0,6507.0,-1.0,39403.0,184146.0,-1.0,5000.0,160000.0,95106.0,6790979.0,100000.0,,1000.0,1407.0,-1.0,591.0,1050000.0,50322.0,196.0,4500.0,114369.0,469.0,128800.0,759.0,35.0,3269.0,117194.0,1200075.0,1222855.0,15630.0,-1.0,516500.0,61.0,7930.0,352.0,47156.0,336.0,153200.0,1351030.0,7600.0
2014,,13191.0,37000.0,37000.0,289.0,84.0,-1.0,35067.0,3045.0,35260.0,1800.0,-1.0,79275.0,300000.0,11880.0,113759.0,9.0,3743.0,207.0,30273763.0,3500000.0,154249.0,404.0,2650.0,2235100.0,35914.0,805.0,10908000.0,26517.0,615685.0,0.0,19252552.0,34317.0,0.0,23567.0,,11979.0,121.0,-1.0,1070.0,,33227.0,75789.0,74652.0,41206.0,719300.0,3374.0,42980.0,52783.0,132.0,205629.0,,78000.0,116374.0,33423750.0,6799900.0,-1.0,1169.0,37728.0,4186.0,11676.0,-1.0,15000.0,43800.0,153.0,596.0,23.0,80.0,812.0,5907.0,4438.0,23757.0,7242.0,-1.0,60893.0,232867.0,-1.0,9000.0,46827.0,97783.0,6800568.0,102000.0,,677.0,1496.0,-1.0,590.0,1321400.0,56312.0,512.0,4756.0,139005.0,668.0,131600.0,734.0,37.0,3000.0,109351.0,1915895.0,1265572.0,4395.0,-1.0,502900.0,78.0,6229.0,354.0,47104.0,305.0,150960.0,1792900.0,7888.0
