,Fiji,South Africa,Pakistan,Georgia,Azerbaijan,Uganda,Barbados,New Zealand,Niue,Bahamas,Jordan,Bolivia (Plurinational State of),Iraq,Armenia,Gambia,Saudi Arabia,Belize,Chad,Mexico,Seychelles,Malaysia,Argentina,Thailand,Madagascar,Lesotho,Peru,Tonga,Brunei Darussalam,Cook Islands,Uruguay,Zimbabwe,Venezuela (Bolivarian Republic of),Dominican Republic,Lao People's Democratic Republic,French Polynesia,Morocco,Faroe Islands,Democratic Republic of the Congo,Grenada,Guatemala,Comoros,Sri Lanka,Kazakhstan,France,Dominica,Finland,Poland,Democratic People's Republic of Korea,Burundi,Jamaica,Republic of Moldova,Algeria,United Republic of Tanzania,Republic of Korea,Spain,Singapore,"China, Macao SAR",Ghana,Lithuania,American Samoa,Cameroon,Kyrgyzstan,Togo,Hungary,Italy,Switzerland,Swaziland,Niger,Bulgaria,Guinea-Bissau,Ecuador,Uzbekistan,Turkmenistan,Saint Vincent and the Grenadines,Benin,Tunisia,Iceland,Burkina Faso,Philippines,Central African Republic,Guinea,Indonesia,Romania,New Caledonia,Bangladesh,Honduras,Solomon Islands,"China, mainland",Gabon,Malawi,Austria,Egypt,Viet Nam,Greece,Japan,Sweden,United Kingdom,Estonia,Mongolia,Paraguay,Netherlands,Nigeria,El Salvador,Saint Lucia,Chile,Mauritania,Sao Tome and Principe,United Arab Emirates,Saint Kitts and Nevis,Suriname,Costa Rica,Mozambique,"China, Taiwan Province of",Namibia,Lebanon,Rwanda,Kuwait,Turkey,Belarus,Trinidad and Tobago,"China, Hong Kong SAR",United States of America,Russian Federation,Ireland,Côte d'Ivoire,Norway,Portugal,Angola,India,Occupied Palestinian Territory,Germany,Iran (Islamic Republic of),Sudan (former),Botswana,Aruba,Panama,Denmark,Ukraine,Cuba,Congo,Canada,Vanuatu,Nicaragua,Tajikistan,Senegal,Haiti,Sierra Leone,Syrian Arab Republic,Nepal,Israel,Antigua and Barbuda,Cyprus,Malta,Papua New Guinea,Australia,Guyana,Latvia,Colombia,Mauritius,Samoa,Mali,Brazil,Kenya,Djibouti
1971,203777.0,2182184.0,234288.0,,,268114.0,107448.0,3572456.0,197.0,5739.0,91577.0,9042.0,46816.0,,16922.0,17228.0,40159.0,119137.0,2251190.0,16032.0,1184682.0,3461900.0,2955165.0,314142.0,8770.0,719488.0,5176.0,2052.0,16586.0,305126.0,634826.0,103826.0,1097803.0,317.0,19708.0,991038.0,,212017.0,18850.0,257493.0,24597.0,671241.0,,13549645.0,30779.0,345574.0,1179480.0,313200.0,41594.0,435983.0,,739196.0,407903.0,69431.0,4130208.0,1662711.0,6150.0,436386.0,,,269289.0,,50315.0,850606.0,8106569.0,962157.0,89535.0,129037.0,924240.0,13099.0,498898.0,,,15198.0,110102.0,325093.0,21607.0,37444.0,1392793.0,133270.0,62537.0,1353515.0,744903.0,249.0,182408.0,625230.0,12934.0,2136531.0,8422.0,198728.0,221232.0,584759.0,31475.0,1139100.0,2199253.0,1355807.0,1864775.0,,40132.0,48681.0,9083857.0,870764.0,222438.0,28753.0,160729.0,11604.0,23451.0,11385.0,10160.0,33150.0,474171.0,380393.0,2299214.0,26422.0,196589.0,27008.0,69070.0,960066.0,,251197.0,362963.0,21757854.0,,2161386.0,782246.0,281378.0,495224.0,286905.0,1057354.0,58165.0,4940956.0,364890.0,994222.0,40175.0,,325703.0,4093726.0,,2413060.0,26792.0,10482376.0,17668.0,260011.0,,215841.0,61338.0,65477.0,130871.0,214591.0,1232690.0,24702.0,409310.0,40449.0,129753.0,9319247.0,157267.0,,696668.0,316228.0,21542.0,86656.0,2880411.0,457611.0,128.0
1972,168689.0,3518213.0,200210.0,,,287005.0,86151.0,3777877.0,190.0,233.0,97814.0,10111.0,60927.0,,20709.0,29559.0,45707.0,114469.0,2646301.0,19165.0,1279282.0,2283331.0,3439838.0,315954.0,13004.0,727457.0,6216.0,1760.0,10191.0,168689.0,975945.0,215090.0,1225188.0,70.0,26238.0,1200607.0,,189500.0,18107.0,310333.0,16470.0,737750.0,,16478140.0,30044.0,550470.0,2649885.0,304074.0,48770.0,422348.0,,748640.0,399038.0,89729.0,4477543.0,1626415.0,5468.0,560189.0,,98.0,274466.0,,41944.0,1093567.0,9049314.0,777257.0,99804.0,105208.0,1026961.0,14022.0,520363.0,,,14241.0,91120.0,450406.0,25662.0,44370.0,1546784.0,129837.0,49565.0,1279606.0,896335.0,689.0,158330.0,572672.0,9831.0,2197730.0,6251.0,285786.0,265223.0,485572.0,22554.0,1197258.0,801691.0,1570960.0,2059161.0,,42337.0,61672.0,10151368.0,717197.0,292180.0,31713.0,95925.0,11604.0,25922.0,14231.0,13142.0,30426.0,550881.0,491002.0,1993733.0,28232.0,211521.0,20898.0,71090.0,1424536.0,,267821.0,440186.0,27851741.0,,2064609.0,915076.0,294317.0,516708.0,264702.0,1071675.0,67187.0,6256050.0,417933.0,1016743.0,30762.0,,316465.0,4513703.0,,1822205.0,26086.0,11172401.0,9740.0,367915.0,,475174.0,51192.0,73745.0,292842.0,118221.0,1251298.0,314.0,393366.0,53352.0,131279.0,9942614.0,142300.0,,769690.0,432594.0,18013.0,95795.0,3527626.0,626950.0,53.0
1973,166540.0,2264915.0,431517.0,,,280835.0,99843.0,4023961.0,184.0,317.0,105717.0,29894.0,77601.0,,18766.0,32541.0,47494.0,108152.0,2338511.0,17636.0,1469262.0,3446862.0,2780844.0,312430.0,9141.0,829143.0,6316.0,2046.0,13153.0,184040.0,858984.0,113523.0,1170190.0,77.0,26224.0,1351363.0,,162794.0,15493.0,323594.0,26647.0,612901.0,,18120845.0,24087.0,374210.0,1984976.0,414558.0,43286.0,378606.0,,1148870.0,357992.0,216080.0,5204530.0,1681812.0,5213.0,532337.0,,,306398.0,,32149.0,1757660.0,7307474.0,836091.0,99964.0,81158.0,774734.0,15160.0,508825.0,,,13086.0,73407.0,469076.0,23800.0,41489.0,1514981.0,104297.0,49169.0,1369784.0,952945.0,682.0,226489.0,554240.0,7297.0,2789299.0,5038.0,305131.0,302943.0,489711.0,21270.0,1123359.0,1535635.0,1194807.0,2653508.0,,55948.0,67324.0,11761340.0,789079.0,222782.0,25442.0,81256.0,11604.0,25250.0,5692.0,10736.0,32376.0,609524.0,392804.0,2083255.0,28413.0,206985.0,36081.0,54672.0,1446244.0,,204799.0,376292.0,39757527.0,,2485787.0,964656.0,380362.0,589833.0,313610.0,1228980.0,50893.0,7988534.0,493046.0,978277.0,71740.0,,298934.0,4585970.0,,2120761.0,20534.0,9613244.0,11965.0,385214.0,,238909.0,46548.0,69056.0,145631.0,262948.0,1178101.0,443.0,417808.0,74472.0,128970.0,7416602.0,104055.0,,708878.0,451847.0,12807.0,86934.0,3939066.0,959410.0,588.0
1974,159826.0,2908103.0,310146.0,,,235262.0,81144.0,3448330.0,373.0,319.0,178851.0,24225.0,38100.0,,23314.0,25862.0,46572.0,119719.0,1902169.0,16222.0,1510715.0,3711061.0,3705851.0,240331.0,7423.0,691085.0,4570.0,2307.0,9268.0,222507.0,896637.0,137500.0,1152787.0,300.0,14683.0,1036872.0,,180748.0,12206.0,353414.0,23905.0,525899.0,,19027997.0,25868.0,265289.0,1608891.0,820425.0,40157.0,351131.0,,716486.0,299586.0,208924.0,4685944.0,1740114.0,6055.0,452755.0,,,357465.0,,31590.0,1891061.0,8074017.0,889583.0,99597.0,51830.0,677519.0,14085.0,503906.0,,,14448.0,68340.0,424007.0,27607.0,45445.0,1435368.0,137887.0,35662.0,1605121.0,811113.0,412.0,209046.0,443686.0,10312.0,2769213.0,3213.0,231756.0,363803.0,361820.0,25548.0,1100428.0,1063279.0,1257598.0,2535471.0,,51966.0,83789.0,12380398.0,582639.0,245364.0,34331.0,157806.0,11604.0,21859.0,20033.0,12411.0,34715.0,545177.0,352003.0,1735548.0,27508.0,176115.0,44734.0,33615.0,882562.0,,200701.0,289214.0,33977745.0,,2504489.0,1253827.0,421019.0,421089.0,265897.0,1153844.0,69499.0,8419467.0,338343.0,707320.0,102813.0,,240990.0,5229540.0,,2432461.0,17481.0,7670938.0,18362.0,430443.0,,276001.0,47661.0,53188.0,95343.0,64392.0,1244083.0,325.0,354657.0,52740.0,128078.0,6766944.0,133534.0,,765373.0,430987.0,12211.0,58338.0,4550401.0,654389.0,
1975,154886.0,3351885.0,302249.0,,,200530.0,66217.0,3388618.0,284.0,230.0,179577.0,28250.0,39080.0,,28209.0,37472.0,48704.0,139799.0,1556501.0,15913.0,1649138.0,2840083.0,3617334.0,283340.0,12068.0,713449.0,8427.0,606.0,13894.0,274865.0,1505133.0,97444.0,1079298.0,102.0,25153.0,870353.0,,131653.0,17609.0,354610.0,10654.0,722413.0,,15338283.0,23265.0,200978.0,1316802.0,1230637.0,45055.0,326970.0,,546017.0,309265.0,330320.0,4694777.0,1618136.0,5914.0,475463.0,,,316254.0,,30791.0,1603569.0,9384478.0,834595.0,92523.0,24764.0,687288.0,13039.0,508001.0,,,9969.0,50223.0,360769.0,30274.0,55882.0,1571573.0,122019.0,28351.0,1551969.0,922124.0,576.0,141851.0,267462.0,12960.0,2540392.0,6579.0,216728.0,369793.0,324476.0,37956.0,1656207.0,676801.0,1746986.0,4002776.0,,65693.0,87434.0,15230987.0,456445.0,261862.0,23239.0,356655.0,13936.0,10586.0,9286.0,11915.0,41181.0,567138.0,217858.0,1480830.0,11763.0,132985.0,48217.0,36142.0,876193.0,,170415.0,289948.0,36276845.0,,3143100.0,1141609.0,340650.0,429613.0,138241.0,1380575.0,84609.0,7692751.0,357069.0,815359.0,124752.0,,287221.0,5673917.0,,2538701.0,9962.0,8846789.0,14163.0,454598.0,,443539.0,56234.0,68964.0,85629.0,101700.0,1313103.0,376.0,189919.0,66328.0,155049.0,9109918.0,140587.0,,1034897.0,320549.0,16684.0,75028.0,5117666.0,686609.0,
1976,152182.0,2743672.0,379794.0,,,158565.0,76253.0,4168762.0,172.0,1815.0,231767.0,54683.0,46382.0,,30649.0,36426.0,41624.0,146219.0,1644974.0,14641.0,1833253.0,3773942.0,5281911.0,253028.0,14588.0,546039.0,6073.0,597.0,12219.0,437063.0,933206.0,75528.0,1109024.0,614.0,26785.0,971100.0,,151503.0,22138.0,423387.0,13782.0,673357.0,,16468577.0,29528.0,516659.0,1647821.0,890387.0,40370.0,287997.0,,530103.0,284026.0,280820.0,5685078.0,1529350.0,9190.0,482954.0,,22.0,303434.0,,29377.0,1851554.0,9866462.0,761846.0,110453.0,73527.0,792494.0,12862.0,370233.0,,,18386.0,76241.0,407807.0,30495.0,61747.0,1995379.0,152358.0,25708.0,1536733.0,1113240.0,726.0,191495.0,449645.0,12691.0,2036293.0,5091.0,233752.0,621355.0,381386.0,76859.0,1978906.0,368477.0,1545899.0,2887315.0,,69002.0,110135.0,16145852.0,559181.0,255592.0,30638.0,536017.0,13948.0,13200.0,13384.0,16631.0,40541.0,547813.0,193462.0,1836029.0,21898.0,106340.0,65815.0,79903.0,1304393.0,,223574.0,392202.0,40890442.0,,3185054.0,1229064.0,242698.0,479566.0,94296.0,1943583.0,100533.0,8854078.0,251801.0,1121015.0,119342.0,,304226.0,5031023.0,,2546743.0,11160.0,9545605.0,17779.0,495131.0,,604178.0,45904.0,51142.0,116740.0,117340.0,1345005.0,305.0,279714.0,78910.0,157827.0,9461176.0,145668.0,,878387.0,356305.0,12537.0,174013.0,5746590.0,681824.0,
1977,195093.0,2856517.0,412081.0,,,123052.0,91162.0,4768991.0,253.0,1397.0,241978.0,44736.0,33815.0,,25389.0,13377.0,54687.0,142407.0,1950812.0,15666.0,1882555.0,5952495.0,5741359.0,217312.0,7377.0,681780.0,6377.0,1655.0,7206.0,385680.0,1005404.0,55475.0,1210197.0,361.0,18172.0,850223.0,,102648.0,19463.0,442280.0,9009.0,540010.0,,14642518.0,26260.0,805842.0,1707368.0,1267465.0,29504.0,292369.0,,537092.0,235001.0,397683.0,5480000.0,2369011.0,6558.0,380731.0,,20.0,273165.0,,34240.0,1680292.0,9794574.0,839332.0,114976.0,34637.0,790319.0,20239.0,485454.0,,,16213.0,52429.0,268964.0,30205.0,42506.0,2251495.0,128858.0,20558.0,1482890.0,1499610.0,1103.0,198853.0,495906.0,16985.0,1648454.0,10166.0,268237.0,359186.0,407187.0,74417.0,1907629.0,385097.0,1376729.0,3284064.0,,49894.0,119426.0,14450127.0,527531.0,237954.0,30753.0,675248.0,15085.0,17056.0,22505.0,20353.0,40482.0,540777.0,126328.0,2261199.0,24613.0,144167.0,39552.0,53520.0,1481620.0,,192800.0,322689.0,39513701.0,,3290933.0,1014076.0,311903.0,423902.0,71884.0,1271285.0,114773.0,10128970.0,284449.0,955242.0,118134.0,,330947.0,5245254.0,,2765675.0,13092.0,10987052.0,22644.0,423994.0,,561286.0,30297.0,37590.0,149699.0,106189.0,1404289.0,580.0,357575.0,116790.0,157415.0,10199310.0,108410.0,,797933.0,410341.0,16377.0,174177.0,6316626.0,566292.0,
1978,178953.0,3246592.0,396013.0,,,101857.0,72913.0,4139532.0,158.0,449.0,260603.0,41168.0,28208.0,,15677.0,22248.0,65720.0,122031.0,2124212.0,11896.0,1905530.0,5572996.0,6263669.0,212901.0,4398.0,476420.0,4731.0,1423.0,8945.0,399223.0,1177745.0,56083.0,1048465.0,391.0,13712.0,918485.0,,101904.0,18501.0,399682.0,13356.0,626559.0,,18483406.0,32223.0,337447.0,1213726.0,1352695.0,46005.0,277902.0,,459694.0,298518.0,433497.0,5312464.0,2504214.0,5194.0,311343.0,,69.0,287559.0,,29692.0,1571578.0,9626810.0,740672.0,121578.0,21785.0,698320.0,17664.0,459713.0,,,22984.0,23994.0,312079.0,32235.0,21135.0,1796286.0,105582.0,13764.0,1629695.0,1308626.0,909.0,151080.0,509197.0,22340.0,1921043.0,11066.0,232177.0,656653.0,308934.0,75033.0,2282395.0,541429.0,1262576.0,5420640.0,,63188.0,115870.0,15364548.0,476719.0,236533.0,37740.0,573205.0,17406.0,16022.0,84346.0,20669.0,50496.0,573644.0,115092.0,2164500.0,25517.0,165574.0,38552.0,53448.0,2706881.0,,142235.0,345016.0,48755999.0,,3954125.0,1252436.0,310145.0,383256.0,84897.0,1480660.0,100632.0,10630799.0,232492.0,728123.0,100044.0,,379281.0,6688345.0,,3220062.0,3092.0,11502181.0,24742.0,454647.0,,225716.0,40284.0,35524.0,139106.0,53848.0,1377225.0,555.0,271384.0,75455.0,164303.0,11017556.0,144719.0,,1097838.0,373122.0,12597.0,97508.0,4794951.0,577423.0,
1979,250401.0,2887470.0,443916.0,,,108063.0,77077.0,4360407.0,168.0,539.0,324940.0,52861.0,33388.0,,16254.0,47206.0,63221.0,113880.0,2199010.0,13233.0,2241566.0,6055330.0,5854142.0,204852.0,4745.0,597321.0,3908.0,1389.0,16511.0,301032.0,998739.0,67838.0,1134066.0,196.0,17947.0,794185.0,,91970.0,19867.0,412531.0,15141.0,580225.0,,20760286.0,14173.0,340109.0,1472852.0,978116.0,49588.0,260401.0,,276768.0,318233.0,402440.0,6045675.0,3026224.0,12217.0,273459.0,,10.0,277118.0,,23566.0,1559510.0,12640943.0,823749.0,122468.0,32833.0,775856.0,16128.0,447740.0,,,18769.0,40878.0,350499.0,36729.0,51853.0,1736439.0,87497.0,29508.0,1864204.0,711943.0,653.0,176853.0,642157.0,23763.0,2063908.0,10641.0,282544.0,739446.0,236648.0,60818.0,2306282.0,1504693.0,1490691.0,3872411.0,,64250.0,149761.0,16237124.0,437241.0,282053.0,36327.0,622189.0,,18931.0,108176.0,17968.0,55138.0,565142.0,204160.0,2500309.0,34385.0,244438.0,67757.0,61995.0,1573463.0,,127189.0,410586.0,52329620.0,,3908142.0,1130031.0,326380.0,488762.0,69069.0,1970926.0,104548.0,11562698.0,221154.0,807725.0,141787.0,,356917.0,5990871.0,,3226660.0,6434.0,10806875.0,22396.0,433159.0,,345290.0,28146.0,55523.0,122430.0,66006.0,1454217.0,,305462.0,74610.0,170884.0,8736838.0,130154.0,,1288415.0,412471.0,18750.0,71777.0,4648905.0,775570.0,288.0
1980,255506.0,3626684.0,569381.0,,,82493.0,100767.0,4498463.0,158.0,3524.0,349428.0,43337.0,36368.0,,19049.0,122148.0,65892.0,83090.0,2069591.0,13028.0,2438328.0,4706805.0,6151320.0,193617.0,6323.0,239477.0,5466.0,1983.0,13869.0,391406.0,599148.0,62646.0,916942.0,266.0,22094.0,983480.0,158.0,112166.0,17502.0,522230.0,8162.0,505387.0,,23705439.0,7539.0,323668.0,907517.0,539186.0,32733.0,175710.0,,226104.0,195375.0,665102.0,5768661.0,3701898.0,20879.0,265298.0,,48.0,311024.0,,36001.0,1767524.0,11830811.0,808847.0,148909.0,78556.0,885846.0,12149.0,481163.0,,,15811.0,54955.0,213894.0,41172.0,50834.0,2095128.0,111803.0,27009.0,1970013.0,1219167.0,886.0,165692.0,667695.0,25847.0,2375608.0,14737.0,367899.0,747900.0,264730.0,70418.0,2413102.0,1785269.0,1327234.0,5848256.0,,58037.0,147425.0,16585324.0,440732.0,203175.0,26089.0,720165.0,,15434.0,180103.0,17115.0,57184.0,530226.0,138204.0,2378790.0,45787.0,279612.0,49670.0,92384.0,1435903.0,,110033.0,538040.0,57837650.0,,4065570.0,1298432.0,349505.0,508831.0,31107.0,1509092.0,94006.0,12523743.0,65192.0,969027.0,80129.0,,321102.0,6397212.0,,2787751.0,3409.0,12963386.0,15016.0,234211.0,,175882.0,60973.0,38913.0,94844.0,37220.0,1261478.0,76.0,301862.0,41760.0,177061.0,14433893.0,123187.0,,1380493.0,398052.0,26488.0,113080.0,6231954.0,606807.0,152.0
1981,237267.0,4048220.0,634897.0,,,94609.0,52589.0,4738230.0,181.0,4769.0,485016.0,13767.0,21388.0,,7904.0,134952.0,64158.0,81505.0,1935070.0,12626.0,2616894.0,6712389.0,7405954.0,156157.0,5411.0,147752.0,5516.0,1499.0,12933.0,617307.0,869983.0,54107.0,1027758.0,43.0,19552.0,820656.0,76.0,111326.0,16991.0,420183.0,11937.0,719192.0,,26031359.0,21015.0,424298.0,484755.0,624596.0,48718.0,154667.0,,221840.0,229620.0,707138.0,8337336.0,3311409.0,75331.0,249495.0,,5.0,288101.0,,49273.0,2170650.0,14056041.0,826999.0,164434.0,41756.0,776468.0,13655.0,454179.0,,,22247.0,36604.0,287422.0,35665.0,41734.0,1878184.0,112925.0,15248.0,1637434.0,1104722.0,886.0,172493.0,578921.0,26013.0,2436244.0,14188.0,344162.0,913443.0,252643.0,59664.0,1873862.0,2092579.0,1242869.0,7946182.0,,56034.0,123117.0,18511949.0,431617.0,168630.0,30836.0,684044.0,,11858.0,155879.0,15824.0,62556.0,554827.0,122754.0,1703773.0,22622.0,195154.0,57963.0,163546.0,2221982.0,,96702.0,733205.0,57938623.0,,3270707.0,1563711.0,346247.0,419171.0,26991.0,1752343.0,98959.0,13681692.0,57029.0,776752.0,115448.0,,339449.0,5734355.0,,3086039.0,9244.0,13664312.0,24406.0,327263.0,,74376.0,26871.0,26236.0,108274.0,71328.0,1404605.0,291.0,321880.0,22101.0,182714.0,10889884.0,128513.0,,1288524.0,280352.0,16096.0,90362.0,7571012.0,636825.0,84.0
1982,239673.0,3730641.0,489247.0,,,145992.0,55305.0,4655855.0,136.0,2041.0,427337.0,30824.0,21196.0,,15771.0,115497.0,65604.0,55468.0,2042801.0,10531.0,2860251.0,5762946.0,9373024.0,152351.0,13652.0,271930.0,1976.0,1094.0,11601.0,533944.0,956362.0,92505.0,979137.0,783.0,21355.0,741361.0,28.0,102394.0,15500.0,421567.0,5791.0,799941.0,,23848056.0,22810.0,334575.0,719882.0,515004.0,57865.0,176324.0,,147445.0,188369.0,514763.0,6778597.0,4053222.0,103303.0,314530.0,,3673.0,255380.0,,42014.0,2323591.0,14243597.0,856182.0,182478.0,17931.0,1049005.0,15444.0,470285.0,,,23889.0,32453.0,199664.0,29647.0,47074.0,1858111.0,110885.0,22245.0,1512910.0,664688.0,595.0,190104.0,629984.0,27675.0,2484760.0,11873.0,284772.0,1177652.0,246696.0,112807.0,2472519.0,1272438.0,1448430.0,7958470.0,,52688.0,201729.0,18972995.0,361989.0,173603.0,30043.0,701165.0,,11585.0,108094.0,17812.0,70064.0,537967.0,103324.0,2149192.0,22622.0,175610.0,56221.0,142761.0,2751706.0,,73988.0,936409.0,53913016.0,,3290913.0,1441775.0,346757.0,474149.0,29560.0,1601429.0,147301.0,14749511.0,56857.0,979331.0,135242.0,,340826.0,6289170.0,,3404052.0,6130.0,15392148.0,18171.0,248298.0,,319812.0,34458.0,30814.0,308989.0,84694.0,1351177.0,,344976.0,17729.0,190134.0,11683164.0,107174.0,,1326836.0,385580.0,25467.0,117163.0,6786745.0,618774.0,108.0
1983,201908.0,1936521.0,535090.0,,,134829.0,47979.0,5225903.0,160.0,930.0,356923.0,33153.0,16589.0,,23321.0,93636.0,69830.0,99617.0,1556533.0,12141.0,3100047.0,8229487.0,7390761.0,165055.0,28295.0,257887.0,1928.0,1458.0,5314.0,590757.0,1122173.0,86814.0,1072870.0,670.0,14844.0,692025.0,,91509.0,15237.0,403942.0,11311.0,797347.0,,27535114.0,24930.0,469111.0,1143136.0,320413.0,47798.0,181534.0,,75584.0,126037.0,664030.0,7273666.0,2847417.0,91908.0,206417.0,,5968.0,278914.0,,38732.0,2136395.0,12523847.0,750634.0,175361.0,28086.0,877089.0,12609.0,332476.0,,,30075.0,43843.0,267605.0,31647.0,54770.0,1587452.0,98504.0,18762.0,1804294.0,606013.0,922.0,200875.0,537272.0,24456.0,3172583.0,14670.0,485242.0,1526911.0,293246.0,153458.0,3281349.0,1345834.0,1675423.0,7478423.0,,112325.0,210623.0,19585972.0,370441.0,206661.0,32221.0,696742.0,,11305.0,142657.0,12552.0,66804.0,542205.0,65152.0,2163555.0,33935.0,161359.0,56921.0,100093.0,3334903.0,,82595.0,1167366.0,51842927.0,,3321330.0,1307659.0,340094.0,696056.0,17513.0,1655543.0,117329.0,14561866.0,78009.0,671620.0,141382.0,,391298.0,6599688.0,,3128589.0,5393.0,16802778.0,20527.0,295634.0,,378110.0,52030.0,28075.0,109039.0,49635.0,1163054.0,,338238.0,13306.0,207399.0,9185244.0,93052.0,,1299559.0,393654.0,23829.0,115237.0,7678301.0,923438.0,141.0
1984,222941.0,1257733.0,648491.0,,,133678.0,72047.0,5435021.0,34.0,1783.0,362903.0,17589.0,7189.0,,21392.0,119036.0,61586.0,143306.0,2192295.0,7786.0,3186826.0,7438110.0,8834467.0,187617.0,14250.0,300116.0,3345.0,2164.0,9985.0,487971.0,570080.0,104180.0,1057046.0,891.0,10542.0,697864.0,,96396.0,15138.0,403399.0,10458.0,758184.0,,28886818.0,27063.0,1104648.0,1775271.0,371994.0,55443.0,186252.0,,106014.0,132667.0,771351.0,8799698.0,5862253.0,64248.0,197219.0,,6558.0,323461.0,,34667.0,2134765.0,13156025.0,877903.0,175618.0,68325.0,771590.0,19439.0,357920.0,,,38181.0,61868.0,257195.0,31542.0,56577.0,1449901.0,90918.0,12041.0,1854916.0,500899.0,129.0,176257.0,557442.0,32442.0,4414271.0,10162.0,490125.0,1662736.0,284216.0,180558.0,3637442.0,1042020.0,1616716.0,10034145.0,,107128.0,198039.0,19537060.0,203806.0,166781.0,43741.0,740020.0,104.0,10413.0,189185.0,13797.0,54444.0,588345.0,44426.0,1894679.0,31741.0,136463.0,62473.0,125704.0,3300800.0,,81952.0,948404.0,52323648.0,,4037751.0,1554779.0,340013.0,818881.0,14404.0,1378018.0,136966.0,15328764.0,72368.0,605944.0,112376.0,,369743.0,7968909.0,,3131812.0,22082.0,15756224.0,24154.0,285620.0,,171600.0,48465.0,28408.0,110101.0,66935.0,1174253.0,114.0,363323.0,15015.0,255420.0,11704027.0,93538.0,,1476284.0,346168.0,16666.0,107764.0,7560143.0,677377.0,215.0
1985,238582.0,1705134.0,416956.0,,,118770.0,62843.0,6060945.0,28.0,2204.0,351020.0,17138.0,18733.0,,17047.0,141404.0,60111.0,84688.0,2696191.0,9409.0,3401403.0,8368786.0,9073447.0,132804.0,13228.0,259647.0,3147.0,3404.0,11654.0,504492.0,918110.0,118672.0,935828.0,1014.0,15947.0,743372.0,29.0,107292.0,15334.0,451920.0,13863.0,925751.0,,32273388.0,27873.0,882433.0,2162582.0,479240.0,61833.0,193775.0,,148687.0,130492.0,622536.0,8921210.0,3392059.0,69997.0,232361.0,,9444.0,304373.0,,40199.0,2540943.0,15852877.0,885343.0,181628.0,19261.0,881368.0,10457.0,402970.0,,,49758.0,65769.0,375943.0,42771.0,56295.0,1298925.0,125934.0,6162.0,2490366.0,764452.0,70.0,138615.0,630241.0,31929.0,8636487.0,15128.0,440110.0,1547505.0,243620.0,201618.0,3142648.0,730413.0,2133736.0,9181562.0,,102262.0,295443.0,20822947.0,178863.0,219171.0,48306.0,840404.0,,8354.0,228110.0,13413.0,72615.0,456466.0,41695.0,1598710.0,31412.0,117631.0,71160.0,69962.0,2489696.0,,84763.0,1025439.0,42524908.0,,4436517.0,1707306.0,328145.0,743702.0,12125.0,1314595.0,123661.0,16507659.0,121568.0,252646.0,131557.0,,387516.0,9019882.0,,3258711.0,16780.0,12670529.0,18436.0,220084.0,,130720.0,39222.0,33463.0,52479.0,95727.0,1088349.0,,282614.0,8923.0,256572.0,16742071.0,89841.0,,1371327.0,350983.0,20188.0,116282.0,8522540.0,688967.0,244.0
1986,192728.0,2461657.0,766778.0,,,112981.0,72265.0,5741847.0,46.0,143.0,281418.0,38011.0,40434.0,,7243.0,641236.0,68485.0,87688.0,2813308.0,11440.0,4130092.0,6776627.0,9624522.0,136821.0,15579.0,251109.0,5000.0,5944.0,6599.0,611566.0,1195336.0,158004.0,733378.0,912.0,15048.0,783520.0,65.0,131026.0,14927.0,449347.0,7064.0,956155.0,,29636955.0,41189.0,908388.0,2124560.0,476687.0,71994.0,213868.0,,47263.0,164463.0,578339.0,10190897.0,2998598.0,63464.0,259039.0,,18691.0,332289.0,,56991.0,2541564.0,13687384.0,907067.0,219290.0,24705.0,707729.0,13015.0,516888.0,,,50352.0,75742.0,230312.0,44366.0,81246.0,1631574.0,93440.0,11184.0,2159911.0,494786.0,427.0,182695.0,576124.0,24254.0,10880356.0,14802.0,511085.0,1910259.0,221256.0,278038.0,3836574.0,851218.0,1774513.0,13040526.0,,179871.0,271463.0,20220877.0,285807.0,175503.0,73166.0,1038153.0,,10626.0,250349.0,12567.0,55431.0,509115.0,40788.0,1863422.0,31205.0,96230.0,81587.0,37478.0,2155456.0,,81221.0,1642929.0,38254369.0,,4395325.0,1832549.0,267326.0,666930.0,11067.0,1540680.0,103211.0,19211155.0,298420.0,402963.0,131004.0,1035.0,330409.0,9564411.0,,3032580.0,10467.0,14366246.0,22116.0,215520.0,,203448.0,44001.0,23374.0,85370.0,82771.0,1077459.0,2016.0,317886.0,14441.0,264227.0,16717917.0,93802.0,,1527156.0,409585.0,21036.0,131732.0,6265612.0,1058168.0,316.0
