,Mauritania,Kenya,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Saudi Arabia,Syrian Arab Republic,Brazil,United Republic of Tanzania,Nepal,Ethiopia,Denmark,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Bangladesh,Republic of Korea,South Africa,Norway,Yemen,Rwanda,Australia & New Zealand,Yugoslav SFR,Mongolia,Guatemala,Algeria,Slovenia,United Arab Emirates,Tajikistan,Latvia,Luxembourg,Israel,Zambia,Belgium,Turkmenistan,Lesotho,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Argentina,Portugal,Poland,"China, mainland",Russian Federation,Ukraine,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Serbia,Germany,Armenia,Uzbekistan,United Kingdom,Canada,Japan,Afghanistan,Iraq,Cyprus,Spain,Morocco,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Thailand,Pakistan,Kuwait,Sudan (former),Czechia,Bhutan,Georgia,India,Austria,Czechoslovakia,Ethiopia PDR,Sweden,Qatar,Mexico,USSR,Romania,Ecuador,Jordan,New Zealand,Ireland,Albania,Western Sahara,Slovakia,France,Italy,Australia,Sudan,Lithuania,Finland,Netherlands,Oman,Turkey,Eritrea,Republic of Moldova,Belgium-Luxembourg
1982,340.0,23920.0,32.0,-1.0,-1.0,-1.0,3121.0,1588585.0,166882.0,3500.0,27020.0,-1.0,1484737.0,-1.0,312000.0,395000.0,7484.0,15128.0,316947.0,64000.0,169181.0,52966.0,-1.0,2539864.0,284000.0,56400.0,270.0,815340.0,-1.0,-1.0,-1.0,-1.0,-1.0,25040.0,2000.0,-1.0,-1.0,1300.0,48220.0,25866.0,-1.0,45898.0,-1.0,1140032.0,1006.0,34900.0,134500.0,5000.0,-1.0,-1.0,57480.0,261858.0,-1.0,-1.0,-1.0,118900.0,76848.0,1236611.0,1140000.0,-1.0,-1.0,84460.0,114822.0,65000.0,-1.0,-1.0,3002448.0,-1.0,-1.0,2222000.0,5148800.0,122900.0,257000.0,1110250.0,42810.0,3615200.0,2046500.0,351851.0,3647400.0,1841038.0,500.0,-1.0,221600.0,160.0,-1.0,-1.0,3650.0,-1.0,1727500.0,339802.0,963747.0,810350.0,634833.0,285.0,229441.0,29706000.0,943061.0,33921.0,48663.0,87428.0,332400.0,12100.0,2300.0,-1.0,2388000.0,352380.0,2452436.0,-1,-1.0,540400.0,43700.0,-1.0,3137000.0,-1.0,-1.0,149394.0
1983,350.0,18700.0,159.0,-1.0,-1.0,-1.0,933.0,1520326.0,120981.0,3500.0,24340.0,-1.0,1347386.0,-1.0,329000.0,631000.0,2496.0,12633.0,328000.0,79000.0,180800.0,50986.0,-1.0,3190293.0,280000.0,74300.0,260.0,718910.0,-1.0,-1.0,-1.0,-1.0,-1.0,21330.0,2000.0,-1.0,-1.0,1300.0,51340.0,50541.0,-1.0,50825.0,-1.0,1200159.0,943.0,17600.0,300000.0,5000.0,-1.0,-1.0,38160.0,276796.0,-1.0,-1.0,-1.0,96300.0,83154.0,1098951.0,1200000.0,-1.0,-1.0,46473.0,105755.0,65000.0,-1.0,-1.0,2924272.0,-1.0,-1.0,2144000.0,4332800.0,123900.0,242000.0,1216575.0,43479.0,3734900.0,2150800.0,322850.0,3937900.0,2006574.0,500.0,-1.0,263100.0,250.0,-1.0,-1.0,3650.0,-1.0,1482800.0,340155.0,818782.0,908000.0,618281.0,214.0,303621.0,31679008.0,740811.0,29756.0,44998.0,81749.0,313400.0,13000.0,2400.0,-1.0,2143100.0,384901.0,3108544.0,-1,-1.0,550400.0,37328.0,-1.0,2900000.0,-1.0,-1.0,154359.0
1984,360.0,6732.0,-1.0,-1.0,-1.0,-1.0,1035.0,1289100.0,73193.0,3500.0,24830.0,-1.0,1180720.0,-1.0,365000.0,489400.0,1947.0,9605.0,337858.0,87000.0,170700.0,49005.0,-1.0,3643520.0,271075.0,85615.0,450.0,993700.0,-1.0,-1.0,-1.0,-1.0,-1.0,13930.0,2200.0,-1.0,-1.0,1300.0,52170.0,67597.0,-1.0,53100.0,-1.0,1200000.0,1150.0,17400.0,214000.0,4000.0,-1.0,-1.0,33150.0,269221.0,-1.0,-1.0,-1.0,107200.0,83791.0,1054429.0,1200000.0,-1.0,-1.0,76523.0,108669.0,60000.0,-1.0,-1.0,2925856.0,-1.0,-1.0,1979000.0,4557000.0,116700.0,234000.0,525425.0,46422.0,4022908.0,2126000.0,315357.0,4540000.0,2163408.0,500.0,-1.0,199900.0,250.0,-1.0,-1.0,3735.0,-1.0,1386000.0,328579.0,776665.0,796310.0,667200.0,284.0,283121.0,30426000.0,671700.0,30702.0,50882.0,125415.0,304300.0,13000.0,2400.0,-1.0,2107000.0,433841.0,3518105.0,-1,-1.0,562300.0,33965.0,-1.0,3240681.0,-1.0,-1.0,151629.0
1985,360.0,6732.0,-1.0,-1.0,-1.0,231.0,2043.0,1385898.0,110308.0,3500.0,27390.0,-1.0,1093722.0,-1.0,312000.0,821000.0,4641.0,24725.0,237495.0,101000.0,168010.0,48000.0,-1.0,3390332.0,263904.0,95540.0,480.0,1389700.0,-1.0,-1.0,-1.0,-1.0,-1.0,18610.0,2500.0,-1.0,-1.0,1300.0,50512.0,64352.0,-1.0,52500.0,-1.0,1020000.0,1150.0,30500.0,190000.0,6000.0,-1.0,-1.0,35040.0,278834.0,-1.0,-1.0,-1.0,75700.0,85880.0,1242287.0,1020000.0,-1.0,-1.0,94307.0,117082.0,60000.0,-1.0,-1.0,2831186.0,-1.0,-1.0,1966000.0,4750300.0,112900.0,221000.0,1356600.0,48161.0,4245580.0,2382600.0,260224.0,4691000.0,2083959.0,500.0,-1.0,190000.0,412.0,-1.0,-1.0,3700.0,-1.0,1253100.0,334079.0,788715.0,828130.0,669500.0,418.0,280529.0,29058000.0,680400.0,29444.0,39920.0,152332.0,298400.0,13000.0,2500.0,-1.0,2255500.0,468412.0,3238000.0,-1,-1.0,645700.0,38738.0,-1.0,3335513.0,-1.0,-1.0,134943.0
1986,360.0,9000.0,-1.0,-1.0,-1.0,214.0,32276.0,1548075.0,102935.0,3500.0,29320.0,-1.0,1078103.0,-1.0,266000.0,442000.0,5000.0,21996.0,190456.0,91000.0,174520.0,48072.0,-1.0,2412551.0,267198.0,100687.0,500.0,1211900.0,-1.0,-1.0,-1.0,-1.0,-1.0,17680.0,2500.0,-1.0,-1.0,1300.0,54720.0,50521.0,-1.0,55000.0,-1.0,1100000.0,1100.0,37500.0,200000.0,8000.0,-1.0,-1.0,22720.0,252538.0,-1.0,-1.0,-1.0,76255.0,73825.0,1335306.0,1100000.0,-1.0,-1.0,94900.0,104513.0,60000.0,-1.0,-1.0,2842759.0,-1.0,-1.0,1917000.0,4828700.0,107400.0,213000.0,1456000.0,46823.0,4340320.0,2471800.0,317651.0,4846000.0,1973145.0,500.0,-1.0,188800.0,406.0,-1.0,-1.0,3800.0,-1.0,1368800.0,332685.0,821233.0,926630.0,638400.0,551.0,266485.0,29964000.0,680000.0,64236.0,19675.0,138551.0,265000.0,13000.0,2600.0,-1.0,2098000.0,464656.0,2274000.0,-1,-1.0,589400.0,42019.0,-1.0,3329060.0,-1.0,-1.0,145925.0
1987,370.0,14000.0,-1.0,-1.0,-1.0,214.0,37704.0,1569866.0,101655.0,3500.0,28560.0,-1.0,943112.0,-1.0,240000.0,639000.0,4144.0,19499.0,205594.0,100000.0,162900.0,46889.0,-1.0,2445400.0,213000.0,99670.0,500.0,1089000.0,-1.0,-1.0,-1.0,-1.0,-1.0,15130.0,2500.0,-1.0,-1.0,1300.0,51080.0,61465.0,-1.0,47000.0,-1.0,990000.0,1100.0,46900.0,249518.0,10150.0,-1.0,-1.0,16370.0,204884.0,-1.0,-1.0,-1.0,131138.0,70516.0,1285712.0,990000.0,-1.0,-1.0,93150.0,110574.0,60000.0,-1.0,-1.0,2741115.0,-1.0,-1.0,1830000.0,5004200.0,111470.0,213000.0,972475.0,48161.0,4400605.0,2314500.0,295133.0,4029500.0,2220391.0,580.0,-1.0,182300.0,450.0,-1.0,-1.0,3800.0,-1.0,1224700.0,291496.0,834125.0,902290.0,544500.0,840.0,286225.0,30654000.0,666100.0,61400.0,45208.0,99400.0,255000.0,13000.0,2600.0,-1.0,1975000.0,444894.0,2346000.0,-1,-1.0,582900.0,50313.0,-1.0,3298112.0,-1.0,-1.0,139919.0
1988,380.0,18000.0,-1.0,-1.0,-1.0,75.0,44711.0,1844100.0,101979.0,3500.0,29110.0,-1.0,1154288.0,-1.0,234000.0,151000.0,5374.0,17910.0,195282.0,80000.0,172960.0,44252.0,-1.0,2270612.0,221821.0,101497.0,500.0,674490.0,-1.0,-1.0,-1.0,-1.0,-1.0,13960.0,2500.0,-1.0,-1.0,1300.0,54370.0,82650.0,-1.0,37387.0,-1.0,980000.0,1300.0,53400.0,232893.0,10789.0,-1.0,-1.0,24070.0,263694.0,-1.0,-1.0,-1.0,139160.0,62687.0,1250253.0,980000.0,-1.0,-1.0,88545.0,123696.0,60000.0,-1.0,-1.0,2710209.0,-1.0,-1.0,1878000.0,4152400.0,113880.0,212000.0,1313850.0,53512.0,4257300.0,2499200.0,345163.0,3090000.0,2383456.0,580.0,-1.0,145000.0,556.0,-1.0,-1.0,2580.0,-1.0,1142700.0,292384.0,792741.0,1056720.0,539900.0,928.0,247214.0,29611008.0,764000.0,61090.0,55430.0,80500.0,242500.0,13000.0,2700.0,-1.0,1863000.0,449774.0,2190112.0,-1,-1.0,681700.0,62612.0,-1.0,3425789.0,-1.0,-1.0,137791.0
1989,390.0,21110.0,-1.0,-1.0,-1.0,-1.0,52077.0,2891700.0,113001.0,3500.0,29450.0,-1.0,987586.0,-1.0,231300.0,412000.0,5665.0,18609.0,178376.0,97000.0,175152.0,52857.0,-1.0,2393835.0,242478.0,104000.0,676.0,1050000.0,-1.0,-1.0,-1.0,-1.0,-1.0,14320.0,2500.0,-1.0,-1.0,1000.0,55480.0,90644.0,-1.0,49679.0,-1.0,1150000.0,1000.0,49800.0,252035.0,10915.0,-1.0,-1.0,24590.0,282585.0,-1.0,-1.0,-1.0,162030.0,69000.0,1174748.0,1150000.0,-1.0,-1.0,89113.0,120215.0,60000.0,-1.0,-1.0,2640401.0,-1.0,-1.0,1653200.0,4727000.0,112970.0,211000.0,913175.0,54217.0,4311700.0,2398900.0,360075.0,3364000.0,2651125.0,580.0,580.0,158700.0,600.0,-1.0,-1.0,3000.0,-1.0,1081100.0,291876.0,751105.0,958470.0,476580.0,1029.0,263526.0,26116000.0,767800.0,54540.0,32456.0,83900.0,236500.0,13200.0,2800.0,-1.0,1834432.0,470648.0,2309935.0,-1,-1.0,516900.0,49943.0,-1.0,3332000.0,-1.0,-1.0,125000.0
1990,400.0,23210.0,0.0,-1.0,-1.0,-1.0,55771.0,2729000.0,105067.0,2987.0,29540.0,-1.0,901115.0,-1.0,179000.0,509300.0,4850.0,18605.0,159135.0,110000.0,178194.0,52325.0,0.0,2543800.0,244957.0,87976.0,788.0,1095120.0,-1.0,-1.0,-1.0,-1.0,-1.0,14681.0,1953.0,-1.0,-1.0,260.0,60036.0,71000.0,-1.0,53350.0,-1.0,1178071.0,1100.0,54300.0,296742.0,11405.0,-1.0,-1.0,26320.0,297000.0,-1.0,-1.0,-1.0,148900.0,66716.0,1174113.0,1178071.0,-1.0,-1.0,95397.0,75098.0,60000.0,-1.0,-1.0,2612519.0,-1.0,-1.0,1516100.0,4528700.0,106100.0,205000.0,1922100.0,52330.0,4357800.0,2414900.0,359950.0,3047000.0,2628299.0,613.0,803.0,154700.0,430.0,0.0,-1.0,3900.0,-1.0,990600.0,292424.0,744646.0,912140.0,467720.0,797.0,262840.0,26170000.0,749011.0,53110.0,48020.0,93800.0,206600.0,5000.0,2900.0,-1.0,1758400.0,467085.0,2450000.0,-1,-1.0,485500.0,40388.0,-1.0,3321437.0,-1.0,-1.0,109000.0
1991,417.0,23000.0,0.0,-1.0,-1.0,-1.0,60576.0,2233000.0,97443.0,3070.0,29610.0,-1.0,938577.0,-1.0,171000.0,552000.0,5600.0,17618.0,126950.0,135000.0,180872.0,42076.0,0.0,2731200.0,244591.0,59000.0,770.0,1555670.0,-1.0,-1.0,-1.0,-1.0,-1.0,13207.0,714.0,-1.0,-1.0,1413.0,59350.0,82700.0,-1.0,64575.0,-1.0,1650000.0,800.0,49500.0,260000.0,11408.0,-1.0,-1.0,31710.0,356710.0,-1.0,-1.0,-1.0,233480.0,66045.0,1237389.0,1650000.0,-1.0,-1.0,92335.0,113401.0,60545.0,-1.0,-1.0,2535377.0,-1.0,-1.0,1392700.0,4217000.0,95100.0,204000.0,1311250.0,43790.0,4412800.0,2356900.0,383470.0,3405000.0,2393603.0,501.0,1951.0,156800.0,300.0,0.0,-1.0,4055.0,-1.0,962200.0,296905.0,792136.0,724060.0,467790.0,1232.0,284096.0,28592000.0,1017736.0,60250.0,57096.0,81200.0,193400.0,3600.0,3000.0,-1.0,1749900.0,471717.0,2650000.0,-1,-1.0,540900.0,41876.0,-1.0,3441052.0,-1.0,-1.0,92000.0
1992,380.0,23000.0,0.0,1102000.0,32873.0,-1.0,62239.0,2267000.0,66849.0,2967.0,29660.0,-1.0,910392.0,55421.0,169000.0,476600.0,1136.0,16060.0,103294.0,134000.0,175784.0,48590.0,0.0,3012400.0,-1.0,52600.0,800.0,1558050.0,8146.0,-1.0,55000.0,350400.0,-1.0,10519.0,1900.0,-1.0,60529.0,1514.0,59700.0,124800.0,176000.0,104089.0,23200.0,1600000.0,796.0,33414.0,185000.0,11607.0,263500.0,-1.0,28390.0,479954.0,-1.0,5627400.0,287951.0,228700.0,66650.0,1197899.0,1600000.0,14559600.0,3425286.0,90304.0,81766.0,55000.0,115000.0,-1.0,2407963.0,92851.0,304000.0,1299000.0,3792000.0,84300.0,250000.0,2012000.0,60000.0,4112165.0,2232900.0,391249.0,2948200.0,2210865.0,531.0,2895.0,149000.0,230.0,0.0,-1.0,3978.0,44500.0,953900.0,274972.0,887000.0,743130.0,432000.0,1139.0,289974.0,-1.0,628367.0,61930.0,69172.0,65400.0,184400.0,4035.0,3034.0,-1.0,1800000.0,450189.0,2947000.0,-1,611400.0,472900.0,34068.0,-1.0,3383660.0,-1.0,122877.0,91000.0
1993,340.0,20000.0,0.0,1115000.0,36605.0,-1.0,211641.0,2168877.0,67063.0,3000.0,29680.0,578790.0,713000.0,56424.0,166000.0,512300.0,6400.0,12296.0,116817.0,116000.0,171920.0,50618.0,-1.0,3501870.0,-1.0,47400.0,900.0,652630.0,9093.0,-1.0,38000.0,275300.0,-1.0,12474.0,2700.0,-1.0,83700.0,1500.0,61550.0,88300.0,188000.0,60410.0,20400.0,1500000.0,700.0,36232.0,105000.0,10000.0,235500.0,-1.0,22920.0,429335.0,-1.0,6884600.0,218100.0,198850.0,61643.0,1167693.0,1500000.0,15478420.0,4215000.0,88927.0,101171.0,50000.0,104356.0,-1.0,2200800.0,80500.0,305700.0,1166000.0,4159000.0,77180.0,250000.0,2314000.0,64000.0,3540925.0,2150800.0,361600.0,2732900.0,2101325.0,581.0,6000.0,159500.0,235.0,-1.0,636461.0,4000.0,34000.0,915600.0,265348.0,-1.0,-1.0,397060.0,1659.0,234156.0,-1.0,637100.0,63540.0,27289.0,77400.0,180800.0,3117.0,3100.0,247391.0,1622000.0,425099.0,3424470.0,-1,587500.0,458900.0,40400.0,-1.0,3463989.0,44300.0,138739.0,79935.0
1994,383.0,16000.0,0.0,1267000.0,36225.0,-1.0,315940.0,1894044.0,53607.0,2913.0,30000.0,934140.0,704443.0,59697.0,160000.0,244800.0,5650.0,10072.0,84822.0,120000.0,169000.0,48814.0,-1.0,2544990.0,-1.0,15400.0,1000.0,361080.0,12652.0,-1.0,38900.0,264100.0,-1.0,12068.0,2400.0,-1.0,86000.0,1297.0,55150.0,73200.0,160000.0,62129.0,17000.0,1600000.0,600.0,29009.0,85000.0,11078.0,206700.0,12598.0,28180.0,422727.0,-1.0,5649700.0,217933.0,149260.0,58388.0,1031953.0,1600000.0,16403900.0,5092000.0,83729.0,112550.0,87000.0,114000.0,-1.0,2069500.0,70000.0,348600.0,1108000.0,4092000.0,62330.0,250000.0,1535000.0,60000.0,3539500.0,2582400.0,389572.0,2698100.0,1757000.0,650.0,7700.0,150600.0,240.0,-1.0,640367.0,3926.0,26700.0,794100.0,252746.0,-1.0,-1.0,449000.0,1154.0,115815.0,-1.0,785000.0,55700.0,52220.0,74500.0,169700.0,3826.0,3022.0,238000.0,1405000.0,392498.0,2470490.0,-1,619900.0,505700.0,43700.0,-1.0,3482745.0,38855.0,147000.0,72000.0
1995,396.0,17000.0,0.0,1033000.0,32518.0,-1.0,144957.0,1963252.0,69458.0,3114.0,31000.0,1140580.0,719500.0,54874.0,156300.0,121500.0,2355.0,10000.0,89814.0,125000.0,175020.0,49451.0,-1.0,3176790.0,-1.0,5400.0,990.0,824170.0,12719.0,-1.0,36200.0,195900.0,-1.0,11428.0,1900.0,-1.0,147000.0,1284.0,54681.0,130900.0,166800.0,188143.0,16200.0,1700000.0,550.0,20443.0,50000.0,11320.0,150700.0,15075.0,25175.0,393230.0,-1.0,3933700.0,186468.0,217880.0,50887.0,1047578.0,1700000.0,14709900.0,4413200.0,85403.0,114804.0,75000.0,121000.0,-1.0,2108700.0,70000.0,267000.0,1193000.0,4363000.0,58870.0,225000.0,1389000.0,57000.0,3555900.0,1578500.0,396211.0,2541000.0,1752000.0,641.0,10000.0,165000.0,245.0,-1.0,557616.0,3949.0,30300.0,890800.0,229099.0,-1.0,-1.0,453400.0,1240.0,246407.0,-1.0,581724.0,48680.0,83830.0,66200.0,178600.0,3229.0,3200.0,233573.0,1386000.0,374000.0,3110590.0,-1,544500.0,516200.0,35600.0,-1.0,3499285.0,43323.0,134928.0,66000.0
1996,367.0,21750.0,0.0,935000.0,31034.0,-1.0,94503.0,1549811.0,84067.0,2500.0,39400.0,1059960.0,738000.0,48916.0,152000.0,703960.0,5300.0,9354.0,95131.0,127000.0,174630.0,48821.0,-1.0,3441300.0,-1.0,5412.0,1096.0,1282500.0,12543.0,-1.0,30000.0,176400.0,-1.0,6390.0,2200.0,-1.0,25000.0,1640.0,51059.0,146100.0,152561.0,44524.0,18000.0,1600000.0,900.0,18714.0,59000.0,11253.0,108400.0,14685.0,23340.0,325151.0,-1.0,3280700.0,148028.0,249860.0,45508.0,1129754.0,1600000.0,11776000.0,3425300.0,86905.0,128561.0,72000.0,143000.0,-1.0,2208408.0,77400.0,185000.0,1269000.0,4888000.0,57070.0,220000.0,1650000.0,55000.0,3572200.0,2430000.0,260517.0,2714000.0,1674140.0,658.0,11715.0,171600.0,426.0,-1.0,599847.0,4041.0,30200.0,824000.0,259648.0,-1.0,-1.0,468600.0,1414.0,283295.0,-1.0,515356.0,60571.0,52174.0,74300.0,181400.0,2388.0,3021.0,225702.0,1535000.0,359362.0,3367000.0,-1,473800.0,542500.0,35500.0,-1.0,3631150.0,37836.0,108593.0,63000.0
1997,340.0,32000.0,0.0,885000.0,33759.0,-1.0,59433.0,1572193.0,127633.0,2400.0,35000.0,897360.0,720000.0,50936.0,145000.0,311000.0,10700.0,9407.0,69536.0,132000.0,174700.0,48846.0,-1.0,3597600.0,-1.0,3379.0,1424.0,264840.0,10828.0,-1.0,25000.0,188700.0,-1.0,6640.0,2000.0,-1.0,94000.0,1357.0,48115.0,118900.0,102100.0,57705.0,21571.0,1619023.0,500.0,9580.0,85000.0,16384.0,83200.0,12725.0,22018.0,370042.0,-1.0,2777410.0,165729.0,323000.0,32779.0,1241996.0,1619023.0,11837600.0,3704000.0,84108.0,129512.0,70000.0,133000.0,-1.0,2273950.0,74200.0,194000.0,1359000.0,4700000.0,57450.0,200000.0,1173000.0,37500.0,3682160.0,1996000.0,291306.0,2508000.0,1501486.0,676.0,7757.0,152100.0,396.0,-1.0,646492.0,5000.0,40400.0,757400.0,260641.0,-1.0,-1.0,482900.0,1571.0,243522.0,-1.0,626500.0,45236.0,50349.0,76600.0,189800.0,2565.0,3300.0,242640.0,1690000.0,356661.0,3521000.0,-1,503000.0,582800.0,42000.0,-1.0,3661795.0,38737.0,129477.0,63500.0
1998,349.0,12504.0,0.0,839000.0,42737.0,-1.0,45685.0,1542619.0,156005.0,2700.0,36850.0,897200.0,686000.0,53541.0,137000.0,260000.0,9879.0,9270.0,83406.0,112000.0,167000.0,49436.0,-1.0,3225900.0,-1.0,4412.0,1839.0,939210.0,10871.0,-1.0,28000.0,165900.0,-1.0,7611.0,1900.0,-1.0,60000.0,1100.0,49020.0,72800.0,60123.0,60000.0,24065.0,1362000.0,519.0,6132.0,135000.0,11500.0,80900.0,12631.0,26632.0,368865.0,-1.0,1767200.0,166800.0,212165.0,26221.0,1137556.0,1362000.0,7074000.0,3561600.0,85666.0,146313.0,50000.0,135000.0,-1.0,2180849.0,61000.0,144000.0,1253000.0,4272000.0,54720.0,200000.0,1213000.0,53000.0,3535200.0,2426000.0,289948.0,2373000.0,1824966.0,691.0,8439.0,162700.0,892.0,-1.0,577694.0,5000.0,26353.0,857800.0,265622.0,-1.0,-1.0,444960.0,1580.0,267548.0,-1.0,517200.0,43007.0,33434.0,58900.0,190700.0,1700.0,3022.0,249008.0,1631000.0,362631.0,3167000.0,-1,462900.0,578100.0,39126.0,-1.0,3678867.0,45546.0,107330.0,66700.0
1999,340.0,19300.0,0.0,811000.0,44517.0,-1.0,41268.0,1414227.0,137224.0,2350.0,31843.0,1045380.0,728000.0,50289.0,126600.0,466000.0,3079.0,8498.0,75071.0,101700.0,182600.0,36795.0,-1.0,2644800.0,-1.0,3036.0,1920.0,468960.0,10935.0,-1.0,32812.0,142700.0,-1.0,2153.0,2200.0,-1.0,50000.0,769.0,48940.0,54900.0,56496.0,56764.0,22543.0,1320000.0,539.0,6299.0,155000.0,12600.0,102000.0,7197.0,26502.0,333691.0,-1.0,1700700.0,153900.0,184605.0,24634.0,1107456.0,1320000.0,7421900.0,3475200.0,88355.0,142660.0,41000.0,117000.0,-1.0,2212880.0,51000.0,57600.0,1179000.0,4069300.0,52000.0,180000.0,1220000.0,52000.0,3106600.0,2069880.0,254690.0,1916000.0,1402990.0,700.0,8792.0,137200.0,1089.0,-1.0,542910.0,5000.0,28317.0,792800.0,243886.0,-1.0,-1.0,481987.0,1537.0,226986.0,-1.0,415500.0,48312.0,3681.0,55800.0,192000.0,1600.0,3400.0,245867.0,1500430.0,353850.0,2589000.0,-1,421200.0,581000.0,57965.0,-1.0,3589942.0,43377.0,107984.0,52588.0
2000,340.0,20310.0,-1.0,736000.0,46363.0,-1.0,25550.0,1316893.0,143779.0,3500.0,28196.0,880360.0,741048.0,49765.0,119300.0,372000.0,5128.0,6880.0,67505.0,78000.0,162740.0,37075.0,-1.0,3508500.0,-1.0,1663.0,1700.0,215630.0,11570.0,-1.0,35834.0,130600.0,10538.0,2031.0,2200.0,48500.0,45000.0,800.0,45740.0,88600.0,108480.0,48896.0,22561.0,1070000.0,542.0,7448.0,180000.0,8700.0,70332.0,9110.0,17208.0,324744.0,-1.0,1625200.0,165072.0,247830.0,21755.0,1095998.0,1070000.0,8456500.0,3689100.0,88569.0,155584.0,34000.0,110618.0,-1.0,2067590.0,47100.0,60000.0,1128000.0,4468100.0,53500.0,124000.0,1110000.0,45000.0,3278025.0,2250900.0,251962.0,2104388.0,1194477.0,780.0,6132.0,123600.0,1040.0,-1.0,494737.0,1500.0,31006.0,724500.0,223762.0,-1.0,-1.0,411224.0,1381.0,290380.0,-1.0,411900.0,44772.0,13379.0,54500.0,182300.0,1200.0,2600.0,199365.0,1533848.0,345331.0,3454000.0,-1,353200.0,559000.0,47100.0,-1.0,3518718.0,46350.0,105700.0,-1.0
2001,500.0,28999.0,-1.0,755000.0,51172.0,-1.0,45066.0,1302760.0,142985.0,4500.0,28194.0,938010.0,743833.0,49000.0,115300.0,199000.0,4554.0,5668.0,90641.0,73000.0,176850.0,41278.0,-1.0,3777192.0,-1.0,3214.0,1760.0,515690.0,12664.0,-1.0,18000.0,124000.0,11622.0,8820.0,2400.0,51500.0,45000.0,1151.0,43845.0,129000.0,146149.0,30899.0,23192.0,770000.0,550.0,4030.0,180500.0,7000.0,67280.0,10300.0,15370.0,367467.0,-1.0,1711500.0,134300.0,246490.0,11759.0,1071154.0,770000.0,9713400.0,3920800.0,89476.0,153833.0,35630.0,131056.0,-1.0,2111822.0,79600.0,75000.0,1245000.0,4149500.0,60540.0,87000.0,1200000.0,50200.0,2992088.0,2126000.0,292197.0,1729240.0,1487179.0,778.0,6913.0,113000.0,1325.0,-1.0,495128.0,1248.0,44973.0,777500.0,217473.0,-1.0,-1.0,397499.0,1298.0,310702.0,-1.0,528800.0,44680.0,20268.0,70192.0,182000.0,1200.0,3000.0,186400.0,1705000.0,333000.0,3707000.0,-1,335500.0,547200.0,66700.0,-1.0,3513640.0,48381.0,97947.0,-1.0
2002,400.0,29702.0,-1.0,675100.0,50653.0,-1.0,25425.0,1234010.0,147397.0,5500.0,27722.0,821383.0,824508.0,48390.0,113000.0,98000.0,3000.0,4048.0,80911.0,72000.0,180600.0,40112.0,-1.0,3942097.0,-1.0,2623.0,1480.0,401400.0,12392.0,-1.0,24900.0,132100.0,9585.0,8360.0,2450.0,45400.0,55000.0,1230.0,39161.0,102800.0,129470.0,33007.0,24092.0,914000.0,510.0,6435.0,177423.0,11500.0,63600.0,10945.0,17450.0,370460.0,-1.0,1736835.0,129965.0,250760.0,11197.0,1050714.0,914000.0,9502000.0,4152700.0,88140.0,154179.0,39000.0,132080.0,-1.0,1970335.0,61701.0,129300.0,1101000.0,3341800.0,64490.0,236000.0,1299640.0,52900.0,3101524.0,2002400.0,388797.0,1668537.0,1670000.0,777.0,7000.0,110600.0,1563.0,-1.0,488070.0,1590.0,38403.0,659500.0,200948.0,-1.0,-1.0,416842.0,1295.0,282336.0,-1.0,549738.0,45860.0,55377.0,78097.0,176000.0,800.0,2600.0,194691.0,1641274.0,342825.0,3864000.0,-1,365000.0,522600.0,56940.0,-1.0,3597897.0,40437.0,112501.0,-1.0
2003,570.0,8930.0,-1.0,630922.0,53833.0,-1.0,22535.0,1253580.0,119224.0,7000.0,27555.0,1075437.0,709874.0,46540.0,103900.0,310000.0,12000.0,2383.0,64541.0,84220.0,161615.0,37755.0,-1.0,4541700.0,-1.0,1823.0,1250.0,782380.0,13789.0,-1.0,33900.0,129200.0,10356.0,7790.0,2650.0,40806.0,55000.0,1262.0,39368.0,117700.0,139849.0,49009.0,21056.0,775000.0,540.0,4485.0,180000.0,13911.0,86859.0,11166.0,17530.0,340786.0,-1.0,1886875.0,131431.0,334348.0,11497.0,1016150.0,775000.0,9227500.0,4600900.0,90325.0,151076.0,34000.0,110773.0,-1.0,2074622.0,60392.0,110800.0,1078000.0,4397100.0,63600.0,270000.0,1063250.0,65007.0,3170400.0,2266500.0,270612.0,1912970.0,1510128.0,774.0,11500.0,107700.0,970.0,-1.0,549954.0,540.0,36417.0,701600.0,212308.0,-1.0,-1.0,368472.0,1702.0,364500.0,-1.0,317235.0,37009.0,25919.0,64700.0,183100.0,1550.0,2822.0,269271.0,1757947.0,309726.0,4477000.0,-1,308300.0,529500.0,54925.0,-1.0,3384628.0,43965.0,78535.0,-1.0
