,Kenya,Belarus,Croatia,Syrian Arab Republic,Brazil,Ethiopia,Denmark,The former Yugoslav Republic of Macedonia,Greece,Ireland,Zimbabwe,Kyrgyzstan,Norway,Australia & New Zealand,Yugoslav SFR,Mongolia,Algeria,Slovenia,Ukraine,Israel,Belgium,Lesotho,Switzerland,Uruguay,Azerbaijan,Bosnia and Herzegovina,China,Colombia,Latvia,Lebanon,Uzbekistan,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Argentina,Portugal,Poland,"China, mainland",Russian Federation,Italy,Luxembourg,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Czechoslovakia,Serbia,Germany,Armenia,United Kingdom,Canada,Japan,Iraq,Cyprus,Spain,New Zealand,Bulgaria,United States of America,Democratic Republic of the Congo,Kuwait,Czechia,Bhutan,Ghana,Georgia,Tajikistan,Austria,Morocco,Ethiopia PDR,Sweden,USSR,Mexico,Romania,Ecuador,Tunisia,Albania,Turkmenistan,France,South Africa,Australia,Lithuania,Finland,Netherlands,Belgium-Luxembourg,Slovakia,Republic of Moldova,Turkey
1961,4775.0,-1.0,-1.0,2641.0,20762.0,-1.0,683402.0,-1.0,144086.0,381400.0,-1.0,-1.0,173700.0,1042897.0,437300.0,12000.0,23214.0,-1.0,-1.0,1100.0,-1.0,837.0,47200.0,64407.0,-1.0,-1.0,1100000.0,-1.0,-1.0,1900.0,-1.0,101490.0,152461.0,-1.0,-1.0,-1.0,700000.0,64952.0,2940000.0,1100000.0,-1.0,584800.0,-1.0,4000.0,2200.0,80000.0,-1.0,958932.0,-1.0,2768654.0,-1.0,1861506.0,4379000.0,167900.0,-1.0,1321.0,494900.0,42627.0,206569.0,14665374.0,12828.0,-1,-1.0,-1,-1.0,-1.0,-1.0,335090.0,14000.0,5000.0,1393740.0,8000000.0,68395.0,274900.0,500.0,4540.0,11753.0,-1,2590690.0,118183.0,1000270.0,-1.0,941020.0,593000.0,514450.0,-1.0,-1.0,435000.0
1962,1317.0,-1.0,-1.0,2641.0,19957.0,-1.0,608788.0,-1.0,151904.0,396000.0,-1.0,-1.0,106700.0,1282687.0,313400.0,19000.0,31400.0,-1.0,-1.0,1300.0,-1.0,1000.0,49200.0,56575.0,-1.0,-1.0,1200000.0,-1.0,-1.0,1700.0,-1.0,81770.0,132649.0,-1.0,-1.0,-1.0,487200.0,103600.0,2740000.0,1200000.0,-1.0,597200.0,-1.0,4000.0,2300.0,85000.0,-1.0,904800.0,-1.0,3386253.0,-1.0,1777047.0,7597000.0,150400.0,-1.0,2032.0,512953.0,34221.0,113777.0,14693000.0,12267.0,-1,-1.0,-1,-1.0,-1.0,-1.0,332159.0,22000.0,5000.0,1184040.0,5120000.0,74287.0,167200.0,550.0,5700.0,16287.0,-1,2627580.0,99000.0,1248466.0,-1.0,615753.0,632000.0,496486.0,-1.0,-1.0,450000.0
1963,1645.0,-1.0,-1.0,1686.0,18173.0,-1.0,670741.0,-1.0,127312.0,368300.0,-1.0,-1.0,112817.0,1256705.0,353300.0,15600.0,30911.0,-1.0,-1.0,1400.0,-1.0,1000.0,35100.0,55877.0,-1.0,-1.0,1100000.0,-1.0,-1.0,1800.0,-1.0,93680.0,123107.0,-1.0,-1.0,-1.0,906000.0,99000.0,2830000.0,1100000.0,-1.0,547900.0,-1.0,4400.0,2300.0,85000.0,-1.0,796617.0,-1.0,3127799.0,-1.0,1471160.0,6876000.0,147800.0,-1.0,2146.0,465700.0,18663.0,133249.0,14015000.0,657.0,-1,-1.0,-1,-1.0,-1.0,-1.0,341668.0,15000.0,5000.0,1156330.0,3570000.0,78779.0,123900.0,600.0,8800.0,10996.0,-1,2875980.0,104000.0,1238042.0,-1.0,820100.0,570000.0,464641.0,-1.0,-1.0,500000.0
1964,1000.0,-1.0,-1.0,2235.0,19274.0,-1.0,820747.0,-1.0,139512.0,312700.0,-1.0,-1.0,125510.0,1298888.0,298900.0,19700.0,35521.0,-1.0,-1.0,2000.0,-1.0,1000.0,37600.0,85685.0,-1.0,-1.0,1100000.0,-1.0,-1.0,2100.0,-1.0,85780.0,60188.0,-1.0,-1.0,-1.0,804500.0,67622.0,2218000.0,1100000.0,-1.0,465600.0,-1.0,4200.0,2464.0,85000.0,-1.0,669007.0,-1.0,3082776.0,-1.0,1354738.0,5352000.0,121400.0,-1.0,1016.0,389567.0,28028.0,148636.0,12371054.0,6200.0,-1,-1.0,-1,-1.0,-1.0,-1.0,326832.0,21000.0,5000.0,1447700.0,4970000.0,79844.0,78700.0,550.0,5000.0,15322.0,-1,2309970.0,120000.0,1270860.0,-1.0,742000.0,546000.0,430911.0,-1.0,-1.0,550000.0
1965,1321.0,-1.0,-1.0,2928.0,23033.0,-1.0,779883.0,-1.0,150268.0,324269.0,-1.0,-1.0,113297.0,1147306.0,342100.0,19400.0,20595.0,-1.0,-1.0,400.0,-1.0,1000.0,30200.0,67780.0,-1.0,-1.0,1200000.0,-1.0,-1.0,2000.0,-1.0,82236.0,73033.0,-1.0,-1.0,-1.0,480000.0,98834.0,2476000.0,1200000.0,-1.0,527300.0,-1.0,4600.0,8994.0,85000.0,-1.0,630439.0,-1.0,2809816.0,-1.0,1240382.0,6169000.0,136700.0,-1.0,1595.0,369700.0,45249.0,104271.0,13493086.0,8202.0,-1,-1.0,-1,-1.0,-1.0,-1.0,274111.0,20000.0,5000.0,1340300.0,5570000.0,80627.0,123950.0,500.0,6000.0,17200.0,-1,2508580.0,93000.0,1102057.0,-1.0,1020100.0,362816.0,368914.0,-1.0,-1.0,540000.0
1966,1118.0,-1.0,-1.0,2200.0,23238.0,-1.0,863407.0,-1.0,166962.0,283000.0,-1.0,-1.0,91452.0,1986855.0,386000.0,26200.0,6521.0,-1.0,-1.0,150.0,-1.0,1000.0,33000.0,71708.0,-1.0,-1.0,1000000.0,-1.0,-1.0,3000.0,-1.0,107358.0,85793.0,-1.0,-1.0,-1.0,540000.0,63291.0,2594000.0,1000000.0,-1.0,476700.0,-1.0,4400.0,1302.0,90000.0,-1.0,746217.0,-1.0,3043394.0,-1.0,1127112.0,5778000.0,102300.0,-1.0,1016.0,442100.0,43527.0,182267.0,11660712.0,7956.0,-1,-1.0,-1,-1.0,-1.0,-1.0,325169.0,13000.0,5000.0,1154160.0,8280000.0,62670.0,169900.0,600.0,5000.0,19000.0,-1,2578110.0,88000.0,1943328.0,-1.0,880806.0,357156.0,355832.0,-1.0,-1.0,510000.0
1967,1237.0,-1.0,-1.0,2300.0,21274.0,-1.0,903893.0,-1.0,153435.0,293600.0,-1.0,-1.0,122836.0,747189.0,363000.0,29900.0,26441.0,-1.0,-1.0,500.0,-1.0,1000.0,31900.0,32954.0,-1.0,-1.0,1000000.0,-1.0,-1.0,1500.0,-1.0,115200.0,97428.0,-1.0,-1.0,-1.0,690000.0,110770.0,2768000.0,1000000.0,-1.0,555900.0,-1.0,4000.0,1279.0,90000.0,-1.0,968072.0,-1.0,3563798.0,-1.0,1393112.0,4653928.0,100800.0,-1.0,1321.0,492269.0,28177.0,168764.0,11522678.0,8354.0,-1,-1.0,-1,-1.0,-1.0,-1.0,335691.0,12000.0,5000.0,1395860.0,10420000.0,48428.0,162800.0,500.0,7000.0,18600.0,-1,2821120.0,169000.0,719012.0,-1.0,939867.0,365425.0,449093.0,-1.0,-1.0,510000.0
1968,3910.0,-1.0,-1.0,2592.0,25589.0,-1.0,863036.0,-1.0,97726.0,285500.0,-1.0,-1.0,175612.0,1754833.0,295000.0,20700.0,41372.0,-1.0,-1.0,500.0,-1.0,1000.0,29500.0,73155.0,-1.0,-1.0,800000.0,-1.0,-1.0,1560.0,-1.0,162873.0,71738.0,-1.0,-1.0,-1.0,490000.0,129424.0,2831000.0,800000.0,-1.0,389800.0,-1.0,4100.0,859.0,90000.0,-1.0,869251.0,-1.0,3756973.0,-1.0,1230401.0,5501027.0,92700.0,-1.0,1219.0,538913.0,44761.0,75777.0,13799930.0,10000.0,-1,-1.0,-1,-1.0,-1.0,-1.0,324063.0,21430.0,5000.0,1584060.0,10470000.0,42579.0,113926.0,480.0,7000.0,19000.0,-1,2528210.0,115000.0,1710072.0,-1.0,1063700.0,317998.0,397866.0,-1.0,-1.0,450000.0
1969,3700.0,-1.0,-1.0,2267.0,25824.0,-1.0,765284.0,-1.0,102127.0,251400.0,-1.0,-1.0,139718.0,1298639.0,307720.0,13200.0,43733.0,-1.0,-1.0,600.0,-1.0,1000.0,36500.0,37594.0,-1.0,-1.0,800000.0,-1.0,-1.0,2800.0,-1.0,95154.0,86088.0,-1.0,-1.0,-1.0,425000.0,79354.0,3063000.0,800000.0,-1.0,491100.0,-1.0,4300.0,877.0,95000.0,-1.0,968514.0,-1.0,3816889.0,-1.0,1313893.0,5473191.0,66700.0,-1.0,1422.0,537300.0,52146.0,78344.0,14019719.0,10000.0,-1,-1.0,-1,-1.0,-1.0,-1.0,288363.0,10800.0,5000.0,1129220.0,11760000.0,29124.0,136700.0,400.0,7000.0,19500.0,-1,2309080.0,90000.0,1246493.0,-1.0,1137700.0,321655.0,368940.0,-1.0,-1.0,468000.0
1970,3700.0,-1.0,-1.0,2017.0,26754.0,-1.0,631239.0,-1.0,106939.0,207000.0,-1.0,-1.0,227687.0,1670702.0,309000.0,23900.0,41808.0,-1.0,-1.0,950.0,-1.0,1000.0,29100.0,78035.0,-1.0,-1.0,950000.0,-1.0,-1.0,3400.0,-1.0,110502.0,60542.0,-1.0,-1.0,-1.0,360000.0,72348.0,3209000.0,950000.0,-1.0,485800.0,-1.0,4600.0,799.0,95000.0,-1.0,775718.0,-1.0,3041476.0,-1.0,1221877.0,5445092.0,61400.0,-1.0,914.0,393400.0,57700.0,98294.0,13284977.0,5000.0,-1,-1.0,-1,-1.0,-1.0,-1.0,272280.0,12100.0,5000.0,1685830.0,12780000.0,42801.0,116800.0,1000.0,5300.0,19500.0,-1,2102500.0,121000.0,1613002.0,-1.0,1329700.0,200566.0,261758.0,-1.0,-1.0,415000.0
