,Kenya,Belarus,Croatia,Syrian Arab Republic,Brazil,Ethiopia,Denmark,The former Yugoslav Republic of Macedonia,Greece,Ireland,Zimbabwe,Kyrgyzstan,Norway,Australia & New Zealand,Yugoslav SFR,Mongolia,Algeria,Slovenia,Ukraine,Israel,Belgium,Lesotho,Switzerland,Uruguay,Azerbaijan,Bosnia and Herzegovina,China,Colombia,Latvia,Lebanon,Uzbekistan,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Argentina,Portugal,Poland,"China, mainland",Russian Federation,Italy,Luxembourg,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Czechoslovakia,Serbia,Germany,Armenia,United Kingdom,Canada,Japan,Iraq,Cyprus,Spain,New Zealand,Bulgaria,United States of America,Democratic Republic of the Congo,Kuwait,Czechia,Bhutan,Ghana,Georgia,Tajikistan,Austria,Morocco,Ethiopia PDR,Sweden,USSR,Mexico,Romania,Ecuador,Tunisia,Albania,Turkmenistan,France,South Africa,Australia,Lithuania,Finland,Netherlands,Belgium-Luxembourg,Slovakia,Republic of Moldova,Turkey
1971,3700.0,-1.0,-1.0,1834.0,28899.0,-1.0,701273.0,-1.0,114555.0,207200.0,-1.0,-1.0,278621.0,1334732.0,312000.0,35800.0,38349.0,-1.0,-1.0,1200.0,-1.0,1000.0,40800.0,60020.0,-1.0,-1.0,900000.0,700.0,-1.0,3060.0,-1.0,111984.0,91313.0,-1.0,-1.0,-1.0,475000.0,125000.0,3195000.0,900000.0,-1.0,488100.0,-1.0,4800.0,951.0,89000.0,-1.0,901894.0,-1.0,3844019.0,-1.0,1363912.0,5605573.0,60000.0,-1.0,1321.0,581900.0,59732.0,101702.0,12745488.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,283592.0,15300.0,5000.0,1866730.0,13185000.0,26012.0,160800.0,1500.0,5500.0,21000.0,-1,2540490.0,98000.0,1275000.0,-1.0,1423700.0,205970.0,362006.0,-1.0,-1.0,455000.0
1972,4050.0,-1.0,-1.0,2427.0,25077.0,-1.0,636893.0,-1.0,112616.0,178900.0,-1.0,-1.0,271201.0,785456.0,260000.0,16700.0,54350.0,-1.0,-1.0,700.0,-1.0,1000.0,36900.0,58533.0,-1.0,-1.0,900000.0,700.0,-1.0,3240.0,-1.0,111255.0,63648.0,-1.0,-1.0,-1.0,566000.0,84800.0,3212000.0,900000.0,-1.0,439500.0,-1.0,2400.0,1074.0,92000.0,-1.0,725636.0,-1.0,3777906.0,-1.0,1254000.0,4629808.0,57100.0,-1.0,1016.0,439700.0,49456.0,75044.0,10024509.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,255248.0,23620.0,6000.0,1600740.0,12685000.0,26648.0,110700.0,1000.0,5700.0,19000.0,-1,2478360.0,105000.0,736000.0,-1.0,1245300.0,140304.0,323887.0,-1.0,-1.0,396000.0
1973,7000.0,-1.0,-1.0,2093.0,37934.0,-1.0,444489.0,-1.0,108099.0,162200.0,-1.0,-1.0,348808.0,1151965.0,298000.0,64000.0,53177.0,-1.0,-1.0,600.0,-1.0,1000.0,38900.0,55306.0,-1.0,-1.0,850000.0,800.0,-1.0,2200.0,-1.0,109073.0,71728.0,-1.0,-1.0,-1.0,561000.0,79186.0,3221000.0,850000.0,-1.0,411900.0,-1.0,2550.0,1014.0,83000.0,-1.0,739682.0,-1.0,3850902.0,-1.0,1084000.0,5041143.0,41000.0,-1.0,152.0,425100.0,44965.0,51317.0,9567725.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,283697.0,12200.0,7000.0,1188040.0,15765000.0,39437.0,102300.0,700.0,6000.0,22000.0,-1,2207960.0,111000.0,1107000.0,-1.0,1169400.0,133645.0,335235.0,-1.0,-1.0,380000.0
1974,8000.0,-1.0,-1.0,2267.0,33731.0,-1.0,472736.0,-1.0,119612.0,157000.0,-1.0,-1.0,375165.0,937237.0,353000.0,29200.0,49750.0,-1.0,-1.0,650.0,-1.0,1000.0,54500.0,46618.0,-1.0,-1.0,900000.0,800.0,-1.0,1500.0,-1.0,149900.0,85108.0,-1.0,-1.0,-1.0,327000.0,99141.0,3244000.0,900000.0,-1.0,456200.0,-1.0,2680.0,917.0,88000.0,-1.0,687109.0,-1.0,4404027.0,-1.0,955000.0,3977300.0,37100.0,-1.0,1016.0,558600.0,63237.0,66993.0,8718507.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,290093.0,19800.0,8000.0,1656310.0,13770000.0,51139.0,90700.0,500.0,6100.0,26000.0,-1,2058760.0,115000.0,874000.0,-1.0,1112800.0,163297.0,309349.0,-1.0,-1.0,380000.0
1975,8500.0,-1.0,-1.0,2566.0,41593.0,-1.0,367066.0,-1.0,113700.0,165000.0,-1.0,-1.0,264165.0,1191219.0,367500.0,49400.0,79577.0,-1.0,-1.0,650.0,-1.0,1000.0,55000.0,61357.0,-1.0,-1.0,900000.0,800.0,-1.0,1500.0,-1.0,131054.0,91781.0,-1.0,-1.0,-1.0,432900.0,120675.0,2920167.0,900000.0,-1.0,499900.0,-1.0,2920.0,858.0,92000.0,-1.0,591461.0,-1.0,4225261.0,-1.0,795000.0,4480200.0,28200.0,-1.0,864.0,609300.0,50219.0,56151.0,9274504.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,305987.0,28600.0,9000.0,1320870.0,11245000.0,87486.0,56874.0,500.0,6000.0,27000.0,-1,1898050.0,108000.0,1141000.0,-1.0,1450100.0,158127.0,302906.0,-1.0,-1.0,390000.0
1976,8000.0,-1.0,-1.0,1768.0,38962.0,-1.0,262853.0,-1.0,104900.0,130000.0,-1.0,-1.0,286886.0,1113665.0,320500.0,39400.0,89010.0,-1.0,-1.0,750.0,-1.0,1000.0,48800.0,47896.0,-1.0,-1.0,900000.0,600.0,-1.0,1200.0,-1.0,95910.0,91666.0,-1.0,-1.0,-1.0,530000.0,126714.0,2694714.0,900000.0,-1.0,406200.0,-1.0,2415.0,741.0,92000.0,-1.0,379424.0,-1.0,3003300.0,-1.0,764000.0,4831219.0,21500.0,-1.0,914.0,527800.0,41820.0,64712.0,7844501.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,282725.0,36240.0,10000.0,1251300.0,16300000.0,47557.0,54700.0,500.0,5800.0,27000.0,-1,1431000.0,94000.0,1071845.0,-1.0,1572900.0,103390.0,173849.0,-1.0,-1.0,400000.0
1977,9000.0,-1.0,-1.0,1625.0,37430.0,-1.0,270343.0,-1.0,75932.0,137000.0,-1.0,-1.0,360093.0,1048464.0,309000.0,43500.0,49671.0,-1.0,-1.0,650.0,-1.0,1000.0,41100.0,17336.0,-1.0,-1.0,700000.0,800.0,-1.0,1260.0,-1.0,123670.0,69319.0,-1.0,-1.0,-1.0,570000.0,59541.0,2551634.0,700000.0,-1.0,346700.0,-1.0,2280.0,887.0,96000.0,-1.0,453684.0,-1.0,3125680.0,-1.0,790000.0,4283000.0,18100.0,-1.0,965.0,417600.0,57997.0,88044.0,10926515.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,279189.0,7810.0,10000.0,1416260.0,16570000.0,49125.0,61340.0,500.0,6000.0,28000.0,-1,1901390.0,76000.0,990467.0,-1.0,1021600.0,94152.0,165409.0,-1.0,-1.0,370000.0
1978,6700.0,-1.0,-1.0,1479.0,53947.0,-1.0,205952.0,-1.0,93768.0,118000.0,-1.0,-1.0,367352.0,1814837.0,284000.0,25900.0,55918.0,-1.0,-1.0,500.0,-1.0,1000.0,55000.0,22937.0,-1.0,-1.0,855000.0,2300.0,-1.0,1200.0,-1.0,92630.0,82256.0,-1.0,-1.0,-1.0,676000.0,63994.0,2491425.0,855000.0,-1.0,461000.0,-1.0,1705.0,864.0,80000.0,-1.0,454440.0,-1.0,3797927.0,-1.0,705000.0,3568200.0,19700.0,1200.0,630.0,553200.0,51540.0,76236.0,8442730.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,304273.0,11330.0,12000.0,1550370.0,16720000.0,60294.0,56771.0,500.0,5000.0,28000.0,-1,2203284.0,69000.0,1763297.0,-1.0,1081500.0,140050.0,191699.0,-1.0,-1.0,370000.0
1979,7000.0,-1.0,-1.0,1908.0,57564.0,-1.0,162558.0,-1.0,76442.0,105000.0,740.0,-1.0,381543.0,1469324.0,283000.0,34600.0,80467.0,-1.0,-1.0,300.0,-1.0,1000.0,47300.0,58963.0,-1.0,-1.0,917000.0,2000.0,-1.0,1200.0,-1.0,150210.0,93421.0,-1.0,-1.0,-1.0,522000.0,69480.0,2186028.0,917000.0,-1.0,431800.0,-1.0,1280.0,776.0,73000.0,-1.0,400599.0,-1.0,3525732.0,-1.0,542000.0,2878800.0,14000.0,1500.0,610.0,456200.0,58249.0,66134.0,7645730.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,272732.0,5920.0,13400.0,1524070.0,13535000.0,49913.0,59708.0,500.0,5200.0,28000.0,-1,1845000.0,87000.0,1411075.0,-1.0,1282600.0,109050.0,178385.0,-1.0,-1.0,370000.0
1980,7000.0,-1.0,-1.0,1608.0,75609.0,-1.0,158923.0,-1.0,82658.0,91000.0,760.0,-1.0,427800.0,1190354.0,294000.0,19400.0,110190.0,-1.0,-1.0,400.0,-1.0,1000.0,53100.0,31643.0,-1.0,-1.0,877000.0,1600.0,-1.0,1200.0,-1.0,172580.0,112507.0,-1.0,-1.0,-1.0,433000.0,95950.0,2244845.0,877000.0,-1.0,449600.0,-1.0,1065.0,800.0,75000.0,-1.0,421493.0,-1.0,3239715.0,-1.0,600000.0,2911400.0,13600.0,1200.0,732.0,680100.0,62039.0,53500.0,6659370.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,315896.0,32970.0,6670.0,1566690.0,13907000.0,64150.0,46977.0,500.0,6000.0,30000.0,-1,1930700.0,65000.0,1128315.0,-1.0,1258300.0,94054.0,161679.0,-1.0,-1.0,355000.0
1981,7000.0,-1.0,-1.0,1411.0,98475.0,-1.0,176000.0,-1.0,81725.0,90000.0,750.0,-1.0,463100.0,1662259.0,311000.0,13000.0,85973.0,-1.0,-1.0,500.0,-1.0,1000.0,57600.0,20584.0,-1.0,-1.0,1000000.0,1500.0,-1.0,1000.0,-1.0,130650.0,168905.0,-1.0,-1.0,-1.0,339000.0,71790.0,2730464.0,1000000.0,-1.0,417500.0,-1.0,2470.0,795.0,71000.0,-1.0,431441.0,-1.0,3275877.0,-1.0,620000.0,3188300.0,7600.0,800.0,290.0,444900.0,45096.0,62105.0,7395810.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,303898.0,27280.0,46448.0,1815580.0,10994000.0,93689.0,64702.0,500.0,5000.0,30000.0,-1,1773900.0,82000.0,1617163.0,-1.0,1007500.0,114655.0,171738.0,-1.0,-1.0,325000.0
1982,7000.0,-1.0,-1.0,1055.0,61469.0,-1.0,177981.0,-1.0,81540.0,101000.0,800.0,-1.0,497700.0,908939.0,269000.0,34000.0,60093.0,-1.0,-1.0,500.0,-1.0,1000.0,60300.0,26590.0,-1.0,-1.0,888000.0,1400.0,-1.0,1000.0,-1.0,117620.0,122799.0,-1.0,-1.0,-1.0,637000.0,85780.0,2607538.0,888000.0,-1.0,356300.0,-1.0,6830.0,575.0,68000.0,-1.0,487690.0,-1.0,3960597.0,-1.0,575000.0,3636800.0,8800.0,1000.0,244.0,443400.0,60939.0,50498.0,8602000.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,324831.0,74210.0,65430.0,1662810.0,15073000.0,75312.0,91311.0,500.0,5000.0,30000.0,-1,1804200.0,92000.0,848000.0,-1.0,1320000.0,136100.0,224706.0,-1.0,-1.0,330000.0
1983,3000.0,-1.0,-1.0,1140.0,92824.0,-1.0,85438.0,-1.0,61937.0,100000.0,600.0,-1.0,400700.0,2375464.0,248000.0,57200.0,49371.0,-1.0,-1.0,400.0,-1.0,1000.0,52200.0,49865.0,-1.0,-1.0,908000.0,1100.0,-1.0,800.0,-1.0,146320.0,123671.0,-1.0,-1.0,-1.0,593000.0,99372.0,2376916.0,908000.0,-1.0,312600.0,-1.0,5816.0,512.0,73000.0,-1.0,473492.0,-1.0,2565400.0,-1.0,466000.0,2773100.0,8759.0,600.0,210.0,463600.0,79677.0,29866.0,6916000.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,292232.0,44260.0,62254.0,1268490.0,16910000.0,171837.0,79946.0,500.0,4000.0,30000.0,-1,1419000.0,83000.0,2295787.0,-1.0,1406500.0,61110.0,110235.0,-1.0,-1.0,320000.0
1984,3000.0,-1.0,-1.0,1729.0,113529.0,-1.0,157676.0,-1.0,65710.0,141000.0,300.0,-1.0,581200.0,1442199.0,255611.0,38300.0,64400.0,-1.0,-1.0,300.0,-1.0,1000.0,53000.0,48469.0,-1.0,-1.0,940000.0,1700.0,-1.0,500.0,-1.0,163040.0,155931.0,-1.0,-1.0,-1.0,717000.0,151878.0,2603822.0,940000.0,-1.0,429500.0,-1.0,5957.0,585.0,75000.0,-1.0,478597.0,-1.0,3206514.0,-1.0,517000.0,2576100.0,7750.0,500.0,400.0,787900.0,74771.0,24697.0,6875200.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,292024.0,44140.0,22245.0,1904030.0,17147008.0,185560.0,94100.0,154.0,4000.0,30000.0,-1,1875000.0,81000.0,1367428.0,-1.0,1320900.0,57906.0,147439.0,-1.0,-1.0,316000.0
1985,3700.0,-1.0,-1.0,1000.0,166158.0,-1.0,152457.0,-1.0,64082.0,106000.0,500.0,-1.0,494200.0,1380660.0,251849.0,52600.0,107714.0,-1.0,-1.0,350.0,-1.0,1000.0,51500.0,20225.0,-1.0,-1.0,890000.0,4200.0,-1.0,500.0,-1.0,170361.0,133479.0,-1.0,-1.0,-1.0,400000.0,118870.0,2681756.0,890000.0,-1.0,362800.0,-1.0,5175.0,608.0,75000.0,-1.0,473006.0,-1.0,3553924.0,-1.0,614000.0,2735700.0,6760.0,700.0,400.0,679902.0,50982.0,40557.0,7526000.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,283893.0,35750.0,27445.0,1667900.0,18300000.0,137754.0,92500.0,730.0,4000.0,30000.0,-1,1770000.0,12000.0,1329678.0,-1.0,1217800.0,58133.0,145439.0,-1.0,-1.0,314000.0
1986,5000.0,-1.0,-1.0,700.0,130382.0,-1.0,100656.0,-1.0,70000.0,102000.0,400.0,-1.0,401342.0,1678900.0,259881.0,49500.0,89130.0,-1.0,-1.0,350.0,-1.0,1000.0,30100.0,27583.0,-1.0,-1.0,700000.0,3300.0,-1.0,480.0,-1.0,124354.0,125907.0,-1.0,-1.0,-1.0,495000.0,152727.0,2486135.0,700000.0,-1.0,397300.0,-1.0,4485.0,633.0,75000.0,-1.0,418982.0,-1.0,2942432.0,-1.0,503000.0,3251200.0,6420.0,1000.0,300.0,433143.0,59900.0,41531.0,5588000.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,269919.0,76750.0,31497.0,1486160.0,18920000.0,125744.0,85200.0,1211.0,3000.0,30000.0,-1,1066000.0,43000.0,1619000.0,-1.0,1174500.0,39694.0,97611.0,-1.0,-1.0,300000.0
1987,5500.0,-1.0,-1.0,700.0,166150.0,-1.0,80541.0,-1.0,70000.0,106000.0,250.0,-1.0,465900.0,1811610.0,232000.0,37800.0,67710.0,-1.0,-1.0,350.0,-1.0,1000.0,38100.0,58285.0,-1.0,-1.0,780000.0,4300.0,-1.0,460.0,-1.0,127541.0,98630.0,-1.0,-1.0,-1.0,718000.0,155229.0,2428572.0,780000.0,-1.0,361400.0,-1.0,5081.0,632.0,70000.0,-1.0,406051.0,-1.0,2716771.0,-1.0,450000.0,2995100.0,6030.0,900.0,500.0,501910.0,78610.0,41377.0,5424400.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,245728.0,33060.0,36353.0,1440030.0,15876000.0,136702.0,119800.0,1687.0,3000.0,30000.0,-1,1122000.0,67000.0,1733000.0,-1.0,723200.0,47088.0,96091.0,-1.0,-1.0,325000.0
1988,4000.0,-1.0,-1.0,783.0,130792.0,-1.0,192093.0,-1.0,74000.0,147000.0,263.0,-1.0,373527.0,1902187.0,253351.0,37356.0,29658.0,-1.0,-1.0,350.0,-1.0,1000.0,48200.0,63533.0,-1.0,-1.0,800000.0,4300.0,-1.0,530.0,-1.0,156934.0,138413.0,-1.0,-1.0,-1.0,450000.0,81476.0,2221520.0,800000.0,-1.0,382100.0,-1.0,4682.0,593.0,70000.0,-1.0,365600.0,-1.0,2545521.0,-1.0,548000.0,2993100.0,4600.0,1100.0,110.0,555000.0,64044.0,53279.0,3158000.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,273067.0,56210.0,49534.0,1330300.0,13242000.0,121784.0,129400.0,1250.0,1000.0,30000.0,-1,1041360.0,43000.0,1838143.0,-1.0,857300.0,59541.0,107997.0,-1.0,-1.0,276000.0
1989,4000.0,-1.0,-1.0,700.0,228208.0,-1.0,115000.0,-1.0,77000.0,134000.0,679.0,-1.0,423400.0,1706296.0,279347.0,34700.0,59560.0,-1.0,-1.0,1000.0,-1.0,1000.0,60200.0,70001.0,-1.0,-1.0,770000.0,2300.0,-1.0,550.0,-1.0,164525.0,149470.0,-1.0,-1.0,-1.0,667000.0,126950.0,2185673.0,770000.0,-1.0,295500.0,-1.0,3246.0,609.0,60000.0,-1.0,330426.0,-1.0,2009515.0,-1.0,529065.0,3265000.0,4610.0,1500.0,80.0,507600.0,65892.0,107339.0,5423000.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,249063.0,58330.0,47663.0,1455300.0,14972000.0,118772.0,167800.0,885.0,1300.0,20000.0,-1,1033959.0,42000.0,1640404.0,-1.0,1443800.0,32055.0,73065.0,-1.0,-1.0,216000.0
