,Fiji,South Africa,Pakistan,Georgia,Azerbaijan,Uganda,Barbados,New Zealand,Niue,Bahamas,Jordan,Bolivia (Plurinational State of),Iraq,Armenia,Gambia,Saudi Arabia,Belize,Chad,Mexico,Seychelles,Malaysia,Argentina,Thailand,Madagascar,Lesotho,Peru,Tonga,Brunei Darussalam,Cook Islands,Uruguay,Zimbabwe,Venezuela (Bolivarian Republic of),Dominican Republic,Lao People's Democratic Republic,French Polynesia,Morocco,Faroe Islands,Democratic Republic of the Congo,Grenada,Guatemala,Comoros,Sri Lanka,Saint Pierre and Miquelon,Kazakhstan,France,Dominica,Finland,Poland,Democratic People's Republic of Korea,Burundi,Jamaica,Republic of Moldova,Algeria,United Republic of Tanzania,Republic of Korea,Spain,Singapore,"China, Macao SAR",Ghana,Lithuania,American Samoa,Cameroon,Kyrgyzstan,Togo,Hungary,Italy,Switzerland,Swaziland,Niger,Bulgaria,Guinea-Bissau,Ecuador,Uzbekistan,Turkmenistan,Saint Vincent and the Grenadines,Benin,Tunisia,Iceland,Burkina Faso,Philippines,Central African Republic,Guinea,Indonesia,Romania,New Caledonia,Bangladesh,Honduras,Solomon Islands,"China, mainland",Gabon,Malawi,Austria,Egypt,Viet Nam,Greece,Japan,Sweden,United Kingdom,Estonia,Mongolia,Paraguay,Netherlands,Nigeria,El Salvador,Saint Lucia,Chile,Mauritania,Sao Tome and Principe,United Arab Emirates,Saint Kitts and Nevis,Suriname,Costa Rica,Mozambique,"China, Taiwan Province of",Namibia,Lebanon,Rwanda,Kuwait,Turkey,Belarus,Trinidad and Tobago,"China, Hong Kong SAR",United States of America,Russian Federation,Ireland,Nauru,Côte d'Ivoire,Norway,Portugal,Angola,India,Occupied Palestinian Territory,Germany,Bermuda,Iran (Islamic Republic of),Sudan (former),Botswana,Aruba,Panama,Denmark,Ukraine,Cuba,Congo,Canada,Vanuatu,Nicaragua,Tajikistan,Senegal,Haiti,Sierra Leone,Syrian Arab Republic,Nepal,Israel,Antigua and Barbuda,Cyprus,Malta,Papua New Guinea,Australia,Guyana,Latvia,Colombia,Mauritius,Samoa,Mali,Brazil,Kenya,Djibouti
1961,28956.0,174980.0,554599.0,,,22896.0,59813.0,365495.0,1643.0,80556.0,121196.0,49697.0,337883.0,,6684.0,262863.0,12304.0,17115.0,125592.0,11688.0,608016.0,184412.0,56441.0,20022.0,13168.0,167368.0,5392.0,17971.0,5435.0,86272.0,81906.0,524580.0,22212.0,63460.0,46615.0,342007.0,15385.0,45292.0,10253.0,39942.0,3929.0,415681.0,4340.0,,9067347.0,7630.0,852981.0,2992391.0,124472.0,2553.0,99287.0,,506454.0,58626.0,269593.0,1307477.0,1607891.0,96955.0,105743.0,,6553.0,33277.0,,5919.0,1052631.0,7257824.0,3640112.0,20353.0,4919.0,224427.0,4740.0,26932.0,,,5983.0,8543.0,197659.0,77617.0,14319.0,283002.0,4997.0,22652.0,447854.0,135796.0,53721.0,320928.0,19296.0,4742.0,3632147.0,26628.0,13063.0,1372609.0,389281.0,102531.0,484773.0,7381746.0,2009931.0,27149307.0,,14066.0,63396.0,4141591.0,83231.0,46151.0,8723.0,246366.0,26306.0,7972.0,12627.0,11350.0,22755.0,24499.0,31435.0,291522.0,44128.0,381229.0,508.0,194921.0,542586.0,,114383.0,1635042.0,13864476.0,,709497.0,2304.0,63223.0,1257753.0,530847.0,64673.0,2423992.0,,19892246.0,86497.0,269063.0,88784.0,35826.0,,32941.0,2066835.0,,365663.0,26121.0,4106654.0,5538.0,16409.0,,157658.0,21445.0,28484.0,150222.0,4444.0,378543.0,13932.0,78928.0,175418.0,28382.0,506624.0,47688.0,,97691.0,89873.0,9669.0,22229.0,710155.0,82976.0,8895.0
1962,31179.0,147862.0,402042.0,,,25338.0,59862.0,369444.0,1459.0,82616.0,97796.0,55428.0,175126.0,,7746.0,312204.0,15468.0,11827.0,163940.0,10676.0,601760.0,208287.0,60256.0,20093.0,14239.0,163465.0,3490.0,19247.0,5477.0,68510.0,66493.0,440767.0,41690.0,79795.0,48705.0,329193.0,19006.0,55402.0,10847.0,47837.0,5466.0,381789.0,4066.0,,11100268.0,8209.0,1005466.0,2722519.0,32174.0,3230.0,110262.0,,424245.0,65008.0,264625.0,1357092.0,1649393.0,100290.0,122355.0,,6754.0,33930.0,,11619.0,1384854.0,6447609.0,3972347.0,20365.0,9170.0,326667.0,4346.0,25216.0,,,6568.0,10526.0,166228.0,88265.0,16597.0,228548.0,7267.0,25834.0,436359.0,167477.0,54444.0,218231.0,19529.0,4609.0,3059478.0,29024.0,14635.0,1711571.0,546903.0,200068.0,367511.0,7793538.0,2339483.0,29364844.0,,18789.0,75837.0,4536721.0,111217.0,60357.0,9142.0,227029.0,26686.0,7380.0,13886.0,11020.0,25059.0,26337.0,46312.0,233860.0,46229.0,453363.0,508.0,179077.0,453203.0,,119179.0,1908031.0,13898030.0,,745402.0,2631.0,70862.0,1471112.0,487484.0,56434.0,2491017.0,,24177990.0,85353.0,172612.0,73917.0,54150.0,,32218.0,2547741.0,,433843.0,25912.0,4507586.0,6016.0,20396.0,,162140.0,28323.0,36581.0,141955.0,4093.0,412828.0,15662.0,88342.0,177478.0,29461.0,436920.0,44284.0,,78962.0,93871.0,9801.0,17855.0,833250.0,74797.0,10872.0
1963,36088.0,289983.0,457877.0,,,23464.0,68229.0,376586.0,1437.0,88791.0,157637.0,54075.0,154707.0,,6117.0,289384.0,16127.0,13185.0,343126.0,10884.0,635857.0,154423.0,63134.0,21332.0,23914.0,146700.0,3979.0,22392.0,6126.0,55680.0,85447.0,436665.0,56487.0,88647.0,51676.0,230733.0,17875.0,113345.0,10879.0,53078.0,5803.0,358762.0,3777.0,,10493226.0,8511.0,1379720.0,3325982.0,33209.0,2599.0,110272.0,,330358.0,44987.0,600811.0,1698018.0,1881642.0,97299.0,80962.0,,7236.0,26286.0,,8139.0,1334969.0,8540121.0,3957354.0,22840.0,7432.0,469637.0,5886.0,25771.0,,,8323.0,11411.0,89388.0,80987.0,17945.0,370205.0,8111.0,38260.0,434635.0,198825.0,53120.0,540406.0,21520.0,4880.0,3373942.0,27237.0,8666.0,1589873.0,608426.0,370988.0,515620.0,9528457.0,2460379.0,27429762.0,,9939.0,70363.0,4752432.0,79555.0,61595.0,9067.0,312339.0,26133.0,7348.0,15910.0,11007.0,26090.0,26182.0,49617.0,339342.0,48383.0,434966.0,800.0,163871.0,555141.0,,121138.0,1836409.0,14015349.0,,712451.0,2443.0,81403.0,1473707.0,577028.0,72919.0,2818323.0,,20257943.0,97194.0,190283.0,84954.0,57230.0,,37885.0,2114829.0,,500888.0,24621.0,4231193.0,6573.0,20102.0,,171429.0,37119.0,35219.0,86460.0,4637.0,429080.0,15238.0,57779.0,177880.0,31830.0,488730.0,42343.0,,57464.0,96903.0,10162.0,12969.0,828807.0,53506.0,7400.0
1964,40524.0,265106.0,480192.0,,,32935.0,67806.0,377329.0,1550.0,105687.0,102455.0,44085.0,233362.0,,5825.0,341445.0,16581.0,13985.0,158938.0,10803.0,652171.0,187200.0,65789.0,21200.0,22624.0,179641.0,5276.0,28620.0,7272.0,129754.0,144589.0,691162.0,62632.0,90094.0,63530.0,247158.0,16355.0,83102.0,11145.0,55791.0,5693.0,561930.0,3823.0,,11037243.0,8742.0,947544.0,3292659.0,21472.0,2798.0,127819.0,,329888.0,32232.0,312766.0,1837407.0,1552898.0,93007.0,82636.0,,7385.0,25687.0,,9003.0,1235155.0,8204507.0,4126926.0,24344.0,6734.0,786897.0,7682.0,38491.0,,,9673.0,11134.0,82556.0,92115.0,18787.0,383823.0,7894.0,37693.0,408204.0,434916.0,61232.0,404992.0,23019.0,6168.0,3690091.0,35789.0,13293.0,1725928.0,614326.0,307439.0,502722.0,11160090.0,2405632.0,26891851.0,,20184.0,63789.0,4837103.0,93598.0,67149.0,12599.0,218870.0,28658.0,7730.0,16746.0,12420.0,26929.0,32351.0,45826.0,329327.0,49434.0,464463.0,1496.0,180971.0,119221.0,,128207.0,1910809.0,13622093.0,,778107.0,3334.0,115521.0,1402030.0,601707.0,85941.0,3701103.0,,23000262.0,92202.0,293172.0,93223.0,62461.0,,44591.0,2566465.0,,580590.0,26783.0,4221285.0,5878.0,37576.0,,198711.0,44222.0,27224.0,102363.0,6143.0,394581.0,15892.0,76805.0,186788.0,33381.0,527684.0,48717.0,,90571.0,97076.0,11305.0,8953.0,973761.0,58718.0,8815.0
1965,49019.0,205760.0,872035.0,,,41561.0,63907.0,353907.0,1560.0,105821.0,116112.0,50225.0,318304.0,,6734.0,400187.0,14667.0,12807.0,166579.0,10431.0,628843.0,192509.0,72059.0,48249.0,30702.0,213730.0,5453.0,24445.0,6835.0,39109.0,124963.0,615680.0,41738.0,67998.0,80803.0,268706.0,17631.0,97180.0,12367.0,51550.0,8472.0,472434.0,4176.0,,11153878.0,8935.0,975518.0,3325284.0,67628.0,4024.0,125908.0,,311918.0,36810.0,336670.0,2413900.0,1716090.0,91007.0,89555.0,,7071.0,38769.0,,7823.0,1486116.0,10871011.0,4514453.0,26281.0,6146.0,537571.0,7598.0,34461.0,,,8862.0,11273.0,110937.0,97515.0,14529.0,523947.0,6312.0,34119.0,95546.0,172245.0,63599.0,188474.0,29759.0,6109.0,3642484.0,30624.0,22030.0,2201096.0,599032.0,318008.0,606483.0,12540891.0,2335703.0,26964542.0,,28520.0,57052.0,5103943.0,88345.0,85262.0,12521.0,269405.0,26641.0,7865.0,18409.0,11967.0,27386.0,36261.0,55563.0,358073.0,50537.0,570673.0,2920.0,350064.0,237724.0,,136407.0,1901153.0,13570196.0,,1131086.0,3141.0,118397.0,1583136.0,719272.0,94775.0,4423936.0,,24694147.0,98658.0,412985.0,111768.0,66633.0,,43334.0,2358759.0,,517136.0,23841.0,4415492.0,6518.0,41901.0,,196418.0,34239.0,41512.0,99744.0,4694.0,420125.0,17426.0,78482.0,175970.0,39826.0,578678.0,47688.0,,85661.0,98174.0,12079.0,20068.0,726747.0,104573.0,12611.0
1966,41637.0,630057.0,435686.0,,,44651.0,67668.0,371396.0,1653.0,116017.0,169843.0,51534.0,201745.0,,6557.0,407043.0,16963.0,12409.0,117962.0,11932.0,626622.0,182249.0,93454.0,25534.0,35228.0,210645.0,5741.0,36272.0,9043.0,56045.0,144946.0,572090.0,61966.0,55112.0,105073.0,364567.0,26270.0,121192.0,12905.0,50140.0,6833.0,493793.0,14230.0,,11809164.0,9343.0,966882.0,2729625.0,116804.0,5676.0,139211.0,,478624.0,43374.0,328882.0,3157797.0,1765209.0,89955.0,137978.0,,6805.0,29769.0,,11138.0,1127715.0,12007169.0,4778908.0,25658.0,8442.0,647214.0,9012.0,36787.0,,,9466.0,14865.0,116974.0,95827.0,19260.0,346728.0,10834.0,36226.0,154801.0,191431.0,68746.0,400571.0,31465.0,6445.0,3575305.0,33412.0,21441.0,2073756.0,714654.0,594512.0,670257.0,13699495.0,2647041.0,26096836.0,,18873.0,58137.0,5359604.0,140440.0,94631.0,14251.0,416784.0,30839.0,7845.0,26401.0,11697.0,29986.0,38518.0,54115.0,333262.0,50590.0,502087.0,5222.0,263902.0,201376.0,,138364.0,2111670.0,14474942.0,,1070400.0,3724.0,149404.0,1744755.0,944090.0,97564.0,5557939.0,,26661069.0,103483.0,238059.0,92478.0,73328.0,,41700.0,2418820.0,,504147.0,23443.0,4481443.0,6439.0,48268.0,,188981.0,29915.0,52908.0,177824.0,4770.0,553421.0,16875.0,83091.0,185988.0,44889.0,649721.0,52411.0,,126797.0,95846.0,15219.0,16356.0,921319.0,128363.0,15383.0
1967,42264.0,441812.0,722405.0,,,35949.0,69086.0,317971.0,1761.0,130848.0,107838.0,63592.0,293395.0,,8623.0,411549.0,18383.0,17095.0,99799.0,12575.0,676941.0,232949.0,87552.0,18907.0,21788.0,222006.0,6418.0,38513.0,9624.0,106077.0,74996.0,661446.0,72021.0,64949.0,101637.0,439958.0,25752.0,107451.0,13335.0,60713.0,6094.0,504388.0,12220.0,,11026609.0,9437.0,1013147.0,2716468.0,157845.0,4581.0,149561.0,,483913.0,37449.0,476407.0,3062180.0,1765151.0,81950.0,109416.0,,8134.0,46228.0,,10002.0,1171677.0,11634435.0,4966999.0,21104.0,9688.0,336623.0,9677.0,49218.0,,,9366.0,13736.0,189180.0,121020.0,17784.0,469998.0,13882.0,20030.0,223213.0,198956.0,70691.0,447572.0,36708.0,8070.0,2659423.0,36084.0,17641.0,1657840.0,828560.0,752599.0,654176.0,14460988.0,2501362.0,26028681.0,,18207.0,67004.0,5667159.0,121693.0,83965.0,13912.0,279937.0,31493.0,8517.0,29513.0,11989.0,34255.0,50700.0,55082.0,493999.0,51588.0,563904.0,3810.0,297158.0,42399.0,,146920.0,1993869.0,14652634.0,,893885.0,4714.0,92445.0,1818215.0,802883.0,82594.0,5748648.0,,25662961.0,103841.0,172947.0,99572.0,47020.0,,35785.0,2389382.0,,543068.0,27110.0,4988574.0,8156.0,55068.0,,175701.0,24077.0,51948.0,139359.0,4852.0,459826.0,16479.0,97061.0,158186.0,46922.0,609908.0,52172.0,,74978.0,103605.0,9945.0,12533.0,973996.0,52056.0,12953.0
1968,42704.0,187231.0,766941.0,,,23178.0,70932.0,282214.0,1476.0,133562.0,130462.0,60057.0,280284.0,,9828.0,366305.0,19289.0,14990.0,118761.0,14915.0,747671.0,153154.0,90873.0,22182.0,28783.0,274162.0,7347.0,41530.0,5859.0,82731.0,76541.0,800959.0,89177.0,49341.0,118305.0,357430.0,27495.0,91721.0,14560.0,69223.0,7710.0,451597.0,13210.0,,10356200.0,10179.0,935329.0,2815154.0,83744.0,6148.0,178563.0,,483277.0,35877.0,794737.0,2699331.0,2003276.0,81603.0,138131.0,,8000.0,54775.0,,10894.0,1300256.0,12162179.0,4600027.0,28181.0,6045.0,724290.0,7594.0,47260.0,,,10275.0,14449.0,147859.0,131293.0,17576.0,383979.0,13270.0,27610.0,395100.0,259614.0,77692.0,444465.0,42544.0,6863.0,2655348.0,33177.0,15882.0,1569329.0,672447.0,880300.0,581439.0,15637614.0,2540452.0,26011440.0,,17212.0,73466.0,6399562.0,113381.0,103182.0,15078.0,323516.0,32151.0,8576.0,51267.0,12228.0,36213.0,57279.0,52188.0,709514.0,52323.0,516782.0,5488.0,315085.0,31475.0,,132066.0,2128793.0,15695696.0,,971171.0,4203.0,115319.0,1809496.0,926817.0,107623.0,3467749.0,,25717178.0,116611.0,368984.0,120581.0,67699.0,,43600.0,2034994.0,,540783.0,28389.0,4850957.0,7405.0,58597.0,,186740.0,30437.0,47339.0,181046.0,7312.0,578526.0,18584.0,91722.0,191135.0,55709.0,647938.0,51627.0,,105137.0,102751.0,12567.0,18869.0,1046803.0,50978.0,12567.0
1969,47103.0,339350.0,206460.0,,,45701.0,71853.0,249343.0,1444.0,151008.0,118844.0,49218.0,201148.0,,11084.0,403350.0,19960.0,15269.0,110576.0,13473.0,741123.0,372027.0,100261.0,37349.0,36326.0,260467.0,8068.0,47965.0,11244.0,61700.0,53177.0,759218.0,76649.0,38493.0,105280.0,191533.0,27072.0,99047.0,15604.0,53438.0,7767.0,438621.0,13891.0,,11467688.0,10627.0,913050.0,2780725.0,119237.0,5262.0,188122.0,,335131.0,30295.0,1220231.0,2844947.0,1952908.0,85734.0,116656.0,,9134.0,53568.0,,11736.0,1133658.0,12324519.0,4939424.0,30238.0,9606.0,742358.0,16457.0,41323.0,,,10738.0,19011.0,192792.0,123889.0,18003.0,384924.0,13783.0,19541.0,415181.0,281705.0,88207.0,494168.0,35857.0,6175.0,2224605.0,35391.0,16657.0,1423799.0,481467.0,908321.0,916419.0,17032787.0,2488693.0,26756502.0,,37611.0,58826.0,7175210.0,135892.0,92810.0,15837.0,461595.0,32740.0,8963.0,49231.0,11020.0,38489.0,63785.0,59644.0,903790.0,53847.0,595501.0,5688.0,306358.0,285587.0,,181979.0,2206381.0,15338556.0,,819396.0,3592.0,111623.0,1551721.0,986468.0,104511.0,2542598.0,20794.0,27046890.0,110938.0,104577.0,71893.0,60094.0,,43320.0,1842115.0,,551116.0,29395.0,5170734.0,7985.0,38650.0,,224746.0,23581.0,46206.0,128044.0,8998.0,576153.0,21660.0,123059.0,208689.0,55395.0,696866.0,60676.0,,113287.0,102904.0,13729.0,24801.0,949829.0,38955.0,12272.0
1970,35752.0,369631.0,260343.0,,,33424.0,77614.0,269021.0,1407.0,172124.0,140976.0,61891.0,221073.0,,11328.0,476395.0,21212.0,19863.0,502828.0,15772.0,794118.0,177501.0,102597.0,30657.0,34181.0,204798.0,7735.0,50011.0,12373.0,61541.0,58081.0,849328.0,56927.0,59856.0,116643.0,282087.0,27896.0,130234.0,17218.0,80033.0,9059.0,550239.0,20657.0,,12448129.0,11589.0,984877.0,3230573.0,141971.0,6280.0,212331.0,,345296.0,39050.0,1180594.0,2662764.0,2046548.0,93891.0,170157.0,,10450.0,65963.0,,14989.0,1235052.0,12272326.0,5405137.0,30011.0,11208.0,609587.0,13539.0,48982.0,,,11540.0,17569.0,211838.0,149320.0,23161.0,326112.0,13837.0,28537.0,573557.0,494761.0,101902.0,615645.0,42724.0,7521.0,3006756.0,36826.0,61043.0,1513037.0,405374.0,1134148.0,588580.0,20016866.0,2724233.0,27518563.0,,46813.0,57937.0,8009066.0,181999.0,74578.0,18129.0,303312.0,36631.0,10429.0,61881.0,11881.0,45468.0,77849.0,62486.0,1112174.0,56158.0,712541.0,9391.0,363408.0,700315.0,,156987.0,2300359.0,16670566.0,,897649.0,4127.0,152115.0,1963007.0,1013999.0,118258.0,2531247.0,26245.0,32118664.0,120321.0,131333.0,132911.0,73423.0,,49577.0,2186509.0,,608590.0,25110.0,4993737.0,7924.0,47603.0,,230181.0,31127.0,73630.0,284134.0,1618.0,719890.0,23620.0,163867.0,194096.0,70186.0,666651.0,57172.0,,111938.0,104900.0,13464.0,43528.0,837543.0,54696.0,20336.0
