,Belarus,Croatia,Serbia,Brazil,Belgium,United Kingdom,Denmark,Canada,Greece,Sweden,Spain,Norway,Bulgaria,Australia & New Zealand,Algeria,Slovenia,Kyrgyzstan,Netherlands,Luxembourg,Germany,Austria,Czechoslovakia,Switzerland,Mexico,Romania,Italy,Bosnia and Herzegovina,China,Tunisia,Latvia,Slovakia,Czechia,France,Chile,Hungary,Estonia,Australia,Portugal,Lithuania,Poland,"China, mainland",Russian Federation,Belgium-Luxembourg,Turkey
1984,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7500.0,-1.0,-1.0,139821.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,203.0,-1.0,-1.0,-1.0,890.0,-1.0,-1.0,-1.0,-1.0,37000.0,-1.0,83.0,-1.0,139821.0,-1.0,-1.0,-1.0,890.0,-1.0,-1.0,-1.0
1985,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,-1.0,-1.0,-1.0,-1.0,3500.0,-1.0,-1.0,137000.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,1200.0,344.0,-1.0,4000.0,-1.0,866.0,-1.0,-1.0,-1.0,-1.0,57000.0,-1.0,10.0,-1.0,137000.0,2500.0,-1.0,20000.0,866.0,-1.0,2161.0,-1.0
1986,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,-1.0,-1.0,-1.0,-1.0,7000.0,-1.0,-1.0,148000.0,-1.0,-1.0,-1.0,-1.0,-1.0,790.0,-1.0,-1.0,3100.0,1143.0,-1.0,3000.0,-1.0,952.0,-1.0,-1.0,-1.0,-1.0,99000.0,-1.0,130.0,-1.0,148000.0,17794.0,-1.0,75000.0,952.0,-1.0,4172.0,-1.0
1987,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,-1.0,-1.0,-1.0,-1.0,37000.0,-1.0,-1.0,136000.0,-1.0,-1.0,-1.0,-1.0,-1.0,18084.0,-1.0,-1.0,7320.0,652.0,-1.0,4000.0,-1.0,1500.0,-1.0,-1.0,-1.0,-1.0,126000.0,-1.0,100.0,-1.0,136000.0,22695.0,-1.0,310825.0,1500.0,-1.0,7141.0,-1.0
1988,-1.0,-1.0,-1.0,-1.0,-1.0,5000.0,-1.0,-1.0,-1.0,-1.0,51000.0,-1.0,-1.0,118000.0,-1.0,-1.0,-1.0,-1.0,-1.0,19813.0,-1.0,9960.0,9550.0,491.0,-1.0,4943.0,-1.0,2100.0,7000.0,-1.0,-1.0,-1.0,127000.0,-1.0,65.0,-1.0,118000.0,32536.0,-1.0,549352.0,2100.0,-1.0,6319.0,-1.0
1989,-1.0,-1.0,-1.0,-1.0,-1.0,7692.0,-1.0,1093.0,-1.0,-1.0,75500.0,-1.0,-1.0,95621.0,-1.0,-1.0,-1.0,-1.0,-1.0,29247.0,-1.0,21184.0,10410.0,116.0,-1.0,3775.0,-1.0,2600.0,12900.0,-1.0,-1.0,-1.0,136598.0,-1.0,352.0,-1.0,95621.0,37160.0,-1.0,648636.0,2600.0,-1.0,6520.0,-1.0
1990,-1.0,-1.0,-1.0,-1.0,-1.0,9200.0,-1.0,1074.0,-1.0,-1.0,41000.0,-1.0,-1.0,101455.0,9.0,-1.0,-1.0,2300.0,-1.0,77154.0,-1.0,32741.0,10480.0,165.0,-1.0,2793.0,-1.0,3100.0,15600.0,-1.0,-1.0,-1.0,144757.0,-1.0,2280.0,-1.0,101455.0,48673.0,-1.0,748564.0,3100.0,-1.0,7901.0,-1.0
1991,-1.0,-1.0,-1.0,-1.0,-1.0,11000.0,-1.0,1093.0,-1.0,-1.0,51200.0,-1.0,-1.0,99211.0,18.0,-1.0,-1.0,2974.0,-1.0,130158.0,-1.0,35699.0,8160.0,49.0,-1.0,1000.0,-1.0,10066.0,16400.0,-1.0,-1.0,-1.0,159699.0,-1.0,9271.0,-1.0,99211.0,40000.0,-1.0,731077.0,10066.0,-1.0,9098.0,-1.0
1992,25000.0,-1.0,-1.0,-1.0,-1.0,10700.0,-1.0,1200.0,-1.0,-1.0,50600.0,-1.0,11100.0,119822.0,27.0,103.0,-1.0,2367.0,-1.0,175493.0,-1.0,27310.0,6400.0,172.0,-1.0,184.0,-1.0,14000.0,15700.0,3300.0,-1.0,-1.0,175726.0,-1.0,18949.0,-1.0,119822.0,54000.0,-1.0,659263.0,14000.0,-1.0,7648.0,-1.0
1993,24400.0,-1.0,-1.0,-1.0,-1.0,6680.0,-1.0,13000.0,-1.0,43000.0,35200.0,-1.0,11400.0,131000.0,32.0,75.0,-1.0,1900.0,-1.0,219397.0,-1.0,-1.0,5370.0,150.0,-1.0,0.0,-1.0,18850.0,12000.0,6800.0,7800.0,16238.0,161667.0,-1.0,23002.0,-1.0,131000.0,52700.0,15800.0,656796.0,18850.0,-1.0,11500.0,-1.0
1994,25400.0,-1.0,-1.0,-1.0,-1.0,6000.0,-1.0,17700.0,-1.0,42527.0,32600.0,-1.0,11600.0,153000.0,36.0,709.0,-1.0,1600.0,-1.0,208000.0,-1.0,-1.0,5720.0,15.0,-1.0,308.0,-1.0,23060.0,11000.0,3100.0,6855.0,14949.0,173000.0,-1.0,41000.0,-1.0,153000.0,50048.0,27500.0,586242.0,23060.0,-1.0,11300.0,-1.0
1995,38000.0,-1.0,-1.0,-1.0,-1.0,7000.0,-1.0,16500.0,-1.0,44577.0,29900.0,-1.0,10700.0,221097.0,40.0,368.0,-1.0,2600.0,-1.0,288600.0,19279.0,-1.0,5350.0,104.0,-1.0,0.0,-1.0,30000.0,6000.0,2700.0,7683.0,16219.0,183500.0,-1.0,64000.0,-1.0,221097.0,44126.0,22500.0,616443.0,30000.0,-1.0,12300.0,-1.0
1996,66000.0,-1.0,-1.0,-1.0,-1.0,7000.0,-1.0,16600.0,-1.0,61694.0,33300.0,-1.0,9000.0,346000.0,45.0,343.0,-1.0,3300.0,-1.0,364224.0,17571.0,-1.0,6395.0,3.0,-1.0,0.0,-1.0,41000.0,6000.0,1700.0,8427.0,13798.0,203500.0,-1.0,108437.0,-1.0,346000.0,42320.0,34100.0,696535.0,41000.0,-1.0,12000.0,-1.0
1997,72000.0,-1.0,-1.0,-1.0,-1.0,8200.0,12700.0,15000.0,-1.0,66473.0,33182.0,-1.0,6000.0,245000.0,30.0,437.0,-1.0,2900.0,-1.0,437814.0,21896.0,-1.0,7523.0,97.0,-1.0,0.0,-1.0,53300.0,6000.0,2800.0,6997.0,14912.0,215000.0,-1.0,123673.0,-1.0,245000.0,43517.0,40600.0,630122.0,53300.0,-1.0,11600.0,-1.0
1998,66000.0,-1.0,-1.0,-1.0,-1.0,10400.0,27700.0,35500.0,-1.0,66751.0,24700.0,3460.0,4200.0,386000.0,190.0,478.0,-1.0,4400.0,-1.0,468546.0,25794.0,-1.0,8101.0,144.0,-1.0,0.0,-1.0,59380.0,4000.0,5313.0,11404.0,20308.0,233000.0,-1.0,129319.0,-1.0,386000.0,22989.0,36900.0,635463.0,59380.0,-1.0,13400.0,-1.0
1999,89900.0,-1.0,-1.0,-1.0,-1.0,13200.0,54000.0,41700.0,-1.0,32586.0,28000.0,1220.0,4200.0,361000.0,10.0,634.0,-1.0,1800.0,-1.0,386458.0,23595.0,-1.0,8050.0,117.0,-1.0,0.0,-1.0,76660.0,4000.0,5800.0,7284.0,25953.0,240380.0,-1.0,92552.0,-1.0,361000.0,26521.0,45000.0,660116.0,76660.0,-1.0,7700.0,-1.0
2000,99000.0,-1.0,-1.0,-1.0,8600.0,15600.0,50687.0,36400.0,-1.0,40728.0,37210.0,1490.0,5000.0,389000.0,10.0,835.0,-1.0,6600.0,3635.0,499475.0,27528.0,-1.0,10310.0,740.0,-1.0,0.0,-1.0,108000.0,2070.0,5875.0,8941.0,37001.0,244110.0,-1.0,83424.0,-1.0,389000.0,23832.0,50800.0,695308.0,108000.0,-1.0,-1.0,-1.0
2001,152400.0,-1.0,-1.0,-1.0,5600.0,13915.0,34747.0,12900.0,-1.0,39642.0,37548.0,1050.0,4343.0,409000.0,10.0,1227.0,-1.0,4800.0,3066.0,533492.0,31189.0,-1.0,12217.0,800.0,-1.0,0.0,-1.0,202000.0,2000.0,13000.0,10463.0,49499.0,240776.0,-1.0,119556.0,4195.0,409000.0,18820.0,60600.0,839000.0,202000.0,-1.0,-1.0,-1.0
2002,251300.0,-1.0,-1.0,-1.0,7600.0,14000.0,25132.0,13300.0,-1.0,30809.0,35750.0,210.0,10165.0,407570.0,0.0,1661.0,-1.0,4426.0,4010.0,560466.0,37621.0,-1.0,14080.0,539.0,-1.0,0.0,-1.0,303300.0,2000.0,15500.0,18372.0,53093.0,270741.0,-1.0,131685.0,5318.0,407570.0,17058.0,56000.0,943895.0,303300.0,-1.0,-1.0,-1.0
2003,334662.0,-1.0,-1.0,-1.0,7267.0,14600.0,27955.0,33600.0,-1.0,44661.0,40000.0,0.0,11886.0,445475.0,0.0,1820.0,45.0,3846.0,3724.0,499796.0,40652.0,-1.0,12913.0,196.0,10290.0,0.0,-1.0,310000.0,3000.0,19100.0,13757.0,45970.0,290055.0,-1.0,138993.0,7158.0,445475.0,13439.0,78500.0,985600.0,310000.0,-1.0,-1.0,-1.0
2004,357099.0,-1.0,-1.0,-1.0,8084.0,15200.0,33500.0,28300.0,-1.0,52195.0,23476.0,279.0,9521.0,389296.0,0.0,2124.0,9.0,3620.0,3578.0,507391.0,43082.0,-1.0,12400.0,391.0,27912.0,-1.0,-1.0,268000.0,5000.0,17100.0,18214.0,62776.0,328168.0,8048.0,157164.0,6547.0,389296.0,11926.0,83900.0,1058193.0,268000.0,-1.0,-1.0,30000.0
2005,357691.0,-1.0,-1.0,134868.0,7480.0,12600.0,31300.0,17000.0,-1.0,50292.0,37685.0,421.0,9324.0,347000.0,0.0,1986.0,5.0,4100.0,3411.0,480800.0,39452.0,-1.0,11811.0,414.0,33494.0,-1.0,-1.0,280000.0,3000.0,13300.0,17222.0,64811.0,332890.0,8720.0,156986.0,6165.0,347000.0,20488.0,75200.0,1194537.0,280000.0,-1.0,-1.0,32000.0
2006,376016.0,1591.0,30000.0,101088.0,7225.0,14100.0,31600.0,12200.0,-1.0,54800.0,45044.0,419.0,9600.0,368512.0,0.0,2900.0,0.0,3700.0,3471.0,404600.0,23648.0,-1.0,11268.0,1078.0,27356.0,-1.0,-1.0,264200.0,3000.0,11300.0,12106.0,41020.0,330754.0,8279.0,132838.0,2501.0,368512.0,19464.0,65300.0,1194282.0,264200.0,-1.0,-1.0,24111.0
2007,411219.0,2705.0,30000.0,80107.0,6552.0,17000.0,32200.0,20200.0,-1.0,53600.0,47411.0,418.0,6499.0,360000.0,0.0,3091.0,0.0,4000.0,3545.0,381036.0,38852.0,-1.0,10086.0,1170.0,31865.0,-1.0,-1.0,227000.0,5000.0,12400.0,12561.0,50050.0,324094.0,19243.0,130393.0,4369.0,360000.0,15900.0,80500.0,1260241.0,227000.0,-1.0,-1.0,27494.0
2008,458291.0,3214.0,31632.0,75640.0,6094.0,17296.0,35900.0,15800.0,-1.0,48900.0,54394.0,416.0,4585.0,322760.0,0.0,3241.0,75.0,3200.0,3623.0,398804.0,46309.0,-1.0,9969.0,374.0,31785.0,-1.0,-1.0,245500.0,7300.0,13800.0,13703.0,57758.0,343316.0,19243.0,131237.0,5900.0,322760.0,20200.0,98200.0,1333460.0,245500.0,-1.0,-1.0,27391.0
2009,516589.0,3087.0,37251.0,65505.0,6192.0,16000.0,44400.0,12100.0,-1.0,53200.0,60987.0,415.0,5958.0,350000.0,0.0,3400.0,0.0,2734.0,4055.0,401081.0,50640.0,-1.0,9279.0,408.0,38368.0,-1.0,13002.0,206000.0,10400.0,13100.0,11174.0,52950.0,355506.0,17907.0,125365.0,7963.0,350000.0,23800.0,136100.0,1465000.0,206000.0,187000.0,-1.0,28373.0
2010,435080.0,10853.0,36274.0,50543.0,6666.0,17000.0,36500.0,22200.0,3900.0,35900.0,65984.0,413.0,9800.0,313365.0,4.0,3477.0,344.0,2676.0,4780.0,397517.0,47795.0,-1.0,10274.0,723.0,40677.0,-1.0,11299.0,200000.0,9900.0,11400.0,9827.0,45900.0,383301.0,20963.0,119658.0,4020.0,313365.0,24500.0,108600.0,1329897.0,200000.0,140700.0,-1.0,26844.0
2011,409478.0,9951.0,38488.0,39628.0,4787.0,15000.0,26700.0,13400.0,4200.0,24000.0,81322.0,412.0,8590.0,187201.0,4.0,3347.0,772.0,1789.0,4340.0,383400.0,45589.0,-1.0,9708.0,245.0,41794.0,-1.0,11207.0,250000.0,10400.0,9400.0,10526.0,43529.0,391111.0,26543.0,100635.0,4457.0,187201.0,22088.0,94400.0,1269258.0,250000.0,222000.0,-1.0,29783.0
2012,489039.0,13039.0,15413.0,34746.0,6047.0,13000.0,22000.0,13000.0,10600.0,23700.0,125900.0,410.0,10808.0,144550.0,4.0,3640.0,566.0,1925.0,4736.0,371400.0,43746.0,-1.0,9433.0,405.0,48019.0,-1.0,9963.0,201000.0,13000.0,13200.0,10854.0,44200.0,415719.0,21546.0,111360.0,5600.0,144550.0,20807.0,119100.0,991797.0,201000.0,222900.0,-1.0,32227.0
2013,441630.0,14087.0,16623.0,25399.0,6096.0,12000.0,13300.0,11400.0,8700.0,22910.0,142300.0,408.0,13729.0,99178.0,0.0,3490.0,721.0,1953.0,4561.0,396900.0,44996.0,-1.0,9147.0,3417.0,72529.0,-1.0,11549.0,210000.0,16850.0,14100.0,11780.0,46816.0,384772.0,20878.0,118000.0,3200.0,99178.0,30403.0,144900.0,1176700.0,210000.0,241108.0,-1.0,35316.0
2014,523413.0,16855.0,22265.0,23111.0,5712.0,10786.0,15500.0,13000.0,16950.0,38200.0,195682.0,407.0,18907.0,79879.0,0.0,4229.0,214.0,1520.0,4787.0,418200.0,51302.0,-1.0,8269.0,4822.0,76713.0,-1.0,10697.0,212000.0,15180.0,10000.0,12997.0,48497.0,387604.0,20134.0,123160.0,6200.0,79879.0,30197.0,120100.0,1306025.0,212000.0,247553.0,-1.0,34885.0
