,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Burkina Faso,Tonga,China,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Liberia,Greece,Tunisia,Zimbabwe,Uganda,Bangladesh,Malawi,Melanesia,Papua New Guinea,Uzbekistan,Eritrea,Yemen,Rwanda,Libya,Australia & New Zealand,Yugoslav SFR,Mozambique,Guatemala,Algeria,Slovenia,Senegal,Madagascar,Tajikistan,Ukraine,Haiti,Bhutan,Guinea,Botswana,Zambia,Fiji,Cabo Verde,Chad,Belgium,Switzerland,Sri Lanka,Grenada,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,Germany,Nigeria,Colombia,Latvia,Portugal,Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Guinea-Bissau,Kazakhstan,South Africa,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Namibia,Kenya,Poland,"China, mainland",Nicaragua,Mali,Timor-Leste,Thailand,Luxembourg,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Comoros,Sudan (former),Dominican Republic,South Sudan,El Salvador,Benin,Denmark,Canada,Japan,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Philippines,New Zealand,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Turkmenistan,Somalia,Pakistan,Morocco,Cuba,Turkey,Czechia,Togo,Argentina,Cambodia,Lithuania,Costa Rica,Georgia,India,Guadeloupe,Paraguay,Austria,Niger,Czechoslovakia,Ethiopia PDR,Congo,Republic of Korea,Gabon,USSR,Romania,Ecuador,Honduras,Jordan,Israel,Mexico,Russian Federation,Viet Nam,Suriname,Ireland,Côte d'Ivoire,Angola,Albania,Slovakia,Spain,Italy,Polynesia,Panama,Sierra Leone,Swaziland,Australia,Egypt,Ghana,Netherlands,Mauritania,Gambia,Guyana,Norway,Republic of Moldova,Belgium-Luxembourg
1971,575.0,9008.0,-1.0,-1.0,26548.0,3638.0,29.0,903551.0,9779.0,148385.0,329.0,6159.0,1553.0,-1.0,35854.0,223.0,10959.0,53.0,6233.0,18892.0,3668.0,8298.0,73.0,64.0,-1.0,-1.0,751.0,298.0,181.0,3944.0,1686.0,14109.0,928.0,255.0,-1.0,45450.0,2051.0,-1.0,-1.0,195.0,8.0,2245.0,84.0,3890.0,9.0,8.0,13523.0,-1.0,0.0,316.0,1.0,3226.0,-1.0,5706.0,-1.0,7.0,5132.0,75391.0,7838.0,-1.0,1675.0,3.0,154.0,-1.0,54.0,0.0,663.0,2128.0,-1.0,10321.0,15.0,5.0,2489.0,2708.0,0.0,1096.0,19498.0,894543.0,1541.0,10176.0,63.0,6840.0,-1.0,0.0,880.0,3051.0,18318.0,-1.0,14534.0,-1.0,163.0,0.0,16717.0,1225.0,-1.0,1284.0,3062.0,921.0,36429.0,5907.0,2206.0,1131.0,-1.0,856.0,15.0,9.0,6597.0,265.0,0.0,7129.0,1172454.0,6565.0,17828.0,-1.0,-1.0,746.0,51239.0,1740.0,428.0,32326.0,-1.0,926.0,37405.0,808.0,-1.0,3.0,-1.0,309027.0,3.0,4353.0,13.0,9671.0,720.0,9890.0,636.0,11782.0,49.0,405169.0,18653.0,750.0,52.0,8.0,776.0,23841.0,-1.0,2764.0,9.0,0.0,2591.0,2224.0,2200.0,-1.0,4561.0,338.0,29.0,1.0,355.0,236.0,3679.0,29204.0,2857.0,400.0,53.0,1938.0,2.0,6.0,-1.0,761.0
1972,576.0,6104.0,-1.0,-1.0,25119.0,5245.0,30.0,886197.0,8225.0,184212.0,328.0,6297.0,1560.0,-1.0,35148.0,225.0,9685.0,32.0,6355.0,17133.0,3692.0,8102.0,56.0,46.0,-1.0,-1.0,881.0,320.0,167.0,4048.0,2082.0,14206.0,1178.0,289.0,-1.0,50742.0,1654.0,-1.0,-1.0,255.0,8.0,2267.0,85.0,4015.0,11.0,4.0,13363.0,-1.0,0.0,353.0,1.0,2498.0,-1.0,5894.0,-1.0,7.0,5393.0,79457.0,7855.0,-1.0,1947.0,2.0,156.0,-1.0,107.0,0.0,403.0,2128.0,-1.0,8147.0,17.0,5.0,3567.0,2781.0,0.0,1140.0,21298.0,880093.0,2059.0,8508.0,78.0,7590.0,-1.0,1.0,1267.0,3219.0,18571.0,-1.0,14843.0,-1.0,199.0,0.0,15305.0,1095.0,-1.0,1520.0,2689.0,1381.0,31337.0,5017.0,2698.0,972.0,-1.0,944.0,12.0,9.0,8047.0,265.0,0.0,6816.0,1234863.0,6511.0,18533.0,-1.0,-1.0,556.0,47913.0,1714.0,428.0,29417.0,-1.0,924.0,46257.0,739.0,-1.0,12.0,-1.0,308164.0,3.0,4731.0,7.0,8387.0,889.0,10187.0,704.0,12943.0,49.0,414466.0,28456.0,1092.0,84.0,4.0,752.0,24758.0,-1.0,2735.0,12.0,0.0,2957.0,3570.0,2321.0,-1.0,5642.0,331.0,30.0,1.0,355.0,230.0,3783.0,29404.0,2491.0,355.0,45.0,2390.0,4.0,11.0,-1.0,628.0
1973,528.0,5955.0,-1.0,-1.0,26812.0,5518.0,30.0,877308.0,8529.0,227376.0,303.0,6347.0,1563.0,-1.0,38763.0,228.0,9631.0,33.0,8360.0,12019.0,3701.0,8132.0,56.0,46.0,-1.0,-1.0,900.0,391.0,210.0,5282.0,1899.0,13653.0,1371.0,236.0,-1.0,51852.0,1789.0,-1.0,-1.0,305.0,8.0,2290.0,94.0,3578.0,11.0,4.0,13755.0,-1.0,0.0,462.0,1.0,2295.0,-1.0,5987.0,-1.0,7.0,5412.0,79241.0,7193.0,-1.0,1319.0,6.0,124.0,-1.0,193.0,0.0,362.0,2128.0,-1.0,11198.0,14.0,2.0,3732.0,3257.0,0.0,1209.0,17834.0,871354.0,2511.0,9508.0,80.0,8172.0,-1.0,1.0,1346.0,3557.0,18792.0,-1.0,14291.0,-1.0,199.0,0.0,15725.0,1001.0,-1.0,1699.0,2429.0,1490.0,31927.0,4969.0,3815.0,869.0,-1.0,1049.0,16.0,6.0,7063.0,119.0,0.0,7304.0,1456389.0,7941.0,18640.0,-1.0,-1.0,470.0,52507.0,1972.0,428.0,33460.0,-1.0,1001.0,52503.0,735.0,-1.0,14.0,-1.0,311824.0,2.0,6616.0,7.0,5993.0,978.0,8666.0,750.0,11993.0,86.0,412128.0,36191.0,1886.0,125.0,5.0,847.0,26804.0,-1.0,2703.0,13.0,0.0,3102.0,3528.0,2370.0,-1.0,7595.0,350.0,30.0,1.0,369.0,231.0,5163.0,29823.0,3465.0,447.0,53.0,2389.0,4.0,10.0,-1.0,857.0
1974,529.0,6063.0,-1.0,-1.0,27065.0,5147.0,30.0,861066.0,8620.0,288391.0,225.0,4762.0,1469.0,-1.0,36903.0,230.0,8684.0,39.0,8912.0,12278.0,4179.0,7873.0,33.0,23.0,-1.0,-1.0,679.0,506.0,208.0,5008.0,1964.0,13664.0,1465.0,208.0,-1.0,57038.0,1549.0,-1.0,-1.0,414.0,8.0,2313.0,100.0,3613.0,11.0,4.0,15689.0,-1.0,0.0,530.0,1.0,3357.0,-1.0,5445.0,-1.0,7.0,4953.0,61148.0,8549.0,-1.0,1667.0,4.0,95.0,-1.0,304.0,0.0,484.0,2394.0,-1.0,8200.0,13.0,3.0,6196.0,3576.0,0.0,1706.0,20985.0,855003.0,2516.0,9333.0,80.0,7234.0,-1.0,2.0,1545.0,3210.0,19013.0,-1.0,18000.0,-1.0,249.0,0.0,16715.0,807.0,-1.0,1611.0,2106.0,2189.0,32159.0,5635.0,3512.0,883.0,-1.0,1173.0,17.0,5.0,5857.0,303.0,0.0,7004.0,1323030.0,8031.0,18766.0,-1.0,-1.0,856.0,48345.0,1596.0,428.0,28460.0,-1.0,1025.0,52698.0,735.0,-1.0,6.0,-1.0,314375.0,2.0,7577.0,8.0,7460.0,1049.0,10953.0,789.0,11542.0,116.0,383823.0,20406.0,1577.0,112.0,2.0,843.0,26685.0,-1.0,2476.0,12.0,0.0,3243.0,2427.0,2393.0,-1.0,5969.0,384.0,30.0,1.0,383.0,336.0,4705.0,28669.0,3370.0,353.0,106.0,2253.0,6.0,14.0,-1.0,878.0
1975,516.0,5812.0,-1.0,-1.0,26908.0,5166.0,33.0,834420.0,7704.0,295528.0,321.0,7191.0,1472.0,-1.0,37510.0,254.0,9412.0,36.0,9186.0,10891.0,4128.0,7928.0,33.0,23.0,-1.0,-1.0,759.0,529.0,205.0,3256.0,2360.0,13267.0,1128.0,338.0,-1.0,63504.0,2289.0,-1.0,-1.0,538.0,9.0,2347.0,102.0,6338.0,10.0,0.0,15343.0,-1.0,0.0,570.0,1.0,4933.0,-1.0,5509.0,-1.0,7.0,4944.0,52401.0,10840.0,-1.0,1815.0,3.0,88.0,-1.0,374.0,0.0,598.0,2394.0,-1.0,6651.0,14.0,4.0,6013.0,4248.0,0.0,1715.0,26460.0,828608.0,2059.0,10219.0,80.0,7031.0,-1.0,2.0,1426.0,2418.0,19266.0,-1.0,17153.0,-1.0,221.0,0.0,13984.0,936.0,-1.0,1397.0,2528.0,1378.0,19453.0,5574.0,3798.0,793.0,-1.0,834.0,36.0,6.0,8604.0,218.0,0.0,7766.0,1372007.0,8294.0,19001.0,-1.0,-1.0,792.0,49010.0,1725.0,428.0,26095.0,-1.0,1175.0,52354.0,724.0,-1.0,38.0,-1.0,311592.0,1.0,8631.0,7.0,3876.0,1069.0,9257.0,816.0,10563.0,131.0,399536.0,25048.0,1603.0,67.0,2.0,904.0,16281.0,-1.0,3511.0,9.0,6.0,3450.0,2427.0,2409.0,-1.0,4934.0,457.0,33.0,1.0,383.0,258.0,3039.0,31994.0,3044.0,356.0,120.0,2453.0,7.0,17.0,-1.0,850.0
1976,567.0,5147.0,-1.0,-1.0,24945.0,5192.0,35.0,836631.0,7784.0,331560.0,333.0,7009.0,1405.0,-1.0,34723.0,258.0,11389.0,40.0,9274.0,10422.0,4368.0,8230.0,32.0,23.0,-1.0,-1.0,543.0,594.0,203.0,5502.0,2554.0,12176.0,1624.0,215.0,-1.0,62486.0,2172.0,-1.0,-1.0,633.0,9.0,2370.0,113.0,3864.0,9.0,0.0,14412.0,-1.0,0.0,521.0,1.0,3420.0,-1.0,5119.0,-1.0,7.0,5498.0,57448.0,8357.0,-1.0,850.0,4.0,87.0,-1.0,432.0,0.0,433.0,2128.0,-1.0,7452.0,10.0,1.0,6539.0,3970.0,0.0,1766.0,25938.0,831485.0,2790.0,9890.0,84.0,7881.0,-1.0,4.0,1399.0,2690.0,19266.0,-1.0,17188.0,-1.0,208.0,0.0,14511.0,875.0,-1.0,1557.0,2449.0,1199.0,35506.0,4721.0,3798.0,659.0,-1.0,795.0,32.0,5.0,10506.0,194.0,0.0,8069.0,1291312.0,7603.0,19363.0,-1.0,-1.0,929.0,49044.0,2216.0,428.0,30950.0,-1.0,984.0,71314.0,692.0,-1.0,173.0,-1.0,323660.0,1.0,12069.0,7.0,4054.0,1121.0,8730.0,840.0,10694.0,148.0,404290.0,26835.0,1704.0,140.0,2.0,1146.0,29764.0,-1.0,3750.0,12.0,6.0,3479.0,2437.0,2294.0,-1.0,5068.0,747.0,35.0,1.0,436.0,197.0,5308.0,41608.0,3072.0,367.0,120.0,2403.0,11.0,15.0,-1.0,944.0
1977,540.0,4546.0,-1.0,-1.0,25179.0,4941.0,36.0,875285.0,6997.0,350756.0,592.0,7956.0,1597.0,-1.0,37219.0,263.0,9973.0,50.0,8746.0,13227.0,4841.0,8171.0,32.0,23.0,-1.0,-1.0,605.0,549.0,206.0,6019.0,2900.0,12469.0,1641.0,287.0,-1.0,65976.0,1796.0,-1.0,-1.0,904.0,9.0,2394.0,96.0,5264.0,9.0,0.0,13757.0,-1.0,0.0,440.0,1.0,4694.0,-1.0,4687.0,-1.0,5.0,5827.0,52941.0,9219.0,-1.0,577.0,4.0,99.0,-1.0,501.0,0.0,401.0,2261.0,-1.0,9176.0,14.0,1.0,5996.0,3627.0,0.0,2505.0,22643.0,870739.0,2963.0,8762.0,84.0,8083.0,-1.0,4.0,1940.0,2877.0,19266.0,-1.0,18635.0,-1.0,192.0,0.0,13877.0,879.0,-1.0,1876.0,2755.0,1446.0,42768.0,7083.0,3512.0,579.0,-1.0,772.0,28.0,5.0,9209.0,248.0,0.0,9512.0,1444414.0,8357.0,19543.0,-1.0,-1.0,915.0,48787.0,1862.0,428.0,27456.0,-1.0,928.0,102578.0,445.0,-1.0,135.0,-1.0,333682.0,0.0,14953.0,10.0,4888.0,1093.0,8950.0,708.0,10630.0,156.0,405902.0,31014.0,1626.0,243.0,2.0,1319.0,26662.0,-1.0,3704.0,10.0,6.0,3778.0,2437.0,2256.0,-1.0,4146.0,330.0,36.0,1.0,383.0,268.0,5771.0,48360.0,2489.0,319.0,125.0,2421.0,11.0,14.0,-1.0,808.0
1978,576.0,4455.0,-1.0,-1.0,25666.0,5052.0,38.0,888398.0,6484.0,358648.0,690.0,7176.0,1604.0,-1.0,37644.0,271.0,8495.0,44.0,9169.0,7538.0,6326.0,8144.0,30.0,23.0,-1.0,-1.0,531.0,613.0,237.0,6067.0,2815.0,12108.0,1645.0,338.0,-1.0,68514.0,1803.0,-1.0,-1.0,1015.0,9.0,2417.0,93.0,2209.0,8.0,0.0,11443.0,-1.0,0.0,566.0,1.0,5097.0,-1.0,4980.0,-1.0,6.0,5944.0,42188.0,7201.0,-1.0,318.0,7.0,99.0,-1.0,578.0,0.0,515.0,2261.0,-1.0,10495.0,10.0,1.0,4478.0,3891.0,0.0,1977.0,13431.0,883943.0,2471.0,9796.0,84.0,7159.0,-1.0,3.0,2548.0,3363.0,19266.0,-1.0,16420.0,-1.0,202.0,0.0,15006.0,543.0,-1.0,2062.0,3138.0,1970.0,55243.0,7061.0,3080.0,703.0,-1.0,567.0,18.0,5.0,9630.0,154.0,0.0,9266.0,1601387.0,6114.0,18307.0,-1.0,-1.0,952.0,53372.0,1865.0,428.0,27038.0,-1.0,1865.0,120234.0,354.0,-1.0,154.0,-1.0,338754.0,0.0,18501.0,13.0,3356.0,1196.0,8968.0,575.0,9122.0,173.0,392128.0,44662.0,1919.0,186.0,1.0,1309.0,35788.0,-1.0,3316.0,11.0,6.0,4693.0,2443.0,2194.0,-1.0,4436.0,259.0,38.0,1.0,384.0,253.0,5912.0,41227.0,3044.0,220.0,32.0,2209.0,18.0,15.0,-1.0,689.0
1979,560.0,3900.0,-1.0,-1.0,22007.0,3732.0,40.0,914531.0,6096.0,376796.0,666.0,7053.0,1435.0,-1.0,40396.0,275.0,8980.0,46.0,7530.0,5881.0,6379.0,8114.0,29.0,23.0,-1.0,-1.0,377.0,682.0,208.0,5025.0,1845.0,12199.0,1625.0,284.0,-1.0,70313.0,1855.0,-1.0,-1.0,939.0,57.0,2433.0,102.0,1812.0,6.0,0.0,11543.0,-1.0,0.0,617.0,1.0,4485.0,-1.0,4931.0,-1.0,6.0,7309.0,42580.0,8608.0,-1.0,376.0,6.0,96.0,-1.0,716.0,0.0,530.0,2312.0,-1.0,11953.0,10.0,1.0,4147.0,4461.0,0.0,3067.0,21419.0,910631.0,980.0,9012.0,84.0,8068.0,-1.0,3.0,2863.0,3750.0,19266.0,-1.0,17465.0,-1.0,209.0,0.0,14288.0,653.0,-1.0,1871.0,2772.0,3111.0,39939.0,7049.0,2361.0,591.0,-1.0,580.0,15.0,3.0,8096.0,64.0,0.0,9146.0,1751760.0,4047.0,19221.0,-1.0,-1.0,970.0,53991.0,2052.0,428.0,30365.0,-1.0,2110.0,136574.0,380.0,-1.0,96.0,-1.0,332681.0,0.0,21992.0,14.0,4369.0,1133.0,9566.0,543.0,8292.0,185.0,398445.0,52770.0,1979.0,182.0,0.0,1297.0,25014.0,-1.0,4016.0,9.0,6.0,6043.0,760.0,2207.0,-1.0,4855.0,288.0,40.0,1.0,330.0,295.0,4961.0,41709.0,2754.0,247.0,37.0,1881.0,14.0,17.0,-1.0,686.0
1980,630.0,3630.0,-1.0,-1.0,25384.0,4164.0,42.0,1015919.0,6059.0,362579.0,714.0,6659.0,1458.0,-1.0,38857.0,283.0,8232.0,49.0,9301.0,4344.0,6873.0,8191.0,29.0,23.0,-1.0,-1.0,619.0,723.0,213.0,4713.0,2899.0,12709.0,1401.0,310.0,-1.0,69712.0,1639.0,-1.0,-1.0,991.0,81.0,2457.0,93.0,2393.0,6.0,0.0,10633.0,-1.0,0.0,668.0,1.0,2953.0,-1.0,4684.0,-1.0,5.0,8515.0,44040.0,9116.0,-1.0,244.0,6.0,35.0,-1.0,975.0,0.0,283.0,2338.0,-1.0,10667.0,20.0,3.0,8944.0,4799.0,0.0,2348.0,18284.0,1012290.0,1739.0,8182.0,82.0,8825.0,-1.0,3.0,2622.0,3912.0,19266.0,-1.0,15944.0,-1.0,263.0,0.0,14323.0,569.0,-1.0,1426.0,2654.0,3910.0,34538.0,7806.0,2858.0,504.0,-1.0,430.0,14.0,2.0,8463.0,66.0,0.0,9278.0,1579501.0,6142.0,19475.0,-1.0,-1.0,1008.0,57028.0,2218.0,428.0,29984.0,-1.0,2209.0,113811.0,656.0,-1.0,103.0,-1.0,335579.0,0.0,19131.0,14.0,4784.0,1077.0,10336.0,577.0,8687.0,198.0,385219.0,45532.0,1896.0,119.0,218.0,1320.0,32318.0,-1.0,5092.0,12.0,9.0,6133.0,921.0,2830.0,-1.0,4558.0,273.0,42.0,1.0,518.0,238.0,4647.0,43556.0,3795.0,221.0,53.0,2109.0,14.0,19.0,-1.0,600.0
1981,569.0,3226.0,-1.0,-1.0,28833.0,4953.0,40.0,1071733.0,6604.0,355870.0,723.0,6956.0,1487.0,-1.0,40538.0,283.0,8667.0,53.0,8203.0,4964.0,6765.0,8086.0,27.0,23.0,-1.0,-1.0,674.0,711.0,213.0,4421.0,3598.0,11410.0,1073.0,363.0,-1.0,63656.0,1512.0,-1.0,-1.0,1036.0,105.0,2482.0,50.0,1799.0,4.0,0.0,8946.0,-1.0,0.0,1451.0,1.0,1850.0,-1.0,4986.0,-1.0,5.0,7858.0,39657.0,4485.0,-1.0,342.0,3.0,31.0,-1.0,1357.0,0.0,218.0,2338.0,-1.0,8878.0,20.0,4.0,7888.0,5395.0,0.0,1895.0,16717.0,1068507.0,1515.0,8339.0,82.0,8288.0,-1.0,3.0,3302.0,3305.0,19918.0,-1.0,15802.0,-1.0,175.0,0.0,12662.0,569.0,-1.0,1161.0,2259.0,4592.0,44981.0,7773.0,2712.0,497.0,-1.0,393.0,40.0,3.0,9053.0,64.0,0.0,7988.0,1549702.0,6503.0,22195.0,-1.0,-1.0,1017.0,58456.0,2364.0,428.0,28978.0,-1.0,1514.0,121975.0,514.0,-1.0,52.0,-1.0,354197.0,0.0,22955.0,13.0,4363.0,1141.0,10960.0,578.0,8027.0,210.0,392451.0,39970.0,1637.0,124.0,296.0,1764.0,23938.0,-1.0,6205.0,12.0,15.0,6269.0,976.0,2801.0,-1.0,4606.0,399.0,40.0,1.0,386.0,171.0,4357.0,41193.0,3683.0,328.0,53.0,2246.0,14.0,22.0,-1.0,726.0
1982,527.0,2965.0,-1.0,-1.0,28188.0,4515.0,40.0,988675.0,7310.0,335533.0,692.0,7946.0,1577.0,-1.0,40148.0,283.0,11011.0,57.0,7776.0,5329.0,6635.0,4961.0,28.0,23.0,-1.0,-1.0,674.0,694.0,213.0,5659.0,4224.0,10779.0,864.0,219.0,-1.0,62124.0,1534.0,-1.0,-1.0,1078.0,178.0,2490.0,34.0,2282.0,5.0,0.0,10548.0,-1.0,0.0,1237.0,1.0,866.0,-1.0,5010.0,-1.0,5.0,9191.0,39159.0,4408.0,-1.0,261.0,2.0,29.0,-1.0,1732.0,0.0,184.0,2338.0,-1.0,9027.0,22.0,1.0,6717.0,5978.0,0.0,1990.0,16124.0,985710.0,1490.0,7989.0,80.0,9064.0,-1.0,3.0,2149.0,2147.0,20234.0,-1.0,15169.0,-1.0,132.0,0.0,13018.0,619.0,-1.0,970.0,2392.0,4925.0,42081.0,7762.0,2695.0,480.0,-1.0,439.0,43.0,1.0,8585.0,19.0,0.0,8043.0,1439878.0,6078.0,22659.0,-1.0,-1.0,1060.0,57525.0,1814.0,428.0,29755.0,-1.0,1634.0,134994.0,739.0,-1.0,39.0,-1.0,363579.0,0.0,25956.0,14.0,3670.0,1252.0,11012.0,619.0,8051.0,222.0,393686.0,40826.0,773.0,79.0,310.0,1803.0,30808.0,-1.0,6344.0,12.0,15.0,6292.0,988.0,2619.0,-1.0,4357.0,1666.0,40.0,1.0,387.0,183.0,5639.0,29989.0,3060.0,270.0,56.0,2508.0,11.0,21.0,-1.0,691.0
1983,583.0,2617.0,-1.0,-1.0,28781.0,3924.0,43.0,997708.0,7364.0,379956.0,714.0,8077.0,1828.0,-1.0,40484.0,283.0,13408.0,63.0,7396.0,6356.0,7021.0,5202.0,30.0,23.0,-1.0,-1.0,627.0,771.0,213.0,6196.0,4540.0,11285.0,923.0,197.0,-1.0,60245.0,1621.0,-1.0,-1.0,1123.0,223.0,2517.0,67.0,2845.0,7.0,0.0,9901.0,-1.0,0.0,927.0,1.0,1202.0,-1.0,4213.0,-1.0,6.0,9446.0,42049.0,6142.0,-1.0,371.0,2.0,30.0,-1.0,2199.0,0.0,164.0,2338.0,-1.0,9524.0,30.0,2.0,5588.0,6589.0,0.0,2626.0,24926.0,995091.0,1836.0,7698.0,80.0,9821.0,-1.0,3.0,3157.0,2437.0,20550.0,-1.0,16922.0,-1.0,58.0,0.0,13046.0,659.0,-1.0,1056.0,3156.0,5798.0,55514.0,7739.0,2669.0,511.0,-1.0,508.0,46.0,5.0,8838.0,13.0,0.0,8092.0,1548980.0,7426.0,23120.0,-1.0,-1.0,1066.0,57024.0,1875.0,428.0,35285.0,-1.0,1941.0,162520.0,487.0,-1.0,33.0,-1.0,367322.0,0.0,28690.0,14.0,3305.0,1292.0,11285.0,640.0,8307.0,247.0,371369.0,42703.0,1756.0,117.0,437.0,1740.0,27335.0,-1.0,6879.0,18.0,30.0,5829.0,959.0,2403.0,-1.0,5100.0,2493.0,43.0,1.0,547.0,195.0,6183.0,24660.0,4693.0,310.0,61.0,2246.0,12.0,29.0,-1.0,913.0
1984,618.0,2887.0,-1.0,-1.0,32132.0,5520.0,43.0,1040048.0,7126.0,415862.0,441.0,8099.0,2082.0,-1.0,47839.0,283.0,15390.0,68.0,7104.0,5608.0,6927.0,5080.0,32.0,23.0,-1.0,-1.0,270.0,880.0,213.0,8097.0,4348.0,10114.0,1067.0,178.0,-1.0,61760.0,1744.0,-1.0,-1.0,1124.0,183.0,2545.0,45.0,2902.0,9.0,9.0,10364.0,-1.0,0.0,474.0,1.0,1360.0,-1.0,3879.0,-1.0,7.0,9567.0,36361.0,6822.0,-1.0,322.0,3.0,37.0,-1.0,2460.0,0.0,298.0,1383.0,-1.0,8864.0,25.0,1.0,5149.0,8740.0,0.0,3382.0,29177.0,1037161.0,1801.0,9078.0,80.0,10572.0,-1.0,2.0,3962.0,3828.0,21182.0,-1.0,17295.0,-1.0,52.0,0.0,11795.0,505.0,-1.0,1162.0,3988.0,6582.0,54554.0,6908.0,2765.0,544.0,-1.0,746.0,55.0,15.0,6094.0,6.0,0.0,8390.0,1448962.0,6911.0,22813.0,-1.0,-1.0,1165.0,59689.0,2036.0,428.0,35774.0,-1.0,2441.0,176850.0,791.0,-1.0,46.0,-1.0,372557.0,0.0,32989.0,19.0,2759.0,1200.0,11797.0,661.0,6992.0,329.0,376182.0,46990.0,2243.0,111.0,302.0,1273.0,29634.0,-1.0,8139.0,18.0,30.0,5602.0,814.0,2409.0,-1.0,5018.0,5558.0,43.0,1.0,601.0,193.0,8091.0,30941.0,3658.0,293.0,61.0,1503.0,12.0,22.0,-1.0,1003.0
1985,649.0,3121.0,-1.0,-1.0,30868.0,7064.0,43.0,1065239.0,6129.0,373745.0,411.0,8123.0,2430.0,-1.0,39675.0,293.0,15148.0,73.0,6986.0,6842.0,6736.0,6173.0,33.0,23.0,-1.0,-1.0,614.0,834.0,213.0,7416.0,4577.0,10755.0,1143.0,203.0,-1.0,41682.0,1933.0,-1.0,-1.0,1082.0,160.0,2421.0,42.0,3248.0,10.0,9.0,9683.0,-1.0,0.0,548.0,1.0,1592.0,-1.0,4733.0,-1.0,9.0,6927.0,43921.0,7065.0,-1.0,334.0,3.0,43.0,-1.0,2635.0,0.0,504.0,1481.0,-1.0,9322.0,26.0,2.0,4768.0,9955.0,3.0,2802.0,31899.0,1062119.0,1422.0,9450.0,81.0,11261.0,-1.0,2.0,3534.0,4052.0,21435.0,-1.0,17595.0,-1.0,40.0,0.0,11569.0,682.0,-1.0,1154.0,4296.0,6844.0,55270.0,6852.0,2637.0,678.0,-1.0,858.0,80.0,14.0,8080.0,6.0,0.0,7177.0,1415551.0,6606.0,22198.0,-1.0,-1.0,969.0,63302.0,2033.0,428.0,36522.0,-1.0,2611.0,180380.0,567.0,-1.0,24.0,-1.0,373679.0,0.0,26290.0,28.0,2801.0,1129.0,11121.0,655.0,6238.0,375.0,369354.0,45490.0,2755.0,70.0,284.0,1579.0,24547.0,-1.0,8520.0,24.0,15.0,5782.0,860.0,2374.0,-1.0,4353.0,14388.0,43.0,1.0,565.0,216.0,7411.0,32095.0,5115.0,194.0,61.0,1867.0,24.0,20.0,-1.0,722.0
1986,665.0,3316.0,-1.0,-1.0,28387.0,7065.0,43.0,1104441.0,5609.0,342487.0,496.0,8588.0,2579.0,-1.0,51493.0,320.0,14850.0,78.0,9591.0,5646.0,6561.0,6922.0,28.0,23.0,-1.0,-1.0,631.0,848.0,220.0,6591.0,5036.0,11322.0,906.0,225.0,-1.0,38550.0,1600.0,-1.0,-1.0,939.0,138.0,2162.0,39.0,6796.0,5.0,9.0,10452.0,-1.0,0.0,461.0,1.0,2120.0,-1.0,3904.0,-1.0,10.0,6961.0,42542.0,8500.0,-1.0,283.0,3.0,53.0,-1.0,3430.0,0.0,409.0,875.0,-1.0,8933.0,19.0,2.0,5301.0,13452.0,7.0,2070.0,30731.0,1101125.0,1073.0,10207.0,57.0,12651.0,-1.0,2.0,3967.0,3036.0,21814.0,-1.0,17552.0,-1.0,57.0,0.0,12054.0,614.0,-1.0,783.0,3454.0,7575.0,53792.0,6817.0,2071.0,709.0,-1.0,772.0,51.0,14.0,10944.0,4.0,0.0,6698.0,1354833.0,4964.0,21367.0,-1.0,-1.0,1270.0,64774.0,2312.0,428.0,39936.0,-1.0,2598.0,192504.0,646.0,-1.0,18.0,-1.0,366685.0,0.0,29865.0,122.0,3741.0,1279.0,10746.0,684.0,7276.0,408.0,392194.0,52049.0,4715.0,66.0,359.0,1579.0,30245.0,-1.0,9094.0,24.0,42.0,5199.0,820.0,2156.0,-1.0,4757.0,28936.0,43.0,2.0,524.0,165.0,6587.0,35625.0,4748.0,259.0,64.0,2201.0,30.0,18.0,-1.0,929.0
