,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Burkina Faso,Tonga,China,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Liberia,Greece,Tunisia,Zimbabwe,Uganda,Bangladesh,Malawi,Melanesia,Papua New Guinea,Uzbekistan,Eritrea,Yemen,Rwanda,Libya,Australia & New Zealand,Yugoslav SFR,Mozambique,Guatemala,Algeria,Slovenia,Senegal,Madagascar,Tajikistan,Ukraine,Haiti,Bhutan,Guinea,Botswana,Zambia,Fiji,Cabo Verde,Chad,Belgium,Switzerland,Sri Lanka,Grenada,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,Germany,Nigeria,Colombia,Latvia,Portugal,Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Guinea-Bissau,Kazakhstan,South Africa,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Namibia,Kenya,Poland,"China, mainland",Nicaragua,Mali,Timor-Leste,Thailand,Luxembourg,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Comoros,Sudan (former),Dominican Republic,South Sudan,El Salvador,Benin,Denmark,Canada,Japan,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Philippines,New Zealand,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Turkmenistan,Somalia,Pakistan,Morocco,Cuba,Turkey,Czechia,Togo,Argentina,Cambodia,Lithuania,Costa Rica,Georgia,India,Guadeloupe,Paraguay,Austria,Niger,Czechoslovakia,Ethiopia PDR,Congo,Republic of Korea,Gabon,USSR,Romania,Ecuador,Honduras,Jordan,Israel,Mexico,Russian Federation,Viet Nam,Suriname,Ireland,Côte d'Ivoire,Angola,Albania,Slovakia,Spain,Italy,Polynesia,Panama,Sierra Leone,Swaziland,Australia,Egypt,Ghana,Netherlands,Mauritania,Gambia,Guyana,Norway,Republic of Moldova,Belgium-Luxembourg
1996,314.0,1976.0,2464.0,219.0,18741.0,5862.0,39.0,415394.0,3561.0,90112.0,477.0,4237.0,1091.0,2937.0,18575.0,158.0,8149.0,112.0,5733.0,5702.0,4588.0,2787.0,24.0,17.0,12618.0,276.0,289.0,300.0,221.0,4257.0,-1.0,7626.0,289.0,42.0,1.0,24934.0,1568.0,1280.0,7153.0,398.0,68.0,2611.0,72.0,3947.0,7.0,0.0,13796.0,-1.0,4.0,248.0,0.0,593.0,1288.0,2780.0,36.0,13.0,7433.0,64302.0,948.0,15.0,486.0,466.0,50.0,655.0,4465.0,9.0,85.0,370.0,3861.0,4094.0,6.0,4.0,3977.0,7742.0,8.0,873.0,12115.0,413418.0,525.0,10397.0,56.0,4142.0,-1.0,0.0,7400.0,908.0,4512.0,1256.0,11960.0,-1.0,22.0,21.0,12665.0,20.0,-1.0,425.0,4718.0,2194.0,39296.0,933.0,1082.0,623.0,56.0,215.0,25.0,3.0,15946.0,12.0,7.0,6345.0,478879.0,2940.0,15737.0,-1.0,5600.0,556.0,28007.0,1787.0,473.0,15568.0,760.0,2167.0,92280.0,603.0,2209.0,7.0,2050.0,279720.0,0.0,9092.0,348.0,4239.0,-1.0,-1.0,622.0,1303.0,337.0,-1.0,4461.0,1208.0,47.0,143.0,497.0,5434.0,133070.0,5526.0,7.0,15.0,2993.0,590.0,53.0,653.0,3199.0,6738.0,39.0,3.0,801.0,207.0,4245.0,10508.0,4533.0,111.0,53.0,1320.0,53.0,15.0,856.0,593.0
1997,293.0,1673.0,2681.0,420.0,17281.0,5665.0,37.0,428328.0,3742.0,104845.0,524.0,3473.0,1053.0,2987.0,17461.0,162.0,8377.0,121.0,5506.0,6021.0,4527.0,3610.0,24.0,18.0,12794.0,319.0,316.0,249.0,264.0,5385.0,-1.0,7909.0,241.0,32.0,1.0,18815.0,1553.0,1600.0,9202.0,333.0,73.0,2834.0,145.0,4573.0,6.0,0.0,13595.0,-1.0,6.0,252.0,0.0,527.0,1296.0,2793.0,37.0,14.0,6613.0,72717.0,789.0,46.0,446.0,691.0,49.0,808.0,5466.0,8.0,115.0,384.0,3108.0,3993.0,5.0,3.0,2974.0,7977.0,6.0,775.0,17742.0,426656.0,505.0,10095.0,75.0,4173.0,-1.0,1.0,8448.0,743.0,4982.0,1386.0,11972.0,-1.0,14.0,22.0,10567.0,66.0,-1.0,365.0,4758.0,2506.0,42143.0,923.0,1083.0,775.0,46.0,169.0,23.0,3.0,18222.0,12.0,2.0,7414.0,484072.0,2847.0,16226.0,-1.0,5600.0,488.0,27299.0,1465.0,576.0,16388.0,1060.0,2316.0,102096.0,571.0,3387.0,7.0,4510.0,292966.0,0.0,10953.0,381.0,4228.0,-1.0,-1.0,453.0,1339.0,342.0,-1.0,7554.0,381.0,35.0,261.0,475.0,5337.0,118716.0,5961.0,5.0,15.0,3078.0,595.0,57.0,867.0,2961.0,7382.0,37.0,3.0,795.0,232.0,5373.0,9051.0,5032.0,95.0,54.0,1355.0,62.0,12.0,605.0,569.0
1998,308.0,1438.0,3270.0,602.0,25081.0,6468.0,35.0,424868.0,3384.0,101769.0,457.0,3831.0,1104.0,2818.0,17386.0,182.0,8752.0,123.0,5488.0,6286.0,4172.0,4367.0,23.0,17.0,12701.0,365.0,326.0,263.0,290.0,7503.0,-1.0,7642.0,236.0,70.0,1.0,28896.0,1554.0,1888.0,14026.0,348.0,71.0,3073.0,56.0,4469.0,6.0,0.0,13128.0,-1.0,7.0,503.0,0.0,736.0,981.0,2846.0,33.0,15.0,6602.0,58668.0,783.0,19.0,421.0,1674.0,58.0,890.0,8617.0,6.0,151.0,382.0,4855.0,5669.0,3.0,3.0,5612.0,8918.0,9.0,964.0,20765.0,423431.0,548.0,12250.0,74.0,4173.0,-1.0,1.0,9108.0,764.0,4442.0,1688.0,8981.0,-1.0,12.0,24.0,11127.0,52.0,-1.0,326.0,4784.0,3469.0,41530.0,1095.0,1016.0,824.0,43.0,139.0,34.0,3.0,17726.0,12.0,5.0,9144.0,495226.0,2360.0,16741.0,-1.0,5280.0,502.0,27776.0,1281.0,225.0,15834.0,1740.0,2087.0,110991.0,651.0,6798.0,5.0,7380.0,273833.0,0.0,11368.0,765.0,4754.0,-1.0,-1.0,837.0,1193.0,349.0,-1.0,6540.0,244.0,32.0,228.0,599.0,5525.0,146206.0,5572.0,5.0,15.0,3105.0,587.0,69.0,1295.0,2829.0,5604.0,35.0,3.0,759.0,224.0,7490.0,7458.0,4728.0,105.0,55.0,2020.0,59.0,12.0,918.0,630.0
1999,297.0,1548.0,3475.0,517.0,30836.0,5736.0,30.0,477601.0,3599.0,107988.0,453.0,3546.0,1026.0,2945.0,15618.0,188.0,8215.0,122.0,6133.0,6626.0,3380.0,4272.0,20.0,15.0,12125.0,253.0,350.0,456.0,288.0,5919.0,-1.0,7263.0,244.0,74.0,1.0,33397.0,1313.0,1440.0,14924.0,351.0,21.0,2822.0,63.0,4388.0,5.0,0.0,13724.0,-1.0,15.0,505.0,0.0,392.0,1313.0,2643.0,33.0,16.0,10654.0,59304.0,898.0,51.0,360.0,522.0,50.0,890.0,4058.0,6.0,129.0,392.0,4791.0,3749.0,4.0,4.0,5779.0,7973.0,11.0,932.0,16605.0,476054.0,504.0,7521.0,67.0,3987.0,-1.0,0.0,10050.0,777.0,4586.0,1764.0,9446.0,-1.0,9.0,26.0,11334.0,23.0,-1.0,248.0,4777.0,2207.0,39354.0,1086.0,851.0,568.0,50.0,75.0,38.0,3.0,15481.0,12.0,3.0,6996.0,502930.0,2998.0,16149.0,-1.0,5280.0,507.0,26935.0,889.0,338.0,14402.0,1674.0,1858.0,106741.0,635.0,4925.0,5.0,6560.0,267233.0,0.0,11664.0,649.0,6921.0,-1.0,-1.0,846.0,1144.0,369.0,-1.0,6433.0,1410.0,32.0,245.0,622.0,4088.0,123386.0,5505.0,6.0,15.0,3137.0,599.0,71.0,926.0,2244.0,5607.0,30.0,3.0,415.0,190.0,5906.0,7337.0,5552.0,114.0,59.0,2246.0,48.0,10.0,1333.0,722.0
2000,324.0,1371.0,3745.0,464.0,34452.0,8270.0,26.0,481908.0,3640.0,110417.0,403.0,6063.0,1054.0,4023.0,16303.0,178.0,7981.0,113.0,5613.0,7035.0,3196.0,4603.0,17.0,13.0,12209.0,235.0,361.0,487.0,222.0,5463.0,-1.0,6972.0,254.0,68.0,3.0,33567.0,1318.0,1600.0,13092.0,339.0,23.0,2835.0,34.0,3896.0,4.0,0.0,14870.0,735.0,19.0,461.0,0.0,566.0,1079.0,3129.0,23.0,17.0,9014.0,55309.0,950.0,76.0,342.0,217.0,46.0,1032.0,3096.0,6.0,121.0,374.0,6336.0,6197.0,4.0,4.0,2133.0,7634.0,8.0,1095.0,16857.0,480537.0,468.0,11858.0,65.0,3683.0,0.0,0.0,9304.0,618.0,4442.0,1444.0,9475.0,-1.0,6.0,20.0,12638.0,28.0,-1.0,312.0,5130.0,1589.0,42031.0,1258.0,848.0,768.0,45.0,76.0,30.0,3.0,17309.0,12.0,4.0,5559.0,510943.0,2746.0,15645.0,-1.0,5440.0,484.0,29257.0,1092.0,225.0,14292.0,1755.0,2007.0,122057.0,646.0,3676.0,5.0,4305.0,256189.0,0.0,13529.0,366.0,3672.0,-1.0,-1.0,855.0,1067.0,352.0,-1.0,4088.0,1616.0,18.0,296.0,712.0,4255.0,101387.0,5661.0,6.0,19.0,3227.0,914.0,66.0,587.0,2076.0,4808.0,26.0,3.0,832.0,130.0,5451.0,6704.0,6320.0,123.0,38.0,2610.0,26.0,20.0,2178.0,-1.0
2001,322.0,1304.0,4000.0,526.0,36906.0,8608.0,18.0,462715.0,2689.0,126334.0,453.0,7848.0,1055.0,3068.0,16261.0,191.0,7570.0,109.0,6282.0,7330.0,3148.0,5188.0,12.0,9.0,11947.0,298.0,363.0,522.0,312.0,5199.0,-1.0,9330.0,270.0,71.0,11.0,30630.0,1238.0,1760.0,15082.0,346.0,22.0,2869.0,44.0,3973.0,3.0,0.0,14839.0,735.0,21.0,444.0,0.0,1254.0,838.0,3174.0,27.0,20.0,8194.0,59322.0,851.0,80.0,361.0,156.0,43.0,1134.0,2498.0,5.0,64.0,405.0,4646.0,5116.0,3.0,4.0,2265.0,8069.0,8.0,987.0,16691.0,461412.0,343.0,12283.0,64.0,3685.0,0.0,0.0,9065.0,608.0,4514.0,1476.0,11680.0,-1.0,8.0,20.0,11193.0,40.0,-1.0,141.0,5843.0,1631.0,42380.0,1432.0,868.0,902.0,45.0,68.0,29.0,3.0,20117.0,12.0,8.0,6501.0,504038.0,2424.0,15150.0,-1.0,4800.0,514.0,27294.0,1047.0,585.0,15454.0,1664.0,1906.0,128645.0,708.0,4238.0,4.0,4633.0,245371.0,0.0,13646.0,366.0,6248.0,-1.0,-1.0,863.0,1084.0,374.0,-1.0,4966.0,2084.0,15.0,44.0,701.0,2821.0,115126.0,5842.0,5.0,19.0,2660.0,951.0,59.0,587.0,1927.0,4253.0,18.0,3.0,1608.0,133.0,5187.0,7751.0,9339.0,105.0,18.0,1998.0,23.0,20.0,841.0,-1.0
2002,337.0,1365.0,3437.0,557.0,40938.0,10022.0,24.0,487378.0,2720.0,141422.0,512.0,7835.0,1115.0,3870.0,16249.0,178.0,7328.0,113.0,6201.0,7894.0,3088.0,5755.0,26.0,22.0,11716.0,325.0,366.0,565.0,324.0,3998.0,-1.0,8283.0,274.0,73.0,12.0,27868.0,1258.0,1920.0,21523.0,353.0,10.0,3006.0,35.0,4070.0,4.0,0.0,14592.0,875.0,22.0,574.0,0.0,3058.0,935.0,3417.0,32.0,21.0,8164.0,62223.0,977.0,92.0,383.0,183.0,40.0,1141.0,3629.0,5.0,82.0,418.0,6812.0,3878.0,7.0,4.0,3912.0,7964.0,7.0,1008.0,16210.0,486012.0,511.0,12799.0,69.0,2910.0,0.0,0.0,10276.0,586.0,4542.0,1940.0,11527.0,-1.0,7.0,20.0,11707.0,28.0,-1.0,72.0,5753.0,2037.0,46110.0,1425.0,804.0,762.0,25.0,53.0,23.0,3.0,18700.0,29.0,9.0,8897.0,488864.0,2384.0,14650.0,-1.0,4480.0,527.0,29558.0,1307.0,519.0,14450.0,1320.0,2278.0,137274.0,951.0,4723.0,4.0,4715.0,251910.0,0.0,14091.0,348.0,7890.0,-1.0,-1.0,876.0,1050.0,355.0,-1.0,7336.0,1416.0,17.0,30.0,671.0,3971.0,137766.0,5799.0,7.0,19.0,2681.0,1533.0,64.0,1199.0,1830.0,4174.0,24.0,3.0,1946.0,110.0,3969.0,8003.0,11276.0,118.0,18.0,2043.0,20.0,14.0,699.0,-1.0
2003,372.0,1328.0,3528.0,461.0,47210.0,9161.0,26.0,488617.0,3090.0,167426.0,490.0,8579.0,1084.0,4124.0,16554.0,198.0,7258.0,109.0,4235.0,7725.0,3011.0,5924.0,22.0,17.0,12339.0,451.0,216.0,618.0,252.0,4420.0,-1.0,8742.0,260.0,72.0,10.0,27904.0,1278.0,1600.0,20605.0,342.0,11.0,3138.0,33.0,4268.0,4.0,0.0,14831.0,921.0,20.0,480.0,0.0,3074.0,1058.0,3548.0,26.0,21.0,8164.0,65734.0,1172.0,92.0,253.0,282.0,36.0,1214.0,3623.0,7.0,81.0,402.0,6553.0,4207.0,6.0,5.0,3114.0,8157.0,11.0,1096.0,20464.0,487288.0,611.0,12818.0,72.0,2770.0,0.0,0.0,10261.0,747.0,4442.0,1781.0,11426.0,-1.0,8.0,20.0,12642.0,26.0,-1.0,325.0,5604.0,2387.0,50677.0,1598.0,698.0,773.0,25.0,97.0,30.0,3.0,19001.0,29.0,3.0,7932.0,511141.0,2536.0,13494.0,-1.0,5280.0,712.0,32524.0,1137.0,561.0,14231.0,1320.0,2268.0,156262.0,1428.0,6606.0,4.0,3075.0,283989.0,0.0,18134.0,362.0,6590.0,-1.0,-1.0,916.0,1050.0,364.0,-1.0,6437.0,1555.0,18.0,57.0,643.0,5571.0,142613.0,6306.0,6.0,19.0,2744.0,1760.0,89.0,822.0,1688.0,3953.0,26.0,4.0,2535.0,110.0,4390.0,6857.0,10520.0,120.0,11.0,2205.0,26.0,13.0,634.0,-1.0
2004,366.0,1332.0,5193.0,669.0,48848.0,7926.0,23.0,481120.0,3517.0,182373.0,578.0,9408.0,1090.0,5906.0,16728.0,201.0,7078.0,103.0,4800.0,7662.0,3122.0,6864.0,26.0,22.0,12017.0,460.0,222.0,574.0,229.0,4373.0,-1.0,11909.0,268.0,80.0,14.0,24854.0,1389.0,1600.0,23746.0,391.0,17.0,3289.0,35.0,4892.0,4.0,0.0,15220.0,875.0,21.0,562.0,0.0,3385.0,1490.0,3576.0,43.0,24.0,8164.0,68954.0,1010.0,101.0,66.0,483.0,35.0,1255.0,4272.0,7.0,101.0,406.0,7933.0,3467.0,4.0,5.0,3380.0,7811.0,11.0,1024.0,20923.0,479788.0,665.0,13428.0,74.0,2739.0,0.0,0.0,12706.0,774.0,4370.0,1923.0,10096.0,-1.0,8.0,21.0,11414.0,31.0,-1.0,101.0,4935.0,2237.0,51236.0,1416.0,815.0,822.0,24.0,141.0,30.0,3.0,19117.0,37.0,3.0,8595.0,499748.0,2515.0,13655.0,-1.0,6400.0,776.0,31775.0,999.0,615.0,13423.0,2001.0,1814.0,157858.0,1654.0,7141.0,7.0,2460.0,293190.0,0.0,18742.0,507.0,5859.0,-1.0,-1.0,927.0,1233.0,368.0,-1.0,7137.0,1618.0,18.0,56.0,615.0,4270.0,148725.0,6578.0,3.0,19.0,2756.0,1826.0,57.0,841.0,1220.0,3953.0,23.0,4.0,2894.0,115.0,4337.0,7404.0,10960.0,125.0,18.0,2124.0,26.0,12.0,783.0,-1.0
2005,369.0,1334.0,4982.0,658.0,52997.0,8518.0,21.0,445945.0,3294.0,168981.0,625.0,4821.0,1104.0,5678.0,16729.0,197.0,7305.0,100.0,4339.0,7768.0,3232.0,6560.0,28.0,22.0,12052.0,386.0,233.0,579.0,252.0,4231.0,-1.0,9745.0,269.0,78.0,18.0,15926.0,1460.0,1600.0,30114.0,341.0,25.0,3452.0,33.0,4726.0,7.0,0.0,13906.0,875.0,22.0,557.0,0.0,3671.0,1326.0,3604.0,51.0,23.0,6934.0,70935.0,895.0,215.0,65.0,426.0,45.0,1271.0,3849.0,7.0,113.0,483.0,8744.0,4393.0,5.0,5.0,3690.0,7906.0,13.0,1168.0,23727.0,444611.0,554.0,14000.0,66.0,3521.0,0.0,0.0,13598.0,778.0,4442.0,1969.0,11507.0,-1.0,6.0,21.0,11389.0,26.0,-1.0,88.0,3455.0,2593.0,51521.0,1409.0,583.0,555.0,25.0,194.0,30.0,3.0,19701.0,31.0,3.0,10248.0,519170.0,2212.0,13695.0,-1.0,6400.0,566.0,31864.0,795.0,536.0,14034.0,1852.0,1518.0,166462.0,1088.0,9620.0,6.0,2173.0,275814.0,0.0,20711.0,593.0,5910.0,-1.0,-1.0,922.0,1098.0,367.0,-1.0,8721.0,930.0,18.0,62.0,623.0,3332.0,165813.0,5979.0,2.0,19.0,2754.0,1711.0,53.0,1009.0,1444.0,4338.0,21.0,3.0,3168.0,102.0,4200.0,6039.0,11674.0,128.0,21.0,2124.0,26.0,12.0,999.0,-1.0
2006,382.0,1328.0,4496.0,486.0,53696.0,10129.0,37.0,425143.0,2629.0,159951.0,552.0,5157.0,1088.0,5217.0,16753.0,201.0,7131.0,104.0,6392.0,7957.0,3346.0,7003.0,30.0,23.0,12132.0,499.0,242.0,634.0,252.0,3181.0,-1.0,11665.0,287.0,73.0,25.0,12810.0,1385.0,1600.0,28576.0,431.0,33.0,3625.0,40.0,4413.0,7.0,0.0,11958.0,875.0,20.0,593.0,0.0,4446.0,993.0,4125.0,46.0,25.0,7223.0,69672.0,867.0,306.0,182.0,212.0,45.0,1111.0,3714.0,7.0,105.0,552.0,10613.0,3294.0,4.0,5.0,3585.0,7661.0,15.0,1269.0,30302.0,423815.0,594.0,11068.0,72.0,2380.0,0.0,0.0,13153.0,763.0,4442.0,-1.0,12590.0,1869.0,5.0,20.0,8085.0,31.0,-1.0,84.0,3917.0,3497.0,53496.0,1404.0,557.0,662.0,23.0,425.0,30.0,3.0,19877.0,25.0,3.0,9245.0,452430.0,2167.0,13728.0,-1.0,6720.0,575.0,32303.0,992.0,225.0,13087.0,884.0,1604.0,176775.0,1461.0,10997.0,9.0,1025.0,295012.0,0.0,21832.0,545.0,7104.0,-1.0,-1.0,978.0,989.0,350.0,-1.0,6743.0,930.0,18.0,122.0,287.0,3721.0,155206.0,6070.0,1.0,19.0,2816.0,2260.0,70.0,618.0,1703.0,3315.0,37.0,3.0,1793.0,105.0,3157.0,2774.0,8327.0,106.0,21.0,2160.0,25.0,11.0,2098.0,-1.0
2007,345.0,1334.0,6704.0,533.0,59682.0,9800.0,45.0,453696.0,2368.0,164638.0,655.0,5900.0,1071.0,5049.0,14346.0,193.0,4990.0,90.0,5128.0,9085.0,3333.0,7221.0,32.0,23.0,11977.0,368.0,248.0,779.0,252.0,3579.0,-1.0,13458.0,243.0,81.0,20.0,15667.0,1429.0,1520.0,33880.0,414.0,25.0,3418.0,69.0,4812.0,9.0,0.0,14566.0,875.0,17.0,543.0,0.0,5459.0,776.0,4219.0,35.0,24.0,8456.0,72569.0,816.0,273.0,244.0,172.0,43.0,1095.0,3405.0,4.0,149.0,740.0,8241.0,4116.0,4.0,5.0,3714.0,7383.0,14.0,967.0,29321.0,452362.0,800.0,11249.0,74.0,2206.0,15.0,0.0,12603.0,623.0,4442.0,-1.0,12377.0,2027.0,4.0,21.0,10787.0,23.0,-1.0,73.0,3865.0,3351.0,49084.0,1400.0,545.0,275.0,23.0,344.0,15.0,3.0,19728.0,29.0,3.0,9852.0,516966.0,2300.0,13769.0,-1.0,7040.0,553.0,31382.0,1045.0,203.0,13095.0,934.0,1711.0,180862.0,1298.0,10203.0,11.0,3034.0,296651.0,0.0,21761.0,527.0,12540.0,-1.0,-1.0,1019.0,965.0,400.0,-1.0,5429.0,932.0,19.0,0.0,201.0,3509.0,168227.0,6078.0,0.0,38.0,2801.0,2520.0,53.0,695.0,1824.0,4338.0,45.0,3.0,1847.0,138.0,3549.0,2206.0,8512.0,80.0,21.0,2520.0,25.0,9.0,639.0,-1.0
2008,390.0,1333.0,10888.0,563.0,62068.0,11263.0,47.0,459640.0,2188.0,165805.0,690.0,9858.0,1079.0,4998.0,13149.0,173.0,4715.0,84.0,5883.0,8957.0,3438.0,7407.0,33.0,23.0,11354.0,398.0,255.0,849.0,228.0,4320.0,-1.0,11302.0,250.0,93.0,20.0,15481.0,1331.0,1120.0,49044.0,335.0,12.0,3557.0,44.0,7501.0,9.0,0.0,12155.0,525.0,15.0,532.0,0.0,8145.0,462.0,4325.0,31.0,26.0,11045.0,78470.0,794.0,273.0,234.0,485.0,44.0,855.0,3600.0,4.0,176.0,675.0,11639.0,4403.0,7.0,5.0,3683.0,8108.0,16.0,1001.0,30803.0,458307.0,670.0,9887.0,60.0,2133.0,19.0,0.0,13020.0,420.0,4442.0,-1.0,12975.0,1882.0,5.0,22.0,10055.0,37.0,-1.0,59.0,3589.0,3145.0,57041.0,1396.0,509.0,377.0,41.0,341.0,6.0,3.0,20341.0,31.0,3.0,9507.0,507747.0,2201.0,13682.0,-1.0,6400.0,620.0,32963.0,1158.0,150.0,12581.0,1045.0,1729.0,195017.0,1429.0,12103.0,7.0,1148.0,286339.0,0.0,22887.0,666.0,11271.0,-1.0,-1.0,1053.0,965.0,446.0,-1.0,4546.0,1187.0,20.0,0.0,179.0,3214.0,170255.0,5633.0,1.0,38.0,2853.0,2731.0,49.0,786.0,2276.0,4035.0,47.0,4.0,2123.0,143.0,4289.0,2256.0,8317.0,69.0,23.0,2790.0,25.0,8.0,1950.0,-1.0
2009,449.0,1342.0,12666.0,599.0,63981.0,10553.0,47.0,450983.0,2288.0,177257.0,770.0,10456.0,1129.0,4663.0,13435.0,178.0,5601.0,88.0,6459.0,9514.0,3534.0,7897.0,33.0,23.0,11317.0,380.0,259.0,819.0,240.0,4312.0,-1.0,10744.0,250.0,87.0,24.0,18531.0,1368.0,1040.0,48988.0,295.0,9.0,3793.0,64.0,8725.0,9.0,0.0,25312.0,875.0,15.0,583.0,0.0,8001.0,654.0,3049.0,34.0,28.0,13015.0,77571.0,668.0,336.0,232.0,936.0,41.0,983.0,4403.0,4.0,139.0,800.0,16697.0,4406.0,2.0,4.0,3685.0,8078.0,14.0,1045.0,36003.0,449641.0,681.0,10796.0,20.0,1997.0,19.0,0.0,12589.0,305.0,4442.0,-1.0,13301.0,2074.0,5.0,24.0,9711.0,32.0,-1.0,96.0,4516.0,3215.0,57753.0,1395.0,509.0,480.0,45.0,348.0,6.0,3.0,20776.0,31.0,3.0,9769.0,505335.0,2026.0,13725.0,-1.0,6400.0,630.0,29525.0,1352.0,136.0,14141.0,1179.0,1881.0,197142.0,1600.0,15865.0,7.0,1189.0,290997.0,0.0,23430.0,821.0,15076.0,-1.0,-1.0,981.0,997.0,432.0,-1.0,5001.0,1218.0,20.0,1.0,174.0,4357.0,198781.0,5720.0,1.0,38.0,2896.0,2773.0,51.0,825.0,1983.0,4490.0,47.0,4.0,2335.0,144.0,4281.0,2187.0,8526.0,51.0,23.0,2520.0,23.0,11.0,1914.0,-1.0
2010,496.0,1310.0,10830.0,639.0,59946.0,9889.0,47.0,441508.0,2282.0,187253.0,1059.0,14257.0,1183.0,5821.0,13445.0,179.0,6794.0,95.0,6765.0,10119.0,3534.0,8271.0,33.0,23.0,11211.0,406.0,248.0,764.0,240.0,6643.0,-1.0,9338.0,238.0,97.0,23.0,15514.0,1389.0,1312.0,47504.0,321.0,8.0,4000.0,126.0,8771.0,10.0,8.0,17583.0,875.0,14.0,534.0,0.0,8171.0,711.0,3202.0,32.0,28.0,9864.0,70951.0,634.0,391.0,274.0,718.0,38.0,1127.0,4491.0,4.0,163.0,700.0,16838.0,5942.0,2.0,3.0,3562.0,6952.0,15.0,1001.0,31577.0,440199.0,747.0,14157.0,63.0,1978.0,19.0,0.0,14201.0,431.0,4442.0,-1.0,16660.0,2106.0,4.0,23.0,12411.0,34.0,-1.0,102.0,4100.0,2908.0,56582.0,1391.0,531.0,490.0,41.0,420.0,3.0,3.0,23168.0,31.0,3.0,10897.0,503000.0,2084.0,13673.0,-1.0,5760.0,629.0,31299.0,1000.0,119.0,14851.0,1773.0,2117.0,206228.0,1218.0,15754.0,8.0,1968.0,292835.0,0.0,24384.0,875.0,13249.0,-1.0,-1.0,999.0,1029.0,467.0,-1.0,5263.0,1218.0,21.0,58.0,203.0,4978.0,214394.0,5480.0,1.0,38.0,2955.0,3054.0,55.0,830.0,2508.0,4490.0,47.0,4.0,2383.0,151.0,6612.0,2077.0,8691.0,65.0,21.0,2160.0,26.0,9.0,1978.0,-1.0
2011,494.0,1239.0,8314.0,592.0,60784.0,10663.0,48.0,427939.0,2322.0,194254.0,686.0,17543.0,1043.0,6211.0,12656.0,180.0,6372.0,111.0,7012.0,10124.0,3644.0,10285.0,35.0,24.0,11043.0,409.0,241.0,638.0,240.0,7233.0,-1.0,11111.0,261.0,101.0,26.0,12625.0,1438.0,1280.0,53290.0,326.0,7.0,4860.0,132.0,10020.0,10.0,8.0,22979.0,350.0,15.0,326.0,0.0,9706.0,536.0,3130.0,41.0,29.0,9864.0,79979.0,774.0,318.0,272.0,441.0,40.0,1047.0,4519.0,3.0,207.0,736.0,22290.0,5884.0,2.0,3.0,3890.0,6714.0,16.0,969.0,27390.0,426699.0,801.0,14936.0,67.0,1917.0,13.0,0.0,14238.0,464.0,4442.0,-1.0,14192.0,2118.0,3.0,23.0,10546.0,31.0,-1.0,103.0,4885.0,2461.0,58193.0,1386.0,532.0,397.0,44.0,368.0,3.0,3.0,20211.0,31.0,5.0,10829.0,521156.0,2170.0,13787.0,-1.0,4800.0,648.0,30656.0,829.0,124.0,14206.0,1818.0,2224.0,205975.0,1207.0,16456.0,8.0,2091.0,285586.0,0.0,25372.0,849.0,13951.0,-1.0,-1.0,1020.0,1035.0,483.0,-1.0,4460.0,1220.0,20.0,96.0,222.0,5446.0,194894.0,4969.0,1.0,76.0,2973.0,2313.0,53.0,769.0,2258.0,4395.0,48.0,4.0,2144.0,152.0,7202.0,1902.0,8400.0,64.0,23.0,2250.0,28.0,10.0,2101.0,-1.0
