,USSR,Cambodia,Bahrain,Australia & New Zealand,Australia,Pakistan,Thailand,Belize,Ethiopia,Kenya,Nigeria,Romania,Serbia,Solomon Islands,Lebanon,Papua New Guinea,Peru,Micronesia,Togo,Tunisia,Albania,Brazil,Mozambique,Democratic People's Republic of Korea,Slovenia,El Salvador,Hungary,Argentina,Colombia,New Caledonia,Tajikistan,India,Swaziland,Indonesia,Poland,Turkey,Jordan,Belgium-Luxembourg,Angola,Ethiopia PDR,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,France,Republic of Korea,New Zealand,Mali,United Arab Emirates,Montenegro,Republic of Moldova,Dominican Republic,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,Spain,"China, mainland",Nepal,Madagascar,Cyprus,Guinea-Bissau,Bosnia and Herzegovina,Cameroon,Guatemala,Slovakia,United States of America,Bhutan,Turkmenistan,Dominica,Iraq,Czechia,United Republic of Tanzania,Philippines,Belgium,Kiribati,Luxembourg,Libya,Costa Rica,Bangladesh,Italy,Senegal,Germany,Benin,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Armenia,Morocco,Mongolia,Chile,Honduras,Denmark,Zimbabwe,Kyrgyzstan,Malawi,Algeria,Austria,Israel,Japan,Maldives,Belarus,Afghanistan,Switzerland,Trinidad and Tobago,Georgia,Azerbaijan,Mauritius,Yemen,Viet Nam,Russian Federation,Portugal,Bolivia (Plurinational State of),Latvia,Guinea,Ukraine,South Africa,Guadeloupe,Sri Lanka,Guam,Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory,Liberia
1961,17000.0,1500.0,150.0,368.0,190.0,17500.0,1800.0,0.0,,4000.0,7000.0,36000.0,,200.0,4300.0,2134.0,2000.0,120.0,,5800.0,6000.0,61901.0,107000.0,3400.0,,1500.0,12900.0,3925.0,0.0,,,97000.0,0.0,0.0,0.0,227780.0,2000.0,,1000.0,19500.0,2000.0,2334.0,,3600.0,73890.0,22348.0,103000.0,2550.0,178.0,1000.0,60.0,,,775.0,11600.0,9345.0,34150.0,58300.0,,0.0,0.0,337261.0,187000.0,0.0,1600.0,2540.0,2000.0,,4.0,,,245773.0,0.0,,0.0,1900.0,,52400.0,12500.0,,120.0,,2600.0,,,585262.0,1500.0,5533.0,50.0,,187000.0,0.0,,,12509.0,0.0,3000.0,,0.0,0.0,,,6000.0,7022.0,150.0,27500.0,680.0,,10500.0,4500.0,,,,0.0,,2700.0,,107010.0,2834.0,,0.0,,0.0,,4240.0,,3400.0,,17897.0,0.0,0.0,950.0
1962,18000.0,1500.0,160.0,331.0,179.0,18500.0,750.0,0.0,,8000.0,14000.0,34000.0,,200.0,4250.0,2100.0,2100.0,120.0,,6700.0,5000.0,57942.0,108000.0,3800.0,,1500.0,15021.0,5469.0,0.0,,,100000.0,0.0,0.0,0.0,272310.0,3000.0,,1000.0,20000.0,2000.0,2300.0,,3600.0,62263.0,15170.0,129941.0,2550.0,152.0,1000.0,70.0,,,738.0,12700.0,7503.0,43900.0,65400.0,,0.0,0.0,237906.0,190000.0,0.0,1700.0,2654.0,2000.0,,4.0,,,157557.0,0.0,,0.0,2000.0,,72500.0,8900.0,,120.0,,2300.0,,,329562.0,1500.0,8508.0,50.0,,190000.0,0.0,,,22030.0,0.0,3000.0,,0.0,0.0,,,6000.0,6577.0,250.0,28100.0,680.0,,12600.0,6000.0,,,,0.0,,2700.0,,122516.0,3117.0,,0.0,,0.0,,3520.0,,3400.0,,20833.0,0.0,0.0,980.0
1963,23000.0,1500.0,170.0,356.0,176.0,19500.0,1000.0,0.0,,8000.0,15000.0,23000.0,,200.0,4400.0,2200.0,1600.0,125.0,,5800.0,4000.0,54741.0,149000.0,4000.0,,1550.0,15867.0,4550.0,0.0,,,105000.0,0.0,0.0,0.0,232590.0,3000.0,,1000.0,20600.0,2000.0,2400.0,,3600.0,60686.0,22544.0,134801.0,3260.0,180.0,1000.0,80.0,,,777.0,9700.0,8577.0,44200.0,40350.0,,0.0,0.0,269686.0,200200.0,0.0,1800.0,2731.0,2000.0,,4.0,,,309356.0,0.0,,0.0,2250.0,,52600.0,7400.0,,125.0,,1800.0,,,459804.0,2000.0,12532.0,50.0,,200200.0,0.0,,,24675.0,0.0,3000.0,,0.0,0.0,,,6000.0,7482.0,450.0,23600.0,700.0,,10700.0,6000.0,,,,0.0,,2700.0,,84625.0,4306.0,,0.0,,0.0,,1090.0,,3400.0,,19409.0,0.0,0.0,1000.0
1964,25000.0,1500.0,170.0,324.0,174.0,20500.0,800.0,0.0,,10400.0,19000.0,30000.0,,250.0,3175.0,2300.0,2264.0,125.0,,7100.0,3000.0,54387.0,156000.0,4300.0,,1550.0,13774.0,4530.0,0.0,,,109000.0,0.0,0.0,0.0,344415.0,3000.0,,1000.0,21000.0,2000.0,2550.0,,3600.0,60233.0,21810.0,130844.0,3360.0,150.0,1000.0,90.0,,,784.0,10600.0,9056.0,44200.0,44300.0,,0.0,0.0,274529.0,199250.0,0.0,1800.0,2611.0,2000.0,,6.0,,,241801.0,0.0,,0.0,2350.0,,73700.0,6500.0,,125.0,,1600.0,,,464258.0,1600.0,13672.0,50.0,,199250.0,0.0,,,23030.0,0.0,3000.0,,0.0,0.0,,,6400.0,6772.0,600.0,28500.0,700.0,,11200.0,10000.0,,,,0.0,,2700.0,,111734.0,5000.0,,0.0,,0.0,,2710.0,,3400.0,,22543.0,0.0,0.0,1000.0
1965,26400.0,1500.0,180.0,303.0,173.0,21500.0,900.0,0.0,,10000.0,22000.0,41000.0,,300.0,3950.0,2400.0,1950.0,125.0,,8000.0,3000.0,55260.0,136000.0,4400.0,,1600.0,17118.0,4890.0,0.0,,,114000.0,0.0,0.0,0.0,204670.0,3283.0,,1000.0,21500.0,2000.0,2700.0,,3600.0,66278.0,14812.0,109644.0,4100.0,130.0,1000.0,100.0,,,789.0,6259.0,13184.0,41800.0,47250.0,,0.0,0.0,279338.0,209400.0,0.0,1900.0,3436.0,2000.0,,6.0,,,263829.0,0.0,,0.0,2670.0,,78800.0,6457.0,,125.0,,2900.0,,,447764.0,2400.0,8557.0,50.0,,209400.0,0.0,,,20030.0,0.0,3000.0,,0.0,0.0,,,6200.0,3958.0,800.0,26200.0,700.0,,12300.0,4000.0,,,,0.0,,1700.0,,69943.0,6000.0,,0.0,,0.0,,8800.0,,3400.0,,26095.0,0.0,0.0,1030.0
1966,27000.0,1500.0,180.0,281.0,181.0,23000.0,1000.0,0.0,,10900.0,23000.0,53900.0,,350.0,3879.0,2500.0,1724.0,130.0,,9800.0,4000.0,69896.0,119000.0,4600.0,,1600.0,21378.0,5063.0,0.0,,,119818.0,0.0,0.0,0.0,331900.0,3678.0,,1100.0,22000.0,2000.0,2850.0,,3600.0,69014.0,20061.0,119921.0,4271.0,100.0,1000.0,115.0,,,827.0,10498.0,13607.0,40500.0,37310.0,,0.0,0.0,263001.0,206750.0,0.0,2000.0,3749.0,2000.0,,6.0,,,252684.0,0.0,,0.0,2430.0,,86500.0,5738.0,,130.0,,2832.0,,,476163.0,2400.0,13457.0,60.0,,206750.0,0.0,,,20050.0,0.0,3000.0,,0.0,0.0,,,5700.0,5889.0,810.0,33600.0,720.0,,13000.0,6500.0,,,,0.0,,3100.0,,109147.0,6000.0,,0.0,,0.0,,6620.0,,3400.0,,25472.0,0.0,0.0,1050.0
1967,33000.0,1500.0,200.0,248.0,148.0,24000.0,1200.0,0.0,,12800.0,24000.0,41800.0,,450.0,7905.0,2600.0,1590.0,130.0,,7700.0,4000.0,59025.0,101000.0,4800.0,,1650.0,18090.0,5012.0,0.0,,,125182.0,0.0,0.0,0.0,233800.0,3840.0,,1200.0,22500.0,2000.0,3050.0,,3600.0,79186.0,20208.0,101299.0,4376.0,100.0,1000.0,145.0,,,821.0,14546.0,13026.0,39650.0,41320.0,,0.0,0.0,307565.0,208200.0,0.0,2000.0,4278.0,2000.0,,10.0,,,254451.0,0.0,,0.0,2800.0,,87200.0,6541.0,,130.0,,2604.0,,,483684.0,2400.0,11853.0,182.0,,208200.0,0.0,,,20050.0,0.0,3000.0,,0.0,0.0,,,5818.0,5212.0,1420.0,39700.0,730.0,,12000.0,5500.0,,,,0.0,,3100.0,,118040.0,7000.0,,0.0,,0.0,,5550.0,,3400.0,,27760.0,0.0,0.0,1100.0
1968,37000.0,1800.0,210.0,266.0,196.0,25500.0,1200.0,0.0,,9500.0,25000.0,29200.0,,200.0,6809.0,2700.0,1412.0,130.0,,12300.0,4000.0,75222.0,185900.0,4900.0,,1650.0,16934.0,6570.0,0.0,,,132542.0,0.0,0.0,0.0,323000.0,1228.0,,1200.0,23000.0,2000.0,2900.0,,3700.0,77041.0,16522.0,97748.0,4961.0,70.0,1000.0,150.0,,,816.0,14350.0,15376.0,29200.0,71830.0,,0.0,0.0,269569.0,211000.0,0.0,2200.0,5284.0,2000.0,,10.0,,,253305.0,0.0,,0.0,2650.0,,96000.0,6850.0,,130.0,,2588.0,,,537109.0,2400.0,12850.0,305.0,,211000.0,0.0,,,17130.0,0.0,3000.0,,0.0,0.0,,,4497.0,10108.0,2050.0,48200.0,740.0,,13700.0,7000.0,,,,0.0,,3100.0,,99353.0,7000.0,,0.0,,0.0,,5380.0,,3400.0,,33814.0,0.0,0.0,1160.0
1969,32000.0,1800.0,210.0,264.0,194.0,26500.0,1250.0,0.0,,8200.0,25000.0,37600.0,,200.0,4050.0,2800.0,1498.0,275.0,,6100.0,4000.0,63999.0,154200.0,5000.0,,1700.0,18284.0,6160.0,0.0,,,130438.0,0.0,0.0,0.0,325000.0,83.0,,1200.0,23500.0,2000.0,3000.0,,3900.0,68825.0,15128.0,106111.0,4892.0,70.0,1000.0,175.0,,,810.0,12748.0,20215.0,46714.0,64840.0,,0.0,0.0,220069.0,222500.0,0.0,2300.0,5284.0,2000.0,,10.0,,,320215.0,0.0,,0.0,3250.0,,99300.0,6718.0,,135.0,,3569.0,,,404044.0,2300.0,14850.0,410.0,,222500.0,0.0,,,15530.0,0.0,3000.0,,0.0,0.0,,,2466.0,9953.0,2350.0,48600.0,750.0,,13300.0,7000.0,,,,0.0,,3100.0,,100081.0,6200.0,,0.0,,0.0,,2340.0,140.0,3400.0,,31797.0,0.0,0.0,1220.0
1970,46000.0,1800.0,210.0,279.0,182.0,28000.0,1400.0,0.0,,23200.0,25000.0,32600.0,,200.0,5730.0,2900.0,1916.0,258.0,,10515.0,4000.0,125389.0,184000.0,5300.0,,1700.0,20413.0,6150.0,0.0,,,137319.0,0.0,0.0,0.0,440400.0,0.0,,1300.0,24000.0,2000.0,3100.0,,4300.0,69901.0,24616.0,88441.0,5516.0,97.0,1000.0,180.0,,,804.0,15036.0,21425.0,44353.0,58140.0,,0.0,0.0,281410.0,229850.0,0.0,2400.0,4740.0,2500.0,,10.0,,,298660.0,0.0,,0.0,2980.0,,111145.0,8677.0,,135.0,,3787.0,,,464333.0,2250.0,15850.0,627.0,,229850.0,0.0,,,13510.0,0.0,3000.0,,0.0,0.0,,30.0,3000.0,11167.0,2300.0,48300.0,800.0,,13200.0,7500.0,,,,0.0,,3100.0,,118169.0,8500.0,,0.0,,0.0,,2770.0,123.0,3300.0,,29498.0,0.0,0.0,1280.0
1971,47000.0,1800.0,230.0,343.0,257.0,29500.0,1600.0,0.0,,20200.0,25000.0,31700.0,,200.0,5469.0,3000.0,1995.0,285.0,,13016.0,4000.0,96296.0,202000.0,5400.0,,1750.0,21964.0,6671.0,0.0,,,138223.0,0.0,0.0,0.0,350225.0,1227.0,,1300.0,25000.0,2000.0,3200.0,,3600.0,66590.0,13050.0,73200.0,6939.0,86.0,1000.0,210.0,,,798.0,12484.0,24765.0,41350.0,83840.0,,0.0,0.0,247476.0,253100.0,0.0,2500.0,4547.0,2500.0,,10.0,,,373845.0,0.0,,0.0,4181.0,,130209.0,7581.0,,135.0,,3560.0,,,371304.0,2400.0,14150.0,550.0,,253100.0,0.0,,,11020.0,0.0,3000.0,,0.0,0.0,,40.0,2070.0,7801.0,2860.0,49900.0,860.0,,14200.0,6000.0,,,,0.0,,4500.0,,59534.0,10500.0,,0.0,,0.0,,3100.0,150.0,3400.0,,25591.0,0.0,0.0,1340.0
1972,41000.0,1800.0,230.0,360.0,238.0,30400.0,1700.0,0.0,,12976.0,25000.0,25900.0,,200.0,6974.0,3100.0,1529.0,305.0,,15018.0,4000.0,105749.0,200000.0,5500.0,,1750.0,19495.0,5900.0,0.0,,,144000.0,0.0,0.0,0.0,407200.0,992.0,,1300.0,28000.0,2000.0,3300.0,,3700.0,70520.0,11573.0,77540.0,7012.0,122.0,1000.0,210.0,,,793.0,19804.0,21002.0,34418.0,103100.0,,0.0,0.0,339440.0,258200.0,0.0,2600.0,4547.0,2500.0,,12.0,,,317696.0,0.0,,0.0,3710.0,,129459.0,8225.0,,135.0,,4515.0,,,347425.0,2500.0,7850.0,600.0,,258200.0,0.0,,,15530.0,0.0,2000.0,,0.0,0.0,,50.0,3747.0,6067.0,4200.0,55800.0,910.0,,17400.0,5500.0,,,,0.0,,4500.0,,77564.0,11400.0,,0.0,,0.0,15.0,2790.0,170.0,3380.0,,25860.0,0.0,0.0,1300.0
1973,53000.0,2000.0,230.0,288.0,158.0,34500.0,2100.0,0.0,,16184.0,25000.0,28300.0,,200.0,6703.0,3200.0,1737.0,320.0,,20022.0,4000.0,90845.0,240000.0,5700.0,,1800.0,25065.0,5840.0,0.0,,,143266.0,0.0,0.0,0.0,441300.0,210.0,,1400.0,31000.0,2000.0,3400.0,,3300.0,78845.0,25973.0,91520.0,7056.0,130.0,1000.0,230.0,,,787.0,15332.0,25385.0,58689.0,95350.0,,0.0,0.0,314735.0,271000.0,0.0,2700.0,1447.0,2500.0,,10.0,,,422115.0,0.0,,0.0,3750.0,,149080.0,6659.0,,135.0,,4850.0,,,300083.0,2400.0,17900.0,650.0,,271000.0,0.0,,,17540.0,0.0,2000.0,,0.0,0.0,,50.0,4142.0,12804.0,3450.0,63100.0,930.0,,16500.0,7500.0,,,,0.0,,4500.0,,80904.0,7500.0,,0.0,,0.0,65.0,5160.0,185.0,3224.0,,31664.0,0.0,0.0,1350.0
1974,47000.0,2000.0,250.0,256.0,126.0,43100.0,2500.0,0.0,,16970.0,25000.0,26100.0,,200.0,7236.0,3300.0,1749.0,335.0,,22727.0,4000.0,71268.0,213400.0,5900.0,,1850.0,22041.0,7930.0,0.0,,,144951.0,0.0,0.0,0.0,458200.0,855.0,,1400.0,33000.0,2000.0,3500.0,,10000.0,74822.0,9281.0,62610.0,6563.0,130.0,1000.0,230.0,,,800.0,15787.0,26996.0,36307.0,103800.0,,0.0,0.0,402215.0,269500.0,0.0,2800.0,3962.0,2500.0,,10.0,,,389180.0,0.0,,0.0,3900.0,,125804.0,6514.0,,135.0,,3345.0,,,352888.0,2300.0,7950.0,727.0,,269500.0,0.0,,,17730.0,0.0,4585.0,,0.0,0.0,,60.0,4567.0,8009.0,4400.0,59000.0,945.0,,17500.0,3000.0,,,,0.0,,4500.0,,58971.0,10700.0,,0.0,,0.0,65.0,4970.0,200.0,3350.0,,24583.0,0.0,0.0,1550.0
1975,53000.0,2000.0,260.0,368.0,238.0,38600.0,2800.0,0.0,,22600.0,25000.0,25533.0,,200.0,7010.0,3400.0,1782.0,343.0,,24225.0,4000.0,72868.0,188000.0,6000.0,,1702.0,26211.0,8106.0,0.0,,,159254.0,0.0,9122.0,0.0,549400.0,598.0,,1400.0,36000.0,2000.0,3600.0,,11200.0,87177.0,20864.0,70021.0,10363.0,130.0,1000.0,240.0,,,810.0,26149.0,25968.0,33016.0,85850.0,,0.0,0.0,315576.0,254500.0,0.0,2900.0,3556.0,2500.0,,10.0,,,457128.0,0.0,,0.0,3850.0,,120040.0,7155.0,,135.0,,4236.0,,,336218.0,2500.0,14000.0,345.0,,254500.0,0.0,,,19920.0,0.0,4840.0,,0.0,0.0,,80.0,4996.0,11236.0,5000.0,59800.0,960.0,,15800.0,7000.0,,,,0.0,,4500.0,,51360.0,11800.0,,0.0,,0.0,53.0,4330.0,208.0,3450.0,,28237.0,0.0,0.0,1500.0
1976,58000.0,2000.0,260.0,530.0,400.0,39200.0,2900.0,0.0,,29000.0,25000.0,29967.0,,200.0,7130.0,3500.0,1681.0,240.0,,23724.0,4000.0,98694.0,122000.0,6100.0,,1702.0,24743.0,8840.0,0.0,,,177536.0,0.0,7176.0,0.0,463200.0,582.0,,1400.0,34000.0,2000.0,3700.0,,12000.0,82516.0,9691.0,100534.0,11471.0,130.0,1000.0,250.0,,,820.0,19328.0,21869.0,37411.0,107400.0,,0.0,0.0,397456.0,256300.0,0.0,3000.0,4338.0,2500.0,,10.0,,,439983.0,0.0,,0.0,4060.0,,87937.0,9994.0,,140.0,,5387.0,,,337453.0,2200.0,9867.0,410.0,,256300.0,0.0,,,21130.0,0.0,5100.0,,0.0,0.0,,100.0,8208.0,4241.0,5500.0,56200.0,1000.0,,19100.0,8000.0,,,,0.0,,5900.0,,61233.0,14750.0,,0.0,,0.0,53.0,4950.0,100.0,3350.0,,32887.0,0.0,0.0,1800.0
1977,66000.0,2000.0,270.0,610.0,480.0,41700.0,3900.0,0.0,,36000.0,25000.0,30603.0,,200.0,7450.0,3600.0,1754.0,250.0,,26025.0,4500.0,114893.0,91500.0,6300.0,,1702.0,18216.0,9400.0,0.0,,,174457.0,0.0,7370.0,0.0,552500.0,1533.0,,1500.0,38000.0,2000.0,3800.0,,11400.0,71445.0,8963.0,70000.0,40043.0,130.0,1000.0,287.0,,,850.0,32584.0,21611.0,20973.0,91000.0,,0.0,0.0,220744.0,260800.0,0.0,3100.0,4623.0,3000.0,,10.0,,,529522.0,0.0,,0.0,4270.0,,97685.0,11126.0,,140.0,,4690.0,,,367933.0,2500.0,7465.0,1060.0,,260800.0,0.0,,,23220.0,0.0,5500.0,,0.0,0.0,,150.0,4666.0,3742.0,5900.0,59100.0,1000.0,,19000.0,3500.0,,,,0.0,,5900.0,,50652.0,11900.0,,0.0,,0.0,52.0,5440.0,110.0,3500.0,,25820.0,0.0,0.0,1800.0
1978,60000.0,1500.0,270.0,1226.0,1176.0,40300.0,5250.0,0.0,,37000.0,25000.0,30428.0,,200.0,7350.0,3700.0,1751.0,260.0,,35027.0,4500.0,118330.0,61000.0,6500.0,,2042.0,18183.0,10410.0,0.0,,,186323.0,0.0,8799.0,0.0,517600.0,458.0,,1200.0,40000.0,2000.0,3900.0,,9800.0,86741.0,11476.0,83550.0,60297.0,50.0,1000.0,288.0,,,850.0,30630.0,28358.0,21120.0,142700.0,,0.0,0.0,352058.0,293700.0,0.0,3400.0,4768.0,3000.0,,10.0,,,411497.0,0.0,,0.0,4480.0,,72878.0,9460.0,,140.0,,5275.0,,,399142.0,2500.0,10340.0,1300.0,,293700.0,100.0,,,25320.0,0.0,5600.0,,0.0,0.0,,200.0,3192.0,6935.0,6100.0,60600.0,1050.0,,22600.0,6000.0,,,,0.0,,5900.0,,56532.0,11350.0,,0.0,,0.0,52.0,8010.0,120.0,3530.0,,32548.0,0.0,0.0,1800.0
1979,60000.0,1300.0,280.0,1642.0,1587.0,41640.0,8800.0,0.0,,19290.0,25000.0,43576.0,,200.0,7250.0,3800.0,1779.0,270.0,,30026.0,4550.0,109254.0,66000.0,6800.0,,2208.0,19384.0,10960.0,0.0,,,188817.0,0.0,9764.0,0.0,542700.0,921.0,,1200.0,43000.0,2000.0,4000.0,,5800.0,73590.0,14026.0,89665.0,83097.0,55.0,1000.0,297.0,,,860.0,27730.0,31902.0,20994.0,67750.0,,0.0,0.0,287390.0,267300.0,0.0,3300.0,2847.0,3000.0,,8.0,34.0,,591388.0,0.0,,0.0,4690.0,,61628.0,8371.0,,140.0,,5500.0,5.0,,313754.0,2500.0,10847.0,1020.0,,267300.0,200.0,,,30420.0,0.0,5995.0,,0.0,50.0,,300.0,3631.0,10082.0,5700.0,65300.0,1100.0,,19600.0,7000.0,,,,0.0,,5900.0,,35444.0,8700.0,,0.0,,0.0,27.0,8850.0,130.0,3585.0,,25032.0,0.0,0.0,1800.0
1980,65000.0,900.0,280.0,4836.0,4704.0,43079.0,11500.0,0.0,,16200.0,25000.0,34300.0,,200.0,7650.0,4000.0,5001.0,280.0,,37050.0,4550.0,116563.0,71100.0,7300.0,,2208.0,19833.0,11590.0,0.0,,,198266.0,0.0,9074.0,0.0,470600.0,754.0,,1200.0,45000.0,2000.0,4200.0,,5200.0,89214.0,19855.0,60928.0,86631.0,132.0,1716.0,220.0,,,870.0,28565.0,25225.0,32707.0,85500.0,,0.0,0.0,295166.0,290500.0,0.0,3400.0,3580.0,3500.0,,8.0,54.0,,543224.0,0.0,,0.0,4900.0,,46016.0,6745.0,,140.0,,5275.0,22.0,,365520.0,2500.0,14299.0,1086.0,,290500.0,200.0,,,35540.0,0.0,6400.0,,0.0,70.0,,400.0,3900.0,11122.0,4500.0,47000.0,1100.0,,20100.0,5000.0,,,,0.0,,6600.0,,36202.0,9380.0,,0.0,,0.0,12.0,8260.0,140.0,3650.0,,22976.0,0.0,0.0,1800.0
1981,80000.0,600.0,280.0,5798.0,5798.0,41411.0,13600.0,0.0,,15400.0,25000.0,34108.0,,200.0,7050.0,4100.0,4552.0,295.0,,35062.0,5000.0,112132.0,71100.0,7800.0,,2208.0,16665.0,6160.0,0.0,,,202250.0,0.0,11444.0,0.0,588800.0,523.0,,1200.0,50000.0,3000.0,4300.0,,1800.0,126595.0,9745.0,45800.0,64757.0,0.0,1027.0,219.0,,,880.0,27272.0,35747.0,37535.0,182840.0,,0.0,0.0,370255.0,269600.0,0.0,3600.0,3855.0,5000.0,,8.0,61.0,,696451.0,0.0,,0.0,4900.0,,68700.0,6711.0,,145.0,,7500.0,68.0,,514174.0,2500.0,3608.0,1154.0,,269600.0,700.0,,,65040.0,0.0,6980.0,,0.0,100.0,,600.0,7930.0,2365.0,4400.0,59100.0,1150.0,,17400.0,1000.0,,,,0.0,65.0,7500.0,,35220.0,10412.0,,0.0,,0.0,12.0,8090.0,150.0,4250.0,,25855.0,0.0,0.0,1800.0
1982,70500.0,750.0,290.0,4855.0,4855.0,44457.0,18800.0,0.0,,12484.0,25000.0,43947.0,,200.0,6590.0,4200.0,5602.0,295.0,,30060.0,5000.0,118362.0,61000.0,8100.0,,2208.0,19362.0,8080.0,0.0,,,215760.0,0.0,16830.0,0.0,446800.0,527.0,,1200.0,55000.0,3000.0,4400.0,,700.0,101353.0,18781.0,67000.0,68449.0,,1272.0,326.0,,,900.0,30051.0,30465.0,45588.0,175854.0,,0.0,0.0,372505.0,260800.0,0.0,3820.0,2493.0,5000.0,,8.0,503.0,,622072.0,0.0,,0.0,4950.0,,48000.0,7091.0,,145.0,,12933.0,210.0,,347026.0,2500.0,17195.0,3000.0,,260800.0,400.0,,,62640.0,0.0,7415.0,,0.0,100.0,,800.0,6637.0,12380.0,4170.0,51500.0,1200.0,,20900.0,9000.0,,,,0.0,68.0,11200.0,,43737.0,11000.0,,0.0,,0.0,12.0,8090.0,150.0,4450.0,,28386.0,0.0,0.0,1800.0
1983,77500.0,800.0,290.0,5344.0,5344.0,49031.0,17500.0,0.0,,9500.0,25000.0,50130.0,,200.0,7050.0,4300.0,5535.0,295.0,,37070.0,5000.0,142178.0,35600.0,9000.0,,2226.0,18945.0,6500.0,0.0,,,221440.0,0.0,18047.0,0.0,641600.0,575.0,,1200.0,57000.0,3000.0,4500.0,,4600.0,113858.0,24484.0,48200.0,74145.0,,1100.0,300.0,,,910.0,50000.0,36549.0,46941.0,205643.0,,0.0,0.0,238885.0,271700.0,0.0,3810.0,4106.0,5000.0,,8.0,587.0,,518920.0,0.0,,0.0,5000.0,,38070.0,5557.0,,145.0,,14440.0,400.0,,379156.0,2500.0,10766.0,1200.0,,271700.0,700.0,,,21010.0,0.0,7630.0,,0.0,100.0,,1000.0,7093.0,11587.0,3700.0,53500.0,1300.0,,19100.0,5000.0,,,,0.0,68.0,21300.0,,49112.0,13000.0,,0.0,,0.0,24.0,4140.0,150.0,5360.0,,27779.0,0.0,0.0,1850.0
1984,85300.0,840.0,290.0,6683.0,6683.0,51097.0,22000.0,0.0,,17000.0,25000.0,43004.0,,200.0,8100.0,4350.0,5990.0,295.0,,42100.0,5000.0,116134.0,20300.0,8800.0,,2195.0,18453.0,6300.0,0.0,,,225870.0,0.0,48657.0,0.0,525500.0,378.0,,1200.0,59000.0,3100.0,4550.0,,7500.0,106311.0,18854.0,43300.0,71150.0,,1210.0,230.0,,,910.0,53400.0,35642.0,36849.0,188456.0,,0.0,0.0,293976.0,272100.0,0.0,3910.0,4035.0,12000.0,,8.0,944.0,,795540.0,0.0,,0.0,4900.0,,43200.0,5458.0,,145.0,,10162.0,750.0,,266662.0,2500.0,12734.0,1300.0,,272100.0,500.0,,,39960.0,0.0,8110.0,,0.0,150.0,,1200.0,7476.0,9994.0,5500.0,54300.0,1300.0,,21600.0,9000.0,,,,0.0,73.0,41400.0,,43316.0,11500.0,,0.0,,500.0,24.0,4110.0,150.0,5350.0,,28232.0,0.0,0.0,1900.0
1985,97000.0,900.0,300.0,8016.0,8016.0,51918.0,21500.0,0.0,,11000.0,25200.0,39200.0,,200.0,9200.0,4500.0,6015.0,295.0,,51130.0,4500.0,161589.0,25000.0,9500.0,,2162.0,14596.0,7700.0,0.0,,,236330.0,0.0,77933.0,0.0,422500.0,1510.0,,1200.0,60000.0,3150.0,4700.0,,6000.0,107447.0,11315.0,47800.0,77215.0,,1065.0,200.0,,,910.0,60643.0,35955.0,28681.0,198359.0,,0.0,0.0,362400.0,267615.0,0.0,4010.0,1960.0,13000.0,,28.0,1188.0,,715210.0,0.0,,0.0,5000.0,,37950.0,6159.0,,145.0,,15000.0,500.0,,303683.0,2500.0,9000.0,1200.0,,267615.0,645.0,,,32560.0,0.0,8360.0,,0.0,200.0,,1300.0,9951.0,6869.0,3300.0,48200.0,1350.0,,21300.0,5000.0,,,,0.0,75.0,61500.0,,42657.0,36000.0,,2100.0,,500.0,24.0,9500.0,150.0,8650.0,,30056.0,0.0,0.0,1900.0
1986,109500.0,1000.0,305.0,9037.0,9037.0,52974.0,27000.0,0.0,,12700.0,25600.0,31000.0,,200.0,10470.0,4500.0,6144.0,262.0,,42155.0,4500.0,157921.0,30000.0,8800.0,,2208.0,14960.0,7800.0,0.0,,,252480.0,0.0,51367.0,0.0,550700.0,549.0,,1200.0,61000.0,3500.0,4700.0,,4965.0,102725.0,17739.0,48990.0,62994.0,,1103.0,178.0,,,920.0,80500.0,46950.0,34045.0,217762.0,,0.0,0.0,283963.0,298410.0,0.0,4510.0,3297.0,15000.0,,68.0,1815.0,,544020.0,0.0,,0.0,5150.0,,24500.0,6931.0,,150.0,,22500.0,650.0,,324803.0,2500.0,13100.0,1200.0,,298410.0,694.0,,,37130.0,0.0,7850.0,150.0,0.0,200.0,,1400.0,8060.0,9947.0,5200.0,53700.0,1370.0,,21700.0,8000.0,,,,0.0,86.0,82000.0,,37426.0,46366.0,,2450.0,,500.0,24.0,8941.0,112.0,11150.0,,31585.0,0.0,0.0,2000.0
