,Slovakia,Uzbekistan,Romania,Turkmenistan,USSR,Norway,Australia,Mexico,The former Yugoslav Republic of Macedonia,Belgium,Luxembourg,Czechia,Republic of Moldova,Italy,Morocco,Germany,Croatia,Tajikistan,Turkey,"China, mainland",Estonia,Serbia,Brazil,Finland,Serbia and Montenegro,Armenia,Australia & New Zealand,Democratic People's Republic of Korea,Slovenia,Chile,Hungary,Argentina,Belgium-Luxembourg,Spain,Kyrgyzstan,South Africa,Austria,Ecuador,Japan,Poland,Canada,Sweden,Belarus,Denmark,Switzerland,Egypt,Georgia,Greece,Czechoslovakia,France,Republic of Korea,Viet Nam,Bosnia and Herzegovina,Montenegro,Russian Federation,Portugal,Bolivia (Plurinational State of),Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Latvia,Ukraine,Albania,Azerbaijan,Ireland,Cyprus,Peru,United Kingdom,Lithuania,Bulgaria,Netherlands,China
1971,,,65300.0,,11508000.0,4620.0,21912.0,,,,,,,54500.0,1120.0,4785268.0,,,895000.0,1300000.0,,,19957.0,131800.0,,,21912.0,-1.0,,12332.0,181727.0,256000.0,94279.0,271800.0,,6000.0,448406.0,2000.0,210.0,7827300.0,556663.0,304800.0,,149960.0,52200.0,-1.0,,8554.0,618752.0,293730.0,8167.0,,,,,168459.0,525.0,133900.0,,,1250313.0,,,7681.0,,1000.0,,887.0,18289.0,,23965.0,208977.0,1300000.0
1972,,,58000.0,,8670000.0,4875.0,9000.0,,,,,,,38000.0,5000.0,4821102.0,,,755000.0,1300000.0,,,16423.0,118600.0,,,9000.0,-1.0,,12362.0,173213.0,690000.0,84054.0,263400.0,,7000.0,402210.0,2500.0,210.0,8149000.0,343523.0,366200.0,,154854.0,50000.0,-1.0,,8061.0,634246.0,328390.0,7704.0,,,,,164400.0,550.0,120000.0,,,717731.0,,,8130.0,,1000.0,,728.0,19305.0,,21330.0,151459.0,1300000.0
1973,,,39000.0,,9680000.0,6771.0,8000.0,,,,,,,37000.0,9320.0,4275322.0,,,690000.0,1350000.0,,,16352.0,124200.0,,,8000.0,-1.0,,8463.0,177580.0,613000.0,66886.0,252100.0,,6000.0,399561.0,2000.0,220.0,8268000.0,362777.0,323600.0,,139821.0,45300.0,-1.0,,6500.0,690048.0,327200.0,5942.0,,,,,133797.0,550.0,118000.0,,,626820.0,,,8330.0,,800.0,,664.0,16000.0,,19420.0,105212.0,1350000.0
1974,,,41800.0,,13700000.0,11047.0,4921.0,,,,,,,36000.0,3850.0,4508515.0,,,560000.0,1400000.0,,,20194.0,134400.0,,,4921.0,-1.0,,14590.0,176850.0,306000.0,53735.0,254000.0,,5000.0,414527.0,1000.0,220.0,7881500.0,499200.0,440000.0,,167604.0,40400.0,-1.0,,7339.0,671284.0,330000.0,6229.0,,,,,142834.0,550.0,120000.0,,,444670.0,,,8200.0,,900.0,,680.0,14000.0,,20929.0,77837.0,1400000.0
1975,,,52000.0,,8160000.0,4226.0,6828.0,,,,,,,37400.0,3980.0,3687863.0,,,750000.0,1500000.0,,,19430.0,80700.0,,,6828.0,-1.0,,11100.0,147212.0,273200.0,33481.0,240500.0,,4000.0,347099.0,1000.0,220.0,6270021.0,550300.0,325000.0,,163233.0,24400.0,-1.0,,7363.0,530058.0,308000.0,9447.0,,,,,145900.0,900.0,98300.0,,,404486.0,,,8000.0,,700.0,,518.0,19000.0,,18201.0,62815.0,1500000.0
1976,,,49000.0,,12590000.0,6500.0,9382.0,,,,,,,35100.0,5330.0,3555156.0,,,740000.0,1600000.0,,,13060.0,178200.0,,,9382.0,-1.0,,9260.0,157385.0,330000.0,53473.0,213900.0,,4000.0,410409.0,1000.0,220.0,6921929.0,440800.0,427000.0,,213103.0,41500.0,-1.0,,7769.0,561426.0,297220.0,5680.0,,,,,164842.0,450.0,105400.0,,,378246.0,,,10000.0,,1000.0,,465.0,20000.0,,15474.0,65231.0,1600000.0
1977,,,78000.0,,7630000.0,8431.0,10708.0,,,,,,,31300.0,1900.0,4183697.0,,,690000.0,1200000.0,,,8326.0,80000.0,,,10708.0,-1.0,,16420.0,144301.0,170000.0,68579.0,227700.0,,4000.0,351344.0,1000.0,230.0,6249491.0,406500.0,338000.0,,324423.0,36700.0,-1.0,,5858.0,641360.0,375000.0,3764.0,,,,,102727.0,450.0,87000.0,,,420209.0,,,10000.0,,1000.0,,737.0,35404.0,,15196.0,73541.0,1200000.0
1978,,,74000.0,,12250000.0,7544.0,26097.0,,,,,,,35000.0,7870.0,4352273.0,,,620000.0,1650000.0,,,7349.0,74300.0,,,26097.0,-1.0,,10780.0,138300.0,210000.0,63875.0,250600.0,,3000.0,409525.0,1000.0,270.0,7434176.0,605382.0,296590.0,,314889.0,44400.0,-1.0,,6332.0,629890.0,455000.0,4288.0,,,,,122617.0,400.0,81373.0,,,611280.0,,,10000.0,,1000.0,,766.0,30000.0,,18729.0,67700.0,1650000.0
1979,,,55000.0,,7295000.0,5346.0,9305.0,,,,,,,37200.0,5800.0,3944116.0,,,620000.0,1800000.0,,,9862.0,77200.0,,,9305.0,-1.0,,8970.0,92569.0,202000.0,51083.0,221000.0,,6000.0,277974.0,1000.0,170.0,5201025.0,529900.0,192120.0,,256614.0,40500.0,-1.0,,6035.0,485770.0,355000.0,5377.0,,,,,120170.0,370.0,81000.0,,,555950.0,,,10000.0,,1000.0,,796.0,25000.0,,24595.0,49300.0,1800000.0
1980,,,76000.0,,8959000.0,4700.0,8899.0,,,,,,,35600.0,5900.0,4014909.0,,,525000.0,1400000.0,,,10498.0,123600.0,,,8899.0,-1.0,,10380.0,140964.0,155000.0,41656.0,283900.0,,4000.0,382801.0,1000.0,168.0,6566401.0,456000.0,222880.0,,199298.0,35000.0,-1.0,,7224.0,570372.0,408500.0,3031.0,,,,,138420.0,390.0,79000.0,,,405350.0,,,10000.0,,800.0,,790.0,24000.0,,27904.0,38640.0,1400000.0
1981,,,64000.0,,8611000.0,2900.0,16078.0,,,,,,,30800.0,4060.0,3526418.0,,,530000.0,1403500.0,,,24445.0,63900.0,,,16078.0,-1.0,,9210.0,116210.0,149000.0,35227.0,212300.0,,7000.0,320215.0,1000.0,123.0,6731261.0,922900.0,177340.0,,207871.0,29700.0,-1.0,,8271.0,544447.0,341600.0,3149.0,,,,,125740.0,15.0,75000.0,,,461970.0,,,5800.0,,800.0,,785.0,25000.0,,34041.0,28616.0,1403500.0
1982,,,74000.0,,13630000.0,2300.0,9573.0,2.0,,,,,,31400.0,3149.0,3758189.0,,,430000.0,1400000.0,,,3819.0,35000.0,,,9573.0,-1.0,,6000.0,117364.0,148000.0,32990.0,169100.0,,7000.0,347834.0,800.0,50.0,7792483.0,928300.0,208990.0,,234550.0,22700.0,-1.0,,11389.0,583378.0,322300.0,4838.0,,,,,119440.0,21.0,84000.0,,,495300.0,,,7500.0,,700.0,,568.0,25000.0,,33931.0,26492.0,1400000.0
1983,,,60000.0,,15909000.0,3400.0,24072.0,,,,,,,26900.0,3800.0,3691751.0,,,380000.0,1550000.0,,,3324.0,116100.0,,,24072.0,-1.0,,4460.0,137961.0,130000.0,27508.0,252600.0,,6000.0,347604.0,700.0,3.0,8780701.0,823000.0,235030.0,,315363.0,19200.0,-1.0,,12850.0,750555.0,293000.0,3698.0,,,,,92462.0,25.0,83000.0,,,686000.0,,,10000.0,,700.0,,505.0,24000.0,,31365.0,25674.0,1550000.0
1984,,,90000.0,,12749000.0,6700.0,14144.0,,,,,,,24300.0,1520.0,4441092.0,,,360000.0,1700000.0,,,2859.0,92300.0,,,14144.0,-1.0,,4380.0,193090.0,155800.0,37715.0,315100.0,,6000.0,380722.0,450.0,11.0,9540277.0,652300.0,246490.0,,608119.0,28000.0,-1.0,,18336.0,709796.0,349000.0,3310.0,,,,,103440.0,145.0,80779.0,,,823000.0,,,11800.0,,800.0,,578.0,28000.0,,37310.0,24650.0,1700000.0
1985,,,67000.0,,14300000.0,3500.0,24157.0,,,,,,,22800.0,1520.0,4326425.0,,,360000.0,1283000.0,,,13222.0,71800.0,,,24157.0,-1.0,,11480.0,165817.0,94000.0,26022.0,272800.0,,2000.0,338700.0,250.0,45.0,7600454.0,568900.0,156730.0,,564675.0,19900.0,-1.0,,22887.0,619727.0,296800.0,2478.0,,,,,96860.0,435.0,77299.0,,,518200.0,,,10900.0,,800.0,,600.0,35000.0,,49000.0,19265.0,1283000.0
1986,,,76000.0,,13800000.0,3020.0,54805.0,90.0,,,,,,22100.0,2000.0,4174345.0,,,350000.0,1092000.0,,,5095.0,70600.0,,,54805.0,-1.0,,8610.0,172112.0,60000.0,22169.0,219882.0,,2000.0,283601.0,100.0,35.0,7073775.0,608900.0,154460.0,,545959.0,19000.0,-1.0,,29000.0,546581.0,229000.0,1719.0,,,,,112393.0,400.0,74405.0,,,485200.0,,,10000.0,,800.0,,625.0,32000.0,,51862.0,19468.0,1092000.0
1987,,,81000.0,,16092000.0,3619.0,26010.0,700.0,,,,,,20300.0,2000.0,3881936.0,,,380000.0,1315000.0,,,4076.0,74200.0,,,26010.0,93000.0,,4796.0,185513.0,88300.0,19811.0,318784.0,,2000.0,309027.0,312.0,35.0,6816729.0,492300.0,137200.0,,512790.0,18300.0,-1.0,,32000.0,495923.0,299000.0,1183.0,,,,,121682.0,396.0,69000.0,,,495980.0,,,10000.0,,800.0,,625.0,32000.0,,48699.0,24661.0,1315000.0
1988,,,104000.0,,16877008.0,2131.0,17026.0,90.0,,,,,,18000.0,2000.0,3363909.0,,,280000.0,1394000.0,,,2235.0,48900.0,,,17026.0,100000.0,,3681.0,254956.0,41200.0,15908.0,357000.0,,2000.0,355888.0,96.0,15.0,5500610.0,267900.0,127700.0,,366317.0,18200.0,-1.0,,43000.0,533542.0,268000.0,862.0,,,,,86112.0,360.0,76080.0,663.0,,373100.0,,,9400.0,,800.0,,586.0,34000.0,,61312.0,28271.0,1394000.0
1989,,,95000.0,,18288000.0,2800.0,21139.0,175.0,,,,,,20600.0,2100.0,3900328.0,,,191000.0,1221000.0,,,4007.0,195900.0,,,21139.0,110000.0,,8917.0,266654.0,62500.0,14382.0,331700.0,,3000.0,381188.0,226.0,18.0,6216478.0,806400.0,319100.0,,487039.0,21300.0,16000.0,,43700.0,707564.0,260808.0,388.0,,,,,118975.0,205.0,75079.0,,,346650.0,,,9300.0,,800.0,,602.0,36000.0,,52115.0,33424.0,1221000.0
1990,,,89678.0,,22178608.0,3200.0,22450.0,84.0,,,,,,20800.0,1774.0,3988381.0,,,240000.0,1200000.0,,,4535.0,244200.0,,,22450.0,100000.0,,6174.0,231520.0,55100.0,14618.0,267300.0,,3000.0,396355.0,85.0,10.0,6043965.0,599000.0,334700.0,,545019.0,17400.0,16500.0,,36000.0,736115.0,235300.0,315.0,-1.0,,,,96502.0,183.0,71601.0,0.0,,258500.0,,,8000.0,,820.0,,503.0,40000.0,,49288.0,36000.0,1200000.0
1991,,,85753.0,,14704000.0,4987.0,33475.0,379.0,,,,,,18800.0,2200.0,3323460.0,,,256000.0,1461000.0,,,6304.0,28200.0,,,33475.0,100000.0,,8686.0,222776.0,46000.0,12725.0,236900.0,,4000.0,350488.0,74.0,5.0,5899383.0,338700.0,164900.0,,394634.0,25300.0,15000.0,,49000.0,484045.0,218200.0,48.0,-1.0,,,,80358.0,245.0,70533.0,0.0,,247250.0,,,1427.0,,400.0,,519.0,49000.0,,45542.0,33515.0,1461000.0
1992,,8070.0,21232.0,4882.0,,4111.0,28411.0,436.0,17789.0,,,,1390.0,22586.0,2300.0,2422466.0,6069.0,2477.0,230000.0,1678500.0,153400.0,,6967.0,26600.0,16000.0,1076.0,28411.0,100000.0,6967.0,7541.0,135687.0,34000.0,11045.0,207291.0,1000.0,2000.0,277838.0,94.0,0.0,3981440.0,281100.0,135900.0,3063000.0,308333.0,28100.0,15000.0,350.0,37000.0,318691.0,206000.0,40.0,-1.0,8400.0,,13887000.0,69500.0,150.0,,0.0,533000.0,290600.0,295000.0,1157531.0,1360.0,500.0,439.0,-1.0,597.0,37112.0,342400.0,34998.0,34395.0,1678500.0
1993,69308.0,7700.0,40409.0,0.0,,12000.0,23805.0,20.0,11414.0,,,256079.0,2835.0,22800.0,2345.0,2983600.0,6273.0,1300.0,235000.0,1300000.0,122500.0,,5490.0,62900.0,13958.0,100.0,23805.0,80000.0,5814.0,2905.0,113153.0,63700.0,12175.0,333181.0,3000.0,3000.0,291635.0,207.0,-1.0,4992101.0,318600.0,230000.0,2826000.0,356000.0,42200.0,17500.0,151.0,37000.0,,177000.0,30.0,-1.0,8300.0,,9166040.0,66727.0,155.0,,0.0,835000.0,262600.0,340700.0,1180000.0,2739.0,700.0,457.0,,601.0,29907.0,434100.0,25300.0,41200.0,1300000.0
1994,96188.0,11400.0,51201.0,-1.0,,15000.0,20000.0,200.0,15475.0,,,275654.0,2740.0,20295.0,2400.0,3451000.0,7146.0,1000.0,195000.0,1270500.0,41318.0,,4169.0,22200.0,15000.0,120.0,20000.0,80000.0,6141.0,686.0,192969.0,54030.0,13255.0,206700.0,1500.0,3000.0,318790.0,322.0,-1.0,5300132.0,399700.0,173400.0,1864000.0,423066.0,30700.0,19000.0,138.0,37000.0,,174000.0,15.0,-1.0,8100.0,,5988800.0,63792.0,175.0,,0.0,264000.0,288100.0,113400.0,941200.0,3765.0,2600.0,468.0,,651.0,43000.0,313000.0,22315.0,26500.0,1270500.0
1995,89318.0,11800.0,42728.0,-1.0,,14427.0,20000.0,300.0,14649.0,,,261938.0,5185.0,19779.0,2400.0,4521270.0,5051.0,1332.0,240000.0,1200000.0,58190.0,,2591.0,57700.0,17000.0,100.0,20000.0,75000.0,5819.0,1500.0,171300.0,40200.0,10806.0,168300.0,1100.0,2952.0,313835.0,63.0,-1.0,6287642.0,309600.0,206400.0,2143000.0,494600.0,42100.0,22000.0,176.0,38571.0,,190700.0,5.0,-1.0,7360.0,,4098200.0,36263.0,185.0,,0.0,84380.0,255640.0,71300.0,1207900.0,4229.0,1000.0,477.0,,685.0,43000.0,239300.0,19450.0,42500.0,1200000.0
1996,71423.0,8000.0,20240.0,-1.0,,11997.0,20000.0,66.0,10875.0,,,204279.0,8057.0,20400.0,2370.0,4213855.0,5517.0,726.0,245000.0,965187.0,62050.0,,7040.0,86900.0,13000.0,26.0,20000.0,60000.0,5540.0,2317.0,98148.0,36340.0,11067.0,295700.0,300.0,3366.0,156227.0,64.0,-1.0,5652480.0,309400.0,165700.0,1794400.0,343000.0,45300.0,23000.0,303.0,33000.0,,220800.0,4.0,-1.0,4600.0,,5934350.0,53924.0,200.0,,0.0,28510.0,229020.0,112900.0,1092400.0,2585.0,3160.0,485.0,,764.0,51000.0,286800.0,16162.0,38200.0,965187.0
1997,84183.0,5000.0,29413.0,-1.0,,10111.0,20000.0,0.0,10779.0,,,259412.0,8368.0,19000.0,2370.0,4580140.0,5009.0,637.0,235000.0,1215000.0,71935.0,,7145.0,47300.0,15000.0,385.0,20000.0,50000.0,3510.0,4472.0,152775.0,61740.0,10383.0,211753.0,100.0,3200.0,207238.0,65.0,-1.0,5299513.0,320000.0,138700.0,1787900.0,452519.0,24700.0,24000.0,307.0,33000.0,,196900.0,45.0,-1.0,7384.0,,7477910.0,40689.0,210.0,,0.0,51000.0,206560.0,133500.0,1346000.0,3029.0,1462.0,492.0,,80.0,53000.0,348200.0,26850.0,27700.0,1215000.0
1998,96239.0,2000.0,26088.0,-1.0,,14700.0,20000.0,67.0,13764.0,,,261167.0,4201.0,20100.0,2369.0,4774799.0,5530.0,456.0,232000.0,1022500.0,54600.0,,8003.0,49300.0,17000.0,200.0,20000.0,55000.0,3857.0,2882.0,128836.0,66240.0,7130.0,207400.0,91.0,3000.0,236356.0,70.0,-1.0,5663665.0,408200.0,160500.0,1383700.0,537657.0,22800.0,25000.0,113.0,42000.0,,216000.0,3.0,-1.0,9394.0,,3268570.0,32488.0,150.0,,0.0,13620.0,308900.0,104800.0,1136000.0,2901.0,456.0,500.0,,90.0,47000.0,348700.0,26557.0,30300.0,1022500.0
1999,69562.0,5000.0,21092.0,-1.0,,5700.0,20000.0,38.0,10594.0,,,202373.0,3773.0,12357.0,2369.0,4328712.0,6246.0,284.0,233000.0,880000.0,38800.0,,8510.0,23600.0,10000.0,130.0,20000.0,60000.0,2550.0,3537.0,80338.0,116155.0,3971.0,219700.0,23.0,3000.0,218183.0,65.0,-1.0,5180658.0,386600.0,117400.0,928900.0,247782.0,18900.0,25000.0,350.0,32000.0,,164863.0,10.0,-1.0,9031.0,,4782030.0,55614.0,200.0,,0.0,16600.0,280400.0,88700.0,916000.0,3400.0,284.0,507.0,,96.0,43000.0,260900.0,41000.0,14000.0,880000.0
2000,64178.0,4000.0,21800.0,-1.0,,10523.0,20000.0,0.0,8211.0,4800.0,3603.0,150052.0,2321.0,10291.0,2349.0,4154095.0,7389.0,171.0,260000.0,975000.0,60800.0,,6791.0,108200.0,8397.0,101.0,20000.0,60000.0,1758.0,2396.0,86484.0,129750.0,,220044.0,94.0,1200.0,182781.0,70.0,-1.0,4003047.0,260300.0,185100.0,1360000.0,262468.0,23100.0,26000.0,308.0,31000.0,,145744.0,16.0,-1.0,11724.0,,5444170.0,46452.0,205.0,,0.0,48300.0,213013.0,110717.0,968300.0,1500.0,9.0,514.0,,96.0,44000.0,311400.0,22750.0,29000.0,975000.0
2001,112700.0,5000.0,28631.0,-1.0,,4909.0,20000.0,49.0,9500.0,2900.0,4803.0,149298.0,3786.0,8600.0,2343.0,5132949.0,8709.0,433.0,220000.0,670500.0,42900.0,,8296.0,64100.0,11659.0,182.0,20000.0,68000.0,2266.0,3735.0,120988.0,86530.0,,101452.0,144.0,1630.0,213530.0,83.0,-1.0,4863637.0,227800.0,177900.0,1294000.0,332358.0,20200.0,30000.0,100.0,37942.0,,115961.0,13.0,-1.0,9574.0,,6631700.0,24193.0,210.0,,0.0,43400.0,175165.0,107200.0,1822500.0,3700.0,1.0,522.0,,88.0,23000.0,231100.0,39000.0,17000.0,670500.0
2002,96484.0,4300.0,20080.0,-1.0,,9060.0,20000.0,53.0,7120.0,2800.0,7470.0,119154.0,2977.0,9631.0,2342.0,3665996.0,9398.0,530.0,255000.0,545000.0,41444.0,,5073.0,73100.0,10952.0,298.0,20000.0,60000.0,2038.0,219.0,95410.0,79150.0,,176556.0,425.0,700.0,171089.0,83.0,-1.0,3831000.0,133800.0,126700.0,1600000.0,229501.0,24100.0,30000.0,100.0,32000.0,,139195.0,19.0,-1.0,11064.0,,7126670.0,34296.0,210.0,,0.0,106488.0,164802.0,101500.0,1511200.0,2700.0,22.0,529.0,,67.0,29000.0,170200.0,18324.0,16800.0,545000.0
2003,62270.0,2000.0,17358.0,-1.0,,19437.0,20000.0,2.0,6057.0,2991.0,4606.0,159312.0,484.0,6940.0,2263.0,2277416.0,6087.0,404.0,240000.0,709000.0,23316.0,,3814.0,72800.0,8309.0,158.0,20000.0,60000.0,1368.0,127.0,67022.0,36670.0,,184400.0,4.0,230.0,132839.0,82.0,-1.0,3172240.0,327100.0,116700.0,1151267.0,168526.0,10500.0,30000.0,100.0,29000.0,,112064.0,6.0,-1.0,7046.0,,4151940.0,26955.0,374.0,,0.0,42376.0,219312.0,87600.0,624000.0,2400.0,44.0,536.0,,88.0,25200.0,147100.0,11859.0,17900.0,709000.0
2004,124340.0,2500.0,55000.0,-1.0,,40566.0,20000.0,7.0,10273.0,3169.0,7921.0,313348.0,1913.0,7851.0,2260.0,3829957.0,9000.0,338.0,270000.0,600000.0,18059.0,,4315.0,62400.0,15000.0,404.0,20000.0,60000.0,3486.0,127.0,125095.0,91870.0,,162718.0,10.0,620.0,213478.0,74.0,-1.0,4280716.0,397500.0,133400.0,1397089.0,146200.0,11300.0,30000.0,58.0,33689.0,,170809.0,0.0,-1.0,9859.0,,2871870.0,27264.0,386.0,,0.0,20349.0,209685.0,96800.0,1592500.0,2400.0,106.0,542.0,,69.0,32500.0,140600.0,16976.0,16600.0,600000.0
2005,68588.0,3240.0,48962.0,-1.0,,34827.0,20000.0,28.0,9451.0,2326.0,5715.0,196755.0,2465.0,7876.0,2252.0,2793500.0,4737.0,305.0,270000.0,554000.0,20385.0,,6109.0,32400.0,16020.0,587.0,20000.0,60000.0,4092.0,1981.0,107308.0,33070.0,,129096.0,0.0,1400.0,163653.0,77.0,-1.0,3404312.0,330400.0,112300.0,1154848.0,132000.0,9400.0,52000.0,60.0,32600.0,,147259.0,0.0,-1.0,7516.0,,3628420.0,19495.0,398.0,,0.0,23600.0,191447.0,87200.0,1054200.0,3000.0,25.0,549.0,,86.0,39500.0,108300.0,13617.0,10885.0,554000.0
2006,30211.0,5300.0,35720.0,-1.0,,26161.0,20000.0,42.0,8613.0,2745.0,6156.0,74811.0,747.0,8590.0,2241.0,2643700.0,5487.0,164.0,271000.0,350000.0,17830.0,15417.0,2353.0,50900.0,,246.0,20000.0,60000.0,2126.0,1956.0,98714.0,17483.0,,164997.0,0.0,3000.0,93786.0,80.0,-1.0,2621626.0,382900.0,115400.0,1072024.0,130000.0,8600.0,75000.0,40.0,34403.0,,121464.0,0.0,-1.0,10740.0,394.0,2959347.0,23800.0,405.0,,0.0,30550.0,182709.0,116800.0,583600.0,2600.0,16.0,556.0,,157.0,42700.0,90000.0,12700.0,10900.0,350000.0
