,"China, Taiwan Province of",Zambia,Syrian Arab Republic,Brazil,Nepal,Ethiopia,Indonesia,Liberia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Bahamas,Mongolia,Guatemala,Latvia,Slovenia,Madagascar,Luxembourg,Guinea,Botswana,Saudi Arabia,Fiji,Sweden,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Bosnia and Herzegovina,China,Colombia,Libya,United Republic of Tanzania,Guinea-Bissau,Kazakhstan,Estonia,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Paraguay,Saint Kitts and Nevis,Melanesia,Serbia and Montenegro,Cameroon,Grenada,Dominican Republic,El Salvador,Denmark,Canada,Spain,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,New Zealand,Belize,Czechoslovakia,Nigeria,Czechia,Argentina,Democratic People's Republic of Korea,Germany,Cabo Verde,Morocco,Ethiopia PDR,Gabon,Romania,Ecuador,Jordan,Mexico,Albania,Slovakia,Jamaica,Trinidad and Tobago,Thailand,Lithuania,Finland,Netherlands,Angola,Norway,Turkey,Burundi,Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Viet Nam,Lao People's Democratic Republic,Australia,Maldives,Ireland,Zimbabwe,Yugoslav SFR,Republic of Korea,Papua New Guinea,Cuba,Rwanda,Australia & New Zealand,Barbados,Algeria,Senegal,Saint Lucia,Uganda,Dominica,Belgium,Chad,Lesotho,Comoros,Uruguay,Italy,Panama,Sudan (former),Armenia,Lebanon,Uzbekistan,Occupied Palestinian Territory,Chile,Portugal,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Haiti,India,Ukraine,Bolivia (Plurinational State of),Peru,Serbia,Israel,Malta,South Sudan,Namibia,Benin,United Kingdom,Japan,Pakistan,Somalia,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Cambodia,Timor-Leste,Costa Rica,Tajikistan,Austria,Niger,Mozambique,Bhutan,Congo,USSR,Honduras,Tunisia,Côte d'Ivoire,Gambia,Solomon Islands,South Africa,Sierra Leone,Réunion,Egypt,Ghana,Mauritania,Swaziland,Republic of Moldova,Belgium-Luxembourg
1986,1079.0,1891.0,17705.0,256589.0,8061.0,-1.0,18800.0,300.0,5596.0,16871.0,28023.0,-1.0,5.0,10.0,200.0,9311.0,-1.0,-1.0,3915.0,-1.0,2925.0,750.0,152.0,33.0,15865.0,428.0,1317.0,-1.0,690.0,-1.0,408579.0,11922.0,389.0,25502.0,132.0,-1.0,-1.0,22.0,39448.0,79302.0,2262.0,274.0,3861.0,8.0,487.0,-1.0,4448.0,1.0,3001.0,2875.0,44815.0,55073.0,43495.0,2340.0,1093.0,-1.0,8060.0,140.0,9741.0,60160.0,-1.0,18853.0,27840.0,32324.0,3972.0,22920.0,47466.0,9.0,17055.0,2882.0,732.0,78440.0,5288.0,-1.0,603.0,61.0,31339.0,-1.0,400.0,7991.0,4500.0,0.0,201900.0,24852.0,-1.0,-1.0,30279.0,7475.0,1604.0,18000.0,592.0,123120.0,3.0,40.0,4800.0,11830.0,3004.0,328.0,2615.0,10461.0,131180.0,20.0,7766.0,2162.0,1.0,24650.0,16.0,-1.0,3430.0,891.0,468.0,439.0,43550.0,456.0,3756.0,-1.0,1054.0,-1.0,0.0,16667.0,3261.0,26800.0,29563.0,407500.0,-1.0,2434.0,5990.0,825205.0,-1.0,2467.0,11955.0,-1.0,1051.0,33.0,-1.0,585.0,2307.0,33000.0,5707.0,80111.0,3864.0,2035.0,1111.0,55.0,6746.0,53822.0,42671.0,9045.0,1320.0,126.0,2087.0,-1.0,5215.0,72132.0,11200.0,159.0,393.0,769530.0,4681.0,9736.0,720.0,600.0,120.0,10351.0,2198.0,22.0,35068.0,2403.0,3420.0,262.0,-1.0,2486.0
1987,833.0,1404.0,22192.0,249834.0,9263.0,-1.0,21500.0,300.0,5219.0,16928.0,28338.0,-1.0,6.0,10.0,200.0,7809.0,-1.0,-1.0,3700.0,-1.0,2925.0,750.0,156.0,34.0,13421.0,436.0,1314.0,-1.0,690.0,-1.0,385333.0,12370.0,335.0,23534.0,132.0,-1.0,-1.0,22.0,47658.0,89301.0,1821.0,561.0,3957.0,8.0,495.0,-1.0,6316.0,1.0,3904.0,3094.0,29385.0,52555.0,38291.0,2100.0,777.0,-1.0,8080.0,140.0,9896.0,61770.0,-1.0,14897.0,28000.0,30100.0,3427.0,21084.0,54113.0,9.0,16515.0,3027.0,750.0,74647.0,5508.0,-1.0,486.0,73.0,31809.0,-1.0,310.0,7435.0,3960.0,0.0,221465.0,24147.0,-1.0,-1.0,28969.0,9375.0,1671.0,18100.0,579.0,116360.0,3.0,352.0,4880.0,9799.0,2705.0,336.0,2545.0,9720.0,124440.0,20.0,6482.0,2139.0,2.0,28730.0,16.0,-1.0,2064.0,1463.0,486.0,418.0,41303.0,377.0,3676.0,-1.0,1109.0,-1.0,0.0,14304.0,3098.0,36920.0,32051.0,384500.0,-1.0,3873.0,5699.0,762167.0,-1.0,2686.0,10429.0,-1.0,1099.0,33.0,-1.0,585.0,2377.0,39000.0,5821.0,59246.0,3176.0,2304.0,1083.0,55.0,7252.0,55905.0,48101.0,9455.0,1960.0,126.0,2055.0,-1.0,5207.0,77508.0,11400.0,57.0,407.0,769470.0,5237.0,5691.0,720.0,600.0,120.0,9711.0,2240.0,22.0,38989.0,1683.0,3500.0,314.0,-1.0,2230.0
1988,905.0,1493.0,21338.0,234865.0,9342.0,-1.0,23000.0,300.0,4816.0,16966.0,26737.0,-1.0,6.0,10.0,200.0,5516.0,-1.0,-1.0,3714.0,-1.0,3150.0,775.0,156.0,39.0,12721.0,418.0,1322.0,-1.0,800.0,-1.0,388105.0,12656.0,349.0,29061.0,135.0,-1.0,-1.0,23.0,52322.0,104673.0,1939.0,330.0,3745.0,8.0,485.0,-1.0,4926.0,2.0,4066.0,2945.0,24515.0,32401.0,37128.0,2100.0,700.0,-1.0,5100.0,184.0,9263.0,65305.0,-1.0,14628.0,28000.0,27009.0,3838.0,21154.0,48378.0,9.0,16985.0,3559.0,685.0,57562.0,5508.0,-1.0,460.0,64.0,33865.0,-1.0,310.0,5145.0,3960.0,0.0,228120.0,19714.0,-1.0,-1.0,25060.0,9125.0,1614.0,17700.0,637.0,96819.0,3.0,205.0,4920.0,14360.0,2295.0,320.0,2700.0,8706.0,101919.0,20.0,5080.0,1962.0,2.0,30776.0,16.0,-1.0,2491.0,1072.0,504.0,433.0,40005.0,350.0,3752.0,-1.0,1167.0,-1.0,0.0,11211.0,3163.0,36000.0,36539.0,387200.0,-1.0,3805.0,5420.0,714547.0,-1.0,2792.0,9618.0,-1.0,1017.0,33.0,-1.0,621.0,2648.0,46000.0,5917.0,81047.0,3360.0,1777.0,939.0,55.0,6661.0,49047.0,52147.0,9584.0,1200.0,113.0,2517.0,-1.0,5213.0,88544.0,11400.0,60.0,416.0,725400.0,7594.0,7664.0,720.0,600.0,120.0,9351.0,2282.0,22.0,28998.0,2525.0,3670.0,302.0,-1.0,2130.0
1989,842.0,2115.0,18914.0,220750.0,10375.0,-1.0,25121.0,305.0,4635.0,16636.0,31956.0,-1.0,6.0,9.0,200.0,7024.0,-1.0,-1.0,3724.0,-1.0,3201.0,800.0,160.0,65.0,11541.0,461.0,1339.0,-1.0,819.0,-1.0,353837.0,15734.0,388.0,29434.0,137.0,-1.0,-1.0,22.0,65117.0,114122.0,2140.0,449.0,3246.0,7.0,533.0,-1.0,5699.0,3.0,3657.0,2882.0,22871.0,30568.0,31943.0,2008.0,1017.0,-1.0,5096.0,158.0,9232.0,71744.0,-1.0,18906.0,28240.0,25564.0,3666.0,21863.0,48222.0,9.0,6937.0,3011.0,802.0,74142.0,5057.0,-1.0,499.0,58.0,29754.0,-1.0,310.0,4345.0,3630.0,0.0,228865.0,20031.0,-1.0,-1.0,30000.0,8124.0,1642.0,18115.0,624.0,97421.0,3.0,156.0,4960.0,11153.0,1859.0,336.0,2493.0,8978.0,102517.0,20.0,4353.0,1373.0,1.0,31406.0,15.0,-1.0,2243.0,1062.0,510.0,449.0,37978.0,452.0,3772.0,-1.0,1225.0,-1.0,0.0,11978.0,2905.0,38433.0,29653.0,352995.0,-1.0,4057.0,5296.0,819831.0,-1.0,3373.0,9181.0,-1.0,1350.0,48.0,-1.0,657.0,2694.0,44000.0,5951.0,78557.0,3440.0,3098.0,565.0,56.0,6823.0,58173.0,42806.0,10614.0,1120.0,122.0,2546.0,-1.0,5363.0,104263.0,11604.0,57.0,425.0,651318.0,6995.0,9169.0,732.0,610.0,126.0,9856.0,2323.0,21.0,27602.0,2250.0,2631.0,406.0,-1.0,2088.0
1990,606.0,2315.0,21384.0,236751.0,10453.0,-1.0,22570.0,200.0,4578.0,16248.0,29898.0,-1.0,2.0,9.0,160.0,7700.0,-1.0,-1.0,5540.0,-1.0,3217.0,825.0,160.0,40.0,7773.0,521.0,1420.0,-1.0,950.0,-1.0,199846.0,12881.0,418.0,30891.0,150.0,-1.0,-1.0,24.0,46189.0,108098.0,1657.0,463.0,3212.0,7.0,408.0,-1.0,6517.0,3.0,3519.0,3561.0,19775.0,51129.0,30833.0,2160.0,957.0,-1.0,4903.0,135.0,11315.0,74953.0,-1.0,16852.0,28400.0,19506.0,3628.0,19317.0,53420.0,9.0,4343.0,2997.0,724.0,71679.0,3744.0,-1.0,495.0,52.0,29088.0,-1.0,620.0,3610.0,3960.0,0.0,218250.0,23570.0,-1.0,-1.0,35655.0,11782.0,1533.0,17719.0,558.0,123637.0,3.0,150.0,5000.0,12732.0,1844.0,207.0,2283.0,8280.0,128540.0,20.0,4957.0,1536.0,2.0,32054.0,14.0,-1.0,2175.0,951.0,522.0,406.0,37532.0,592.0,4134.0,-1.0,1279.0,-1.0,0.0,14415.0,2894.0,39101.0,31556.0,199240.0,-1.0,4047.0,5422.0,771618.0,-1.0,3027.0,8130.0,-1.0,1182.0,47.0,-1.0,675.0,2942.0,40000.0,5026.0,78958.0,3902.0,3013.0,563.0,47.0,6129.0,71373.0,90077.0,13327.0,1200.0,293.0,2783.0,-1.0,5302.0,105948.0,11825.0,60.0,438.0,592485.0,8052.0,11246.0,735.0,613.0,158.0,11384.0,2323.0,22.0,26911.0,2325.0,3485.0,258.0,-1.0,2413.0
1991,559.0,3081.0,16002.0,229316.0,10095.0,-1.0,27888.0,150.0,4211.0,15889.0,28253.0,-1.0,2.0,7.0,130.0,7535.0,-1.0,-1.0,5954.0,-1.0,3479.0,800.0,162.0,38.0,7902.0,626.0,1434.0,-1.0,1000.0,-1.0,187409.0,12137.0,432.0,30756.0,238.0,-1.0,-1.0,25.0,57860.0,115175.0,1716.0,1052.0,3242.0,8.0,545.0,-1.0,7138.0,3.0,3216.0,3642.0,23625.0,63422.0,26525.0,2220.0,1616.0,-1.0,5322.0,136.0,14933.0,106526.0,-1.0,16749.0,25134.0,14021.0,3209.0,20308.0,55919.0,10.0,3166.0,3213.0,902.0,62290.0,4747.0,-1.0,501.0,41.0,25728.0,-1.0,2240.0,3119.0,4050.0,0.0,210930.0,23911.0,-1.0,-1.0,45925.0,11429.0,1457.0,18367.0,665.0,123265.0,3.0,237.0,4425.0,9896.0,1560.0,344.0,4926.0,8760.0,128587.0,20.0,4849.0,2225.0,2.0,33460.0,14.0,-1.0,2710.0,628.0,540.0,421.0,33772.0,590.0,3824.0,-1.0,1335.0,-1.0,0.0,12655.0,2418.0,40508.0,34467.0,186850.0,-1.0,3626.0,5577.0,834389.0,-1.0,2918.0,9117.0,-1.0,1059.0,47.0,-1.0,639.0,3004.0,45000.0,5066.0,72006.0,3040.0,1708.0,337.0,46.0,4186.0,54300.0,100970.0,13607.0,1120.0,204.0,2526.0,-1.0,4920.0,156553.0,10400.0,78.0,452.0,592485.0,5676.0,10423.0,795.0,663.0,161.0,8205.0,2484.0,23.0,32574.0,2250.0,3600.0,215.0,-1.0,2207.0
1992,481.0,3079.0,18053.0,192741.0,10193.0,-1.0,26300.0,100.0,4134.0,15760.0,28616.0,-1.0,3.0,6.0,125.0,6641.0,435.0,481.0,6114.0,-1.0,3596.0,650.0,164.0,37.0,8314.0,570.0,1152.0,0.0,1100.0,1152.0,265831.0,11907.0,428.0,32477.0,240.0,26300.0,0.0,28.0,66321.0,117036.0,3382.0,1173.0,3879.0,9.0,518.0,2504.0,7777.0,2.0,3548.0,3420.0,24107.0,98746.0,22013.0,1725.0,2116.0,2196.0,4914.0,161.0,14933.0,118157.0,-1.0,14716.0,24860.0,14265.0,3081.0,14226.0,55919.0,10.0,3899.0,3108.0,1116.0,69777.0,4638.0,-1.0,448.0,42.0,23211.0,4397.0,3260.0,2580.0,4140.0,0.0,203961.0,24991.0,12000.0,629.0,53648.0,10187.0,1467.0,20197.0,548.0,130130.0,3.0,466.0,4520.0,-1.0,1447.0,352.0,5114.0,6048.0,135043.0,20.0,4774.0,3569.0,2.0,34540.0,16.0,-1.0,2282.0,405.0,596.0,424.0,31644.0,715.0,3986.0,300.0,1347.0,800.0,0.0,9707.0,2610.0,36299.0,22916.0,265350.0,241222.0,4127.0,4526.0,734898.0,142000.0,2886.0,10882.0,-1.0,1314.0,43.0,-1.0,657.0,2667.0,39000.0,3110.0,71579.0,3600.0,1717.0,526.0,55.0,3284.0,43000.0,94043.0,13996.0,841.0,355.0,2361.0,1570.0,8632.0,132788.0,11640.0,60.0,438.0,-1.0,6529.0,10180.0,822.0,685.0,126.0,6775.0,2468.0,55.0,23375.0,2175.0,3628.0,201.0,5800.0,2317.0
1993,509.0,3889.0,19139.0,235632.0,12329.0,56668.0,22911.0,150.0,3762.0,15550.0,29995.0,4334.0,3.0,4.0,100.0,7334.0,350.0,252.0,5444.0,-1.0,4204.0,825.0,165.0,37.0,8062.0,547.0,1041.0,0.0,1050.0,1148.0,320939.0,11283.0,435.0,32897.0,281.0,23100.0,0.0,26.0,32597.0,107671.0,2521.0,330.0,4603.0,8.0,538.0,2778.0,8423.0,2.0,2762.0,3416.0,21000.0,132648.0,29694.0,1652.0,2841.0,2223.0,4872.0,127.0,-1.0,117715.0,6811.0,16553.0,27200.0,15674.0,3164.0,15104.0,-1.0,12.0,4122.0,3259.0,797.0,75468.0,4551.0,6592.0,472.0,46.0,24363.0,5150.0,2540.0,2515.0,9360.0,0.0,189814.0,19584.0,12500.0,654.0,53802.0,9366.0,1495.0,21118.0,442.0,154454.0,3.0,419.0,4766.0,-1.0,1293.0,360.0,5726.0,1441.0,159326.0,20.0,5229.0,2764.0,2.0,35930.0,15.0,-1.0,2539.0,572.0,576.0,524.0,26856.0,527.0,4523.0,300.0,1371.0,800.0,0.0,9697.0,2541.0,40023.0,16886.0,320430.0,227362.0,4064.0,4679.0,745738.0,135500.0,2610.0,11422.0,-1.0,1143.0,44.0,-1.0,675.0,2753.0,42000.0,3179.0,71422.0,4296.0,1531.0,555.0,54.0,3352.0,43900.0,83541.0,14289.0,1080.0,291.0,2275.0,745.0,7726.0,120452.0,13120.0,58.0,448.0,-1.0,8368.0,8136.0,961.0,801.0,138.0,7980.0,2280.0,56.0,29293.0,2100.0,4817.0,242.0,6000.0,2223.0
1994,500.0,3317.0,21412.0,221003.0,10496.0,62590.0,20000.0,200.0,3800.0,15466.0,33455.0,5123.0,2.0,4.0,75.0,6713.0,430.0,108.0,5812.0,-1.0,3402.0,800.0,166.0,36.0,5230.0,541.0,761.0,0.0,1100.0,1162.0,282810.0,12576.0,437.0,34592.0,222.0,15200.0,500.0,25.0,27600.0,96055.0,2553.0,434.0,4738.0,8.0,525.0,2806.0,9254.0,2.0,3228.0,2789.0,14050.0,146482.0,42983.0,1823.0,3597.0,2111.0,4556.0,155.0,-1.0,134942.0,5824.0,19701.0,26400.0,14046.0,2941.0,14311.0,-1.0,13.0,3882.0,3609.0,1122.0,75611.0,5229.0,6019.0,412.0,66.0,23691.0,6000.0,1240.0,2198.0,7500.0,0.0,188088.0,22720.0,14000.0,636.0,62034.0,9271.0,1513.0,19750.0,653.0,139328.0,3.0,414.0,4335.0,-1.0,1383.0,337.0,4707.0,5640.0,143884.0,20.0,4932.0,2939.0,1.0,37420.0,14.0,-1.0,3106.0,433.0,600.0,503.0,25707.0,615.0,4586.0,300.0,1392.0,800.0,0.0,10543.0,2524.0,36881.0,16270.0,282310.0,218650.0,4965.0,3138.0,764994.0,127500.0,2724.0,12815.0,-1.0,1193.0,46.0,-1.0,729.0,2775.0,43000.0,4213.0,74769.0,4400.0,1754.0,497.0,54.0,3649.0,49200.0,98912.0,9475.0,1023.0,448.0,2253.0,773.0,4178.0,139169.0,14600.0,64.0,449.0,-1.0,3296.0,6683.0,778.0,648.0,150.0,7671.0,1871.0,56.0,24835.0,2175.0,4769.0,247.0,4000.0,1900.0
1995,562.0,3468.0,19176.0,186609.0,10449.0,61648.0,16550.0,210.0,3695.0,15422.0,31270.0,4807.0,2.0,4.0,69.0,6753.0,800.0,181.0,5799.0,-1.0,3564.0,844.0,168.0,32.0,6318.0,529.0,782.0,0.0,1315.0,1007.0,271311.0,10274.0,340.0,36718.0,210.0,7400.0,1500.0,26.0,28756.0,88235.0,4596.0,746.0,4649.0,7.0,549.0,2946.0,10085.0,2.0,3343.0,3114.0,15002.0,102393.0,69255.0,1597.0,4590.0,2746.0,5025.0,195.0,-1.0,149954.0,5332.0,20829.0,25600.0,13015.0,2935.0,14205.0,-1.0,13.0,3612.0,3688.0,846.0,72650.0,5485.0,5130.0,392.0,64.0,21487.0,6400.0,900.0,2235.0,4694.0,0.0,189635.0,22175.0,21000.0,648.0,72957.0,10981.0,1524.0,20050.0,571.0,131987.0,3.0,416.0,4412.0,-1.0,1194.0,368.0,4853.0,7836.0,137011.0,20.0,4292.0,2674.0,1.0,38310.0,14.0,-1.0,3505.0,708.0,660.0,438.0,22195.0,453.0,5186.0,300.0,1424.0,900.0,790.0,10169.0,2451.0,11031.0,16136.0,270750.0,205470.0,4300.0,4407.0,758099.0,108500.0,2622.0,13253.0,-1.0,1347.0,55.0,-1.0,810.0,2879.0,43000.0,4252.0,76041.0,4480.0,1323.0,604.0,43.0,3835.0,46100.0,123006.0,10025.0,1122.0,362.0,1299.0,840.0,5724.0,123189.0,15000.0,56.0,458.0,-1.0,3870.0,9287.0,815.0,679.0,147.0,7359.0,2493.0,56.0,27434.0,2250.0,4988.0,251.0,3000.0,1845.0
1996,489.0,2400.0,19421.0,186535.0,10751.0,58085.0,14700.0,250.0,3737.0,15395.0,30087.0,4265.0,2.0,4.0,80.0,6728.0,1200.0,109.0,6183.0,-1.0,4071.0,701.0,170.0,40.0,7983.0,663.0,690.0,0.0,1150.0,1188.0,259203.0,9976.0,321.0,37665.0,240.0,5100.0,1500.0,26.0,24794.0,99230.0,3599.0,570.0,4864.0,7.0,622.0,2958.0,10920.0,2.0,1988.0,3817.0,19150.0,153280.0,63558.0,1567.0,5840.0,2804.0,6026.0,188.0,-1.0,151646.0,4994.0,21638.0,24800.0,16956.0,2800.0,17157.0,-1.0,14.0,2858.0,2342.0,696.0,75509.0,5043.0,3391.0,337.0,56.0,19820.0,11220.0,1140.0,1790.0,5295.0,0.0,177256.0,21256.0,38000.0,609.0,74584.0,8427.0,1551.0,20917.0,620.0,148720.0,3.0,431.0,4503.0,-1.0,1127.0,424.0,5303.0,7961.0,154746.0,20.0,3753.0,2658.0,1.0,39300.0,12.0,-1.0,3477.0,846.0,660.0,420.0,21075.0,643.0,5347.0,250.0,1023.0,1000.0,599.0,7462.0,2312.0,16868.0,15971.0,258714.0,203422.0,4842.0,4525.0,750507.0,90500.0,2874.0,14519.0,-1.0,1177.0,62.0,-1.0,945.0,3178.0,42000.0,4290.0,73988.0,4560.0,1379.0,227.0,68.0,3351.0,51300.0,93452.0,10229.0,1100.0,332.0,1766.0,880.0,5038.0,134369.0,15724.0,55.0,457.0,-1.0,3870.0,6127.0,931.0,775.0,156.0,5672.0,2696.0,65.0,28322.0,2325.0,5397.0,223.0,3000.0,1989.0
1997,462.0,2240.0,21823.0,157449.0,10708.0,67553.0,16950.0,211.0,3787.0,13925.0,30663.0,4900.0,2.0,4.0,75.0,7189.0,1400.0,114.0,6260.0,-1.0,3428.0,579.0,172.0,72.0,11910.0,552.0,677.0,0.0,1460.0,1015.0,290497.0,8911.0,296.0,38956.0,216.0,4680.0,2000.0,27.0,22055.0,99807.0,2857.0,632.0,3920.0,8.0,608.0,2897.0,11759.0,2.0,2284.0,3590.0,21250.0,191637.0,51635.0,1527.0,5203.0,2947.0,6020.0,219.0,-1.0,185416.0,5687.0,23802.0,26400.0,34443.0,2358.0,18395.0,-1.0,15.0,2059.0,3438.0,719.0,72668.0,4882.0,3541.0,273.0,38.0,20761.0,6420.0,1200.0,1739.0,6391.0,0.0,167155.0,21272.0,33000.0,785.0,70886.0,11980.0,1603.0,22305.0,638.0,148641.0,3.0,730.0,4516.0,-1.0,1122.0,376.0,5162.0,7738.0,154661.0,20.0,3666.0,3716.0,1.0,40294.0,13.0,-1.0,9266.0,805.0,690.0,392.0,19775.0,590.0,5649.0,250.0,744.0,1250.0,602.0,8107.0,2143.0,18996.0,13639.0,290035.0,184421.0,6790.0,3747.0,741835.0,79000.0,2613.0,11141.0,-1.0,1244.0,54.0,-1.0,779.0,3408.0,45000.0,3293.0,73803.0,4400.0,1511.0,187.0,65.0,3237.0,55700.0,85845.0,10303.0,1007.0,162.0,1485.0,770.0,9323.0,151726.0,16080.0,74.0,503.0,-1.0,3870.0,5812.0,1698.0,653.0,158.0,4648.0,2954.0,80.0,31327.0,1958.0,5621.0,249.0,3000.0,2006.0
1998,458.0,2560.0,18884.0,189360.0,10616.0,62711.0,14900.0,205.0,3743.0,9424.0,31080.0,4756.0,2.0,4.0,81.0,6800.0,950.0,43.0,5908.0,-1.0,3340.0,579.0,180.0,64.0,7352.0,588.0,597.0,0.0,1200.0,1002.0,294028.0,9027.0,271.0,40763.0,222.0,2902.0,750.0,38.0,21646.0,80391.0,2704.0,590.0,4125.0,8.0,612.0,2859.0,13515.0,2.0,2218.0,3423.0,21250.0,223551.0,52924.0,1460.0,4547.0,2879.0,6020.0,218.0,-1.0,132251.0,4629.0,33501.0,25663.0,44771.0,2297.0,16997.0,-1.0,15.0,2242.0,3126.0,374.0,77973.0,5295.0,3158.0,263.0,56.0,22015.0,9280.0,830.0,1983.0,5686.0,0.0,159465.0,18260.0,27000.0,695.0,85943.0,11396.0,1668.0,20180.0,621.0,137467.0,4.0,420.0,4732.0,-1.0,1050.0,384.0,4623.0,7490.0,143487.0,18.0,3441.0,5115.0,1.0,41578.0,14.0,-1.0,3533.0,797.0,708.0,459.0,17484.0,401.0,6079.0,250.0,708.0,380.0,360.0,6382.0,1818.0,20473.0,13581.0,293570.0,160521.0,7420.0,3806.0,742028.0,78000.0,2889.0,11073.0,-1.0,1292.0,55.0,-1.0,780.0,3299.0,46000.0,3047.0,71873.0,4480.0,1235.0,171.0,67.0,2742.0,51650.0,83601.0,9718.0,1072.0,210.0,1450.0,810.0,7666.0,153521.0,7600.0,73.0,483.0,-1.0,4846.0,6624.0,1734.0,520.0,162.0,7217.0,3073.0,120.0,30418.0,2250.0,3253.0,245.0,3000.0,2162.0
1999,501.0,2800.0,19620.0,181206.0,10653.0,71823.0,16963.0,275.0,3725.0,9262.0,32356.0,6646.0,2.0,3.0,84.0,6880.0,800.0,40.0,6295.0,-1.0,2925.0,467.0,172.0,64.0,6751.0,550.0,544.0,0.0,1380.0,949.0,306851.0,8656.0,247.0,40942.0,237.0,3600.0,826.0,42.0,22515.0,74286.0,2727.0,547.0,3916.0,9.0,629.0,2882.0,14052.0,2.0,2192.0,3635.0,10150.0,197294.0,48040.0,1441.0,5331.0,2867.0,6020.0,254.0,-1.0,135330.0,6341.0,22956.0,28800.0,43560.0,2452.0,16085.0,-1.0,12.0,1934.0,3225.0,322.0,70019.0,5301.0,2032.0,205.0,36.0,20614.0,10080.0,1000.0,1680.0,5846.0,0.0,156410.0,16692.0,22000.0,746.0,92480.0,6060.0,1684.0,21408.0,466.0,140335.0,4.0,150.0,4670.0,-1.0,1049.0,400.0,3172.0,10716.0,146355.0,48.0,2952.0,4410.0,1.0,43322.0,17.0,-1.0,7693.0,1022.0,708.0,484.0,17410.0,317.0,6996.0,250.0,669.0,240.0,406.0,7105.0,1759.0,17369.0,13089.0,306350.0,142239.0,8014.0,3619.0,645171.0,70500.0,2842.0,9506.0,-1.0,1606.0,45.0,-1.0,1062.0,3617.0,48000.0,3034.0,66344.0,4560.0,1034.0,182.0,21.0,2517.0,47800.0,91069.0,8016.0,980.0,189.0,1233.0,795.0,6960.0,101883.0,8000.0,72.0,492.0,-1.0,5375.0,7523.0,1826.0,400.0,162.0,7783.0,2461.0,126.0,26996.0,2402.0,3138.0,240.0,2400.0,1911.0
2000,406.0,2920.0,21165.0,157802.0,11859.0,88767.0,15678.0,299.0,3632.0,8768.0,38530.0,8935.0,2.0,3.0,63.0,6891.0,525.0,48.0,6307.0,0.0,3150.0,838.0,180.0,60.0,7232.0,592.0,459.0,0.0,1508.0,944.0,345711.0,8654.0,220.0,40793.0,257.0,4450.0,1087.0,43.0,17507.0,75347.0,2794.0,583.0,4483.0,9.0,668.0,2806.0,14464.0,2.0,2454.0,3918.0,6578.0,264163.0,54069.0,1346.0,8366.0,2825.0,6020.0,298.0,-1.0,137475.0,9396.0,21705.0,28800.0,38233.0,2320.0,15874.0,-1.0,13.0,1720.0,2462.0,256.0,66623.0,4506.0,1306.0,193.0,75.0,21063.0,9040.0,1000.0,1795.0,6671.0,0.0,158286.0,19961.0,20700.0,756.0,100735.0,14614.0,1577.0,21200.0,654.0,128653.0,3.0,190.0,4748.0,-1.0,1005.0,432.0,3097.0,11090.0,134673.0,53.0,2770.0,2738.0,1.0,44951.0,17.0,1834.0,10164.0,1400.0,720.0,483.0,19450.0,323.0,7532.0,250.0,620.0,310.0,452.0,6943.0,1753.0,18127.0,10835.0,345305.0,160570.0,8284.0,3663.0,603718.0,73100.0,2868.0,10700.0,-1.0,1500.0,44.0,-1.0,1127.0,3627.0,65000.0,3348.0,65070.0,4960.0,701.0,166.0,52.0,1248.0,48800.0,102862.0,7975.0,1177.0,210.0,932.0,660.0,6680.0,145434.0,8200.0,69.0,530.0,-1.0,3741.0,7041.0,1846.0,520.0,174.0,8585.0,2626.0,145.0,29833.0,1523.0,3614.0,226.0,2000.0,-1.0
