,"China, Taiwan Province of",Romania,Syrian Arab Republic,Israel,Australia & New Zealand,Australia,Iraq,Czechia,Pakistan,Slovakia,Nepal,Kenya,Libya,Yemen,Republic of Moldova,Italy,Serbia,USSR,Germany,Turkmenistan,Tajikistan,Portugal,Albania,Uzbekistan,China,Serbia and Montenegro,Armenia,Morocco,Slovenia,Chile,Malta,Argentina,Spain,Kyrgyzstan,India,Cyprus,Austria,Ecuador,Japan,Poland,Canada,Turkey,Jordan,Afghanistan,Switzerland,Egypt,The former Yugoslav Republic of Macedonia,Georgia,Greece,Czechoslovakia,France,Zimbabwe,New Zealand,Bosnia and Herzegovina,Hungary,Lebanon,Russian Federation,Bulgaria,Tunisia,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,South Africa,Mexico,Ukraine,"China, mainland",Azerbaijan,Madagascar,Algeria,Peru,Croatia,Cameroon,Occupied Palestinian Territory
1999,62763.0,57377.0,50741.0,108654.0,71162.0,63960.0,60682.0,35376.0,96485.0,28509.0,68060.0,65000.0,50000.0,18608.0,13760.0,140045.0,,,20000.0,97333.0,19467.0,65951.0,10000.0,32353.0,54529.0,137480.0,40629.0,76398.0,216750.0,103907.0,110384.0,99522.0,60106.0,48077.0,28649.0,84615.0,522725.0,45367.0,68844.0,21053.0,43258.0,60674.0,42401.0,73016.0,59241.0,128484.0,110650.0,19533.0,167884.0,,113897.0,25000.0,105714.0,24048.0,41786.0,78000.0,29412.0,18790.0,31649.0,,85862.0,20000.0,99539.0,121522.0,53781.0,47667.0,40000.0,83943.0,91563.0,53147.0,42647.0,34975.0,45192.0,19088.0
2000,69579.0,64707.0,63505.0,99091.0,70679.0,64113.0,58200.0,26877.0,97520.0,24980.0,61233.0,81250.0,50000.0,18544.0,25526.0,131272.0,,,30000.0,113333.0,11556.0,88296.0,16641.0,40000.0,54855.0,76441.0,111273.0,85913.0,174884.0,116090.0,109566.0,110341.0,60671.0,27778.0,28529.0,100909.0,315136.0,44682.0,69655.0,22227.0,65000.0,107922.0,58367.0,72866.0,133430.0,126236.0,138933.0,12919.0,152062.0,,87419.0,22721.0,97497.0,23903.0,22774.0,36530.0,37222.0,22672.0,28807.0,,90419.0,37444.0,96569.0,117503.0,52197.0,88017.0,35714.0,103286.0,91217.0,42087.0,41250.0,34141.0,45000.0,27265.0
2001,63263.0,77919.0,52818.0,70213.0,59956.0,55095.0,57076.0,14602.0,95793.0,20539.0,67639.0,60000.0,49904.0,18262.0,39208.0,122336.0,,,10000.0,117647.0,21739.0,43170.0,23773.0,44737.0,49840.0,75994.0,33302.0,76131.0,66977.0,82661.0,114286.0,114828.0,64832.0,22500.0,28408.0,84444.0,253841.0,44615.0,71092.0,23017.0,65865.0,94645.0,38622.0,73077.0,23679.0,138558.0,70000.0,10731.0,150577.0,,65534.0,20000.0,86083.0,23840.0,41667.0,33904.0,26316.0,17080.0,27778.0,,92387.0,13684.0,95180.0,104257.0,39296.0,37682.0,35000.0,105707.0,90643.0,50055.0,35556.0,33592.0,45232.0,27549.0
2002,50915.0,46696.0,80005.0,103807.0,53232.0,41183.0,57500.0,6299.0,94272.0,20054.0,64795.0,63610.0,50000.0,18909.0,19892.0,130671.0,,,20000.0,123529.0,21250.0,82527.0,31641.0,42174.0,40388.0,73869.0,15625.0,68960.0,219677.0,93617.0,106758.0,113636.0,60562.0,16544.0,28288.0,86957.0,163662.0,43382.0,62905.0,24000.0,49100.0,63252.0,81786.0,71528.0,82706.0,165761.0,72857.0,9933.0,123284.0,,114356.0,21367.0,110063.0,25000.0,14160.0,67794.0,30370.0,9028.0,27778.0,,88750.0,28811.0,116356.0,116063.0,47250.0,65238.0,30000.0,95968.0,90193.0,50295.0,36667.0,32126.0,44660.0,52187.0
2003,61747.0,111817.0,81318.0,36590.0,65696.0,63684.0,56361.0,19080.0,74283.0,24336.0,66410.0,62217.0,49713.0,18596.0,32668.0,69289.0,,,34906.0,123529.0,16988.0,83364.0,41325.0,43158.0,44924.0,78866.0,13235.0,77862.0,84516.0,110403.0,104977.0,112502.0,69535.0,11957.0,28217.0,36866.0,452156.0,41844.0,48516.0,28967.0,58095.0,87930.0,64155.0,70104.0,51168.0,104378.0,57440.0,12133.0,106882.0,,80388.0,21283.0,76271.0,23662.0,49597.0,50842.0,36698.0,21897.0,28369.0,,87692.0,31780.0,122633.0,118181.0,44103.0,108333.0,29474.0,88620.0,89768.0,65198.0,34000.0,31458.0,45439.0,25000.0
2004,71646.0,59539.0,57786.0,58217.0,49347.0,45105.0,58537.0,22522.0,74141.0,14018.0,67500.0,61022.0,50000.0,18594.0,31613.0,137242.0,,,92264.0,120000.0,18125.0,84117.0,51429.0,62308.0,53745.0,72222.0,10588.0,68054.0,243548.0,95833.0,100000.0,111670.0,61177.0,20811.0,28197.0,57376.0,355440.0,40000.0,65665.0,28424.0,62500.0,60870.0,74671.0,68750.0,119274.0,96904.0,81382.0,10000.0,156235.0,,108892.0,21191.0,66339.0,23867.0,60633.0,45397.0,34231.0,22645.0,28723.0,,36222.0,47097.0,130705.0,138526.0,46850.0,99300.0,39500.0,45772.0,89484.0,45415.0,31818.0,31265.0,44762.0,35755.0
2005,60659.0,126259.0,49147.0,84142.0,43873.0,40689.0,48267.0,10038.0,68287.0,11106.0,67500.0,59849.0,50287.0,18648.0,27974.0,134474.0,,,40755.0,103704.0,15000.0,83163.0,50000.0,70833.0,48962.0,59274.0,18868.0,86333.0,120323.0,95652.0,107500.0,110631.0,71259.0,17808.0,28177.0,59862.0,287061.0,41026.0,69101.0,21498.0,98598.0,149000.0,85239.0,61346.0,85731.0,97333.0,84686.0,9927.0,129214.0,,126973.0,21111.0,75524.0,22696.0,44058.0,49688.0,37895.0,14470.0,29379.0,,55799.0,50000.0,115554.0,96378.0,45704.0,95152.0,40909.0,99453.0,88780.0,63394.0,30000.0,30249.0,45821.0,25392.0
2006,67455.0,133634.0,70667.0,80963.0,31723.0,28200.0,34545.0,18804.0,60678.0,15085.0,67500.0,58689.0,50567.0,20587.0,19635.0,125364.0,62466.0,,56604.0,120000.0,25610.0,81667.0,50000.0,68156.0,43420.0,,22807.0,110162.0,213548.0,95238.0,96000.0,109565.0,86431.0,22603.0,28157.0,54411.0,533962.0,41250.0,66500.0,16309.0,65039.0,90535.0,87948.0,62267.0,105504.0,138081.0,89025.0,9273.0,125260.0,,128245.0,21031.0,74000.0,27900.0,79278.0,45961.0,20526.0,19376.0,31461.0,,73617.0,58059.0,64446.0,119484.0,48736.0,29167.0,29167.0,93214.0,89286.0,61040.0,31290.0,27800.0,45964.0,23348.0
2007,56808.0,83183.0,82507.0,80247.0,36944.0,33447.0,32644.0,38671.0,76847.0,12697.0,67500.0,57536.0,50849.0,21391.0,30364.0,131575.0,64090.0,,56364.0,137500.0,16316.0,77952.0,100000.0,63889.0,38573.0,,19088.0,92791.0,172500.0,95796.0,100000.0,106250.0,48546.0,20267.0,28137.0,59527.0,289324.0,38889.0,68914.0,6569.0,77304.0,106836.0,55468.0,72500.0,99149.0,157636.0,88050.0,10000.0,145302.0,,89171.0,20000.0,76586.0,23040.0,41046.0,50023.0,43333.0,11717.0,30000.0,,86667.0,49700.0,156417.0,100711.0,42774.0,58526.0,29231.0,90327.0,86667.0,37458.0,30000.0,24300.0,46119.0,19640.0
2008,55240.0,109604.0,74191.0,90927.0,34605.0,31221.0,37384.0,21518.0,76709.0,17107.0,67500.0,56383.0,51267.0,21494.0,33005.0,118303.0,63717.0,,42696.0,139130.0,26000.0,77153.0,120690.0,80303.0,37989.0,,10206.0,101203.0,96071.0,100281.0,104000.0,104865.0,57931.0,35294.0,28117.0,46126.0,311524.0,43362.0,69540.0,24557.0,56458.0,129409.0,72695.0,73445.0,85121.0,162183.0,92650.0,17500.0,146038.0,,67276.0,20000.0,75556.0,22351.0,54748.0,50000.0,52273.0,18510.0,32317.0,,102596.0,26870.0,146953.0,100364.0,45179.0,94574.0,30000.0,94729.0,86347.0,52485.0,29900.0,29298.0,46468.0,24374.0
2009,63805.0,126063.0,72929.0,100273.0,32201.0,28403.0,38818.0,35357.0,64204.0,17240.0,63043.0,55222.0,51771.0,21679.0,32496.0,119293.0,69238.0,,41632.0,128846.0,20816.0,100439.0,128333.0,85882.0,40221.0,,10328.0,119327.0,192500.0,102165.0,87500.0,108292.0,49527.0,27500.0,28097.0,34142.0,477691.0,47059.0,67368.0,28797.0,92222.0,117858.0,67227.0,73439.0,141256.0,171125.0,90619.0,13333.0,122127.0,,136083.0,20613.0,75117.0,21540.0,69126.0,49153.0,54545.0,10511.0,37975.0,,88527.0,57609.0,124698.0,93188.0,42862.0,79783.0,28667.0,84228.0,85742.0,59441.0,30667.0,35335.0,46942.0,21053.0
2010,77346.0,90924.0,45242.0,108005.0,29648.0,25826.0,39023.0,10215.0,64144.0,16678.0,59925.0,54048.0,50588.0,20846.0,23708.0,129403.0,65531.0,,42281.0,127976.0,21000.0,80675.0,126971.0,91549.0,43484.0,,9676.0,110203.0,141765.0,102321.0,83333.0,108025.0,42936.0,26250.0,28077.0,39440.0,228507.0,46559.0,54675.0,20252.0,68889.0,79619.0,75679.0,80000.0,118868.0,148540.0,88610.0,11064.0,102400.0,,103654.0,20557.0,75364.0,21323.0,63148.0,46578.0,46364.0,16142.0,39339.0,,116473.0,49320.0,122471.0,105042.0,39003.0,83913.0,29249.0,77488.0,85000.0,53366.0,29059.0,29847.0,45333.0,24787.0
2011,73844.0,132489.0,55230.0,124852.0,24304.0,20918.0,43829.0,18981.0,63920.0,16234.0,59571.0,52854.0,53535.0,20730.0,41440.0,134285.0,65312.0,,42723.0,139344.0,23810.0,82692.0,130000.0,97765.0,42840.0,,63777.0,127248.0,185676.0,102441.0,107500.0,108329.0,46388.0,28205.0,28058.0,34478.0,402478.0,47415.0,64398.0,23783.0,43163.0,113264.0,86847.0,88161.0,140269.0,154703.0,86931.0,10117.0,163191.0,,111600.0,20501.0,75126.0,23250.0,57515.0,44893.0,54545.0,17845.0,40879.0,,139891.0,39903.0,122969.0,108076.0,34939.0,128925.0,31359.0,73514.0,84728.0,74893.0,27202.0,44133.0,48973.0,26846.0
2012,71113.0,116309.0,52170.0,189236.0,24223.0,20751.0,46304.0,7969.0,64820.0,15774.0,62092.0,50000.0,59302.0,21200.0,25379.0,128816.0,45263.0,,43164.0,136360.0,28037.0,80821.0,147176.0,109551.0,39401.0,,92672.0,100127.0,174615.0,102561.0,68000.0,108632.0,63701.0,32568.0,28038.0,35517.0,145702.0,50000.0,54878.0,20613.0,60000.0,131029.0,88407.0,100000.0,126340.0,161208.0,88058.0,10633.0,177021.0,,137677.0,20909.0,74613.0,17183.0,24954.0,46737.0,51818.0,39689.0,42730.0,,173978.0,54943.0,120089.0,109182.0,37667.0,67634.0,30617.0,92017.0,84848.0,56845.0,27505.0,25417.0,56667.0,26271.0
2013,75556.0,99824.0,47367.0,143505.0,23004.0,19379.0,50531.0,33239.0,62156.0,18543.0,65534.0,46667.0,55813.0,21388.0,49347.0,104369.0,56073.0,,43606.0,138029.0,28036.0,54470.0,139683.0,113312.0,39213.0,,100134.0,81881.0,98864.0,102680.0,85000.0,108936.0,64806.0,32530.0,28018.0,37455.0,465001.0,48113.0,76358.0,29324.0,60843.0,69586.0,89179.0,99944.0,119587.0,145995.0,89185.0,10683.0,169077.0,,104960.0,20909.0,73796.0,17467.0,48401.0,46289.0,56364.0,77523.0,41608.0,,170385.0,50900.0,126026.0,109028.0,55955.0,145129.0,30458.0,89332.0,81818.0,68194.0,26882.0,30278.0,51756.0,26425.0
2014,81553.0,146143.0,23223.0,112360.0,20916.0,16501.0,50573.0,19133.0,63267.0,22486.0,66521.0,48441.0,54896.0,21577.0,29370.0,116634.0,56055.0,,44047.0,139699.0,28448.0,52075.0,129375.0,123389.0,40321.0,,4619.0,73039.0,131961.0,102800.0,68000.0,109240.0,73950.0,32941.0,27998.0,34771.0,327246.0,47913.0,68765.0,28989.0,105694.0,23596.0,88559.0,99944.0,150014.0,154674.0,90312.0,10732.0,173750.0,,145082.0,20216.0,72979.0,16100.0,50525.0,45841.0,54386.0,65516.0,43939.0,,170819.0,53298.0,134451.0,108874.0,50939.0,75906.0,30322.0,80007.0,82093.0,56217.0,26259.0,20927.0,49965.0,26580.0
