,Kenya,"China, Taiwan Province of",Mozambique,Croatia,Burkina Faso,Tonga,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Australia & New Zealand,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Liberia,Greece,Zimbabwe,Bangladesh,Melanesia,New Caledonia,Rwanda,Bahamas,Yugoslav SFR,Guatemala,French Polynesia,Algeria,Senegal,Madagascar,Tajikistan,Namibia,Haiti,Botswana,Zambia,Dominica,Fiji,Sri Lanka,Grenada,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,China,Colombia,Libya,Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Chile,Guinea-Bissau,Montenegro,South Africa,Argentina,France,Martinique,"China, mainland",Russian Federation,Nicaragua,Thailand,Paraguay,Seychelles,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Malaysia,Cuba,Malta,Dominican Republic,El Salvador,Benin,Cook Islands,Pakistan,Saint Vincent and the Grenadines,Japan,Afghanistan,Iraq,Togo,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Belize,Portugal,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Somalia,Kuwait,Sudan (former),Egypt,French Guiana,Ethiopia PDR,Cambodia,Timor-Leste,Costa Rica,Georgia,India,Guadeloupe,Morocco,Bhutan,Congo,USSR,Mexico,Ecuador,Honduras,Jordan,Israel,Viet Nam,Suriname,Tunisia,Côte d'Ivoire,Mali,Albania,Jamaica,Trinidad and Tobago,Italy,Saint Lucia,Polynesia,Australia,Panama,Ghana,Puerto Rico,Guyana,Swaziland,Turkey
1971,33333.0,111148.0,36000.0,-1.0,-1.0,66667.0,26646.0,63987.0,150954.0,60377.0,164551.0,-1.0,-1.0,-1.0,41613.0,28811.0,131420.0,30263.0,59444.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,138000.0,69209.0,30000.0,70867.0,-1.0,-1.0,-1.0,31250.0,33846.0,-1.0,200000.0,18175.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36662.0,160345.0,120856.0,193162.0,48455.0,-1.0,102381.0,-1.0,-1.0,170490.0,-1.0,74074.0,30769.0,24074.0,-1.0,50000.0,142857.0,-1.0,-1.0,79452.0,134695.0,-1.0,-1.0,50000.0,-1.0,-1.0,-1.0,72200.0,47727.0,100865.0,106189.0,-1.0,187622.0,73469.0,-1.0,-1.0,73111.0,220811.0,144823.0,44442.0,138678.0,58873.0,208536.0,48500.0,149405.0,-1.0,60909.0,70000.0,85714.0,142263.0,8667.0,50000.0,-1.0,-1.0,80000.0,-1.0,127551.0,-1.0,-1.0,40777.0,28235.0,47500.0,103749.0,166088.0,48250.0,63366.0,348200.0,67500.0,75527.0,-1.0,100000.0,21795.0,-1.0,99625.0,35983.0,163946.0,-1.0,85814.0,167059.0,-1.0,67895.0,-1.0,37141.0,58824.0,184591.0
1972,35000.0,129418.0,32222.0,-1.0,-1.0,66667.0,32597.0,42173.0,159750.0,60714.0,151063.0,-1.0,-1.0,-1.0,54815.0,29459.0,175871.0,31250.0,67500.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,146000.0,68711.0,21050.0,98250.0,-1.0,-1.0,-1.0,31250.0,35385.0,-1.0,200000.0,19157.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43250.0,161017.0,118105.0,225416.0,50000.0,-1.0,102381.0,-1.0,-1.0,205523.0,-1.0,83320.0,30769.0,26429.0,-1.0,50000.0,142857.0,-1.0,-1.0,80000.0,126121.0,-1.0,-1.0,50000.0,-1.0,-1.0,-1.0,95000.0,45652.0,90541.0,111254.0,-1.0,162697.0,88119.0,-1.0,-1.0,74841.0,179895.0,180335.0,52420.0,132520.0,80945.0,213651.0,48506.0,162024.0,-1.0,61818.0,70000.0,79347.0,134369.0,8667.0,50000.0,-1.0,-1.0,79487.0,-1.0,130000.0,-1.0,-1.0,40566.0,29412.0,65000.0,104379.0,138579.0,54921.0,122388.0,398446.0,67200.0,82738.0,-1.0,100000.0,21795.0,-1.0,100193.0,48387.0,165891.0,-1.0,80824.0,153165.0,-1.0,64286.0,-1.0,37498.0,62353.0,193073.0
1973,36667.0,130924.0,33333.0,-1.0,-1.0,67742.0,36465.0,67003.0,109741.0,60714.0,185760.0,-1.0,-1.0,-1.0,50294.0,30270.0,145709.0,31707.0,38950.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,155000.0,68579.0,45400.0,98171.0,-1.0,-1.0,-1.0,31250.0,34286.0,-1.0,200000.0,26347.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45332.0,163934.0,114560.0,271478.0,47500.0,-1.0,100331.0,-1.0,-1.0,189473.0,-1.0,83360.0,30769.0,26071.0,-1.0,45000.0,142857.0,-1.0,-1.0,79474.0,122533.0,-1.0,-1.0,49020.0,-1.0,-1.0,-1.0,97500.0,47826.0,162162.0,115543.0,-1.0,220791.0,89806.0,-1.0,-1.0,94919.0,236540.0,155617.0,63270.0,145571.0,78503.0,252295.0,48936.0,163256.0,-1.0,63636.0,70000.0,79349.0,149659.0,8000.0,50000.0,-1.0,-1.0,80000.0,-1.0,120000.0,-1.0,-1.0,40741.0,30588.0,67500.0,107506.0,121050.0,58696.0,111547.0,393200.0,66923.0,82798.0,-1.0,100000.0,22500.0,-1.0,90031.0,26208.0,158216.0,-1.0,119535.0,188184.0,-1.0,65306.0,-1.0,38547.0,64706.0,181537.0
1974,32857.0,129934.0,41667.0,-1.0,-1.0,68750.0,31899.0,71590.0,167594.0,60345.0,168153.0,-1.0,-1.0,-1.0,49701.0,31081.0,194321.0,33333.0,37292.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,152857.0,68720.0,46154.0,84117.0,-1.0,-1.0,-1.0,31250.0,35714.0,-1.0,200000.0,17715.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46343.0,166667.0,135785.0,306511.0,50000.0,-1.0,102643.0,-1.0,-1.0,216710.0,-1.0,83360.0,29412.0,27000.0,-1.0,50000.0,142857.0,-1.0,-1.0,80413.0,122450.0,-1.0,-1.0,50000.0,-1.0,-1.0,-1.0,100000.0,50000.0,102941.0,119182.0,-1.0,186552.0,89474.0,-1.0,-1.0,93451.0,192967.0,140806.0,69432.0,158652.0,68871.0,243245.0,49703.0,157143.0,-1.0,64545.0,70000.0,90000.0,149973.0,11765.0,50000.0,-1.0,-1.0,81250.0,-1.0,127451.0,-1.0,-1.0,40909.0,30000.0,135556.0,88238.0,187953.0,58696.0,104557.0,397633.0,64286.0,75057.0,-1.0,100000.0,22500.0,-1.0,103445.0,40060.0,170689.0,-1.0,87061.0,170349.0,-1.0,65108.0,-1.0,77058.0,58824.0,192308.0
1975,34286.0,120244.0,33333.0,-1.0,-1.0,69697.0,30243.0,61161.0,156580.0,59259.0,189413.0,-1.0,-1.0,-1.0,56364.0,31053.0,183806.0,35714.0,36874.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,149444.0,68690.0,50000.0,93941.0,-1.0,-1.0,-1.0,33333.0,37143.0,-1.0,200000.0,17407.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45102.0,167683.0,126945.0,293333.0,50000.0,-1.0,104454.0,-1.0,-1.0,204796.0,-1.0,124524.0,29412.0,27000.0,-1.0,50000.0,142857.0,-1.0,-1.0,79821.0,114072.0,-1.0,-1.0,50000.0,-1.0,-1.0,-1.0,119120.0,50000.0,108571.0,106335.0,-1.0,222299.0,89524.0,-1.0,-1.0,96598.0,186958.0,143255.0,79944.0,107740.0,71534.0,266435.0,49818.0,155376.0,-1.0,66364.0,70000.0,88571.0,142498.0,11765.0,50000.0,-1.0,-1.0,85000.0,-1.0,117347.0,-1.0,-1.0,40708.0,31111.0,160417.0,96971.0,182655.0,57732.0,75962.0,362778.0,55172.0,64233.0,-1.0,100000.0,22500.0,-1.0,99632.0,39735.0,156265.0,-1.0,91246.0,191597.0,-1.0,65108.0,-1.0,79113.0,58824.0,200000.0
1976,35714.0,130081.0,33333.0,-1.0,-1.0,70588.0,38956.0,88707.0,169084.0,60714.0,200820.0,-1.0,-1.0,-1.0,47500.0,31579.0,186789.0,31250.0,36971.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,144444.0,67740.0,50000.0,54481.0,-1.0,-1.0,-1.0,35000.0,36000.0,-1.0,200000.0,19209.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43606.0,176748.0,118241.0,293333.0,50000.0,-1.0,101480.0,-1.0,-1.0,222258.0,-1.0,162429.0,29412.0,22333.0,-1.0,49524.0,140000.0,-1.0,-1.0,79688.0,112610.0,-1.0,-1.0,50000.0,-1.0,-1.0,-1.0,121472.0,50000.0,77450.0,95585.0,-1.0,205393.0,83810.0,-1.0,-1.0,92926.0,207407.0,127868.0,74615.0,107344.0,60158.0,277384.0,53097.0,156489.0,-1.0,66364.0,70000.0,86667.0,117155.0,10000.0,50556.0,-1.0,-1.0,82353.0,-1.0,137255.0,-1.0,-1.0,40517.0,31111.0,128000.0,111274.0,180397.0,54545.0,47139.0,361203.0,57432.0,62069.0,-1.0,90000.0,23171.0,-1.0,99359.0,43226.0,179570.0,-1.0,75963.0,204250.0,-1.0,65000.0,-1.0,78508.0,58824.0,200000.0
1977,37143.0,122604.0,33333.0,-1.0,40000.0,71429.0,41885.0,97846.0,169897.0,60377.0,175933.0,-1.0,-1.0,-1.0,64646.0,32632.0,185721.0,34118.0,37261.0,187500.0,-1.0,-1.0,-1.0,-1.0,-1.0,150500.0,68586.0,50000.0,63244.0,-1.0,-1.0,-1.0,36364.0,37333.0,-1.0,187500.0,19088.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48842.0,177615.0,108497.0,275000.0,50000.0,-1.0,111842.0,50000.0,-1.0,186114.0,-1.0,118000.0,28571.0,30968.0,-1.0,48182.0,140000.0,-1.0,-1.0,80000.0,110641.0,-1.0,-1.0,49778.0,-1.0,-1.0,-1.0,114344.0,48000.0,76211.0,77996.0,-1.0,162135.0,49524.0,-1.0,-1.0,108281.0,230776.0,135845.0,71649.0,107671.0,66128.0,282801.0,56034.0,168471.0,-1.0,62500.0,70000.0,84000.0,97013.0,10000.0,50556.0,-1.0,-1.0,82386.0,-1.0,119789.0,-1.0,-1.0,40678.0,32222.0,226000.0,112724.0,221689.0,53333.0,145652.0,360835.0,59459.0,68919.0,-1.0,90000.0,23171.0,-1.0,100100.0,22000.0,154526.0,-1.0,75988.0,178708.0,-1.0,63333.0,-1.0,78620.0,56471.0,232143.0
1978,33750.0,127300.0,33333.0,-1.0,40000.0,71429.0,44391.0,75524.0,172195.0,62000.0,192539.0,-1.0,-1.0,-1.0,70968.0,33158.0,181213.0,32530.0,35447.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,166667.0,67782.0,50000.0,58291.0,-1.0,-1.0,-1.0,37500.0,36250.0,-1.0,200000.0,24985.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45963.0,177837.0,117611.0,283951.0,50000.0,-1.0,109796.0,57143.0,-1.0,219476.0,-1.0,101786.0,28571.0,27879.0,-1.0,46957.0,140000.0,-1.0,-1.0,80069.0,108361.0,-1.0,-1.0,50000.0,-1.0,-1.0,-1.0,198472.0,48000.0,60168.0,101980.0,-1.0,200278.0,72727.0,-1.0,-1.0,107102.0,220580.0,127196.0,111792.0,112020.0,54503.0,263283.0,65981.0,169643.0,-1.0,62500.0,70000.0,80000.0,121109.0,14000.0,51111.0,-1.0,-1.0,82222.0,-1.0,116304.0,-1.0,-1.0,40984.0,31579.0,177273.0,115574.0,217470.0,52308.0,91776.0,372645.0,60867.0,39833.0,-1.0,90000.0,23171.0,-1.0,103469.0,23279.0,140549.0,-1.0,66762.0,194830.0,-1.0,70000.0,-1.0,71333.0,51765.0,232897.0
1979,35000.0,138050.0,33333.0,-1.0,40000.0,71429.0,41948.0,95810.0,177791.0,60000.0,196394.0,-1.0,-1.0,-1.0,69677.0,34211.0,109972.0,35294.0,35387.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,180000.0,67560.0,50541.0,84068.0,-1.0,-1.0,-1.0,37500.0,37500.0,-1.0,200000.0,31745.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40666.0,179796.0,112222.0,300000.0,50000.0,-1.0,113556.0,57143.0,-1.0,208539.0,-1.0,95714.0,29167.0,26600.0,-1.0,47321.0,140000.0,-1.0,50000.0,80184.0,103659.0,10678.0,-1.0,50000.0,-1.0,-1.0,-1.0,217095.0,48000.0,60100.0,100395.0,-1.0,194064.0,71782.0,-1.0,-1.0,107311.0,212290.0,155817.0,107691.0,115940.0,62751.0,256294.0,69600.0,171951.0,-1.0,64167.0,70000.0,93333.0,156561.0,14357.0,51111.0,-1.0,-1.0,82222.0,-1.0,124176.0,-1.0,-1.0,40976.0,31579.0,330000.0,112951.0,218075.0,52000.0,115229.0,400645.0,55484.0,46521.0,-1.0,86957.0,23171.0,-1.0,97575.0,23279.0,165118.0,-1.0,68364.0,199218.0,-1.0,57895.0,-1.0,73871.0,50588.0,240003.0
1980,36250.0,162651.0,36667.0,-1.0,40000.0,71429.0,46077.0,90745.0,189341.0,60000.0,198896.0,-1.0,-1.0,-1.0,69279.0,34737.0,207010.0,34118.0,35078.0,200000.0,-1.0,-1.0,-1.0,-1.0,105263.0,165385.0,68454.0,50000.0,81355.0,-1.0,-1.0,-1.0,37500.0,36471.0,-1.0,200000.0,35577.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44509.0,181532.0,110085.0,293333.0,52667.0,-1.0,112762.0,54545.0,-1.0,202517.0,119728.0,93333.0,29630.0,30000.0,-1.0,47273.0,140000.0,-1.0,50000.0,82413.0,85292.0,10588.0,-1.0,50000.0,-1.0,-1.0,-1.0,202476.0,48000.0,31500.0,103510.0,-1.0,206959.0,74257.0,-1.0,-1.0,114031.0,181208.0,146490.0,101191.0,110126.0,74000.0,329084.0,74227.0,172840.0,-1.0,65000.0,70000.0,118070.0,135253.0,14357.0,51667.0,-1.0,-1.0,81522.0,-1.0,123263.0,-1.0,-1.0,40968.0,31579.0,125000.0,107648.0,211762.0,48533.0,237502.0,394650.0,53397.0,57042.0,-1.0,84000.0,23810.0,-1.0,100370.0,21365.0,150215.0,-1.0,52097.0,202109.0,-1.0,62429.0,-1.0,76143.0,52941.0,235380.0
1981,37500.0,125693.0,41667.0,-1.0,40000.0,71429.0,52732.0,96947.0,197935.0,60606.0,202490.0,-1.0,-1.0,-1.0,84566.0,35263.0,228992.0,36364.0,35084.0,200000.0,-1.0,-1.0,-1.0,-1.0,125000.0,172727.0,67529.0,50000.0,83269.0,-1.0,-1.0,-1.0,37500.0,37647.0,-1.0,200000.0,25030.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42039.0,190000.0,121787.0,266667.0,50000.0,-1.0,105973.0,57143.0,-1.0,215688.0,112648.0,87941.0,33333.0,32000.0,-1.0,47321.0,141509.0,-1.0,50000.0,77952.0,95812.0,10535.0,-1.0,50000.0,-1.0,-1.0,-1.0,214755.0,48000.0,66800.0,98281.0,-1.0,148724.0,75253.0,-1.0,-1.0,112850.0,230125.0,128478.0,105066.0,109861.0,68750.0,295859.0,84375.0,167059.0,-1.0,66667.0,70000.0,119062.0,131792.0,12857.0,52222.0,-1.0,-1.0,81720.0,-1.0,117379.0,-1.0,-1.0,41290.0,33333.0,243200.0,109163.0,208576.0,52000.0,223077.0,341663.0,44563.0,51090.0,-1.0,84615.0,23810.0,-1.0,100000.0,21406.0,170555.0,-1.0,70460.0,206065.0,-1.0,55248.0,-1.0,72573.0,58824.0,225000.0
1982,35556.0,138991.0,36667.0,-1.0,40000.0,70000.0,58763.0,99526.0,196591.0,60606.0,174788.0,-1.0,-1.0,-1.0,88750.0,35385.0,227849.0,35227.0,34806.0,200000.0,-1.0,-1.0,-1.0,-1.0,137500.0,166667.0,66981.0,50000.0,84211.0,-1.0,-1.0,-1.0,38462.0,37647.0,-1.0,200000.0,21819.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44318.0,180003.0,120197.0,273333.0,52000.0,-1.0,113062.0,58824.0,-1.0,204567.0,102974.0,75000.0,30727.0,32143.0,-1.0,47522.0,83125.0,-1.0,55000.0,87979.0,92700.0,10680.0,-1.0,50000.0,-1.0,-1.0,-1.0,214229.0,48000.0,22850.0,99828.0,-1.0,190876.0,75263.0,-1.0,-1.0,113857.0,239092.0,148259.0,110865.0,109344.0,80000.0,219253.0,94286.0,165517.0,-1.0,66667.0,70000.0,113403.0,170178.0,12462.0,52778.0,-1.0,-1.0,96250.0,-1.0,117570.0,-1.0,-1.0,41231.0,33333.0,216667.0,122620.0,198945.0,53294.0,187683.0,453774.0,64242.0,53702.0,-1.0,88889.0,23810.0,-1.0,96844.0,21760.0,145116.0,-1.0,45339.0,177508.0,-1.0,50896.0,-1.0,72573.0,63529.0,231532.0
1983,37778.0,136528.0,33333.0,-1.0,40000.0,77143.0,49211.0,112444.0,187610.0,60000.0,184782.0,-1.0,-1.0,-1.0,76210.0,35897.0,203346.0,36667.0,36438.0,200000.0,-1.0,-1.0,-1.0,-1.0,137500.0,163333.0,67432.0,48750.0,84239.0,-1.0,-1.0,-1.0,38462.0,36667.0,-1.0,200000.0,50877.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51775.0,190017.0,112989.0,274667.0,50444.0,-1.0,111479.0,57143.0,-1.0,193447.0,108859.0,80000.0,28917.0,41467.0,-1.0,47826.0,113758.0,-1.0,62500.0,86831.0,86008.0,10680.0,-1.0,50000.0,-1.0,-1.0,-1.0,240196.0,48000.0,200000.0,95509.0,-1.0,212323.0,76923.0,-1.0,-1.0,120071.0,224810.0,190082.0,100236.0,117758.0,81250.0,284201.0,97018.0,165909.0,-1.0,63077.0,70000.0,108333.0,174128.0,12308.0,53333.0,-1.0,-1.0,98101.0,-1.0,108640.0,-1.0,-1.0,41176.0,34118.0,284397.0,112470.0,144260.0,51111.0,250598.0,396103.0,72121.0,62172.0,-1.0,92593.0,24419.0,-1.0,95994.0,21935.0,222030.0,-1.0,90305.0,188071.0,-1.0,79815.0,-1.0,72573.0,56471.0,240662.0
1984,40000.0,129275.0,33333.0,-1.0,41667.0,78571.0,54294.0,119600.0,204779.0,61111.0,172640.0,-1.0,-1.0,-1.0,79554.0,35897.0,240401.0,36667.0,36186.0,200000.0,-1.0,-1.0,-1.0,-1.0,153846.0,136667.0,67754.0,48250.0,84223.0,-1.0,-1.0,-1.0,38462.0,36667.0,-1.0,200000.0,24359.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50860.0,170671.0,112592.0,275000.0,50000.0,-1.0,116505.0,43333.0,-1.0,193396.0,105510.0,91061.0,32375.0,42353.0,-1.0,47244.0,115652.0,-1.0,67500.0,36946.0,104719.0,11097.0,-1.0,50000.0,-1.0,-1.0,-1.0,201087.0,50000.0,200000.0,95253.0,-1.0,206950.0,76571.0,-1.0,-1.0,113069.0,272290.0,122870.0,106218.0,152950.0,84375.0,235735.0,99679.0,164444.0,-1.0,63846.0,70000.0,100000.0,158978.0,11833.0,51053.0,-1.0,-1.0,101974.0,-1.0,117130.0,-1.0,-1.0,49270.0,34118.0,183938.0,110125.0,125756.0,50526.0,191429.0,426667.0,64706.0,56410.0,-1.0,94545.0,24419.0,-1.0,90927.0,21935.0,149112.0,-1.0,91374.0,174929.0,-1.0,66667.0,-1.0,71333.0,55294.0,248149.0
1985,42222.0,137004.0,33333.0,-1.0,41667.0,77143.0,51603.0,66924.0,214373.0,63889.0,188519.0,-1.0,-1.0,-1.0,66902.0,36923.0,185223.0,38947.0,34712.0,71429.0,-1.0,-1.0,-1.0,31343.0,161538.0,146667.0,67954.0,48889.0,84189.0,-1.0,-1.0,58182.0,38462.0,37778.0,55000.0,71429.0,20590.0,55548.0,93750.0,-1.0,33500.0,-1.0,116333.0,47126.0,175567.0,111111.0,292683.0,52000.0,-1.0,119048.0,35000.0,-1.0,199839.0,101272.0,166732.0,44207.0,38750.0,-1.0,47287.0,149874.0,263925.0,75000.0,33693.0,105093.0,11239.0,-1.0,54667.0,78152.0,-1.0,129921.0,198456.0,48000.0,200000.0,95802.0,29222.0,185859.0,75294.0,50645.0,42593.0,113234.0,242926.0,171165.0,115385.0,141930.0,86875.0,243868.0,123553.0,150000.0,-1.0,64615.0,70000.0,96667.0,152780.0,11034.0,51579.0,42353.0,-1.0,106667.0,-1.0,117391.0,51300.0,163333.0,43333.0,34118.0,75789.0,138681.0,130133.0,50000.0,163445.0,422870.0,65450.0,56635.0,135556.0,96429.0,24419.0,44000.0,99136.0,45333.0,205765.0,27273.0,90178.0,190967.0,116277.0,66667.0,295740.0,71250.0,52941.0,163961.0
1986,44444.0,120332.0,33333.0,-1.0,41667.0,77143.0,55017.0,121194.0,188398.0,63889.0,210132.0,-1.0,-1.0,-1.0,74578.0,35897.0,244450.0,42105.0,33913.0,28571.0,-1.0,-1.0,-1.0,36773.0,171053.0,170000.0,66894.0,51111.0,78752.0,-1.0,-1.0,58182.0,38462.0,38889.0,73186.0,28571.0,13775.0,54903.0,106250.0,-1.0,33750.0,-1.0,128571.0,43257.0,169017.0,120000.0,262195.0,50000.0,-1.0,121902.0,40000.0,-1.0,198546.0,121010.0,173442.0,33553.0,38012.0,-1.0,46970.0,156970.0,250729.0,75000.0,34729.0,109986.0,17259.0,-1.0,55333.0,81613.0,-1.0,132183.0,199771.0,48000.0,200000.0,95526.0,38778.0,206434.0,78313.0,46571.0,44444.0,115575.0,209096.0,175460.0,98888.0,151885.0,85001.0,298464.0,128445.0,145455.0,-1.0,65385.0,70000.0,93750.0,149115.0,11034.0,52105.0,44706.0,-1.0,110959.0,-1.0,128190.0,49700.0,158627.0,41538.0,35625.0,181921.0,144019.0,66095.0,50476.0,249157.0,357255.0,65882.0,55043.0,167778.0,96552.0,24444.0,46333.0,98613.0,45333.0,212753.0,28182.0,86227.0,214097.0,118463.0,58333.0,300554.0,73333.0,58824.0,248616.0
1987,48889.0,170153.0,33333.0,-1.0,41667.0,77143.0,43986.0,142012.0,202591.0,55556.0,206106.0,-1.0,-1.0,-1.0,70759.0,35897.0,140066.0,45263.0,33382.0,26143.0,-1.0,-1.0,-1.0,34253.0,184211.0,165000.0,73308.0,53333.0,73455.0,-1.0,-1.0,58182.0,38462.0,40000.0,71429.0,26143.0,12597.0,54387.0,98536.0,-1.0,35000.0,-1.0,133333.0,45334.0,172702.0,120000.0,285600.0,50000.0,-1.0,132764.0,43333.0,-1.0,206861.0,132454.0,176039.0,27817.0,37391.0,-1.0,47015.0,169697.0,237721.0,75000.0,60000.0,112521.0,19472.0,-1.0,55000.0,82658.0,-1.0,124715.0,180714.0,48000.0,200000.0,88840.0,38778.0,219357.0,77622.0,52941.0,44444.0,114120.0,262887.0,193213.0,120919.0,162476.0,90000.0,302946.0,122736.0,147826.0,-1.0,66154.0,70000.0,93939.0,164268.0,11034.0,52632.0,47059.0,-1.0,116429.0,-1.0,133929.0,60200.0,127647.0,66375.0,35625.0,103955.0,111972.0,87213.0,50909.0,205360.0,456699.0,60588.0,65384.0,163333.0,100000.0,24444.0,33000.0,133358.0,45333.0,129881.0,28182.0,84220.0,209029.0,120690.0,54167.0,300163.0,68750.0,49412.0,226537.0
1988,51111.0,170252.0,33333.0,-1.0,41667.0,77143.0,48365.0,170060.0,187119.0,50000.0,194801.0,-1.0,-1.0,-1.0,61435.0,35897.0,214757.0,49000.0,33608.0,95000.0,-1.0,-1.0,-1.0,47918.0,202703.0,176667.0,83192.0,56522.0,75455.0,-1.0,-1.0,56364.0,38462.0,41111.0,82471.0,95000.0,13734.0,57935.0,116500.0,-1.0,36500.0,-1.0,157143.0,34926.0,178243.0,113889.0,284512.0,53333.0,-1.0,149068.0,45714.0,-1.0,200974.0,141348.0,181835.0,32909.0,26812.0,-1.0,47059.0,163118.0,213950.0,75000.0,65487.0,117713.0,12480.0,-1.0,55556.0,84619.0,-1.0,125462.0,158220.0,48000.0,200000.0,91990.0,41667.0,187319.0,75839.0,53846.0,44444.0,117089.0,198020.0,180160.0,75662.0,156060.0,87000.0,333643.0,130546.0,150000.0,-1.0,66923.0,70000.0,93750.0,141298.0,11250.0,57895.0,48235.0,-1.0,126154.0,-1.0,116667.0,61600.0,175098.0,67500.0,35625.0,248889.0,129971.0,78936.0,51304.0,169415.0,334148.0,60588.0,59319.0,133333.0,103704.0,24444.0,44667.0,97978.0,45333.0,209695.0,29091.0,85266.0,198721.0,114910.0,54167.0,304109.0,67273.0,47059.0,232142.0
1989,53333.0,155394.0,41667.0,-1.0,41667.0,77143.0,47368.0,180116.0,201891.0,55556.0,160206.0,-1.0,-1.0,-1.0,51089.0,35897.0,255922.0,42308.0,34165.0,61571.0,-1.0,-1.0,-1.0,58935.0,208333.0,187500.0,70648.0,64583.0,70000.0,-1.0,-1.0,54545.0,38462.0,42222.0,65943.0,61571.0,11216.0,54516.0,106250.0,-1.0,37750.0,-1.0,166667.0,50566.0,181960.0,114667.0,286297.0,53333.0,-1.0,157895.0,47500.0,-1.0,197674.0,141538.0,154750.0,35789.0,44512.0,-1.0,47101.0,197472.0,216371.0,75000.0,63048.0,113269.0,19816.0,-1.0,60000.0,81643.0,-1.0,126213.0,175659.0,48000.0,200000.0,92112.0,43750.0,193551.0,76000.0,47945.0,44444.0,116800.0,243902.0,212648.0,155844.0,60840.0,85000.0,340756.0,130300.0,149606.0,-1.0,67692.0,70000.0,76471.0,164750.0,11250.0,63158.0,49412.0,-1.0,121044.0,-1.0,146565.0,12600.0,192070.0,66265.0,35000.0,56989.0,136475.0,73869.0,52400.0,167461.0,300677.0,58703.0,72176.0,160000.0,107692.0,25556.0,75500.0,102060.0,50000.0,197300.0,30000.0,85979.0,160341.0,99637.0,53636.0,302533.0,67500.0,45455.0,229956.0
1990,41480.0,149232.0,41875.0,-1.0,40721.0,50000.0,43836.0,180000.0,191901.0,59055.0,192150.0,-1.0,134957.0,-1.0,50513.0,36507.0,233684.0,46090.0,29481.0,69211.0,-1.0,-1.0,-1.0,69323.0,232023.0,155556.0,75681.0,59574.0,68000.0,-1.0,-1.0,63151.0,40672.0,41890.0,63700.0,69211.0,10373.0,63813.0,106659.0,-1.0,38254.0,-1.0,164545.0,51081.0,217268.0,113750.0,280617.0,53864.0,-1.0,159344.0,48889.0,-1.0,215145.0,136258.0,125238.0,40538.0,45686.0,-1.0,47143.0,169014.0,216532.0,77500.0,64267.0,94885.0,19338.0,-1.0,52165.0,83462.0,-1.0,128481.0,193671.0,48802.0,225000.0,92861.0,45000.0,183083.0,75053.0,45000.0,45200.0,117423.0,286364.0,201860.0,156627.0,54901.0,93078.0,290429.0,145839.0,148148.0,-1.0,66171.0,-1.0,58824.0,181177.0,11111.0,63581.0,51215.0,-1.0,102900.0,-1.0,145652.0,33333.0,150000.0,68690.0,37770.0,159563.0,126153.0,75191.0,65636.0,213628.0,499112.0,62553.0,74930.0,140575.0,72656.0,25000.0,60000.0,104701.0,67500.0,167437.0,29825.0,69432.0,193324.0,84771.0,50000.0,298082.0,71111.0,53846.0,224633.0
