,Mauritania,Kenya,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Saudi Arabia,Syrian Arab Republic,Brazil,United Republic of Tanzania,Nepal,Ethiopia,Denmark,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Bangladesh,Republic of Korea,South Africa,Norway,Yemen,Rwanda,Australia & New Zealand,Yugoslav SFR,Mongolia,Guatemala,Algeria,Slovenia,United Arab Emirates,Tajikistan,Latvia,Luxembourg,Israel,Zambia,Belgium,Turkmenistan,Lesotho,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Argentina,Portugal,Poland,"China, mainland",Russian Federation,Ukraine,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Serbia,Germany,Armenia,Uzbekistan,United Kingdom,Canada,Japan,Afghanistan,Iraq,Cyprus,Spain,Morocco,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Thailand,Pakistan,Kuwait,Sudan (former),Czechia,Bhutan,Georgia,India,Austria,Czechoslovakia,Ethiopia PDR,Sweden,Qatar,Mexico,USSR,Romania,Ecuador,Jordan,New Zealand,Ireland,Albania,Western Sahara,Slovakia,France,Italy,Australia,Sudan,Lithuania,Finland,Netherlands,Oman,Turkey,Eritrea,Republic of Moldova,Belgium-Luxembourg
1971,220.0,18400.0,724.0,-1.0,-1.0,-1.0,8678.0,261853.0,19647.0,380.0,25301.0,-1.0,5457801.0,-1.0,781044.0,145800.0,3300.0,26400.0,2097000.0,32000.0,568877.0,123600.0,0.0,3324320.0,464000.0,20200.0,179.0,371768.0,-1.0,-1.0,-1.0,-1.0,-1.0,17600.0,-1.0,-1.0,-1.0,351.0,167700.0,31729.0,-1.0,77000.0,-1.0,2800724.0,1485.0,107200.0,32127.0,6308.0,-1.0,-1.0,113648.0,784721.0,-1.0,-1.0,-1.0,553000.0,85000.0,2450600.0,2800000.0,-1.0,-1.0,65700.0,158818.0,130000.0,-1.0,-1.0,8059814.0,-1.0,-1.0,8564794.0,13098645.0,502800.0,355000.0,432000.0,111760.0,4784700.0,2573900.0,1253277.0,10068853.0,901000.0,2000.0,-1.0,91000.0,10.0,-1.0,-1.0,3300.0,-1.0,2784400.0,1015991.0,2851111.0,830000.0,2028980.0,147.0,270332.0,31832000.0,788900.0,68691.0,26220.0,259320.0,992000.0,7500.0,920.0,-1.0,8989000.0,372500.0,3065000.0,-1,-1.0,1054200.0,373111.0,-1.0,4170000.0,-1.0,-1.0,643709.0
1972,200.0,16574.0,554.0,-1.0,-1.0,-1.0,9318.0,710000.0,15442.0,440.0,25459.0,-1.0,5571195.0,-1.0,874000.0,236000.0,3500.0,21300.0,2222000.0,33000.0,521547.0,112500.0,0.0,2062484.0,487000.0,17300.0,200.0,643995.0,-1.0,-1.0,-1.0,-1.0,-1.0,32800.0,-1.0,-1.0,-1.0,350.0,156200.0,29068.0,-1.0,109000.0,-1.0,2700554.0,1676.0,98000.0,116395.0,7554.0,-1.0,-1.0,138990.0,806661.0,-1.0,-1.0,-1.0,880000.0,62600.0,2750000.0,2700000.0,-1.0,-1.0,70100.0,163020.0,112000.0,-1.0,-1.0,8589445.0,-1.0,-1.0,9251000.0,11284776.0,324800.0,350000.0,980000.0,81280.0,4358300.0,2467890.0,1426690.0,9181666.0,1009000.0,2000.0,-1.0,103000.0,17.0,-1.0,-1.0,3500.0,-1.0,2577000.0,977097.0,2650553.0,830000.0,1849950.0,203.0,310073.0,33856000.0,838500.0,73387.0,34013.0,335484.0,981100.0,7700.0,870.0,-1.0,10466000.0,382000.0,1727000.0,-1,-1.0,1140200.0,339712.0,-1.0,3725000.0,-1.0,-1.0,692765.0
1973,150.0,31448.0,672.0,-1.0,-1.0,-1.0,11077.0,101954.0,12855.0,1470.0,24815.0,-1.0,5431928.0,-1.0,850000.0,212000.0,3800.0,16300.0,2004000.0,32000.0,534711.0,96032.0,-1.0,2682261.0,676000.0,47900.0,225.0,373869.0,-1.0,-1.0,-1.0,-1.0,-1.0,17900.0,-1.0,-1.0,-1.0,350.0,172800.0,31422.0,-1.0,96746.0,-1.0,2900672.0,1541.0,81500.0,204514.0,6511.0,-1.0,-1.0,107449.0,874329.0,-1.0,-1.0,-1.0,732000.0,56800.0,3158700.0,2900000.0,-1.0,-1.0,72400.0,155284.0,145000.0,-1.0,-1.0,9470073.0,-1.0,-1.0,9013000.0,10223478.0,216300.0,360000.0,462000.0,13000.0,4402200.0,1256600.0,1367884.0,9088373.0,923000.0,1500.0,-1.0,108900.0,11.0,-1.0,-1.0,3500.0,-1.0,2379100.0,1086730.0,2961690.0,761000.0,1736350.0,190.0,392360.0,50600000.0,729700.0,79383.0,5886.0,285261.0,904600.0,9000.0,970.0,-1.0,10948470.0,449500.0,2397000.0,-1,-1.0,992400.0,382651.0,-1.0,2900000.0,-1.0,-1.0,775569.0
1974,160.0,31000.0,489.0,-1.0,-1.0,-1.0,15391.0,655480.0,12058.0,900.0,25626.0,-1.0,5967212.0,-1.0,969000.0,228000.0,4000.0,15419.0,1927000.0,63000.0,649109.0,68032.0,-1.0,2756569.0,794000.0,34100.0,304.0,331422.0,-1.0,-1.0,-1.0,-1.0,-1.0,30200.0,-1.0,-1.0,-1.0,350.0,209600.0,27966.0,-1.0,88753.0,-1.0,3000489.0,1721.0,96900.0,144872.0,13069.0,-1.0,-1.0,149600.0,898605.0,-1.0,-1.0,-1.0,430000.0,74700.0,3908500.0,3000000.0,-1.0,-1.0,75121.0,150897.0,150000.0,-1.0,-1.0,10470170.0,-1.0,-1.0,9140100.0,8790300.0,233100.0,380000.0,533000.0,111760.0,5404000.0,2389000.0,1635815.0,6502621.0,863000.0,754.0,-1.0,139500.0,6.0,-1.0,-1.0,3900.0,-1.0,2371000.0,1237869.0,3374804.0,752000.0,2356150.0,216.0,250391.0,49871008.0,916500.0,56148.0,40189.0,241569.0,1038000.0,10000.0,1000.0,-1.0,10035000.0,552000.0,2515000.0,-1,-1.0,962900.0,314991.0,-1.0,3330000.0,-1.0,-1.0,752553.0
1975,170.0,32385.0,450.0,-1.0,-1.0,-1.0,16710.0,596544.0,25463.0,2000.0,25599.0,-1.0,5156086.0,-1.0,915500.0,310100.0,21500.0,16367.0,2361000.0,69000.0,444648.0,64134.0,-1.0,3441881.0,703400.0,64100.0,319.0,742720.0,-1.0,-1.0,-1.0,-1.0,-1.0,20600.0,-1.0,-1.0,-1.0,350.0,172300.0,33526.0,-1.0,118169.0,-1.0,3000450.0,1961.0,121800.0,191775.0,14000.0,-1.0,-1.0,120560.0,701363.0,-1.0,-1.0,-1.0,522700.0,86700.0,3638400.0,3000000.0,-1.0,-1.0,79600.0,148759.0,140000.0,-1.0,-1.0,10651467.0,-1.0,-1.0,8513000.0,9510000.0,220900.0,384000.0,437000.0,50800.0,6728000.0,1587000.0,1699034.0,8255115.0,1438000.0,421.0,-1.0,137066.0,25.0,-1.0,-1.0,3900.0,-1.0,3134700.0,1006242.0,3114418.0,624850.0,1902830.0,245.0,440254.0,32936000.0,951915.0,62801.0,11767.0,262881.0,1019000.0,10000.0,1000.0,-1.0,9343510.0,639500.0,3179000.0,-1,-1.0,1241900.0,335924.0,-1.0,4500000.0,-1.0,-1.0,476497.0
1976,180.0,36250.0,664.0,-1.0,-1.0,-1.0,12049.0,1058711.0,61550.0,2000.0,24667.0,-1.0,4801007.0,-1.0,942800.0,240000.0,20000.0,17126.0,2443000.0,73000.0,486186.0,60235.0,-1.0,3132434.0,653100.0,53700.0,322.0,588672.0,-1.0,-1.0,-1.0,-1.0,-1.0,18200.0,-1.0,-1.0,-1.0,350.0,183200.0,47035.0,-1.0,123197.0,-1.0,3000664.0,2220.0,71400.0,196364.0,13000.0,-1.0,-1.0,88980.0,749361.0,-1.0,-1.0,-1.0,760000.0,117059.0,3617324.0,3000000.0,-1.0,-1.0,91770.0,149517.0,140000.0,-1.0,-1.0,9943301.0,-1.0,-1.0,7648000.0,10512959.0,210300.0,400000.0,579300.0,55880.0,5472900.0,2862000.0,1781493.0,8338828.0,1487200.0,300.0,-1.0,130054.0,26.0,-1.0,-1.0,3300.0,-1.0,3191900.0,1286583.0,2901265.0,537000.0,1825550.0,418.0,549226.0,63940000.0,1230500.0,62872.0,13228.0,285495.0,922000.0,15000.0,1200.0,-1.0,8530000.0,725000.0,2846939.0,-1,-1.0,1553400.0,263397.0,-1.0,4900000.0,-1.0,-1.0,644796.0
1977,200.0,46191.0,700.0,-1.0,-1.0,-1.0,13524.0,336893.0,95266.0,2000.0,20595.0,-1.0,6142458.0,-1.0,662000.0,100000.0,20000.0,14744.0,1130000.0,106000.0,630167.0,44235.0,-1.0,2655465.0,650000.0,50500.0,267.0,260309.0,-1.0,-1.0,-1.0,-1.0,-1.0,16600.0,-1.0,-1.0,-1.0,400.0,172100.0,37974.0,-1.0,111905.0,-1.0,3000700.0,2638.0,81300.0,59204.0,8000.0,-1.0,-1.0,143080.0,708190.0,-1.0,-1.0,-1.0,353000.0,39597.0,3396333.0,3000000.0,-1.0,-1.0,59895.0,146199.0,140000.0,-1.0,-1.0,11263901.0,-1.0,-1.0,10531000.0,11801500.0,205800.0,300000.0,457700.0,56896.0,6766000.0,1347000.0,1481480.0,9313713.0,1230000.0,300.0,-1.0,123552.0,18.0,-1.0,-1.0,3500.0,-1.0,2343800.0,1211734.0,3206917.0,894560.0,1966070.0,316.0,417785.0,48484000.0,1858637.0,40776.0,12040.0,272096.0,1445000.0,18000.0,1200.0,-1.0,10261390.0,666900.0,2383369.0,-1,-1.0,1447400.0,286554.0,-1.0,4750000.0,-1.0,-1.0,733125.0
1978,150.0,34554.0,700.0,-1.0,-1.0,-1.0,14845.0,728696.0,143917.0,2000.0,22450.0,-1.0,6300842.0,-1.0,891000.0,180000.0,19047.0,13474.0,1847000.0,135000.0,668251.0,41300.0,-1.0,4264690.0,560000.0,48600.0,478.0,396965.0,-1.0,-1.0,-1.0,-1.0,-1.0,8000.0,-1.0,-1.0,-1.0,400.0,214700.0,57483.0,-1.0,133201.0,-1.0,3400700.0,2493.0,118900.0,196476.0,8000.0,-1.0,-1.0,125520.0,762692.0,-1.0,-1.0,-1.0,554000.0,44094.0,3635482.0,3400000.0,-1.0,-1.0,59145.0,129510.0,160000.0,-1.0,-1.0,12742537.0,-1.0,-1.0,9850000.0,10398000.0,326000.0,325000.0,617200.0,68072.0,8068307.0,2328000.0,1488338.0,9901210.0,1217000.0,300.0,-1.0,120606.0,122.0,-1.0,-1.0,3600.0,-1.0,2311200.0,1423602.0,3642010.0,689940.0,2434420.0,360.0,505274.0,57132000.0,2306788.0,21760.0,15610.0,258690.0,1396000.0,20000.0,1400.0,-1.0,11321000.0,818600.0,4006000.0,-1,-1.0,1565100.0,355050.0,-1.0,4750000.0,-1.0,-1.0,840848.0
1979,200.0,75000.0,132.0,-1.0,-1.0,-1.0,13122.0,394700.0,98125.0,3050.0,22690.0,-1.0,6661614.0,-1.0,861100.0,270000.0,23116.0,12592.0,2055000.0,141000.0,649154.0,44300.0,-1.0,3967029.0,631000.0,55000.0,478.0,456584.0,-1.0,-1.0,-1.0,-1.0,-1.0,6000.0,-1.0,-1.0,-1.0,400.0,222200.0,71180.0,-1.0,122386.0,-1.0,3600132.0,3012.0,136600.0,100000.0,5000.0,-1.0,-1.0,112080.0,710318.0,-1.0,-1.0,-1.0,339000.0,41150.0,3730772.0,3600000.0,-1.0,-1.0,52335.0,131444.0,170000.0,-1.0,-1.0,11506946.0,-1.0,-1.0,9623000.0,8478200.0,406400.0,318000.0,571400.0,64008.0,6251700.0,1888000.0,1536355.0,8343000.0,1353438.0,300.0,-1.0,129300.0,205.0,-1.0,-1.0,3900.0,-1.0,2142000.0,1128714.0,3604388.0,931300.0,2345530.0,410.0,367545.0,44327008.0,2043459.0,20718.0,4753.0,263580.0,1558000.0,23000.0,1400.0,-1.0,11196000.0,813400.0,3703449.0,-1,-1.0,1649900.0,287750.0,-1.0,5240000.0,-1.0,-1.0,841658.0
1980,220.0,60000.0,111.0,-1.0,-1.0,-1.0,5461.0,1587279.0,74680.0,3500.0,23290.0,-1.0,6044126.0,-1.0,911000.0,295800.0,23672.0,12694.0,1100000.0,60000.0,651000.0,47000.0,-1.0,2910347.0,826000.0,35200.0,538.0,794190.0,-1.0,-1.0,-1.0,-1.0,-1.0,28900.0,-1.0,-1.0,-1.0,400.0,211500.0,55451.0,-1.0,106961.0,-1.0,2700111.0,3218.0,109460.0,71000.0,7000.0,-1.0,-1.0,104980.0,929269.0,-1.0,-1.0,-1.0,217000.0,53910.0,3419702.0,2700000.0,-1.0,-1.0,48555.0,97870.0,150000.0,-1.0,-1.0,12804914.0,-1.0,-1.0,10320000.0,11394300.0,385300.0,321000.0,682400.0,81280.0,8705000.0,2209670.0,1375483.0,7862600.0,1352500.0,300.0,-1.0,118100.0,193.0,-1.0,-1.0,3800.0,-1.0,1623700.0,1514491.0,3574878.0,1050820.0,2171940.0,513.0,529858.0,40104000.0,2348700.0,24350.0,38129.0,228347.0,1701000.0,25000.0,1500.0,-1.0,11692000.0,946700.0,2682000.0,-1,-1.0,1533600.0,257791.0,-1.0,5300000.0,-1.0,-1.0,865728.0
