,Paraguay,Burundi,Peru,Angola,Cameroon,Malaysia,Dominican Republic,Philippines,Brazil,Benin,Indonesia,Liberia,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Melanesia,Papua New Guinea,Guatemala,Democratic Republic of the Congo,Togo,Nigeria,Madagascar,Suriname,Senegal,Costa Rica,Guinea,Central African Republic,Equatorial Guinea,Congo,Gabon,Ecuador,Honduras,Solomon Islands,Mexico,China,Côte d'Ivoire,Colombia,Gambia,United Republic of Tanzania,Guinea-Bissau,Panama,Sierra Leone,Thailand,Ghana,"China, mainland",Nicaragua
1961,67000.0,6000.0,-1.0,210000.0,413000.0,500000.0,-1.0,1000.0,20000.0,300000.0,935000.0,100000.0,8500.0,-1.0,1000.0,-1.0,-1.0,1580000.0,116000.0,6750000.0,-1.0,-1.0,70000.0,21500.0,600000.0,25000.0,23000.0,111000.0,9000.0,167000.0,16123.0,1000.0,253000.0,120000.0,261627.0,12000.0,25000.0,9000.0,150000.0,-1.0,250000.0,5500.0,500000.0,120000.0,-1.0
1962,69000.0,6000.0,-1.0,210000.0,398000.0,570000.0,-1.0,1000.0,25000.0,300000.0,895000.0,110000.0,8524.0,-1.0,1000.0,-1.0,-1.0,1525000.0,116000.0,6250000.0,-1.0,-1.0,70000.0,26500.0,600000.0,25000.0,24500.0,115000.0,9000.0,183000.0,17018.0,1000.0,292000.0,120000.0,302424.0,17000.0,25000.0,19000.0,160000.0,-1.0,250000.0,5500.0,500000.0,120000.0,-1.0
1963,69000.0,6000.0,-1.0,200000.0,536000.0,662000.0,-1.0,1000.0,27000.0,300000.0,895000.0,120000.0,7200.0,-1.0,1000.0,-1.0,-1.0,1428000.0,125000.0,6500000.0,-1.0,-1.0,70000.0,46000.0,600000.0,25000.0,25500.0,143000.0,9600.0,183000.0,17301.0,1000.0,235000.0,120000.0,303580.0,19000.0,25000.0,15000.0,110000.0,-1.0,250000.0,5500.0,500000.0,120000.0,-1.0
1964,91000.0,6000.0,-1.0,210000.0,584000.0,647000.0,-1.0,1000.0,32000.0,300000.0,932000.0,130000.0,7000.0,-1.0,1000.0,-1.0,-1.0,1297000.0,125000.0,6500000.0,-1.0,-1.0,70000.0,44500.0,600000.0,25000.0,30500.0,112000.0,10400.0,194000.0,19084.0,1000.0,257000.0,120000.0,327339.0,21000.0,25000.0,15000.0,100000.0,-1.0,250000.0,5500.0,500000.0,120000.0,-1.0
1965,113000.0,6000.0,-1.0,170000.0,675000.0,792000.0,-1.0,1000.0,42000.0,300000.0,895000.0,135000.0,7100.0,-1.0,1000.0,-1.0,-1.0,987000.0,125000.0,6750000.0,-1.0,-1.0,70000.0,46000.0,600000.0,25000.0,30500.0,80000.0,15600.0,227000.0,21506.0,1000.0,259000.0,120000.0,329300.0,23000.0,30000.0,10000.0,100000.0,-1.0,250000.0,5500.0,550000.0,120000.0,-1.0
1966,139000.0,6000.0,-1.0,180000.0,515000.0,949000.0,-1.0,2000.0,55000.0,300000.0,954000.0,140000.0,7100.0,-1.0,1000.0,-1.0,-1.0,1001000.0,125000.0,6500000.0,-1.0,-1.0,70000.0,45500.0,600000.0,40000.0,28000.0,61000.0,14400.0,206000.0,23599.0,1000.0,260000.0,180000.0,318400.0,25000.0,30000.0,10000.0,100000.0,-1.0,250000.0,5500.0,550000.0,180000.0,-1.0
1967,115000.0,6000.0,-1.0,190000.0,694000.0,1129000.0,-1.0,2000.0,49000.0,300000.0,933000.0,140000.0,6650.0,-1.0,1000.0,-1.0,-1.0,1180000.0,125000.0,5250000.0,-1.0,-1.0,70000.0,47500.0,600000.0,40000.0,28500.0,67000.0,15000.0,250000.0,26193.0,1000.0,232000.0,216000.0,342225.0,85000.0,30000.0,10000.0,110000.0,-1.0,250000.0,5500.0,600000.0,216000.0,-1.0
1968,135000.0,8000.0,-1.0,190000.0,713000.0,1415000.0,-1.0,2000.0,51000.0,300000.0,1000000.0,140000.0,5450.0,-1.0,1000.0,-1.0,-1.0,1518000.0,125000.0,5250000.0,-1.0,-1.0,70000.0,51000.0,600000.0,40000.0,30000.0,76000.0,17400.0,300000.0,29072.0,1000.0,252000.0,264000.0,351117.0,146000.0,30000.0,10000.0,90000.0,-1.0,250000.0,5500.0,600000.0,264000.0,9000.0
1969,127000.0,10000.0,-1.0,220000.0,643000.0,1761000.0,-1.0,4000.0,58000.0,300000.0,1200000.0,125000.0,5160.0,-1.0,2000.0,-1.0,-1.0,1532000.0,125000.0,5500000.0,-1.0,-1.0,70000.0,60000.0,600000.0,60000.0,30000.0,78000.0,14400.0,200000.0,32269.0,2000.0,186000.0,300000.0,373532.0,150000.0,30000.0,10000.0,100000.0,-1.0,250000.0,5500.0,600000.0,300000.0,9000.0
1970,156000.0,11600.0,278.0,200000.0,558000.0,2155000.0,-1.0,7700.0,23000.0,300000.0,1300000.0,130000.0,4500.0,-1.0,2000.0,-1.0,-1.0,1475900.0,125000.0,5375000.0,-1.0,-1.0,70000.0,65000.0,600000.0,60000.0,30000.0,78000.0,13200.0,150000.0,35819.0,2000.0,140000.0,336000.0,480445.0,175000.0,30000.0,10000.0,70000.0,-1.0,250000.0,5500.0,696000.0,336000.0,9000.0
1971,204000.0,11900.0,776.0,200000.0,510000.0,2902000.0,-1.0,9600.0,26000.0,300000.0,1500000.0,180000.0,4100.0,-1.0,7500.0,5000.0,-1.0,1405400.0,130000.0,5375000.0,-1.0,-1.0,70000.0,70000.0,600000.0,60000.0,30000.0,78000.0,14400.0,216000.0,32578.0,2500.0,149000.0,384000.0,537973.0,200000.0,30000.0,40000.0,80000.0,-1.0,250000.0,5500.0,696000.0,384000.0,9000.0
1972,168000.0,10700.0,18.0,200000.0,532000.0,3422000.0,-1.0,19000.0,27000.0,300000.0,1600000.0,150000.0,3450.0,-1.0,27500.0,25000.0,-1.0,1324700.0,132000.0,5000000.0,-1.0,-1.0,70000.0,70000.0,600000.0,80000.0,31000.0,78000.0,14400.0,200000.0,37929.0,2500.0,110000.0,444000.0,677251.0,230000.0,30000.0,40000.0,70000.0,-1.0,250000.0,5500.0,711000.0,444000.0,9000.0
1973,115000.0,12100.0,18.0,200000.0,553000.0,3870000.0,-1.0,27000.0,30000.0,300000.0,1750000.0,140000.0,4450.0,-1.0,52500.0,50000.0,-1.0,1238100.0,132000.0,5000000.0,2150.0,-1.0,70000.0,112000.0,600000.0,80000.0,31500.0,78000.0,14400.0,166000.0,45000.0,2500.0,130000.0,456000.0,684519.0,244400.0,30000.0,38000.0,60000.0,-1.0,250000.0,10500.0,782000.0,456000.0,12000.0
