,Mauritania,Kenya,"China, Taiwan Province of",Belarus,Croatia,Saudi Arabia,Tonga,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Australia,United Republic of Tanzania,Thailand,Uzbekistan,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Republic of Korea,Trinidad and Tobago,Melanesia,New Caledonia,Australia & New Zealand,Yugoslav SFR,Guatemala,French Polynesia,Algeria,United Arab Emirates,Senegal,Tajikistan,Saint Lucia,Ukraine,Israel,Dominica,Fiji,Cabo Verde,Turkmenistan,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Sudan (former),Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Suriname,Portugal,Namibia,"China, mainland",Russian Federation,Mali,Costa Rica,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Grenada,Armenia,South Sudan,El Salvador,Cook Islands,Canada,Japan,Afghanistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Bahrain,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Sudan,Somalia,Pakistan,Kuwait,Cuba,Kyrgyzstan,Argentina,Paraguay,Georgia,India,Guadeloupe,Austria,Niger,Morocco,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Viet Nam,Tunisia,Albania,Slovakia,Jamaica,Solomon Islands,Yemen,France,Italy,Polynesia,Réunion,Panama,Oman,Guyana,Republic of Moldova,Turkey
2003,645.0,684.0,15727.0,-1,3112.0,16415.0,65.0,5316.0,24800.0,82285.0,4537.0,4335.0,560.0,70941.0,41100.0,32223.0,6934.0,18000.0,23508.0,80.0,284.0,50.0,4570.0,-1.0,4771.0,150.0,34550.0,94.0,28447.0,10600.0,-1.0,59400.0,14850.0,-1,189.0,82.0,27000.0,700.0,31763.0,70199.0,2021.0,1852027.0,140.0,6953.0,15000.0,12700.0,2436.0,8.0,370.0,4500.0,11192.0,-1.0,41789.0,4500.0,154.0,82.0,168.0,1836300.0,122000.0,9500.0,2329.0,9.0,2268.0,2133.0,5560.0,19153.0,1781.0,-1.0,6200.0,-1.0,4058.0,-1,2765.0,5.0,200.0,15000.0,11200.0,37000.0,10855.0,660.0,16022.0,235.0,2.0,93.0,15110.0,60500.0,98529.0,-1.0,1230.0,23047.0,15.0,8379.0,4455.0,9143.0,22184.0,8801.0,22012.0,60.0,14.0,700.0,14500.0,28.0,42559.0,-1.0,37419.0,2001.0,3124.0,2577.0,9.0,25986.0,28000.0,6800.0,659.0,709.0,45.0,6591.0,202.0,14815.0,220.0,251.0,2400.0,750.0,126.0,7883.0,153000.0
2004,430.0,900.0,14700.0,-1,900.0,17187.0,66.0,5779.0,33216.0,80889.0,5035.0,3736.0,562.0,70348.0,34710.0,28725.0,6438.0,17866.0,21654.0,95.0,359.0,60.0,3976.0,-1.0,4790.0,100.0,39506.0,100.0,23465.0,10600.0,7.0,47700.0,10760.0,-1,249.0,80.0,26000.0,684.0,30515.0,63508.0,2000.0,1674700.0,143.0,7445.0,16000.0,20240.0,2380.0,5.0,359.0,4200.0,11914.0,-1.0,43526.0,4377.0,155.0,140.0,160.0,1660000.0,113400.0,10346.0,2000.0,9.0,1800.0,2711.0,5500.0,18912.0,1959.0,-1.0,6300.0,-1.0,4030.0,-1,2411.0,2.0,231.0,13900.0,6300.0,45750.0,15105.0,582.0,17209.0,240.0,3.0,78.0,8542.0,57340.0,108282.0,-1.0,810.0,25751.0,10.0,9769.0,4554.0,9133.0,22330.0,7231.0,22663.0,63.0,14.0,900.0,19600.0,27.0,41909.0,-1.0,34849.0,2976.0,3250.0,1286.0,10.0,27000.0,32000.0,7000.0,688.0,443.0,50.0,11291.0,162.0,14516.0,168.0,262.0,2700.0,800.0,134.0,6386.0,138000.0
2005,750.0,1300.0,12302.0,-1,900.0,18148.0,67.0,6545.0,22343.0,85461.0,5100.0,4043.0,534.0,42723.0,35800.0,31499.0,6453.0,17452.0,23179.0,100.0,307.0,40.0,4286.0,-1.0,4819.0,160.0,42644.0,297.0,22139.0,9200.0,5.0,40100.0,12570.0,-1,212.0,87.0,25000.0,700.0,30017.0,70980.0,1800.0,1719802.0,130.0,7483.0,15067.0,21840.0,2100.0,7.0,306.0,4000.0,10167.0,-1.0,43200.0,4312.0,147.0,198.0,240.0,1707500.0,102660.0,9830.0,1004.0,7.0,1300.0,2159.0,5600.0,18456.0,2137.0,-1.0,6300.0,12.0,3860.0,-1,2446.0,2.0,190.0,13400.0,12326.0,47750.0,15637.0,542.0,16235.0,243.0,4.0,63.0,7069.0,55890.0,131455.0,-1.0,715.0,22770.0,15.0,8977.0,4513.0,9120.0,22440.0,9555.0,23432.0,64.0,14.0,1100.0,12963.0,30.0,41966.0,-1.0,32520.0,3010.0,3550.0,1392.0,6.0,28000.0,24100.0,7000.0,672.0,613.0,55.0,11468.0,173.0,14193.0,229.0,275.0,4350.0,678.0,140.0,3638.0,143000.0
2006,1200.0,1642.0,12346.0,-1,1000.0,18522.0,68.0,6910.0,28770.0,92996.0,5200.0,4664.0,549.0,52706.0,37350.0,31843.0,6466.0,16653.0,20553.0,94.0,304.0,50.0,4909.0,-1.0,4800.0,95.0,43290.0,130.0,16274.0,9100.0,11.0,65200.0,11450.0,-1,194.0,85.0,25000.0,750.0,28763.0,69100.0,1300.0,1797446.0,132.0,7720.0,16000.0,14280.0,1820.0,7.0,355.0,3500.0,6647.0,1416.0,41300.0,4300.0,141.0,241.0,320.0,1785100.0,117410.0,7822.0,1004.0,11.0,850.0,2550.0,6000.0,-1.0,2200.0,16237.0,8270.0,15.0,4000.0,-1,3082.0,2.0,400.0,13000.0,20000.0,50000.0,8678.0,530.0,16174.0,245.0,9.0,88.0,10069.0,57910.0,119096.0,-1.0,720.0,26928.0,50.0,7967.0,5051.0,9150.0,22568.0,3100.0,24109.0,66.0,10.0,1300.0,18835.0,55.0,43298.0,-1.0,30689.0,3500.0,3700.0,2115.0,7.0,28500.0,25000.0,7576.0,502.0,760.0,60.0,11641.0,176.0,12773.0,165.0,285.0,5600.0,407.0,115.0,8215.0,137000.0
2007,750.0,1612.0,13483.0,-1,1200.0,19455.0,70.0,7234.0,33531.0,96556.0,5240.0,4421.0,600.0,63886.0,38100.0,32326.0,6152.0,17108.0,19028.0,39.0,286.0,40.0,4671.0,-1.0,5000.0,115.0,43664.0,109.0,11942.0,11100.0,12.0,61800.0,11000.0,-1,186.0,90.0,26000.0,700.0,32449.0,64000.0,1000.0,1748183.0,126.0,7591.0,16000.0,14600.0,1550.0,7.0,400.0,2906.0,7900.0,1240.0,38800.0,4282.0,132.0,350.0,410.0,1734700.0,107344.0,14961.0,1020.0,8.0,549.0,2720.0,7000.0,-1.0,1800.0,15758.0,9241.0,15.0,5884.0,-1,3149.0,3.0,450.0,12600.0,20000.0,43500.0,11152.0,456.0,16861.0,250.0,9.0,71.0,4572.0,52210.0,146686.0,-1.0,850.0,27573.0,50.0,6758.0,5932.0,9200.0,23000.0,4800.0,24787.0,67.0,10.0,1500.0,15732.0,787.0,47038.0,-1.0,25224.0,3500.0,3415.0,1760.0,7.0,29000.0,21000.0,7600.0,393.0,646.0,60.0,12628.0,182.0,11141.0,188.0,294.0,7300.0,557.0,121.0,6491.0,138613.0
2008,857.0,1870.0,12456.0,-1,1223.0,17618.0,68.0,6246.0,24000.0,88189.0,6305.0,4430.0,800.0,51930.0,41700.0,27639.0,6211.0,13100.0,20756.0,64.0,242.0,40.0,4685.0,-1.0,4535.0,130.0,44301.0,29.0,22665.0,11570.0,8.0,67500.0,8900.0,-1,137.0,98.0,26000.0,750.0,22404.0,49790.0,900.0,1745756.0,125.0,7773.0,16000.0,15120.0,2100.0,7.0,354.0,3000.0,7870.0,1440.0,38300.0,3700.0,65.0,325.0,500.0,1733300.0,133760.0,6105.0,1063.0,5.0,553.0,3185.0,7200.0,-1.0,1457.0,15976.0,10180.0,19.0,5446.0,-1,3495.0,4.0,352.0,12300.0,20000.0,36300.0,8981.0,369.0,15674.0,255.0,4.0,78.0,4749.0,50810.0,102839.0,-1.0,953.0,27939.0,50.0,8549.0,6091.0,9162.0,24000.0,3400.0,25464.0,69.0,13.0,1880.0,16900.0,790.0,50859.0,-1.0,25930.0,4000.0,3688.0,2145.0,7.0,29500.0,20500.0,4430.0,334.0,810.0,65.0,12880.0,186.0,11091.0,202.0,303.0,8600.0,644.0,126.0,8204.0,140000.0
2009,900.0,1597.0,11799.0,-1,1614.0,16783.0,67.0,6237.0,34477.0,93726.0,6370.0,4168.0,1100.0,45289.0,44000.0,33092.0,5977.0,13000.0,20707.0,233.0,220.0,37.0,4409.0,-1.0,4038.0,110.0,77791.0,63.0,17533.0,19313.0,10.0,63300.0,10000.0,-1,120.0,95.0,28000.0,780.0,21687.0,57305.0,860.0,1776579.0,105.0,8649.0,16500.0,16800.0,1619.0,7.0,251.0,3159.0,6918.0,1451.0,34100.0,4850.0,80.0,370.0,300.0,1764780.0,122200.0,25876.0,990.0,10.0,1242.0,3938.0,6961.0,-1.0,1600.0,15328.0,14872.0,18.0,6163.0,-1,1459.0,4.0,702.0,12100.0,25100.0,30758.0,9000.0,340.0,18082.0,241.0,5.0,77.0,5593.0,50140.0,130718.0,-1.0,637.0,28391.0,13.0,8040.0,6511.0,9148.0,23500.0,2400.0,26138.0,71.0,8.0,378.0,17852.0,800.0,40456.0,-1.0,28491.0,4100.0,3037.0,2557.0,7.0,30000.0,21300.0,6273.0,339.0,776.0,63.0,13364.0,1348.0,11261.0,180.0,310.0,4800.0,505.0,250.0,10591.0,143643.0
2010,795.0,2355.0,11604.0,-1,897.0,17531.0,65.0,6703.0,27344.0,94946.0,6055.0,4288.0,1700.0,41478.0,47300.0,27493.0,5732.0,12300.0,16396.0,76.0,222.0,46.0,4530.0,-1.0,3501.0,117.0,49455.0,76.0,23411.0,20951.0,11.0,62100.0,9073.0,-1,111.0,99.0,27000.0,719.0,22529.0,54051.0,762.0,1824104.0,90.0,7461.0,17180.0,16800.0,2105.0,7.0,108.0,3264.0,5800.0,1452.0,43200.0,9075.0,90.0,593.0,320.0,1812500.0,117800.0,23847.0,1189.0,10.0,1318.0,3593.0,6133.0,-1.0,2007.0,14148.0,14416.0,17.0,4470.0,-1,1459.0,4.0,729.0,11700.0,25142.0,20868.0,12069.0,277.0,18648.0,242.0,5.0,69.0,4293.0,54350.0,135962.0,-1.0,565.0,28928.0,13.0,6828.0,7310.0,9146.0,25000.0,2600.0,26808.0,73.0,14.0,400.0,13539.0,22.0,44040.0,-1.0,27057.0,4227.0,2017.0,3745.0,7.0,31458.0,9700.0,5488.0,326.0,727.0,65.0,13262.0,839.0,12622.0,186.0,316.0,3090.0,676.0,350.0,9251.0,150000.0
2011,797.0,3935.0,11693.0,-1,765.0,17911.0,63.0,6102.0,31044.0,97718.0,7280.0,4109.0,2200.0,25508.0,45775.0,33445.0,5800.0,14000.0,15717.0,270.0,270.0,41.0,4351.0,-1.0,2669.0,106.0,50759.0,72.0,13940.0,17200.0,11.0,62000.0,8489.0,-1,164.0,125.0,26000.0,694.0,23146.0,50831.0,875.0,1814893.0,95.0,6473.0,16634.0,16968.0,2039.0,7.0,134.0,3281.0,6392.0,1447.0,42300.0,4931.0,77.0,708.0,300.0,1803200.0,160100.0,20070.0,1063.0,13.0,1359.0,3254.0,5000.0,-1.0,2076.0,13874.0,13814.0,16.0,5764.0,-1,1983.0,4.0,563.0,11400.0,22592.0,24877.0,12485.0,311.0,17783.0,242.0,4.0,49.0,5298.0,49129.0,123224.0,-1.0,560.0,27911.0,10.0,6870.0,7023.0,9142.0,23905.0,3200.0,27475.0,76.0,13.0,1184.0,15407.0,13.0,41245.0,-1.0,26716.0,4267.0,2935.0,2686.0,7.0,35172.0,8450.0,6400.0,191.0,665.0,66.0,11890.0,834.0,10719.0,172.0,322.0,1576.0,611.0,350.0,7212.0,154000.0
2012,784.0,4742.0,11871.0,-1,708.0,18151.0,72.0,6240.0,22955.0,94612.0,6600.0,4231.0,3000.0,14492.0,53133.0,33015.0,5691.0,15767.0,15182.0,23.0,275.0,40.0,4472.0,-1.0,2306.0,110.0,54626.0,280.0,16103.0,18400.0,8.0,60800.0,8580.0,-1,167.0,72.0,23000.0,650.0,20259.0,63066.0,918.0,1813401.0,100.0,7893.0,16707.0,-1.0,1892.0,7.0,237.0,2694.0,6080.0,1455.0,38900.0,6030.0,63.0,720.0,220.0,1801530.0,125100.0,21771.0,1253.0,12.0,1269.0,3634.0,5500.0,-1.0,2347.0,7004.0,11949.0,15.0,5128.0,-1,2439.0,3.0,531.0,11300.0,21820.0,31699.0,7871.0,531.0,18942.0,241.0,5.0,56.0,4362.0,46860.0,129723.0,17307.0,555.0,23877.0,20.0,4523.0,8872.0,9000.0,22500.0,2500.0,28500.0,100.0,15.0,400.0,14159.0,18.0,37523.0,-1.0,27166.0,4500.0,2619.0,2932.0,6.0,50530.0,9171.0,6800.0,204.0,880.0,68.0,12026.0,822.0,10056.0,185.0,380.0,1793.0,560.0,250.0,6348.0,165000.0
2013,779.0,5338.0,10748.0,-1,836.0,18623.0,57.0,6913.0,10660.0,92021.0,8150.0,4245.0,3613.0,6624.0,50015.0,32210.0,5586.0,12800.0,14885.0,102.0,286.0,47.0,4485.0,-1.0,2236.0,110.0,56254.0,70.0,12266.0,17342.0,19.0,61120.0,8272.0,-1,170.0,75.0,25200.0,665.0,19688.0,46974.0,904.0,1838948.0,90.0,8148.0,17196.0,-1.0,1827.0,7.0,233.0,2881.0,5810.0,353.0,43500.0,4377.0,84.0,831.0,265.0,1828200.0,134938.0,24610.0,1335.0,15.0,1267.0,3391.0,5500.0,-1.0,2150.0,6800.0,11032.0,17.0,5355.0,-1,1027.0,4.0,748.0,11000.0,17625.0,37078.0,8312.0,589.0,17953.0,240.0,4.0,55.0,3062.0,45980.0,139103.0,18172.0,550.0,38703.0,19.0,5304.0,8802.0,9146.0,23396.0,2600.0,28500.0,81.0,15.0,1930.0,14104.0,26.0,36361.0,-1.0,26018.0,4659.0,2633.0,2783.0,7.0,54646.0,8780.0,5613.0,132.0,871.0,69.0,12058.0,815.0,11778.0,171.0,356.0,2067.0,289.0,230.0,6830.0,158600.0
2014,770.0,4801.0,10545.0,-1,802.0,24558.0,57.0,7020.0,11664.0,94375.0,8765.0,4043.0,4322.0,7512.0,53899.0,35802.0,5685.0,12540.0,16865.0,258.0,277.0,38.0,4282.0,-1.0,2376.0,117.0,54427.0,136.0,20689.0,19400.0,14.0,58000.0,7620.0,-1,172.0,90.0,25337.0,650.0,19626.0,70017.0,1890.0,1862845.0,97.0,9875.0,17738.0,-1.0,1795.0,7.0,226.0,2746.0,6120.0,521.0,45726.0,3818.0,129.0,868.0,327.0,1852300.0,137440.0,27324.0,1068.0,6.0,1265.0,3230.0,5861.0,-1.0,2120.0,6396.0,10842.0,17.0,5832.0,-1,1219.0,5.0,730.0,10800.0,19835.0,22732.0,13195.0,601.0,17949.0,239.0,4.0,73.0,3344.0,45060.0,132786.0,18345.0,544.0,36809.0,34.0,5009.0,9254.0,9131.0,23587.0,3600.0,29253.0,77.0,15.0,2460.0,15969.0,23.0,34542.0,-1.0,21554.0,4818.0,3168.0,3424.0,8.0,51971.0,9410.0,5748.0,151.0,776.0,66.0,11478.0,788.0,11424.0,178.0,213.0,2156.0,243.0,228.0,6494.0,157520.0
