,Australia & New Zealand,Australia,Iraq,The former Yugoslav Republic of Macedonia,Uruguay,Libya,Italy,Lebanon,Albania,Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Morocco,Slovenia,El Salvador,Chile,Malta,Argentina,Spain,Syrian Arab Republic,Cyprus,"China, Taiwan Province of",Israel,Jordan,Afghanistan,Egypt,Greece,Azerbaijan,France,Croatia,Montenegro,Turkey,Tunisia,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,Mexico,China,Kuwait,Algeria,Bosnia and Herzegovina,Portugal,Brazil
1961,1080.0,1080.0,8000.0,,1692.0,35100.0,2250000.0,65000.0,17800.0,,-1.0,,139600.0,,1500.0,20000.0,15.0,36000.0,1863400.0,83000.0,27940.0,1276.0,20800.0,114428.0,1000.0,8564.0,1502500.0,,2009.0,,,689324.0,189000.0,28300.0,15000.0,12210.0,39915.0,3691.0,1276.0,,160000.0,,867000.0,442.0
1962,958.0,958.0,8000.0,,1000.0,36700.0,1741000.0,16000.0,27000.0,,-1.0,,145000.0,,1500.0,20000.0,16.0,45000.0,1641000.0,87285.0,6299.0,1864.0,4800.0,7354.0,1100.0,11725.0,469700.0,,9424.0,,,290190.0,225000.0,17700.0,15000.0,15272.0,47173.0,4266.0,1864.0,,143000.0,,370000.0,575.0
1963,1056.0,1056.0,8000.0,,1000.0,32000.0,2861000.0,60000.0,27200.0,,-1.0,,200000.0,,1500.0,20000.0,17.0,54000.0,3124300.0,68000.0,12192.0,1868.0,13000.0,38655.0,1000.0,7805.0,1254000.0,,10384.0,,,618857.0,448000.0,63100.0,15000.0,15272.0,51709.0,4367.0,1868.0,,148300.0,,790000.0,718.0
1964,1627.0,1627.0,9000.0,,1000.0,18600.0,1878000.0,30000.0,48000.0,,-1.0,,177000.0,,1500.0,20000.0,20.0,55600.0,572700.0,122592.0,6604.0,2643.0,21000.0,98312.0,1100.0,10329.0,711900.0,,4826.0,,,694486.0,450000.0,17300.0,15000.0,10614.0,48988.0,7562.0,2643.0,,148559.0,,309000.0,865.0
1965,1058.0,1058.0,9000.0,,1000.0,101372.0,2232000.0,49000.0,30000.0,,-1.0,,267100.0,,1500.0,20000.0,19.0,65200.0,1656100.0,65630.0,23673.0,1766.0,10500.0,37417.0,1000.0,10370.0,969640.0,,7034.0,,,394146.0,277400.0,20400.0,15000.0,8239.0,45359.0,8407.0,1766.0,,153169.0,,570000.0,871.0
1966,1762.0,1762.0,9000.0,,1265.0,94988.0,1808400.0,29376.0,32000.0,,-1.0,,240000.0,,1500.0,20000.0,18.0,49000.0,2101500.0,116272.0,17272.0,1680.0,10900.0,32700.0,1100.0,6952.0,983080.0,,7800.0,,,840600.0,97400.0,30000.0,15000.0,8186.0,57152.0,8464.0,1680.0,,143030.0,,270607.0,889.0
1967,1314.0,1314.0,9000.0,,1500.0,134294.0,2712200.0,67773.0,33000.0,,-1.0,,152000.0,,1500.0,20000.0,17.0,78077.0,1372000.0,113083.0,30480.0,1799.0,24500.0,106753.0,1000.0,11000.0,1088490.0,,7566.0,,,495000.0,275100.0,39900.0,15000.0,9710.0,12700.0,8754.0,1799.0,,138189.0,,570000.0,1042.0
1968,2189.0,2189.0,9000.0,,1650.0,143109.0,1932900.0,32184.0,34000.0,,-1.0,,491000.0,,1500.0,20000.0,18.0,45647.0,2274300.0,111808.0,15240.0,3064.0,9500.0,16715.0,1200.0,8000.0,830920.0,,11123.0,,,822000.0,279900.0,11400.0,15000.0,8450.0,78017.0,9532.0,3064.0,,171639.0,,377000.0,1044.0
1969,2243.0,2243.0,7000.0,,1800.0,33610.0,2412800.0,46268.0,31000.0,,-1.0,,320000.0,,1500.0,15000.0,17.0,75981.0,1738300.0,128896.0,19304.0,2164.0,21100.0,23676.0,1000.0,8000.0,718900.0,,20257.0,,,307800.0,129950.0,7118.0,12000.0,7310.0,63500.0,10161.0,2164.0,,118902.0,,516000.0,1042.0
1970,1939.0,1939.0,10000.0,,2000.0,73254.0,2120500.0,44396.0,20000.0,,-1.0,,160000.0,,1500.0,11000.0,11.0,48992.0,2100000.0,85402.0,7620.0,1321.0,6600.0,10373.0,1200.0,7000.0,992170.0,,5583.0,,,681000.0,454600.0,7762.0,15000.0,8513.0,47173.0,9815.0,1321.0,,137571.0,,454002.0,1086.0
1971,2256.0,2256.0,10000.0,,2100.0,6000.0,3055900.0,54759.0,38000.0,,-1.0,,506000.0,,1800.0,11000.0,19.0,86262.0,1744000.0,117120.0,15240.0,1250.0,12500.0,18500.0,1000.0,5875.0,915450.0,,17562.0,,,326000.0,842000.0,15625.0,2950.0,10261.0,49895.0,9467.0,1250.0,,167836.0,,296266.0,1000.0
1972,2283.0,2283.0,10000.0,,2150.0,94533.0,1779200.0,39603.0,40000.0,,-1.0,,195000.0,,2000.0,11000.0,8.0,59034.0,2309500.0,161326.0,20320.0,910.0,27000.0,35000.0,1200.0,8000.0,1235320.0,,6680.0,,,1019000.0,358000.0,11771.0,13500.0,11081.0,21954.0,12527.0,910.0,,171550.0,,406029.0,832.0
1973,2503.0,2503.0,9000.0,,2200.0,149313.0,2695800.0,30178.0,53000.0,,-1.0,,254700.0,,2200.0,8000.0,11.0,128000.0,2249400.0,73183.0,1524.0,1125.0,4000.0,9489.0,1000.0,8000.0,1078660.0,,14668.0,,,332500.0,657200.0,14511.0,13000.0,10819.0,63503.0,9010.0,1125.0,,119061.0,,285660.0,834.0
1974,2521.0,2521.0,8500.0,,2250.0,95000.0,2237000.0,81167.0,47000.0,,-1.0,,218900.0,,2400.0,9350.0,21.0,92200.0,1640200.0,215010.0,8128.0,957.0,30200.0,40529.0,1300.0,8000.0,1234960.0,,11570.0,,,840000.0,594200.0,11440.0,16000.0,11705.0,53070.0,7631.0,957.0,,172896.0,,339412.0,1027.0
