,Australia & New Zealand,Australia,Iraq,The former Yugoslav Republic of Macedonia,Uruguay,Libya,Italy,Lebanon,Albania,Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Morocco,Slovenia,El Salvador,Chile,Malta,Argentina,Spain,Syrian Arab Republic,Cyprus,"China, Taiwan Province of",Israel,Jordan,Afghanistan,Egypt,Greece,Azerbaijan,France,Croatia,Montenegro,Turkey,Tunisia,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,Mexico,China,Kuwait,Algeria,Bosnia and Herzegovina,Portugal,Brazil
1975,1979.0,1979.0,8000.0,,2300.0,150918.0,3228000.0,35000.0,52000.0,,-1.0,,312200.0,,2600.0,11420.0,19.0,89000.0,2357700.0,156865.0,13208.0,758.0,4900.0,4683.0,1000.0,8000.0,1364880.0,,15534.0,,,561000.0,875200.0,25817.0,13000.0,11237.0,60781.0,7631.0,758.0,4.0,197267.0,,335161.0,1059.0
1976,3144.0,3144.0,7000.0,,2500.0,155096.0,1668100.0,51000.0,42000.0,,-1.0,,304000.0,,2800.0,7410.0,18.0,79300.0,2138800.0,233403.0,10160.0,1236.0,19500.0,22540.0,1336.0,7617.0,1099240.0,,16212.0,,,1097000.0,435200.0,11943.0,9000.0,11800.0,72574.0,9728.0,1236.0,4.0,221015.0,,277891.0,1190.0
1977,1981.0,1981.0,6500.0,,2500.0,42028.0,3459500.0,25000.0,52000.0,,-1.0,,180000.0,,3000.0,10300.0,23.0,94000.0,1934200.0,175537.0,8636.0,855.0,8100.0,8320.0,1375.0,5498.0,1304120.0,,10304.0,,,400000.0,633000.0,12713.0,11000.0,10274.0,39009.0,13236.0,855.0,5.0,116363.0,,233132.0,977.0
1978,2724.0,2724.0,5000.0,,2600.0,143400.0,2308100.0,65000.0,38000.0,,-1.0,,200000.0,,3000.0,7200.0,17.0,75000.0,2780700.0,304677.0,10363.0,570.0,35000.0,36938.0,1319.0,5590.0,1283250.0,,14707.0,,,1100000.0,410000.0,12453.0,9000.0,11148.0,114305.0,37108.0,570.0,1.0,88414.0,,324050.0,973.0
1979,3000.0,3000.0,3500.0,,2700.0,100000.0,2370000.0,15000.0,32000.0,,-1.0,,390000.0,,3000.0,11225.0,17.0,95000.0,2300100.0,195950.0,10668.0,509.0,8200.0,6842.0,900.0,6108.0,1182380.0,,13000.0,,,430000.0,437000.0,13400.0,7000.0,12748.0,56250.0,30782.0,509.0,5.0,156920.0,,409780.0,975.0
1980,1537.0,1537.0,2100.0,,2800.0,160983.0,3490800.0,80000.0,26900.0,,-1.0,,267000.0,,3000.0,10200.0,15.0,82000.0,2255000.0,392015.0,15240.0,522.0,45000.0,44461.0,1170.0,4191.0,1746370.0,,15100.0,,,1350000.0,725000.0,8163.0,10000.0,10032.0,98880.0,28731.0,522.0,5.0,103431.0,,235923.0,956.0
1981,1537.0,1537.0,2000.0,,2900.0,154800.0,3024000.0,15000.0,24000.0,,-1.0,,200000.0,,3100.0,8525.0,14.0,99000.0,1520800.0,207892.0,10668.0,648.0,19700.0,18851.0,1000.0,5396.0,1466990.0,,10500.0,,,400000.0,400000.0,33500.0,9000.0,10863.0,40730.0,6942.0,648.0,5.0,213812.0,,165881.0,248.0
1982,2788.0,2788.0,2500.0,,3000.0,143000.0,2131700.0,75000.0,17700.0,,-1.0,,432950.0,,3150.0,9165.0,20.0,88400.0,3337900.0,471000.0,13208.0,503.0,37200.0,40366.0,800.0,7600.0,1783230.0,,13900.0,,,1320000.0,275000.0,4300.0,9848.0,15975.0,132900.0,13578.0,503.0,5.0,143265.0,,528554.0,207.0
1983,868.0,868.0,3000.0,,3000.0,144000.0,4206000.0,20000.0,45000.0,,-1.0,,273900.0,,3200.0,7150.0,21.0,108000.0,1328400.0,152000.0,3000.0,639.0,37200.0,22200.0,500.0,9000.0,1430530.0,,15500.0,,,400000.0,750000.0,12139.0,7541.0,8670.0,55340.0,10635.0,639.0,5.0,135317.0,,90692.0,171.0
1984,1475.0,1475.0,5000.0,,3000.0,121600.0,1844500.0,50000.0,25000.0,,-1.0,,326700.0,,3300.0,6000.0,20.0,81500.0,3525400.0,310000.0,12000.0,756.0,17300.0,49951.0,194.0,8000.0,1306623.0,,13570.0,,,800000.0,475000.0,17274.0,10302.0,4231.0,82200.0,10635.0,756.0,6.0,102031.0,,363342.0,95.0
1985,1520.0,1520.0,6000.0,,3000.0,128000.0,3387900.0,33000.0,33400.0,,-1.0,,368000.0,,3400.0,6440.0,20.0,64800.0,1989500.0,184999.0,11500.0,876.0,39000.0,19700.0,803.0,9000.0,1907000.0,,8500.0,,,600000.0,525000.0,8827.0,8278.0,19120.0,87090.0,21922.0,876.0,7.0,159155.0,,240095.0,61.0
1986,1284.0,1284.0,7000.0,,3000.0,120000.0,1820400.0,50000.0,17900.0,,-1.0,,400000.0,,3400.0,5900.0,20.0,75600.0,2556800.0,414534.0,12000.0,1060.0,38000.0,31781.0,2001.0,27000.0,1336761.0,,8100.0,,,1010000.0,570000.0,7863.0,13972.0,12108.0,101151.0,12806.0,1060.0,9.0,201625.0,,355878.0,35.0
1987,486.0,486.0,9000.0,,3000.0,58002.0,3457400.0,68328.0,37700.0,,-1.0,,453960.0,,3400.0,8400.0,21.0,73700.0,3879000.0,220831.0,8000.0,1506.0,25000.0,20474.0,900.0,29000.0,1372315.0,,13300.0,,,600000.0,500000.0,30132.0,8382.0,16331.0,61235.0,14379.0,1506.0,6.0,168172.0,,290675.0,24.0
1988,597.0,597.0,11000.0,,3000.0,61958.0,2218130.0,39420.0,23400.0,,-1.0,,347000.0,,3400.0,5200.0,18.0,111200.0,2223700.0,487179.0,18000.0,1900.0,39000.0,70795.0,1070.0,30609.0,1603430.0,,7400.0,,,1100000.0,270000.0,16953.0,14312.0,8565.0,79380.0,10516.0,1900.0,10.0,142892.0,,129700.0,11.0
1989,523.0,523.0,12000.0,,3000.0,64998.0,3055810.0,45906.0,31100.0,,-1.0,,650000.0,,3400.0,11200.0,15.0,79000.0,2945700.0,119796.0,9000.0,3421.0,19500.0,25683.0,800.0,32297.0,1646725.0,,11000.0,,,500000.0,650000.0,15261.0,12637.0,22448.0,111583.0,7057.0,3421.0,7.0,92453.0,,330795.0,29.0
1990,534.0,534.0,12000.0,,2200.0,67998.0,912540.0,62335.0,10000.0,,-1.0,,396000.0,,3142.0,6500.0,16.0,88000.0,3369300.0,460500.0,10500.0,3501.0,41500.0,63669.0,1100.0,41962.0,1003724.0,,8450.0,,,1100000.0,825000.0,4377.0,16153.0,4995.0,119300.0,12953.0,3501.0,12.0,177907.0,,197686.0,52.0
1991,684.0,684.0,7000.0,,2600.0,80000.0,3945830.0,43841.0,35300.0,,-1.0,,550000.0,,3370.0,10000.0,13.0,121000.0,2983000.0,226000.0,7000.0,3121.0,17000.0,40571.0,900.0,48725.0,2031000.0,,14526.0,,,640000.0,1325000.0,35655.0,13081.0,28415.0,58970.0,13051.0,3121.0,8.0,87736.0,,443544.0,10.0
1992,933.0,933.0,14000.0,-1.0,2700.0,100000.0,2366366.0,103119.0,20200.0,90.0,-1.0,1035.0,380000.0,421.0,3500.0,7000.0,15.0,68000.0,3177900.0,519315.0,19000.0,2296.0,48000.0,81808.0,1100.0,94991.0,1847000.0,200.0,13085.0,20181.0,,750000.0,675000.0,,11366.0,6049.0,149700.0,20799.0,2296.0,15.0,265520.0,-1.0,157125.0,7.0
1993,801.0,801.0,15000.0,-1.0,2400.0,120000.0,2992866.0,50000.0,25300.0,80.0,-1.0,947.0,418000.0,505.0,3754.0,11000.0,10.0,80000.0,2809907.0,325164.0,11500.0,2661.0,9500.0,31809.0,900.0,111687.0,1681000.0,200.0,11680.0,8940.0,,550000.0,1050000.0,,7555.0,16435.0,110680.0,14927.0,2661.0,9.0,206073.0,-1.0,248153.0,21.0
1994,936.0,936.0,14000.0,-1.0,2600.0,140000.0,2640328.0,77889.0,30000.0,70.0,-1.0,216.0,500000.0,751.0,3960.0,7000.0,8.0,77452.0,2799000.0,517892.0,12000.0,2503.0,26500.0,96500.0,1100.0,130287.0,2001800.0,200.0,15546.0,16742.0,,1400000.0,350000.0,,17562.0,20589.0,76200.0,10303.0,2503.0,16.0,170360.0,-1.0,232210.0,4.0
1995,900.0,900.0,13000.0,-1.0,3000.0,168000.0,3288580.0,54000.0,38763.0,83.0,-1.0,7634.0,436360.0,1338.0,4177.0,9000.0,10.0,88683.0,1694200.0,423358.0,13500.0,2521.0,36500.0,64900.0,900.0,207982.0,2199300.0,200.0,12062.0,34107.0,,515000.0,300000.0,,19310.0,28842.0,70310.0,19450.0,2521.0,10.0,130964.0,-1.0,321632.0,3.0
1996,800.0,800.0,12500.0,-1.0,2800.0,185680.0,2147340.0,96475.0,27660.0,80.0,50694.0,172.0,908300.0,1389.0,4403.0,8000.0,10.0,91940.0,4517200.0,647645.0,12500.0,2890.0,41000.0,88590.0,1100.0,208133.0,2131000.0,150.0,16200.0,16071.0,,1800000.0,1550000.0,,24782.0,27050.0,150600.0,7205.0,2890.0,18.0,313334.0,-1.0,284117.0,63.0
1997,642.0,642.0,13000.0,-1.0,3200.0,190000.0,3591085.0,93910.0,33347.0,90.0,98137.0,280.0,517600.0,559.0,4640.0,12000.0,9.0,91940.0,5879640.0,402956.0,9000.0,3506.0,18700.0,57145.0,900.0,200000.0,2087165.0,100.0,13043.0,10405.0,,510000.0,500000.0,,25820.0,31138.0,94035.0,17227.0,3506.0,15.0,319474.0,-1.0,278000.0,64.0
1998,763.0,763.0,13500.0,-1.0,4000.0,200000.0,2548510.0,100000.0,46876.0,100.0,35347.0,4004.0,708550.0,1067.0,4889.0,7000.0,2.0,88000.0,4279180.0,785000.0,10700.0,2813.0,32000.0,137546.0,1100.0,200000.0,2068167.0,109.0,17234.0,20558.0,,1650000.0,950000.0,,25819.0,12690.0,81650.0,24072.0,2813.0,10.0,124060.0,-1.0,286000.0,62.0
1999,2404.0,2404.0,11500.0,22000.0,3150.0,275000.0,3765100.0,66400.0,42012.0,136.0,156493.0,2408.0,475750.0,1507.0,5149.0,12000.0,4.0,90000.0,3460100.0,400509.0,14000.0,4038.0,23200.0,38313.0,900.0,287080.0,2419000.0,345.0,16599.0,35200.0,,600000.0,1125000.0,,23392.0,11382.0,113400.0,9765.0,4038.0,11.0,363381.0,-1.0,333000.0,1.0
2000,1397.0,1397.0,6000.0,15200.0,3200.0,165000.0,2821000.0,189500.0,36200.0,109.0,38463.0,1765.0,400000.0,1244.0,5422.0,11500.0,3.0,110000.0,4943800.0,866052.0,21000.0,2604.0,56000.0,134285.0,1100.0,281745.0,2502000.0,952.0,18133.0,16215.0,,1800000.0,550000.0,,34730.0,30023.0,72570.0,9288.0,2604.0,5.0,217112.0,-1.0,260000.0,4.0
2001,2370.0,2370.0,6000.0,15400.0,3200.0,150000.0,3016200.0,85800.0,39600.0,80.0,143630.0,1800.0,420000.0,878.0,5708.0,14500.0,1.0,90000.0,6762600.0,496952.0,17500.0,2691.0,26000.0,65701.0,900.0,293903.0,2350033.0,1083.0,18127.0,19413.0,,600000.0,150000.0,,38040.0,32442.0,121560.0,16316.0,2691.0,8.0,200339.0,-1.0,271000.0,2.0
2002,1800.0,1800.0,5500.0,13000.0,3250.0,150000.0,3231300.0,184421.0,27300.0,99.0,85024.0,600.0,455200.0,2502.0,6008.0,18000.0,3.0,93000.0,4414911.0,940941.0,27500.0,2565.0,56000.0,180900.0,1100.0,336442.0,2577635.0,656.0,21420.0,32955.0,,1800000.0,350000.0,,37000.0,32488.0,93440.0,14147.0,2565.0,11.0,191926.0,-1.0,240000.0,2.0
2003,3191.0,3191.0,4000.0,16000.0,3300.0,168126.0,3546130.0,83200.0,27933.0,100.0,141354.0,889.0,830100.0,860.0,6323.0,22000.0,3.0,99000.0,7553566.0,552277.0,17765.0,2481.0,21500.0,117958.0,2400.0,204722.0,2050257.0,1325.0,24231.0,9482.0,,850000.0,1400000.0,,45420.0,38089.0,107050.0,7592.0,2481.0,32.0,167627.0,-1.0,244238.0,2.0
2004,6541.0,6541.0,3000.0,14000.0,3250.0,180000.0,4534231.0,167300.0,58700.0,104.0,85765.0,2533.0,500000.0,2145.0,6653.0,26000.0,3.0,147600.0,5200029.0,1027200.0,22633.0,2584.0,62000.0,160738.0,2550.0,315193.0,2204020.0,1857.0,20874.0,33000.0,,1600000.0,650000.0,,38397.0,42471.0,97522.0,10030.0,2584.0,36.0,468800.0,49.0,312124.0,3.0
2005,23041.0,23041.0,3000.0,13000.0,3800.0,181172.0,3774812.0,76500.0,30200.0,106.0,137805.0,1767.0,750000.0,2907.0,6999.0,26000.0,3.0,155000.0,4021720.0,612223.0,16415.0,2400.0,29000.0,113070.0,2712.0,310000.0,2583185.0,984.0,21861.0,36602.0,,1200000.0,1050000.0,,61339.0,54622.0,128820.0,13014.0,2400.0,40.0,316489.0,44.0,211873.0,2.0
2006,42177.0,42177.0,3000.0,12000.0,4200.0,180000.0,3415683.0,177300.0,40200.0,107.0,50573.0,,631210.0,1893.0,7363.0,30000.0,5.0,170000.0,5679021.0,1190780.0,23400.0,2499.0,60000.0,146829.0,1592.0,500000.0,2425149.0,1148.0,18382.0,27530.0,1889.0,1766749.0,1218000.0,,40000.0,52298.0,21320.0,9642.0,2499.0,40.0,264733.0,41.0,373400.0,2.0
2007,57123.0,57123.0,9052.0,13800.0,3400.0,180000.0,3249800.0,76200.0,27600.0,108.0,85651.0,,659100.0,1604.0,7745.0,36000.0,6.0,176000.0,6140251.0,495310.0,13705.0,2579.0,29500.0,125029.0,1592.0,507053.0,2313055.0,836.0,22668.0,34527.0,1211.0,1075854.0,998000.0,,42032.0,52444.0,120200.0,15936.0,2579.0,43.0,208952.0,66.0,211230.0,1.0
2008,60000.0,60000.0,10840.0,13000.0,3800.0,180000.0,3473600.0,85000.0,56200.0,110.0,85770.0,,765380.0,2455.0,8146.0,38700.0,6.0,183000.0,5570727.0,827033.0,15573.0,2452.0,48750.0,94068.0,5800.0,480071.0,2575000.0,1516.0,32116.0,35955.0,2401.0,1464248.0,1183000.0,,42467.0,57700.0,60600.0,18109.0,2452.0,42.0,254067.0,101.0,343971.0,1.0
2009,62655.0,62655.0,12992.0,13000.0,4300.0,170890.0,3286600.0,79000.0,78000.0,110.0,105000.0,,850000.0,1823.0,8568.0,54000.0,5.0,169000.0,6972094.0,885942.0,13329.0,2583.0,30500.0,140719.0,9000.0,449009.0,2286139.0,1498.0,27971.0,32592.0,1605.0,1290654.0,800000.0,,42342.0,37170.0,42003.0,10369.0,2583.0,44.0,475182.0,97.0,422978.0,1.0
2010,75395.0,75395.0,15113.0,12000.0,4933.0,177503.0,3170700.0,200000.0,70000.0,120.0,112000.0,,1506473.0,1895.0,9000.0,59982.0,5.0,165000.0,7197600.0,960403.0,14873.0,2592.0,73500.0,171672.0,7300.0,390932.0,1809900.0,1863.0,31706.0,38001.0,2343.0,1415000.0,873000.0,,42250.0,75035.0,186880.0,27209.0,2592.0,46.0,311252.0,123.0,445301.0,56.0
2011,91067.0,91067.0,17421.0,12000.0,5473.0,189142.0,3182204.0,88000.0,65400.0,111.0,75530.0,,1415902.0,1704.0,9477.0,75422.0,6.0,170000.0,7820060.0,1095043.0,15270.0,2617.0,66000.0,131847.0,6600.0,459650.0,1873900.0,1659.0,23320.0,31423.0,1557.0,1750000.0,562000.0,,35237.0,73092.0,64592.0,6969.0,2617.0,48.0,610776.0,153.0,443800.0,77.0
2012,95673.0,95673.0,20379.0,13000.0,6300.0,186566.0,3017537.0,70000.0,108000.0,110.0,114070.0,,1315794.0,740.0,10250.0,76076.0,7.0,175000.0,3849300.0,1049761.0,12640.0,2653.0,63000.0,155640.0,6600.0,563070.0,2825320.0,1335.0,29561.0,50945.0,2888.0,1820000.0,963000.0,,47000.0,92527.0,145150.0,19058.0,2653.0,50.0,393840.0,153.0,429922.0,291.0
2013,93516.0,93516.0,24136.0,13000.0,6200.0,187491.0,2940545.0,104954.0,92000.0,100.0,60630.0,,1181676.0,1479.0,10250.0,94314.0,7.0,172000.0,9250610.0,842098.0,12728.0,2648.0,77000.0,128186.0,6629.0,541790.0,1917623.0,840.0,29403.0,34269.0,2390.0,1676000.0,1100000.0,,35237.0,57766.0,150593.0,26303.0,2648.0,52.0,578740.0,153.0,651741.0,265.0
2014,65851.0,65851.0,24768.0,12321.0,6000.0,188415.0,1963676.0,117493.0,98000.0,120.0,93146.0,,1573206.0,814.0,11002.0,103990.0,8.0,172850.0,4560400.0,392214.0,17266.0,2643.0,90000.0,155764.0,7107.0,565669.0,1780560.0,847.0,13006.0,8840.0,2540.0,1768000.0,376000.0,,42098.0,151927.0,86183.0,9994.0,2643.0,54.0,482860.0,190.0,455373.0,512.0
