,Austria,Slovakia,Poland,France,Belarus,Belgium-Luxembourg,Switzerland,Estonia,Belgium,Latvia,Czechoslovakia,Luxembourg,Czechia,Romania,Italy,Hungary,Germany,Turkey,Sweden,China,Australia & New Zealand,"China, mainland",United Kingdom,Australia,Spain,Lithuania,Portugal,Netherlands
1993,0.0,343.0,136400.0,29000.0,8000.0,1591.0,900.0,0.0,,870.0,,,1271.0,0.0,300.0,5000.0,44000.0,0.0,9000.0,6452.0,12000.0,6452.0,1000.0,12000.0,5328.0,3400.0,13000.0,240.0
1994,0.0,384.0,133000.0,29000.0,18000.0,1724.0,800.0,0.0,,770.0,,,1379.0,0.0,0.0,10000.0,33000.0,0.0,9000.0,7409.0,11000.0,7409.0,1000.0,11000.0,5117.0,4800.0,12500.0,390.0
1995,2987.0,421.0,152000.0,32000.0,20000.0,1666.0,700.0,0.0,,500.0,,,1173.0,0.0,0.0,13000.0,46000.0,0.0,10000.0,10060.0,18000.0,10060.0,1000.0,18000.0,3395.0,5000.0,12000.0,495.0
1996,3722.0,350.0,145000.0,34000.0,25000.0,1636.0,700.0,0.0,,800.0,,,1268.0,0.0,0.0,15712.0,58000.0,0.0,11000.0,12847.0,18000.0,12847.0,1000.0,18000.0,8423.0,6600.0,13000.0,435.0
1997,4385.0,570.0,150000.0,35000.0,26000.0,1819.0,1300.0,0.0,,1550.0,,,1726.0,0.0,0.0,25152.0,70000.0,0.0,11000.0,17949.0,19000.0,17949.0,1000.0,19000.0,7279.0,3000.0,7000.0,660.0
1998,4011.0,364.0,155000.0,33000.0,25000.0,736.0,1600.0,0.0,,1329.0,,,2206.0,0.0,0.0,18898.0,62000.0,0.0,9000.0,20335.0,18000.0,20335.0,1000.0,18000.0,5207.0,12000.0,8500.0,270.0
1999,4680.0,447.0,163000.0,29000.0,27500.0,1122.0,1700.0,0.0,,1450.0,,,7000.0,0.0,0.0,15894.0,80000.0,0.0,7000.0,25786.0,14000.0,25786.0,1000.0,14000.0,3773.0,9900.0,8000.0,990.0
2000,5302.0,523.0,197000.0,36000.0,42000.0,,2200.0,0.0,900.0,1500.0,,0.0,8500.0,0.0,0.0,15406.0,86000.0,0.0,8000.0,38347.0,20000.0,38347.0,1000.0,20000.0,9621.0,4770.0,6500.0,720.0
2001,6396.0,919.0,213000.0,38000.0,70000.0,,2300.0,760.0,900.0,3250.0,,0.0,10000.0,0.0,0.0,20575.0,90000.0,0.0,8000.0,67660.0,20000.0,67660.0,1000.0,20000.0,8990.0,12200.0,6500.0,664.0
2002,6911.0,688.0,232000.0,40000.0,92500.0,,2400.0,1030.0,1033.0,3720.0,,0.0,9000.0,103.0,0.0,4844.0,75000.0,0.0,6000.0,102881.0,22000.0,102881.0,1000.0,22000.0,9752.0,11500.0,6000.0,577.0
2003,7324.0,911.0,248000.0,44000.0,99000.0,,2200.0,940.0,1200.0,3900.0,,0.0,9000.0,279.0,0.0,2927.0,72000.0,0.0,9000.0,111358.0,19000.0,111358.0,1000.0,19000.0,9077.0,13000.0,6000.0,543.0
2004,6707.0,861.0,280000.0,45000.0,99000.0,,2000.0,890.0,1100.0,3000.0,,0.0,12500.0,335.0,0.0,10053.0,67000.0,3600.0,9200.0,78753.0,17000.0,78753.0,1000.0,17000.0,2729.0,12300.0,7000.0,615.0
2005,4020.0,605.0,280000.0,45000.0,105000.0,,1400.0,360.0,1100.0,2600.0,,0.0,12500.0,274.0,0.0,39247.0,55000.0,3900.0,8700.0,74174.0,16000.0,74174.0,1000.0,16000.0,8546.0,10600.0,7000.0,555.0
2006,6605.0,628.0,270000.0,45000.0,115000.0,,1600.0,864.0,1100.0,2800.0,,0.0,9000.0,319.0,0.0,35000.0,56000.0,3000.0,9500.0,35155.0,18000.0,35155.0,1000.0,18000.0,11879.0,13100.0,3500.0,600.0
2007,7873.0,685.0,290000.0,46000.0,128000.0,,1700.0,830.0,1100.0,3100.0,,489.0,12000.0,318.0,0.0,33021.0,56000.0,3300.0,9500.0,47778.0,16000.0,47778.0,1000.0,16000.0,13506.0,16100.0,7000.0,480.0
2008,8609.0,559.0,289000.0,46000.0,145000.0,,1757.0,1630.0,1100.0,3000.0,,636.0,13500.0,384.0,0.0,31646.0,56000.0,3300.0,8300.0,43520.0,18000.0,43520.0,1000.0,18000.0,14002.0,20000.0,6000.0,410.0
2009,8125.0,491.0,279000.0,48000.0,132000.0,,1800.0,1824.0,1200.0,2600.0,,750.0,13000.0,407.0,0.0,31717.0,58000.0,3400.0,5500.0,37023.0,9000.0,37023.0,1000.0,9000.0,15175.0,27200.0,6000.0,401.0
2010,7750.0,526.0,265000.0,49000.0,124000.0,,1600.0,1957.0,1000.0,2100.0,,717.0,12000.0,418.0,0.0,31312.0,56000.0,3300.0,3700.0,37519.0,7000.0,37519.0,1000.0,7000.0,15647.0,22200.0,5000.0,268.0
2011,7437.0,543.0,253000.0,52000.0,148200.0,,1700.0,1597.0,1000.0,2900.0,,724.0,12000.0,480.0,0.0,28566.0,56000.0,3600.0,4600.0,53011.0,13000.0,53011.0,1000.0,13000.0,20998.0,19300.0,5000.0,289.0
2012,7649.0,589.0,205000.0,48100.0,133800.0,,1700.0,1300.0,1100.0,3100.0,,905.0,12000.0,725.0,0.0,30056.0,58000.0,3600.0,3700.0,53169.0,12000.0,53169.0,1000.0,12000.0,22885.0,23900.0,6000.0,293.0
2013,8721.0,650.0,270000.0,48000.0,133000.0,,1600.0,1400.0,1100.0,2200.0,,950.0,12000.0,767.0,0.0,30994.0,66000.0,3600.0,3800.0,45885.0,6000.0,45885.0,1000.0,6000.0,40409.0,28900.0,8000.0,228.0
2014,8721.0,650.0,270000.0,48000.0,133000.0,,1600.0,1400.0,1100.0,2200.0,,950.0,14000.0,767.0,0.0,32284.0,65000.0,3600.0,3800.0,40425.0,6000.0,40425.0,1000.0,6000.0,45897.0,28900.0,8000.0,228.0
