,USSR,France,Australia & New Zealand,Pakistan,Thailand,Ethiopia,Kenya,Romania,Democratic People's Republic of Korea,Lebanon,Yemen,Tunisia,Albania,Brazil,Paraguay,Niger,Serbia,Slovenia,Hungary,Argentina,Colombia,Spain,India,Malta,Ecuador,Cabo Verde,Indonesia,Republic of Moldova,Canada,Turkey,Jordan,Egypt,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Republic of Korea,New Zealand,Montenegro,Dominican Republic,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",Madagascar,Cyprus,Kazakhstan,Uruguay,Lithuania,Portugal,Guatemala,Cuba,Slovakia,Bhutan,Turkmenistan,Philippines,Iraq,Czechia,Timor-Leste,United Republic of Tanzania,Nepal,Libya,Bangladesh,Italy,Mauritius,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Switzerland,Chile,Honduras,Kyrgyzstan,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Estonia,Georgia,Azerbaijan,Oman,Bosnia and Herzegovina,Russian Federation,Austria,Sudan,Venezuela (Bolivarian Republic of),Latvia,Ukraine,Kuwait,Bolivia (Plurinational State of),Tajikistan,Croatia,Bulgaria,Myanmar,China
1996,,75913.0,63312.0,89546.0,54461.0,108000.0,89381.0,41291.0,106875.0,222755.0,114943.0,50000.0,64000.0,43359.0,25983.0,100000.0,,72908.0,84969.0,94315.0,,81260.0,46437.0,50000.0,22411.0,56076.0,70963.0,,,77778.0,102667.0,239647.0,30478.0,72105.0,,266378.0,108631.0,63312.0,,58282.0,90717.0,80854.0,,76969.0,68143.0,196328.0,137500.0,55720.0,104348.0,,38343.0,66667.0,71798.0,58037.0,70699.0,52696.0,,25000.0,29519.0,30435.0,52771.0,7938.0,55882.0,,64207.0,22308.0,86182.0,78333.0,78333.0,98225.0,35333.0,33339.0,238095.0,177778.0,53333.0,,62394.0,34308.0,76250.0,34423.0,124277.0,135161.0,17647.0,,,34510.0,,73293.0,,39412.0,58982.0,100000.0,,70217.0,25000.0,34729.0,81613.0,43579.0,80000.0,37500.0,25714.0,33590.0,137203.0
1997,,76610.0,65722.0,89529.0,51850.0,95000.0,108677.0,49102.0,106869.0,125455.0,125000.0,41379.0,66667.0,47081.0,25867.0,100000.0,,78346.0,87937.0,96466.0,,78781.0,44522.0,53513.0,14342.0,55530.0,55092.0,40000.0,,79643.0,95325.0,227692.0,27413.0,60000.0,,265573.0,108548.0,65722.0,,64716.0,89865.0,80233.0,,77523.0,62151.0,190637.0,130233.0,55758.0,115000.0,,38342.0,66667.0,72118.0,62727.0,67648.0,52558.0,,25000.0,25506.0,37895.0,52316.0,9357.0,54545.0,,63962.0,29972.0,85431.0,74545.0,80357.0,109023.0,24800.0,36311.0,100000.0,173684.0,42304.0,,62016.0,35417.0,83889.0,33964.0,100541.0,131333.0,28375.0,,,37447.0,,99485.0,,44500.0,66914.0,100000.0,,73684.0,10000.0,31972.0,80938.0,46274.0,66000.0,36593.0,37465.0,38732.0,129625.0
1998,,79821.0,71429.0,90444.0,54592.0,102947.0,103889.0,52941.0,106849.0,305714.0,126356.0,45000.0,66667.0,50756.0,25877.0,100875.0,,72688.0,90214.0,94242.0,,73261.0,46323.0,54137.0,24930.0,55042.0,45873.0,48000.0,,78739.0,110238.0,229449.0,33145.0,72000.0,,260000.0,105499.0,71429.0,,55236.0,83699.0,73205.0,,78127.0,58141.0,162503.0,127778.0,55834.0,113158.0,,36950.0,66667.0,72438.0,58321.0,69165.0,45707.0,,25000.0,24604.0,40000.0,49613.0,6455.0,55882.0,50000.0,65000.0,30220.0,84209.0,68947.0,81071.0,207949.0,23043.0,35500.0,140000.0,171429.0,38068.0,,70997.0,35417.0,102778.0,36797.0,87510.0,97324.0,31889.0,,,22553.0,,60827.0,,48862.0,64040.0,100000.0,,68368.0,28472.0,37608.0,109778.0,43750.0,58250.0,40075.0,39502.0,38057.0,127133.0
1999,,74054.0,71429.0,90235.0,57904.0,100000.0,83248.0,56711.0,106833.0,331667.0,129412.0,50000.0,65556.0,57709.0,17962.0,100835.0,,89000.0,75212.0,104317.0,105405.0,74617.0,41692.0,54804.0,14680.0,54737.0,48100.0,54286.0,,75954.0,170127.0,209490.0,34566.0,70000.0,,275000.0,114056.0,71429.0,,71921.0,80648.0,74062.0,,78756.0,65304.0,207326.0,127083.0,55940.0,115789.0,,34653.0,66667.0,72758.0,60476.0,112154.0,46943.0,,25000.0,24572.0,50687.0,49670.0,7250.0,57143.0,50000.0,58333.0,29344.0,81273.0,63333.0,84333.0,108408.0,19167.0,36500.0,76678.0,170707.0,51370.0,,66836.0,36000.0,112174.0,35964.0,110231.0,60781.0,35714.0,,,17500.0,,67945.0,,45318.0,65406.0,100000.0,,65477.0,41818.0,41636.0,130256.0,47351.0,54444.0,38491.0,35714.0,38210.0,126813.0
2000,,79242.0,52817.0,88441.0,57919.0,90000.0,66954.0,46149.0,106802.0,200000.0,130747.0,49474.0,62000.0,63467.0,17335.0,100341.0,,86667.0,74300.0,96249.0,93231.0,71603.0,42103.0,54279.0,11806.0,53975.0,59120.0,31000.0,,73429.0,142568.0,212886.0,32220.0,78947.0,,275000.0,105558.0,52817.0,,72197.0,86567.0,74216.0,,76087.0,68696.0,179794.0,134182.0,54667.0,120013.0,200000.0,34463.0,66667.0,73078.0,59405.0,128900.0,39777.0,,30000.0,25978.0,54997.0,51121.0,12230.0,54667.0,50000.0,58065.0,29951.0,86046.0,65714.0,89286.0,99321.0,28095.0,32157.0,70138.0,172000.0,66418.0,,66461.0,36000.0,124800.0,39871.0,107914.0,62398.0,34906.0,,,14035.0,,61589.0,,20926.0,69385.0,100000.0,,70858.0,21111.0,54274.0,134167.0,48024.0,48400.0,30251.0,34722.0,40023.0,133720.0
2001,,79653.0,52826.0,80598.0,55802.0,120000.0,62672.0,56395.0,106250.0,224490.0,150000.0,48333.0,65000.0,71286.0,18139.0,100000.0,,58519.0,78552.0,99124.0,107063.0,76136.0,41400.0,40467.0,12004.0,54000.0,53425.0,35490.0,,68667.0,369302.0,231734.0,44545.0,76667.0,,260000.0,109485.0,52826.0,,52665.0,105595.0,83295.0,,80000.0,74256.0,187067.0,135652.0,56373.0,137879.0,180000.0,34968.0,80000.0,73398.0,61111.0,149836.0,44457.0,,35000.0,26921.0,58812.0,53094.0,11825.0,54178.0,51327.0,59930.0,29181.0,88940.0,66667.0,87857.0,64400.0,27143.0,28923.0,89147.0,164762.0,56198.0,,67742.0,30385.0,99607.0,38030.0,94786.0,80494.0,34783.0,,,19773.0,,72773.0,,33278.0,76432.0,100000.0,,70497.0,34041.0,60670.0,149333.0,47916.0,57500.0,37793.0,38889.0,44447.0,134959.0
2002,,79045.0,52799.0,81338.0,57244.0,146753.0,70035.0,48606.0,106767.0,180392.0,153056.0,49565.0,67000.0,72820.0,18470.0,103852.0,,63462.0,61185.0,96329.0,101157.0,81463.0,43353.0,61034.0,13312.0,46000.0,58555.0,33846.0,,64000.0,335085.0,219273.0,41346.0,69231.0,,266667.0,117993.0,52799.0,,66085.0,95339.0,86329.0,,87931.0,75780.0,193127.0,145161.0,56728.0,134265.0,200000.0,23200.0,80000.0,73718.0,65074.0,126696.0,46181.0,,44000.0,28840.0,60330.0,52436.0,11429.0,53681.0,52201.0,59446.0,28934.0,86958.0,62500.0,89355.0,112787.0,20625.0,29295.0,75837.0,159091.0,56667.0,,68966.0,30000.0,97478.0,40249.0,107767.0,68187.0,35802.0,,,23333.0,,72428.0,,43760.0,77016.0,100000.0,,76630.0,32982.0,62559.0,127931.0,49071.0,114286.0,38377.0,46094.0,50596.0,144719.0
2003,,68442.0,52857.0,81981.0,50381.0,100000.0,97614.0,51855.0,105882.0,106918.0,160000.0,50000.0,66667.0,81528.0,18197.0,106473.0,,48226.0,53701.0,100614.0,109082.0,78477.0,40987.0,97011.0,13043.0,53500.0,61398.0,36000.0,,65789.0,354671.0,218485.0,37313.0,71429.0,,265428.0,114317.0,52857.0,,56023.0,96275.0,82802.0,,90841.0,78644.0,199922.0,160000.0,57551.0,138872.0,200000.0,48551.0,77018.0,74131.0,67639.0,83446.0,50163.0,,60000.0,28447.0,73684.0,25013.0,12482.0,53004.0,58998.0,58730.0,23624.0,82683.0,78750.0,121373.0,101628.0,17778.0,23549.0,85466.0,84571.0,53860.0,,69643.0,31786.0,109058.0,43754.0,106600.0,49960.0,35294.0,95977.0,83353.0,11215.0,,76590.0,,30404.0,72923.0,92000.0,,70769.0,34027.0,50097.0,130370.0,64390.0,141000.0,27142.0,48321.0,56737.0,159379.0
2004,,76765.0,54074.0,82469.0,61813.0,143047.0,66667.0,75322.0,106607.0,122581.0,48913.0,50000.0,70000.0,81389.0,15656.0,111134.0,,78571.0,94038.0,101954.0,91988.0,77200.0,49755.0,67857.0,13584.0,50000.0,58521.0,36648.0,,64118.0,317818.0,224977.0,33485.0,75305.0,,260870.0,118340.0,54074.0,,58063.0,97067.0,85637.0,,87410.0,78343.0,185270.0,166667.0,58289.0,142640.0,141000.0,44118.0,92558.0,74636.0,70730.0,136779.0,43539.0,61111.0,70000.0,28236.0,47619.0,57868.0,13386.0,50707.0,69236.0,58462.0,34803.0,89238.0,95000.0,126435.0,123243.0,17647.0,27205.0,96786.0,71355.0,104396.0,45000.0,68519.0,32333.0,120759.0,50096.0,117265.0,70000.0,36455.0,100521.0,98383.0,39255.0,116667.0,82229.0,82206.0,39701.0,77155.0,92727.0,,70402.0,24515.0,66684.0,126667.0,68088.0,133333.0,30000.0,56996.0,59524.0,166050.0
2005,,77260.0,54082.0,84697.0,63334.0,144059.0,150000.0,55060.0,105556.0,110000.0,45053.0,46667.0,70000.0,83188.0,14286.0,114450.0,,68571.0,74757.0,97111.0,73046.0,78703.0,44872.0,69052.0,16613.0,50000.0,63210.0,47026.0,,63491.0,338411.0,226776.0,37030.0,73936.0,,263753.0,118044.0,54082.0,,59886.0,94772.0,94805.0,,101620.0,85097.0,178851.0,171875.0,59026.0,146409.0,207500.0,40457.0,53733.0,75071.0,74556.0,89704.0,40647.0,25067.0,71429.0,28134.0,186000.0,52195.0,14916.0,49490.0,69200.0,58624.0,35232.0,93576.0,77500.0,140789.0,125964.0,17333.0,31138.0,111152.0,71906.0,53268.0,90000.0,68000.0,34375.0,107663.0,42806.0,102033.0,74690.0,35088.0,94330.0,98515.0,29674.0,107692.0,83894.0,105882.0,39065.0,83532.0,96250.0,,74545.0,23450.0,76230.0,135095.0,68331.0,133333.0,32500.0,59806.0,59118.0,170998.0
2006,,75410.0,54049.0,81846.0,61043.0,85868.0,150000.0,49311.0,107395.0,100000.0,45039.0,46364.0,223283.0,83711.0,14833.0,117623.0,30277.0,62222.0,64982.0,87423.0,114667.0,91660.0,44344.0,71125.0,16667.0,50000.0,67750.0,50878.0,,64075.0,310000.0,225942.0,39564.0,73749.0,,263566.0,115891.0,54049.0,33252.0,62271.0,71554.0,85717.0,,92754.0,93646.0,187849.0,176923.0,59754.0,150177.0,166667.0,40457.0,32495.0,74478.0,76523.0,81298.0,42541.0,13057.0,80000.0,28285.0,60000.0,61691.0,15627.0,49479.0,68783.0,58462.0,38371.0,92296.0,76250.0,148391.0,103567.0,18462.0,,108981.0,72981.0,54777.0,70000.0,66667.0,34286.0,112739.0,46806.0,102714.0,89158.0,44018.0,97949.0,105548.0,20000.0,75000.0,89468.0,112264.0,43277.0,85572.0,100870.0,,81023.0,27970.0,80442.0,137192.0,69444.0,160000.0,40000.0,37600.0,60165.0,176180.0
2007,,77100.0,53448.0,80130.0,61775.0,73719.0,150000.0,43695.0,111765.0,108197.0,45726.0,46471.0,200000.0,87939.0,14286.0,120078.0,24654.0,70556.0,80437.0,89744.0,127279.0,90899.0,48763.0,62571.0,16923.0,50000.0,64361.0,30341.0,,88464.0,310000.0,224641.0,37058.0,67872.0,,263158.0,128788.0,53448.0,27240.0,62672.0,72392.0,103804.0,,84989.0,101450.0,185408.0,213333.0,60465.0,153945.0,180000.0,42155.0,43718.0,66667.0,82710.0,79561.0,44352.0,12220.0,83333.0,29213.0,91339.0,57087.0,16329.0,47784.0,63063.0,58462.0,45536.0,91691.0,65556.0,153846.0,106094.0,18333.0,,107705.0,71400.0,93581.0,75000.0,67050.0,34768.0,114077.0,45577.0,98630.0,87530.0,60000.0,94581.0,106987.0,22250.0,77500.0,87116.0,97692.0,36096.0,83770.0,100909.0,,84050.0,28951.0,71858.0,139263.0,70628.0,170940.0,59659.0,43686.0,61217.0,212339.0
2008,,75433.0,54169.0,78522.0,61969.0,111132.0,185897.0,52518.0,108128.0,110000.0,46166.0,47500.0,79286.0,89670.0,14202.0,124524.0,29223.0,62708.0,73664.0,94958.0,96897.0,86350.0,51839.0,73600.0,16259.0,50000.0,64199.0,43370.0,34333.0,95427.0,266154.0,287963.0,45902.0,71333.0,,263361.0,132131.0,54169.0,37760.0,61473.0,77143.0,99335.0,,84598.0,100726.0,188573.0,224291.0,61155.0,157714.0,166091.0,43161.0,47940.0,66429.0,81165.0,75679.0,40170.0,11667.0,73333.0,29483.0,78650.0,57862.0,22515.0,46013.0,70011.0,58462.0,43091.0,85826.0,66667.0,195652.0,87358.0,10667.0,,104082.0,71402.0,86990.0,83333.0,68000.0,34850.0,118140.0,48817.0,106585.0,90011.0,60000.0,96098.0,112098.0,21429.0,76667.0,84226.0,92857.0,37702.0,88995.0,92000.0,,83271.0,22308.0,79075.0,141615.0,69785.0,170940.0,54839.0,50130.0,68746.0,223284.0
2009,,74320.0,55567.0,80416.0,64389.0,116957.0,187103.0,48124.0,107871.0,111554.0,47111.0,47500.0,80319.0,86209.0,13613.0,113302.0,28785.0,63958.0,65461.0,95271.0,105088.0,97108.0,50003.0,82375.0,15116.0,50383.0,67244.0,38208.0,31963.0,87803.0,177619.0,267080.0,54745.0,71429.0,,263565.0,135728.0,55567.0,38812.0,57688.0,77334.0,98851.0,,86105.0,98021.0,195444.0,231625.0,61818.0,161482.0,251571.0,43556.0,52165.0,73940.0,81190.0,72995.0,40323.0,10826.0,83333.0,29423.0,49486.0,37500.0,22471.0,44165.0,68122.0,57664.0,45115.0,89381.0,70000.0,213043.0,103811.0,10909.0,,106950.0,43202.0,85714.0,75000.0,95099.0,35778.0,120800.0,53544.0,105499.0,74140.0,35200.0,92523.0,109697.0,11212.0,80000.0,86787.0,102206.0,40000.0,83555.0,73056.0,,80000.0,12222.0,79418.0,135816.0,47081.0,170857.0,90000.0,82713.0,69558.0,230584.0
2010,,72303.0,55930.0,83473.0,62853.0,120151.0,265533.0,52499.0,107429.0,105025.0,49032.0,57143.0,90155.0,99640.0,14416.0,127875.0,28358.0,76842.0,69286.0,94556.0,109533.0,91960.0,50587.0,77451.0,15515.0,50000.0,67704.0,45824.0,22692.0,80900.0,231429.0,252870.0,50351.0,86364.0,,264055.0,121156.0,55930.0,41463.0,57646.0,90789.0,96616.0,,89589.0,98997.0,183989.0,231704.0,62450.0,165250.0,186333.0,48092.0,31794.0,74677.0,81663.0,72193.0,40937.0,13603.0,90180.0,31468.0,82243.0,33134.0,22421.0,42778.0,73373.0,57143.0,44364.0,93108.0,60000.0,227083.0,104287.0,14167.0,,98107.0,45455.0,74797.0,49134.0,95397.0,36299.0,121634.0,60993.0,95490.0,73626.0,31377.0,87946.0,122948.0,15714.0,81429.0,81309.0,127258.0,38886.0,79658.0,68444.0,,89990.0,29500.0,80718.0,135143.0,46159.0,133158.0,96818.0,55739.0,71070.0,230664.0
2011,,74720.0,55809.0,84815.0,63260.0,93352.0,238708.0,54916.0,106944.0,95113.0,45570.0,81196.0,96658.0,110839.0,14051.0,136607.0,27310.0,73607.0,61698.0,94252.0,143761.0,89373.0,52732.0,77784.0,16196.0,50136.0,80684.0,47551.0,24677.0,76801.0,154667.0,243594.0,43823.0,110526.0,,263911.0,122739.0,55809.0,40617.0,87626.0,73829.0,102317.0,,90318.0,102990.0,187318.0,233794.0,63047.0,169018.0,179077.0,51523.0,30000.0,73191.0,83088.0,71233.0,36472.0,14426.0,96177.0,32000.0,100513.0,39268.0,19372.0,36364.0,71337.0,57532.0,49802.0,96941.0,68000.0,289286.0,105235.0,24615.0,,104703.0,45455.0,147892.0,11176.0,95694.0,36831.0,122319.0,56804.0,127316.0,73419.0,48362.0,91964.0,87918.0,22267.0,83333.0,88127.0,118082.0,33269.0,87294.0,63553.0,,90209.0,29388.0,81085.0,88095.0,46415.0,170690.0,76481.0,41010.0,72824.0,232971.0
2012,,62815.0,55688.0,84715.0,65442.0,104689.0,56605.0,52228.0,106667.0,87620.0,47826.0,75261.0,92353.0,106328.0,13704.0,153849.0,21910.0,61642.0,60569.0,93948.0,174468.0,88238.0,50744.0,76456.0,16336.0,52941.0,67014.0,28226.0,30690.0,85687.0,106866.0,251427.0,43600.0,81818.0,,263768.0,119921.0,55688.0,35045.0,78635.0,59202.0,101934.0,,89705.0,107309.0,186581.0,231917.0,65000.0,172787.0,182600.0,60144.0,34000.0,96369.0,84141.0,61000.0,39333.0,12524.0,94923.0,32771.0,66891.0,21585.0,20123.0,38462.0,68736.0,58824.0,52752.0,90953.0,61250.0,452699.0,104773.0,16429.0,,117802.0,,60296.0,8000.0,113473.0,38889.0,121060.0,85752.0,106346.0,73489.0,49820.0,87391.0,92562.0,19323.0,95000.0,84226.0,116667.0,26864.0,86394.0,50291.0,45455.0,90521.0,22432.0,76178.0,96774.0,46802.0,154800.0,112220.0,85000.0,73521.0,231001.0
2013,,75283.0,55567.0,85476.0,53403.0,96944.0,95649.0,58549.0,106667.0,80983.0,46842.0,89272.0,116952.0,106859.0,13704.0,153866.0,26320.0,65680.0,65000.0,93644.0,176657.0,93499.0,50766.0,77511.0,16448.0,49897.0,63598.0,43510.0,29424.0,88270.0,153182.0,251681.0,44935.0,90000.0,,263624.0,140450.0,55567.0,38553.0,54914.0,103797.0,111139.0,,90081.0,105215.0,181386.0,246611.0,63750.0,176555.0,187643.0,67628.0,40000.0,80688.0,84768.0,86766.0,31667.0,7608.0,98372.0,35391.0,59266.0,40442.0,21778.0,38341.0,69033.0,57326.0,52731.0,90664.0,66875.0,394851.0,104312.0,21250.0,,125750.0,,64121.0,14138.0,118865.0,37319.0,137204.0,108768.0,109812.0,73152.0,50824.0,89316.0,88500.0,17913.0,120000.0,83353.0,108.0,38883.0,84676.0,59822.0,57512.0,90728.0,29605.0,81713.0,515625.0,46370.0,129646.0,145116.0,57778.0,73611.0,245679.0
2014,,69702.0,55446.0,86774.0,56943.0,100979.0,110526.0,58650.0,107082.0,74345.0,43837.0,105983.0,133984.0,97291.0,13252.0,153111.0,37686.0,70698.0,75895.0,93340.0,171295.0,84635.0,54199.0,78565.0,16579.0,50045.0,87488.0,43710.0,28695.0,89730.0,151932.0,239308.0,46516.0,58732.0,,263480.0,141154.0,55446.0,39863.0,44546.0,185108.0,100781.0,,90456.0,107626.0,182191.0,254436.0,64280.0,180323.0,208488.0,53810.0,32000.0,133592.0,86309.0,87633.0,11714.0,8883.0,101822.0,35201.0,54153.0,37888.0,22723.0,37063.0,68557.0,57273.0,58868.0,91915.0,60370.0,267168.0,103850.0,25789.0,,128831.0,,82098.0,13333.0,104832.0,35862.0,132537.0,100256.0,123701.0,75315.0,51827.0,87013.0,103938.0,12437.0,92857.0,84512.0,115.0,32009.0,90284.0,56603.0,53913.0,87515.0,11518.0,87279.0,87273.0,46186.0,135294.0,85776.0,152500.0,74607.0,253452.0
