,USSR,Eritrea,Bahrain,Fiji,Australia,Panama,Pakistan,Democratic Republic of the Congo,Ethiopia,Kenya,Romania,Lao People's Democratic Republic,Zambia,Solomon Islands,Botswana,Papua New Guinea,Tajikistan,Suriname,Togo,Albania,Mozambique,Niger,Australia & New Zealand,Slovenia,Saint Lucia,Chad,Philippines,New Caledonia,Central African Republic,India,Cabo Verde,Indonesia,Poland,Turkey,Mongolia,Belgium-Luxembourg,Ethiopia PDR,Estonia,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,Nigeria,Mali,Hungary,Lebanon,Syrian Arab Republic,Iran (Islamic Republic of),Peru,Gambia,Ghana,Spain,"China, mainland",Madagascar,Cyprus,Guinea-Bissau,Lithuania,Portugal,Guatemala,Saint Kitts and Nevis,Slovakia,Bhutan,Dominica,Czechia,Swaziland,United Republic of Tanzania,South Sudan,Nepal,Luxembourg,Libya,Bangladesh,Italy,Senegal,Germany,Comoros,Latvia,Benin,Uzbekistan,China,Burkina Faso,Armenia,Sudan (former),Morocco,Jordan,Sierra Leone,Afghanistan,Zimbabwe,Kyrgyzstan,Gabon,Algeria,Austria,Israel,Réunion,Maldives,Timor-Leste,Denmark,Trinidad and Tobago,Namibia,Saudi Arabia,Sudan,United Kingdom,Azerbaijan,Yemen,Viet Nam,Mauritania,Barbados,Russian Federation,Cameroon,Tunisia,Saint Vincent and the Grenadines,Mexico,Guinea,Guadeloupe,Côte d'Ivoire,Bulgaria,Thailand,Ukraine,Liberia
1961,10405.0,,,5000.0,,,3954.0,6250.0,,4151.0,7576.0,7000.0,8000.0,6667.0,7100.0,5000.0,,5962.0,4615.0,3762.0,4815.0,7826.0,,,20000.0,6364.0,,6250.0,5000.0,4037.0,1944.0,5556.0,12041.0,8967.0,1714.0,22760.0,5882.0,,5726.0,,5986.0,9615.0,10417.0,5768.0,12712.0,4409.0,6364.0,13462.0,,30000.0,6933.0,10000.0,2000.0,1000.0,7046.0,,11667.0,7176.0,8000.0,,6250.0,,10000.0,,4444.0,4250.0,,6667.0,3846.0,,5000.0,,2164.0,7375.0,6500.0,4500.0,21714.0,6500.0,,3393.0,,,10000.0,,11077.0,4286.0,,5435.0,8780.0,6069.0,,5000.0,,16993.0,6924.0,,6000.0,5000.0,40000.0,7143.0,8889.0,16667.0,,22730.0,,10000.0,5281.0,4000.0,10000.0,,6250.0,4000.0,6667.0,,5455.0,,4000.0,,9412.0,,5000.0
1962,9192.0,,,4940.0,,,3742.0,6250.0,,4151.0,6667.0,6829.0,8000.0,6645.0,6000.0,5000.0,,6170.0,4375.0,6590.0,5818.0,8000.0,,,20000.0,6765.0,,6667.0,5000.0,4146.0,2778.0,5556.0,13043.0,9980.0,1714.0,16547.0,6000.0,,5701.0,,6219.0,9574.0,7976.0,4682.0,17457.0,4409.0,6154.0,9615.0,,33333.0,6984.0,10000.0,2100.0,1000.0,7639.0,,11579.0,9271.0,8000.0,,6875.0,,10000.0,,4595.0,4250.0,,6667.0,3846.0,,5000.0,,2486.0,6734.0,6000.0,4750.0,22873.0,6500.0,,3881.0,,,10071.0,,12308.0,8750.0,,5435.0,8857.0,5259.0,,5000.0,,17663.0,6656.0,,6000.0,5000.0,37500.0,7143.0,8889.0,16250.0,,27859.0,,10000.0,5484.0,4000.0,10000.0,,6250.0,4000.0,6667.0,,6364.0,,3846.0,,9770.0,,5000.0
1963,5924.0,,,4940.0,,,3620.0,6250.0,,4206.0,7213.0,6747.0,8000.0,6774.0,6000.0,5000.0,,6883.0,6000.0,5208.0,5583.0,8000.0,,,20000.0,6944.0,,6667.0,5000.0,4019.0,3056.0,5172.0,11456.0,11029.0,1857.0,17570.0,6047.0,,5735.0,,6137.0,9634.0,10549.0,3851.0,15149.0,4421.0,6154.0,9615.0,,30000.0,7080.0,10000.0,2200.0,1000.0,6739.0,,11500.0,7778.0,8000.0,,6875.0,,10000.0,,4500.0,4500.0,,6667.0,3972.0,,5000.0,,3129.0,6969.0,6765.0,4651.0,23051.0,6190.0,,4263.0,,,10143.0,,11471.0,8333.0,,5000.0,8711.0,5000.0,,5000.0,,16966.0,6891.0,,6000.0,5000.0,37500.0,7067.0,8889.0,16471.0,,25411.0,,10000.0,5625.0,4000.0,10000.0,,6250.0,4200.0,6667.0,,4545.0,,5625.0,,9574.0,,5000.0
1964,6503.0,,,4598.0,,,4425.0,6250.0,,4206.0,4412.0,6747.0,8000.0,6750.0,6000.0,5000.0,,8776.0,5283.0,4921.0,5333.0,7672.0,,,20000.0,7500.0,,6667.0,5000.0,4502.0,3529.0,5263.0,11977.0,9381.0,1857.0,13909.0,6023.0,,5653.0,,7417.0,9570.0,8912.0,3953.0,16127.0,4490.0,6190.0,9615.0,,28000.0,7196.0,10000.0,2300.0,1000.0,5674.0,,11429.0,6101.0,8000.0,,7500.0,,10000.0,,4524.0,4500.0,,6667.0,4288.0,,5000.0,,2062.0,7647.0,7879.0,4778.0,22752.0,6429.0,,2824.0,,,10286.0,,11143.0,7000.0,,5435.0,9156.0,3919.0,,5250.0,,17196.0,9828.0,,6000.0,5000.0,37500.0,7240.0,9333.0,16667.0,,30590.0,,10000.0,5700.0,4000.0,7500.0,,6250.0,3333.0,6667.0,,6000.0,,6190.0,,9406.0,,5000.0
1965,6739.0,,,4598.0,,,4981.0,6250.0,,4259.0,6094.0,6667.0,8000.0,6875.0,6000.0,5000.0,,10500.0,5036.0,4558.0,5583.0,7911.0,,,20000.0,7750.0,,8219.0,5000.0,4440.0,3824.0,6098.0,15647.0,11167.0,1447.0,8877.0,6000.0,,5714.0,,7396.0,9709.0,10654.0,4470.0,16938.0,4554.0,6250.0,9596.0,,26667.0,7291.0,10000.0,2500.0,1000.0,4468.0,,11364.0,7865.0,8000.0,,6875.0,,10000.0,,4878.0,4500.0,,6667.0,4253.0,,5000.0,,2985.0,7439.0,7320.0,4792.0,24782.0,5870.0,,3030.0,,,9733.0,,11429.0,5882.0,,4783.0,9042.0,5000.0,,5250.0,,16667.0,7843.0,,6000.0,5000.0,28571.0,7240.0,9333.0,16316.0,,26512.0,,10000.0,5588.0,3810.0,8750.0,,6250.0,4000.0,6667.0,,6000.0,,5250.0,,9426.0,,5000.0
1966,7197.0,,,4598.0,,,4642.0,6667.0,,4273.0,6522.0,6667.0,8000.0,6788.0,5000.0,5000.0,,13393.0,5000.0,4440.0,5417.0,8009.0,,,20000.0,7778.0,,8571.0,5000.0,3828.0,4438.0,6383.0,14304.0,9515.0,8485.0,11900.0,5091.0,,5680.0,,7882.0,9667.0,10436.0,4759.0,17004.0,4608.0,6250.0,9725.0,,22500.0,7407.0,11829.0,2545.0,1000.0,8051.0,,11304.0,9920.0,10000.0,,7500.0,,10000.0,,4884.0,4750.0,,6667.0,4328.0,,5000.0,,4480.0,6769.0,6903.0,5000.0,25282.0,5870.0,,2410.0,,,9867.0,,11429.0,4286.0,,4444.0,8863.0,5000.0,,5250.0,,17059.0,10056.0,,6000.0,5000.0,40000.0,7556.0,9149.0,16500.0,,24988.0,,10000.0,5607.0,4091.0,7950.0,,6250.0,3750.0,6842.0,,6000.0,,5943.0,,9211.0,,5000.0
1967,6972.0,,,5296.0,,,4552.0,7273.0,,4273.0,7143.0,6588.0,8000.0,6970.0,6000.0,5000.0,,11807.0,6000.0,4534.0,4635.0,8452.0,,,20526.0,7000.0,,7353.0,5000.0,3953.0,3563.0,5882.0,15467.0,9805.0,2593.0,16393.0,5391.0,,5823.0,,7787.0,9688.0,9947.0,4442.0,13155.0,4608.0,6000.0,9736.0,,11429.0,7566.0,12689.0,2600.0,1000.0,8000.0,,11250.0,9682.0,10000.0,,6667.0,,10000.0,,4889.0,4750.0,,6667.0,4226.0,,5000.0,,4000.0,6024.0,6673.0,8000.0,27044.0,5633.0,,2736.0,,,10000.0,,11667.0,5385.0,,5435.0,8333.0,5000.0,,5000.0,,16592.0,10363.0,,6000.0,5143.0,40000.0,7567.0,9149.0,17143.0,,30459.0,,10000.0,5676.0,3913.0,10465.0,,6250.0,3938.0,6667.0,,6667.0,,6000.0,,9000.0,,5000.0
1968,8652.0,,,4668.0,,,6949.0,7745.0,,4554.0,4258.0,7159.0,8000.0,7059.0,6000.0,5000.0,,12254.0,6000.0,3697.0,5478.0,5466.0,,,21111.0,5000.0,,7692.0,5000.0,4376.0,1307.0,5333.0,15417.0,9403.0,2941.0,17433.0,5833.0,,5553.0,,7377.0,9705.0,7744.0,5258.0,12923.0,4615.0,6000.0,9730.0,,8690.0,7702.0,12997.0,2600.0,1048.0,7858.0,,11200.0,6372.0,10000.0,,6667.0,,10000.0,,5000.0,5000.0,,7500.0,4380.0,,5000.0,,4000.0,8088.0,6453.0,6000.0,26826.0,5640.0,,2857.0,,,10133.0,,11538.0,7430.0,,5000.0,9111.0,5000.0,,5000.0,,17090.0,9494.0,,6000.0,5143.0,30769.0,7567.0,9362.0,16818.0,,24218.0,,10000.0,5310.0,4130.0,11875.0,,6250.0,3688.0,7179.0,,6167.0,,5333.0,,9013.0,,5250.0
1969,6739.0,,,4717.0,,,5448.0,6405.0,,4775.0,10952.0,7159.0,8000.0,7235.0,6000.0,5000.0,,10303.0,6000.0,3665.0,5183.0,7226.0,,,20556.0,4899.0,,7692.0,5000.0,4446.0,1958.0,5000.0,14627.0,10051.0,1765.0,19840.0,6000.0,,5732.0,,8211.0,9700.0,11073.0,5456.0,11902.0,4712.0,6364.0,9734.0,,9306.0,7926.0,8019.0,2600.0,960.0,7801.0,,11154.0,6445.0,10000.0,,10000.0,,10000.0,,5000.0,5000.0,,6667.0,4340.0,,5000.0,,4000.0,8224.0,6307.0,7000.0,26418.0,5577.0,,3333.0,,,10267.0,,11458.0,6167.0,,5306.0,9481.0,5000.0,,5000.0,,15287.0,9375.0,,6000.0,5000.0,29851.0,7542.0,9362.0,16957.0,,26483.0,,10000.0,5217.0,4000.0,11849.0,,6250.0,4647.0,7692.0,,6167.0,,6250.0,,8803.0,,4889.0
1970,9333.0,,,5000.0,,,6588.0,6571.0,,4732.0,5161.0,7159.0,8000.0,7257.0,6000.0,5000.0,,8164.0,6000.0,5038.0,5583.0,5222.0,,,20556.0,5000.0,,9167.0,5000.0,4744.0,1705.0,6383.0,16029.0,8649.0,2222.0,16809.0,6333.0,,5873.0,,9358.0,9692.0,12727.0,5821.0,13093.0,4537.0,6333.0,9738.0,,6320.0,8105.0,8806.0,2600.0,915.0,6533.0,,11111.0,3036.0,10000.0,,10000.0,,10000.0,,5000.0,4750.0,,6667.0,4263.0,,5000.0,,3533.0,8508.0,5962.0,6000.0,27773.0,5556.0,,2809.0,,,10133.0,,11277.0,5800.0,,5100.0,9536.0,5000.0,,5000.0,,18519.0,8089.0,,6000.0,5000.0,27714.0,7542.0,9375.0,17083.0,,20856.0,,7692.0,5299.0,4000.0,11818.0,,6250.0,3471.0,7000.0,,5833.0,,6545.0,,8696.0,,4889.0
1971,8333.0,,,5000.0,,,6431.0,6887.0,,4655.0,10938.0,7159.0,8000.0,7429.0,5200.0,5000.0,,10136.0,6000.0,2614.0,5583.0,5577.0,,,21111.0,5000.0,,7778.0,5000.0,4573.0,1350.0,5625.0,18235.0,10128.0,10000.0,18472.0,6833.0,,5973.0,,9076.0,9693.0,12920.0,5936.0,14591.0,4537.0,6296.0,9741.0,,9991.0,9174.0,7062.0,2333.0,921.0,7539.0,,11071.0,5566.0,10000.0,,6667.0,,10000.0,,5000.0,4750.0,,6818.0,4309.0,,5000.0,,5191.0,8182.0,9080.0,6600.0,26792.0,5536.0,,3793.0,,,10267.0,,11111.0,5417.0,,5200.0,9615.0,5000.0,,5000.0,,16447.0,10435.0,,6000.0,5556.0,29412.0,8167.0,9583.0,17200.0,,21804.0,,9231.0,5294.0,3846.0,12207.0,,6250.0,5263.0,7000.0,,6667.0,,5250.0,,8500.0,,4800.0
1972,6667.0,,,5000.0,,,6886.0,7075.0,,4839.0,7895.0,7412.0,8005.0,7444.0,4800.0,5000.0,,10152.0,6000.0,4000.0,5667.0,4175.0,,,21667.0,3750.0,,7895.0,5000.0,4526.0,2300.0,5625.0,19020.0,11185.0,1875.0,17052.0,7705.0,,5972.0,,8004.0,9690.0,14257.0,6007.0,16187.0,4495.0,6190.0,9699.0,,6464.0,6941.0,7169.0,2143.0,1169.0,7385.0,,11034.0,5463.0,10000.0,,6667.0,,10000.0,,5000.0,5000.0,,5859.0,4337.0,,5000.0,,,6800.0,10312.0,5000.0,25183.0,5517.0,,3250.0,,,9750.0,,10465.0,6671.0,,5000.0,9800.0,5000.0,,5000.0,,16397.0,17101.0,,6000.0,5556.0,24629.0,8043.0,9600.0,16923.0,,28579.0,,10000.0,5289.0,3478.0,12167.0,,6250.0,5000.0,7000.0,,6667.0,,5417.0,,8297.0,,4400.0
1973,8716.0,,,5000.0,,,6453.0,7664.0,,4597.0,5833.0,7159.0,7997.0,7667.0,5200.0,5000.0,,10377.0,6000.0,4000.0,5750.0,8888.0,,,22222.0,3000.0,,8000.0,5000.0,3597.0,1440.0,5882.0,19216.0,9937.0,5581.0,43564.0,7857.0,,6058.0,,9106.0,9676.0,11640.0,6050.0,15873.0,4495.0,6250.0,9690.0,8505.0,8398.0,8667.0,7328.0,2286.0,1250.0,7086.0,,11000.0,379.0,10000.0,,,,10000.0,,5161.0,5000.0,,5952.0,4286.0,,5000.0,,,7000.0,,6400.0,24350.0,5500.0,,2134.0,,,9294.0,,10444.0,6570.0,7500.0,5104.0,9000.0,5000.0,,5000.0,,16044.0,16762.0,13000.0,6000.0,5000.0,24939.0,7386.0,10000.0,17037.0,,28994.0,,9333.0,5000.0,3810.0,12833.0,,6250.0,4056.0,7353.0,,6333.0,7625.0,6000.0,,8000.0,,4000.0
1974,8041.0,,,5000.0,,,6284.0,7080.0,,4435.0,7500.0,7079.0,8002.0,7568.0,6000.0,5000.0,,10725.0,6000.0,4667.0,5833.0,5345.0,,,20500.0,3000.0,,7143.0,5000.0,3884.0,2200.0,7222.0,16647.0,9857.0,3061.0,39181.0,7440.0,,6008.0,,9987.0,9667.0,15113.0,6054.0,15232.0,4545.0,6667.0,9698.0,11546.0,6266.0,9295.0,7988.0,2414.0,1133.0,6670.0,,11878.0,4974.0,10000.0,,,,10000.0,,5313.0,4750.0,,8709.0,3077.0,,5000.0,,,7500.0,,7000.0,26300.0,5484.0,,5379.0,,,9412.0,,10426.0,9545.0,,5313.0,9606.0,5000.0,,5000.0,,17464.0,9177.0,12037.0,6000.0,5000.0,32682.0,7556.0,9455.0,17857.0,,29018.0,,9846.0,5000.0,3095.0,11667.0,,6250.0,5182.0,7500.0,,5833.0,7733.0,6129.0,,7500.0,,5200.0
1975,3545.0,,,5000.0,,,7860.0,7241.0,,5000.0,7778.0,7389.0,3809.0,7838.0,5667.0,5000.0,,7054.0,6000.0,2667.0,6250.0,4755.0,,,20000.0,3205.0,,6667.0,5000.0,4324.0,2000.0,5333.0,14712.0,11263.0,6579.0,34203.0,6800.0,,6064.0,,10276.0,10583.0,14286.0,6717.0,17853.0,4727.0,6579.0,9699.0,10000.0,5905.0,10209.0,8588.0,2414.0,1156.0,7540.0,,10869.0,10124.0,10000.0,,,,10000.0,,5373.0,4750.0,,7143.0,3077.0,,5000.0,,,7500.0,,7400.0,27458.0,5469.0,,5429.0,,,9529.0,,10408.0,5520.0,4706.0,5417.0,9697.0,5000.0,,2000.0,,,18387.0,12963.0,6000.0,,26446.0,7286.0,9818.0,17931.0,,34286.0,,9861.0,5000.0,3750.0,11833.0,,6250.0,5455.0,7750.0,,5833.0,7615.0,6250.0,,7104.0,,4667.0
1976,9801.0,,,5000.0,,,7217.0,7311.0,,4833.0,7143.0,7389.0,5006.0,7895.0,6000.0,5000.0,,7705.0,6000.0,4242.0,6250.0,4957.0,,,20000.0,3421.0,,6667.0,5000.0,4400.0,2000.0,5882.0,14799.0,11315.0,5278.0,21570.0,6667.0,,6082.0,,11700.0,10000.0,14286.0,7501.0,16358.0,4727.0,6500.0,7951.0,10000.0,12358.0,10667.0,8460.0,2667.0,1025.0,5140.0,,12575.0,8971.0,9000.0,,,,10000.0,,5507.0,5000.0,,8116.0,3571.0,,5000.0,,,7500.0,,5600.0,18745.0,5485.0,,5000.0,,,9647.0,,10500.0,7143.0,13333.0,5625.0,9657.0,5000.0,,5000.0,,,22549.0,12963.0,6000.0,,22110.0,7479.0,9333.0,18000.0,,35000.0,,10000.0,5200.0,4000.0,12000.0,,6250.0,6000.0,8500.0,,6667.0,7608.0,5833.0,,6707.0,,5000.0
1977,6731.0,,,5000.0,,,6671.0,7094.0,,4733.0,3684.0,7389.0,3558.0,7895.0,6667.0,5000.0,,9844.0,6000.0,9412.0,5833.0,4218.0,,,20000.0,3649.0,,8333.0,5000.0,3378.0,1600.0,5294.0,13895.0,12126.0,3684.0,32890.0,5833.0,,6031.0,,8314.0,10161.0,14286.0,8388.0,15929.0,4545.0,6250.0,11091.0,10000.0,12627.0,8878.0,8062.0,2667.0,892.0,8081.0,,9831.0,8367.0,9000.0,,,,10000.0,,5797.0,5000.0,,6444.0,3571.0,,5000.0,,,7500.0,,4927.0,28290.0,11765.0,,5000.0,,,9765.0,,10385.0,2101.0,10938.0,5714.0,9459.0,5714.0,,5000.0,,,14375.0,11818.0,6000.0,,31595.0,7514.0,9194.0,18065.0,,29259.0,,11389.0,5234.0,4200.0,12131.0,,6250.0,4762.0,9091.0,,5833.0,5042.0,6667.0,,6667.0,,5000.0
1978,10978.0,,,5000.0,,,6787.0,6917.0,,4567.0,5000.0,7308.0,3629.0,8158.0,6667.0,5000.0,,8065.0,6000.0,6389.0,5417.0,5567.0,,,20000.0,3889.0,,8750.0,5000.0,3681.0,2250.0,5556.0,15749.0,10740.0,1667.0,38339.0,5833.0,,6110.0,,9958.0,10182.0,14286.0,8598.0,17492.0,4727.0,6364.0,12544.0,10000.0,12273.0,9518.0,7470.0,2667.0,932.0,9215.0,,6641.0,9217.0,9150.0,,,,10000.0,,5833.0,5000.0,,15538.0,3529.0,,5000.0,,,7500.0,,7822.0,27918.0,11429.0,,4000.0,,,9882.0,,10769.0,2211.0,12500.0,5859.0,9730.0,5000.0,,5098.0,,,7114.0,11455.0,6000.0,,30335.0,7584.0,9355.0,18125.0,,33810.0,,10132.0,5000.0,4423.0,12063.0,,6250.0,4091.0,9000.0,,5385.0,5042.0,6667.0,,6667.0,,5000.0
1979,8000.0,,7500.0,5000.0,,,6444.0,7000.0,,4255.0,2632.0,7368.0,3636.0,8316.0,6667.0,5000.0,,7892.0,6000.0,4125.0,4169.0,8000.0,,,20000.0,4143.0,,9000.0,5000.0,3608.0,2083.0,6667.0,14545.0,10331.0,1250.0,37095.0,5652.0,,6238.0,,8791.0,10385.0,14286.0,9074.0,17737.0,4609.0,6000.0,13064.0,10000.0,11667.0,10702.0,7411.0,2667.0,744.0,8104.0,,6787.0,8138.0,9500.0,,,,10000.0,,5867.0,4950.0,,5448.0,3529.0,,5000.0,,,7500.0,,3552.0,29712.0,11111.0,,4561.0,,,10000.0,,10377.0,8167.0,4667.0,5600.0,9867.0,5000.0,,5192.0,,,5634.0,8333.0,6000.0,,35672.0,7552.0,9231.0,17879.0,,20714.0,,10676.0,5082.0,4615.0,12063.0,,6250.0,5530.0,9091.0,,6615.0,5000.0,6667.0,,6087.0,,5000.0
1980,7971.0,,10000.0,5000.0,,,6279.0,6961.0,,4307.0,3333.0,7500.0,3636.0,8421.0,6000.0,5000.0,,7576.0,6000.0,4125.0,4000.0,7692.0,,,23600.0,4412.0,,6667.0,5000.0,2930.0,4450.0,6667.0,11794.0,10603.0,3333.0,34796.0,5833.0,,6252.0,,11497.0,10333.0,14286.0,9435.0,17681.0,4609.0,6250.0,24035.0,10000.0,15678.0,9360.0,7616.0,2667.0,1333.0,9975.0,,10417.0,9071.0,10000.0,,,,10000.0,,5897.0,4400.0,,5445.0,3500.0,,5000.0,,,6400.0,,4000.0,30006.0,13514.0,,4828.0,,,10118.0,,10377.0,5806.0,12353.0,5769.0,9880.0,5000.0,,5283.0,,,8919.0,8333.0,6000.0,,28431.0,7660.0,9538.0,17941.0,,28571.0,,10667.0,5120.0,3784.0,12031.0,,6250.0,5500.0,9130.0,,6615.0,5000.0,6667.0,,9492.0,,5000.0
1981,6873.0,,10000.0,6202.0,,,6122.0,7048.0,,4343.0,3636.0,7500.0,2919.0,8462.0,6000.0,5000.0,,10000.0,6000.0,4375.0,3250.0,7273.0,,,22000.0,4697.0,13333.0,7500.0,6667.0,3512.0,2000.0,5294.0,12964.0,10390.0,4167.0,30656.0,5833.0,,6342.0,,12938.0,10278.0,14286.0,10131.0,18316.0,4609.0,6250.0,19459.0,11429.0,13967.0,8657.0,7430.0,2667.0,965.0,4629.0,,9991.0,7638.0,9619.0,,,,10000.0,,6000.0,4650.0,,8709.0,3500.0,,5000.0,,,6400.0,,4545.0,24699.0,12500.0,,4416.0,,,10235.0,,10741.0,6727.0,6071.0,5769.0,9911.0,5000.0,,5370.0,,,9870.0,7143.0,6000.0,,30919.0,7778.0,9538.0,18571.0,,26250.0,,10824.0,5354.0,4301.0,12188.0,,6250.0,5500.0,9167.0,,6154.0,5433.0,6667.0,,8687.0,,5000.0
1982,7692.0,,10000.0,5000.0,,,6532.0,7037.0,,6545.0,9211.0,7500.0,2930.0,8718.0,6000.0,5000.0,,8780.0,6000.0,4125.0,2800.0,5000.0,,,20000.0,5000.0,13489.0,7333.0,8197.0,3213.0,2467.0,5294.0,16736.0,12031.0,6667.0,30375.0,5833.0,,6341.0,,12804.0,10400.0,14286.0,10091.0,14331.0,4661.0,6250.0,16414.0,11500.0,13333.0,10176.0,8029.0,2667.0,879.0,6525.0,,9289.0,8750.0,9714.0,,,,10000.0,,5993.0,4750.0,,4140.0,3509.0,,5000.0,,,6400.0,,5000.0,26161.0,10000.0,,4667.0,,,10353.0,,10000.0,4444.0,6552.0,5769.0,9707.0,5000.0,,5357.0,,,10036.0,7143.0,6000.0,,38149.0,7808.0,9692.0,18611.0,,30000.0,,10902.0,5615.0,3495.0,12308.0,,6250.0,5500.0,9600.0,,6154.0,5015.0,6667.0,,8647.0,,5000.0
1983,11471.0,,10000.0,5112.0,,,6200.0,7009.0,,8311.0,3011.0,7500.0,3410.0,10000.0,5000.0,5000.0,,9722.0,6000.0,4375.0,3137.0,5200.0,,,20000.0,5323.0,12313.0,7333.0,8065.0,3701.0,2200.0,6667.0,17374.0,9090.0,10000.0,30800.0,5984.0,,6683.0,,13908.0,10318.0,14286.0,9975.0,14851.0,4167.0,6250.0,14345.0,11511.0,11429.0,8542.0,7464.0,2667.0,927.0,6268.0,,9801.0,7422.0,9810.0,,,,10000.0,,6024.0,4850.0,,2510.0,3488.0,,5000.0,,,6800.0,,5000.0,25557.0,10000.0,,2850.0,,,9889.0,,9091.0,6896.0,,5769.0,9282.0,5000.0,,5536.0,,,9900.0,7143.0,6000.0,,40000.0,7838.0,9846.0,18611.0,,30370.0,,5721.0,5769.0,2000.0,12462.0,,6250.0,5714.0,9615.0,,6154.0,5100.0,6667.0,,8674.0,,5082.0
1984,12794.0,,10000.0,5319.0,,,6345.0,6957.0,,4500.0,3125.0,7500.0,7151.0,10256.0,4333.0,5000.0,,9756.0,6000.0,4375.0,3154.0,4333.0,,,20000.0,5667.0,12812.0,5000.0,8730.0,4384.0,2828.0,5128.0,21639.0,9289.0,6000.0,31100.0,5000.0,,6772.0,,13100.0,10260.0,14286.0,10371.0,16534.0,4167.0,6061.0,20629.0,11538.0,15000.0,8749.0,8011.0,2667.0,1014.0,8481.0,,10415.0,9259.0,9905.0,,,60870.0,10000.0,,8621.0,5000.0,,9286.0,3509.0,,5000.0,,,7036.0,,5000.0,27021.0,8714.0,,7011.0,,,10000.0,,11000.0,7538.0,,5769.0,9436.0,5000.0,,5517.0,,,10550.0,7143.0,6000.0,,40000.0,7867.0,10000.0,18378.0,,35000.0,,16685.0,5923.0,2857.0,12576.0,,6250.0,5714.0,9615.0,,6923.0,5267.0,6667.0,,8170.0,,5203.0
1985,17358.0,,10000.0,5319.0,,,6314.0,6923.0,,3694.0,6002.0,7636.0,6643.0,10500.0,4667.0,5000.0,,9600.0,6000.0,4375.0,3111.0,5000.0,,,25000.0,6034.0,10846.0,3636.0,9375.0,3766.0,2093.0,5128.0,18098.0,10366.0,10000.0,30500.0,5000.0,,6808.0,,12588.0,10259.0,25000.0,10811.0,16534.0,4167.0,6250.0,20541.0,11538.0,15714.0,9284.0,8000.0,2733.0,1000.0,10067.0,,9677.0,10617.0,10000.0,,,60000.0,10000.0,,6136.0,5100.0,,8333.0,3390.0,,5188.0,,,7399.0,,5000.0,34345.0,8571.0,,5906.0,,,10149.0,,9091.0,7461.0,,5865.0,9885.0,5000.0,,5667.0,,,10000.0,7059.0,5972.0,,41896.0,7895.0,9692.0,18378.0,,34483.0,,13857.0,6818.0,3243.0,12576.0,,6250.0,5474.0,10000.0,,7231.0,5310.0,6667.0,,10165.0,,5242.0
1986,10278.0,,6667.0,4975.0,,,6731.0,7175.0,,6750.0,5714.0,7636.0,5180.0,10750.0,4667.0,5000.0,,5072.0,7267.0,4375.0,3071.0,5583.0,,,25000.0,6429.0,11550.0,3333.0,9231.0,4074.0,2942.0,5200.0,19709.0,10410.0,8108.0,30000.0,5372.0,,6763.0,,11588.0,10410.0,33333.0,11068.0,19279.0,4167.0,6190.0,13528.0,11481.0,18333.0,9731.0,8000.0,2667.0,948.0,7659.0,,9714.0,8108.0,10143.0,,,60000.0,10000.0,,6222.0,5950.0,,8333.0,3333.0,,5177.0,,,7142.0,,5000.0,30712.0,9459.0,,5056.0,,,9946.0,,9167.0,8224.0,,5962.0,9392.0,5208.0,,5833.0,,,10000.0,7273.0,6027.0,,40188.0,7922.0,10000.0,18421.0,,41290.0,,17284.0,6343.0,3243.0,12576.0,,6250.0,5118.0,10000.0,,7692.0,7036.0,6667.0,,10256.0,,5500.0
1987,11429.0,,6667.0,5263.0,,,6533.0,7105.0,,4076.0,7209.0,7636.0,6537.0,11000.0,4667.0,5122.0,,5375.0,5262.0,4375.0,3143.0,5000.0,,,25000.0,6852.0,10682.0,3077.0,9420.0,4107.0,2816.0,5200.0,22037.0,12127.0,7500.0,30556.0,4915.0,,6897.0,,15823.0,10417.0,33333.0,11338.0,20772.0,4167.0,6000.0,14783.0,11852.0,17143.0,9026.0,8000.0,2667.0,1092.0,7797.0,,9559.0,8721.0,9773.0,,,58911.0,10000.0,,7170.0,4500.0,,8333.0,3871.0,,5334.0,,,7384.0,,5000.0,29104.0,8718.0,,6052.0,,,9776.0,,8333.0,6741.0,,6226.0,9641.0,5400.0,,6000.0,,,10000.0,7273.0,6081.0,,26198.0,7922.0,10000.0,18421.0,,32600.0,,15989.0,5882.0,3684.0,12537.0,,6250.0,4444.0,10000.0,,7692.0,7115.0,6667.0,,10294.0,,5500.0
