,Kenya,"China, Taiwan Province of",Mozambique,Guyana,Myanmar,Burkina Faso,Montserrat,Brazil,Philippines,Martinique,Lao People's Democratic Republic,Australia,Nepal,Ethiopia,Indonesia,Maldives,Zimbabwe,Bangladesh,Malawi,Australia & New Zealand,Melanesia,New Caledonia,Rwanda,Bahamas,Guatemala,United Arab Emirates,Senegal,Madagascar,Saint Lucia,Haiti,Guinea,Israel,Dominica,Fiji,Cabo Verde,Chad,Wallis and Futuna Islands,Sri Lanka,Nigeria,Egypt,Sudan (former),China,Colombia,United Republic of Tanzania,Occupied Palestinian Territory,Guinea-Bissau,Saint Vincent and the Grenadines,Namibia,"China, mainland",Mali,Thailand,Costa Rica,Seychelles,Bolivia (Plurinational State of),Peru,Yemen,Cameroon,Malaysia,Grenada,Dominican Republic,El Salvador,Benin,Cook Islands,Pakistan,Japan,Réunion,Venezuela (Bolivarian Republic of),Antigua and Barbuda,Belize,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Cuba,French Guiana,Argentina,Cambodia,Timor-Leste,Paraguay,India,Guadeloupe,Niger,Morocco,Bhutan,Congo,Mexico,Ecuador,Honduras,Puerto Rico,Viet Nam,Suriname,Côte d'Ivoire,Jamaica,Trinidad and Tobago,South Africa,Polynesia,Panama,Sierra Leone,Samoa,Somalia,Central African Republic,Ghana,Oman,Gambia,Swaziland
1981,42857.0,91954.0,62500.0,-1.0,-1.0,-1.0,-1.0,165340.0,75097.0,-1.0,53333.0,25669.0,-1.0,-1.0,41849.0,-1.0,-1.0,46449.0,47368.0,25669.0,214286.0,-1.0,-1.0,-1.0,-1.0,81347.0,53333.0,117454.0,-1.0,-1.0,20000.0,109091.0,-1.0,214286.0,400000.0,-1.0,60000.0,99084.0,50000.0,102465.0,166646.0,67113.0,156014.0,111250.0,-1.0,50000.0,-1.0,-1.0,58286.0,100000.0,63138.0,-1.0,31429.0,86076.0,105360.0,44774.0,-1.0,20581.0,-1.0,-1.0,-1.0,-1.0,287500.0,73451.0,-1.0,-1.0,145715.0,-1.0,-1.0,101475.0,114286.0,170000.0,-1.0,418605.0,20000.0,-1.0,76923.0,-1.0,-1.0,86927.0,-1.0,-1.0,-1.0,-1.0,-1.0,170800.0,176027.0,-1.0,247036.0,87500.0,-1.0,4800.0,-1.0,-1.0,94887.0,360901.0,-1.0,-1.0,407143.0,70000.0,-1.0,80000.0,10859.0,-1.0,-1.0
1982,44807.0,86850.0,62500.0,-1.0,-1.0,-1.0,-1.0,159844.0,60865.0,-1.0,60000.0,26523.0,-1.0,-1.0,42727.0,-1.0,-1.0,40466.0,48246.0,26523.0,214286.0,-1.0,-1.0,-1.0,-1.0,80185.0,55000.0,118229.0,-1.0,-1.0,20000.0,86667.0,-1.0,214286.0,416667.0,-1.0,60000.0,83095.0,50000.0,103968.0,190450.0,57439.0,150926.0,105882.0,-1.0,53333.0,-1.0,-1.0,48372.0,100000.0,63752.0,-1.0,35714.0,93176.0,85784.0,45393.0,-1.0,19286.0,-1.0,-1.0,-1.0,-1.0,277108.0,70378.0,-1.0,-1.0,146108.0,-1.0,-1.0,92016.0,114286.0,170000.0,-1.0,373536.0,20000.0,-1.0,80000.0,-1.0,-1.0,86495.0,-1.0,-1.0,-1.0,-1.0,-1.0,105667.0,159594.0,-1.0,226800.0,100000.0,-1.0,4750.0,-1.0,-1.0,64175.0,360533.0,-1.0,-1.0,414286.0,70000.0,-1.0,81818.0,11904.0,-1.0,-1.0
1983,43919.0,63212.0,62500.0,-1.0,-1.0,-1.0,-1.0,143026.0,58352.0,-1.0,50000.0,8989.0,-1.0,-1.0,52630.0,-1.0,-1.0,42772.0,49123.0,8989.0,235294.0,-1.0,-1.0,-1.0,-1.0,74980.0,55000.0,119376.0,-1.0,-1.0,20000.0,103333.0,-1.0,235294.0,400000.0,-1.0,60000.0,152397.0,50000.0,121429.0,181429.0,54524.0,151009.0,101111.0,-1.0,60000.0,-1.0,-1.0,52000.0,100000.0,64516.0,-1.0,35714.0,88000.0,76933.0,45393.0,-1.0,20787.0,-1.0,-1.0,-1.0,-1.0,255814.0,66789.0,-1.0,-1.0,155703.0,-1.0,-1.0,148689.0,128667.0,170000.0,-1.0,229888.0,20000.0,-1.0,87500.0,-1.0,-1.0,86418.0,-1.0,-1.0,-1.0,-1.0,-1.0,99506.0,147595.0,-1.0,189000.0,112500.0,-1.0,4750.0,-1.0,-1.0,96053.0,340840.0,-1.0,-1.0,393333.0,60000.0,-1.0,80000.0,11904.0,-1.0,-1.0
1984,45455.0,69709.0,62500.0,-1.0,-1.0,-1.0,-1.0,142318.0,64328.0,-1.0,55000.0,7246.0,-1.0,-1.0,49509.0,-1.0,-1.0,35370.0,50000.0,7246.0,253529.0,-1.0,-1.0,-1.0,-1.0,163000.0,55000.0,120514.0,-1.0,-1.0,20000.0,47619.0,-1.0,253529.0,411765.0,-1.0,60000.0,59581.0,50000.0,106759.0,171429.0,55515.0,137654.0,100000.0,-1.0,60000.0,-1.0,-1.0,52000.0,100000.0,66313.0,-1.0,35714.0,96338.0,121420.0,47169.0,-1.0,34545.0,-1.0,-1.0,-1.0,-1.0,252809.0,62377.0,-1.0,-1.0,145930.0,-1.0,-1.0,157826.0,147917.0,170000.0,-1.0,193651.0,19804.0,-1.0,93750.0,-1.0,-1.0,87799.0,-1.0,-1.0,-1.0,-1.0,-1.0,109252.0,160460.0,-1.0,158750.0,125000.0,-1.0,4750.0,-1.0,-1.0,93955.0,342822.0,-1.0,-1.0,400000.0,60000.0,-1.0,82353.0,11904.0,-1.0,-1.0
1985,55000.0,57706.0,61856.0,56863.0,-1.0,50000.0,58824.0,140201.0,66194.0,55529.0,69767.0,11008.0,-1.0,-1.0,47414.0,-1.0,-1.0,35936.0,50000.0,11008.0,233333.0,-1.0,-1.0,-1.0,-1.0,156510.0,61538.0,120130.0,76471.0,79956.0,20000.0,98913.0,11879.0,233333.0,400000.0,49231.0,60000.0,61639.0,50000.0,88542.0,178571.0,57695.0,137799.0,98649.0,-1.0,60606.0,73944.0,-1.0,57692.0,120000.0,69850.0,20000.0,35714.0,90098.0,116545.0,47784.0,33333.0,34632.0,117313.0,73974.0,60000.0,52174.0,250000.0,61943.0,-1.0,96450.0,147072.0,51000.0,58824.0,149178.0,149231.0,171026.0,-1.0,505847.0,19804.0,71429.0,100000.0,-1.0,68455.0,117453.0,7325.0,-1.0,-1.0,-1.0,-1.0,105351.0,191921.0,81897.0,74218.0,120000.0,-1.0,4700.0,59701.0,60000.0,87010.0,340656.0,63033.0,43956.0,400000.0,50000.0,41333.0,84314.0,16667.0,-1.0,-1.0
1986,57143.0,51500.0,65979.0,56863.0,-1.0,55000.0,58824.0,134868.0,68553.0,55529.0,79070.0,19048.0,-1.0,-1.0,44505.0,-1.0,-1.0,34508.0,50862.0,19048.0,178571.0,-1.0,-1.0,-1.0,-1.0,149153.0,64286.0,121795.0,76471.0,77093.0,20000.0,89000.0,12288.0,178571.0,430000.0,49231.0,60000.0,45674.0,50000.0,70175.0,170667.0,61085.0,120000.0,98919.0,-1.0,62162.0,52528.0,-1.0,63636.0,93333.0,69204.0,20000.0,35714.0,94444.0,130960.0,52300.0,40000.0,34744.0,120625.0,74640.0,64000.0,52174.0,242105.0,60720.0,-1.0,96450.0,152447.0,55556.0,58824.0,117400.0,150288.0,170678.0,-1.0,353841.0,20000.0,71429.0,102778.0,-1.0,71877.0,122621.0,8350.0,-1.0,100000.0,-1.0,-1.0,113148.0,191955.0,77586.0,55292.0,140000.0,-1.0,4700.0,59701.0,61538.0,91068.0,336518.0,65571.0,43956.0,400000.0,50000.0,42000.0,96000.0,22258.0,40000.0,-1.0
1987,65333.0,91083.0,65979.0,58824.0,-1.0,50000.0,58824.0,144390.0,66189.0,54118.0,60465.0,12017.0,-1.0,-1.0,42596.0,-1.0,-1.0,33428.0,51724.0,12017.0,178571.0,-1.0,-1.0,-1.0,-1.0,141597.0,62500.0,122785.0,73529.0,77533.0,20000.0,80000.0,11579.0,178571.0,450000.0,49231.0,60000.0,50582.0,50000.0,63095.0,162500.0,70741.0,131163.0,99189.0,-1.0,61364.0,63028.0,-1.0,66154.0,93333.0,69610.0,20000.0,35714.0,95575.0,82303.0,59021.0,40000.0,34884.0,95800.0,72549.0,64000.0,52174.0,229592.0,61494.0,-1.0,119679.0,148092.0,59286.0,58824.0,152921.0,95081.0,170420.0,-1.0,324112.0,19615.0,71429.0,105556.0,-1.0,74984.0,121263.0,8300.0,-1.0,100000.0,-1.0,-1.0,109034.0,187739.0,75269.0,49133.0,150000.0,-1.0,4750.0,59701.0,63077.0,102626.0,330480.0,59014.0,54945.0,400000.0,54000.0,41176.0,96000.0,21176.0,44000.0,-1.0
1988,73333.0,75123.0,65979.0,58824.0,-1.0,50000.0,64706.0,127313.0,64807.0,54118.0,46512.0,26888.0,-1.0,-1.0,50731.0,-1.0,-1.0,33077.0,52586.0,26888.0,178571.0,-1.0,-1.0,-1.0,-1.0,119726.0,64444.0,123125.0,73529.0,78194.0,20000.0,75714.0,13255.0,178571.0,460000.0,49231.0,60000.0,51145.0,50000.0,52381.0,160000.0,68228.0,123077.0,99459.0,-1.0,60000.0,64516.0,-1.0,66667.0,93333.0,71247.0,20000.0,35714.0,94215.0,122945.0,52698.0,40000.0,34884.0,97200.0,73333.0,64000.0,52174.0,227723.0,56797.0,-1.0,121614.0,153395.0,64957.0,58824.0,93505.0,111280.0,168115.0,-1.0,302185.0,19434.0,71429.0,111111.0,-1.0,74787.0,93040.0,8179.0,-1.0,100000.0,-1.0,-1.0,105336.0,174405.0,69444.0,66733.0,160000.0,117949.0,4688.0,59701.0,64615.0,97235.0,328538.0,53114.0,40458.0,400000.0,60000.0,43529.0,96000.0,20101.0,22000.0,-1.0
1989,72222.0,71861.0,68041.0,58824.0,-1.0,75000.0,64706.0,119829.0,65554.0,54118.0,55814.0,17476.0,-1.0,-1.0,39590.0,-1.0,-1.0,32652.0,51667.0,17476.0,285714.0,-1.0,-1.0,-1.0,-1.0,155830.0,64000.0,117647.0,70588.0,77093.0,18328.0,85091.0,12327.0,285714.0,470000.0,49231.0,60000.0,53789.0,59877.0,68243.0,147059.0,66615.0,116667.0,100000.0,-1.0,61111.0,61290.0,-1.0,65500.0,93333.0,72574.0,17949.0,35714.0,94194.0,119283.0,49306.0,40000.0,34884.0,109533.0,73725.0,68000.0,52174.0,227723.0,58428.0,-1.0,122283.0,154113.0,65217.0,20161.0,98802.0,116154.0,168699.0,-1.0,33685.0,19091.0,71429.0,113514.0,-1.0,76282.0,98884.0,7688.0,-1.0,100000.0,-1.0,-1.0,103353.0,178840.0,65217.0,88638.0,98966.0,117949.0,4722.0,59701.0,66154.0,91029.0,321026.0,53771.0,34161.0,396947.0,70000.0,44706.0,96000.0,22955.0,34000.0,-1.0
1990,78947.0,64949.0,67743.0,60000.0,-1.0,47664.0,63158.0,120336.0,58855.0,58140.0,65789.0,25032.0,83851.0,-1.0,40780.0,-1.0,33333.0,36003.0,44655.0,25032.0,333333.0,-1.0,-1.0,-1.0,-1.0,121056.0,62222.0,114831.0,77252.0,76923.0,20000.0,73336.0,13629.0,333333.0,476100.0,47798.0,20000.0,62090.0,59294.0,75660.0,117647.0,81240.0,111223.0,97163.0,-1.0,61667.0,66667.0,-1.0,84211.0,90629.0,70313.0,19512.0,28571.0,94154.0,96219.0,44159.0,45455.0,36047.0,131343.0,83166.0,68000.0,50650.0,235000.0,92639.0,-1.0,111800.0,155360.0,71408.0,22319.0,86436.0,83169.0,166667.0,-1.0,34562.0,18333.0,75585.0,118421.0,-1.0,76708.0,102156.0,7000.0,-1.0,80000.0,-1.0,-1.0,99072.0,175257.0,40475.0,109241.0,105689.0,117500.0,4700.0,56573.0,63939.0,104764.0,337039.0,53738.0,26178.0,400000.0,60777.0,45009.0,80000.0,23158.0,45455.0,-1.0
1991,76359.0,84435.0,73338.0,60608.0,70000.0,43412.0,64383.0,116970.0,58219.0,50560.0,70009.0,27716.0,83832.0,-1.0,40272.0,-1.0,35899.0,36629.0,45816.0,27716.0,333333.0,-1.0,-1.0,-1.0,-1.0,153156.0,66315.0,112214.0,72464.0,74466.0,20000.0,94533.0,10055.0,333333.0,490000.0,52305.0,64064.0,50446.0,59091.0,81312.0,151163.0,92600.0,115519.0,94077.0,-1.0,68429.0,64151.0,-1.0,94000.0,115672.0,55882.0,25768.0,31429.0,96788.0,106725.0,43415.0,50000.0,41577.0,113375.0,87801.0,70000.0,51857.0,198222.0,90888.0,-1.0,114062.0,159095.0,55011.0,23544.0,123465.0,35805.0,166767.0,-1.0,59710.0,28625.0,77866.0,120000.0,-1.0,75986.0,81217.0,7688.0,-1.0,234320.0,-1.0,-1.0,97166.0,180083.0,41275.0,109000.0,92673.0,113048.0,4668.0,61100.0,64722.0,108783.0,301510.0,66925.0,22624.0,384615.0,42473.0,45838.0,81459.0,25714.0,47000.0,-1.0
1992,76155.0,70597.0,72907.0,59294.0,65455.0,44677.0,65000.0,114829.0,60357.0,50789.0,64286.0,35942.0,76720.0,-1.0,34736.0,-1.0,36880.0,37365.0,49180.0,35942.0,200000.0,-1.0,-1.0,-1.0,-1.0,140112.0,66821.0,113539.0,74820.0,71875.0,20644.0,76716.0,5875.0,200000.0,482923.0,51964.0,63711.0,47791.0,59140.0,79294.0,150000.0,76171.0,133354.0,95213.0,-1.0,60714.0,66667.0,-1.0,76923.0,114687.0,58587.0,20734.0,28571.0,87934.0,99889.0,45987.0,47619.0,44884.0,113367.0,85605.0,69020.0,51909.0,222222.0,91527.0,-1.0,113826.0,160224.0,55004.0,23235.0,98812.0,61776.0,166332.0,-1.0,17879.0,27794.0,70833.0,118535.0,-1.0,77028.0,81143.0,7931.0,-1.0,205106.0,-1.0,-1.0,89162.0,131231.0,39952.0,90366.0,76333.0,113402.0,4700.0,60824.0,64701.0,106649.0,261080.0,65711.0,19920.0,300000.0,50000.0,46111.0,82862.0,32667.0,46292.0,-1.0
1993,78843.0,119078.0,72476.0,57982.0,61667.0,45942.0,65244.0,106109.0,59707.0,59556.0,72999.0,39244.0,80913.0,-1.0,36483.0,-1.0,37843.0,37365.0,52631.0,39244.0,42000.0,-1.0,-1.0,-1.0,139920.0,151154.0,68459.0,114733.0,75199.0,73885.0,19363.0,84164.0,8778.0,42000.0,479315.0,51622.0,63359.0,38187.0,59490.0,86926.0,144444.0,84542.0,119414.0,95942.0,-1.0,61973.0,65217.0,-1.0,80207.0,111970.0,59818.0,21927.0,31429.0,89217.0,122183.0,47534.0,41667.0,50000.0,113939.0,83408.0,69412.0,51960.0,225000.0,92943.0,-1.0,131875.0,159009.0,54998.0,22926.0,14065.0,73224.0,168867.0,-1.0,8608.0,27353.0,77933.0,119048.0,67338.0,76412.0,82869.0,11240.0,-1.0,343771.0,-1.0,-1.0,95722.0,87831.0,74301.0,124865.0,67359.0,113770.0,4682.0,60548.0,64680.0,105528.0,266214.0,66804.0,16904.0,312500.0,60000.0,46635.0,84283.0,42000.0,46061.0,-1.0
1994,85714.0,102126.0,72045.0,57693.0,58571.0,47207.0,66667.0,109102.0,62878.0,51877.0,75139.0,32400.0,82273.0,-1.0,50058.0,-1.0,37500.0,37095.0,56303.0,32400.0,224688.0,-1.0,-1.0,-1.0,185460.0,151441.0,66980.0,115671.0,75714.0,73735.0,20490.0,78461.0,10000.0,224688.0,475833.0,51281.0,63006.0,39589.0,59510.0,91651.0,146739.0,85006.0,120642.0,96940.0,145833.0,61966.0,62222.0,-1.0,83140.0,105000.0,61538.0,22187.0,33625.0,89595.0,158734.0,40376.0,46997.0,50000.0,112161.0,81211.0,68462.0,52012.0,214286.0,98947.0,-1.0,112534.0,157699.0,54992.0,22617.0,41886.0,77557.0,167594.0,-1.0,20287.0,27353.0,78219.0,123810.0,59393.0,76442.0,89350.0,12774.0,-1.0,206919.0,-1.0,-1.0,87336.0,82611.0,74658.0,130483.0,67526.0,112926.0,4688.0,60272.0,64659.0,104289.0,278556.0,66987.0,26367.0,333333.0,64000.0,48649.0,85704.0,48000.0,45846.0,-1.0
1995,82152.0,108888.0,71614.0,56279.0,62500.0,48472.0,65836.0,112982.0,64457.0,51319.0,80000.0,38479.0,84848.0,-1.0,45216.0,-1.0,33333.0,37930.0,60157.0,38479.0,37333.0,-1.0,-1.0,-1.0,243489.0,152069.0,67806.0,116351.0,75932.0,73642.0,20000.0,104540.0,9782.0,37333.0,472310.0,50939.0,62654.0,41399.0,59528.0,110348.0,166667.0,70179.0,120988.0,97774.0,191250.0,61445.0,64444.0,-1.0,67416.0,92192.0,60833.0,21248.0,35714.0,87582.0,161665.0,40217.0,50000.0,50000.0,115412.0,79014.0,68846.0,52064.0,153846.0,100108.0,-1.0,111258.0,150019.0,54986.0,22308.0,59802.0,86866.0,168603.0,-1.0,35031.0,26275.0,78503.0,128571.0,48040.0,77448.0,85938.0,6029.0,-1.0,166667.0,-1.0,103079.0,99487.0,70616.0,75342.0,88767.0,72310.0,114751.0,4714.0,59996.0,64637.0,95774.0,300152.0,67186.0,28739.0,400000.0,68059.0,46760.0,87133.0,55000.0,45400.0,-1.0
1996,79042.0,106508.0,71905.0,55485.0,65882.0,49737.0,66010.0,95489.0,67029.0,50766.0,78084.0,41666.0,75385.0,-1.0,52610.0,-1.0,43750.0,37170.0,64204.0,41666.0,7500.0,-1.0,-1.0,-1.0,252481.0,156220.0,69893.0,114989.0,77465.0,73658.0,19000.0,112845.0,9522.0,7500.0,468564.0,50598.0,62301.0,38024.0,59636.0,93412.0,200000.0,64923.0,116996.0,98688.0,190000.0,62607.0,61224.0,-1.0,62296.0,145071.0,59683.0,25771.0,38571.0,88000.0,109724.0,39045.0,48715.0,50000.0,105556.0,78130.0,67547.0,52115.0,62500.0,101418.0,-1.0,110036.0,150021.0,54980.0,21999.0,44811.0,95431.0,165920.0,-1.0,24776.0,44020.0,78786.0,100000.0,63235.0,77740.0,83906.0,16750.0,-1.0,66667.0,-1.0,101520.0,85781.0,110424.0,75342.0,177133.0,71718.0,116765.0,4750.0,59719.0,64616.0,98867.0,272894.0,67885.0,30728.0,416667.0,69800.0,46483.0,88567.0,71875.0,48000.0,-1.0
1997,50505.0,109836.0,71440.0,52200.0,72000.0,51002.0,66148.0,78539.0,79253.0,50219.0,78929.0,46961.0,78835.0,-1.0,73326.0,-1.0,46154.0,37116.0,68455.0,46961.0,45000.0,-1.0,-1.0,-1.0,253274.0,173177.0,71653.0,113333.0,75714.0,73633.0,18750.0,110769.0,9125.0,45000.0,464400.0,50256.0,61949.0,33229.0,59913.0,99377.0,203297.0,76965.0,116191.0,99596.0,190000.0,62910.0,63636.0,-1.0,74830.0,137500.0,54001.0,15302.0,41429.0,89615.0,114336.0,38310.0,50000.0,50000.0,107058.0,75404.0,68688.0,52167.0,250000.0,101134.0,-1.0,110000.0,153717.0,54974.0,19466.0,47972.0,98227.0,169896.0,-1.0,25627.0,38333.0,79070.0,103125.0,303886.0,74671.0,91667.0,7333.0,-1.0,40441.0,-1.0,101518.0,100386.0,98433.0,75342.0,200867.0,52821.0,124600.0,4808.0,59443.0,64595.0,99527.0,332431.0,67807.0,32371.0,400000.0,70670.0,46500.0,90009.0,80000.0,47263.0,74667.0
1998,98647.0,98486.0,71429.0,44375.0,77895.0,52267.0,66224.0,70109.0,76582.0,49681.0,79622.0,50788.0,84851.0,35000.0,44964.0,-1.0,40000.0,37061.0,72921.0,50788.0,98400.0,-1.0,-1.0,-1.0,260119.0,172268.0,69091.0,113333.0,75000.0,70313.0,18827.0,143717.0,9122.0,98400.0,459603.0,49915.0,61596.0,36437.0,59918.0,87559.0,206522.0,64208.0,115556.0,100435.0,182000.0,63279.0,57143.0,-1.0,62500.0,150000.0,47858.0,10779.0,42857.0,89615.0,132266.0,40647.0,48993.0,50000.0,105626.0,72549.0,69032.0,52218.0,180902.0,98800.0,-1.0,100000.0,149323.0,54968.0,20812.0,48210.0,87059.0,169899.0,-1.0,21455.0,44020.0,79385.0,103030.0,146987.0,74359.0,73071.0,20297.0,-1.0,53913.0,-1.0,93804.0,95769.0,76666.0,73973.0,139550.0,48652.0,104481.0,5028.0,59167.0,65187.0,105494.0,264668.0,68248.0,24390.0,390775.0,72902.0,45864.0,91890.0,38621.0,47108.0,75000.0
1999,103740.0,110652.0,70311.0,60179.0,83158.0,53532.0,65365.0,74570.0,65505.0,49153.0,83333.0,43953.0,85775.0,38235.0,60362.0,-1.0,46667.0,36967.0,77614.0,43953.0,21333.0,-1.0,-1.0,-1.0,259131.0,168794.0,69158.0,113812.0,87500.0,74917.0,19542.0,161834.0,9118.0,21333.0,453937.0,49574.0,61244.0,33426.0,59232.0,79513.0,205405.0,74682.0,114793.0,100496.0,151667.0,63653.0,59091.0,-1.0,73000.0,154658.0,59726.0,16221.0,42906.0,93750.0,175990.0,41867.0,50000.0,47500.0,100000.0,69565.0,69206.0,52270.0,172380.0,97993.0,-1.0,126167.0,148999.0,54961.0,25333.0,45999.0,87843.0,168000.0,-1.0,75532.0,44020.0,90000.0,102941.0,176471.0,75000.0,69790.0,22296.0,-1.0,67643.0,-1.0,91540.0,97163.0,104592.0,66667.0,102894.0,40534.0,109617.0,4700.0,58891.0,65239.0,108521.0,266090.0,71318.0,16185.0,388893.0,74901.0,45568.0,93250.0,73333.0,46908.0,75057.0
2000,74937.0,111236.0,64865.0,47989.0,85000.0,54403.0,65049.0,79642.0,63396.0,48638.0,80283.0,50761.0,81507.0,45455.0,60757.0,-1.0,63636.0,36967.0,82547.0,50761.0,36571.0,80000.0,15000.0,-1.0,261516.0,168278.0,69524.0,114130.0,80000.0,78125.0,19666.0,171098.0,9115.0,19200.0,447164.0,49232.0,60891.0,33452.0,58400.0,76924.0,206452.0,67037.0,113383.0,100290.0,181429.0,64034.0,56818.0,100000.0,65217.0,108845.0,60271.0,40000.0,42980.0,95062.0,108686.0,145001.0,49784.0,38204.0,102837.0,68000.0,70000.0,52322.0,163477.0,99628.0,-1.0,89140.0,153105.0,55618.0,26667.0,43478.0,80785.0,168397.0,-1.0,55207.0,48930.0,79571.0,100000.0,134976.0,75202.0,70640.0,25569.0,50000.0,67159.0,-1.0,85834.0,101057.0,61023.0,60000.0,135809.0,37966.0,93125.0,4700.0,58615.0,65714.0,113226.0,269992.0,73621.0,16667.0,381523.0,76923.0,45224.0,94618.0,72157.0,46685.0,74667.0
2001,108595.0,114671.0,76923.0,56945.0,90000.0,56194.0,64734.0,116370.0,64335.0,48138.0,80000.0,50581.0,85526.0,54374.0,64025.0,-1.0,53041.0,37149.0,87732.0,50581.0,64651.0,81364.0,14583.0,-1.0,99294.0,172396.0,70095.0,114180.0,77857.0,78125.0,20000.0,143827.0,9111.0,47963.0,439490.0,48891.0,60539.0,35678.0,58193.0,75681.0,205319.0,84230.0,105565.0,100000.0,231818.0,62667.0,61905.0,100000.0,82703.0,137904.0,60154.0,39024.0,41329.0,94601.0,122715.0,156243.0,50000.0,38810.0,101531.0,64444.0,69556.0,52373.0,153507.0,102045.0,-1.0,104502.0,147226.0,56392.0,35554.0,42922.0,78829.0,168397.0,-1.0,56667.0,52515.0,79508.0,100000.0,133392.0,75000.0,66207.0,25897.0,50000.0,66675.0,-1.0,87158.0,97191.0,88862.0,65000.0,199084.0,38068.0,107239.0,4714.0,58339.0,64960.0,117908.0,275310.0,66667.0,18182.0,392007.0,76959.0,44945.0,95991.0,72483.0,46167.0,75105.0
2002,105862.0,112239.0,75250.0,44865.0,87619.0,57692.0,64232.0,127445.0,63522.0,47654.0,81169.0,51216.0,80573.0,62500.0,75973.0,-1.0,51206.0,36957.0,93185.0,51216.0,71764.0,82358.0,14815.0,-1.0,85760.0,158739.0,70724.0,113360.0,78445.0,75455.0,19976.0,145091.0,9104.0,52969.0,439099.0,48549.0,60186.0,35999.0,58216.0,99752.0,204211.0,89169.0,102797.0,107143.0,240435.0,65168.0,60547.0,100000.0,88000.0,114160.0,84860.0,43902.0,38736.0,94663.0,144755.0,153654.0,50275.0,38501.0,100000.0,66250.0,69639.0,52425.0,171429.0,104797.0,-1.0,62659.0,144373.0,57143.0,44556.0,43726.0,78485.0,169907.0,-1.0,63164.0,45000.0,76000.0,114237.0,131485.0,74156.0,63588.0,28619.0,50000.0,66190.0,-1.0,80243.0,94081.0,94230.0,61001.0,106121.0,38586.0,117516.0,4714.0,58063.0,64000.0,123001.0,304240.0,63793.0,22222.0,392816.0,77053.0,44697.0,97377.0,72252.0,46296.0,75128.0
2003,75013.0,116643.0,65854.0,31170.0,87273.0,60000.0,65053.0,135761.0,64561.0,43000.0,81415.0,52450.0,86025.0,58880.0,96069.0,-1.0,48564.0,48024.0,98361.0,52450.0,78478.0,83750.0,15000.0,-1.0,76433.0,81202.0,77605.0,112226.0,72727.0,74627.0,20000.0,169643.0,9134.0,75667.0,423315.0,48118.0,59735.0,34970.0,58252.0,103895.0,216304.0,87319.0,105808.0,105378.0,240952.0,62500.0,56308.0,100000.0,85897.0,234786.0,71065.0,43902.0,38919.0,103272.0,168669.0,152490.0,50000.0,38529.0,98301.0,60714.0,70175.0,52670.0,120000.0,100647.0,69000.0,110067.0,145198.0,55000.0,45644.0,43333.0,76471.0,169896.0,-1.0,63600.0,66520.0,79595.0,128571.0,132907.0,74359.0,78435.0,5931.0,50000.0,65747.0,-1.0,81713.0,78349.0,84690.0,62001.0,77097.0,63614.0,121348.0,4714.0,57792.0,66250.0,136388.0,306417.0,65650.0,24419.0,393339.0,77037.0,44475.0,100000.0,72733.0,46229.0,74925.0
2004,73750.0,98076.0,64474.0,31075.0,81667.0,59934.0,63507.0,136405.0,60869.0,47385.0,81593.0,53368.0,82137.0,51895.0,77388.0,69000.0,46154.0,47647.0,105044.0,53368.0,67218.0,82778.0,14706.0,-1.0,79199.0,81132.0,69796.0,111157.0,75043.0,76471.0,20000.0,248333.0,9107.0,64563.0,404418.0,47598.0,60122.0,34907.0,58364.0,109813.0,214286.0,91792.0,102285.0,106061.0,233964.0,67547.0,71053.0,100000.0,91500.0,211538.0,69664.0,50000.0,40000.0,104462.0,174812.0,148864.0,50854.0,41730.0,96549.0,57692.0,69444.0,52399.0,100000.0,102414.0,70449.0,110438.0,145332.0,55000.0,59894.0,43077.0,86756.0,169895.0,-1.0,105262.0,80553.0,80129.0,127778.0,126792.0,74494.0,60261.0,120000.0,50000.0,65344.0,8759.0,80000.0,94759.0,101252.0,62781.0,105932.0,63121.0,119310.0,4714.0,57527.0,64706.0,134396.0,337229.0,63692.0,24528.0,393448.0,77444.0,44259.0,100000.0,59184.0,45333.0,75000.0
2005,143259.0,83947.0,64103.0,30000.0,80000.0,60000.0,61910.0,147079.0,59984.0,45455.0,81763.0,54330.0,76556.0,101350.0,80278.0,68579.0,42103.0,50161.0,111464.0,54330.0,72801.0,80000.0,14865.0,-1.0,77912.0,70275.0,68418.0,110059.0,77467.0,74571.0,20250.0,368376.0,9081.0,68130.0,382802.0,48289.0,59816.0,34129.0,58247.0,99844.0,248271.0,98182.0,107623.0,102857.0,219624.0,68941.0,55556.0,100000.0,98795.0,202719.0,58128.0,50000.0,42857.0,105760.0,145979.0,145130.0,51159.0,43757.0,94665.0,47000.0,69388.0,52083.0,117082.0,110466.0,69196.0,108932.0,134834.0,55038.0,59718.0,45060.0,88666.0,169901.0,-1.0,122692.0,92865.0,80160.0,127027.0,114830.0,74456.0,60037.0,105400.0,50000.0,64942.0,9049.0,85263.0,91744.0,76285.0,63399.0,106837.0,71279.0,124309.0,4714.0,57261.0,63889.0,135746.0,339402.0,65398.0,25472.0,400000.0,78261.0,43243.0,101538.0,72364.0,45294.0,75000.0
