,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Burkina Faso,China,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Australia & New Zealand,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Bangladesh,Malawi,Melanesia,Papua New Guinea,South Africa,Eritrea,New Caledonia,Rwanda,Libya,Mozambique,United States of America,Yugoslav SFR,Mongolia,Guatemala,French Polynesia,Algeria,Slovenia,Iceland,Senegal,Madagascar,Tajikistan,Lesotho,Norway,Haiti,Bhutan,Guinea,Israel,Saudi Arabia,Dominica,Fiji,Cabo Verde,Chad,Belgium,Kuwait,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,Germany,Malta,Colombia,Latvia,Sudan (former),Portugal,Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Mauritius,France,Namibia,Kenya,Poland,"China, mainland",Russian Federation,Mali,Uganda,Thailand,Luxembourg,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Comoros,Armenia,Dominican Republic,Uzbekistan,El Salvador,Benin,Denmark,Canada,Republic of Korea,Japan,Bermuda,Iraq,Turkmenistan,Venezuela (Bolivarian Republic of),Cyprus,Philippines,Morocco,Niger,Belize,Bulgaria,Afghanistan,Iran (Islamic Republic of),Zambia,Democratic Republic of the Congo,Sudan,Pakistan,Faroe Islands,Cuba,Turkey,Czechia,Argentina,Timor-Leste,Costa Rica,Georgia,India,Guadeloupe,Paraguay,Austria,Bahrain,Czechoslovakia,Ethiopia PDR,Congo,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Oman,Viet Nam,Panama,Ireland,Côte d'Ivoire,Nicaragua,Albania,Slovakia,Jamaica,Spain,Yemen,Italy,Polynesia,Montserrat,United Arab Emirates,Swaziland,Australia,Egypt,Lithuania,Ukraine,Finland,Netherlands,Mauritania,Angola,Nigeria,New Zealand,Republic of Moldova,Belgium-Luxembourg
1986,35593.0,165717.0,-1.0,-1.0,106671.0,61253.0,100065.0,180176.0,114020.0,77778.0,276950.0,52269.0,50989.0,-1.0,120085.0,-1.0,185455.0,113333.0,160000.0,101724.0,72093.0,60755.0,48163.0,180175.0,-1.0,72778.0,75774.0,68750.0,116667.0,330540.0,93797.0,119082.0,64358.0,100000.0,83971.0,-1.0,165780.0,142857.0,64681.0,-1.0,150000.0,233803.0,166667.0,70000.0,-1.0,381550.0,154846.0,10000.0,37500.0,166667.0,56000.0,-1.0,197576.0,365961.0,113005.0,63255.0,-1.0,23077.0,-1.0,140571.0,262585.0,77778.0,134085.0,-1.0,119048.0,128847.0,310419.0,224121.0,-1.0,358413.0,-1.0,150261.0,186627.0,-1.0,-1.0,-1.0,211875.0,310826.0,-1.0,63959.0,194341.0,100000.0,-1.0,-1.0,51579.0,124558.0,-1.0,88333.0,48684.0,86250.0,131034.0,-1.0,13939.0,-1.0,-1.0,-1.0,130342.0,-1.0,97040.0,114583.0,367786.0,252736.0,203966.0,313067.0,158333.0,160767.0,-1.0,133780.0,252089.0,114715.0,165898.0,100000.0,-1.0,124355.0,158667.0,162456.0,90278.0,53804.0,-1.0,98245.0,135922.0,222868.0,204102.0,-1.0,188418.0,40000.0,197032.0,-1.0,123639.0,-1.0,62250.0,281863.0,148000.0,193875.0,80000.0,87336.0,89091.0,140348.0,136805.0,157600.0,72477.0,124211.0,147905.0,227273.0,92154.0,175224.0,202951.0,-1.0,152704.0,78571.0,-1.0,88152.0,172689.0,239619.0,191003.0,100000.0,34286.0,115385.0,21667.0,268489.0,195753.0,-1.0,-1.0,196244.0,410738.0,50000.0,72727.0,60526.0,311364.0,-1.0,413370.0
1987,35750.0,199201.0,-1.0,-1.0,110520.0,69947.0,103142.0,169956.0,132362.0,66667.0,281365.0,54165.0,53171.0,-1.0,115232.0,-1.0,182959.0,122078.0,161111.0,100535.0,99450.0,87259.0,46752.0,178246.0,-1.0,122222.0,70667.0,76250.0,120000.0,337394.0,81550.0,118821.0,65780.0,100000.0,84197.0,-1.0,180930.0,185714.0,64687.0,-1.0,152174.0,215793.0,166667.0,98039.0,-1.0,390868.0,194975.0,103333.0,42857.0,150000.0,53571.0,-1.0,222667.0,323990.0,116624.0,83475.0,-1.0,24138.0,-1.0,140571.0,292206.0,88235.0,142614.0,-1.0,173913.0,130946.0,247465.0,156629.0,-1.0,378288.0,-1.0,125985.0,160083.0,-1.0,-1.0,-1.0,195471.0,348837.0,-1.0,49603.0,187437.0,103056.0,-1.0,-1.0,71154.0,78410.0,-1.0,90000.0,57386.0,80360.0,130000.0,-1.0,14513.0,-1.0,-1.0,-1.0,123994.0,-1.0,95000.0,120000.0,323416.0,266270.0,207146.0,310204.0,183704.0,158679.0,-1.0,133306.0,219845.0,123677.0,217144.0,100000.0,-1.0,86430.0,155000.0,156265.0,90909.0,53724.0,-1.0,98149.0,135922.0,185224.0,221726.0,-1.0,199960.0,39690.0,160000.0,-1.0,153221.0,-1.0,65250.0,257705.0,170000.0,171866.0,80000.0,86308.0,100000.0,134378.0,121667.0,130647.0,63087.0,126316.0,261836.0,250000.0,124825.0,169796.0,230033.0,-1.0,153793.0,63571.0,-1.0,119079.0,188203.0,123323.0,187648.0,100000.0,34286.0,117184.0,21667.0,276734.0,225601.0,-1.0,-1.0,117626.0,448791.0,51667.0,72727.0,60000.0,299436.0,-1.0,398752.0
1988,36500.0,208979.0,-1.0,-1.0,86212.0,66383.0,115177.0,142025.0,132735.0,58140.0,277295.0,56061.0,70710.0,-1.0,107266.0,-1.0,181273.0,111801.0,159459.0,103381.0,104440.0,92000.0,47692.0,164000.0,-1.0,116111.0,51909.0,76970.0,125000.0,317265.0,68494.0,78329.0,57333.0,100000.0,92090.0,-1.0,102890.0,185714.0,64679.0,-1.0,152000.0,261572.0,166667.0,121951.0,-1.0,358306.0,200044.0,91250.0,43333.0,170000.0,64286.0,-1.0,220538.0,410000.0,120690.0,73995.0,-1.0,24138.0,-1.0,141015.0,297174.0,87500.0,148136.0,-1.0,176471.0,107187.0,356339.0,154338.0,-1.0,380740.0,-1.0,149817.0,185021.0,-1.0,-1.0,-1.0,190167.0,366216.0,-1.0,50782.0,185988.0,115107.0,-1.0,-1.0,70370.0,85938.0,-1.0,86667.0,57469.0,89243.0,131034.0,-1.0,17432.0,-1.0,-1.0,-1.0,135372.0,-1.0,95000.0,105714.0,373180.0,245193.0,196859.0,302006.0,200000.0,141327.0,-1.0,131821.0,205772.0,122800.0,167286.0,100000.0,-1.0,97852.0,155714.0,136921.0,90361.0,53983.0,-1.0,96911.0,134615.0,182493.0,223969.0,-1.0,256686.0,33780.0,178571.0,-1.0,158694.0,-1.0,76786.0,302293.0,150000.0,206433.0,80000.0,83913.0,92500.0,133453.0,100505.0,111142.0,71216.0,116389.0,198431.0,250000.0,91636.0,175659.0,246691.0,24762.0,152027.0,50000.0,-1.0,116115.0,160571.0,125631.0,184229.0,100000.0,35135.0,210307.0,21667.0,271470.0,214124.0,-1.0,-1.0,190737.0,419738.0,48462.0,72727.0,60274.0,303371.0,-1.0,387852.0
1989,33462.0,207912.0,-1.0,-1.0,87580.0,64033.0,110093.0,163938.0,135867.0,66667.0,283332.0,57957.0,78572.0,-1.0,142598.0,-1.0,205000.0,111875.0,157895.0,97860.0,71942.0,87638.0,47692.0,175684.0,-1.0,108611.0,68171.0,74857.0,108333.0,324007.0,80209.0,123207.0,180228.0,100000.0,96166.0,-1.0,88889.0,185714.0,69666.0,-1.0,155172.0,242294.0,150000.0,120000.0,-1.0,378405.0,199957.0,100000.0,42308.0,146617.0,64286.0,-1.0,219222.0,385000.0,119116.0,85786.0,-1.0,26667.0,-1.0,135760.0,264966.0,116667.0,156330.0,-1.0,180000.0,112681.0,349659.0,178472.0,-1.0,358262.0,-1.0,140645.0,186010.0,-1.0,-1.0,-1.0,212865.0,285082.0,-1.0,94304.0,185048.0,110025.0,-1.0,-1.0,69276.0,83333.0,-1.0,73333.0,49874.0,87904.0,133333.0,-1.0,21108.0,-1.0,-1.0,-1.0,138600.0,-1.0,145370.0,-1.0,369592.0,251214.0,224122.0,299416.0,226667.0,174700.0,-1.0,132871.0,231144.0,120927.0,167062.0,100000.0,92000.0,137617.0,152632.0,168667.0,90909.0,54267.0,-1.0,100908.0,133333.0,171807.0,217112.0,-1.0,211882.0,33333.0,207001.0,-1.0,159290.0,-1.0,72050.0,260987.0,160000.0,186043.0,80000.0,84042.0,90769.0,146360.0,120181.0,125783.0,74318.0,132693.0,199963.0,253333.0,100179.0,202930.0,224291.0,-1.0,151333.0,107778.0,-1.0,116448.0,192952.0,122599.0,197158.0,100000.0,35135.0,206516.0,19887.0,278547.0,224135.0,-1.0,-1.0,219040.0,415316.0,48462.0,40000.0,60241.0,303333.0,-1.0,338732.0
1990,34836.0,185208.0,-1.0,-1.0,94267.0,61985.0,113209.0,176195.0,141084.0,66667.0,295616.0,59853.0,80601.0,-1.0,141637.0,-1.0,189470.0,136478.0,158974.0,91410.0,102044.0,126840.0,45000.0,200263.0,-1.0,172708.0,67453.0,80556.0,120710.0,328809.0,74745.0,107467.0,210685.0,104074.0,78936.0,-1.0,85000.0,145518.0,69744.0,-1.0,176905.0,257507.0,109308.0,119832.0,-1.0,341996.0,198311.0,100000.0,75294.0,161290.0,59028.0,-1.0,200000.0,379017.0,110520.0,95000.0,-1.0,24509.0,-1.0,141448.0,257764.0,114478.0,152736.0,-1.0,180328.0,111599.0,348034.0,180927.0,-1.0,365161.0,-1.0,150300.0,170773.0,-1.0,-1.0,-1.0,181098.0,290790.0,-1.0,88655.0,197853.0,113166.0,-1.0,180000.0,70000.0,90000.0,-1.0,77419.0,51779.0,78805.0,132787.0,-1.0,16142.0,-1.0,120000.0,-1.0,118759.0,-1.0,140000.0,-1.0,374583.0,250994.0,175677.0,306736.0,222222.0,166681.0,-1.0,132240.0,232375.0,138217.0,171851.0,100000.0,90385.0,104986.0,168421.0,169201.0,90000.0,54290.0,-1.0,104002.0,136792.0,120271.0,224367.0,-1.0,202747.0,37170.0,220000.0,-1.0,157136.0,-1.0,67000.0,249854.0,186667.0,154069.0,80000.0,85600.0,96667.0,158256.0,109109.0,109996.0,71727.0,113100.0,316802.0,275789.0,99537.0,127454.0,248971.0,-1.0,143750.0,66667.0,-1.0,122818.0,196487.0,117510.0,191624.0,104074.0,35526.0,218846.0,20155.0,289832.0,205592.0,-1.0,-1.0,214976.0,401380.0,54628.0,40000.0,70130.0,325000.0,-1.0,385736.0
1991,34353.0,186548.0,-1.0,-1.0,94637.0,61742.0,105653.0,186145.0,140264.0,61556.0,295077.0,61749.0,87569.0,-1.0,132721.0,-1.0,202182.0,129412.0,156761.0,99868.0,66730.0,111409.0,44211.0,200188.0,-1.0,145000.0,68462.0,81319.0,128700.0,340579.0,88762.0,87727.0,207137.0,82726.0,90747.0,-1.0,100873.0,166688.0,55983.0,-1.0,156250.0,227584.0,142479.0,86804.0,-1.0,247922.0,175355.0,102000.0,85714.0,164815.0,62115.0,-1.0,166667.0,371990.0,104522.0,101741.0,-1.0,25714.0,-1.0,139990.0,309670.0,165421.0,156654.0,-1.0,178082.0,126513.0,291612.0,201527.0,-1.0,354068.0,-1.0,142245.0,144746.0,-1.0,-1.0,-1.0,197419.0,319715.0,-1.0,113356.0,167589.0,105599.0,-1.0,175000.0,71885.0,83333.0,-1.0,89286.0,49405.0,79465.0,118381.0,-1.0,16875.0,-1.0,133333.0,-1.0,123819.0,-1.0,144231.0,-1.0,336135.0,238293.0,196725.0,322809.0,234952.0,138029.0,-1.0,142166.0,206732.0,156469.0,171948.0,100000.0,91538.0,117017.0,166418.0,183645.0,90909.0,54329.0,-1.0,104452.0,138130.0,133976.0,230653.0,-1.0,205692.0,37987.0,237623.0,-1.0,162540.0,-1.0,49840.0,236372.0,206667.0,161548.0,80000.0,81852.0,100909.0,162351.0,107797.0,79732.0,71375.0,125746.0,178241.0,278947.0,89905.0,184170.0,278537.0,-1.0,141176.0,77818.0,-1.0,91380.0,194673.0,127114.0,200113.0,82726.0,35638.0,153627.0,19328.0,285359.0,202345.0,-1.0,-1.0,185663.0,386711.0,46697.0,40000.0,70213.0,346667.0,-1.0,398165.0
1992,33357.0,195774.0,115327.0,79015.0,101482.0,61206.0,126247.0,169057.0,140432.0,70000.0,307187.0,63645.0,85916.0,-1.0,143819.0,107497.0,204323.0,136250.0,156250.0,107931.0,135970.0,172750.0,45333.0,202953.0,-1.0,241104.0,66731.0,78947.0,129111.0,362533.0,-1.0,90230.0,204371.0,83209.0,107917.0,121000.0,112000.0,163934.0,56560.0,128769.0,148649.0,266068.0,145455.0,87412.0,-1.0,299130.0,160109.0,102348.0,84545.0,119000.0,63474.0,-1.0,222222.0,444974.0,110108.0,92262.0,82105.0,25819.0,80000.0,126990.0,302697.0,200000.0,155655.0,120475.0,178571.0,144286.0,331543.0,210345.0,133088.0,433870.0,-1.0,164033.0,168500.0,-1.0,105923.0,144514.0,192134.0,362634.0,-1.0,92975.0,133086.0,126188.0,113087.0,177619.0,72432.0,128571.0,-1.0,104000.0,44055.0,74276.0,120417.0,73364.0,20500.0,-1.0,142857.0,111301.0,87039.0,85092.0,144444.0,-1.0,330083.0,291406.0,209877.0,313645.0,225000.0,179167.0,116667.0,153217.0,203013.0,151196.0,151411.0,100000.0,88889.0,118262.0,166667.0,162879.0,88889.0,55556.0,-1.0,113709.0,138284.0,180313.0,236046.0,-1.0,199039.0,38000.0,248570.0,96256.0,160294.0,-1.0,55993.0,223470.0,188000.0,162480.0,80000.0,82643.0,97727.0,168178.0,-1.0,118962.0,77444.0,168751.0,235046.0,284211.0,100895.0,151036.0,290498.0,-1.0,138889.0,82920.0,-1.0,111138.0,201457.0,135689.0,226592.0,83209.0,35897.0,140584.0,19389.0,289220.0,209071.0,94899.0,118906.0,192894.0,408173.0,50000.0,40000.0,70192.0,396500.0,56205.0,457621.0
1993,31238.0,203692.0,155461.0,78435.0,93011.0,62308.0,148731.0,176871.0,146090.0,66751.0,318383.0,65541.0,84268.0,80046.0,158338.0,83856.0,203691.0,140141.0,157895.0,106787.0,90947.0,129044.0,47059.0,202822.0,82000.0,171389.0,68053.0,85822.0,129523.0,364842.0,-1.0,67528.0,207000.0,83692.0,111215.0,125740.0,111250.0,159492.0,56429.0,120492.0,150000.0,239400.0,150000.0,88021.0,-1.0,305045.0,182880.0,105000.0,35714.0,133327.0,64832.0,-1.0,222222.0,461828.0,112006.0,85938.0,80105.0,25833.0,85079.0,86843.0,392311.0,213491.0,154545.0,145006.0,200000.0,141200.0,375096.0,203846.0,115902.0,415790.0,-1.0,145947.0,133100.0,-1.0,96200.0,126432.0,200875.0,357299.0,-1.0,117490.0,206004.0,148699.0,106123.0,180000.0,80000.0,125000.0,-1.0,113333.0,45668.0,83920.0,114857.0,59512.0,21111.0,-1.0,150000.0,134416.0,99388.0,106157.0,141509.0,-1.0,386777.0,265498.0,230210.0,304856.0,250000.0,174739.0,80000.0,170622.0,246287.0,151334.0,156153.0,100000.0,88889.0,91559.0,166912.0,208448.0,90909.0,45687.0,-1.0,122809.0,138438.0,169583.0,242315.0,233019.0,210314.0,30028.0,240791.0,117820.0,149024.0,-1.0,55972.0,284925.0,162857.0,-1.0,-1.0,84787.0,100000.0,168931.0,-1.0,148950.0,74694.0,114676.0,228948.0,261905.0,95588.0,159091.0,263426.0,-1.0,150000.0,98446.0,181463.0,119399.0,183745.0,140564.0,224567.0,83692.0,35827.0,56577.0,19450.0,290981.0,207792.0,145414.0,136956.0,213516.0,437663.0,40000.0,70000.0,70175.0,430316.0,102165.0,499376.0
1994,29453.0,203183.0,118235.0,84888.0,106904.0,61538.0,136588.0,170494.0,144802.0,66667.0,321917.0,67437.0,87539.0,79545.0,156474.0,98443.0,199600.0,117318.0,158974.0,109570.0,85376.0,142384.0,43750.0,238419.0,80903.0,186789.0,67588.0,116667.0,129934.0,379422.0,-1.0,69231.0,208248.0,84175.0,95078.0,125740.0,139300.0,154545.0,58442.0,111667.0,155556.0,254800.0,146027.0,88630.0,-1.0,355890.0,189468.0,104844.0,92727.0,115500.0,66191.0,-1.0,342466.0,368605.0,110104.0,93306.0,83500.0,25786.0,70055.0,115625.0,329499.0,228571.0,159364.0,129963.0,200000.0,147672.0,322178.0,234268.0,90906.0,399956.0,-1.0,153807.0,127672.0,-1.0,95739.0,140959.0,175716.0,331091.0,-1.0,97108.0,135853.0,136551.0,101373.0,181812.0,83636.0,133333.0,-1.0,109000.0,47284.0,93738.0,104182.0,74690.0,20523.0,-1.0,149800.0,131195.0,115198.0,107000.0,140741.0,-1.0,348378.0,276644.0,224908.0,312107.0,273846.0,166360.0,23077.0,162784.0,180000.0,145792.0,176522.0,100000.0,88889.0,105070.0,165942.0,213016.0,90000.0,44949.0,-1.0,133171.0,138591.0,129510.0,228947.0,160557.0,230166.0,14222.0,212040.0,123708.0,166101.0,-1.0,59377.0,199650.0,147500.0,-1.0,-1.0,84966.0,98182.0,190845.0,-1.0,118364.0,81368.0,107494.0,391703.0,277500.0,95000.0,162836.0,300000.0,-1.0,147368.0,81404.0,96690.0,143052.0,192339.0,136980.0,233775.0,84175.0,35620.0,203736.0,19511.0,294270.0,204487.0,94112.0,105449.0,198795.0,414503.0,50000.0,90000.0,69767.0,438786.0,75521.0,446339.0
1995,29691.0,197125.0,131090.0,104158.0,94017.0,62500.0,133844.0,204769.0,152304.0,65263.0,331582.0,69333.0,85926.0,78889.0,165939.0,110987.0,202082.0,137059.0,157895.0,111665.0,58002.0,133617.0,47059.0,239325.0,80068.0,189643.0,68850.0,165267.0,130346.0,362376.0,-1.0,83490.0,207000.0,84658.0,136768.0,189910.0,91550.0,213833.0,56853.0,279000.0,156186.0,222400.0,143108.0,89239.0,-1.0,340884.0,196769.0,105693.0,85000.0,144000.0,66425.0,-1.0,389629.0,366860.0,109931.0,100603.0,97188.0,25723.0,71179.0,150000.0,314058.0,230000.0,161991.0,114701.0,200000.0,152244.0,306791.0,238774.0,98531.0,374503.0,-1.0,152200.0,157750.0,-1.0,84594.0,145590.0,198460.0,339477.0,-1.0,96575.0,163505.0,133813.0,120027.0,181701.0,80400.0,140000.0,-1.0,100000.0,48392.0,97817.0,96889.0,85739.0,20588.0,-1.0,139818.0,131196.0,100577.0,95926.0,140000.0,90000.0,339644.0,265973.0,237032.0,323558.0,273846.0,160385.0,52500.0,165627.0,236364.0,159027.0,166304.0,100000.0,88889.0,116617.0,166187.0,215469.0,88889.0,46103.0,-1.0,139418.0,138742.0,212946.0,237500.0,171002.0,274272.0,9034.0,198751.0,152284.0,162720.0,-1.0,60102.0,267949.0,166667.0,-1.0,-1.0,89867.0,91667.0,199803.0,-1.0,123608.0,71719.0,108075.0,254943.0,280000.0,100000.0,162703.0,275893.0,-1.0,144737.0,111323.0,113559.0,144129.0,189990.0,135683.0,232893.0,84658.0,35284.0,188483.0,19571.0,298183.0,211244.0,127992.0,96233.0,221053.0,410056.0,47775.0,77994.0,69853.0,450321.0,67639.0,423819.0
1996,31033.0,221511.0,151328.0,101625.0,96371.0,28605.0,141931.0,197349.0,147566.0,66000.0,339623.0,71230.0,84750.0,78261.0,158631.0,111325.0,202157.0,119469.0,156859.0,112741.0,90293.0,115610.0,42533.0,254426.0,79592.0,180417.0,55823.0,187273.0,130623.0,391932.0,-1.0,66381.0,209629.0,85142.0,134629.0,193000.0,124589.0,200000.0,57166.0,107700.0,157196.0,231243.0,140000.0,89847.0,-1.0,454382.0,196701.0,106430.0,76730.0,209545.0,66566.0,-1.0,390754.0,487219.0,127136.0,109417.0,101359.0,25676.0,84512.0,129200.0,403749.0,256000.0,161255.0,137471.0,238202.0,151183.0,328115.0,241493.0,114302.0,407441.0,253744.0,138900.0,212007.0,-1.0,88346.0,139954.0,195930.0,357086.0,-1.0,75918.0,202826.0,141894.0,113860.0,182460.0,60000.0,171249.0,-1.0,102000.0,49784.0,100629.0,106250.0,77265.0,30770.0,-1.0,138596.0,129626.0,81589.0,115937.0,163762.0,92174.0,367500.0,277298.0,228161.0,299709.0,235769.0,177576.0,60348.0,172860.0,249863.0,132232.0,190473.0,100000.0,88889.0,79847.0,166429.0,219167.0,90909.0,46329.0,-1.0,134795.0,138893.0,265695.0,235714.0,208597.0,228877.0,9034.0,218054.0,121532.0,169913.0,-1.0,61267.0,291997.0,125000.0,-1.0,-1.0,87235.0,104000.0,204570.0,-1.0,139763.0,69510.0,129107.0,214831.0,221569.0,100000.0,161955.0,301646.0,-1.0,144737.0,106138.0,190208.0,146076.0,211919.0,128444.0,224667.0,85142.0,34860.0,209902.0,19632.0,312853.0,202048.0,163152.0,118859.0,220029.0,436811.0,48133.0,70000.0,49500.0,450207.0,56610.0,456909.0
1997,32397.0,240321.0,99173.0,98123.0,106571.0,23981.0,149703.0,147973.0,152748.0,74699.0,339201.0,73125.0,89820.0,78261.0,162061.0,117064.0,192449.0,125652.0,156219.0,112551.0,95765.0,76272.0,35000.0,275403.0,80769.0,115524.0,54673.0,173261.0,124006.0,388162.0,-1.0,82881.0,212213.0,85625.0,141042.0,204781.0,106963.0,187500.0,57377.0,100289.0,159574.0,262300.0,133695.0,90456.0,-1.0,315982.0,173596.0,105536.0,76821.0,204167.0,67667.0,-1.0,390545.0,459163.0,102773.0,150885.0,82722.0,25546.0,90133.0,180000.0,397497.0,269953.0,162924.0,135948.0,238095.0,128396.0,339011.0,220000.0,120636.0,429656.0,241970.0,164412.0,179341.0,-1.0,84000.0,124153.0,215755.0,393529.0,-1.0,70425.0,159025.0,149651.0,111394.0,183266.0,64286.0,166699.0,-1.0,108000.0,51632.0,96703.0,100000.0,92696.0,39745.0,-1.0,138462.0,109362.0,92137.0,120156.0,139286.0,99211.0,396154.0,274227.0,250155.0,308304.0,257143.0,154474.0,57064.0,179947.0,116429.0,136675.0,178706.0,100000.0,78276.0,104537.0,167857.0,208104.0,90000.0,46330.0,-1.0,112295.0,139043.0,191462.0,241706.0,193000.0,268502.0,10922.0,240134.0,120890.0,193913.0,-1.0,61794.0,288325.0,160000.0,-1.0,-1.0,87371.0,101429.0,208520.0,-1.0,125728.0,90817.0,132837.0,220240.0,228571.0,97222.0,178150.0,259341.0,-1.0,140000.0,109874.0,155179.0,147392.0,216815.0,127253.0,222609.0,85625.0,34389.0,201296.0,19660.0,313056.0,218355.0,150974.0,105875.0,227139.0,443191.0,50000.0,68571.0,49048.0,445545.0,63213.0,522291.0
1998,25950.0,198797.0,108971.0,102378.0,105568.0,24321.0,159000.0,221971.0,156439.0,76385.0,329753.0,75021.0,84664.0,76042.0,153432.0,133830.0,202857.0,137850.0,152632.0,113972.0,104774.0,78851.0,41667.0,309437.0,83333.0,131460.0,64088.0,180000.0,122951.0,384270.0,-1.0,80276.0,213250.0,86108.0,160256.0,212682.0,121543.0,162731.0,57377.0,104926.0,160000.0,268047.0,127059.0,90079.0,-1.0,387151.0,180428.0,105817.0,76915.0,152941.0,69327.0,-1.0,273208.0,403866.0,111254.0,157532.0,95307.0,25526.0,84192.0,160000.0,393980.0,202563.0,154602.0,118028.0,246782.0,142389.0,355757.0,200000.0,130657.0,391347.0,273759.0,140485.0,218042.0,-1.0,76676.0,97147.0,176048.0,369085.0,-1.0,75177.0,200375.0,158981.0,97102.0,183333.0,64000.0,123473.0,-1.0,102941.0,44809.0,97887.0,105750.0,85431.0,57208.0,-1.0,139706.0,134409.0,100577.0,126399.0,215536.0,54000.0,404433.0,276833.0,241693.0,307608.0,244444.0,155263.0,44667.0,172503.0,184123.0,128340.0,190427.0,101095.0,106341.0,94041.0,167857.0,210842.0,88889.0,46316.0,-1.0,136186.0,139191.0,169523.0,258621.0,209262.0,293744.0,10370.0,232918.0,106323.0,146020.0,-1.0,61921.0,283064.0,160000.0,-1.0,-1.0,88526.0,103333.0,204955.0,-1.0,127024.0,92184.0,129694.0,219636.0,250000.0,98484.0,161748.0,260541.0,-1.0,135000.0,127212.0,143288.0,147897.0,234388.0,125821.0,243418.0,86108.0,33916.0,189373.0,19615.0,322292.0,223302.0,135671.0,101804.0,180091.0,414881.0,48000.0,63206.0,46522.0,352113.0,60090.0,413430.0
1999,24393.0,211961.0,113328.0,109779.0,102838.0,22000.0,126996.0,200372.0,164604.0,70577.0,342745.0,76918.0,92599.0,76546.0,147199.0,125936.0,198780.0,164103.0,157396.0,112810.0,112207.0,74198.0,42857.0,294460.0,80000.0,106741.0,59083.0,249910.0,126068.0,402283.0,-1.0,72824.0,215496.0,86591.0,153532.0,197358.0,128757.0,157460.0,59388.0,117128.0,163462.0,256094.0,122222.0,79423.0,-1.0,368307.0,250876.0,106179.0,73655.0,156146.0,67500.0,-1.0,271622.0,352256.0,125207.0,163866.0,103786.0,25432.0,89746.0,180000.0,389359.0,203444.0,161620.0,158782.0,132770.0,152662.0,301953.0,190270.0,149513.0,401515.0,313921.0,164507.0,212423.0,-1.0,107532.0,129807.0,239781.0,389736.0,-1.0,91410.0,157170.0,126963.0,97139.0,185928.0,70156.0,130776.0,-1.0,140667.0,55814.0,112513.0,78770.0,81604.0,60031.0,-1.0,144444.0,129563.0,104125.0,135629.0,210286.0,35000.0,395507.0,272508.0,245256.0,303275.0,240000.0,164972.0,56200.0,192728.0,241948.0,121297.0,183361.0,39426.0,107674.0,108475.0,167857.0,209295.0,90909.0,46330.0,-1.0,165413.0,139337.0,246585.0,272727.0,195801.0,238938.0,25307.0,218862.0,130003.0,175712.0,-1.0,59957.0,307045.0,100000.0,-1.0,-1.0,89149.0,93333.0,223519.0,-1.0,144578.0,93077.0,105190.0,258973.0,300000.0,117857.0,160694.0,319429.0,-1.0,133333.0,142018.0,143285.0,157082.0,247421.0,126609.0,241843.0,86591.0,33481.0,194667.0,19643.0,321265.0,232915.0,141049.0,82026.0,244923.0,462833.0,46667.0,54597.0,27951.0,416667.0,49579.0,451365.0
2000,21768.0,222970.0,131888.0,84883.0,97578.0,21233.0,140345.0,212781.0,170216.0,62264.0,314873.0,78814.0,96436.0,77000.0,133759.0,124516.0,207377.0,140097.0,160000.0,120591.0,114561.0,72476.0,46667.0,321010.0,69415.0,107455.0,87830.0,200000.0,127357.0,427161.0,-1.0,74727.0,224631.0,86919.0,166143.0,207950.0,144537.0,111628.0,58269.0,119046.0,164151.0,206270.0,120000.0,70968.0,-1.0,344347.0,262035.0,106616.0,74846.0,162500.0,72866.0,444058.0,271997.0,424452.0,132921.0,124074.0,89358.0,25641.0,65466.0,253086.0,449909.0,196125.0,128180.0,145634.0,167396.0,129495.0,297876.0,213178.0,151543.0,399759.0,304399.0,164821.0,184736.0,-1.0,106386.0,152654.0,222556.0,395591.0,125000.0,61770.0,193762.0,140311.0,105230.0,186529.0,70294.0,130776.0,282630.0,123077.0,57531.0,115040.0,99468.0,66100.0,59044.0,-1.0,153846.0,84866.0,148226.0,140057.0,231200.0,30369.0,424863.0,286821.0,239545.0,306342.0,227273.0,140645.0,59333.0,172087.0,180000.0,122823.0,180193.0,101505.0,107478.0,75262.0,167857.0,216629.0,90909.0,46330.0,-1.0,169078.0,139482.0,274435.0,261951.0,213300.0,277566.0,23333.0,231195.0,88911.0,186443.0,-1.0,51283.0,292627.0,103333.0,-1.0,-1.0,89980.0,86667.0,239420.0,-1.0,122738.0,56332.0,163204.0,264293.0,261032.0,112751.0,158239.0,337037.0,-1.0,125000.0,141228.0,154743.0,141042.0,259196.0,123779.0,250695.0,86919.0,33126.0,181350.0,20000.0,284527.0,235931.0,163916.0,121632.0,243851.0,456548.0,50000.0,29885.0,28255.0,423155.0,50553.0,-1.0
